proxy,split,normalization,labor_share,sigma,capital_adjustment,labor_supply_elasticity,sigma_NI,native_cell0_wage_pct_vs_absent,native_cell1_wage_pct_vs_absent,native_cell0_earnings_bn,native_cell1_earnings_bn,otherfb_cell0_earnings_bn,otherfb_cell1_earnings_bn,native_production_gain_bn,other_immigrant_production_gain_bn
PEARNVAL,hs_or_less,cash,0.6,2.0,0.5,0.0,3.0,-4.499467800240053,-0.20777995168784757,-86.15407780637565,-15.840272068913263,-74.18843112669816,-11.898508146346648,-62.16322809628351,-52.52981725004893
PEARNVAL,hs_or_less,cash,0.6,2.0,0.5,0.0,8.7,-6.124245534799877,-0.28252868299269984,-119.29428417636198,-21.554947437762966,-44.4688179748742,-7.663825618072853,-85.85781888191457,-31.79182777729628
PEARNVAL,hs_or_less,cash,0.6,2.0,0.5,0.0,17.9,-6.5415899468939775,-0.3026286702867087,-127.9927619072043,-23.093089676333545,-36.677577119035334,-6.518249287221094,-92.09897480905316,-26.33486259619064
PEARNVAL,hs_or_less,cash,0.6,2.0,0.5,0.0,inf,-6.927927545591728,-0.3215892931076825,-136.11451317470352,-24.5446111547027,-29.406685274964172,-5.434912744978153,-97.93514691841683,-21.234158044995404
PEARNVAL,hs_or_less,cash,0.6,2.0,0.5,0.33,3.0,-3.901846712661683,-0.3090299398080254,-74.24644150184865,-23.583074088075445,-65.48104655769424,-12.787273696449176,-59.58308381861923,-48.750308054119095
PEARNVAL,hs_or_less,cash,0.6,2.0,0.5,0.33,8.7,-5.329103735132257,-0.3750365259641786,-102.93383824002436,-28.63921250422267,-40.08543100265001,-9.129345432739116,-80.43804551678726,-30.341963297645783
PEARNVAL,hs_or_less,cash,0.6,2.0,0.5,0.33,17.9,-5.726229796867887,-0.39435802254352836,-111.07041088403984,-30.120516957127933,-32.779895596069345,-8.050163459151129,-86.39647161900972,-25.08834684084243
PEARNVAL,hs_or_less,cash,0.6,2.0,0.5,0.33,inf,-6.106008206339364,-0.41326101417922256,-118.91593703382652,-31.570292509236936,-25.691040969620026,-6.990609223331101,-92.1608486997445,-20.008445373588877
PEARNVAL,hs_or_less,cash,0.6,2.0,1.0,0.0,3.0,-2.7886131959078075,1.5799585583873732,-52.45557126963842,118.32958585046268,-65.92999140071007,17.958396610831738,35.60855037606832,-30.304755048219892
PEARNVAL,hs_or_less,cash,0.6,2.0,1.0,0.0,8.7,-4.452498239178104,1.4932483954460674,-85.21281292526965,111.93105161031696,-36.77861496307003,21.9445573062283,11.75733086235589,-10.059450923476
PEARNVAL,hs_or_less,cash,0.6,2.0,1.0,0.0,17.9,-4.8799144454084615,1.4699745593953928,-93.8124455457116,110.21176236526915,-29.135465141339836,23.023981227919005,5.473085141506409,-4.7316813022398545
PEARNVAL,hs_or_less,cash,0.6,2.0,1.0,0.0,inf,-5.275586181668023,1.4480367263607574,-101.84255290718673,108.59044434912519,-22.002443612288598,24.045179866816486,-0.4040975344288936,0.2484279783828682
PEARNVAL,hs_or_less,cash,0.6,2.0,1.0,0.33,3.0,-2.2826529204680646,1.3707005684002738,-42.715814858045405,102.86930958316263,-57.84981378490897,15.33843296329676,32.5010079196777,-27.678925437279005
PEARNVAL,hs_or_less,cash,0.6,2.0,1.0,0.33,8.7,-3.74503106724291,1.2919296474328101,-71.14637028069072,97.03305388926871,-32.92423569707678,18.74414032560845,11.474313212195392,-9.81586776042977
PEARNVAL,hs_or_less,cash,0.6,2.0,1.0,0.33,17.9,-4.15197723327484,1.2689300468053055,-79.21223857851986,95.32726646318709,-25.75286791994583,19.750411908863864,5.464217360779993,-4.717229373235848
PEARNVAL,hs_or_less,cash,0.6,2.0,1.0,0.33,inf,-4.541168159164933,1.2464545263047855,-86.99052469012399,93.65959924106477,-18.793756240990476,20.73904314052576,-0.3512965731604801,0.213083540178871
PEARNVAL,hs_or_less,cash,0.6,2.5,0.0,0.0,3.0,-5.128560329007681,-2.253223475084132,-98.85086165894208,-175.37088882560843,-77.30001187423082,-47.39895887515972,-161.55502096780756,-74.82380970886774
PEARNVAL,hs_or_less,cash,0.6,2.5,0.0,0.0,8.7,-6.751809029485855,-2.311141021618446,-132.4037289674233,-179.985321937762,-47.42685611450029,-42.80509308048928,-184.87227183620817,-53.78506679473305
PEARNVAL,hs_or_less,cash,0.6,2.5,0.0,0.0,17.9,-7.168780401782415,-2.326775940087289,-141.2120320411824,-181.23193232279831,-39.5944961597903,-41.56404147940201,-191.01374089065436,-48.24796944360745
PEARNVAL,hs_or_less,cash,0.6,2.5,0.0,0.0,inf,-7.5547806241629605,-2.341548510089342,-149.43691114473282,-182.41015229322227,-32.28490564305701,-40.39107628404585,-196.75656468146528,-43.07197966316541
PEARNVAL,hs_or_less,cash,0.6,2.5,0.0,0.33,3.0,-4.502447611228311,-1.9915678409260562,-86.21382412718425,-154.5921164900895,-68.37746480933251,-41.92647842631089,-142.54864480503076,-67.44407968353151
PEARNVAL,hs_or_less,cash,0.6,2.5,0.0,0.33,8.7,-5.92803331444407,-2.0419842167510804,-115.23141470316172,-158.5871817863294,-42.85587333391511,-37.95116089813642,-163.05117159493818,-48.72532197065083
PEARNVAL,hs_or_less,cash,0.6,2.5,0.0,0.33,17.9,-6.324721025055402,-2.0568140384489286,-123.46300997871855,-159.76310077397898,-35.513358645435666,-36.780351622213615,-168.90834635972212,-43.38203720355902
PEARNVAL,hs_or_less,cash,0.6,2.5,0.0,0.33,inf,-6.704092204739942,-2.071354624633459,-131.40075650765965,-160.91643085916743,-28.388307766662606,-35.63172198738702,-174.57450072807652,-38.21495985277242
PEARNVAL,hs_or_less,cash,0.6,2.5,0.5,0.0,3.0,-3.4321248739063837,-0.505372932351944,-64.99065098676746,-38.642750336137226,-69.00194357139488,-16.972758297683047,-62.21517970079115,-52.2475605028492
PEARNVAL,hs_or_less,cash,0.6,2.5,0.5,0.0,8.7,-5.094223144104381,-0.5746175339639836,-98.15350166480697,-43.968057981667265,-39.69857469093609,-12.635253065453284,-85.70022230699819,-31.70695726918671
PEARNVAL,hs_or_less,cash,0.6,2.5,0.5,0.0,17.9,-5.521200010022042,-0.593259032115756,-106.86108841459196,-45.402963765497084,-32.01473415199553,-11.462431235678562,-91.88773166478394,-26.300511766908706
PEARNVAL,hs_or_less,cash,0.6,2.5,0.5,0.0,inf,-5.916472957570051,-0.6108523111539421,-114.9925687379144,-46.75767792114782,-24.84342190237495,-10.353551663846188,-97.67432946929416,-21.246486546910575
PEARNVAL,hs_or_less,cash,0.6,2.5,0.5,0.33,3.0,-3.085072789401777,-0.5369265376246157,-58.209681506256594,-41.06848427671686,-61.5997330071806,-16.676401789675406,-59.63846064482268,-48.47758776096704
PEARNVAL,hs_or_less,cash,0.6,2.5,0.5,0.33,8.7,-4.541409718776213,-0.5980801414399273,-86.99537214384833,-45.774150162017904,-36.49475593748984,-12.92978967140091,-80.3058429715044,-30.24770249156081
PEARNVAL,hs_or_less,cash,0.6,2.5,0.5,0.33,17.9,-4.94669581664926,-0.6160051001299016,-95.16307545757462,-47.154542757730304,-29.27117936391187,-11.825086420553644,-86.21244127589597,-25.0433925644955
PEARNVAL,hs_or_less,cash,0.6,2.5,0.5,0.33,inf,-5.334308562521251,-0.6335524775799017,-103.04003657628816,-48.50634039996944,-22.26115243442557,-10.740757960695255,-91.92743600506012,-20.01047023761382
PEARNVAL,hs_or_less,cash,0.6,2.5,1.0,0.0,3.0,-1.7053547547238534,1.2737316489106254,-31.725272310497427,95.68344587656105,-60.849649805478194,12.91893652043799,35.3795301898796,-30.067914717443127
PEARNVAL,hs_or_less,cash,0.6,2.5,1.0,0.0,8.7,-3.407171904609152,1.1927745077375818,-64.50147496945382,89.67358349525891,-32.10527230268814,17.007652735145236,11.739728345094823,-10.014455068482524
PEARNVAL,hs_or_less,cash,0.6,2.5,1.0,0.0,17.9,-3.8443781501536156,1.1710245562756016,-73.10917802258581,88.05733430433268,-24.567152773713126,18.114248306096698,5.509656228774211,-4.735787580907758
PEARNVAL,hs_or_less,cash,0.6,2.5,1.0,0.0,inf,-4.249131317900556,1.1505151639210398,-81.14801709160169,86.53263491487236,-17.531519186622855,19.16091957583438,-0.3174460872902637,0.1989520175693435
PEARNVAL,hs_or_less,cash,0.6,2.5,1.0,0.33,3.0,-1.455202753046625,1.1357970337185996,-27.00289260096585,85.4380856334103,-54.046877400502886,11.461357045098731,32.27617952284304,-27.45124102251348
PEARNVAL,hs_or_less,cash,0.6,2.5,1.0,0.33,8.7,-2.9470720298323316,1.0621185553671753,-55.526792891179426,79.95401514119133,-29.40540102864452,14.95609418804365,11.439101545917651,-9.760404874599365
PEARNVAL,hs_or_less,cash,0.6,2.5,1.0,0.33,17.9,-3.362293441192332,1.040583683970886,-63.62231690505515,78.34961120723871,-22.314164342805853,15.987981265241286,5.481465255687433,-4.709351045204537
PEARNVAL,hs_or_less,cash,0.6,2.5,1.0,0.33,inf,-3.759429236589029,1.0195296636011486,-71.43058489844489,76.78037062712114,-15.43212902226767,17.001475894456725,-0.2840338102556627,0.175623111793098
PEARNVAL,hs_or_less,cash,0.65,1.5,0.0,0.0,3.0,-7.48939531069126,-1.0333253589526858,-148.03885467117158,-79.4335166298705,-89.35443556481712,-26.049953750451245,-136.786773022987,-69.99500576068624
PEARNVAL,hs_or_less,cash,0.65,1.5,0.0,0.0,8.7,-9.025666715519199,-1.1085626526861736,-181.4182163613595,-85.28197198012514,-58.486571107490946,-21.799046980104738,-160.70547319518937,-48.54038076879456
PEARNVAL,hs_or_less,cash,0.65,1.5,0.0,0.0,17.9,-9.420180575794934,-1.1287883308415014,-190.17273789572542,-86.85570198981561,-50.39799844913668,-20.648941173999045,-167.00157948592096,-42.8976592785437
PEARNVAL,hs_or_less,cash,0.65,1.5,0.0,0.0,inf,-9.785345170276072,-1.147865304138218,-198.34421563704723,-88.34064314229758,-42.85102146206896,-19.56126680058035,-172.8875659960997,-37.62439636416756
PEARNVAL,hs_or_less,cash,0.65,1.5,0.0,0.33,3.0,-6.209336799262766,-1.0714489471696287,-121.06151147640288,-82.39588337577966,-76.81151265626463,-25.868496634589114,-122.7563423334872,-63.65878522386507
PEARNVAL,hs_or_less,cash,0.65,1.5,0.0,0.33,8.7,-7.56987059316403,-1.13660942595869,-149.75984294290893,-87.46442243748307,-50.634562046587526,-22.176485413274037,-143.77620284747323,-44.58945069299553
PEARNVAL,hs_or_less,cash,0.65,1.5,0.0,0.33,17.9,-7.948294468979333,-1.155683644558414,-157.89289609506963,-88.94938407027023,-43.10763493678672,-21.087271883093916,-149.7771119843378,-39.15027025386162
PEARNVAL,hs_or_less,cash,0.65,1.5,0.0,0.33,inf,-8.310126493980196,-1.1743449144253626,-165.7321417028359,-90.40275165489116,-35.805387811553445,-20.017879446263898,-155.58057963493914,-33.89225272989434
PEARNVAL,hs_or_less,cash,0.65,1.5,0.5,0.0,3.0,-6.03637693961473,0.5210953137987362,-117.47273470629486,39.43806836196283,-81.86364486428371,0.40261649501167107,-49.725753339310735,-50.196903368262
PEARNVAL,hs_or_less,cash,0.65,1.5,0.5,0.0,8.7,-7.605395952875793,0.4353081520711566,-150.52051733492397,32.97357712754832,-51.51476005038174,4.431086561034204,-73.79380540710031,-29.189648505001504
PEARNVAL,hs_or_less,cash,0.65,1.5,0.5,0.0,17.9,-8.008343559835174,0.4122838123207684,-159.1896173804376,31.236697969218987,-43.56136879734114,5.521995954284376,-80.1309396720174,-23.664177501402868
PEARNVAL,hs_or_less,cash,0.65,1.5,0.5,0.0,inf,-8.3813241406266,0.39058181624032073,-167.28195982975876,29.598842615546065,-36.1402162793551,6.554071113773255,-86.055951593808,-18.50033640877681
PEARNVAL,hs_or_less,cash,0.65,1.5,0.5,0.33,3.0,-4.958593396122357,0.24781065063081975,-95.4038990457015,18.806187048222043,-70.60170226881918,-3.358998090803801,-48.47859953652237,-46.654080773006015
PEARNVAL,hs_or_less,cash,0.65,1.5,0.5,0.33,8.7,-6.345935200051455,0.17251351461524678,-123.90518581116687,13.101777869549204,-44.80993173892696,0.12859933193810813,-69.64809287757646,-28.03319723091309
PEARNVAL,hs_or_less,cash,0.65,1.5,0.5,0.33,17.9,-6.731854436292672,0.15051902409048967,-131.98417328926536,11.43388630934115,-37.39289052321563,1.1587383515069714,-75.69392405218767,-22.72139532918816
PEARNVAL,hs_or_less,cash,0.65,1.5,0.5,0.33,inf,-7.100870563457318,0.12902158538623532,-139.77208182337148,9.802979212388696,-30.19687999861502,2.1706734861008052,-81.5418085677443,-17.5862937878743
PEARNVAL,hs_or_less,cash,0.65,1.5,1.0,0.0,3.0,-4.56053672672041,2.0999305042313843,-87.37927780394119,156.47146756267176,-74.48868895329191,26.446134074378428,35.98898725374589,-30.70495143653465
PEARNVAL,hs_or_less,cash,0.65,1.5,1.0,0.0,8.7,-6.162952243573761,2.0032815194539255,-120.09777135377432,149.41132636855076,-44.650118232312025,30.258015909104643,11.781874181622827,-10.136371699278168
PEARNVAL,hs_or_less,cash,0.65,1.5,1.0,0.0,17.9,-6.5745007177178465,1.9773761258676803,-128.68200864639354,147.5166811502811,-36.82966395264583,31.291276027897272,5.406457654082624,-4.725880554816797
PEARNVAL,hs_or_less,cash,0.65,1.5,1.0,0.0,inf,-6.955452170512744,1.9529719657652045,-136.69572116605679,145.73095103818162,-29.532251609386442,32.26920150183159,-0.5549983423747152,0.3306546706693047
PEARNVAL,hs_or_less,cash,0.65,1.5,1.0,0.33,3.0,-3.543698858329325,1.7402136440575422,-67.18103441493554,130.12645668121985,-63.77103404439798,21.401003722381095,32.84862134021549,-28.035510758118747
PEARNVAL,hs_or_less,cash,0.65,1.5,1.0,0.33,8.7,-4.9615025479661234,1.6533045389802936,-95.46279350716193,123.73342566436578,-38.40232712860588,24.666150437892284,11.525854362184168,-9.903280717952004
PEARNVAL,hs_or_less,cash,0.65,1.5,1.0,0.33,17.9,-5.355938803696025,1.6279651972193498,-103.48150115619092,121.86740573528182,-31.10599295728525,25.631991654592717,5.433870311403158,-4.730290684306749
PEARNVAL,hs_or_less,cash,0.65,1.5,1.0,0.33,inf,-5.73311829617551,1.6032194291146995,-111.21215175071632,120.0441989883664,-24.02668656712105,26.581384521854897,-0.4597057424180407,0.2708561964592213
PEARNVAL,hs_or_less,cash,0.65,2.0,0.0,0.0,3.0,-5.762820002505409,-1.5279057987697908,-111.82354474610457,-118.04268654134393,-80.47920681104154,-34.64167715745734,-136.63980563833186,-69.4595140839821
PEARNVAL,hs_or_less,cash,0.65,2.0,0.0,0.0,8.7,-7.358832726953435,-1.593941982659508,-145.25309479182,-123.22713592913547,-50.32620957945326,-30.21562214408941,-160.20828241508465,-48.344712211650425
PEARNVAL,hs_or_less,cash,0.65,2.0,0.0,0.0,17.9,-7.768768927923208,-1.6117298896437204,-154.0262281242877,-124.62484045053021,-42.42203294267988,-29.019113584651684,-166.4148149431656,-42.78894349028083
PEARNVAL,hs_or_less,cash,0.65,2.0,0.0,0.0,inf,-8.14824089596291,-1.6285215674372022,-162.21718609954968,-125.9447289630047,-35.04600374022636,-27.887938753216464,-172.21806106208695,-37.59601514832565
PEARNVAL,hs_or_less,cash,0.65,2.0,0.0,0.33,3.0,-4.975390992724904,-1.4227107653081106,-95.74400848280298,-109.79825206672649,-70.68401760980619,-31.963367772706828,-122.65580365361704,-63.183087780179925
PEARNVAL,hs_or_less,cash,0.65,2.0,0.0,0.33,8.7,-6.379463416807029,-1.4803608552984238,-124.60443694582197,-114.31427341014229,-44.96746155381213,-28.13164927064371,-143.38509409466337,-44.39945405040151
PEARNVAL,hs_or_less,cash,0.65,2.0,0.0,0.33,17.9,-6.77010694975192,-1.4972740694415565,-132.7886100906364,-115.64017339627789,-37.570326931454055,-27.002237297854908,-149.3058187833458,-39.039186042335615
PEARNVAL,hs_or_less,cash,0.65,2.0,0.0,0.33,inf,-7.143671913008243,-1.5138377682000215,-140.67938993651993,-116.93911473964364,-30.392898215250984,-25.89382578029516,-155.03292910385784,-33.85634640688648
PEARNVAL,hs_or_less,cash,0.65,2.0,0.5,0.0,3.0,-4.287268579027037,0.013955266845555592,-81.90896959348899,1.0615323227582285,-73.14808916767979,-8.137338746809558,-49.846605716326,-49.730055367959366
PEARNVAL,hs_or_less,cash,0.65,2.0,0.5,0.0,8.7,-5.916887311558328,-0.06226693600351885,-115.00112859941295,-4.740058284776237,-43.50010281276295,-3.934133512371402,-73.56148867270001,-29.054255968763226
PEARNVAL,hs_or_less,cash,0.65,2.0,0.5,0.0,17.9,-6.3354784863487,-0.08275791916204644,-123.68720716603062,-6.301222343711999,-35.7275281013318,-2.7969352620941685,-79.80822123956524,-23.61359815086247
PEARNVAL,hs_or_less,cash,0.65,2.0,0.5,0.0,inf,-6.722971534720557,-0.10208532280047145,-131.79746341457144,-7.774322704855019,-28.474013801132347,-1.7214681172121165,-85.64969869596254,-18.528115200777272
PEARNVAL,hs_or_less,cash,0.65,2.0,0.5,0.33,3.0,-3.7119045879054235,-0.1119864584871233,-70.49278839218084,-8.529190492464771,-64.57256475198741,-9.438968968552174,-48.59408419558109,-46.235721535831175
PEARNVAL,hs_or_less,cash,0.65,2.0,0.5,0.33,8.7,-5.143272096242624,-0.17948043674216319,-99.14980005235239,-13.678956601719971,-39.23294924662038,-5.811234828017139,-69.47027671820116,-27.89261401205302
PEARNVAL,hs_or_less,cash,0.65,2.0,0.5,0.33,17.9,-5.541547473853836,-0.19923056231710978,-107.27801114372382,-15.187201363756314,-31.94339757984336,-4.740780428787759,-75.43508056231673,-22.65753789194071
PEARNVAL,hs_or_less,cash,0.65,2.0,0.5,0.33,inf,-5.922427494285376,-0.21854989257384938,-115.11558676745463,-16.66312553733373,-24.86999917465445,-3.6897155462442273,-81.20576541535995,-17.595531594394846
PEARNVAL,hs_or_less,cash,0.65,2.0,1.0,0.0,3.0,-2.7886131959078075,1.5799585583873732,-52.45557126963842,118.32958585046268,-65.92999140071007,17.958396610831738,35.608550376068095,-30.304755048219985
PEARNVAL,hs_or_less,cash,0.65,2.0,1.0,0.0,8.7,-4.452498239178104,1.4932483954460674,-85.21281292526965,111.93105161031696,-36.77861496307003,21.9445573062283,11.75733086235604,-10.0594509234761
PEARNVAL,hs_or_less,cash,0.65,2.0,1.0,0.0,17.9,-4.8799144454084615,1.4699745593953928,-93.8124455457116,110.21176236526915,-29.135465141339836,23.023981227919005,5.47308514150624,-4.731681302239839
PEARNVAL,hs_or_less,cash,0.65,2.0,1.0,0.0,inf,-5.275586181668023,1.4480367263607574,-101.84255290718673,108.59044434912519,-22.002443612288598,24.045179866816486,-0.4040975344292394,0.2484279783828671
PEARNVAL,hs_or_less,cash,0.65,2.0,1.0,0.33,3.0,-2.2826529204680646,1.3707005684002738,-42.715814858045405,102.86930958316263,-57.84981378490897,15.33843296329676,32.501007919677775,-27.678925437279123
PEARNVAL,hs_or_less,cash,0.65,2.0,1.0,0.33,8.7,-3.74503106724291,1.2919296474328101,-71.14637028069072,97.03305388926871,-32.92423569707678,18.74414032560845,11.4743132121949,-9.81586776042971
PEARNVAL,hs_or_less,cash,0.65,2.0,1.0,0.33,17.9,-4.15197723327484,1.2689300468053055,-79.21223857851986,95.32726646318709,-25.75286791994583,19.750411908863864,5.464217360780175,-4.717229373235888
PEARNVAL,hs_or_less,cash,0.65,2.0,1.0,0.33,inf,-4.541168159164933,1.2464545263047855,-86.99052469012399,93.65959924106477,-18.793756240990476,20.73904314052576,-0.35129657316039,0.2130835401788741
PEARNVAL,hs_or_less,cash,0.65,2.5,0.0,0.0,3.0,-4.707266035881741,-1.8191607132644338,-90.3294650356263,-140.96133630047174,-75.21168667447247,-39.741779025587675,-136.55475749841668,-69.14218015216231
PEARNVAL,hs_or_less,cash,0.65,2.5,0.0,0.0,8.7,-6.340146636435529,-1.8798744303543558,-123.78451251175767,-145.75599465807295,-45.48200098021302,-35.21272356933771,-159.91520064097622,-48.22901593261111
PEARNVAL,hs_or_less,cash,0.65,2.5,0.0,0.0,17.9,-6.75959865145026,-1.8962515868104712,-132.5675585459032,-147.05034094212274,-37.687036135134996,-33.98891997049291,-166.06851176505486,-42.72485432230614
PEARNVAL,hs_or_less,cash,0.65,2.5,0.0,0.0,inf,-7.1478978420368104,-1.9117205242980995,-140.7690170550639,-148.27330430317653,-30.41226159102666,-32.83215473319724,-171.8225911759424,-37.57960995692754
PEARNVAL,hs_or_less,cash,0.65,2.5,0.0,0.33,3.0,-4.165723864404458,-1.6459907484098202,-79.48589946894873,-127.31835007632161,-66.74913183247057,-35.86021117701274,-122.59292539288174,-62.87901937311486
PEARNVAL,hs_or_less,cash,0.65,2.5,0.0,0.33,8.7,-5.598602458057744,-1.6989447952706738,-108.44803528039614,-131.48516861533165,-41.32768917842224,-31.940068715082255,-143.1361401841931,-44.278154034475946
PEARNVAL,hs_or_less,cash,0.65,2.5,0.0,0.33,17.9,-5.99732933696041,-1.7145061708851328,-116.66435591514978,-132.71050706646068,-34.01376445004443,-30.785206472886042,-149.00550052687265,-38.968381936533106
PEARNVAL,hs_or_less,cash,0.65,2.5,0.0,0.33,inf,-6.378655059388083,-1.729757446876512,-124.58757227345484,-133.91180410998373,-26.916362124551377,-29.652088039737535,-154.68369137950984,-33.833654437551175
PEARNVAL,hs_or_less,cash,0.65,2.5,0.5,0.0,3.0,-3.217948567642559,-0.2847054309637054,-60.8001648582629,-21.72149212945821,-67.97498776024885,-13.207259828182812,-49.92103803499896,-49.45355960169015
PEARNVAL,hs_or_less,cash,0.65,2.5,0.5,0.0,8.7,-4.884963778662755,-0.35539281305763115,-93.91450026835979,-27.13379388302258,-38.74207897319448,-8.901263424322524,-73.4261298541646,-28.974445853048874
PEARNVAL,hs_or_less,cash,0.65,2.5,0.5,0.0,17.9,-5.313206975845597,-0.3744172424899772,-102.6095559856282,-28.591743937258073,-31.07660551336843,-7.736828425275329,-79.61914750713294,-23.584128512343035
PEARNVAL,hs_or_less,cash,0.65,2.5,0.5,0.0,inf,-5.709653513288981,-0.39236976762316855,-110.72941468183161,-29.9680586127966,-23.92239425674096,-6.635826604477873,-85.41098508775356,-18.54515933312266
PEARNVAL,hs_or_less,cash,0.65,2.5,0.5,0.33,3.0,-2.893875622694597,-0.34070229864157087,-54.49463171459298,-26.00835721222113,-60.700594209744125,-13.326708381159385,-48.66988337517336,-45.968421555467046
PEARNVAL,hs_or_less,cash,0.65,2.5,0.5,0.33,8.7,-4.35437137934005,-0.4033153751434426,-83.24934450418438,-30.80743753961564,-35.65083733465945,-9.61024699821016,-69.35824349541711,-27.803025786618523
PEARNVAL,hs_or_less,cash,0.65,2.5,0.5,0.33,17.9,-4.760820336459403,-0.4216610114744612,-91.4085096473061,-32.2147116582762,-28.443026461491918,-8.514259484104931,-75.27114133871576,-22.617049794149818
PEARNVAL,hs_or_less,cash,0.65,2.5,0.5,0.33,inf,-5.1495476869414585,-0.43961704470325547,-99.27734625894308,-33.59260196287492,-21.448246834805165,-7.438409164205367,-80.99236564636074,-17.601826017118682
PEARNVAL,hs_or_less,cash,0.65,2.5,1.0,0.0,3.0,-1.7053547547238534,1.2737316489106254,-31.725272310497427,95.68344587656105,-60.849649805478194,12.91893652043799,35.37953018987971,-30.067914717443077
PEARNVAL,hs_or_less,cash,0.65,2.5,1.0,0.0,8.7,-3.407171904609152,1.1927745077375818,-64.50147496945382,89.67358349525891,-32.10527230268814,17.007652735145236,11.739728345094738,-10.014455068482569
PEARNVAL,hs_or_less,cash,0.65,2.5,1.0,0.0,17.9,-3.8443781501536156,1.1710245562756016,-73.10917802258581,88.05733430433268,-24.567152773713126,18.114248306096698,5.509656228774266,-4.735787580907735
PEARNVAL,hs_or_less,cash,0.65,2.5,1.0,0.0,inf,-4.249131317900556,1.1505151639210398,-81.14801709160169,86.53263491487236,-17.531519186622855,19.16091957583438,-0.3174460872895769,0.1989520175692839
PEARNVAL,hs_or_less,cash,0.65,2.5,1.0,0.33,3.0,-1.455202753046625,1.1357970337185996,-27.00289260096585,85.4380856334103,-54.046877400502886,11.461357045098731,32.276179522843215,-27.45124102251358
PEARNVAL,hs_or_less,cash,0.65,2.5,1.0,0.33,8.7,-2.9470720298323316,1.0621185553671753,-55.526792891179426,79.95401514119133,-29.40540102864452,14.95609418804365,11.439101545917314,-9.760404874599496
PEARNVAL,hs_or_less,cash,0.65,2.5,1.0,0.33,17.9,-3.362293441192332,1.040583683970886,-63.62231690505515,78.34961120723871,-22.314164342805853,15.987981265241286,5.481465255687095,-4.709351045204594
PEARNVAL,hs_or_less,cash,0.65,2.5,1.0,0.33,inf,-3.759429236589029,1.0195296636011486,-71.43058489844489,76.78037062712114,-15.43212902226767,17.001475894456725,-0.2840338102550563,0.1756231117929582
PEARNVAL,hs_or_less,cash,0.7,1.5,0.0,0.0,3.0,-7.076555283277153,-0.5916743200354735,-139.2570159038398,-45.28096162403364,-87.20228422053455,-18.44996372410497,-111.77359376896024,-64.30688625748552
PEARNVAL,hs_or_less,cash,0.7,1.5,0.0,0.0,8.7,-8.622117641802163,-0.6698944426619002,-172.54140755823602,-51.30753594075938,-56.48359238365433,-14.263214615181374,-135.7360326858693,-42.98097809744509
PEARNVAL,hs_or_less,cash,0.7,1.5,0.0,0.0,17.9,-9.019024272965359,-0.6909114397016469,-181.27146612234574,-52.928436791097546,-48.433874192687156,-13.130181924815762,-142.04414584945474,-37.3719909275395
PEARNVAL,hs_or_less,cash,0.7,1.5,0.0,0.0,inf,-9.386406370402867,-0.7107306495202526,-189.42028240274212,-54.45758895843753,-40.92306176170119,-12.058542807034284,-147.94155002223243,-32.13020961644555
PEARNVAL,hs_or_less,cash,0.7,1.5,0.0,0.33,3.0,-5.867044599780624,-0.710405852091156,-113.97200207164316,-54.43252427564726,-75.09566675430248,-19.648849266639896,-102.20005760873651,-58.95275171787763
PEARNVAL,hs_or_less,cash,0.7,1.5,0.0,0.33,8.7,-7.234903703689655,-0.778328391019123,-142.61612660529144,-59.67769123139161,-49.025199892708976,-16.013526164022785,-123.2622404470416,-40.00772911462349
PEARNVAL,hs_or_less,cash,0.7,1.5,0.0,0.33,17.9,-7.615375687703407,-0.7981983687856631,-150.7343101854159,-61.2134639984577,-41.5286497763488,-14.940694276583464,-129.27584346396227,-34.60385715097432
PEARNVAL,hs_or_less,cash,0.7,1.5,0.0,0.33,inf,-7.979170766931254,-0.8176324959292436,-158.55943840592332,-62.71614463239303,-34.25577033503731,-13.887234620671013,-135.0918572561162,-29.37991060065623
PEARNVAL,hs_or_less,cash,0.7,1.5,0.5,0.0,3.0,-5.826948179066138,0.7451395525678972,-113.14490258881968,56.26899960132201,-80.8030298887387,4.148014446391445,-37.39885422355417,-47.39370611923435
PEARNVAL,hs_or_less,cash,0.7,1.5,0.5,0.0,8.7,-7.400698108855552,0.657819967065798,-146.14550351730523,49.71817875349772,-50.52757425112271,8.145188267516748,-61.48739556215232,-26.44964767313692
PEARNVAL,hs_or_less,cash,0.7,1.5,0.5,0.0,17.9,-7.804864106139497,0.6343891362721399,-154.8024460319187,47.95843499769256,-42.593310537554416,9.227768117435332,-67.83016506698641,-20.940740391725615
PEARNVAL,hs_or_less,cash,0.7,1.5,0.5,0.0,inf,-8.178973832401704,0.6123058804974102,-162.88352461866265,46.299148934385535,-35.189961990240384,10.25201959970433,-73.76053967675878,-15.792357335757758
PEARNVAL,hs_or_less,cash,0.7,1.5,0.5,0.33,3.0,-4.767226142613479,0.44966107435659985,-91.53765898810813,34.05591067863295,-69.66597148970935,0.03286563701964834,-37.3141976566911,-44.09816903971831
PEARNVAL,hs_or_less,cash,0.7,1.5,0.5,0.33,8.7,-6.158679606043938,0.3728023495042754,-120.00904592906289,28.256493780546005,-43.93219530929627,3.489840202651661,-58.50539019839904,-25.544513654818697
