police_key,prisons_key,court_criminal_share,ice_interior,mexican_hispanic_scaling,cbp_border,national_bn,target_bn,target_share,change_bn,band_low,band_high,mexico_born_bn
ncvs_offender,custody_acs_adj,0.500000,low,adj,zero,519.153000,59.219084,0.114069,-3.206359,161.913641,194.177742,
ncvs_offender,custody_acs_adj,0.500000,low,raw,per_head,519.153000,59.306119,0.114236,-3.119324,162.000676,194.264777,
ncvs_offender,custody_acs_adj,0.500000,low,raw,zero,519.153000,56.198629,0.108251,-6.226814,158.893186,191.157287,
ncvs_offender,custody_acs_adj,0.500000,high,adj,per_head,519.153000,62.551935,0.120488,0.126492,165.246493,197.510593,
ncvs_offender,custody_acs_adj,0.500000,high,adj,zero,519.153000,59.444445,0.114503,-2.980998,162.139002,194.403103,
ncvs_offender,custody_acs_adj,0.500000,high,raw,per_head,519.153000,59.531480,0.114670,-2.893963,162.226037,194.490138,
ncvs_offender,custody_acs_adj,0.500000,high,raw,zero,519.153000,56.423990,0.108685,-6.001453,159.118547,191.382648,
ncvs_offender,custody_acs_adj,0.600000,central,adj,per_head,519.153000,62.580989,0.120544,0.155546,165.275547,197.539647,
ncvs_offender,custody_acs_adj,0.600000,central,adj,zero,519.153000,59.473499,0.114559,-2.951944,162.168057,194.432157,
ncvs_offender,custody_acs_adj,0.600000,central,raw,per_head,519.153000,59.435795,0.114486,-2.989648,162.130352,194.394452,
ncvs_offender,custody_acs_adj,0.600000,central,raw,zero,519.153000,56.328305,0.108500,-6.097138,159.022862,191.286962,
ncvs_offender,custody_acs_adj,0.600000,low,adj,per_head,519.153000,62.494503,0.120378,0.069060,165.189061,197.453161,
ncvs_offender,custody_acs_adj,0.600000,low,adj,zero,519.153000,59.387013,0.114392,-3.038430,162.081571,194.345671,
ncvs_offender,custody_acs_adj,0.600000,low,raw,per_head,519.153000,59.349309,0.114319,-3.076134,162.043866,194.307966,
ncvs_offender,custody_acs_adj,0.600000,low,raw,zero,519.153000,56.241819,0.108334,-6.183625,158.936376,191.200476,
ncvs_offender,custody_acs_adj,0.600000,high,adj,per_head,519.153000,62.719864,0.120812,0.294421,165.414422,197.678522,
ncvs_offender,custody_acs_adj,0.600000,high,adj,zero,519.153000,59.612374,0.114826,-2.813069,162.306932,194.571032,
ncvs_offender,custody_acs_adj,0.600000,high,raw,per_head,519.153000,59.574670,0.114754,-2.850773,162.269227,194.533327,
ncvs_offender,custody_acs_adj,0.600000,high,raw,zero,519.153000,56.467180,0.108768,-5.958263,159.161737,191.425837,
ncvs_offender,custody_acs_adj,0.750000,central,adj,per_head,519.153000,62.832883,0.121030,0.407440,165.527440,197.791541,
ncvs_offender,custody_acs_adj,0.750000,central,adj,zero,519.153000,59.725393,0.115044,-2.700050,162.419950,194.684051,
ncvs_offender,custody_acs_adj,0.750000,central,raw,per_head,519.153000,59.500579,0.114611,-2.924864,162.195137,194.459237,
ncvs_offender,custody_acs_adj,0.750000,central,raw,zero,519.153000,56.393089,0.108625,-6.032354,159.087647,191.351747,
ncvs_offender,custody_acs_adj,0.750000,low,adj,per_head,519.153000,62.746397,0.120863,0.320954,165.440954,197.705054,
ncvs_offender,custody_acs_adj,0.750000,low,adj,zero,519.153000,59.638907,0.114877,-2.786536,162.333464,194.597564,
ncvs_offender,custody_acs_adj,0.750000,low,raw,per_head,519.153000,59.414093,0.114444,-3.011350,162.108651,194.372751,
ncvs_offender,custody_acs_adj,0.750000,low,raw,zero,519.153000,56.306603,0.108459,-6.118840,159.001161,191.265261,
ncvs_offender,custody_acs_adj,0.750000,high,adj,per_head,519.153000,62.971758,0.121297,0.546315,165.666315,197.930416,
ncvs_offender,custody_acs_adj,0.750000,high,adj,zero,519.153000,59.864268,0.115311,-2.561175,162.558825,194.822925,
ncvs_offender,custody_acs_adj,0.750000,high,raw,per_head,519.153000,59.639454,0.114878,-2.785989,162.334012,194.598112,
ncvs_offender,custody_acs_adj,0.750000,high,raw,zero,519.153000,56.531964,0.108893,-5.893479,159.226522,191.490622,
ncvs_offender,custody_bjs_raw,0.500000,central,adj,per_head,519.153000,60.452190,0.116444,-1.973253,163.146747,195.410847,
ncvs_offender,custody_bjs_raw,0.500000,central,adj,zero,519.153000,57.344700,0.110458,-5.080743,160.039257,192.303357,
ncvs_offender,custody_bjs_raw,0.500000,central,raw,per_head,519.153000,57.431735,0.110626,-4.993708,160.126292,192.390392,
ncvs_offender,custody_bjs_raw,0.500000,central,raw,zero,519.153000,54.324245,0.104640,-8.101198,157.018802,189.282902,
ncvs_offender,custody_bjs_raw,0.500000,low,adj,per_head,519.153000,60.365704,0.116277,-2.059740,163.060261,195.324361,
ncvs_offender,custody_bjs_raw,0.500000,low,adj,zero,519.153000,57.258214,0.110292,-5.167230,159.952771,192.216871,
ncvs_offender,custody_bjs_raw,0.500000,low,raw,per_head,519.153000,57.345249,0.110459,-5.080195,160.039806,192.303906,
ncvs_offender,custody_bjs_raw,0.500000,low,raw,zero,519.153000,54.237759,0.104474,-8.187685,156.932316,189.196416,
ncvs_offender,custody_bjs_raw,0.500000,high,adj,per_head,519.153000,60.591065,0.116711,-1.834378,163.285622,195.549722,
ncvs_offender,custody_bjs_raw,0.500000,high,adj,zero,519.153000,57.483575,0.110726,-4.941869,160.178132,192.442232,
ncvs_offender,custody_bjs_raw,0.500000,high,raw,per_head,519.153000,57.570610,0.110893,-4.854834,160.265167,192.529267,
ncvs_offender,custody_bjs_raw,0.500000,high,raw,zero,519.153000,54.463120,0.104908,-7.962324,157.157677,189.421777,
ncvs_offender,custody_bjs_raw,0.600000,central,adj,per_head,519.153000,60.620119,0.116767,-1.805324,163.314676,195.578777,
ncvs_offender,custody_bjs_raw,0.600000,central,adj,zero,519.153000,57.512629,0.110782,-4.912814,160.207186,192.471286,
ncvs_offender,custody_bjs_raw,0.600000,central,raw,per_head,519.153000,57.474924,0.110709,-4.950519,160.169482,192.433582,
ncvs_offender,custody_bjs_raw,0.600000,central,raw,zero,519.153000,54.367434,0.104723,-8.058009,157.061992,189.326092,
ncvs_offender,custody_bjs_raw,0.600000,low,adj,per_head,519.153000,60.533633,0.116601,-1.891810,163.228190,195.492290,
ncvs_offender,custody_bjs_raw,0.600000,low,adj,zero,519.153000,57.426143,0.110615,-4.999300,160.120700,192.384800,
ncvs_offender,custody_bjs_raw,0.600000,low,raw,per_head,519.153000,57.388438,0.110542,-5.037005,160.082996,192.347096,
ncvs_offender,custody_bjs_raw,0.600000,low,raw,zero,519.153000,54.280948,0.104557,-8.144495,156.975506,189.239606,
ncvs_offender,custody_bjs_raw,0.600000,high,adj,per_head,519.153000,60.758994,0.117035,-1.666449,163.453551,195.717651,
ncvs_offender,custody_bjs_raw,0.600000,high,adj,zero,519.153000,57.651504,0.111049,-4.773939,160.346061,192.610161,
ncvs_offender,custody_bjs_raw,0.600000,high,raw,per_head,519.153000,57.613799,0.110977,-4.811644,160.308357,192.572457,
ncvs_offender,custody_bjs_raw,0.600000,high,raw,zero,519.153000,54.506309,0.104991,-7.919134,157.200867,189.464967,
ncvs_offender,custody_bjs_raw,0.750000,central,adj,per_head,519.153000,60.872013,0.117253,-1.553431,163.566570,195.830670,
ncvs_offender,custody_bjs_raw,0.750000,central,adj,zero,519.153000,57.764523,0.111267,-4.660921,160.459080,192.723180,
ncvs_offender,custody_bjs_raw,0.750000,central,raw,per_head,519.153000,57.539709,0.110834,-4.885734,160.234266,192.498367,
ncvs_offender,custody_bjs_raw,0.750000,central,raw,zero,519.153000,54.432219,0.104848,-7.993224,157.126776,189.390877,
ncvs_offender,custody_bjs_raw,0.750000,low,adj,per_head,519.153000,60.785526,0.117086,-1.639917,163.480084,195.744184,
ncvs_offender,custody_bjs_raw,0.750000,low,adj,zero,519.153000,57.678036,0.111100,-4.747407,160.372594,192.636694,
ncvs_offender,custody_bjs_raw,0.750000,low,raw,per_head,519.153000,57.453223,0.110667,-4.972220,160.147780,192.411880,
ncvs_offender,custody_bjs_raw,0.750000,low,raw,zero,519.153000,54.345733,0.104682,-8.079710,157.040290,189.304390,
ncvs_offender,custody_bjs_raw,0.750000,high,adj,per_head,519.153000,61.010888,0.117520,-1.414556,163.705445,195.969545,
ncvs_offender,custody_bjs_raw,0.750000,high,adj,zero,519.153000,57.903397,0.111534,-4.522046,160.597955,192.862055,
ncvs_offender,custody_bjs_raw,0.750000,high,raw,per_head,519.153000,57.678584,0.111101,-4.746859,160.373141,192.637241,
ncvs_offender,custody_bjs_raw,0.750000,high,raw,zero,519.153000,54.571094,0.105116,-7.854349,157.265651,189.529751,
ncvs_offender,custody_bjs_adj,0.500000,central,adj,per_head,519.153000,62.341272,0.120083,-0.084172,165.035829,197.299929,
ncvs_offender,custody_bjs_adj,0.500000,central,adj,zero,519.153000,59.233782,0.114097,-3.191662,161.928339,194.192439,
ncvs_offender,custody_bjs_adj,0.500000,central,raw,per_head,519.153000,59.320817,0.114265,-3.104627,162.015374,194.279474,
ncvs_offender,custody_bjs_adj,0.500000,central,raw,zero,519.153000,56.213326,0.108279,-6.212117,158.907884,191.171984,
ncvs_offender,custody_bjs_adj,0.500000,low,adj,per_head,519.153000,62.254785,0.119916,-0.170658,164.949343,197.213443,
ncvs_offender,custody_bjs_adj,0.500000,low,adj,zero,519.153000,59.147295,0.113930,-3.278148,161.841853,194.105953,
ncvs_offender,custody_bjs_adj,0.500000,low,raw,per_head,519.153000,59.234330,0.114098,-3.191113,161.928888,194.192988,
ncvs_offender,custody_bjs_adj,0.500000,low,raw,zero,519.153000,56.126840,0.108112,-6.298603,158.821398,191.085498,
ncvs_offender,custody_bjs_adj,0.500000,high,adj,per_head,519.153000,62.480146,0.120350,0.054703,165.174704,197.438804,
ncvs_offender,custody_bjs_adj,0.500000,high,adj,zero,519.153000,59.372656,0.114364,-3.052787,162.067214,194.331314,
ncvs_offender,custody_bjs_adj,0.500000,high,raw,per_head,519.153000,59.459691,0.114532,-2.965752,162.154249,194.418349,
ncvs_offender,custody_bjs_adj,0.500000,high,raw,zero,519.153000,56.352201,0.108546,-6.073242,159.046759,191.310859,
ncvs_offender,custody_bjs_adj,0.600000,central,adj,per_head,519.153000,62.509201,0.120406,0.083758,165.203758,197.467858,
ncvs_offender,custody_bjs_adj,0.600000,central,adj,zero,519.153000,59.401711,0.114420,-3.023733,162.096268,194.360368,
ncvs_offender,custody_bjs_adj,0.600000,central,raw,per_head,519.153000,59.364006,0.114348,-3.061437,162.058564,194.322664,
ncvs_offender,custody_bjs_adj,0.600000,central,raw,zero,519.153000,56.256516,0.108362,-6.168927,158.951073,191.215174,
ncvs_offender,custody_bjs_adj,0.600000,low,adj,per_head,519.153000,62.422715,0.120240,-0.002729,165.117272,197.381372,
ncvs_offender,custody_bjs_adj,0.600000,low,adj,zero,519.153000,59.315224,0.114254,-3.110219,162.009782,194.273882,
ncvs_offender,custody_bjs_adj,0.600000,low,raw,per_head,519.153000,59.277520,0.114181,-3.147923,161.972077,194.236178,
ncvs_offender,custody_bjs_adj,0.600000,low,raw,zero,519.153000,56.170030,0.108196,-6.255413,158.864587,191.128688,
ncvs_offender,custody_bjs_adj,0.600000,high,adj,per_head,519.153000,62.648076,0.120674,0.222632,165.342633,197.606733,
ncvs_offender,custody_bjs_adj,0.600000,high,adj,zero,519.153000,59.540586,0.114688,-2.884858,162.235143,194.499243,
ncvs_offender,custody_bjs_adj,0.600000,high,raw,per_head,519.153000,59.502881,0.114615,-2.922562,162.197438,194.461539,
ncvs_offender,custody_bjs_adj,0.600000,high,raw,zero,519.153000,56.395391,0.108630,-6.030052,159.089948,191.354049,
ncvs_offender,custody_bjs_adj,0.750000,central,adj,per_head,519.153000,62.761094,0.120891,0.335651,165.455652,197.719752,
ncvs_offender,custody_bjs_adj,0.750000,central,adj,zero,519.153000,59.653604,0.114906,-2.771839,162.348162,194.612262,
ncvs_offender,custody_bjs_adj,0.750000,central,raw,per_head,519.153000,59.428791,0.114473,-2.996652,162.123348,194.387448,
ncvs_offender,custody_bjs_adj,0.750000,central,raw,zero,519.153000,56.321301,0.108487,-6.104143,159.015858,191.279958,
ncvs_offender,custody_bjs_adj,0.750000,low,adj,per_head,519.153000,62.674608,0.120725,0.249165,165.369166,197.633266,
ncvs_offender,custody_bjs_adj,0.750000,low,adj,zero,519.153000,59.567118,0.114739,-2.858325,162.261675,194.525776,
ncvs_offender,custody_bjs_adj,0.750000,low,raw,per_head,519.153000,59.342305,0.114306,-3.083139,162.036862,194.300962,
ncvs_offender,custody_bjs_adj,0.750000,low,raw,zero,519.153000,56.234814,0.108320,-6.190629,158.929372,191.193472,
ncvs_offender,custody_bjs_adj,0.750000,high,adj,per_head,519.153000,62.899969,0.121159,0.474526,165.594527,197.858627,
ncvs_offender,custody_bjs_adj,0.750000,high,adj,zero,519.153000,59.792479,0.115173,-2.632964,162.487037,194.751137,
ncvs_offender,custody_bjs_adj,0.750000,high,raw,per_head,519.153000,59.567666,0.114740,-2.857778,162.262223,194.526323,
ncvs_offender,custody_bjs_adj,0.750000,high,raw,zero,519.153000,56.460176,0.108754,-5.965268,159.154733,191.418833,
