police_key,prisons_key,court_criminal_share,ice_interior,mexican_hispanic_scaling,cbp_border,national_bn,target_bn,target_share,change_bn,band_low,band_high,mexico_born_bn
half,custody_bjs_raw,0.600000,high,adj,zero,519.153000,63.439549,0.122198,1.014106,166.134107,198.398207,
half,custody_bjs_raw,0.600000,high,raw,per_head,519.153000,64.159811,0.123586,1.734368,166.854368,199.118469,
half,custody_bjs_raw,0.600000,high,raw,zero,519.153000,61.052321,0.117600,-1.373122,163.746878,196.010979,
half,custody_bjs_raw,0.750000,central,adj,per_head,519.153000,66.660058,0.128402,4.234615,169.354615,201.618716,
half,custody_bjs_raw,0.750000,central,adj,zero,519.153000,63.552568,0.122416,1.127125,166.247125,198.511226,
half,custody_bjs_raw,0.750000,central,raw,per_head,519.153000,64.085721,0.123443,1.660277,166.780278,199.044378,
half,custody_bjs_raw,0.750000,central,raw,zero,519.153000,60.978231,0.117457,-1.447213,163.672788,195.936888,
half,custody_bjs_raw,0.750000,low,adj,per_head,519.153000,66.573572,0.128235,4.148129,169.268129,201.532229,
half,custody_bjs_raw,0.750000,low,adj,zero,519.153000,63.466082,0.122249,1.040639,166.160639,198.424739,
half,custody_bjs_raw,0.750000,low,raw,per_head,519.153000,63.999234,0.123276,1.573791,166.693792,198.957892,
half,custody_bjs_raw,0.750000,low,raw,zero,519.153000,60.891744,0.117291,-1.533699,163.586302,195.850402,
half,custody_bjs_raw,0.750000,high,adj,per_head,519.153000,66.798933,0.128669,4.373490,169.493490,201.757591,
half,custody_bjs_raw,0.750000,high,adj,zero,519.153000,63.691443,0.122683,1.266000,166.386000,198.650100,
half,custody_bjs_raw,0.750000,high,raw,per_head,519.153000,64.224596,0.123710,1.799152,166.919153,199.183253,
half,custody_bjs_raw,0.750000,high,raw,zero,519.153000,61.117105,0.117725,-1.308338,163.811663,196.075763,
half,custody_bjs_adj,0.500000,central,adj,per_head,519.153000,68.129317,0.131232,5.703874,170.823874,203.087975,
half,custody_bjs_adj,0.500000,central,adj,zero,519.153000,65.021827,0.125246,2.596384,167.716384,199.980485,
half,custody_bjs_adj,0.500000,central,raw,per_head,519.153000,65.866828,0.126874,3.441385,168.561386,200.825486,
half,custody_bjs_adj,0.500000,central,raw,zero,519.153000,62.759338,0.120888,0.333895,165.453895,197.717996,
half,custody_bjs_adj,0.500000,low,adj,per_head,519.153000,68.042831,0.131065,5.617388,170.737388,203.001488,
half,custody_bjs_adj,0.500000,low,adj,zero,519.153000,64.935341,0.125079,2.509898,167.629898,199.893998,
half,custody_bjs_adj,0.500000,low,raw,per_head,519.153000,65.780342,0.126707,3.354899,168.474899,200.739000,
half,custody_bjs_adj,0.500000,low,raw,zero,519.153000,62.672852,0.120721,0.247409,165.367409,197.631510,
half,custody_bjs_adj,0.500000,high,adj,per_head,519.153000,68.268192,0.131499,5.842749,170.962749,203.226850,
half,custody_bjs_adj,0.500000,high,adj,zero,519.153000,65.160702,0.125513,2.735259,167.855259,200.119359,
half,custody_bjs_adj,0.500000,high,raw,per_head,519.153000,66.005703,0.127141,3.580260,168.700260,200.964361,
half,custody_bjs_adj,0.500000,high,raw,zero,519.153000,62.898213,0.121155,0.472770,165.592770,197.856871,
half,custody_bjs_adj,0.600000,central,adj,per_head,519.153000,68.297246,0.131555,5.871803,170.991803,203.255904,
half,custody_bjs_adj,0.600000,central,adj,zero,519.153000,65.189756,0.125569,2.764313,167.884313,200.148414,
half,custody_bjs_adj,0.600000,central,raw,per_head,519.153000,65.910018,0.126957,3.484575,168.604575,200.868675,
half,custody_bjs_adj,0.600000,central,raw,zero,519.153000,62.802528,0.120971,0.377085,165.497085,197.761185,
half,custody_bjs_adj,0.600000,low,adj,per_head,519.153000,68.210760,0.131389,5.785317,170.905317,203.169418,
half,custody_bjs_adj,0.600000,low,adj,zero,519.153000,65.103270,0.125403,2.677827,167.797827,200.061927,
half,custody_bjs_adj,0.600000,low,raw,per_head,519.153000,65.823532,0.126790,3.398088,168.518089,200.782189,
half,custody_bjs_adj,0.600000,low,raw,zero,519.153000,62.716042,0.120805,0.290598,165.410599,197.674699,
half,custody_bjs_adj,0.600000,high,adj,per_head,519.153000,68.436121,0.131823,6.010678,171.130678,203.394779,
half,custody_bjs_adj,0.600000,high,adj,zero,519.153000,65.328631,0.125837,2.903188,168.023188,200.287289,
half,custody_bjs_adj,0.600000,high,raw,per_head,519.153000,66.048893,0.127224,3.623450,168.743450,201.007550,
half,custody_bjs_adj,0.600000,high,raw,zero,519.153000,62.941403,0.121239,0.515959,165.635960,197.900060,
half,custody_bjs_adj,0.750000,central,adj,per_head,519.153000,68.549140,0.132040,6.123697,171.243697,203.507797,
half,custody_bjs_adj,0.750000,central,adj,zero,519.153000,65.441650,0.126055,3.016207,168.136207,200.400307,
half,custody_bjs_adj,0.750000,central,raw,per_head,519.153000,65.974802,0.127082,3.549359,168.669360,200.933460,
half,custody_bjs_adj,0.750000,central,raw,zero,519.153000,62.867312,0.121096,0.441869,165.561870,197.825970,
half,custody_bjs_adj,0.750000,low,adj,per_head,519.153000,68.462654,0.131874,6.037210,171.157211,203.421311,
half,custody_bjs_adj,0.750000,low,adj,zero,519.153000,65.355164,0.125888,2.929720,168.049721,200.313821,
half,custody_bjs_adj,0.750000,low,raw,per_head,519.153000,65.888316,0.126915,3.462873,168.582874,200.846974,
half,custody_bjs_adj,0.750000,low,raw,zero,519.153000,62.780826,0.120929,0.355383,165.475383,197.739484,
half,custody_bjs_adj,0.750000,high,adj,per_head,519.153000,68.688015,0.132308,6.262571,171.382572,203.646672,
half,custody_bjs_adj,0.750000,high,adj,zero,519.153000,65.580525,0.126322,3.155081,168.275082,200.539182,
half,custody_bjs_adj,0.750000,high,raw,per_head,519.153000,66.113677,0.127349,3.688234,168.808235,201.072335,
half,custody_bjs_adj,0.750000,high,raw,zero,519.153000,63.006187,0.121363,0.580744,165.700745,197.964845,
victimization,custody_acs_raw,0.500000,central,adj,per_head,519.153000,62.107402,0.119632,-0.318041,164.801959,197.066060,
victimization,custody_acs_raw,0.500000,central,adj,zero,519.153000,58.999912,0.113646,-3.425531,161.694469,193.958570,
victimization,custody_acs_raw,0.500000,central,raw,per_head,519.153000,61.483705,0.118431,-0.941738,164.178262,196.442362,
victimization,custody_acs_raw,0.500000,central,raw,zero,519.153000,58.376215,0.112445,-4.049228,161.070772,193.334872,
victimization,custody_acs_raw,0.500000,low,adj,per_head,519.153000,62.020916,0.119466,-0.404527,164.715473,196.979573,
victimization,custody_acs_raw,0.500000,low,adj,zero,519.153000,58.913426,0.113480,-3.512017,161.607983,193.872083,
victimization,custody_acs_raw,0.500000,low,raw,per_head,519.153000,61.397219,0.118264,-1.028224,164.091776,196.355876,
victimization,custody_acs_raw,0.500000,low,raw,zero,519.153000,58.289729,0.112279,-4.135715,160.984286,193.248386,
victimization,custody_acs_raw,0.500000,high,adj,per_head,519.153000,62.246277,0.119900,-0.179166,164.940834,197.204935,
victimization,custody_acs_raw,0.500000,high,adj,zero,519.153000,59.138787,0.113914,-3.286656,161.833344,194.097444,
victimization,custody_acs_raw,0.500000,high,raw,per_head,519.153000,61.622580,0.118698,-0.802863,164.317137,196.581237,
victimization,custody_acs_raw,0.500000,high,raw,zero,519.153000,58.515090,0.112713,-3.910353,161.209647,193.473747,
victimization,custody_acs_raw,0.600000,central,adj,per_head,519.153000,62.275331,0.119956,-0.150112,164.969889,197.233989,
victimization,custody_acs_raw,0.600000,central,adj,zero,519.153000,59.167841,0.113970,-3.257602,161.862398,194.126499,
victimization,custody_acs_raw,0.600000,central,raw,per_head,519.153000,61.526895,0.118514,-0.898549,164.221452,196.485552,
victimization,custody_acs_raw,0.600000,central,raw,zero,519.153000,58.419405,0.112528,-4.006039,161.113962,193.378062,
victimization,custody_acs_raw,0.600000,low,adj,per_head,519.153000,62.188845,0.119789,-0.236598,164.883402,197.147503,
victimization,custody_acs_raw,0.600000,low,adj,zero,519.153000,59.081355,0.113803,-3.344088,161.775912,194.040013,
victimization,custody_acs_raw,0.600000,low,raw,per_head,519.153000,61.440408,0.118347,-0.985035,164.134966,196.399066,
victimization,custody_acs_raw,0.600000,low,raw,zero,519.153000,58.332918,0.112362,-4.092525,161.027476,193.291576,
victimization,custody_acs_raw,0.600000,high,adj,per_head,519.153000,62.414206,0.120223,-0.011237,165.108763,197.372864,
victimization,custody_acs_raw,0.600000,high,adj,zero,519.153000,59.306716,0.114237,-3.118727,162.001273,194.265374,
victimization,custody_acs_raw,0.600000,high,raw,per_head,519.153000,61.665769,0.118781,-0.759674,164.360327,196.624427,
victimization,custody_acs_raw,0.600000,high,raw,zero,519.153000,58.558279,0.112796,-3.867164,161.252837,193.516937,
victimization,custody_acs_raw,0.750000,central,adj,per_head,519.153000,62.527225,0.120441,0.101782,165.221782,197.485882,
victimization,custody_acs_raw,0.750000,central,adj,zero,519.153000,59.419735,0.114455,-3.005708,162.114292,194.378392,
victimization,custody_acs_raw,0.750000,central,raw,per_head,519.153000,61.591679,0.118639,-0.833764,164.286236,196.550337,
victimization,custody_acs_raw,0.750000,central,raw,zero,519.153000,58.484189,0.112653,-3.941254,161.178746,193.442847,
victimization,custody_acs_raw,0.750000,low,adj,per_head,519.153000,62.440739,0.120274,0.015295,165.135296,197.399396,
victimization,custody_acs_raw,0.750000,low,adj,zero,519.153000,59.333249,0.114289,-3.092195,162.027806,194.291906,
victimization,custody_acs_raw,0.750000,low,raw,per_head,519.153000,61.505193,0.118472,-0.920250,164.199750,196.463851,
victimization,custody_acs_raw,0.750000,low,raw,zero,519.153000,58.397703,0.112486,-4.027740,161.092260,193.356360,
victimization,custody_acs_raw,0.750000,high,adj,per_head,519.153000,62.666100,0.120708,0.240657,165.360657,197.624757,
victimization,custody_acs_raw,0.750000,high,adj,zero,519.153000,59.558610,0.114723,-2.866834,162.253167,194.517267,
victimization,custody_acs_raw,0.750000,high,raw,per_head,519.153000,61.730554,0.118906,-0.694889,164.425111,196.689212,
victimization,custody_acs_raw,0.750000,high,raw,zero,519.153000,58.623064,0.112921,-3.802379,161.317621,193.581722,
victimization,custody_acs_adj,0.500000,central,adj,per_head,519.153000,63.993579,0.123265,1.568136,166.688137,198.952237,
victimization,custody_acs_adj,0.500000,central,adj,zero,519.153000,60.886089,0.117280,-1.539354,163.580647,195.844747,
victimization,custody_acs_adj,0.500000,central,raw,per_head,519.153000,63.369882,0.122064,0.944439,166.064440,198.328540,
victimization,custody_acs_adj,0.500000,central,raw,zero,519.153000,60.262392,0.116078,-2.163051,162.956949,195.221050,
victimization,custody_acs_adj,0.500000,low,adj,per_head,519.153000,63.907093,0.123099,1.481650,166.601651,198.865751,
victimization,custody_acs_adj,0.500000,low,adj,zero,519.153000,60.799603,0.117113,-1.625840,163.494160,195.758261,
victimization,custody_acs_adj,0.500000,low,raw,per_head,519.153000,63.283396,0.121897,0.857953,165.977953,198.242054,
victimization,custody_acs_adj,0.500000,low,raw,zero,519.153000,60.175906,0.115912,-2.249537,162.870463,195.134564,
victimization,custody_acs_adj,0.500000,high,adj,per_head,519.153000,64.132454,0.123533,1.707011,166.827012,199.091112,
victimization,custody_acs_adj,0.500000,high,adj,zero,519.153000,61.024964,0.117547,-1.400479,163.719522,195.983622,
victimization,custody_acs_adj,0.500000,high,raw,per_head,519.153000,63.508757,0.122331,1.083314,166.203314,198.467415,
victimization,custody_acs_adj,0.500000,high,raw,zero,519.153000,60.401267,0.116346,-2.024176,163.095824,195.359925,
victimization,custody_acs_adj,0.600000,central,adj,per_head,519.153000,64.161508,0.123589,1.736065,166.856066,199.120166,
victimization,custody_acs_adj,0.600000,central,adj,zero,519.153000,61.054018,0.117603,-1.371425,163.748576,196.012676,
victimization,custody_acs_adj,0.600000,central,raw,per_head,519.153000,63.413072,0.122147,0.987629,166.107629,198.371729,
victimization,custody_acs_adj,0.600000,central,raw,zero,519.153000,60.305582,0.116161,-2.119861,163.000139,195.264239,
victimization,custody_acs_adj,0.600000,low,adj,per_head,519.153000,64.075022,0.123422,1.649579,166.769580,199.033680,
victimization,custody_acs_adj,0.600000,low,adj,zero,519.153000,60.967532,0.117437,-1.457911,163.662090,195.926190,
victimization,custody_acs_adj,0.600000,low,raw,per_head,519.153000,63.326586,0.121981,0.901142,166.021143,198.285243,
victimization,custody_acs_adj,0.600000,low,raw,zero,519.153000,60.219096,0.115995,-2.206348,162.913653,195.177753,
victimization,custody_acs_adj,0.600000,high,adj,per_head,519.153000,64.300383,0.123856,1.874940,166.994941,199.259041,
victimization,custody_acs_adj,0.600000,high,adj,zero,519.153000,61.192893,0.117871,-1.232550,163.887451,196.151551,
victimization,custody_acs_adj,0.600000,high,raw,per_head,519.153000,63.551947,0.122415,1.126504,166.246504,198.510604,
victimization,custody_acs_adj,0.600000,high,raw,zero,519.153000,60.444457,0.116429,-1.980987,163.139014,195.403114,
victimization,custody_acs_adj,0.750000,central,adj,per_head,519.153000,64.413402,0.124074,1.987959,167.107959,199.372060,
victimization,custody_acs_adj,0.750000,central,adj,zero,519.153000,61.305912,0.118088,-1.119531,164.000469,196.264570,
victimization,custody_acs_adj,0.750000,central,raw,per_head,519.153000,63.477856,0.122272,1.052413,166.172414,198.436514,
victimization,custody_acs_adj,0.750000,central,raw,zero,519.153000,60.370366,0.116286,-2.055077,163.064924,195.329024,
victimization,custody_acs_adj,0.750000,low,adj,per_head,519.153000,64.326916,0.123907,1.901473,167.021473,199.285574,
victimization,custody_acs_adj,0.750000,low,adj,zero,519.153000,61.219426,0.117922,-1.206017,163.913983,196.178083,
victimization,custody_acs_adj,0.750000,low,raw,per_head,519.153000,63.391370,0.122105,0.965927,166.085928,198.350028,
victimization,custody_acs_adj,0.750000,low,raw,zero,519.153000,60.283880,0.116120,-2.141563,162.978437,195.242538,
victimization,custody_acs_adj,0.750000,high,adj,per_head,519.153000,64.552277,0.124342,2.126834,167.246834,199.510935,
victimization,custody_acs_adj,0.750000,high,adj,zero,519.153000,61.444787,0.118356,-0.980656,164.139344,196.403445,
victimization,custody_acs_adj,0.750000,high,raw,per_head,519.153000,63.616731,0.122539,1.191288,166.311289,198.575389,
victimization,custody_acs_adj,0.750000,high,raw,zero,519.153000,60.509241,0.116554,-1.916202,163.203799,195.467899,
victimization,custody_bjs_raw,0.500000,central,adj,per_head,519.153000,62.032709,0.119488,-0.392734,164.727266,196.991366,
victimization,custody_bjs_raw,0.500000,central,adj,zero,519.153000,58.925219,0.113503,-3.500224,161.619776,193.883876,
victimization,custody_bjs_raw,0.500000,central,raw,per_head,519.153000,61.409012,0.118287,-1.016431,164.103569,196.367669,
victimization,custody_bjs_raw,0.500000,central,raw,zero,519.153000,58.301522,0.112301,-4.123922,160.996079,193.260179,
victimization,custody_bjs_raw,0.500000,low,adj,per_head,519.153000,61.946223,0.119322,-0.479220,164.640780,196.904880,
victimization,custody_bjs_raw,0.500000,low,adj,zero,519.153000,58.838733,0.113336,-3.586711,161.533290,193.797390,
victimization,custody_bjs_raw,0.500000,low,raw,per_head,519.153000,61.322526,0.118120,-1.102918,164.017083,196.281183,
victimization,custody_bjs_raw,0.500000,low,raw,zero,519.153000,58.215036,0.112135,-4.210408,160.909593,193.173693,
victimization,custody_bjs_raw,0.500000,high,adj,per_head,519.153000,62.171584,0.119756,-0.253859,164.866141,197.130241,
victimization,custody_bjs_raw,0.500000,high,adj,zero,519.153000,59.064094,0.113770,-3.361349,161.758651,194.022751,
victimization,custody_bjs_raw,0.500000,high,raw,per_head,519.153000,61.547887,0.118554,-0.877557,164.242444,196.506544,
victimization,custody_bjs_raw,0.500000,high,raw,zero,519.153000,58.440397,0.112569,-3.985047,161.134954,193.399054,
victimization,custody_bjs_raw,0.600000,central,adj,per_head,519.153000,62.200638,0.119812,-0.224805,164.895195,197.159296,
victimization,custody_bjs_raw,0.600000,central,adj,zero,519.153000,59.093148,0.113826,-3.332295,161.787705,194.051806,
victimization,custody_bjs_raw,0.600000,central,raw,per_head,519.153000,61.452201,0.118370,-0.973242,164.146759,196.410859,
victimization,custody_bjs_raw,0.600000,central,raw,zero,519.153000,58.344711,0.112384,-4.080732,161.039269,193.303369,
victimization,custody_bjs_raw,0.600000,low,adj,per_head,519.153000,62.114152,0.119645,-0.311291,164.808709,197.072809,
victimization,custody_bjs_raw,0.600000,low,adj,zero,519.153000,59.006662,0.113659,-3.418781,161.701219,193.965319,
victimization,custody_bjs_raw,0.600000,low,raw,per_head,519.153000,61.365715,0.118204,-1.059728,164.060273,196.324373,
victimization,custody_bjs_raw,0.600000,low,raw,zero,519.153000,58.258225,0.112218,-4.167218,160.952783,193.216883,
victimization,custody_bjs_raw,0.600000,high,adj,per_head,519.153000,62.339513,0.120079,-0.085930,165.034070,197.298170,
victimization,custody_bjs_raw,0.600000,high,adj,zero,519.153000,59.232023,0.114094,-3.193420,161.926580,194.190680,
victimization,custody_bjs_raw,0.600000,high,raw,per_head,519.153000,61.591076,0.118638,-0.834367,164.285634,196.549734,
victimization,custody_bjs_raw,0.600000,high,raw,zero,519.153000,58.483586,0.112652,-3.941857,161.178144,193.442244,
victimization,custody_bjs_raw,0.750000,central,adj,per_head,519.153000,62.452532,0.120297,0.027088,165.147089,197.411189,
victimization,custody_bjs_raw,0.750000,central,adj,zero,519.153000,59.345042,0.114311,-3.080402,162.039599,194.303699,
victimization,custody_bjs_raw,0.750000,central,raw,per_head,519.153000,61.516986,0.118495,-0.908457,164.211543,196.475644,
victimization,custody_bjs_raw,0.750000,central,raw,zero,519.153000,58.409496,0.112509,-4.015947,161.104053,193.368153,
victimization,custody_bjs_raw,0.750000,low,adj,per_head,519.153000,62.366046,0.120130,-0.059398,165.060603,197.324703,
victimization,custody_bjs_raw,0.750000,low,adj,zero,519.153000,59.258555,0.114145,-3.166888,161.953113,194.217213,
victimization,custody_bjs_raw,0.750000,low,raw,per_head,519.153000,61.430500,0.118328,-0.994943,164.125057,196.389157,
victimization,custody_bjs_raw,0.750000,low,raw,zero,519.153000,58.323010,0.112343,-4.102433,161.017567,193.281667,
victimization,custody_bjs_raw,0.750000,high,adj,per_head,519.153000,62.591407,0.120564,0.165963,165.285964,197.550064,
victimization,custody_bjs_raw,0.750000,high,adj,zero,519.153000,59.483916,0.114579,-2.941527,162.178474,194.442574,
victimization,custody_bjs_raw,0.750000,high,raw,per_head,519.153000,61.655861,0.118762,-0.769582,164.350418,196.614518,
victimization,custody_bjs_raw,0.750000,high,raw,zero,519.153000,58.548371,0.112777,-3.877072,161.242928,193.507028,
victimization,custody_bjs_adj,0.500000,central,adj,per_head,519.153000,63.921791,0.123127,1.496347,166.616348,198.880448,
victimization,custody_bjs_adj,0.500000,central,adj,zero,519.153000,60.814301,0.117141,-1.611143,163.508858,195.772958,
victimization,custody_bjs_adj,0.500000,central,raw,per_head,519.153000,63.298093,0.121926,0.872650,165.992651,198.256751,
victimization,custody_bjs_adj,0.500000,central,raw,zero,519.153000,60.190603,0.115940,-2.234840,162.885161,195.149261,
victimization,custody_bjs_adj,0.500000,low,adj,per_head,519.153000,63.835304,0.122960,1.409861,166.529862,198.793962,
victimization,custody_bjs_adj,0.500000,low,adj,zero,519.153000,60.727814,0.116975,-1.697629,163.422372,195.686472,
victimization,custody_bjs_adj,0.500000,low,raw,per_head,519.153000,63.211607,0.121759,0.786164,165.906165,198.170265,
victimization,custody_bjs_adj,0.500000,low,raw,zero,519.153000,60.104117,0.115773,-2.321326,162.798675,195.062775,
victimization,custody_bjs_adj,0.500000,high,adj,per_head,519.153000,64.060666,0.123395,1.635222,166.755223,199.019323,
victimization,custody_bjs_adj,0.500000,high,adj,zero,519.153000,60.953175,0.117409,-1.472268,163.647733,195.911833,
victimization,custody_bjs_adj,0.500000,high,raw,per_head,519.153000,63.436968,0.122193,1.011525,166.131526,198.395626,
victimization,custody_bjs_adj,0.500000,high,raw,zero,519.153000,60.329478,0.116208,-2.095965,163.024036,195.288136,
victimization,custody_bjs_adj,0.600000,central,adj,per_head,519.153000,64.089720,0.123451,1.664277,166.784277,199.048377,
victimization,custody_bjs_adj,0.600000,central,adj,zero,519.153000,60.982230,0.117465,-1.443214,163.676787,195.940887,
victimization,custody_bjs_adj,0.600000,central,raw,per_head,519.153000,63.341283,0.122009,0.915840,166.035841,198.299941,
victimization,custody_bjs_adj,0.600000,central,raw,zero,519.153000,60.233793,0.116023,-2.191650,162.928350,195.192451,
victimization,custody_bjs_adj,0.600000,low,adj,per_head,519.153000,64.003234,0.123284,1.577790,166.697791,198.961891,
victimization,custody_bjs_adj,0.600000,low,adj,zero,519.153000,60.895744,0.117298,-1.529700,163.590301,195.854401,
victimization,custody_bjs_adj,0.600000,low,raw,per_head,519.153000,63.254797,0.121842,0.829354,165.949354,198.213455,
victimization,custody_bjs_adj,0.600000,low,raw,zero,519.153000,60.147307,0.115857,-2.278136,162.841864,195.105965,
victimization,custody_bjs_adj,0.600000,high,adj,per_head,519.153000,64.228595,0.123718,1.803151,166.923152,199.187252,
victimization,custody_bjs_adj,0.600000,high,adj,zero,519.153000,61.121105,0.117732,-1.304339,163.815662,196.079762,
victimization,custody_bjs_adj,0.600000,high,raw,per_head,519.153000,63.480158,0.122276,1.054715,166.174715,198.438816,
victimization,custody_bjs_adj,0.600000,high,raw,zero,519.153000,60.372668,0.116291,-2.052775,163.067225,195.331326,
victimization,custody_bjs_adj,0.750000,central,adj,per_head,519.153000,64.341613,0.123936,1.916170,167.036171,199.300271,
victimization,custody_bjs_adj,0.750000,central,adj,zero,519.153000,61.234123,0.117950,-1.191320,163.928681,196.192781,
victimization,custody_bjs_adj,0.750000,central,raw,per_head,519.153000,63.406068,0.122134,0.980624,166.100625,198.364725,
victimization,custody_bjs_adj,0.750000,central,raw,zero,519.153000,60.298578,0.116148,-2.126866,162.993135,195.257235,
victimization,custody_bjs_adj,0.750000,low,adj,per_head,519.153000,64.255127,0.123769,1.829684,166.949685,199.213785,
victimization,custody_bjs_adj,0.750000,low,adj,zero,519.153000,61.147637,0.117783,-1.277806,163.842195,196.106295,
victimization,custody_bjs_adj,0.750000,low,raw,per_head,519.153000,63.319582,0.121967,0.894138,166.014139,198.278239,
victimization,custody_bjs_adj,0.750000,low,raw,zero,519.153000,60.212091,0.115981,-2.213352,162.906649,195.170749,
victimization,custody_bjs_adj,0.750000,high,adj,per_head,519.153000,64.480488,0.124203,2.055045,167.175046,199.439146,
victimization,custody_bjs_adj,0.750000,high,adj,zero,519.153000,61.372998,0.118218,-1.052445,164.067556,196.331656,
victimization,custody_bjs_adj,0.750000,high,raw,per_head,519.153000,63.544943,0.122401,1.119499,166.239500,198.503600,
victimization,custody_bjs_adj,0.750000,high,raw,zero,519.153000,60.437453,0.116415,-1.987991,163.132010,195.396110,
ncvs_offender,custody_acs_raw,0.500000,central,adj,per_head,519.153000,60.526883,0.116588,-1.898560,163.221440,195.485541,
ncvs_offender,custody_acs_raw,0.500000,central,adj,zero,519.153000,57.419393,0.110602,-5.006050,160.113950,192.378051,
ncvs_offender,custody_acs_raw,0.500000,central,raw,per_head,519.153000,57.506428,0.110770,-4.919015,160.200985,192.465086,
ncvs_offender,custody_acs_raw,0.500000,central,raw,zero,519.153000,54.398938,0.104784,-8.026505,157.093495,189.357595,
ncvs_offender,custody_acs_raw,0.500000,low,adj,per_head,519.153000,60.440397,0.116421,-1.985046,163.134954,195.399054,
ncvs_offender,custody_acs_raw,0.500000,low,adj,zero,519.153000,57.332907,0.110435,-5.092536,160.027464,192.291564,
ncvs_offender,custody_acs_raw,0.500000,low,raw,per_head,519.153000,57.419942,0.110603,-5.005501,160.114499,192.378599,
ncvs_offender,custody_acs_raw,0.500000,low,raw,zero,519.153000,54.312452,0.104617,-8.112991,157.007009,189.271109,
ncvs_offender,custody_acs_raw,0.500000,high,adj,per_head,519.153000,60.665758,0.116855,-1.759685,163.360315,195.624416,
ncvs_offender,custody_acs_raw,0.500000,high,adj,zero,519.153000,57.558268,0.110870,-4.867175,160.252825,192.516925,
ncvs_offender,custody_acs_raw,0.500000,high,raw,per_head,519.153000,57.645303,0.111037,-4.780140,160.339860,192.603960,
ncvs_offender,custody_acs_raw,0.500000,high,raw,zero,519.153000,54.537813,0.105052,-7.887630,157.232370,189.496470,
ncvs_offender,custody_acs_raw,0.600000,central,adj,per_head,519.153000,60.694812,0.116911,-1.730631,163.389369,195.653470,
ncvs_offender,custody_acs_raw,0.600000,central,adj,zero,519.153000,57.587322,0.110926,-4.838121,160.281879,192.545980,
ncvs_offender,custody_acs_raw,0.600000,central,raw,per_head,519.153000,57.549618,0.110853,-4.875826,160.244175,192.508275,
ncvs_offender,custody_acs_raw,0.600000,central,raw,zero,519.153000,54.442128,0.104867,-7.983316,157.136685,189.400785,
ncvs_offender,custody_acs_raw,0.600000,low,adj,per_head,519.153000,60.608326,0.116745,-1.817117,163.302883,195.566984,
ncvs_offender,custody_acs_raw,0.600000,low,adj,zero,519.153000,57.500836,0.110759,-4.924607,160.195393,192.459493,
ncvs_offender,custody_acs_raw,0.600000,low,raw,per_head,519.153000,57.463131,0.110686,-4.962312,160.157689,192.421789,
ncvs_offender,custody_acs_raw,0.600000,low,raw,zero,519.153000,54.355641,0.104701,-8.069802,157.050199,189.314299,
ncvs_offender,custody_acs_raw,0.600000,high,adj,per_head,519.153000,60.833687,0.117179,-1.591756,163.528244,195.792345,
ncvs_offender,custody_acs_raw,0.600000,high,adj,zero,519.153000,57.726197,0.111193,-4.699246,160.420754,192.684855,
ncvs_offender,custody_acs_raw,0.600000,high,raw,per_head,519.153000,57.688493,0.111120,-4.736951,160.383050,192.647150,
ncvs_offender,custody_acs_raw,0.600000,high,raw,zero,519.153000,54.581002,0.105135,-7.844441,157.275560,189.539660,
ncvs_offender,custody_acs_raw,0.750000,central,adj,per_head,519.153000,60.946706,0.117396,-1.478737,163.641263,195.905363,
ncvs_offender,custody_acs_raw,0.750000,central,adj,zero,519.153000,57.839216,0.111411,-4.586227,160.533773,192.797873,
ncvs_offender,custody_acs_raw,0.750000,central,raw,per_head,519.153000,57.614402,0.110978,-4.811041,160.308959,192.573060,
ncvs_offender,custody_acs_raw,0.750000,central,raw,zero,519.153000,54.506912,0.104992,-7.918531,157.201469,189.465570,
ncvs_offender,custody_acs_raw,0.750000,low,adj,per_head,519.153000,60.860220,0.117230,-1.565224,163.554777,195.818877,
ncvs_offender,custody_acs_raw,0.750000,low,adj,zero,519.153000,57.752730,0.111244,-4.672714,160.447287,192.711387,
ncvs_offender,custody_acs_raw,0.750000,low,raw,per_head,519.153000,57.527916,0.110811,-4.897527,160.222473,192.486574,
ncvs_offender,custody_acs_raw,0.750000,low,raw,zero,519.153000,54.420426,0.104825,-8.005017,157.114983,189.379084,
ncvs_offender,custody_acs_raw,0.750000,high,adj,per_head,519.153000,61.085581,0.117664,-1.339863,163.780138,196.044238,
ncvs_offender,custody_acs_raw,0.750000,high,adj,zero,519.153000,57.978091,0.111678,-4.447353,160.672648,192.936748,
ncvs_offender,custody_acs_raw,0.750000,high,raw,per_head,519.153000,57.753277,0.111245,-4.672166,160.447834,192.711935,
ncvs_offender,custody_acs_raw,0.750000,high,raw,zero,519.153000,54.645787,0.105260,-7.779656,157.340344,189.604445,
ncvs_offender,custody_acs_adj,0.500000,central,adj,per_head,519.153000,62.413060,0.120221,-0.012383,165.107618,197.371718,
ncvs_offender,custody_acs_adj,0.500000,central,adj,zero,519.153000,59.305570,0.114235,-3.119873,162.000128,194.264228,
ncvs_offender,custody_acs_adj,0.500000,central,raw,per_head,519.153000,59.392605,0.114403,-3.032838,162.087163,194.351263,
ncvs_offender,custody_acs_adj,0.500000,central,raw,zero,519.153000,56.285115,0.108417,-6.140328,158.979672,191.243773,
ncvs_offender,custody_acs_adj,0.500000,low,adj,per_head,519.153000,62.326574,0.120054,-0.098869,165.021131,197.285232,
