universe,allocation,weighting,arm,group,metric,n_unweighted,weighted_persons,estimate,se_sdr,diff_vs_white,se_sdr_diff
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,children_5_17,769,1872200.147549,0.136386,0.008528,0.017104,0.008797
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,employer_payroll,769,1872200.147549,4302.745620,220.111977,813.922210,220.885979
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,extended_balance_after_health,769,1872200.147549,22989.291816,2299.368084,9558.354400,2311.967008
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,extended_balance_after_health_ins,769,1872200.147549,22898.685168,2368.551190,9045.885429,2380.502275
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,extended_balance_base,769,1872200.147549,24980.740456,2306.216911,8996.315606,2318.817824
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,extended_balance_flat090,769,1872200.147549,24701.731285,2311.465871,8917.497182,2324.326692
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,extended_balance_renter,769,1872200.147549,25483.849636,2303.947944,9195.159442,2316.863243
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,extended_balance_sales_itep,769,1872200.147549,25602.050988,2315.973738,8854.875069,2329.219566
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,federal_after_refundable,769,1872200.147549,12579.069318,1370.136461,4116.115898,1379.317413
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,health_age_birth,769,1872200.147549,1991.448640,61.585858,-562.038794,61.563142
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,health_age_birth_ins,769,1872200.147549,2082.055288,194.077403,-49.569823,193.879977
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,k12_charged,769,1872200.147549,2301.787101,153.843023,650.241107,156.715852
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,k12_charged_flat090,769,1872200.147549,2580.796272,172.490974,729.059531,175.712030
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,k12_cost_at_full_attendance,769,1872200.147549,2867.551413,191.656638,810.066146,195.235589
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,modeled_tax_total,769,1872200.147549,20586.307137,1939.180799,6202.991546,1948.125269
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,payroll,769,1872200.147549,4614.735630,235.966165,799.233290,236.764749
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,property_tax_owner,769,1872200.147549,2087.485309,123.939554,774.729460,124.002546
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,property_tax_renter_proxy,769,1872200.147549,503.109180,40.408714,198.843836,40.446221
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,sales_tax_itep,769,1872200.147549,1985.645274,96.942089,173.164328,98.044124
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,sales_tax_share35,769,1872200.147549,1364.334742,84.849606,314.604864,85.243274
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,selected_cash_total,769,1872200.147549,905.020680,152.184230,-1548.298709,149.895518
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,selected_noncash_total,769,1872200.147549,153.324570,23.422699,7.990076,24.104456
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,snap,769,1872200.147549,84.383213,19.928184,-6.483660,20.511146
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,social_security,769,1872200.147549,558.234875,139.622623,-1141.404611,142.540874
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,state_after_credits,769,1872200.147549,3392.502189,411.020684,1287.642358,412.718228
adults_25_64,equal_all_members,person,age_standardised,china_born_broad,state_local_total,769,1872200.147549,6844.322240,546.334399,2376.976682,547.337029
adults_25_64,equal_all_members,person,age_standardised,india_born,cash_noncash_tax_balance,1232,3245304.200540,20224.184376,1189.715661,8439.522669,1214.576946
adults_25_64,equal_all_members,person,age_standardised,india_born,children_5_17,1232,3245304.200540,0.130448,0.006274,0.011166,0.006446
adults_25_64,equal_all_members,person,age_standardised,india_born,employer_payroll,1232,3245304.200540,4793.853727,172.716837,1305.030317,175.699602
adults_25_64,equal_all_members,person,age_standardised,india_born,extended_balance_after_health,1232,3245304.200540,24386.060333,1420.018132,10955.122917,1448.517790
adults_25_64,equal_all_members,person,age_standardised,india_born,extended_balance_after_health_ins,1232,3245304.200540,25146.748066,1445.153244,11293.948327,1475.813976
adults_25_64,equal_all_members,person,age_standardised,india_born,extended_balance_base,1232,3245304.200540,26162.475071,1422.776764,10178.050222,1451.837641
adults_25_64,equal_all_members,person,age_standardised,india_born,extended_balance_flat090,1232,3245304.200540,25919.645987,1425.218097,10135.411883,1454.252548
adults_25_64,equal_all_members,person,age_standardised,india_born,extended_balance_renter,1232,3245304.200540,26546.248882,1422.749978,10257.558688,1451.219704
adults_25_64,equal_all_members,person,age_standardised,india_born,extended_balance_sales_itep,1232,3245304.200540,26790.733436,1430.536573,10043.557517,1459.615668
adults_25_64,equal_all_members,person,age_standardised,india_born,federal_after_refundable,1232,3245304.200540,12893.429290,884.491119,4430.475870,896.682877
adults_25_64,equal_all_members,person,age_standardised,india_born,health_age_birth,1232,3245304.200540,1776.414738,52.223010,-777.072695,55.865596
adults_25_64,equal_all_members,person,age_standardised,india_born,health_age_birth_ins,1232,3245304.200540,1015.727005,96.139017,-1115.898105,102.458566
adults_25_64,equal_all_members,person,age_standardised,india_born,k12_charged,1232,3245304.200540,2003.306392,101.577703,351.760398,105.762619
adults_25_64,equal_all_members,person,age_standardised,india_born,k12_charged_flat090,1232,3245304.200540,2246.135476,113.890358,394.398736,118.582545
adults_25_64,equal_all_members,person,age_standardised,india_born,k12_cost_at_full_attendance,1232,3245304.200540,2495.706085,126.544842,438.220818,131.758384
adults_25_64,equal_all_members,person,age_standardised,india_born,modeled_tax_total,1232,3245304.200540,20867.806957,1176.117106,6484.491366,1195.212151
adults_25_64,equal_all_members,person,age_standardised,india_born,payroll,1232,3245304.200540,5068.477205,178.067336,1252.974865,180.530090
adults_25_64,equal_all_members,person,age_standardised,india_born,property_tax_owner,1232,3245304.200540,1740.173110,96.693719,427.417261,95.704476
adults_25_64,equal_all_members,person,age_standardised,india_born,property_tax_renter_proxy,1232,3245304.200540,383.773811,24.408128,79.508467,24.015126
adults_25_64,equal_all_members,person,age_standardised,india_born,sales_tax_itep,1232,3245304.200540,2035.828614,65.794082,223.347668,66.700531
adults_25_64,equal_all_members,person,age_standardised,india_born,sales_tax_share35,1232,3245304.200540,1407.570250,57.723465,357.840372,58.624592
adults_25_64,equal_all_members,person,age_standardised,india_born,selected_cash_total,1232,3245304.200540,605.163524,140.336783,-1848.155865,146.131773
adults_25_64,equal_all_members,person,age_standardised,india_born,selected_noncash_total,1232,3245304.200540,38.459056,4.616685,-106.875438,6.162902
adults_25_64,equal_all_members,person,age_standardised,india_born,snap,1232,3245304.200540,8.182302,3.415998,-82.684571,5.304016
adults_25_64,equal_all_members,person,age_standardised,india_born,social_security,1232,3245304.200540,428.319651,117.812711,-1271.319836,125.757444
adults_25_64,equal_all_members,person,age_standardised,india_born,state_after_credits,1232,3245304.200540,2905.900461,212.125039,801.040631,216.239032
adults_25_64,equal_all_members,person,age_standardised,india_born,state_local_total,1232,3245304.200540,6053.643821,286.179603,1586.298264,292.702454
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,cash_noncash_tax_balance,362,974649.319403,10910.349746,805.914037,-874.311962,801.982584
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,children_5_17,362,974649.319403,0.155074,0.024481,0.035792,0.024493
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,employer_payroll,362,974649.319403,3576.286165,176.282122,87.462755,176.327231
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,extended_balance_after_health,362,974649.319403,12202.221789,1044.052900,-1228.715628,1050.265949
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,extended_balance_after_health_ins,362,974649.319403,12859.485494,1048.384205,-993.314246,1058.900063
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,extended_balance_base,362,974649.319403,13543.055623,1071.399224,-2441.369226,1077.025986
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,extended_balance_flat090,362,974649.319403,13244.399136,1088.066617,-2539.834967,1094.938261
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,extended_balance_renter,362,974649.319403,14159.936691,1071.329981,-2128.753503,1073.726339
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,extended_balance_sales_itep,362,974649.319403,14157.268250,1070.946666,-2589.907669,1076.786427
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,federal_after_refundable,362,974649.319403,6027.923813,569.745963,-2435.029607,572.059315
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,health_age_birth,362,974649.319403,1340.833834,152.587541,-1212.653599,153.812544
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,health_age_birth_ins,362,974649.319403,683.570130,181.615924,-1448.054981,186.191711
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,k12_charged,362,974649.319403,2463.874748,427.309502,812.328754,427.771233
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,k12_charged_flat090,362,974649.319403,2762.531235,479.105461,910.794494,479.623160
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,k12_cost_at_full_attendance,362,974649.319403,3069.479150,532.339401,1011.993883,532.914622
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,modeled_tax_total,362,974649.319403,11174.997872,811.967180,-3208.317719,812.820020
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,payroll,362,974649.319403,3615.816203,177.490676,-199.686137,176.894156
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,property_tax_owner,362,974649.319403,594.365426,96.995131,-718.390423,98.104423
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,property_tax_renter_proxy,362,974649.319403,616.881067,88.436288,312.615723,88.201064
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,sales_tax_itep,362,974649.319403,1540.141661,60.334434,-272.339286,59.202807
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,sales_tax_share35,362,974649.319403,925.929034,61.301128,-123.800843,60.645826
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,selected_cash_total,362,974649.319403,229.736036,131.864857,-2223.583353,140.835384
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,selected_noncash_total,362,974649.319403,34.912090,8.219290,-110.422404,8.927688
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,snap,362,974649.319403,2.586443,1.315889,-88.280429,3.980538
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,social_security,362,974649.319403,122.883212,115.731622,-1576.756274,124.377632
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,state_after_credits,362,974649.319403,1531.257856,140.629145,-573.601975,144.850408
adults_25_64,equal_all_members,person,age_standardised,india_born_recent_noncit,state_local_total,362,974649.319403,3051.552316,188.600149,-1415.793241,194.682606
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,cash_noncash_tax_balance,870,2270654.881137,22795.105644,1357.013066,11010.443936,1382.202539
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,children_5_17,870,2270654.881137,0.130712,0.006692,0.011431,0.006839
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,employer_payroll,870,2270654.881137,5191.025600,200.059197,1702.202190,202.673285
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,extended_balance_after_health,870,2270654.881137,27667.784194,1613.586028,14236.846778,1641.761683
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,extended_balance_after_health_ins,870,2270654.881137,28442.847433,1646.619523,14590.047694,1676.329385
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,extended_balance_base,870,2270654.881137,29549.204510,1607.103540,13564.779660,1636.828544
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,extended_balance_flat090,870,2270654.881137,29308.012904,1608.583347,13523.778800,1638.286606
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,extended_balance_renter,870,2270654.881137,29852.011818,1611.371752,13563.321624,1640.580027
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,extended_balance_sales_itep,870,2270654.881137,30163.316418,1615.298689,13416.140499,1644.978444
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,federal_after_refundable,870,2270654.881137,14602.963999,984.664128,6140.010579,997.296337
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,health_age_birth,870,2270654.881137,1881.420316,57.648464,-672.067118,60.856403
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,health_age_birth_ins,870,2270654.881137,1106.357077,118.213033,-1025.268033,122.943011
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,k12_charged,870,2270654.881137,1989.797424,104.655188,338.251430,108.086834
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,k12_charged_flat090,870,2270654.881137,2230.989030,117.340878,379.252290,121.188488
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,k12_cost_at_full_attendance,870,2270654.881137,2478.876700,130.378753,421.391433,134.653875
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,modeled_tax_total,870,2270654.881137,23491.279759,1345.125327,9107.964168,1363.651841
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,payroll,870,2270654.881137,5497.780272,205.637540,1682.277932,207.563257
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,property_tax_owner,870,2270654.881137,2022.715880,105.610398,709.960030,104.740759
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,property_tax_renter_proxy,870,2270654.881137,302.807308,30.755037,-1.458036,30.631255
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,sales_tax_itep,870,2270654.881137,2144.266718,75.620687,331.785772,76.621115
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,sales_tax_share35,870,2270654.881137,1530.154811,66.377723,480.424933,67.357880
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,selected_cash_total,870,2270654.881137,653.233902,151.757785,-1800.085487,157.096032
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,selected_noncash_total,870,2270654.881137,42.940214,8.321332,-102.394281,9.319261
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,snap,870,2270654.881137,12.262814,6.576714,-78.604059,7.838241
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,social_security,870,2270654.881137,484.042376,130.105052,-1215.597111,137.269543
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,state_after_credits,870,2270654.881137,3390.535488,273.755119,1285.675657,276.921171
adults_25_64,equal_all_members,person,age_standardised,india_born_settled,state_local_total,870,2270654.881137,6943.406178,350.782203,2476.060621,356.453677
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,cash_noncash_tax_balance,209,491965.625932,30558.496350,4592.408979,18773.834643,4611.006280
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,children_5_17,209,491965.625932,0.117285,0.020237,-0.001996,0.020354
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,employer_payroll,209,491965.625932,5558.148149,426.310861,2069.324740,429.631199
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,extended_balance_after_health,209,491965.625932,37122.712903,5458.960874,23691.775486,5481.934321
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,extended_balance_after_health_ins,209,491965.625932,38086.676326,5479.039021,24233.876586,5500.866307
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,extended_balance_base,209,491965.625932,39521.355126,5453.662889,23536.930277,5476.020233
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,extended_balance_flat090,209,491965.625932,39302.976469,5464.989871,23518.742365,5487.401110
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,extended_balance_renter,209,491965.625932,39861.095319,5462.909644,23572.405125,5484.775594
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,extended_balance_sales_itep,209,491965.625932,40251.153189,5464.279501,23503.977270,5487.076495
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,federal_after_refundable,209,491965.625932,20708.880478,3550.033913,12245.927057,3564.639934
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,health_age_birth,209,491965.625932,2398.642224,134.904782,-154.845210,134.164683
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,health_age_birth_ins,209,491965.625932,1434.678801,241.470393,-696.946310,242.128253
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,k12_charged,209,491965.625932,1801.593749,301.175915,150.047755,303.597234
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,k12_charged_flat090,209,491965.625932,2019.972406,337.682698,168.235666,340.397515
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,k12_cost_at_full_attendance,209,491965.625932,2244.413785,375.202998,186.928518,378.219461
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,modeled_tax_total,209,491965.625932,31769.691450,4538.958918,17386.375859,4556.729823
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,payroll,209,491965.625932,5892.278721,469.763344,2076.776381,472.306089
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,property_tax_owner,209,491965.625932,3400.698984,570.960368,2087.943135,569.915941
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,property_tax_renter_proxy,209,491965.625932,339.740192,56.066461,35.474848,56.043758
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,sales_tax_itep,209,491965.625932,2535.403453,224.925428,722.922507,225.365210
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,sales_tax_share35,209,491965.625932,1805.605391,216.393297,755.875514,216.567323
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,selected_cash_total,209,491965.625932,1180.652522,397.560933,-1272.666867,392.580432
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,selected_noncash_total,209,491965.625932,30.542578,11.958315,-114.791917,12.614355
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,snap,209,491965.625932,5.325672,4.707774,-85.541201,6.159372
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,social_security,209,491965.625932,922.227275,366.876856,-777.412212,360.494329
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,state_after_credits,209,491965.625932,5168.532251,766.752220,3063.672421,767.755581
adults_25_64,equal_all_members,person,age_standardised,india_second_gen,state_local_total,209,491965.625932,10374.836627,1267.883083,5907.491070,1267.985204
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,cash_noncash_tax_balance,2452,5614636.312903,5829.343484,480.524284,-5955.318223,507.761939
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,children_5_17,2452,5614636.312903,0.135094,0.005897,0.015812,0.006074
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,employer_payroll,2452,5614636.312903,2565.956799,71.286615,-922.866611,70.950700
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,extended_balance_after_health,2452,5614636.312903,5666.552236,597.668037,-7764.385180,622.545861
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,extended_balance_after_health_ins,2452,5614636.312903,5375.822367,643.618334,-8476.977373,667.418203
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,extended_balance_base,2452,5614636.312903,8245.416717,583.303117,-7739.008133,609.091550
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,extended_balance_flat090,2452,5614636.312903,8016.185427,585.610037,-7768.048676,611.355441
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,extended_balance_renter,2452,5614636.312903,8679.211106,583.827485,-7609.479088,608.917430
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,extended_balance_sales_itep,2452,5614636.312903,8757.238941,585.437986,-7989.936978,610.949095
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,federal_after_refundable,2452,5614636.312903,4327.764212,351.600129,-4135.189208,368.922891
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,health_age_birth,2452,5614636.312903,2578.864481,55.246473,25.377048,56.178380
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,health_age_birth_ins,2452,5614636.312903,2869.594350,122.619223,737.969240,125.210359
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,k12_charged,2452,5614636.312903,1891.126463,82.005819,239.580469,85.953366
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,k12_charged_flat090,2452,5614636.312903,2120.357753,91.946084,268.621012,96.372131
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,k12_cost_at_full_attendance,2452,5614636.312903,2355.953059,102.162316,298.467792,107.080145
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,modeled_tax_total,2452,5614636.312903,8080.405074,436.334990,-6302.910517,459.988770
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,payroll,2452,5614636.312903,2733.244970,75.441821,-1082.257369,76.225219
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,property_tax_owner,2452,5614636.312903,915.603782,48.338001,-397.152067,51.754435
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,property_tax_renter_proxy,2452,5614636.312903,433.794389,27.940081,129.529044,27.540229
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,sales_tax_itep,2452,5614636.312903,1337.461339,30.030520,-475.019607,29.742816
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,sales_tax_share35,2452,5614636.312903,825.639115,24.559832,-224.090762,24.546221
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,selected_cash_total,2452,5614636.312903,2025.074670,164.874952,-428.244719,176.349338
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,selected_noncash_total,2452,5614636.312903,225.986920,16.163534,80.652426,17.140026
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,snap,2452,5614636.312903,135.362948,15.426873,44.496076,16.256867
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,social_security,2452,5614636.312903,1260.554927,137.937646,-439.084560,147.756579
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,state_after_credits,2452,5614636.312903,1019.395892,64.253676,-1085.463939,74.149727
adults_25_64,equal_all_members,person,age_standardised,mexican_second_gen,state_local_total,2452,5614636.312903,2760.638789,108.270089,-1706.706768,119.890970
adults_25_64,equal_all_members,person,age_standardised,mexico_born,cash_noncash_tax_balance,4318,9446562.935127,3892.449461,271.119095,-7892.212246,363.262663
adults_25_64,equal_all_members,person,age_standardised,mexico_born,children_5_17,4318,9446562.935127,0.161794,0.003956,0.042513,0.004220
adults_25_64,equal_all_members,person,age_standardised,mexico_born,employer_payroll,4318,9446562.935127,1914.910794,39.883328,-1573.912616,46.355456
adults_25_64,equal_all_members,person,age_standardised,mexico_born,extended_balance_after_health,4318,9446562.935127,2855.536458,329.798456,-10575.400959,430.139446
adults_25_64,equal_all_members,person,age_standardised,mexico_born,extended_balance_after_health_ins,4318,9446562.935127,2587.630390,354.842098,-11265.169349,455.441831
adults_25_64,equal_all_members,person,age_standardised,mexico_born,extended_balance_base,4318,9446562.935127,4679.978765,327.428880,-11304.446085,425.021707
adults_25_64,equal_all_members,person,age_standardised,mexico_born,extended_balance_flat090,4318,9446562.935127,4407.771623,329.678439,-11376.462480,426.197421
adults_25_64,equal_all_members,person,age_standardised,mexico_born,extended_balance_renter,4318,9446562.935127,5172.682677,327.985705,-11116.007517,425.116452
adults_25_64,equal_all_members,person,age_standardised,mexico_born,extended_balance_sales_itep,4318,9446562.935127,5177.380839,330.552615,-11569.795079,427.820507
adults_25_64,equal_all_members,person,age_standardised,mexico_born,federal_after_refundable,4318,9446562.935127,2233.933980,192.051410,-6229.019440,260.978247
adults_25_64,equal_all_members,person,age_standardised,mexico_born,health_age_birth,4318,9446562.935127,1824.442307,23.035734,-729.045126,25.744695
adults_25_64,equal_all_members,person,age_standardised,mexico_born,health_age_birth_ins,4318,9446562.935127,2092.348375,70.899435,-39.276736,74.938420
adults_25_64,equal_all_members,person,age_standardised,mexico_born,k12_charged,4318,9446562.935127,2245.671304,59.023194,594.125310,64.675138
adults_25_64,equal_all_members,person,age_standardised,mexico_born,k12_charged_flat090,4318,9446562.935127,2517.878446,66.177640,666.141705,72.514680
adults_25_64,equal_all_members,person,age_standardised,mexico_born,k12_cost_at_full_attendance,4318,9446562.935127,2797.642717,73.530712,740.157450,80.571867
adults_25_64,equal_all_members,person,age_standardised,mexico_born,modeled_tax_total,4318,9446562.935127,5011.383822,261.535373,-9371.931768,350.257550
adults_25_64,equal_all_members,person,age_standardised,mexico_born,payroll,4318,9446562.935127,2169.816231,43.628893,-1645.686109,52.234060
adults_25_64,equal_all_members,person,age_standardised,mexico_born,property_tax_owner,4318,9446562.935127,519.401342,25.710449,-793.354507,29.367293
adults_25_64,equal_all_members,person,age_standardised,mexico_born,property_tax_renter_proxy,4318,9446562.935127,492.703912,14.433089,188.438568,14.906975
adults_25_64,equal_all_members,person,age_standardised,mexico_born,sales_tax_itep,4318,9446562.935127,1096.290546,17.060688,-716.190400,20.433593
adults_25_64,equal_all_members,person,age_standardised,mexico_born,sales_tax_share35,4318,9446562.935127,598.888471,12.742715,-450.841406,16.121844
adults_25_64,equal_all_members,person,age_standardised,mexico_born,selected_cash_total,4318,9446562.935127,876.556420,62.701038,-1576.762969,84.235453
adults_25_64,equal_all_members,person,age_standardised,mexico_born,selected_noncash_total,4318,9446562.935127,242.377941,13.227281,97.043447,13.850123
adults_25_64,equal_all_members,person,age_standardised,mexico_born,snap,4318,9446562.935127,117.887706,11.424273,27.020833,12.178244
adults_25_64,equal_all_members,person,age_standardised,mexico_born,social_security,4318,9446562.935127,650.954191,52.146170,-1048.685296,69.669994
adults_25_64,equal_all_members,person,age_standardised,mexico_born,state_after_credits,4318,9446562.935127,607.633611,43.736268,-1497.226220,58.500278
adults_25_64,equal_all_members,person,age_standardised,mexico_born,state_local_total,4318,9446562.935127,1725.923424,60.383508,-2741.422133,82.614264
adults_25_64,equal_all_members,person,age_standardised,third_plus_nh_white,cash_noncash_tax_balance,36287,87647853.345835,11784.661708,249.750755,0.000000,0.000000
adults_25_64,equal_all_members,person,age_standardised,third_plus_nh_white,children_5_17,36287,87647853.345835,0.119281,0.001440,0.000000,0.000000
adults_25_64,equal_all_members,person,age_standardised,third_plus_nh_white,employer_payroll,36287,87647853.345835,3488.823410,27.529039,0.000000,0.000000
adults_25_64,equal_all_members,person,age_standardised,third_plus_nh_white,extended_balance_after_health,36287,87647853.345835,13430.937416,294.067750,0.000000,0.000000
adults_25_64,equal_all_members,person,age_standardised,third_plus_nh_white,extended_balance_after_health_ins,36287,87647853.345835,13852.799739,302.450881,0.000000,0.000000
adults_25_64,equal_all_members,person,age_standardised,third_plus_nh_white,extended_balance_base,36287,87647853.345835,15984.424850,291.141710,0.000000,0.000000
adults_25_64,equal_all_members,person,age_standardised,third_plus_nh_white,extended_balance_flat090,36287,87647853.345835,15784.234103,291.589468,0.000000,0.000000
adults_25_64,equal_all_members,person,age_standardised,third_plus_nh_white,extended_balance_renter,36287,87647853.345835,16288.690194,291.481808,0.000000,0.000000
adults_25_64,equal_all_members,person,age_standardised,third_plus_nh_white,extended_balance_sales_itep,36287,87647853.345835,16747.175919,292.739471,0.000000,0.000000
adults_25_64,equal_all_members,person,age_standardised,third_plus_nh_white,federal_after_refundable,36287,87647853.345835,8462.953420,179.442595,0.000000,0.000000
adults_25_64,equal_all_members,person,age_standardised,third_plus_nh_white,health_age_birth,36287,87647853.345835,2553.487433,12.303950,0.000000,0.000000
adults_25_64,equal_all_members,person,age_standardised,third_plus_nh_white,health_age_birth_ins,36287,87647853.345835,2131.625110,28.537262,0.000000,0.000000
adults_25_64,equal_all_members,person,age_standardised,third_plus_nh_white,k12_charged,36287,87647853.345835,1651.545994,22.843505,0.000000,0.000000
