window,total_change_pp,composition_pp,conversion_pp,interaction_pp,mexican_share_composition_pp,mex_share_of_voters_start_pct,mex_share_of_voters_end_pct,hisp_dem2p_start,hisp_dem2p_end,nonhisp_dem2p_start,nonhisp_dem2p_end,source
"exit polls, 2004->2024",0.490000000000002,0.29442534588101266,0.3145853017759196,-0.11901064765693412,0.16883315797619303,3.3429233400679625,6.041348696463348,54.63917525773196,52.577319587628864,48.38244640006498,48.84964389736713,exit
"exit polls, 2012->2024",-2.710000000000001,0.5200952290391052,-2.7966609777278393,-0.433434251311271,0.36412742309461443,4.41371759172553,6.041348696463348,72.44897959183673,52.577319587628864,50.077360983990765,48.84964389736713,exit
"exit polls, 2004->2012 (the pre-realignment window)",3.200000000000003,0.14896895824518053,2.667345190420791,0.3836858513340322,0.06699669294969823,3.3429233400679625,4.41371759172553,54.63917525773196,72.44897959183673,48.38244640006498,50.077360983990765,exit
