year,fips,dem,rep,total_votes,pop,mex,hisp,source,nhwhite,vap,cvap,hisp_vap,hisp_cvap,med_income,state,dem2p,mex_share,hisp_share,turnout_cvap,votes_per_pop,nhwhite_share,mex_share_of_hisp
2012,26127,5063,6239,11450,26325,3570,3706,acs5_2014,21823,19915,18794,2044,985,40969,26,0.447974,0.135613,0.140779,0.609237,0.434948,0.828984,0.963303
2016,26127,3973,7228,11930,26417,3585,3913,acs5_2018,21626,20280,19122,2250,1337,46217,26,0.3547,0.135708,0.148124,0.623889,0.451603,0.81864,0.916177
2020,26127,4944,8892,14062,26707,3615,4111,acs5_2022,21509,20870,19865,2601,1722,60691,26,0.357329,0.135358,0.15393,0.707878,0.526529,0.805369,0.879348
2024,26127,5085,9547,14870,26788,3711,4135,acs5_2023,21499,20971,20091,2639,1826,63624,26,0.347526,0.138532,0.15436,0.740132,0.555099,0.802561,0.897461
2000,26129,4896,4706,9855,21645,158,252,dec2000,,,,,,,26,0.509894,0.00729961,0.0116424,,0.455301,,0.626984
2004,26129,5215,5454,10796,21666.6,186.8,274.8,interp dec2000/dec2010,,,,,,,26,0.488799,0.00862156,0.0126831,,0.498278,,0.679767
2008,26129,5391,5133,10768,21359,265,304,acs5_2009,20455,17025,16987,,,35081,26,0.512258,0.0124069,0.0142329,0.633897,0.504143,0.957676,0.871711
2012,26129,4791,5437,10361,21373,292,360,acs5_2014,20460,17188,17112,213,183,35850,26,0.46842,0.0136621,0.0168437,0.605482,0.484771,0.957283,0.811111
2016,26129,3030,6827,10387,20928,268,443,acs5_2018,19830,17049,16946,290,273,40150,26,0.307396,0.0128058,0.0211678,0.612947,0.496321,0.947534,0.604966
2020,26129,3475,8253,11907,20820,313,469,acs5_2022,19507,17048,16932,316,308,50377,26,0.296299,0.0150336,0.0225264,0.703225,0.571902,0.936936,0.667377
2024,26129,3578,8879,12620,20853,273,461,acs5_2023,19430,17044,16923,319,309,51983,26,0.287228,0.0130916,0.0221071,0.745731,0.605189,0.93176,0.592191
2000,26131,1514,2472,4151,7818,42,58,dec2000,,,,,,,26,0.379829,0.00537222,0.00741878,,0.530954,,0.724138
2004,26131,1863,2262,4192,7402.8,44.4,60.4,interp dec2000/dec2010,,,,,,,26,0.451636,0.00599773,0.00815907,,0.566272,,0.735099
2008,26131,1966,1823,3885,6907,42,70,acs5_2009,6610,5776,5761,,,34140,26,0.51887,0.00608079,0.0101346,0.674362,0.562473,0.957,0.6
2012,26131,1586,1906,3539,6448,58,65,acs5_2014,6193,5527,5508,54,47,35365,26,0.454181,0.00899504,0.0100806,0.64252,0.548852,0.960453,0.892308
2016,26131,1176,2066,3426,5968,68,87,acs5_2018,5670,5217,5190,58,53,38906,26,0.362739,0.0113941,0.0145777,0.660116,0.574062,0.950067,0.781609
2020,26131,1391,2358,3804,5862,72,92,acs5_2022,5503,5186,5168,66,60,48316,26,0.371032,0.0122825,0.0156943,0.736068,0.648925,0.938758,0.782609
2024,26131,1313,2479,3841,5870,65,100,acs5_2023,5465,5191,5177,77,71,51844,26,0.346255,0.0110733,0.0170358,0.741935,0.654344,0.931005,0.65
2000,26133,4006,5680,9930,23197,164,230,dec2000,,,,,,,26,0.413587,0.00706988,0.00991508,,0.428073,,0.713043
2004,26133,4467,6599,11188,23329.4,194.8,275.6,interp dec2000/dec2010,,,,,,,26,0.403669,0.00834998,0.0118134,,0.479567,,0.706821
2008,26133,4855,5973,11026,23069,248,303,acs5_2009,22053,17363,17257,,,37326,26,0.448375,0.0107504,0.0131345,0.638929,0.477957,0.955958,0.818482
2012,26133,3981,6141,10278,23327,277,361,acs5_2014,22252,17696,17614,190,175,38899,26,0.393302,0.0118747,0.0154756,0.583513,0.440605,0.953916,0.767313
2016,26133,2705,7336,10609,23232,293,418,acs5_2018,22003,17942,17863,243,219,42689,26,0.269395,0.0126119,0.0179924,0.593909,0.456655,0.947099,0.700957
2020,26133,3214,8928,12329,23022,298,537,acs5_2022,21299,17853,17765,317,307,54875,26,0.264701,0.0129441,0.0233255,0.694005,0.535531,0.925159,0.554935
2024,26133,3326,9639,13184,23122,263,463,acs5_2023,21368,17942,17869,278,273,57050,26,0.256537,0.0113744,0.0200242,0.737814,0.570193,0.924142,0.568035
2000,26135,1677,2207,3992,9418,50,89,dec2000,,,,,,,26,0.431771,0.00530898,0.00944999,,0.423869,,0.561798
2004,26135,1792,2570,4409,9106.8,54.4,85,interp dec2000/dec2010,,,,,,,26,0.410821,0.00597356,0.00933368,,0.484144,,0.64
2008,26135,1887,2320,4328,8921,62,109,acs5_2009,8630,7191,7135,,,33028,26,0.448538,0.00694989,0.0122184,0.606587,0.485147,0.96738,0.568807
2012,26135,1657,2308,4042,8525,43,98,acs5_2014,8212,6841,6818,51,49,33240,26,0.417907,0.00504399,0.0114956,0.592842,0.474135,0.963284,0.438776
2016,26135,1044,2843,4073,8277,102,126,acs5_2018,7919,6708,6663,82,78,40255,26,0.268588,0.0123233,0.0152229,0.611286,0.492087,0.956748,0.809524
2020,26135,1342,3466,4874,8264,111,159,acs5_2022,7777,6644,6630,113,110,48692,26,0.279118,0.0134318,0.0192401,0.735143,0.589787,0.94107,0.698113
2024,26135,1414,3716,5192,8338,95,170,acs5_2023,7796,6668,6644,123,116,50581,26,0.275634,0.0113936,0.0203886,0.781457,0.622691,0.934996,0.558824
2000,26137,4034,6108,10505,23301,116,175,dec2000,,,,,,,26,0.397752,0.00497833,0.00751041,,0.450839,,0.662857
2004,26137,4674,7470,12307,23646.2,153.2,224.6,interp dec2000/dec2010,,,,,,,26,0.384881,0.00647884,0.00949835,,0.520464,,0.682102
2008,26137,5634,6752,12616,23932,146,244,acs5_2009,22979,18149,18108,,,44790,26,0.454868,0.00610062,0.0101956,0.696709,0.52716,0.960179,0.598361
2012,26137,4681,7011,11832,24126,290,337,acs5_2014,22997,18766,18448,193,164,47693,26,0.400359,0.0120202,0.0139683,0.64137,0.490425,0.953204,0.860534
2016,26137,3556,8266,12538,24397,298,412,acs5_2018,23042,19226,19157,253,250,52645,26,0.300795,0.0122146,0.0168873,0.654487,0.513916,0.94446,0.723301
2020,26137,4743,9779,14757,25221,267,467,acs5_2022,23699,19958,19792,286,263,62865,26,0.326608,0.0105864,0.0185163,0.745604,0.585108,0.939653,0.571734
2024,26137,5052,10693,15971,25352,368,490,acs5_2023,23688,20051,19857,301,279,67285,26,0.320864,0.0145156,0.0193279,0.804301,0.62997,0.934364,0.75102
2000,26139,29600,78703,110599,238314,12430,16692,dec2000,,,,,,,26,0.273307,0.0521581,0.070042,,0.464089,,0.744668
2004,26139,35552,92048,128643,248509,14783.6,19119.6,interp dec2000/dec2010,,,,,,,26,0.278621,0.0594892,0.0769373,,0.51766,,0.773217
2008,26139,50828,83330,136268,258564,16337,20697,acs5_2009,224308,190431,183851,,,57126,26,0.378867,0.0631836,0.0800459,0.741187,0.527018,0.867514,0.789341
2012,26139,42737,88166,132312,269795,20735,24466,acs5_2014,229370,201267,194301,14647,10357,58160,26,0.326478,0.0768546,0.0906837,0.680964,0.490417,0.850164,0.847503
2016,26139,44973,88467,142734,284034,23544,27450,acs5_2018,238601,214644,207593,17125,12713,67468,26,0.337028,0.0828915,0.0966434,0.687567,0.502524,0.840044,0.857705
2020,26139,64705,100913,168713,296183,23275,30237,acs5_2022,244537,226927,221190,19733,16550,83932,26,0.390688,0.0785832,0.102089,0.762751,0.569624,0.825628,0.769752
2024,26139,69653,106133,178402,298614,22620,30177,acs5_2023,246143,228953,222374,19820,16200,87144,26,0.396237,0.07575,0.101057,0.802261,0.597433,0.824285,0.749577
2000,26141,3242,3660,7080,14411,43,79,dec2000,,,,,,,26,0.469719,0.00298383,0.00548192,,0.491291,,0.544304
2004,26141,3432,3982,7516,13997,58.2,93.8,interp dec2000/dec2010,,,,,,,26,0.462908,0.00415803,0.00670144,,0.536972,,0.620469
2008,26141,3722,3606,7505,13742,68,87,acs5_2009,13343,11271,11169,,,37536,26,0.507915,0.00494833,0.00633096,0.671949,0.546136,0.970965,0.781609
2012,26141,3192,3794,7080,13128,86,129,acs5_2014,12670,10929,10891,84,72,40404,26,0.456914,0.00655088,0.00982633,0.650078,0.539305,0.965113,0.666667
2016,26141,2400,4488,7218,12797,110,168,acs5_2018,12245,10732,10661,119,69,46439,26,0.348432,0.00859576,0.0131281,0.677047,0.564038,0.956865,0.654762
2020,26141,2911,5342,8344,13083,148,214,acs5_2022,12406,11032,10979,135,106,55986,26,0.35272,0.0113124,0.0163571,0.759996,0.637774,0.948253,0.691589
2024,26141,3036,5568,8739,13142,127,198,acs5_2023,12450,11092,11051,129,107,56713,26,0.352859,0.00966367,0.0150662,0.790788,0.664967,0.947344,0.641414
2000,26143,6433,6190,12928,25469,138,204,dec2000,,,,,,,26,0.509625,0.00541835,0.00800974,,0.507597,,0.676471
2004,26143,6810,7364,14359,25061,162.4,232.4,interp dec2000/dec2010,,,,,,,26,0.480457,0.00648019,0.00927337,,0.572962,,0.698795
2008,26143,7082,6727,14051,25280,176,235,acs5_2009,24490,20840,20640,,,34276,26,0.512854,0.00696203,0.00929589,0.680766,0.555815,0.96875,0.748936
2012,26143,6198,6701,13032,24141,218,316,acs5_2014,23174,20470,20241,276,258,33540,26,0.480502,0.00903028,0.0130898,0.643842,0.539829,0.959944,0.689873
2016,26143,4287,8141,13041,23877,213,424,acs5_2018,22706,20224,20094,300,283,40302,26,0.344947,0.00892072,0.0177577,0.649,0.546174,0.950957,0.502358
2020,26143,5166,9670,15018,23556,289,516,acs5_2022,21842,20132,19944,373,348,49898,26,0.348207,0.0122686,0.0219052,0.753008,0.637545,0.927237,0.560078
2024,26143,5290,10582,16065,23639,275,471,acs5_2023,21923,20218,20061,349,325,54106,26,0.333291,0.0116333,0.0199247,0.800808,0.679597,0.927408,0.583864
2000,26145,50825,41152,93756,210039,11145,14075,dec2000,,,,,,,26,0.552584,0.0530616,0.0670114,,0.446374,,0.791829
2004,26145,54887,47165,102852,206091,12153.4,14674.2,interp dec2000/dec2010,,,,,,,26,0.537834,0.058971,0.0712025,,0.499061,,0.828216
2008,26145,60276,42225,104090,202814,13065,14873,acs5_2009,145512,153066,151574,,,42244,26,0.588053,0.0644186,0.0733332,0.686727,0.513229,0.717465,0.878437
2012,26145,54381,42720,98062,197727,14270,15768,acs5_2014,138758,153022,150972,9958,9519,43566,26,0.560046,0.0721702,0.0797463,0.649538,0.495946,0.701766,0.904997
2016,26145,44396,45469,94320,192778,14250,16151,acs5_2018,133979,151071,148827,10496,9921,46919,26,0.49403,0.0739192,0.0837803,0.633756,0.489267,0.694991,0.882298
2020,26145,51088,50785,103349,189821,14729,17159,acs5_2022,129622,149228,147511,11230,10563,56579,26,0.501487,0.0775942,0.0903957,0.700619,0.544455,0.682864,0.858383
2024,26145,49515,52912,103838,189210,14198,17188,acs5_2023,128940,148509,146722,11276,10688,58347,26,0.483417,0.0750383,0.0908409,0.707719,0.548798,0.681465,0.826041
2000,26147,33002,33571,68516,164235,2609,3593,dec2000,,,,,,,26,0.495726,0.0158858,0.0218772,,0.417183,,0.726134
2004,26147,36174,42740,79743,163757,3032.2,4039,interp dec2000/dec2010,,,,,,,26,0.458398,0.0185165,0.0246646,,0.486959,,0.75073
2008,26147,40677,38536,80900,169260,3593,4486,acs5_2009,156991,127818,126234,,,50648,26,0.513514,0.0212277,0.0265036,0.640873,0.477963,0.927514,0.800936
2012,26147,33983,39271,74181,161008,3729,4888,acs5_2014,147894,124424,122599,2963,2426,48703,26,0.463906,0.0231603,0.0303587,0.60507,0.460729,0.918551,0.762889
2016,26147,24553,49051,78003,159566,4030,5281,acs5_2018,145498,125445,123856,3384,3073,55240,26,0.333582,0.025256,0.033096,0.629788,0.488845,0.911836,0.763113
2020,26147,31363,59185,92064,160257,4336,5832,acs5_2022,144743,127352,125978,3862,3548,66887,26,0.346369,0.0270565,0.0363915,0.730794,0.574477,0.903193,0.743484
2024,26147,30844,64277,96519,160089,4113,5753,acs5_2023,144094,127249,125929,3838,3550,69349,26,0.324261,0.025692,0.0359363,0.766456,0.602908,0.900087,0.714931
2000,26149,8574,12906,22024,62422,2007,2488,dec2000,,,,,,,26,0.399162,0.0321521,0.0398577,,0.352824,,0.806672
2004,26149,9648,15340,25239,61971.2,2639,3106.4,interp dec2000/dec2010,,,,,,,26,0.386105,0.0425843,0.0501265,,0.40727,,0.849536
2008,26149,12322,12886,25702,62219,3662,4033,acs5_2009,55202,45946,44601,,,43667,26,0.488813,0.0588566,0.0648194,0.576265,0.413089,0.887221,0.908009
2012,26149,10112,12978,23341,60998,3779,4221,acs5_2014,53401,45540,44358,2263,1336,44145,26,0.437939,0.0619529,0.069199,0.526196,0.382652,0.875455,0.895285
2016,26149,7526,14884,23757,60897,4323,4710,acs5_2018,52765,45775,44329,2594,1439,50117,26,0.335832,0.0709887,0.0773437,0.535925,0.390118,0.866463,0.917834
2020,26149,9262,18127,27936,60887,4752,5233,acs5_2022,51896,46093,44744,3028,1847,62281,26,0.338165,0.0780462,0.0859461,0.624352,0.458817,0.852333,0.908083
2024,26149,9452,19403,29307,60870,5009,5553,acs5_2023,51400,46030,44392,3240,1804,64707,26,0.327569,0.0822901,0.0912272,0.660187,0.481469,0.844423,0.902035
2000,26151,7153,10966,18566,44547,903,1239,dec2000,,,,,,,26,0.394779,0.0202707,0.0278133,,0.416773,,0.728814
2004,26151,7883,12632,20763,43973.8,985.8,1319,interp dec2000/dec2010,,,,,,,26,0.384255,0.0224179,0.0299951,,0.472168,,0.747384
2008,26151,9047,10679,20169,43291,1158,1304,acs5_2009,41031,32743,32537,,,40146,26,0.458633,0.0267492,0.0301217,0.619879,0.465894,0.947795,0.888037
2012,26151,7212,10963,18369,42301,1100,1503,acs5_2014,39919,32595,32416,915,865,41578,26,0.396809,0.0260041,0.0355311,0.566665,0.434245,0.943689,0.73187
2016,26151,4873,13446,19249,41376,1239,1519,acs5_2018,38927,32346,31999,1004,855,45277,26,0.266008,0.0299449,0.0367121,0.60155,0.465221,0.940811,0.815668
2020,26151,5966,16194,22446,40759,1327,1653,acs5_2022,37903,32154,31872,1151,1005,55740,26,0.269224,0.0325572,0.0405555,0.704255,0.5507,0.92993,0.802783
2024,26151,5957,17080,23339,40574,1371,1697,acs5_2023,37472,31971,31743,1188,1104,59074,26,0.258584,0.0337901,0.0418248,0.735249,0.575221,0.923547,0.807896
2000,26153,2036,2088,4198,8903,48,83,dec2000,,,,,,,26,0.493695,0.00539144,0.0093227,,0.471526,,0.578313
2004,26153,2137,2267,4441,8735.8,48.4,75.4,interp dec2000/dec2010,,,,,,,26,0.485241,0.00554042,0.00863115,,0.508368,,0.64191
2008,26153,2184,2058,4326,8413,13,13,acs5_2009,7348,6707,6652,,,37906,26,0.514851,0.00154523,0.00154523,0.650331,0.514204,0.87341,1
2012,26153,1865,2142,4048,8345,65,72,acs5_2014,7221,6751,6706,45,31,35955,26,0.465435,0.0077891,0.00862792,0.603639,0.485081,0.865309,0.902778
2016,26153,1369,2556,4154,8069,67,81,acs5_2018,6925,6633,6623,23,23,40747,26,0.34879,0.00830338,0.0100384,0.627208,0.51481,0.858223,0.82716
2020,26153,1589,3090,4745,8062,71,114,acs5_2022,6834,6661,6640,81,74,55071,26,0.339602,0.00880675,0.0141404,0.714608,0.588564,0.84768,0.622807
2024,26153,1631,3196,4897,8093,81,123,acs5_2023,6816,6657,6613,82,72,57708,26,0.337891,0.0100086,0.0151983,0.740511,0.605091,0.842209,0.658537
2000,26155,15520,15816,32218,71687,905,1295,dec2000,,,,,,,26,0.495277,0.0126243,0.0180646,,0.449426,,0.698842
2004,26155,16881,19407,36651,71271.4,1071,1455,interp dec2000/dec2010,,,,,,,26,0.465195,0.0150271,0.0204149,,0.514246,,0.736082
2008,26155,19397,16268,36415,71406,1165,1456,acs5_2009,68311,53893,53618,,,46260,26,0.543867,0.0163152,0.0203904,0.679156,0.509971,0.956656,0.800137
2012,26155,17197,15962,33679,69553,1426,1814,acs5_2014,65848,53490,53245,1132,1076,47723,26,0.518622,0.0205024,0.0260808,0.632529,0.484221,0.946731,0.786108
2016,26155,12546,19230,34111,68493,1544,1995,acs5_2018,64514,53649,53383,1344,1237,54742,26,0.394826,0.0225424,0.0291271,0.638986,0.498022,0.941906,0.773935
2020,26155,15347,23149,39224,68124,1475,2077,acs5_2022,63549,53928,53646,1473,1331,62498,26,0.398665,0.0216517,0.0304885,0.731164,0.575774,0.932843,0.710159
2024,26155,15335,24718,40682,68061,1566,2071,acs5_2023,63336,53864,53589,1471,1328,64464,26,0.382868,0.0230088,0.0304286,0.759148,0.597729,0.930577,0.756156
2000,26157,10845,13213,24652,58266,949,1342,dec2000,,,,,,,26,0.450786,0.0162874,0.0230323,,0.423094,,0.707154
2004,26157,12631,15389,28338,57251.2,1093,1433.6,interp dec2000/dec2010,,,,,,,26,0.450785,0.0190913,0.0250405,,0.494977,,0.762416
2008,26157,13503,13740,27798,56538,988,1468,acs5_2009,53226,42974,42772,,,42851,26,0.49565,0.017475,0.0259648,0.649911,0.491669,0.94142,0.673025
2012,26157,11425,14240,26003,54795,1366,1670,acs5_2014,51476,42581,42391,1033,907,44017,26,0.445159,0.0249293,0.0304772,0.613409,0.474551,0.939429,0.817964
2016,26157,7429,17102,25796,53250,1547,1779,acs5_2018,49787,42093,41894,1156,1084,47694,26,0.302841,0.0290516,0.0334085,0.615744,0.484432,0.934967,0.86959
2020,26157,8712,20297,29445,53218,1679,2020,acs5_2022,48939,42433,42216,1358,1241,59815,26,0.300321,0.0315495,0.0379571,0.697484,0.55329,0.919595,0.831188
2024,26157,8562,21764,30716,53071,1530,1923,acs5_2023,48812,42315,42127,1291,1216,62847,26,0.282332,0.0288293,0.0362345,0.729129,0.578772,0.919749,0.795632
2000,26159,13796,14792,29482,76263,4632,5634,dec2000,,,,,,,26,0.48258,0.0607372,0.0738759,,0.386583,,0.822151
2004,26159,16151,17634,34174,76261,5537.6,6483.6,interp dec2000/dec2010,,,,,,,26,0.478052,0.0726138,0.0850186,,0.448119,,0.854093
2008,26159,18588,15534,34766,78026,6489,7425,acs5_2009,64680,57720,55645,,,43740,26,0.544751,0.0831646,0.0951606,0.624782,0.445569,0.828954,0.873939
2012,26159,16290,16141,32837,75569,6970,8065,acs5_2014,62022,56887,55171,4558,3188,46536,26,0.502297,0.0922336,0.106724,0.595186,0.43453,0.820733,0.864228
2016,26159,13258,17890,33274,75272,7656,8586,acs5_2018,61212,57401,55221,5041,3272,52351,26,0.425645,0.101711,0.114066,0.602561,0.44205,0.813211,0.891684
2020,26159,16803,21591,39066,75636,7862,8974,acs5_2022,60368,58206,55787,5527,3575,65531,26,0.437647,0.103945,0.118647,0.700271,0.5165,0.798138,0.876086
2024,26159,17175,23407,41162,75681,7841,9248,acs5_2023,59877,58158,55938,5728,4008,66902,26,0.423217,0.103606,0.122197,0.73585,0.543888,0.791176,0.847859
2000,26161,86647,52459,144940,322895,4101,8839,dec2000,,,,,,,26,0.622885,0.0127007,0.0273742,,0.448877,,0.463967
2004,26161,109953,61455,173264,331653,5303.4,10847.4,interp dec2000/dec2010,,,,,,,26,0.641469,0.0159908,0.032707,,0.522425,,0.48891
2008,26161,130578,53946,187115,346007,6142,11597,acs5_2009,256585,272895,252959,,,58807,26,0.707648,0.0177511,0.0335167,0.739705,0.540784,0.74156,0.52962
2012,26161,120890,56412,179592,351454,7945,14963,acs5_2014,250800,280420,259764,10434,7822,60805,26,0.681831,0.0226061,0.0425746,0.691366,0.510997,0.713607,0.530976
2016,26161,128483,50631,188578,365961,9033,16999,acs5_2018,257202,296403,273720,12129,9580,69434,26,0.717325,0.024683,0.0464503,0.688945,0.515295,0.702813,0.531384
2020,26161,157136,56241,216418,370231,10169,18908,acs5_2022,254046,302635,281584,13839,10724,84245,26,0.736424,0.0274666,0.0510708,0.768573,0.584549,0.686182,0.537815
2024,26161,157152,58844,221304,368394,10237,20789,acs5_2023,250289,300686,279197,15237,11613,87156,26,0.727569,0.0277882,0.0564314,0.792645,0.600726,0.679406,0.492424
2000,26163,530414,223021,768627,2.06116e+06,53538,77207,dec2000,,,,,,,26,0.703994,0.0259747,0.037458,,0.37291,,0.693435
2004,26163,600047,257750,864728,1.96493e+06,60158.8,84428.2,interp dec2000/dec2010,,,,,,,26,0.699521,0.0306162,0.0429675,,0.440081,,0.712544
2008,26163,660085,219582,890326,1.978e+06,71648,96998,acs5_2009,995156,1.45704e+06,1.38684e+06,,,42232,26,0.750381,0.0362225,0.0490385,0.64198,0.450115,0.503113,0.738654
2012,26163,595846,213814,815825,1.79008e+06,73800,97635,acs5_2014,890991,1.34984e+06,1.29162e+06,61059,43053,41421,26,0.735921,0.0412273,0.0545423,0.631629,0.455748,0.497739,0.755876
2016,26163,519444,228993,777838,1.76138e+06,77633,103202,acs5_2018,873218,1.34104e+06,1.27814e+06,65212,47154,45321,26,0.694038,0.0440751,0.0585915,0.608568,0.441607,0.495757,0.752243
2020,26163,597170,264553,872469,1.78164e+06,79125,112699,acs5_2022,866868,1.36146e+06,1.30068e+06,73332,56409,57223,26,0.692995,0.0444113,0.0632557,0.670778,0.4897,0.486556,0.702091
2024,26163,537032,288860,856511,1.77377e+06,83286,119108,acs5_2023,855209,1.3526e+06,1.29284e+06,77900,60597,59521,26,0.650245,0.0469543,0.0671497,0.662501,0.482877,0.482143,0.699248
2000,26165,5326,7215,12982,30484,175,307,dec2000,,,,,,,26,0.424687,0.00574072,0.0100709,,0.425863,,0.570033
2004,26165,6034,8966,15160,31384.4,245.4,391.8,interp dec2000/dec2010,,,,,,,26,0.402267,0.00781917,0.0124839,,0.483043,,0.62634
2008,26165,7379,8044,15704,31624,306,446,acs5_2009,30247,23984,23819,,,40232,26,0.478441,0.0096762,0.0141032,0.659306,0.496585,0.956457,0.686099
2012,26165,6184,8450,14853,32699,442,563,acs5_2014,31102,24938,24791,316,315,40368,26,0.422578,0.0135172,0.0172177,0.599129,0.454234,0.951161,0.78508
2016,26165,4436,10000,15298,33111,386,631,acs5_2018,31335,25361,25190,405,401,44166,26,0.307287,0.0116578,0.0190571,0.607304,0.462022,0.946362,0.611727
2020,26165,5838,12102,18265,33766,342,778,acs5_2022,31076,26035,25872,520,463,58652,26,0.325418,0.0101285,0.0230409,0.705976,0.540929,0.920334,0.439589
2024,26165,6224,12968,19476,33868,407,845,acs5_2023,31020,26064,25844,553,494,63123,26,0.324302,0.0120172,0.0249498,0.753599,0.575056,0.915909,0.481657
2000,27001,3830,3755,8260,15301,56,92,dec2000,,,,,,,27,0.504944,0.00365989,0.00601268,,0.539834,,0.608696
2004,27001,4539,4768,9452,15661.4,73.2,115.6,interp dec2000/dec2010,,,,,,,27,0.487697,0.00467391,0.0073812,,0.603522,,0.633218
2008,27001,4595,4589,9410,15871,109,140,acs5_2009,15111,12936,12883,,,39452,27,0.500327,0.00686787,0.00882112,0.73042,0.592905,0.952114,0.778571
2012,27001,4412,4533,9142,15964,104,169,acs5_2014,15101,13160,13109,106,98,42036,27,0.493236,0.00651466,0.0105863,0.697383,0.572663,0.945941,0.615385
2016,27001,3134,5516,9231,15834,124,214,acs5_2018,14878,13179,13121,126,125,45989,27,0.362312,0.00783125,0.0135152,0.703529,0.582986,0.939624,0.579439
2020,27001,3607,6258,10025,15859,143,229,acs5_2022,14743,13276,13228,159,145,56406,27,0.365636,0.00901696,0.0144398,0.757862,0.632133,0.92963,0.624454
2024,27001,3524,6741,10419,15930,146,233,acs5_2023,14778,13391,13350,168,156,59498,27,0.343302,0.0091651,0.0146265,0.780449,0.654049,0.927684,0.626609
