allocation,account,group,survival,horizon,start_age,real_discount_rate,stored_npv,recomputed_npv,abs_diff
personal,expanded,mexican_third_plus_selfid,common_total,truncate83,0,0.0,-456421.5581779655,-456421.5581779655,0.0
personal,expanded,mexican_third_plus_selfid,common_total,truncate83,0,0.02,-247763.068316901,-247763.068316901,0.0
personal,expanded,mexican_third_plus_selfid,common_total,truncate83,0,0.03,-215839.94173583487,-215839.94173583487,0.0
personal,expanded,mexican_third_plus_selfid,common_total,truncate83,0,0.05,-186487.2266173557,-186487.2266173557,0.0
personal,expanded,mexican_third_plus_selfid,common_total,truncate83,25,0.0,-146583.25929790983,-146583.25929790983,0.0
personal,expanded,mexican_third_plus_selfid,common_total,truncate83,25,0.02,25670.838031704043,25670.838031704043,0.0
personal,expanded,mexican_third_plus_selfid,common_total,truncate83,25,0.03,57900.99724661306,57900.99724661306,0.0
personal,expanded,mexican_third_plus_selfid,common_total,truncate83,25,0.05,79386.57986820137,79386.57986820137,0.0
personal,expanded,mexican_third_plus_selfid,group_specific,full_100plus,0,0.0,-660311.826781035,-660311.826781035,0.0
personal,expanded,mexican_third_plus_selfid,group_specific,full_100plus,0,0.02,-284771.6342577239,-284771.6342577239,0.0
personal,expanded,mexican_third_plus_selfid,group_specific,full_100plus,0,0.03,-231940.14008787597,-231940.14008787595,2.9103830456733704e-11
personal,expanded,mexican_third_plus_selfid,group_specific,full_100plus,0,0.05,-189712.26812355165,-189712.26812355165,0.0
personal,expanded,mexican_third_plus_selfid,group_specific,full_100plus,25,0.0,-352725.206879957,-352725.206879957,0.0
personal,expanded,mexican_third_plus_selfid,group_specific,full_100plus,25,0.02,-35518.80925689795,-35518.80925689795,0.0
personal,expanded,mexican_third_plus_selfid,group_specific,full_100plus,25,0.03,24097.82753000843,24097.82753000843,0.0
personal,expanded,mexican_third_plus_selfid,group_specific,full_100plus,25,0.05,68810.13983079907,68810.13983079907,0.0
personal,expanded,mexican_third_plus_selfid,group_specific,truncate83,0,0.0,-487785.9337639843,-487785.93376398436,5.820766091346741e-11
personal,expanded,mexican_third_plus_selfid,group_specific,truncate83,0,0.02,-254798.86476647644,-254798.86476647644,0.0
personal,expanded,mexican_third_plus_selfid,group_specific,truncate83,0,0.03,-219251.42871464655,-219251.42871464655,0.0
personal,expanded,mexican_third_plus_selfid,group_specific,truncate83,0,0.05,-187369.62576750343,-187369.62576750346,2.9103830456733704e-11
personal,expanded,mexican_third_plus_selfid,group_specific,truncate83,25,0.0,-177887.74405756575,-177887.74405756575,0.0
personal,expanded,mexican_third_plus_selfid,group_specific,truncate83,25,0.02,14313.542015411263,14313.542015411265,1.8189894035458565e-12
personal,expanded,mexican_third_plus_selfid,group_specific,truncate83,25,0.03,51021.13108617048,51021.131086170484,7.275957614183426e-12
personal,expanded,mexican_third_plus_selfid,group_specific,truncate83,25,0.05,76849.44805177962,76849.44805177962,0.0
personal,expanded,mexican_observed_total,common_total,full_100plus,0,0.0,-681305.4108942681,-681305.4108942681,0.0
personal,expanded,mexican_observed_total,common_total,full_100plus,0,0.02,-328719.4738361301,-328719.4738361301,0.0
personal,expanded,mexican_observed_total,common_total,full_100plus,0,0.03,-271414.02528174146,-271414.02528174146,0.0
personal,expanded,mexican_observed_total,common_total,full_100plus,0,0.05,-218613.84153492367,-218613.84153492367,0.0
personal,expanded,mexican_observed_total,common_total,full_100plus,25,0.0,-345990.68636355095,-345990.68636355095,0.0
personal,expanded,mexican_observed_total,common_total,full_100plus,25,0.02,-69532.57482375595,-69532.57482375595,0.0
personal,expanded,mexican_observed_total,common_total,full_100plus,25,0.03,-13666.90566833844,-13666.905668338439,1.8189894035458565e-12
personal,expanded,mexican_observed_total,common_total,full_100plus,25,0.05,33510.836973135054,33510.836973135054,0.0
personal,expanded,mexican_observed_total,common_total,truncate83,0,0.0,-558141.7483755607,-558141.7483755607,0.0
personal,expanded,mexican_observed_total,common_total,truncate83,0,0.02,-307053.0998315528,-307053.0998315528,0.0
personal,expanded,mexican_observed_total,common_total,truncate83,0,0.03,-262189.1555302204,-262189.1555302204,0.0
personal,expanded,mexican_observed_total,common_total,truncate83,0,0.05,-216892.802002043,-216892.802002043,0.0
personal,expanded,mexican_observed_total,common_total,truncate83,25,0.0,-221003.4800337428,-221003.4800337428,0.0
personal,expanded,mexican_observed_total,common_total,truncate83,25,0.02,-33460.3029430851,-33460.3029430851,0.0
personal,expanded,mexican_observed_total,common_total,truncate83,25,0.03,5933.895649939411,5933.895649939411,0.0
personal,expanded,mexican_observed_total,common_total,truncate83,25,0.05,39425.17699560092,39425.17699560092,0.0
personal,expanded,mexican_observed_total,group_specific,full_100plus,0,0.0,-756450.6153683108,-756450.6153683108,0.0
personal,expanded,mexican_observed_total,group_specific,full_100plus,0,0.02,-343136.3712737454,-343136.3712737454,0.0
personal,expanded,mexican_observed_total,group_specific,full_100plus,0,0.03,-277930.99083458824,-277930.99083458824,0.0
personal,expanded,mexican_observed_total,group_specific,full_100plus,0,0.05,-220086.20200977783,-220086.20200977783,0.0
personal,expanded,mexican_observed_total,group_specific,full_100plus,25,0.0,-421360.45128604455,-421360.45128604455,0.0
personal,expanded,mexican_observed_total,group_specific,full_100plus,25,0.02,-92995.1613387082,-92995.16133870819,1.4551915228366852e-11
personal,expanded,mexican_observed_total,group_specific,full_100plus,25,0.03,-26996.814744070947,-26996.814744070947,0.0
personal,expanded,mexican_observed_total,group_specific,full_100plus,25,0.05,29067.11418917327,29067.11418917327,0.0
personal,expanded,mexican_observed_total,group_specific,truncate83,0,0.0,-588367.8095580867,-588367.8095580867,0.0
personal,expanded,mexican_observed_total,group_specific,truncate83,0,0.02,-313935.4953594612,-313935.4953594612,0.0
personal,expanded,mexican_observed_total,group_specific,truncate83,0,0.03,-265569.053896127,-265569.053896127,0.0
personal,expanded,mexican_observed_total,group_specific,truncate83,0,0.05,-217803.89010094723,-217803.89010094723,0.0
personal,expanded,mexican_observed_total,group_specific,truncate83,25,0.0,-251025.605901277,-251025.605901277,0.0
personal,expanded,mexican_observed_total,group_specific,truncate83,25,0.02,-44446.15066271284,-44446.15066271284,0.0
personal,expanded,mexican_observed_total,group_specific,truncate83,25,0.03,-766.871375785563,-766.871375785563,0.0
personal,expanded,mexican_observed_total,group_specific,truncate83,25,0.05,36899.38480621083,36899.38480621083,0.0
personal,expanded,third_plus_nh_white,common_total,full_100plus,0,0.0,-154016.34461733917,-154016.34461733917,0.0
personal,expanded,third_plus_nh_white,common_total,full_100plus,0,0.02,-81419.56417846127,-81419.56417846127,0.0
personal,expanded,third_plus_nh_white,common_total,full_100plus,0,0.03,-96209.94627562493,-96209.94627562493,0.0
personal,expanded,third_plus_nh_white,common_total,full_100plus,0,0.05,-123150.5032701964,-123150.5032701964,0.0
personal,expanded,third_plus_nh_white,common_total,full_100plus,25,0.0,126117.04538882933,126117.04538882931,1.4551915228366852e-11
personal,expanded,third_plus_nh_white,common_total,full_100plus,25,0.02,260910.9634087032,260910.96340870322,2.9103830456733704e-11
personal,expanded,third_plus_nh_white,common_total,full_100plus,25,0.03,265712.8678976004,265712.8678976004,0.0
personal,expanded,third_plus_nh_white,common_total,full_100plus,25,0.05,238914.56234685652,238914.56234685652,0.0
personal,expanded,third_plus_nh_white,common_total,truncate83,0,0.0,-9509.856147010883,-9509.856147010883,0.0
personal,expanded,third_plus_nh_white,common_total,truncate83,0,0.02,-55998.66030747809,-55998.66030747809,0.0
personal,expanded,third_plus_nh_white,common_total,truncate83,0,0.03,-85386.5142086712,-85386.5142086712,0.0
personal,expanded,third_plus_nh_white,common_total,truncate83,0,0.05,-121131.22766301454,-121131.22766301454,0.0
personal,expanded,third_plus_nh_white,common_total,truncate83,25,0.0,272763.0765402139,272763.0765402139,0.0
personal,expanded,third_plus_nh_white,common_total,truncate83,25,0.02,303234.1392060368,303234.1392060368,0.0
personal,expanded,third_plus_nh_white,common_total,truncate83,25,0.03,288710.2594316391,288710.2594316391,0.0
personal,expanded,third_plus_nh_white,common_total,truncate83,25,0.05,245853.78850161828,245853.78850161828,0.0
personal,expanded,third_plus_nh_white,group_specific,full_100plus,0,0.0,-146542.0684447003,-146542.0684447003,0.0
personal,expanded,third_plus_nh_white,group_specific,full_100plus,0,0.02,-79933.21087553208,-79933.21087553208,0.0
personal,expanded,third_plus_nh_white,group_specific,full_100plus,0,0.03,-95553.29400735955,-95553.29400735957,1.4551915228366852e-11
personal,expanded,third_plus_nh_white,group_specific,full_100plus,0,0.05,-123083.16198859517,-123083.16198859515,1.4551915228366852e-11
personal,expanded,third_plus_nh_white,group_specific,full_100plus,25,0.0,133740.13180151585,133740.13180151585,0.0
personal,expanded,third_plus_nh_white,group_specific,full_100plus,25,0.02,263246.2158715087,263246.2158715087,0.0
personal,expanded,third_plus_nh_white,group_specific,full_100plus,25,0.03,267054.0140645089,267054.0140645089,0.0
personal,expanded,third_plus_nh_white,group_specific,full_100plus,25,0.05,239406.84445182953,239406.84445182953,0.0
personal,expanded,third_plus_nh_white,group_specific,truncate83,0,0.0,-7090.796576140307,-7090.796576140307,0.0
personal,expanded,third_plus_nh_white,group_specific,truncate83,0,0.02,-55348.39172999459,-55348.39172999459,0.0
personal,expanded,third_plus_nh_white,group_specific,truncate83,0,0.03,-85075.57408441906,-85075.57408441906,0.0
personal,expanded,third_plus_nh_white,group_specific,truncate83,0,0.05,-121124.90913991373,-121124.90913991371,1.4551915228366852e-11
personal,expanded,third_plus_nh_white,group_specific,truncate83,25,0.0,274901.54105851916,274901.54105851916,0.0
personal,expanded,third_plus_nh_white,group_specific,truncate83,25,0.02,304074.8468293527,304074.8468293527,0.0
personal,expanded,third_plus_nh_white,group_specific,truncate83,25,0.03,289261.0660219466,289261.0660219466,0.0
personal,expanded,third_plus_nh_white,group_specific,truncate83,25,0.05,246119.50598265813,246119.50598265813,0.0
personal,expanded,all_native,common_total,full_100plus,0,0.0,-296537.9542712675,-296537.9542712675,0.0
personal,expanded,all_native,common_total,full_100plus,0,0.02,-150185.90453854582,-150185.90453854582,0.0
personal,expanded,all_native,common_total,full_100plus,0,0.03,-146692.38372689654,-146692.38372689654,0.0
personal,expanded,all_native,common_total,full_100plus,0,0.05,-153272.02467641595,-153272.02467641595,0.0
personal,expanded,all_native,common_total,full_100plus,25,0.0,9944.085944277576,9944.085944277576,0.0
personal,expanded,all_native,common_total,full_100plus,25,0.02,182993.74621154473,182993.74621154473,0.0
personal,expanded,all_native,common_total,full_100plus,25,0.03,200159.6403752613,200159.6403752613,0.0
personal,expanded,all_native,common_total,full_100plus,25,0.05,190279.83102058407,190279.83102058407,0.0
personal,expanded,all_native,common_total,truncate83,0,0.0,-151772.3455068566,-151772.3455068566,0.0
personal,expanded,all_native,common_total,truncate83,0,0.02,-124719.41744042438,-124719.41744042438,0.0
personal,expanded,all_native,common_total,truncate83,0,0.03,-135849.5437362581,-135849.5437362581,0.0
personal,expanded,all_native,common_total,truncate83,0,0.05,-151249.12822635914,-151249.12822635914,0.0
personal,expanded,all_native,common_total,truncate83,25,0.0,156853.07388826192,156853.07388826192,0.0
personal,expanded,all_native,common_total,truncate83,25,0.02,225392.8133676346,225392.8133676346,0.0
personal,expanded,all_native,common_total,truncate83,25,0.03,223198.2694407113,223198.2694407113,0.0
personal,expanded,all_native,common_total,truncate83,25,0.05,197231.50017594025,197231.50017594022,2.9103830456733704e-11
personal,expanded,all_native,group_specific,full_100plus,0,0.0,-296537.9542712675,-296537.9542712675,0.0
personal,expanded,all_native,group_specific,full_100plus,0,0.02,-150185.90453854582,-150185.90453854582,0.0
personal,expanded,all_native,group_specific,full_100plus,0,0.03,-146692.38372689654,-146692.38372689654,0.0
personal,expanded,all_native,group_specific,full_100plus,0,0.05,-153272.02467641595,-153272.02467641595,0.0
personal,expanded,all_native,group_specific,full_100plus,25,0.0,9944.085944277576,9944.085944277576,0.0
personal,expanded,all_native,group_specific,full_100plus,25,0.02,182993.74621154473,182993.74621154473,0.0
personal,expanded,all_native,group_specific,full_100plus,25,0.03,200159.6403752613,200159.6403752613,0.0
personal,expanded,all_native,group_specific,full_100plus,25,0.05,190279.83102058407,190279.83102058407,0.0
personal,expanded,all_native,group_specific,truncate83,0,0.0,-151772.3455068566,-151772.3455068566,0.0
personal,expanded,all_native,group_specific,truncate83,0,0.02,-124719.41744042438,-124719.41744042438,0.0
personal,expanded,all_native,group_specific,truncate83,0,0.03,-135849.5437362581,-135849.5437362581,0.0
personal,expanded,all_native,group_specific,truncate83,0,0.05,-151249.12822635914,-151249.12822635914,0.0
personal,expanded,all_native,group_specific,truncate83,25,0.0,156853.07388826192,156853.07388826192,0.0
personal,expanded,all_native,group_specific,truncate83,25,0.02,225392.8133676346,225392.8133676346,0.0
personal,expanded,all_native,group_specific,truncate83,25,0.03,223198.2694407113,223198.2694407113,0.0
personal,expanded,all_native,group_specific,truncate83,25,0.05,197231.50017594025,197231.50017594022,2.9103830456733704e-11
shared,partial,mexico_born,common_total,full_100plus,0,0.0,-146479.36656280718,-146479.36656280718,0.0
shared,partial,mexico_born,common_total,full_100plus,0,0.02,-35384.63816887428,-35384.63816887428,0.0
shared,partial,mexico_born,common_total,full_100plus,0,0.03,-25209.060058821266,-25209.060058821266,0.0
shared,partial,mexico_born,common_total,full_100plus,0,0.05,-23259.076438723787,-23259.076438723787,0.0
shared,partial,mexico_born,common_total,full_100plus,25,0.0,-102395.51916366484,-102395.51916366484,0.0
shared,partial,mexico_born,common_total,full_100plus,25,0.02,11692.998928606998,11692.998928606998,0.0
shared,partial,mexico_born,common_total,full_100plus,25,0.03,32941.288201929216,32941.288201929216,0.0
shared,partial,mexico_born,common_total,full_100plus,25,0.05,48388.12031901139,48388.12031901139,0.0
shared,partial,mexico_born,common_total,truncate83,0,0.0,-88352.49453938042,-88352.49453938042,0.0
shared,partial,mexico_born,common_total,truncate83,0,0.02,-25159.231395310075,-25159.231395310075,0.0
shared,partial,mexico_born,common_total,truncate83,0,0.03,-20855.399145254367,-20855.399145254367,0.0
shared,partial,mexico_born,common_total,truncate83,0,0.05,-22446.83488444377,-22446.83488444377,0.0
shared,partial,mexico_born,common_total,truncate83,25,0.0,-43408.02887370292,-43408.02887370292,0.0
shared,partial,mexico_born,common_total,truncate83,25,0.02,28717.24364756809,28717.24364756809,0.0
shared,partial,mexico_born,common_total,truncate83,25,0.03,42191.85161068704,42191.85161068704,0.0
shared,partial,mexico_born,common_total,truncate83,25,0.05,51179.38260009764,51179.38260009764,0.0
shared,partial,mexico_born,group_specific,full_100plus,0,0.0,-181054.2680796202,-181054.2680796202,0.0
shared,partial,mexico_born,group_specific,full_100plus,0,0.02,-41859.130330758904,-41859.130330758904,0.0
shared,partial,mexico_born,group_specific,full_100plus,0,0.03,-28068.367181835463,-28068.367181835463,0.0
shared,partial,mexico_born,group_specific,full_100plus,0,0.05,-23843.03046884643,-23843.03046884643,0.0
shared,partial,mexico_born,group_specific,full_100plus,25,0.0,-137260.16701475583,-137260.16701475583,0.0
shared,partial,mexico_born,group_specific,full_100plus,25,0.02,962.931595061917,962.931595061917,0.0
shared,partial,mexico_born,group_specific,full_100plus,25,0.03,26891.579520105795,26891.579520105795,0.0
shared,partial,mexico_born,group_specific,full_100plus,25,0.05,46412.338473577314,46412.338473577314,0.0
shared,partial,mexico_born,group_specific,truncate83,0,0.0,-101727.88606994745,-101727.88606994743,1.4551915228366852e-11
shared,partial,mexico_born,group_specific,truncate83,0,0.02,-28077.82874772301,-28077.82874772301,0.0
shared,partial,mexico_born,group_specific,truncate83,0,0.03,-22234.17297480245,-22234.17297480245,0.0
shared,partial,mexico_born,group_specific,truncate83,0,0.05,-22765.897412479346,-22765.897412479342,3.637978807091713e-12
shared,partial,mexico_born,group_specific,truncate83,25,0.0,-56870.938923177295,-56870.938923177295,0.0
shared,partial,mexico_born,group_specific,truncate83,25,0.02,23875.551053734867,23875.551053734867,0.0
shared,partial,mexico_born,group_specific,truncate83,25,0.03,39270.75475873168,39270.75475873168,0.0
shared,partial,mexico_born,group_specific,truncate83,25,0.05,50108.76469620802,50108.76469620802,0.0
shared,partial,mexican_second_gen,common_total,full_100plus,0,0.0,-102808.36976520409,-102808.36976520409,0.0
shared,partial,mexican_second_gen,common_total,full_100plus,0,0.02,-13045.81395196098,-13045.813951960981,1.8189894035458565e-12
shared,partial,mexican_second_gen,common_total,full_100plus,0,0.03,-10840.747248886844,-10840.747248886844,0.0
shared,partial,mexican_second_gen,common_total,full_100plus,0,0.05,-18496.228686403447,-18496.228686403447,0.0
shared,partial,mexican_second_gen,common_total,full_100plus,25,0.0,-49595.7761983879,-49595.7761983879,0.0
shared,partial,mexican_second_gen,common_total,full_100plus,25,0.02,59905.96047608296,59905.96047608296,0.0
shared,partial,mexican_second_gen,common_total,full_100plus,25,0.03,76105.35750003016,76105.35750003016,0.0
shared,partial,mexican_second_gen,common_total,full_100plus,25,0.05,81535.69094029782,81535.69094029782,0.0
shared,partial,mexican_second_gen,common_total,truncate83,0,0.0,-33989.46647303537,-33989.46647303537,0.0
shared,partial,mexican_second_gen,common_total,truncate83,0,0.02,-939.51517177906,-939.51517177906,0.0
shared,partial,mexican_second_gen,common_total,truncate83,0,0.03,-5686.260882290301,-5686.260882290301,0.0
shared,partial,mexican_second_gen,common_total,truncate83,0,0.05,-17534.580983231855,-17534.580983231855,0.0
shared,partial,mexican_second_gen,common_total,truncate83,25,0.0,20242.050066829983,20242.050066829986,3.637978807091713e-12
shared,partial,mexican_second_gen,common_total,truncate83,25,0.02,80061.69585548226,80061.69585548226,0.0
shared,partial,mexican_second_gen,common_total,truncate83,25,0.03,87057.49730154584,87057.49730154584,0.0
shared,partial,mexican_second_gen,common_total,truncate83,25,0.05,84840.38638146545,84840.38638146545,0.0
shared,partial,mexican_second_gen,group_specific,full_100plus,0,0.0,-143293.2154051289,-143293.2154051289,0.0
shared,partial,mexican_second_gen,group_specific,full_100plus,0,0.02,-20514.80740131371,-20514.80740131371,0.0
shared,partial,mexican_second_gen,group_specific,full_100plus,0,0.03,-14099.402604719206,-14099.402604719206,0.0
shared,partial,mexican_second_gen,group_specific,full_100plus,0,0.05,-19135.539036220573,-19135.539036220573,0.0
shared,partial,mexican_second_gen,group_specific,full_100plus,25,0.0,-90514.38904585296,-90514.38904585296,0.0
shared,partial,mexican_second_gen,group_specific,full_100plus,25,0.02,47466.12699895819,47466.12699895819,0.0
shared,partial,mexican_second_gen,group_specific,full_100plus,25,0.03,69160.32651760033,69160.32651760033,0.0
shared,partial,mexican_second_gen,group_specific,full_100plus,25,0.05,79339.25807934119,79339.25807934119,0.0
shared,partial,mexican_second_gen,group_specific,truncate83,0,0.0,-49375.30064375808,-49375.30064375808,0.0
shared,partial,mexican_second_gen,group_specific,truncate83,0,0.02,-4198.531849776693,-4198.531849776693,0.0
shared,partial,mexican_second_gen,group_specific,truncate83,0,0.03,-7192.0492078304305,-7192.0492078304305,0.0
shared,partial,mexican_second_gen,group_specific,truncate83,0,0.05,-17860.274893174144,-17860.274893174144,0.0
shared,partial,mexican_second_gen,group_specific,truncate83,25,0.0,4661.874895147792,4661.874895147792,0.0
shared,partial,mexican_second_gen,group_specific,truncate83,25,0.02,74593.36243769251,74593.36243769251,0.0
shared,partial,mexican_second_gen,group_specific,truncate83,25,0.03,83816.56439739637,83816.56439739637,0.0
shared,partial,mexican_second_gen,group_specific,truncate83,25,0.05,83715.61603370239,83715.61603370239,0.0
shared,partial,mexican_third_plus_selfid,common_total,full_100plus,0,0.0,19927.301560904147,19927.301560904147,0.0
shared,partial,mexican_third_plus_selfid,common_total,full_100plus,0,0.02,79919.52465231625,79919.52465231625,0.0
shared,partial,mexican_third_plus_selfid,common_total,full_100plus,0,0.03,69837.22103988659,69837.22103988659,0.0
shared,partial,mexican_third_plus_selfid,common_total,full_100plus,0,0.05,43775.33910931904,43775.339109319044,7.275957614183426e-12
shared,partial,mexican_third_plus_selfid,common_total,full_100plus,25,0.0,-9925.437835016166,-9925.437835016166,0.0
shared,partial,mexican_third_plus_selfid,common_total,full_100plus,25,0.02,101602.40212693682,101602.40212693682,0.0
shared,partial,mexican_third_plus_selfid,common_total,full_100plus,25,0.03,116414.368182686,116414.36818268601,1.4551915228366852e-11
shared,partial,mexican_third_plus_selfid,common_total,full_100plus,25,0.05,117831.48763985296,117831.48763985297,1.4551915228366852e-11
shared,partial,mexican_third_plus_selfid,common_total,truncate83,0,0.0,94141.46701298624,94141.46701298625,1.4551915228366852e-11
shared,partial,mexican_third_plus_selfid,common_total,truncate83,0,0.02,92974.93265366698,92974.93265366698,0.0
shared,partial,mexican_third_plus_selfid,common_total,truncate83,0,0.03,75395.80866234626,75395.80866234626,0.0
shared,partial,mexican_third_plus_selfid,common_total,truncate83,0,0.05,44812.3780380971,44812.3780380971,0.0
shared,partial,mexican_third_plus_selfid,common_total,truncate83,25,0.0,65387.5320804815,65387.5320804815,0.0
shared,partial,mexican_third_plus_selfid,common_total,truncate83,25,0.02,123338.3061983018,123338.30619830181,1.4551915228366852e-11
shared,partial,mexican_third_plus_selfid,common_total,truncate83,25,0.03,128225.133486999,128225.133486999,0.0
shared,partial,mexican_third_plus_selfid,common_total,truncate83,25,0.05,121395.26448759396,121395.26448759396,0.0
shared,partial,mexican_third_plus_selfid,group_specific,full_100plus,0,0.0,-23396.943568675943,-23396.943568675943,0.0
shared,partial,mexican_third_plus_selfid,group_specific,full_100plus,0,0.02,72005.00891336048,72005.00891336048,0.0
shared,partial,mexican_third_plus_selfid,group_specific,full_100plus,0,0.03,66426.42336259059,66426.42336259059,0.0
shared,partial,mexican_third_plus_selfid,group_specific,full_100plus,0,0.05,43152.84316341624,43152.84316341624,0.0
shared,partial,mexican_third_plus_selfid,group_specific,full_100plus,25,0.0,-53856.706534721525,-53856.706534721525,0.0
shared,partial,mexican_third_plus_selfid,group_specific,full_100plus,25,0.02,88260.31715196658,88260.31715196658,0.0
shared,partial,mexican_third_plus_selfid,group_specific,full_100plus,25,0.03,108972.10349857916,108972.10349857915,1.4551915228366852e-11
shared,partial,mexican_third_plus_selfid,group_specific,full_100plus,25,0.05,115486.23938508796,115486.23938508795,1.4551915228366852e-11
shared,partial,mexican_third_plus_selfid,group_specific,truncate83,0,0.0,77883.94484397155,77883.94484397155,0.0
shared,partial,mexican_third_plus_selfid,group_specific,truncate83,0,0.02,89600.44730915551,89600.44730915551,0.0
shared,partial,mexican_third_plus_selfid,group_specific,truncate83,0,0.03,73875.29922822851,73875.29922822851,0.0
shared,partial,mexican_third_plus_selfid,group_specific,truncate83,0,0.05,44528.085423603865,44528.085423603865,0.0
shared,partial,mexican_third_plus_selfid,group_specific,truncate83,25,0.0,48781.183075940935,48781.183075940935,0.0
shared,partial,mexican_third_plus_selfid,group_specific,truncate83,25,0.02,117514.27271938857,117514.27271938855,1.4551915228366852e-11
shared,partial,mexican_third_plus_selfid,group_specific,truncate83,25,0.03,124777.36064280383,124777.36064280383,0.0
shared,partial,mexican_third_plus_selfid,group_specific,truncate83,25,0.05,120205.69490915551,120205.69490915551,0.0
shared,partial,mexican_observed_total,common_total,full_100plus,0,0.0,-80473.19191265276,-80473.19191265276,0.0
shared,partial,mexican_observed_total,common_total,full_100plus,0,0.02,12179.059602940082,12179.059602940082,0.0
shared,partial,mexican_observed_total,common_total,full_100plus,0,0.03,14498.533345017397,14498.533345017395,1.8189894035458565e-12
shared,partial,mexican_observed_total,common_total,full_100plus,0,0.05,5355.882840037988,5355.882840037988,0.0
shared,partial,mexican_observed_total,common_total,full_100plus,25,0.0,-67626.95265257396,-67626.95265257396,0.0
shared,partial,mexican_observed_total,common_total,full_100plus,25,0.02,46999.46051918418,46999.46051918418,0.0
shared,partial,mexican_observed_total,common_total,full_100plus,25,0.03,65932.75461547915,65932.75461547915,0.0
shared,partial,mexican_observed_total,common_total,full_100plus,25,0.05,75899.83110912036,75899.83110912036,0.0
shared,partial,mexican_observed_total,common_total,truncate83,0,0.0,-15034.423708724456,-15034.423708724456,0.0
shared,partial,mexican_observed_total,common_total,truncate83,0,0.02,23690.740867613426,23690.740867613422,3.637978807091713e-12
shared,partial,mexican_observed_total,common_total,truncate83,0,0.03,19399.850024273503,19399.850024273503,0.0
shared,partial,mexican_observed_total,common_total,truncate83,0,0.05,6270.29789362468,6270.29789362468,0.0
shared,partial,mexican_observed_total,common_total,truncate83,25,0.0,-1219.3072788374411,-1219.3072788374411,0.0
shared,partial,mexican_observed_total,common_total,truncate83,25,0.02,66165.21923336468,66165.21923336468,0.0
shared,partial,mexican_observed_total,common_total,truncate83,25,0.03,76346.96500714573,76346.96500714573,0.0
shared,partial,mexican_observed_total,common_total,truncate83,25,0.05,79042.21188843972,79042.21188843972,0.0
shared,partial,mexican_observed_total,group_specific,full_100plus,0,0.0,-119063.06651835713,-119063.06651835713,0.0
shared,partial,mexican_observed_total,group_specific,full_100plus,0,0.02,5033.205226543975,5033.205226543975,0.0
shared,partial,mexican_observed_total,group_specific,full_100plus,0,0.03,11377.23516986331,11377.23516986331,0.0
shared,partial,mexican_observed_total,group_specific,full_100plus,0,0.05,4749.132005926871,4749.132005926871,0.0
shared,partial,mexican_observed_total,group_specific,full_100plus,25,0.0,-106637.7129120906,-106637.71291209059,1.4551915228366852e-11
shared,partial,mexican_observed_total,group_specific,full_100plus,25,0.02,35065.508793648085,35065.508793648085,0.0
shared,partial,mexican_observed_total,group_specific,full_100plus,25,0.03,59236.58690304179,59236.58690304179,0.0
shared,partial,mexican_observed_total,group_specific,full_100plus,25,0.05,73747.29148358403,73747.29148358403,0.0
shared,partial,mexican_observed_total,group_specific,truncate83,0,0.0,-29758.05931454406,-29758.05931454406,0.0
shared,partial,mexican_observed_total,group_specific,truncate83,0,0.02,20548.08446307425,20548.08446307425,0.0
shared,partial,mexican_observed_total,group_specific,truncate83,0,0.03,17945.32440433761,17945.32440433761,0.0
shared,partial,mexican_observed_total,group_specific,truncate83,0,0.05,5961.759796598055,5961.759796598055,0.0
shared,partial,mexican_observed_total,group_specific,truncate83,25,0.0,-16136.162079329886,-16136.162079329886,0.0
shared,partial,mexican_observed_total,group_specific,truncate83,25,0.02,60860.35275319621,60860.35275319621,0.0
shared,partial,mexican_observed_total,group_specific,truncate83,25,0.03,73172.96350128303,73172.96350128303,0.0
shared,partial,mexican_observed_total,group_specific,truncate83,25,0.05,77908.69859780418,77908.69859780418,0.0
shared,partial,third_plus_nh_white,common_total,full_100plus,0,0.0,380099.09981411474,380099.09981411474,0.0
shared,partial,third_plus_nh_white,common_total,full_100plus,0,0.02,279434.5576058852,279434.5576058852,0.0
shared,partial,third_plus_nh_white,common_total,full_100plus,0,0.03,226365.59211625383,226365.59211625386,2.9103830456733704e-11
shared,partial,third_plus_nh_white,common_total,full_100plus,0,0.05,149452.2468699694,149452.2468699694,0.0
shared,partial,third_plus_nh_white,common_total,full_100plus,25,0.0,222920.7319378368,222920.7319378368,0.0
shared,partial,third_plus_nh_white,common_total,full_100plus,25,0.02,260886.2296187794,260886.2296187794,0.0
shared,partial,third_plus_nh_white,common_total,full_100plus,25,0.03,250528.08509299153,250528.08509299153,0.0
shared,partial,third_plus_nh_white,common_total,full_100plus,25,0.05,216728.41395838512,216728.41395838512,0.0
shared,partial,third_plus_nh_white,common_total,truncate83,0,0.0,462732.9654912286,462732.9654912286,0.0
shared,partial,third_plus_nh_white,common_total,truncate83,0,0.02,293971.11979144387,293971.11979144387,0.0
shared,partial,third_plus_nh_white,common_total,truncate83,0,0.03,232554.80923067895,232554.80923067895,0.0
shared,partial,third_plus_nh_white,common_total,truncate83,0,0.05,150606.93930665683,150606.93930665683,0.0
shared,partial,third_plus_nh_white,common_total,truncate83,25,0.0,306778.0629720316,306778.0629720316,0.0
