name,pop_2010,pop_2024,pop_growth_pct,hu_2010,hu_2024,hu_growth_pct,added_people,added_units,people_per_added_unit
California,37319502.0,39431263.0,5.658599088487293,13682976.0,14877017.0,8.726471492751276,2111761.0,1194041.0,1.7685833233532182
Texas,25241971.0,31290831.0,23.96350110694605,9996209.0,12616736.0,26.215208185423087,6048860.0,2620527.0,2.3082608956137447
United States,309321666.0,340110988.0,9.953820046992767,133428281.0,148357927.0,11.189266539377819,30789322.0,14929646.0,2.0622941762986207
