benchmark,rule,end,convention,rate_path,window_start,financing,stock_entering_2024_bn,legacy_interest_2024_bn,stock_end_2024_brief_bn,flow_2024_bn,flow_2024_part_year_interest_bn,sum_flows_nominal_bn,rate_2024,stock_share_of_debt_end_fy2023,interest_per_member_usd,interest_per_other_resident_usd,interest_share_of_fy2024_net_interest,interest_share_of_account_interest_allocation,interest_share_of_per_head_net_interest
main,programme_income_pandemic_per_head,low,central,gross_public_securities,2015,all_borrowed,549.483869,19.164609,568.648479,38.643017,0.673885,510.217295,0.034877,0.020944,468.611606,64.049753,0.021781,0.142447,0.181138
main,programme_income_pandemic_per_head,low,central,gross_public_securities,2015,half_borrowed,274.741935,9.582305,284.324239,19.321509,0.336943,255.108648,0.034877,0.010472,234.305803,32.024877,0.01089,0.071224,0.090569
main,programme_income_pandemic_per_head,low,high,effective,2005,all_borrowed,1059.123779,34.242515,1093.366295,48.4842,0.783771,923.868622,0.032331,0.04037,837.295444,114.441396,0.038917,0.254519,0.323651
main,programme_income_pandemic_per_head,low,high,effective,2005,half_borrowed,529.56189,17.121258,546.683147,24.2421,0.391885,461.934311,0.032331,0.020185,418.647722,57.220698,0.019459,0.127259,0.161825
main,programme_income_pandemic_per_head,low,high,effective,2010,all_borrowed,951.435326,30.760841,982.196168,48.4842,0.783771,843.479004,0.032331,0.036265,752.161815,102.805346,0.03496,0.22864,0.290743
main,programme_income_pandemic_per_head,low,high,effective,2010,half_borrowed,475.717663,15.380421,491.098084,24.2421,0.391885,421.739502,0.032331,0.018133,376.080907,51.402673,0.01748,0.11432,0.145371
main,programme_income_pandemic_per_head,low,high,effective,2015,all_borrowed,609.968376,19.720879,629.689254,48.4842,0.783771,570.79481,0.032331,0.02325,482.21346,65.908852,0.022413,0.146582,0.186396
main,programme_income_pandemic_per_head,low,high,effective,2015,half_borrowed,304.984188,9.860439,314.844627,24.2421,0.391885,285.397405,0.032331,0.011625,241.10673,32.954426,0.011207,0.073291,0.093198
main,programme_income_pandemic_per_head,low,high,constant_3_22,2005,all_borrowed,1150.450858,37.053613,1187.50447,48.4842,0.780787,923.868622,0.032208,0.043851,906.032197,123.836323,0.042112,0.275413,0.35022
main,programme_income_pandemic_per_head,low,high,constant_3_22,2005,half_borrowed,575.225429,18.526806,593.752235,24.2421,0.390394,461.934311,0.032208,0.021925,453.016098,61.918162,0.021056,0.137707,0.17511
main,programme_income_pandemic_per_head,low,high,constant_3_22,2010,all_borrowed,1023.70028,32.971242,1056.671522,48.4842,0.780787,843.479004,0.032208,0.03902,806.210372,110.192694,0.037472,0.24507,0.311635
main,programme_income_pandemic_per_head,low,high,constant_3_22,2010,half_borrowed,511.85014,16.485621,528.335761,24.2421,0.390394,421.739502,0.032208,0.01951,403.105186,55.096347,0.018736,0.122535,0.155817
main,programme_income_pandemic_per_head,low,high,constant_3_22,2015,all_borrowed,631.411927,20.336456,651.748383,48.4842,0.780787,570.79481,0.032208,0.024067,497.265513,67.966164,0.023113,0.151157,0.192214
main,programme_income_pandemic_per_head,low,high,constant_3_22,2015,half_borrowed,315.705964,10.168228,325.874192,24.2421,0.390394,285.397405,0.032208,0.012033,248.632756,33.983082,0.011556,0.075579,0.096107
main,programme_income_pandemic_per_head,low,high,treasury_10y,2005,all_borrowed,1081.890355,45.953293,1127.843648,48.4842,1.029683,923.868622,0.042475,0.041238,1123.646511,153.57981,0.052227,0.341563,0.434338
main,programme_income_pandemic_per_head,low,high,treasury_10y,2005,half_borrowed,540.945178,22.976646,563.921824,24.2421,0.514842,461.934311,0.042475,0.020619,561.823255,76.789905,0.026113,0.170781,0.217169
main,programme_income_pandemic_per_head,low,high,treasury_10y,2010,all_borrowed,969.103919,41.162689,1010.266608,48.4842,1.029683,843.479004,0.042475,0.036939,1006.50702,137.569205,0.046782,0.305955,0.389058
main,programme_income_pandemic_per_head,low,high,treasury_10y,2010,half_borrowed,484.55196,20.581344,505.133304,24.2421,0.514842,421.739502,0.042475,0.018469,503.25351,68.784602,0.023391,0.152978,0.194529
main,programme_income_pandemic_per_head,low,high,treasury_10y,2015,all_borrowed,617.030705,26.208379,643.239084,48.4842,1.029683,570.79481,0.042475,0.023519,640.845346,87.590631,0.029786,0.194802,0.247714
main,programme_income_pandemic_per_head,low,high,treasury_10y,2015,half_borrowed,308.515353,13.10419,321.619542,24.2421,0.514842,285.397405,0.042475,0.011759,320.422673,43.795315,0.014893,0.097401,0.123857
main,programme_income_pandemic_per_head,low,high,gross_public_securities,2005,all_borrowed,1079.283447,37.64268,1116.926127,48.4842,0.845503,923.868622,0.034877,0.041138,920.436027,125.805036,0.042782,0.279792,0.355788
main,programme_income_pandemic_per_head,low,high,gross_public_securities,2005,half_borrowed,539.641724,18.82134,558.463064,24.2421,0.422752,461.934311,0.034877,0.020569,460.218014,62.902518,0.021391,0.139896,0.177894
main,programme_income_pandemic_per_head,low,high,gross_public_securities,2010,all_borrowed,967.164969,33.732271,1000.89724,48.4842,0.845503,843.479004,0.034877,0.036865,824.818989,112.736116,0.038337,0.250726,0.318828
main,programme_income_pandemic_per_head,low,high,gross_public_securities,2010,half_borrowed,483.582484,16.866135,500.44862,24.2421,0.422752,421.739502,0.034877,0.018432,412.409495,56.368058,0.019169,0.125363,0.159414
main,programme_income_pandemic_per_head,low,high,gross_public_securities,2015,all_borrowed,614.782155,21.442049,636.224204,48.4842,0.845503,570.79481,0.034877,0.023433,524.299382,71.661149,0.024369,0.159375,0.202664
main,programme_income_pandemic_per_head,low,high,gross_public_securities,2015,half_borrowed,307.391078,10.721024,318.112102,24.2421,0.422752,285.397405,0.034877,0.011717,262.149691,35.830574,0.012185,0.079688,0.101332
main,programme_income_pandemic_per_head,low,low,effective,2005,all_borrowed,642.333196,20.767265,663.100461,16.522239,0.26709,570.240687,0.032331,0.024483,507.799625,69.405965,0.023602,0.15436,0.196286
main,programme_income_pandemic_per_head,low,low,effective,2005,half_borrowed,321.166598,10.383633,331.55023,8.261119,0.133545,285.120344,0.032331,0.012242,253.899813,34.702982,0.011801,0.07718,0.098143
main,programme_income_pandemic_per_head,low,low,effective,2010,all_borrowed,629.993983,20.368326,650.362309,16.522239,0.26709,556.790992,0.032331,0.024013,498.044801,68.072677,0.023149,0.151394,0.192516
main,programme_income_pandemic_per_head,low,low,effective,2010,half_borrowed,314.996991,10.184163,325.181154,8.261119,0.133545,278.395496,0.032331,0.012006,249.0224,34.036338,0.011575,0.075697,0.096258
main,programme_income_pandemic_per_head,low,low,effective,2015,all_borrowed,393.459654,12.720938,406.180592,16.522239,0.26709,368.389994,0.032331,0.014997,311.051439,42.514457,0.014458,0.094553,0.120235
main,programme_income_pandemic_per_head,low,low,effective,2015,half_borrowed,196.729827,6.360469,203.090296,8.261119,0.133545,184.194997,0.032331,0.007499,155.525719,21.257228,0.007229,0.047276,0.060117
main,programme_income_pandemic_per_head,low,low,constant_3_22,2005,all_borrowed,695.182863,22.390384,717.573247,16.522239,0.266073,570.240687,0.032208,0.026498,547.488015,74.830567,0.025447,0.166424,0.211628
main,programme_income_pandemic_per_head,low,low,constant_3_22,2005,half_borrowed,347.591431,11.195192,358.786623,8.261119,0.133037,285.120344,0.032208,0.013249,273.744008,37.415283,0.012724,0.083212,0.105814
main,programme_income_pandemic_per_head,low,low,constant_3_22,2010,all_borrowed,679.085419,21.871919,700.957339,16.522239,0.266073,556.790992,0.032208,0.025884,534.810549,73.097813,0.024858,0.16257,0.206727
main,programme_income_pandemic_per_head,low,low,constant_3_22,2010,half_borrowed,339.54271,10.93596,350.478669,8.261119,0.133037,278.395496,0.032208,0.012942,267.405274,36.548906,0.012429,0.081285,0.103364
main,programme_income_pandemic_per_head,low,low,constant_3_22,2015,all_borrowed,406.946059,13.10688,420.052939,16.522239,0.266073,368.389994,0.032208,0.015511,320.488467,43.804308,0.014896,0.097421,0.123883
main,programme_income_pandemic_per_head,low,low,constant_3_22,2015,half_borrowed,203.473029,6.55344,210.02647,8.261119,0.133037,184.194997,0.032208,0.007756,160.244233,21.902154,0.007448,0.048711,0.061941
main,programme_income_pandemic_per_head,low,low,treasury_10y,2005,all_borrowed,655.491926,27.84202,683.333946,16.522239,0.350891,570.240687,0.042475,0.024985,680.790999,93.050396,0.031643,0.206945,0.263155
main,programme_income_pandemic_per_head,low,low,treasury_10y,2005,half_borrowed,327.745963,13.92101,341.666973,8.261119,0.175446,285.120344,0.042475,0.012492,340.395499,46.525198,0.015822,0.103472,0.131577
main,programme_income_pandemic_per_head,low,low,treasury_10y,2010,all_borrowed,642.288738,27.281214,669.569952,16.522239,0.350891,556.790992,0.042475,0.024482,667.078226,91.176136,0.031006,0.202777,0.257854
main,programme_income_pandemic_per_head,low,low,treasury_10y,2010,half_borrowed,321.144369,13.640607,334.784976,8.261119,0.175446,278.395496,0.042475,0.012241,333.539113,45.588068,0.015503,0.101388,0.128927
main,programme_income_pandemic_per_head,low,low,treasury_10y,2015,all_borrowed,398.330878,16.919104,415.249982,16.522239,0.350891,368.389994,0.042475,0.015183,413.704678,56.545084,0.019229,0.125757,0.159915
main,programme_income_pandemic_per_head,low,low,treasury_10y,2015,half_borrowed,199.165439,8.459552,207.624991,8.261119,0.175446,184.194997,0.042475,0.007591,206.852339,28.272542,0.009614,0.062878,0.079957
main,programme_income_pandemic_per_head,low,low,gross_public_securities,2005,all_borrowed,653.220634,22.782686,676.00332,16.522239,0.288127,570.240687,0.034877,0.024898,557.08054,76.141672,0.025893,0.16934,0.215336
main,programme_income_pandemic_per_head,low,low,gross_public_securities,2005,half_borrowed,326.610317,11.391343,338.00166,8.261119,0.144063,285.120344,0.034877,0.012449,278.54027,38.070836,0.012946,0.08467,0.107668
main,programme_income_pandemic_per_head,low,low,gross_public_securities,2010,all_borrowed,640.671117,22.34499,663.016107,16.522239,0.288127,556.790992,0.034877,0.02442,546.378043,74.678856,0.025396,0.166086,0.211199
main,programme_income_pandemic_per_head,low,low,gross_public_securities,2010,half_borrowed,320.335558,11.172495,331.508054,8.261119,0.144063,278.395496,0.034877,0.01221,273.189021,37.339428,0.012698,0.083043,0.105599
main,programme_income_pandemic_per_head,low,low,gross_public_securities,2015,all_borrowed,396.493467,13.828691,410.322157,16.522239,0.288127,368.389994,0.034877,0.015113,338.138116,46.216659,0.015717,0.102786,0.130705
main,programme_income_pandemic_per_head,low,low,gross_public_securities,2015,half_borrowed,198.246733,6.914345,205.161079,8.261119,0.144063,184.194997,0.034877,0.007556,169.069058,23.108329,0.007858,0.051393,0.065352
main,programme_pandemic_per_head,high,central,effective,2005,all_borrowed,737.349776,23.839245,761.18902,58.449363,0.944863,667.848082,0.032331,0.028105,582.915444,79.672782,0.027094,0.177193,0.225322
main,programme_pandemic_per_head,high,central,effective,2005,half_borrowed,368.674888,11.919622,380.59451,29.224681,0.472431,333.924041,0.032331,0.014052,291.457722,39.836391,0.013547,0.088597,0.112661
main,programme_pandemic_per_head,high,central,effective,2010,all_borrowed,732.063071,23.66832,755.731391,58.449363,0.944863,659.424293,0.032331,0.027903,578.736014,79.101538,0.0269,0.175923,0.223706
main,programme_pandemic_per_head,high,central,effective,2010,half_borrowed,366.031536,11.83416,377.865696,29.224681,0.472431,329.712146,0.032331,0.013952,289.368007,39.550769,0.01345,0.087961,0.111853
main,programme_pandemic_per_head,high,central,effective,2015,all_borrowed,517.296868,16.724717,534.021586,58.449363,0.944863,488.878882,0.032331,0.019717,408.95155,55.895427,0.019008,0.124312,0.158077
main,programme_pandemic_per_head,high,central,effective,2015,half_borrowed,258.648434,8.362359,267.010793,29.224681,0.472431,244.439441,0.032331,0.009859,204.475775,27.947713,0.009504,0.062156,0.079039
main,programme_pandemic_per_head,high,central,constant_3_22,2005,all_borrowed,787.448791,25.362077,812.810868,58.449363,0.941266,667.848082,0.032208,0.030015,620.151616,84.762215,0.028825,0.188512,0.239715
main,programme_pandemic_per_head,high,central,constant_3_22,2005,half_borrowed,393.724396,12.681038,406.405434,29.224681,0.470633,333.924041,0.032208,0.015007,310.075808,42.381108,0.014412,0.094256,0.119858
main,programme_pandemic_per_head,high,central,constant_3_22,2010,all_borrowed,779.604417,25.109426,804.713843,58.449363,0.941266,659.424293,0.032208,0.029716,613.973816,83.917835,0.028537,0.186634,0.237327
main,programme_pandemic_per_head,high,central,constant_3_22,2010,half_borrowed,389.802208,12.554713,402.356921,29.224681,0.470633,329.712146,0.032208,0.014858,306.986908,41.958917,0.014269,0.093317,0.118664
main,programme_pandemic_per_head,high,central,constant_3_22,2015,all_borrowed,532.096777,17.137723,549.234499,58.449363,0.941266,488.878882,0.032208,0.020281,419.05033,57.275726,0.019477,0.127382,0.161981
main,programme_pandemic_per_head,high,central,constant_3_22,2015,half_borrowed,266.048388,8.568861,274.61725,29.224681,0.470633,244.439441,0.032208,0.010141,209.525165,28.637863,0.009739,0.063691,0.08099
main,programme_pandemic_per_head,high,central,treasury_10y,2005,all_borrowed,750.547597,31.879509,782.427106,58.449363,1.241318,667.848082,0.042475,0.028608,779.515395,106.544029,0.036232,0.236955,0.301316
main,programme_pandemic_per_head,high,central,treasury_10y,2005,half_borrowed,375.273798,15.939755,391.213553,29.224681,0.620659,333.924041,0.042475,0.014304,389.757698,53.272014,0.018116,0.118477,0.150658
main,programme_pandemic_per_head,high,central,treasury_10y,2010,all_borrowed,744.72453,31.632174,776.356705,58.449363,1.241318,659.424293,0.042475,0.028386,773.467584,105.717415,0.035951,0.235117,0.298978
main,programme_pandemic_per_head,high,central,treasury_10y,2010,half_borrowed,372.362265,15.816087,388.178352,29.224681,0.620659,329.712146,0.042475,0.014193,386.733792,52.858708,0.017975,0.117558,0.149489
main,programme_pandemic_per_head,high,central,treasury_10y,2015,all_borrowed,523.140078,22.220375,545.360453,58.449363,1.241318,488.878882,0.042475,0.01994,543.330958,74.262381,0.025254,0.16516,0.210021
main,programme_pandemic_per_head,high,central,treasury_10y,2015,half_borrowed,261.570039,11.110187,272.680227,29.224681,0.620659,244.439441,0.042475,0.00997,271.665479,37.131191,0.012627,0.08258,0.10501
main,programme_pandemic_per_head,high,central,gross_public_securities,2005,all_borrowed,747.628396,26.07539,773.703786,58.449363,1.019283,667.848082,0.034877,0.028497,637.5935,87.146169,0.029635,0.193814,0.246457
main,programme_pandemic_per_head,high,central,gross_public_securities,2005,half_borrowed,373.814198,13.037695,386.851893,29.224681,0.509642,333.924041,0.034877,0.014248,318.79675,43.573084,0.014818,0.096907,0.123229
main,programme_pandemic_per_head,high,central,gross_public_securities,2010,all_borrowed,742.43925,25.894406,768.333655,58.449363,1.019283,659.424293,0.034877,0.028299,633.168085,86.541304,0.02943,0.192469,0.244747
main,programme_pandemic_per_head,high,central,gross_public_securities,2010,half_borrowed,371.219625,12.947203,384.166828,29.224681,0.509642,329.712146,0.034877,0.014149,316.584043,43.270652,0.014715,0.096234,0.122373
main,programme_pandemic_per_head,high,central,gross_public_securities,2015,all_borrowed,520.646968,18.158851,538.805819,58.449363,1.019283,488.878882,0.034877,0.019845,444.01888,60.688423,0.020638,0.134972,0.171632
main,programme_pandemic_per_head,high,central,gross_public_securities,2015,half_borrowed,260.323484,9.079426,269.40291,29.224681,0.509642,244.439441,0.034877,0.009923,222.00944,30.344212,0.010319,0.067486,0.085816
main,programme_pandemic_per_head,high,high,effective,2005,all_borrowed,904.709947,29.250164,933.960111,72.396799,1.17033,810.812425,0.032331,0.034484,715.222839,97.756534,0.033243,0.217411,0.276464
main,programme_pandemic_per_head,high,high,effective,2005,half_borrowed,452.354973,14.625082,466.980055,36.198399,0.585165,405.406212,0.032331,0.017242,357.61142,48.878267,0.016622,0.108706,0.138232
main,programme_pandemic_per_head,high,high,effective,2010,all_borrowed,864.956526,27.964897,892.921422,72.396799,1.17033,778.099275,0.032331,0.032969,683.795579,93.461061,0.031783,0.207858,0.264316
main,programme_pandemic_per_head,high,high,effective,2010,half_borrowed,432.478263,13.982448,446.460711,36.198399,0.585165,389.049637,0.032331,0.016484,341.89779,46.730531,0.015891,0.103929,0.132158
main,programme_pandemic_per_head,high,high,effective,2015,all_borrowed,608.2578,19.665574,627.923374,72.396799,1.17033,573.834695,0.032331,0.023184,480.861156,65.724019,0.02235,0.146171,0.185873
main,programme_pandemic_per_head,high,high,effective,2015,half_borrowed,304.1289,9.832787,313.961687,36.198399,0.585165,286.917348,0.032331,0.011592,240.430578,32.86201,0.011175,0.073085,0.092937
main,programme_pandemic_per_head,high,high,constant_3_22,2005,all_borrowed,969.834205,31.236329,1001.070534,72.396799,1.165875,810.812425,0.032208,0.036966,763.788396,104.394465,0.035501,0.232174,0.295237
main,programme_pandemic_per_head,high,high,constant_3_22,2005,half_borrowed,484.917102,15.618164,500.535267,36.198399,0.582937,405.406212,0.032208,0.018483,381.894198,52.197233,0.01775,0.116087,0.147618
main,programme_pandemic_per_head,high,high,constant_3_22,2010,all_borrowed,921.953012,29.694176,951.647188,72.396799,1.165875,778.099275,0.032208,0.035141,726.079786,99.240459,0.033748,0.220712,0.280661
main,programme_pandemic_per_head,high,high,constant_3_22,2010,half_borrowed,460.976506,14.847088,475.823594,36.198399,0.582937,389.049637,0.032208,0.017571,363.039893,49.62023,0.016874,0.110356,0.14033
main,programme_pandemic_per_head,high,high,constant_3_22,2015,all_borrowed,626.461452,20.177011,646.638464,72.396799,1.165875,573.834695,0.032208,0.023878,493.366789,67.433287,0.022932,0.149972,0.190707
main,programme_pandemic_per_head,high,high,constant_3_22,2015,half_borrowed,313.230726,10.088506,323.319232,36.198399,0.582937,286.917348,0.032208,0.011939,246.683395,33.716644,0.011466,0.074986,0.095354
main,programme_pandemic_per_head,high,high,treasury_10y,2005,all_borrowed,921.623339,39.145951,960.76929,72.396799,1.537527,810.812425,0.042475,0.035129,957.1939,130.829096,0.04449,0.290965,0.369997
main,programme_pandemic_per_head,high,high,treasury_10y,2005,half_borrowed,460.811669,19.572976,480.384645,36.198399,0.768764,405.406212,0.042475,0.017564,478.59695,65.414548,0.022245,0.145483,0.184998
main,programme_pandemic_per_head,high,high,treasury_10y,2010,all_borrowed,879.798009,37.36942,917.167429,72.396799,1.537527,778.099275,0.042475,0.033535,913.754298,124.891779,0.042471,0.27776,0.353205
main,programme_pandemic_per_head,high,high,treasury_10y,2010,half_borrowed,439.899004,18.68471,458.583715,36.198399,0.768764,389.049637,0.042475,0.016767,456.877149,62.445889,0.021236,0.13888,0.176603
main,programme_pandemic_per_head,high,high,treasury_10y,2015,all_borrowed,615.014777,26.122753,641.13753,72.396799,1.537527,573.834695,0.042475,0.023442,638.751612,87.304459,0.029689,0.194166,0.246905
main,programme_pandemic_per_head,high,high,treasury_10y,2015,half_borrowed,307.507389,13.061376,320.568765,36.198399,0.768764,286.917348,0.042475,0.011721,319.375806,43.65223,0.014845,0.097083,0.123452
main,programme_pandemic_per_head,high,high,gross_public_securities,2005,all_borrowed,918.568522,32.03735,950.605872,72.396799,1.262509,810.812425,0.034877,0.035012,783.374899,107.071545,0.036411,0.238128,0.302808
main,programme_pandemic_per_head,high,high,gross_public_securities,2005,half_borrowed,459.284261,16.018675,475.302936,36.198399,0.631254,405.406212,0.034877,0.017506,391.687449,53.535773,0.018206,0.119064,0.151404
main,programme_pandemic_per_head,high,high,gross_public_securities,2010,all_borrowed,877.394107,30.60129,907.995397,72.396799,1.262509,778.099275,0.034877,0.033443,748.260476,102.272112,0.034779,0.227454,0.289235
main,programme_pandemic_per_head,high,high,gross_public_securities,2010,half_borrowed,438.697053,15.300645,453.997698,36.198399,0.631254,389.049637,0.034877,0.016721,374.130238,51.136056,0.017389,0.113727,0.144617
main,programme_pandemic_per_head,high,high,gross_public_securities,2015,all_borrowed,612.367668,21.357837,633.725505,72.396799,1.262509,573.834695,0.034877,0.023341,522.240256,71.379708,0.024274,0.158749,0.201868
main,programme_pandemic_per_head,high,high,gross_public_securities,2015,half_borrowed,306.183834,10.678919,316.862753,36.198399,0.631254,286.917348,0.034877,0.011671,261.120128,35.689854,0.012137,0.079375,0.100934
main,programme_pandemic_per_head,high,low,effective,2005,all_borrowed,430.046857,13.903839,443.950695,35.646701,0.576246,408.000107,0.032331,0.016392,339.97563,46.46781,0.015802,0.103345,0.131415
main,programme_pandemic_per_head,high,low,effective,2005,half_borrowed,215.023428,6.951919,221.975348,17.823351,0.288123,204.000054,0.032331,0.008196,169.987815,23.233905,0.007901,0.051672,0.065708
main,programme_pandemic_per_head,high,low,effective,2010,all_borrowed,498.008511,16.101106,514.109617,35.646701,0.576246,450.983558,0.032331,0.018982,393.703045,53.811264,0.018299,0.119677,0.152183
main,programme_pandemic_per_head,high,low,effective,2010,half_borrowed,249.004255,8.050553,257.054808,17.823351,0.288123,225.491779,0.032331,0.009491,196.851523,26.905632,0.00915,0.059838,0.076092
main,programme_pandemic_per_head,high,low,effective,2015,all_borrowed,362.106174,11.707249,373.813423,35.646701,0.576246,343.767778,0.032331,0.013802,286.264793,39.126622,0.013306,0.087018,0.110654
main,programme_pandemic_per_head,high,low,effective,2015,half_borrowed,181.053087,5.853625,186.906712,17.823351,0.288123,171.883889,0.032331,0.006901,143.132397,19.563311,0.006653,0.043509,0.055327
main,programme_pandemic_per_head,high,low,constant_3_22,2005,all_borrowed,451.260785,14.534165,465.79495,35.646701,0.574053,408.000107,0.032208,0.0172,355.388323,48.574414,0.016518,0.10803,0.137373
main,programme_pandemic_per_head,high,low,constant_3_22,2005,half_borrowed,225.630393,7.267082,232.897475,17.823351,0.287026,204.000054,0.032208,0.0086,177.694161,24.287207,0.008259,0.054015,0.068686
main,programme_pandemic_per_head,high,low,constant_3_22,2010,all_borrowed,528.417507,17.019221,545.436729,35.646701,0.574053,450.983558,0.032208,0.020141,416.152739,56.879684,0.019343,0.126501,0.160861
main,programme_pandemic_per_head,high,low,constant_3_22,2010,half_borrowed,264.208754,8.509611,272.718364,17.823351,0.287026,225.491779,0.032208,0.010071,208.076369,28.439842,0.009671,0.06325,0.08043
main,programme_pandemic_per_head,high,low,constant_3_22,2015,all_borrowed,371.222383,11.956296,383.178679,35.646701,0.574053,343.767778,0.032208,0.01415,292.354453,39.958956,0.013589,0.088869,0.113008
main,programme_pandemic_per_head,high,low,constant_3_22,2015,half_borrowed,185.611192,5.978148,191.589339,17.823351,0.287026,171.883889,0.032208,0.007075,146.177227,19.979478,0.006794,0.044435,0.056504
main,programme_pandemic_per_head,high,low,treasury_10y,2005,all_borrowed,436.024287,18.520132,454.544419,35.646701,0.757047,408.000107,0.042475,0.01662,452.852885,61.895854,0.021048,0.137657,0.175047
main,programme_pandemic_per_head,high,low,treasury_10y,2005,half_borrowed,218.012143,9.260066,227.272209,17.823351,0.378523,204.000054,0.042475,0.00831,226.426442,30.947927,0.010524,0.068828,0.087524
main,programme_pandemic_per_head,high,low,treasury_10y,2010,all_borrowed,506.702354,21.522182,528.224536,35.646701,0.757047,450.983558,0.042475,0.019314,526.258811,71.928963,0.02446,0.159971,0.203422
main,programme_pandemic_per_head,high,low,treasury_10y,2010,half_borrowed,253.351177,10.761091,264.112268,17.823351,0.378523,225.491779,0.042475,0.009657,263.129405,35.964481,0.01223,0.079985,0.101711
main,programme_pandemic_per_head,high,low,treasury_10y,2015,all_borrowed,366.376246,15.561831,381.938077,35.646701,0.757047,343.767778,0.042475,0.013965,380.516739,52.008962,0.017686,0.115668,0.147086
main,programme_pandemic_per_head,high,low,treasury_10y,2015,half_borrowed,183.188123,7.780916,190.969039,17.823351,0.378523,171.883889,0.042475,0.006982,190.25837,26.004481,0.008843,0.057834,0.073543
main,programme_pandemic_per_head,high,low,gross_public_securities,2005,all_borrowed,433.347599,15.11407,448.461669,35.646701,0.621633,408.000107,0.034877,0.016518,369.568109,50.512505,0.017177,0.11234,0.142854
main,programme_pandemic_per_head,high,low,gross_public_securities,2005,half_borrowed,216.6738,7.557035,224.230834,17.823351,0.310817,204.000054,0.034877,0.008259,184.784054,25.256252,0.008589,0.05617,0.071427
main,programme_pandemic_per_head,high,low,gross_public_securities,2010,all_borrowed,504.649836,17.600911,522.250747,35.646701,0.621633,450.983558,0.034877,0.019235,430.376183,58.823742,0.020004,0.130825,0.166359
main,programme_pandemic_per_head,high,low,gross_public_securities,2010,half_borrowed,252.324918,8.800456,261.125374,17.823351,0.310817,225.491779,0.034877,0.009618,215.188091,29.411871,0.010002,0.065412,0.083179
main,programme_pandemic_per_head,high,low,gross_public_securities,2015,all_borrowed,364.183452,12.701799,376.885251,35.646701,0.621633,343.767778,0.034877,0.013881,310.583444,42.450491,0.014436,0.09441,0.120054
main,programme_pandemic_per_head,high,low,gross_public_securities,2015,half_borrowed,182.091726,6.350899,188.442626,17.823351,0.310817,171.883889,0.034877,0.006941,155.291722,21.225246,0.007218,0.047205,0.060027
main,programme_pandemic_per_head,low,central,effective,2005,all_borrowed,451.481611,14.596845,466.078456,38.643017,0.624683,426.08243,0.032331,0.017209,356.920979,48.783897,0.01659,0.108496,0.137965
main,programme_pandemic_per_head,low,central,effective,2005,half_borrowed,225.740805,7.298423,233.039228,19.321509,0.312342,213.041215,0.032331,0.008604,178.460489,24.391949,0.008295,0.054248,0.068983
main,programme_pandemic_per_head,low,central,effective,2010,all_borrowed,511.900253,16.550239,528.450493,38.643017,0.624683,463.621298,0.032331,0.019512,404.685229,55.312307,0.01881,0.123015,0.156428
main,programme_pandemic_per_head,low,central,effective,2010,half_borrowed,255.950127,8.27512,264.225246,19.321509,0.312342,231.810649,0.032331,0.009756,202.342615,27.656153,0.009405,0.061508,0.078214
main,programme_pandemic_per_head,low,central,effective,2015,all_borrowed,365.650097,11.821828,377.471925,38.643017,0.624683,348.439213,0.032331,0.013937,289.066459,39.509553,0.013436,0.08787,0.111737
main,programme_pandemic_per_head,low,central,effective,2015,half_borrowed,182.825048,5.910914,188.735962,19.321509,0.312342,174.219606,0.032331,0.006969,144.533229,19.754777,0.006718,0.043935,0.055868
main,programme_pandemic_per_head,low,central,constant_3_22,2005,all_borrowed,474.894032,15.295342,490.189374,38.643017,0.622305,426.08243,0.032208,0.018101,374.000576,51.118334,0.017383,0.113688,0.144567
main,programme_pandemic_per_head,low,central,constant_3_22,2005,half_borrowed,237.447016,7.647671,245.094687,19.321509,0.311153,213.041215,0.032208,0.009051,187.000288,25.559167,0.008692,0.056844,0.072284
main,programme_pandemic_per_head,low,central,constant_3_22,2010,all_borrowed,543.262324,17.497342,560.759666,38.643017,0.622305,463.621298,0.032208,0.020707,427.843705,58.477603,0.019886,0.130055,0.16538
main,programme_pandemic_per_head,low,central,constant_3_22,2010,half_borrowed,271.631162,8.748671,280.379833,19.321509,0.311153,231.810649,0.032208,0.010354,213.921852,29.238802,0.009943,0.065027,0.08269
main,programme_pandemic_per_head,low,central,constant_3_22,2015,all_borrowed,373.943979,12.043952,385.987932,38.643017,0.622305,348.439213,0.032208,0.014253,294.497833,40.251913,0.013688,0.089521,0.113836
main,programme_pandemic_per_head,low,central,constant_3_22,2015,half_borrowed,186.97199,6.021976,192.993966,19.321509,0.311153,174.219606,0.032208,0.007127,147.248917,20.125956,0.006844,0.04476,0.056918
main,programme_pandemic_per_head,low,central,treasury_10y,2005,all_borrowed,458.187657,19.461521,477.649178,38.643017,0.820681,426.08243,0.042475,0.017464,475.871662,65.042056,0.022118,0.144654,0.183945
main,programme_pandemic_per_head,low,central,treasury_10y,2005,half_borrowed,229.093828,9.73076,238.824589,19.321509,0.410341,213.041215,0.042475,0.008732,237.935831,32.521028,0.011059,0.072327,0.091972
main,programme_pandemic_per_head,low,central,treasury_10y,2010,all_borrowed,520.981162,22.128675,543.109837,38.643017,0.820681,463.621298,0.042475,0.019858,541.088717,73.955912,0.02515,0.164479,0.209154
main,programme_pandemic_per_head,low,central,treasury_10y,2010,half_borrowed,260.490581,11.064337,271.554918,19.321509,0.410341,231.810649,0.042475,0.009929,270.544359,36.977956,0.012575,0.082239,0.104577
