benchmark,rule,end,convention,rate_path,window_start,financing,stock_entering_2024_bn,legacy_interest_2024_bn,stock_end_2024_brief_bn,flow_2024_bn,flow_2024_part_year_interest_bn,sum_flows_nominal_bn,rate_2024,stock_share_of_debt_end_fy2023,interest_per_member_usd,interest_per_other_resident_usd,interest_share_of_fy2024_net_interest,interest_share_of_account_interest_allocation,interest_share_of_per_head_net_interest
proportional,programme,high,high,constant_3_22,2015,all_borrowed,943.61543,30.391877,974.007307,95.41291,1.536525,863.331289,0.032208,0.035967,743.139922,101.572236,0.034541,0.225898,0.287255
proportional,programme,high,high,constant_3_22,2015,half_borrowed,471.807715,15.195938,487.003653,47.706455,0.768263,431.665644,0.032208,0.017983,371.569961,50.786118,0.01727,0.112949,0.143628
proportional,programme,high,high,treasury_10y,2005,all_borrowed,1393.610343,59.193599,1452.803942,95.41291,2.026332,1217.534743,0.042475,0.053119,1447.397503,197.83004,0.067275,0.439976,0.559481
proportional,programme,high,high,treasury_10y,2005,half_borrowed,696.805172,29.5968,726.401971,47.706455,1.013166,608.767371,0.042475,0.02656,723.698752,98.91502,0.033637,0.219988,0.279741
proportional,programme,high,high,treasury_10y,2010,all_borrowed,1276.25807,54.209062,1330.467132,95.41291,2.026332,1134.019616,0.042475,0.048646,1325.515955,181.171291,0.06161,0.402927,0.512369
proportional,programme,high,high,treasury_10y,2010,half_borrowed,638.129035,27.104531,665.233566,47.706455,1.013166,567.009808,0.042475,0.024323,662.757977,90.585645,0.030805,0.201463,0.256184
proportional,programme,high,high,treasury_10y,2015,all_borrowed,926.351542,39.346782,965.698324,95.41291,2.026332,863.331289,0.042475,0.035309,962.104591,131.500289,0.044718,0.292458,0.371895
proportional,programme,high,high,treasury_10y,2015,half_borrowed,463.175771,19.673391,482.849162,47.706455,1.013166,431.665644,0.042475,0.017654,481.052296,65.750144,0.022359,0.146229,0.185947
proportional,programme,high,high,gross_public_securities,2005,all_borrowed,1389.095987,48.448159,1437.544146,95.41291,1.663881,1217.534743,0.034877,0.052947,1184.650793,161.917865,0.055062,0.360107,0.457918
proportional,programme,high,high,gross_public_securities,2005,half_borrowed,694.547994,24.22408,718.772073,47.706455,0.83194,608.767371,0.034877,0.026474,592.325397,80.958932,0.027531,0.180053,0.228959
proportional,programme,high,high,gross_public_securities,2010,all_borrowed,1272.414244,44.378595,1316.792839,95.41291,1.663881,1134.019616,0.034877,0.0485,1085.142105,148.317035,0.050437,0.329858,0.419454
proportional,programme,high,high,gross_public_securities,2010,half_borrowed,636.207122,22.189297,658.396419,47.706455,0.83194,567.009808,0.034877,0.02425,542.571053,74.158517,0.025219,0.164929,0.209727
proportional,programme,high,high,gross_public_securities,2015,all_borrowed,922.195399,32.163846,954.359245,95.41291,1.663881,863.331289,0.034877,0.035151,786.467977,107.494307,0.036555,0.239068,0.304004
proportional,programme,high,high,gross_public_securities,2015,half_borrowed,461.0977,16.081923,477.179623,47.706455,0.83194,431.665644,0.034877,0.017575,393.233989,53.747153,0.018277,0.119534,0.152002
proportional,programme,high,low,effective,2005,all_borrowed,772.670377,24.981194,797.651571,51.233021,0.828207,709.898805,0.032331,0.029451,610.838316,83.489275,0.028392,0.185681,0.236115
proportional,programme,high,low,effective,2005,half_borrowed,386.335188,12.490597,398.825786,25.616511,0.414104,354.949402,0.032331,0.014726,305.419158,41.744638,0.014196,0.09284,0.118058
proportional,programme,high,low,effective,2010,all_borrowed,788.686268,25.499004,814.185272,51.233021,0.828207,716.413287,0.032331,0.030062,623.499757,85.219839,0.02898,0.18953,0.241009
proportional,programme,high,low,effective,2010,half_borrowed,394.343134,12.749502,407.092636,25.616511,0.414104,358.206644,0.032331,0.015031,311.749879,42.609919,0.01449,0.094765,0.120505
proportional,programme,high,low,effective,2015,all_borrowed,594.533801,19.221863,613.755664,51.233021,0.828207,562.297265,0.032331,0.022661,470.011582,64.241101,0.021846,0.142873,0.18168
proportional,programme,high,low,effective,2015,half_borrowed,297.2669,9.610932,306.877832,25.616511,0.414104,281.148633,0.032331,0.011331,235.005791,32.120551,0.010923,0.071436,0.09084
proportional,programme,high,low,constant_3_22,2005,all_borrowed,817.839702,26.340904,844.180606,51.233021,0.825054,709.898805,0.032208,0.031173,644.085835,88.03354,0.029937,0.195787,0.248967
proportional,programme,high,low,constant_3_22,2005,half_borrowed,408.919851,13.170452,422.090303,25.616511,0.412527,354.949402,0.032208,0.015586,322.042918,44.01677,0.014968,0.097894,0.124483
proportional,programme,high,low,constant_3_22,2010,all_borrowed,834.694719,26.883769,861.578487,51.233021,0.825054,716.413287,0.032208,0.031815,657.359925,89.84784,0.030554,0.199822,0.254098
proportional,programme,high,low,constant_3_22,2010,half_borrowed,417.347359,13.441884,430.789244,25.616511,0.412527,358.206644,0.032208,0.015908,328.679963,44.92392,0.015277,0.099911,0.127049
proportional,programme,high,low,constant_3_22,2015,all_borrowed,610.892203,19.675559,630.567762,51.233021,0.825054,562.297265,0.032208,0.023285,481.1053,65.757389,0.022362,0.146245,0.185968
proportional,programme,high,low,constant_3_22,2015,half_borrowed,305.446102,9.837779,315.283881,25.616511,0.412527,281.148633,0.032208,0.011642,240.55265,32.878694,0.011181,0.073123,0.092984
proportional,programme,high,low,treasury_10y,2005,all_borrowed,785.523172,33.365097,818.888268,51.233021,1.088061,709.898805,0.042475,0.029941,815.840872,111.508989,0.03792,0.247997,0.315358
proportional,programme,high,low,treasury_10y,2005,half_borrowed,392.761586,16.682548,409.444134,25.616511,0.544031,354.949402,0.042475,0.014971,407.920436,55.754494,0.01896,0.123999,0.157679
proportional,programme,high,low,treasury_10y,2010,all_borrowed,801.944099,34.062576,836.006674,51.233021,1.088061,716.413287,0.042475,0.030567,832.895574,113.840022,0.038713,0.253181,0.32195
proportional,programme,high,low,treasury_10y,2010,half_borrowed,400.972049,17.031288,418.003337,25.616511,0.544031,358.206644,0.042475,0.015284,416.447787,56.920011,0.019356,0.126591,0.160975
proportional,programme,high,low,treasury_10y,2015,all_borrowed,601.616356,25.553655,627.170011,51.233021,1.088061,562.297265,0.042475,0.022931,624.836071,85.402486,0.029042,0.189936,0.241526
proportional,programme,high,low,treasury_10y,2015,half_borrowed,300.808178,12.776827,313.585005,25.616511,0.544031,281.148633,0.042475,0.011466,312.418036,42.701243,0.014521,0.094968,0.120763
proportional,programme,high,low,gross_public_securities,2005,all_borrowed,781.719469,27.2644,808.98387,51.233021,0.893439,709.898805,0.034877,0.029796,666.667097,91.119943,0.030987,0.202652,0.257695
proportional,programme,high,low,gross_public_securities,2005,half_borrowed,390.859735,13.6322,404.491935,25.616511,0.44672,354.949402,0.034877,0.014898,333.333549,45.559972,0.015493,0.101326,0.128848
proportional,programme,high,low,gross_public_securities,2010,all_borrowed,798.776652,27.859312,826.635964,51.233021,0.893439,716.413287,0.034877,0.030446,681.213828,93.108188,0.031663,0.207073,0.263318
proportional,programme,high,low,gross_public_securities,2010,half_borrowed,399.388326,13.929656,413.317982,25.616511,0.44672,358.206644,0.034877,0.015223,340.606914,46.554094,0.015831,0.103537,0.131659
proportional,programme,high,low,gross_public_securities,2015,all_borrowed,598.261302,20.865843,619.127145,51.233021,0.893439,562.297265,0.034877,0.022803,510.210045,69.73542,0.023714,0.155092,0.197218
proportional,programme,high,low,gross_public_securities,2015,half_borrowed,299.130651,10.432921,309.563572,25.616511,0.44672,281.148633,0.034877,0.011402,255.105022,34.86771,0.011857,0.077546,0.098609
proportional,programme,low,central,effective,2005,all_borrowed,919.232619,29.719696,948.952315,60.47542,0.977615,838.65789,0.032331,0.035038,726.703808,99.32575,0.033777,0.220901,0.280902
proportional,programme,low,central,effective,2005,half_borrowed,459.616309,14.859848,474.476158,30.23771,0.488807,419.328945,0.032331,0.017519,363.351904,49.662875,0.016889,0.110451,0.140451
proportional,programme,low,central,effective,2010,all_borrowed,909.30021,29.398572,938.698781,60.47542,0.977615,826.791451,0.032331,0.034659,718.851694,98.252525,0.033412,0.218515,0.277867
proportional,programme,low,central,effective,2010,half_borrowed,454.650105,14.699286,469.349391,30.23771,0.488807,413.395726,0.032331,0.01733,359.425847,49.126262,0.016706,0.109257,0.138934
proportional,programme,low,central,effective,2015,all_borrowed,683.352723,22.093467,705.44619,60.47542,0.977615,647.519699,0.032331,0.026047,540.227812,73.838244,0.02511,0.164217,0.208821
proportional,programme,low,central,effective,2015,half_borrowed,341.676362,11.046733,352.723095,30.23771,0.488807,323.75985,0.032331,0.013023,270.113906,36.919122,0.012555,0.082108,0.104411
proportional,programme,low,central,constant_3_22,2005,all_borrowed,975.113461,31.406363,1006.519824,60.47542,0.973893,838.65789,0.032208,0.037168,767.94605,104.962733,0.035694,0.233438,0.296844
proportional,programme,low,central,constant_3_22,2005,half_borrowed,487.556731,15.703181,503.259912,30.23771,0.486947,419.328945,0.032208,0.018584,383.973025,52.481366,0.017847,0.116719,0.148422
proportional,programme,low,central,constant_3_22,2010,all_borrowed,961.816289,30.978088,992.794377,60.47542,0.973893,826.791451,0.032208,0.036661,757.473924,103.531404,0.035207,0.230255,0.292796
proportional,programme,low,central,constant_3_22,2010,half_borrowed,480.908144,15.489044,496.397189,30.23771,0.486947,413.395726,0.032208,0.01833,378.736962,51.765702,0.017604,0.115127,0.146398
proportional,programme,low,central,constant_3_22,2015,all_borrowed,701.301756,22.587461,723.889217,60.47542,0.973893,647.519699,0.032208,0.026731,552.306921,75.489214,0.025671,0.167889,0.21349
proportional,programme,low,central,constant_3_22,2015,half_borrowed,350.650878,11.29373,361.944608,30.23771,0.486947,323.75985,0.032208,0.013365,276.15346,37.744607,0.012836,0.083944,0.106745
proportional,programme,low,central,treasury_10y,2005,all_borrowed,935.305799,39.727114,975.032913,60.47542,1.284347,838.65789,0.042475,0.03565,971.404442,132.771391,0.045151,0.295285,0.375489
proportional,programme,low,central,treasury_10y,2005,half_borrowed,467.652899,19.863557,487.516456,30.23771,0.642173,419.328945,0.042475,0.017825,485.702221,66.385695,0.022575,0.147642,0.187745
proportional,programme,low,central,treasury_10y,2010,all_borrowed,924.618702,39.273179,963.891881,60.47542,1.284347,826.791451,0.042475,0.035243,960.304871,131.254303,0.044635,0.291911,0.371199
proportional,programme,low,central,treasury_10y,2010,half_borrowed,462.309351,19.63659,481.945941,30.23771,0.642173,413.395726,0.042475,0.017621,480.152435,65.627152,0.022317,0.145955,0.1856
proportional,programme,low,central,treasury_10y,2015,all_borrowed,691.471946,29.370271,720.842217,60.47542,1.284347,647.519699,0.042475,0.026356,718.159687,98.157941,0.03338,0.218304,0.2776
proportional,programme,low,central,treasury_10y,2015,half_borrowed,345.735973,14.685135,360.421108,30.23771,0.642173,323.75985,0.042475,0.013178,359.079844,49.078971,0.01669,0.109152,0.1388
proportional,programme,low,central,gross_public_securities,2005,all_borrowed,930.852903,32.465798,963.318701,60.47542,1.054615,838.65789,0.034877,0.035481,793.851282,108.503455,0.036898,0.241313,0.306858
proportional,programme,low,central,gross_public_securities,2005,half_borrowed,465.426451,16.232899,481.65935,30.23771,0.527307,419.328945,0.034877,0.01774,396.925641,54.251728,0.018449,0.120656,0.153429
proportional,programme,low,central,gross_public_securities,2010,all_borrowed,920.825009,32.11605,952.941059,60.47542,1.054615,826.791451,0.034877,0.035098,785.299279,107.334569,0.036501,0.238713,0.303552
proportional,programme,low,central,gross_public_securities,2010,half_borrowed,460.412505,16.058025,476.47053,30.23771,0.527307,413.395726,0.034877,0.017549,392.64964,53.667285,0.01825,0.119357,0.151776
proportional,programme,low,central,gross_public_securities,2015,all_borrowed,687.45993,23.976866,711.436796,60.47542,1.054615,647.519699,0.034877,0.026203,586.280544,80.132723,0.02725,0.178216,0.226623
proportional,programme,low,central,gross_public_securities,2015,half_borrowed,343.729965,11.988433,355.718398,30.23771,0.527307,323.75985,0.034877,0.013102,293.140272,40.066362,0.013625,0.089108,0.113311
proportional,programme,low,high,effective,2005,all_borrowed,1052.468911,34.027357,1086.496268,71.863034,1.161701,952.785839,0.032331,0.040116,832.034406,113.722318,0.038673,0.25292,0.321617
proportional,programme,low,high,effective,2005,half_borrowed,526.234456,17.013678,543.248134,35.931517,0.580851,476.39292,0.032331,0.020058,416.017203,56.861159,0.019336,0.12646,0.160808
proportional,programme,low,high,effective,2010,all_borrowed,1015.548278,32.833676,1048.381954,71.863034,1.161701,921.915796,0.032331,0.038709,802.84662,109.732937,0.037316,0.244047,0.310335
proportional,programme,low,high,effective,2010,half_borrowed,507.774139,16.416838,524.190977,35.931517,0.580851,460.957898,0.032331,0.019354,401.42331,54.866468,0.018658,0.122024,0.155167
proportional,programme,low,high,effective,2015,all_borrowed,757.000027,24.474557,781.474584,71.863034,1.161701,716.481411,0.032331,0.028854,598.450045,81.796048,0.027816,0.181915,0.231327
proportional,programme,low,high,effective,2015,half_borrowed,378.500013,12.237278,390.737292,35.931517,0.580851,358.240706,0.032331,0.014427,299.225023,40.898024,0.013908,0.090958,0.115663
proportional,programme,low,high,constant_3_22,2005,all_borrowed,1120.073068,36.075208,1156.148276,71.863034,1.157279,952.785839,0.032208,0.042693,882.10831,120.566411,0.041,0.268141,0.340973
proportional,programme,low,high,constant_3_22,2005,half_borrowed,560.036534,18.037604,578.074138,35.931517,0.578639,476.39292,0.032208,0.021346,441.054155,60.283205,0.0205,0.13407,0.170486
proportional,programme,low,high,constant_3_22,2010,all_borrowed,1075.437977,34.637605,1110.075582,71.863034,1.157279,921.915796,0.032208,0.040992,846.956153,115.76182,0.039366,0.257455,0.327385
proportional,programme,low,high,constant_3_22,2010,half_borrowed,537.718988,17.318803,555.037791,35.931517,0.578639,460.957898,0.032208,0.020496,423.478077,57.88091,0.019683,0.128728,0.163692
proportional,programme,low,high,constant_3_22,2015,all_borrowed,777.577632,25.044147,802.621779,71.863034,1.157279,716.481411,0.032208,0.029638,612.37763,83.699668,0.028463,0.186149,0.23671
proportional,programme,low,high,constant_3_22,2015,half_borrowed,388.788816,12.522074,401.31089,35.931517,0.578639,358.240706,0.032208,0.014819,306.188815,41.849834,0.014232,0.093074,0.118355
proportional,programme,low,high,treasury_10y,2005,all_borrowed,1071.474122,45.510863,1116.984985,71.863034,1.526191,952.785839,0.042475,0.04084,1112.828257,152.101173,0.051724,0.338274,0.430156
proportional,programme,low,high,treasury_10y,2005,half_borrowed,535.737061,22.755432,558.492493,35.931517,0.763096,476.39292,0.042475,0.02042,556.414128,76.050587,0.025862,0.169137,0.215078
proportional,programme,low,high,treasury_10y,2010,all_borrowed,1032.598733,43.859631,1076.458364,71.863034,1.526191,921.915796,0.042475,0.039359,1072.452451,146.582615,0.049847,0.326001,0.414549
proportional,programme,low,high,treasury_10y,2010,half_borrowed,516.299367,21.929816,538.229182,35.931517,0.763096,460.957898,0.042475,0.019679,536.226226,73.291307,0.024924,0.163001,0.207274
proportional,programme,low,high,treasury_10y,2015,all_borrowed,765.859334,32.529875,798.389209,71.863034,1.526191,716.481411,0.042475,0.029192,795.418098,108.717608,0.036971,0.241789,0.307463
proportional,programme,low,high,treasury_10y,2015,half_borrowed,382.929667,16.264938,399.194605,35.931517,0.763096,358.240706,0.042475,0.014596,397.709049,54.358804,0.018485,0.120894,0.153732
proportional,programme,low,high,gross_public_securities,2005,all_borrowed,1066.887782,37.210351,1104.098133,71.863034,1.253201,952.785839,0.034877,0.040666,909.864739,124.360155,0.04229,0.276578,0.351702
proportional,programme,low,high,gross_public_securities,2005,half_borrowed,533.443891,18.605175,552.049066,35.931517,0.6266,476.39292,0.034877,0.020333,454.932369,62.180077,0.021145,0.138289,0.175851
proportional,programme,low,high,gross_public_securities,2010,all_borrowed,1028.681571,35.877815,1064.559386,71.863034,1.253201,921.915796,0.034877,0.039209,877.281664,119.906706,0.040776,0.266674,0.339107
proportional,programme,low,high,gross_public_securities,2010,half_borrowed,514.340786,17.938907,532.279693,35.931517,0.6266,460.957898,0.034877,0.019605,438.640832,59.953353,0.020388,0.133337,0.169554
proportional,programme,low,high,gross_public_securities,2015,all_borrowed,761.695363,26.56601,788.261373,71.863034,1.253201,716.481411,0.034877,0.029033,649.59011,88.785864,0.030193,0.197461,0.251094
proportional,programme,low,high,gross_public_securities,2015,half_borrowed,380.847681,13.283005,394.130686,35.931517,0.6266,358.240706,0.034877,0.014516,324.795055,44.392932,0.015096,0.09873,0.125547
proportional,programme,low,low,effective,2005,all_borrowed,511.916306,16.550759,528.467065,32.239344,0.521165,491.185742,0.032331,0.019512,404.69792,55.314042,0.01881,0.123019,0.156433
proportional,programme,low,low,effective,2005,half_borrowed,255.958153,8.275379,264.233532,16.119672,0.260582,245.592871,0.032331,0.009756,202.34896,27.657021,0.009405,0.061509,0.078217
proportional,programme,low,low,effective,2010,all_borrowed,591.754594,19.132009,610.886603,32.239344,0.521165,542.320258,0.032331,0.022555,467.814466,63.9408,0.021744,0.142205,0.18083
proportional,programme,low,low,effective,2010,half_borrowed,295.877297,9.566004,305.443301,16.119672,0.260582,271.160129,0.032331,0.011278,233.907233,31.9704,0.010872,0.071102,0.090415
proportional,programme,low,low,effective,2015,all_borrowed,463.505454,14.985588,478.491042,32.239344,0.521165,441.488853,0.032331,0.017667,366.426486,50.083109,0.017031,0.111385,0.14164
proportional,programme,low,low,effective,2015,half_borrowed,231.752727,7.492794,239.245521,16.119672,0.260582,220.744427,0.032331,0.008834,183.213243,25.041554,0.008516,0.055693,0.07082
proportional,programme,low,low,constant_3_22,2005,all_borrowed,531.556281,17.120315,548.676596,32.239344,0.519181,491.185742,0.032208,0.020261,418.624665,57.217547,0.019458,0.127252,0.161816
proportional,programme,low,low,constant_3_22,2005,half_borrowed,265.778141,8.560157,274.338298,16.119672,0.25959,245.592871,0.032208,0.01013,209.312333,28.608773,0.009729,0.063626,0.080908
proportional,programme,low,low,constant_3_22,2010,all_borrowed,622.431503,20.047215,642.478718,32.239344,0.519181,542.320258,0.032208,0.023725,490.193021,66.999497,0.022784,0.149008,0.189481
proportional,programme,low,low,constant_3_22,2010,half_borrowed,311.215751,10.023608,321.239359,16.119672,0.25959,271.160129,0.032208,0.011862,245.096511,33.499749,0.011392,0.074504,0.09474
proportional,programme,low,low,constant_3_22,2015,all_borrowed,473.810585,15.260447,489.071032,32.239344,0.519181,441.488853,0.032208,0.01806,373.147312,51.00171,0.017344,0.113428,0.144237
proportional,programme,low,low,constant_3_22,2015,half_borrowed,236.905293,7.630223,244.535516,16.119672,0.25959,220.744427,0.032208,0.00903,186.573656,25.500855,0.008672,0.056714,0.072119
proportional,programme,low,low,treasury_10y,2005,all_borrowed,518.709784,22.032198,540.741982,32.239344,0.684683,491.185742,0.042475,0.019771,538.729675,73.633478,0.02504,0.163762,0.208242
proportional,programme,low,low,treasury_10y,2005,half_borrowed,259.354892,11.016099,270.370991,16.119672,0.342342,245.592871,0.042475,0.009886,269.364837,36.816739,0.01252,0.081881,0.104121
proportional,programme,low,low,treasury_10y,2010,all_borrowed,601.779759,25.560595,627.340354,32.239344,0.684683,542.320258,0.042475,0.022938,625.00578,85.425682,0.02905,0.189988,0.241592
proportional,programme,low,low,treasury_10y,2010,half_borrowed,300.889879,12.780298,313.670177,16.119672,0.342342,271.160129,0.042475,0.011469,312.50289,42.712841,0.014525,0.094994,0.120796
proportional,programme,low,low,treasury_10y,2015,all_borrowed,469.299703,19.933505,489.233208,32.239344,0.684683,441.488853,0.042475,0.017888,487.412585,66.619467,0.022655,0.148162,0.188406
proportional,programme,low,low,treasury_10y,2015,half_borrowed,234.649852,9.966752,244.616604,16.119672,0.342342,220.744427,0.042475,0.008944,243.706292,33.309734,0.011327,0.074081,0.094203
proportional,programme,low,low,gross_public_securities,2005,all_borrowed,514.792482,17.954661,532.747143,32.239344,0.562213,491.185742,0.034877,0.019622,439.026048,60.006004,0.020406,0.133454,0.169702
proportional,programme,low,low,gross_public_securities,2005,half_borrowed,257.396241,8.977331,266.373572,16.119672,0.281107,245.592871,0.034877,0.009811,219.513024,30.003002,0.010203,0.066727,0.084851
proportional,programme,low,low,gross_public_securities,2010,all_borrowed,598.509994,20.874517,619.38451,32.239344,0.562213,542.320258,0.034877,0.022813,510.422135,69.764409,0.023724,0.155157,0.1973
proportional,programme,low,low,gross_public_securities,2010,half_borrowed,299.254997,10.437258,309.692255,16.119672,0.281107,271.160129,0.034877,0.011406,255.211067,34.882204,0.011862,0.077578,0.09865
proportional,programme,low,low,gross_public_securities,2015,all_borrowed,465.895562,16.24926,482.144822,32.239344,0.562213,441.488853,0.034877,0.017758,397.325708,54.306409,0.018468,0.120778,0.153583
proportional,programme,low,low,gross_public_securities,2015,half_borrowed,232.947781,8.12463,241.072411,16.119672,0.281107,220.744427,0.034877,0.008879,198.662854,27.153204,0.009234,0.060389,0.076792
proportional,programme_ex_pandemic,high,central,effective,2005,all_borrowed,801.912982,25.926637,827.839619,79.185779,1.280077,699.09957,0.032331,0.030566,633.9562,86.649023,0.029466,0.192708,0.245051
proportional,programme_ex_pandemic,high,central,effective,2005,half_borrowed,400.956491,12.963318,413.91981,39.59289,0.640039,349.549785,0.032331,0.015283,316.9781,43.324512,0.014733,0.096354,0.122526
proportional,programme_ex_pandemic,high,central,effective,2010,all_borrowed,729.391371,23.581942,752.973313,79.185779,1.280077,643.462051,0.032331,0.027802,576.623888,78.812853,0.026801,0.175281,0.22289
proportional,programme_ex_pandemic,high,central,effective,2010,half_borrowed,364.695686,11.790971,376.486656,39.59289,0.640039,321.731025,0.032331,0.013901,288.311944,39.406426,0.013401,0.08764,0.111445
proportional,programme_ex_pandemic,high,central,effective,2015,all_borrowed,438.510456,14.177475,452.687931,79.185779,1.280077,411.698003,0.032331,0.016714,346.666569,47.382327,0.016113,0.105379,0.134002
proportional,programme_ex_pandemic,high,central,effective,2015,half_borrowed,219.255228,7.088738,226.343965,39.59289,0.640039,205.849001,0.032331,0.008357,173.333285,23.691163,0.008056,0.052689,0.067001
proportional,programme_ex_pandemic,high,central,constant_3_22,2005,all_borrowed,873.964586,28.148569,902.113155,79.185779,1.275204,699.09957,0.032208,0.033312,688.286725,94.07491,0.031991,0.209223,0.266052
proportional,programme_ex_pandemic,high,central,constant_3_22,2005,half_borrowed,436.982293,14.074285,451.056577,39.59289,0.637602,349.549785,0.032208,0.016656,344.143363,47.037455,0.015996,0.104612,0.133026
proportional,programme_ex_pandemic,high,central,constant_3_22,2010,all_borrowed,788.072238,25.382156,813.454395,79.185779,1.275204,643.462051,0.032208,0.030038,620.642609,84.829324,0.028847,0.188661,0.239905
proportional,programme_ex_pandemic,high,central,constant_3_22,2010,half_borrowed,394.036119,12.691078,406.727197,39.59289,0.637602,321.731025,0.032208,0.015019,310.321304,42.414662,0.014424,0.094331,0.119952
proportional,programme_ex_pandemic,high,central,constant_3_22,2015,all_borrowed,453.475837,14.605507,468.081344,79.185779,1.275204,411.698003,0.032208,0.017285,357.132777,48.812846,0.016599,0.10856,0.138047
proportional,programme_ex_pandemic,high,central,constant_3_22,2015,half_borrowed,226.737919,7.302754,234.040672,39.59289,0.637602,205.849001,0.032208,0.008642,178.566388,24.406423,0.0083,0.05428,0.069024
proportional,programme_ex_pandemic,high,central,treasury_10y,2005,all_borrowed,818.872388,34.781605,853.653993,79.185779,1.681708,699.09957,0.042475,0.031212,850.47722,116.243079,0.03953,0.258526,0.328746
proportional,programme_ex_pandemic,high,central,treasury_10y,2005,half_borrowed,409.436194,17.390802,426.826996,39.59289,0.840854,349.549785,0.042475,0.015606,425.23861,58.121539,0.019765,0.129263,0.164373
proportional,programme_ex_pandemic,high,central,treasury_10y,2010,all_borrowed,742.823427,31.551425,774.374852,79.185779,1.681708,643.462051,0.042475,0.028314,771.493107,105.447544,0.035859,0.234516,0.298215
proportional,programme_ex_pandemic,high,central,treasury_10y,2010,half_borrowed,371.411713,15.775713,387.187426,39.59289,0.840854,321.731025,0.042475,0.014157,385.746553,52.723772,0.017929,0.117258,0.149108
proportional,programme_ex_pandemic,high,central,treasury_10y,2015,all_borrowed,442.826339,18.809049,461.635388,79.185779,1.681708,411.698003,0.042475,0.016879,459.917466,62.861439,0.021377,0.139804,0.177778
proportional,programme_ex_pandemic,high,central,treasury_10y,2015,half_borrowed,221.41317,9.404524,230.817694,39.59289,0.840854,205.849001,0.042475,0.008439,229.958733,31.43072,0.010688,0.069902,0.088889
proportional,programme_ex_pandemic,high,central,gross_public_securities,2005,all_borrowed,817.532021,28.513452,846.045473,79.185779,1.3809,699.09957,0.034877,0.031161,697.208808,95.294379,0.032406,0.211936,0.269501
proportional,programme_ex_pandemic,high,central,gross_public_securities,2005,half_borrowed,408.76601,14.256726,423.022736,39.59289,0.69045,349.549785,0.034877,0.015581,348.604404,47.647189,0.016203,0.105968,0.134751
proportional,programme_ex_pandemic,high,central,gross_public_securities,2010,all_borrowed,742.132784,25.883717,768.016501,79.185779,1.3809,643.462051,0.034877,0.028287,632.906725,86.505581,0.029417,0.192389,0.244646
proportional,programme_ex_pandemic,high,central,gross_public_securities,2010,half_borrowed,371.066392,12.941858,384.00825,39.59289,0.69045,321.731025,0.034877,0.014144,316.453362,43.252791,0.014709,0.096195,0.122323
proportional,programme_ex_pandemic,high,central,gross_public_securities,2015,all_borrowed,441.864723,15.411125,457.275848,79.185779,1.3809,411.698003,0.034877,0.016842,376.831694,51.505291,0.017515,0.114548,0.145662
proportional,programme_ex_pandemic,high,central,gross_public_securities,2015,half_borrowed,220.932361,7.705563,228.637924,39.59289,0.69045,205.849001,0.034877,0.008421,188.415847,25.752645,0.008758,0.057274,0.072831
proportional,programme_ex_pandemic,high,high,effective,2005,all_borrowed,992.637315,32.092942,1024.730257,95.41291,1.542397,861.953774,0.032331,0.037836,784.734247,107.257341,0.036474,0.238541,0.303333
proportional,programme_ex_pandemic,high,high,effective,2005,half_borrowed,496.318657,16.046471,512.365129,47.706455,0.771198,430.976887,0.032331,0.018918,392.367123,53.62867,0.018237,0.119271,0.151667
proportional,programme_ex_pandemic,high,high,effective,2010,all_borrowed,880.574445,28.469839,909.044284,95.41291,1.542397,778.438647,0.032331,0.033564,696.142401,95.148623,0.032357,0.211611,0.269089
proportional,programme_ex_pandemic,high,high,effective,2010,half_borrowed,440.287223,14.23492,454.522142,47.706455,0.771198,389.219324,0.032331,0.016782,348.071201,47.574311,0.016178,0.105806,0.134544
proportional,programme_ex_pandemic,high,high,effective,2015,all_borrowed,541.251226,17.499185,558.750412,95.41291,1.542397,507.75032,0.032331,0.02063,427.888784,58.483765,0.019888,0.130068,0.165397
proportional,programme_ex_pandemic,high,high,effective,2015,half_borrowed,270.625613,8.749593,279.375206,47.706455,0.771198,253.87516,0.032331,0.010315,213.944392,29.241882,0.009944,0.065034,0.082699
proportional,programme_ex_pandemic,high,high,constant_3_22,2005,all_borrowed,1081.888165,34.845352,1116.733517,95.41291,1.536525,861.953774,0.032208,0.041237,852.035969,116.456128,0.039602,0.259,0.329348
proportional,programme_ex_pandemic,high,high,constant_3_22,2005,half_borrowed,540.944083,17.422676,558.366759,47.706455,0.768263,430.976887,0.032208,0.020619,426.017984,58.228064,0.019801,0.1295,0.164674
proportional,programme_ex_pandemic,high,high,constant_3_22,2010,all_borrowed,950.060838,30.59947,980.660308,95.41291,1.536525,778.438647,0.032208,0.036213,748.215973,102.266029,0.034777,0.227441,0.289218
proportional,programme_ex_pandemic,high,high,constant_3_22,2010,half_borrowed,475.030419,15.299735,490.330154,47.706455,0.768263,389.219324,0.032208,0.018106,374.107987,51.133015,0.017388,0.11372,0.144609
proportional,programme_ex_pandemic,high,high,constant_3_22,2015,all_borrowed,560.007947,18.036683,578.044631,95.41291,1.536525,507.75032,0.032208,0.021345,441.031642,60.280128,0.020499,0.134064,0.170478
proportional,programme_ex_pandemic,high,high,constant_3_22,2015,half_borrowed,280.003974,9.018342,289.022315,47.706455,0.768263,253.87516,0.032208,0.010673,220.515821,30.140064,0.01025,0.067032,0.085239
