convention,line,year,federal_share
low,other_state_benefits,2013,0.0
low,other_state_benefits,2014,0.0
low,other_state_benefits,2015,0.0
low,other_state_benefits,2016,0.0
low,other_state_benefits,2017,0.0
low,other_state_benefits,2018,0.0
low,other_state_benefits,2019,0.0
low,other_state_benefits,2020,0.0
low,other_state_benefits,2021,0.0
low,other_state_benefits,2022,0.0
low,other_state_benefits,2023,0.0
low,other_state_benefits,2024,0.0
low,defense,2005,1.0
low,defense,2006,1.0
low,defense,2007,1.0
low,defense,2008,1.0
low,defense,2009,1.0
low,defense,2010,1.0
low,defense,2011,1.0
low,defense,2012,1.0
low,defense,2013,1.0
low,defense,2014,1.0
low,defense,2015,1.0
low,defense,2016,1.0
low,defense,2017,1.0
low,defense,2018,1.0
low,defense,2019,1.0
low,defense,2020,1.0
low,defense,2021,1.0
low,defense,2022,1.0
low,defense,2023,1.0
low,defense,2024,1.0
low,housing_community_services,2005,0.128351
low,housing_community_services,2006,0.107258
low,housing_community_services,2007,0.139125
low,housing_community_services,2008,0.149193
low,housing_community_services,2009,0.160132
low,housing_community_services,2010,0.187775
low,housing_community_services,2011,0.199887
low,housing_community_services,2012,0.20202
low,housing_community_services,2013,0.193972
low,housing_community_services,2014,0.197185
low,housing_community_services,2015,0.189418
low,housing_community_services,2016,0.174585
low,housing_community_services,2017,0.171896
low,housing_community_services,2018,0.158118
low,housing_community_services,2019,0.152371
low,housing_community_services,2020,0.165756
low,housing_community_services,2021,0.151363
low,housing_community_services,2022,0.124062
low,housing_community_services,2023,0.162936
low,housing_community_services,2024,0.190136
low,medicaid_and_chip_other_medical,2005,0.573691
low,medicaid_and_chip_other_medical,2006,0.567004
low,medicaid_and_chip_other_medical,2007,0.5695
low,medicaid_and_chip_other_medical,2008,0.590012
low,medicaid_and_chip_other_medical,2009,0.660528
low,medicaid_and_chip_other_medical,2010,0.670609
low,medicaid_and_chip_other_medical,2011,0.607915
low,medicaid_and_chip_other_medical,2012,0.575449
low,medicaid_and_chip_other_medical,2013,0.576854
low,medicaid_and_chip_other_medical,2014,0.614211
low,medicaid_and_chip_other_medical,2015,0.631308
low,medicaid_and_chip_other_medical,2016,0.633386
low,medicaid_and_chip_other_medical,2017,0.624741
low,medicaid_and_chip_other_medical,2018,0.624162
low,medicaid_and_chip_other_medical,2019,0.630322
low,medicaid_and_chip_other_medical,2020,0.684907
low,medicaid_and_chip_other_medical,2021,0.69855
low,medicaid_and_chip_other_medical,2022,0.706384
low,medicaid_and_chip_other_medical,2023,0.678265
low,medicaid_and_chip_other_medical,2024,0.640442
low,health_services,2005,0.593266
low,health_services,2006,0.577859
low,health_services,2007,0.541359
low,health_services,2008,0.526753
low,health_services,2009,0.640914
low,health_services,2010,0.647561
low,health_services,2011,0.637602
low,health_services,2012,0.669703
low,health_services,2013,0.672777
low,health_services,2014,0.691548
low,health_services,2015,0.720537
low,health_services,2016,0.712592
low,health_services,2017,0.691465
low,health_services,2018,0.722372
low,health_services,2019,0.714196
low,health_services,2020,0.747634
low,health_services,2021,0.660884
low,health_services,2022,0.702064
low,health_services,2023,0.701115
low,health_services,2024,0.706165
low,energy_assistance,2005,0.0
low,energy_assistance,2006,0.0
low,energy_assistance,2007,0.0
low,energy_assistance,2008,0.0
low,energy_assistance,2009,0.0
low,energy_assistance,2010,0.0
low,energy_assistance,2011,0.0
low,energy_assistance,2012,0.0
low,energy_assistance,2013,0.0
low,energy_assistance,2014,0.0
low,energy_assistance,2015,0.0
low,energy_assistance,2016,0.0
low,energy_assistance,2017,0.0
low,energy_assistance,2018,0.0
low,energy_assistance,2019,0.0
low,energy_assistance,2020,0.0
low,energy_assistance,2021,0.0
low,energy_assistance,2022,0.0
low,energy_assistance,2023,0.0
low,energy_assistance,2024,0.0
low,general_public_services,2005,0.208669
low,general_public_services,2006,0.203119
low,general_public_services,2007,0.20639
low,general_public_services,2008,0.224236
low,general_public_services,2009,0.236717
low,general_public_services,2010,0.249715
low,general_public_services,2011,0.246429
low,general_public_services,2012,0.255669
low,general_public_services,2013,0.241052
low,general_public_services,2014,0.238059
low,general_public_services,2015,0.24961
low,general_public_services,2016,0.253484
low,general_public_services,2017,0.251667
low,general_public_services,2018,0.248676
low,general_public_services,2019,0.246626
low,general_public_services,2020,0.264749
low,general_public_services,2021,0.22497
low,general_public_services,2022,0.216921
low,general_public_services,2023,0.235245
low,general_public_services,2024,0.241703
low,public_order_safety,2005,0.137743
low,public_order_safety,2006,0.138975
low,public_order_safety,2007,0.13711
low,public_order_safety,2008,0.145454
low,public_order_safety,2009,0.155726
low,public_order_safety,2010,0.157591
low,public_order_safety,2011,0.160488
low,public_order_safety,2012,0.162368
low,public_order_safety,2013,0.149527
low,public_order_safety,2014,0.148417
low,public_order_safety,2015,0.147438
low,public_order_safety,2016,0.150043
low,public_order_safety,2017,0.15095
low,public_order_safety,2018,0.14977
low,public_order_safety,2019,0.142525
low,public_order_safety,2020,0.134924
low,public_order_safety,2021,0.145904
low,public_order_safety,2022,0.147947
low,public_order_safety,2023,0.153411
low,public_order_safety,2024,0.152294
low,economic_affairs_services,2005,0.394837
low,economic_affairs_services,2006,0.38995
low,economic_affairs_services,2007,0.387514
low,economic_affairs_services,2008,0.383133
low,economic_affairs_services,2009,0.395638
low,economic_affairs_services,2010,0.427922
low,economic_affairs_services,2011,0.399272
low,economic_affairs_services,2012,0.394125
low,economic_affairs_services,2013,0.381101
low,economic_affairs_services,2014,0.377065
low,economic_affairs_services,2015,0.382794
low,economic_affairs_services,2016,0.382318
low,economic_affairs_services,2017,0.380298
low,economic_affairs_services,2018,0.381376
low,economic_affairs_services,2019,0.372784
low,economic_affairs_services,2020,0.411366
low,economic_affairs_services,2021,0.417047
low,economic_affairs_services,2022,0.344271
low,economic_affairs_services,2023,0.37651
low,economic_affairs_services,2024,0.39873
low,recreation_culture,2005,0.131354
low,recreation_culture,2006,0.122221
low,recreation_culture,2007,0.114517
low,recreation_culture,2008,0.116897
low,recreation_culture,2009,0.125947
low,recreation_culture,2010,0.138775
low,recreation_culture,2011,0.131584
low,recreation_culture,2012,0.136386
low,recreation_culture,2013,0.132023
low,recreation_culture,2014,0.125273
low,recreation_culture,2015,0.11424
low,recreation_culture,2016,0.114401
low,recreation_culture,2017,0.112284
low,recreation_culture,2018,0.110476
low,recreation_culture,2019,0.108086
low,recreation_culture,2020,0.110317
low,recreation_culture,2021,0.107381
low,recreation_culture,2022,0.099227
low,recreation_culture,2023,0.100881
low,recreation_culture,2024,0.099943
low,education_services,2005,0.011983
low,education_services,2006,0.010649
low,education_services,2007,0.009386
low,education_services,2008,0.009237
low,education_services,2009,0.00947
low,education_services,2010,0.010059
low,education_services,2011,0.010815
low,education_services,2012,0.010708
low,education_services,2013,0.01039
low,education_services,2014,0.009865
low,education_services,2015,0.010057
low,education_services,2016,0.010149
low,education_services,2017,0.010183
low,education_services,2018,0.009503
low,education_services,2019,0.009508
low,education_services,2020,0.009399
low,education_services,2021,0.009344
low,education_services,2022,0.009203
low,education_services,2023,0.009648
low,education_services,2024,0.009789
low,education_benefits,2005,0.0
low,education_benefits,2006,0.0
low,education_benefits,2007,0.0
low,education_benefits,2008,0.0
low,education_benefits,2009,0.0
low,education_benefits,2010,0.0
low,education_benefits,2011,0.0
low,education_benefits,2012,0.0
low,education_benefits,2013,0.0
low,education_benefits,2014,0.0
low,education_benefits,2015,0.0
low,education_benefits,2016,0.0
low,education_benefits,2017,0.0
low,education_benefits,2018,0.0
low,education_benefits,2019,0.0
low,education_benefits,2020,0.0
low,education_benefits,2021,0.0
low,education_benefits,2022,0.0
low,education_benefits,2023,0.0
low,education_benefits,2024,0.0
low,employment_training,2005,0.0
low,employment_training,2006,0.0
low,employment_training,2007,0.0
low,employment_training,2008,0.0
low,employment_training,2009,0.0
low,employment_training,2010,0.0
low,employment_training,2011,0.0
low,employment_training,2012,0.0
low,employment_training,2013,0.0
low,employment_training,2014,0.0
low,employment_training,2015,0.0
low,employment_training,2016,0.0
low,employment_training,2017,0.0
low,employment_training,2018,0.0
low,employment_training,2019,0.0
low,employment_training,2020,0.0
low,employment_training,2021,0.0
low,employment_training,2022,0.0
low,employment_training,2023,0.0
low,employment_training,2024,0.0
low,family_and_general_assistance,2005,0.395464
low,family_and_general_assistance,2006,0.39998
low,family_and_general_assistance,2007,0.395873
low,family_and_general_assistance,2008,0.403733
low,family_and_general_assistance,2009,0.42268
low,family_and_general_assistance,2010,0.441058
low,family_and_general_assistance,2011,0.457061
low,family_and_general_assistance,2012,0.467044
low,family_and_general_assistance,2013,0.448037
low,family_and_general_assistance,2014,0.439475
low,family_and_general_assistance,2015,0.428673
low,family_and_general_assistance,2016,0.447264
low,family_and_general_assistance,2017,0.449733
low,family_and_general_assistance,2018,0.438866
low,family_and_general_assistance,2019,0.417201
low,family_and_general_assistance,2020,0.432202
low,family_and_general_assistance,2021,0.541194
low,family_and_general_assistance,2022,0.429018
low,family_and_general_assistance,2023,0.430191
low,family_and_general_assistance,2024,0.449634
low,other_state_welfare,2005,0.395464
low,other_state_welfare,2006,0.39998
low,other_state_welfare,2007,0.395873
low,other_state_welfare,2008,0.403733
low,other_state_welfare,2009,0.42268
low,other_state_welfare,2010,0.441058
low,other_state_welfare,2011,0.457061
low,other_state_welfare,2012,0.467044
low,other_state_welfare,2013,0.448037
low,other_state_welfare,2014,0.439475
low,other_state_welfare,2015,0.428673
low,other_state_welfare,2016,0.447264
low,other_state_welfare,2017,0.449733
low,other_state_welfare,2018,0.438866
low,other_state_welfare,2019,0.417201
low,other_state_welfare,2020,0.432202
low,other_state_welfare,2021,0.541194
low,other_state_welfare,2022,0.429018
low,other_state_welfare,2023,0.430191
low,other_state_welfare,2024,0.449634
low,income_security_services,2005,0.513358
low,income_security_services,2006,0.553961
low,income_security_services,2007,0.509584
low,income_security_services,2008,0.507777
low,income_security_services,2009,0.527996
low,income_security_services,2010,0.555075
low,income_security_services,2011,0.557501
low,income_security_services,2012,0.56548
low,income_security_services,2013,0.55396
low,income_security_services,2014,0.547422
low,income_security_services,2015,0.531204
low,income_security_services,2016,0.551342
low,income_security_services,2017,0.563746
low,income_security_services,2018,0.565707
low,income_security_services,2019,0.526523
low,income_security_services,2020,0.532746
low,income_security_services,2021,0.632562
low,income_security_services,2022,0.535083
low,income_security_services,2023,0.531159
low,income_security_services,2024,0.549775
low,_school_high,2005,0.10244
low,_school_high,2006,0.101884
low,_school_high,2007,0.091564
low,_school_high,2008,0.091653
low,_school_high,2009,0.130983
low,_school_high,2010,0.156253
low,_school_high,2011,0.139213
low,_school_high,2012,0.100015
low,_school_high,2013,0.085888
low,_school_high,2014,0.0812
low,_school_high,2015,0.078617
low,_school_high,2016,0.074765
low,_school_high,2017,0.073006
low,_school_high,2018,0.074125
low,_school_high,2019,0.068082
low,_school_high,2020,0.091066
low,_school_high,2021,0.163023
low,_school_high,2022,0.158817
low,_school_high,2023,0.154366
low,_school_high,2024,0.129
low,_induced_receipts,2005,0.871775
low,_induced_receipts,2006,0.871378
low,_induced_receipts,2007,0.872398
low,_induced_receipts,2008,0.870424
low,_induced_receipts,2009,0.868102
low,_induced_receipts,2010,0.870562
low,_induced_receipts,2011,0.865816
low,_induced_receipts,2012,0.862448
low,_induced_receipts,2013,0.867334
low,_induced_receipts,2014,0.872489
low,_induced_receipts,2015,0.872768
low,_induced_receipts,2016,0.874262
low,_induced_receipts,2017,0.872356
low,_induced_receipts,2018,0.868678
low,_induced_receipts,2019,0.864828
low,_induced_receipts,2020,0.864876
low,_induced_receipts,2021,0.868953
low,_induced_receipts,2022,0.873039
low,_induced_receipts,2023,0.88267
low,_induced_receipts,2024,0.884049
high,federal_income_tax,2005,1.0
high,federal_income_tax,2006,1.0
high,federal_income_tax,2007,1.0
high,federal_income_tax,2008,1.0
high,federal_income_tax,2009,1.0
high,federal_income_tax,2010,1.0
high,federal_income_tax,2011,1.0
high,federal_income_tax,2012,1.0
high,federal_income_tax,2013,1.0
high,federal_income_tax,2014,1.0
high,federal_income_tax,2015,1.0
high,federal_income_tax,2016,1.0
high,federal_income_tax,2017,1.0
high,federal_income_tax,2018,1.0
high,federal_income_tax,2019,1.0
high,federal_income_tax,2020,1.0
high,federal_income_tax,2021,1.0
high,federal_income_tax,2022,1.0
high,federal_income_tax,2023,1.0
high,federal_income_tax,2024,1.0
high,employee_oasdi,2005,1.0
high,employee_oasdi,2006,1.0
high,employee_oasdi,2007,1.0
high,employee_oasdi,2008,1.0
high,employee_oasdi,2009,1.0
high,employee_oasdi,2010,1.0
high,employee_oasdi,2011,1.0
high,employee_oasdi,2012,1.0
high,employee_oasdi,2013,1.0
high,employee_oasdi,2014,1.0
high,employee_oasdi,2015,1.0
high,employee_oasdi,2016,1.0
high,employee_oasdi,2017,1.0
high,employee_oasdi,2018,1.0
high,employee_oasdi,2019,1.0
high,employee_oasdi,2020,1.0
high,employee_oasdi,2021,1.0
high,employee_oasdi,2022,1.0
high,employee_oasdi,2023,1.0
high,employee_oasdi,2024,1.0
high,employee_hi,2005,1.0
high,employee_hi,2006,1.0
high,employee_hi,2007,1.0
high,employee_hi,2008,1.0
high,employee_hi,2009,1.0
high,employee_hi,2010,1.0
high,employee_hi,2011,1.0
high,employee_hi,2012,1.0
high,employee_hi,2013,1.0
high,employee_hi,2014,1.0
high,employee_hi,2015,1.0
high,employee_hi,2016,1.0
high,employee_hi,2017,1.0
high,employee_hi,2018,1.0
high,employee_hi,2019,1.0
high,employee_hi,2020,1.0
high,employee_hi,2021,1.0
high,employee_hi,2022,1.0
high,employee_hi,2023,1.0
high,employee_hi,2024,1.0
high,self_employment_oasdi_hi,2005,1.0
high,self_employment_oasdi_hi,2006,1.0
high,self_employment_oasdi_hi,2007,1.0
high,self_employment_oasdi_hi,2008,1.0
high,self_employment_oasdi_hi,2009,1.0
high,self_employment_oasdi_hi,2010,1.0
high,self_employment_oasdi_hi,2011,1.0
high,self_employment_oasdi_hi,2012,1.0
high,self_employment_oasdi_hi,2013,1.0
high,self_employment_oasdi_hi,2014,1.0
high,self_employment_oasdi_hi,2015,1.0
high,self_employment_oasdi_hi,2016,1.0
high,self_employment_oasdi_hi,2017,1.0
high,self_employment_oasdi_hi,2018,1.0
high,self_employment_oasdi_hi,2019,1.0
high,self_employment_oasdi_hi,2020,1.0
high,self_employment_oasdi_hi,2021,1.0
high,self_employment_oasdi_hi,2022,1.0
high,self_employment_oasdi_hi,2023,1.0
high,self_employment_oasdi_hi,2024,1.0
high,employer_oasdi,2005,1.0
high,employer_oasdi,2006,1.0
high,employer_oasdi,2007,1.0
high,employer_oasdi,2008,1.0
high,employer_oasdi,2009,1.0
high,employer_oasdi,2010,1.0
high,employer_oasdi,2011,1.0
high,employer_oasdi,2012,1.0
high,employer_oasdi,2013,1.0
high,employer_oasdi,2014,1.0
high,employer_oasdi,2015,1.0
high,employer_oasdi,2016,1.0
high,employer_oasdi,2017,1.0
high,employer_oasdi,2018,1.0
high,employer_oasdi,2019,1.0
high,employer_oasdi,2020,1.0
high,employer_oasdi,2021,1.0
high,employer_oasdi,2022,1.0
high,employer_oasdi,2023,1.0
high,employer_oasdi,2024,1.0
high,employer_hi,2005,1.0
high,employer_hi,2006,1.0
high,employer_hi,2007,1.0
high,employer_hi,2008,1.0
high,employer_hi,2009,1.0
high,employer_hi,2010,1.0
high,employer_hi,2011,1.0
high,employer_hi,2012,1.0
high,employer_hi,2013,1.0
high,employer_hi,2014,1.0
high,employer_hi,2015,1.0
high,employer_hi,2016,1.0
high,employer_hi,2017,1.0
high,employer_hi,2018,1.0
high,employer_hi,2019,1.0
high,employer_hi,2020,1.0
high,employer_hi,2021,1.0
high,employer_hi,2022,1.0
high,employer_hi,2023,1.0
high,employer_hi,2024,1.0
high,medicare_supplementary_premiums,2005,1.0
high,medicare_supplementary_premiums,2006,1.0
high,medicare_supplementary_premiums,2007,1.0
high,medicare_supplementary_premiums,2008,1.0
high,medicare_supplementary_premiums,2009,1.0
high,medicare_supplementary_premiums,2010,1.0
high,medicare_supplementary_premiums,2011,1.0
high,medicare_supplementary_premiums,2012,1.0
high,medicare_supplementary_premiums,2013,1.0
high,medicare_supplementary_premiums,2014,1.0
high,medicare_supplementary_premiums,2015,1.0
high,medicare_supplementary_premiums,2016,1.0
high,medicare_supplementary_premiums,2017,1.0
high,medicare_supplementary_premiums,2018,1.0
high,medicare_supplementary_premiums,2019,1.0
high,medicare_supplementary_premiums,2020,1.0
high,medicare_supplementary_premiums,2021,1.0
high,medicare_supplementary_premiums,2022,1.0
high,medicare_supplementary_premiums,2023,1.0
high,medicare_supplementary_premiums,2024,1.0
high,customs_duties,2005,1.0
high,customs_duties,2006,1.0
high,customs_duties,2007,1.0
high,customs_duties,2008,1.0
high,customs_duties,2009,1.0
high,customs_duties,2010,1.0
high,customs_duties,2011,1.0
high,customs_duties,2012,1.0
high,customs_duties,2013,1.0
high,customs_duties,2014,1.0
high,customs_duties,2015,1.0
high,customs_duties,2016,1.0
high,customs_duties,2017,1.0
high,customs_duties,2018,1.0
high,customs_duties,2019,1.0
high,customs_duties,2020,1.0
high,customs_duties,2021,1.0
high,customs_duties,2022,1.0
high,customs_duties,2023,1.0
high,customs_duties,2024,1.0
high,other_domestic_social_contributions,2005,0.693064
high,other_domestic_social_contributions,2006,0.722151
high,other_domestic_social_contributions,2007,0.739668
high,other_domestic_social_contributions,2008,0.736147
high,other_domestic_social_contributions,2009,0.743925
high,other_domestic_social_contributions,2010,0.783398
high,other_domestic_social_contributions,2011,0.801963
high,other_domestic_social_contributions,2012,0.816008
high,other_domestic_social_contributions,2013,0.809133
high,other_domestic_social_contributions,2014,0.796716
high,other_domestic_social_contributions,2015,0.790721
high,other_domestic_social_contributions,2016,0.776027
high,other_domestic_social_contributions,2017,0.773027
high,other_domestic_social_contributions,2018,0.755165
high,other_domestic_social_contributions,2019,0.749706
high,other_domestic_social_contributions,2020,0.762004
high,other_domestic_social_contributions,2021,0.74328
high,other_domestic_social_contributions,2022,0.733441
high,other_domestic_social_contributions,2023,0.74973
high,other_domestic_social_contributions,2024,0.712169
high,excise_selective_sales,2005,0.363513
high,excise_selective_sales,2006,0.343471
high,excise_selective_sales,2007,0.309789
high,excise_selective_sales,2008,0.306394
high,excise_selective_sales,2009,0.318664
high,excise_selective_sales,2010,0.30264
high,excise_selective_sales,2011,0.320168
high,excise_selective_sales,2012,0.327368
high,excise_selective_sales,2013,0.342867
high,excise_selective_sales,2014,0.361061
high,excise_selective_sales,2015,0.363178
high,excise_selective_sales,2016,0.347392
high,excise_selective_sales,2017,0.320391
high,excise_selective_sales,2018,0.346257
high,excise_selective_sales,2019,0.310304
high,excise_selective_sales,2020,0.294418
high,excise_selective_sales,2021,0.28505
high,excise_selective_sales,2022,0.290594
high,excise_selective_sales,2023,0.266638
high,excise_selective_sales,2024,0.269255
high,personal_current_transfers,2005,0.211058
high,personal_current_transfers,2006,0.230561
high,personal_current_transfers,2007,0.246394
high,personal_current_transfers,2008,0.240765
high,personal_current_transfers,2009,0.243864
high,personal_current_transfers,2010,0.25971
high,personal_current_transfers,2011,0.243568
high,personal_current_transfers,2012,0.243615
high,personal_current_transfers,2013,0.225716
high,personal_current_transfers,2014,0.220255
high,personal_current_transfers,2015,0.227067
high,personal_current_transfers,2016,0.239626
high,personal_current_transfers,2017,0.23693
high,personal_current_transfers,2018,0.23471
high,personal_current_transfers,2019,0.225718
high,personal_current_transfers,2020,0.152473
high,personal_current_transfers,2021,0.168819
high,personal_current_transfers,2022,0.173721
high,personal_current_transfers,2023,0.174757
high,personal_current_transfers,2024,0.179782
high,state_local_income_tax,2005,0.0
high,state_local_income_tax,2006,0.0
high,state_local_income_tax,2007,0.0
high,state_local_income_tax,2008,0.0
high,state_local_income_tax,2009,0.0
high,state_local_income_tax,2010,0.0
high,state_local_income_tax,2011,0.0
high,state_local_income_tax,2012,0.0
high,state_local_income_tax,2013,0.0
high,state_local_income_tax,2014,0.0
high,state_local_income_tax,2015,0.0
high,state_local_income_tax,2016,0.0
high,state_local_income_tax,2017,0.0
high,state_local_income_tax,2018,0.0
high,state_local_income_tax,2019,0.0
high,state_local_income_tax,2020,0.0
high,state_local_income_tax,2021,0.0
high,state_local_income_tax,2022,0.0
high,state_local_income_tax,2023,0.0
high,state_local_income_tax,2024,0.0
high,personal_motor_vehicle,2005,0.0
high,personal_motor_vehicle,2006,0.0
high,personal_motor_vehicle,2007,0.0
high,personal_motor_vehicle,2008,0.0
high,personal_motor_vehicle,2009,0.0
high,personal_motor_vehicle,2010,0.0
high,personal_motor_vehicle,2011,0.0
high,personal_motor_vehicle,2012,0.0
high,personal_motor_vehicle,2013,0.0
high,personal_motor_vehicle,2014,0.0
high,personal_motor_vehicle,2015,0.0
high,personal_motor_vehicle,2016,0.0
high,personal_motor_vehicle,2017,0.0
high,personal_motor_vehicle,2018,0.0
high,personal_motor_vehicle,2019,0.0
high,personal_motor_vehicle,2020,0.0
high,personal_motor_vehicle,2021,0.0
high,personal_motor_vehicle,2022,0.0
high,personal_motor_vehicle,2023,0.0
high,personal_motor_vehicle,2024,0.0
high,other_personal_tax,2005,0.0
high,other_personal_tax,2006,0.0
high,other_personal_tax,2007,0.0
high,other_personal_tax,2008,0.0
high,other_personal_tax,2009,0.0
high,other_personal_tax,2010,0.0
high,other_personal_tax,2011,0.0
high,other_personal_tax,2012,0.0
high,other_personal_tax,2013,0.0
high,other_personal_tax,2014,0.0
high,other_personal_tax,2015,0.0
high,other_personal_tax,2016,0.0
high,other_personal_tax,2017,0.0
high,other_personal_tax,2018,0.0
high,other_personal_tax,2019,0.0
high,other_personal_tax,2020,0.0
high,other_personal_tax,2021,0.0
high,other_personal_tax,2022,0.0
high,other_personal_tax,2023,0.0
high,other_personal_tax,2024,0.0
high,general_sales_tax,2005,0.0
high,general_sales_tax,2006,0.0
high,general_sales_tax,2007,0.0
high,general_sales_tax,2008,0.0
high,general_sales_tax,2009,0.0
high,general_sales_tax,2010,0.0
high,general_sales_tax,2011,0.0
high,general_sales_tax,2012,0.0
high,general_sales_tax,2013,0.0
high,general_sales_tax,2014,0.0
high,general_sales_tax,2015,0.0
high,general_sales_tax,2016,0.0
high,general_sales_tax,2017,0.0
high,general_sales_tax,2018,0.0
high,general_sales_tax,2019,0.0
high,general_sales_tax,2020,0.0
high,general_sales_tax,2021,0.0
high,general_sales_tax,2022,0.0
high,general_sales_tax,2023,0.0
high,general_sales_tax,2024,0.0
high,social_security,2005,1.0
high,social_security,2006,1.0
high,social_security,2007,1.0
high,social_security,2008,1.0
high,social_security,2009,1.0
high,social_security,2010,1.0
high,social_security,2011,1.0
high,social_security,2012,1.0
high,social_security,2013,1.0
high,social_security,2014,1.0
high,social_security,2015,1.0
high,social_security,2016,1.0
high,social_security,2017,1.0
high,social_security,2018,1.0
high,social_security,2019,1.0
high,social_security,2020,1.0
high,social_security,2021,1.0
high,social_security,2022,1.0
high,social_security,2023,1.0
high,social_security,2024,1.0
high,medicare,2005,1.0
high,medicare,2006,1.0
high,medicare,2007,1.0
high,medicare,2008,1.0
high,medicare,2009,1.0
high,medicare,2010,1.0
high,medicare,2011,1.0
high,medicare,2012,1.0
high,medicare,2013,1.0
high,medicare,2014,1.0
high,medicare,2015,1.0
high,medicare,2016,1.0
high,medicare,2017,1.0
high,medicare,2018,1.0
high,medicare,2019,1.0
high,medicare,2020,1.0
high,medicare,2021,1.0
high,medicare,2022,1.0
high,medicare,2023,1.0
high,medicare,2024,1.0
high,unemployment,2005,1.0
high,unemployment,2006,1.0
high,unemployment,2007,1.0
high,unemployment,2008,1.0
high,unemployment,2009,1.0
high,unemployment,2010,1.0
high,unemployment,2011,1.0
high,unemployment,2012,1.0
high,unemployment,2013,1.0
high,unemployment,2014,1.0
high,unemployment,2015,1.0
high,unemployment,2016,1.0
high,unemployment,2017,1.0
high,unemployment,2018,1.0
high,unemployment,2019,1.0
high,unemployment,2020,1.0
high,unemployment,2021,1.0
high,unemployment,2022,1.0
high,unemployment,2023,1.0
high,unemployment,2024,1.0
high,railroad_retirement,2005,1.0
high,railroad_retirement,2006,1.0
high,railroad_retirement,2007,1.0
high,railroad_retirement,2008,1.0
high,railroad_retirement,2009,1.0
high,railroad_retirement,2010,1.0
high,railroad_retirement,2011,1.0
high,railroad_retirement,2012,1.0
high,railroad_retirement,2013,1.0
high,railroad_retirement,2014,1.0
high,railroad_retirement,2015,1.0
high,railroad_retirement,2016,1.0
high,railroad_retirement,2017,1.0
high,railroad_retirement,2018,1.0
high,railroad_retirement,2019,1.0
high,railroad_retirement,2020,1.0
high,railroad_retirement,2021,1.0
high,railroad_retirement,2022,1.0
high,railroad_retirement,2023,1.0
high,railroad_retirement,2024,1.0
high,pension_guaranty,2005,1.0
high,pension_guaranty,2006,1.0
high,pension_guaranty,2007,1.0
high,pension_guaranty,2008,1.0
high,pension_guaranty,2009,1.0
high,pension_guaranty,2010,1.0
high,pension_guaranty,2011,1.0
high,pension_guaranty,2012,1.0
high,pension_guaranty,2013,1.0
high,pension_guaranty,2014,1.0
high,pension_guaranty,2015,1.0
high,pension_guaranty,2016,1.0
high,pension_guaranty,2017,1.0
high,pension_guaranty,2018,1.0
high,pension_guaranty,2019,1.0
high,pension_guaranty,2020,1.0
high,pension_guaranty,2021,1.0
high,pension_guaranty,2022,1.0
high,pension_guaranty,2023,1.0
high,pension_guaranty,2024,1.0
high,veterans_life_insurance,2005,1.0
high,veterans_life_insurance,2006,1.0
high,veterans_life_insurance,2007,1.0
high,veterans_life_insurance,2008,1.0
high,veterans_life_insurance,2009,1.0
high,veterans_life_insurance,2010,1.0
high,veterans_life_insurance,2011,1.0
high,veterans_life_insurance,2012,1.0
high,veterans_life_insurance,2013,1.0
high,veterans_life_insurance,2014,1.0
high,veterans_life_insurance,2015,1.0
high,veterans_life_insurance,2016,1.0
high,veterans_life_insurance,2017,1.0
high,veterans_life_insurance,2018,1.0
high,veterans_life_insurance,2019,1.0
high,veterans_life_insurance,2020,1.0
high,veterans_life_insurance,2021,1.0
high,veterans_life_insurance,2022,1.0
high,veterans_life_insurance,2023,1.0
high,veterans_life_insurance,2024,1.0
high,military_medical,2005,1.0
high,military_medical,2006,1.0
high,military_medical,2007,1.0
high,military_medical,2008,1.0
high,military_medical,2009,1.0
high,military_medical,2010,1.0
high,military_medical,2011,1.0
high,military_medical,2012,1.0
high,military_medical,2013,1.0
high,military_medical,2014,1.0
high,military_medical,2015,1.0
high,military_medical,2016,1.0
high,military_medical,2017,1.0
high,military_medical,2018,1.0
high,military_medical,2019,1.0
high,military_medical,2020,1.0
high,military_medical,2021,1.0
high,military_medical,2022,1.0
high,military_medical,2023,1.0
high,military_medical,2024,1.0
high,veterans_pension_disability,2005,1.0
high,veterans_pension_disability,2006,1.0
high,veterans_pension_disability,2007,1.0
high,veterans_pension_disability,2008,1.0
high,veterans_pension_disability,2009,1.0
high,veterans_pension_disability,2010,1.0
high,veterans_pension_disability,2011,1.0
high,veterans_pension_disability,2012,1.0
high,veterans_pension_disability,2013,1.0
high,veterans_pension_disability,2014,1.0
high,veterans_pension_disability,2015,1.0
high,veterans_pension_disability,2016,1.0
high,veterans_pension_disability,2017,1.0
high,veterans_pension_disability,2018,1.0
high,veterans_pension_disability,2019,1.0
high,veterans_pension_disability,2020,1.0
high,veterans_pension_disability,2021,1.0
high,veterans_pension_disability,2022,1.0
high,veterans_pension_disability,2023,1.0
high,veterans_pension_disability,2024,1.0
high,veterans_readjustment,2005,1.0
high,veterans_readjustment,2006,1.0
high,veterans_readjustment,2007,1.0
high,veterans_readjustment,2008,1.0
high,veterans_readjustment,2009,1.0
high,veterans_readjustment,2010,1.0
high,veterans_readjustment,2011,1.0
high,veterans_readjustment,2012,1.0
high,veterans_readjustment,2013,1.0
