convention,line,year,federal_share
central,economic_affairs_services,2023,0.423562
central,economic_affairs_services,2024,0.441526
central,recreation_culture,2005,0.147031
central,recreation_culture,2006,0.140325
central,recreation_culture,2007,0.129697
central,recreation_culture,2008,0.131398
central,recreation_culture,2009,0.139709
central,recreation_culture,2010,0.15267
central,recreation_culture,2011,0.145872
central,recreation_culture,2012,0.150069
central,recreation_culture,2013,0.144036
central,recreation_culture,2014,0.137407
central,recreation_culture,2015,0.12757
central,recreation_culture,2016,0.126683
central,recreation_culture,2017,0.121855
central,recreation_culture,2018,0.120811
central,recreation_culture,2019,0.118007
central,recreation_culture,2020,0.121658
central,recreation_culture,2021,0.123792
central,recreation_culture,2022,0.116725
central,recreation_culture,2023,0.115279
central,recreation_culture,2024,0.113986
central,education_services,2005,0.073384
central,education_services,2006,0.071753
central,education_services,2007,0.063726
central,education_services,2008,0.063298
central,education_services,2009,0.08643
central,education_services,2010,0.101042
central,education_services,2011,0.09095
central,education_services,2012,0.067806
central,education_services,2013,0.059188
central,education_services,2014,0.055908
central,education_services,2015,0.054781
central,education_services,2016,0.052831
central,education_services,2017,0.051886
central,education_services,2018,0.05175
central,education_services,2019,0.048113
central,education_services,2020,0.06064
central,education_services,2021,0.101462
central,education_services,2022,0.099195
central,education_services,2023,0.096783
central,education_services,2024,0.082033
central,education_benefits,2005,0.062145
central,education_benefits,2006,0.061762
central,education_benefits,2007,0.054855
central,education_benefits,2008,0.054565
central,education_benefits,2009,0.077695
central,education_benefits,2010,0.091908
central,education_benefits,2011,0.081011
central,education_benefits,2012,0.057715
central,education_benefits,2013,0.049309
central,education_benefits,2014,0.046502
central,education_benefits,2015,0.045178
central,education_benefits,2016,0.043119
central,education_benefits,2017,0.042132
central,education_benefits,2018,0.042653
central,education_benefits,2019,0.038976
central,education_benefits,2020,0.051727
central,education_benefits,2021,0.092988
central,education_benefits,2022,0.090828
central,education_benefits,2023,0.087983
central,education_benefits,2024,0.072958
central,employment_training,2005,0.078783
central,employment_training,2006,0.074151
central,employment_training,2007,0.062163
central,employment_training,2008,0.062853
central,employment_training,2009,0.073668
central,employment_training,2010,0.086856
central,employment_training,2011,0.099268
central,employment_training,2012,0.08205
central,employment_training,2013,0.064645
central,employment_training,2014,0.058437
central,employment_training,2015,0.055383
central,employment_training,2016,0.052257
central,employment_training,2017,0.050662
central,employment_training,2018,0.053523
central,employment_training,2019,0.048762
central,employment_training,2020,0.748557
central,employment_training,2021,1.0
central,employment_training,2022,0.086713
central,employment_training,2023,0.075465
central,employment_training,2024,0.071176
central,family_and_general_assistance,2005,0.638017
central,family_and_general_assistance,2006,0.639821
central,family_and_general_assistance,2007,0.627734
central,family_and_general_assistance,2008,0.632682
central,family_and_general_assistance,2009,0.656293
central,family_and_general_assistance,2010,0.685044
central,family_and_general_assistance,2011,0.689299
central,family_and_general_assistance,2012,0.685781
central,family_and_general_assistance,2013,0.661299
central,family_and_general_assistance,2014,0.644676
central,family_and_general_assistance,2015,0.622657
central,family_and_general_assistance,2016,0.638518
central,family_and_general_assistance,2017,0.643708
central,family_and_general_assistance,2018,0.629366
central,family_and_general_assistance,2019,0.608328
central,family_and_general_assistance,2020,0.648549
central,family_and_general_assistance,2021,0.799962
central,family_and_general_assistance,2022,0.67265
central,family_and_general_assistance,2023,0.687104
central,family_and_general_assistance,2024,0.670334
central,other_state_welfare,2005,0.638017
central,other_state_welfare,2006,0.639821
central,other_state_welfare,2007,0.627734
central,other_state_welfare,2008,0.632682
central,other_state_welfare,2009,0.656293
central,other_state_welfare,2010,0.685044
central,other_state_welfare,2011,0.689299
central,other_state_welfare,2012,0.685781
central,other_state_welfare,2013,0.661299
central,other_state_welfare,2014,0.644676
central,other_state_welfare,2015,0.622657
central,other_state_welfare,2016,0.638518
central,other_state_welfare,2017,0.643708
central,other_state_welfare,2018,0.629366
central,other_state_welfare,2019,0.608328
central,other_state_welfare,2020,0.648549
central,other_state_welfare,2021,0.799962
central,other_state_welfare,2022,0.67265
central,other_state_welfare,2023,0.687104
central,other_state_welfare,2024,0.670334
central,income_security_services,2005,0.708609
central,income_security_services,2006,0.732252
central,income_security_services,2007,0.697803
central,income_security_services,2008,0.696781
central,income_security_services,2009,0.718993
central,income_security_services,2010,0.749291
central,income_security_services,2011,0.746777
central,income_security_services,2012,0.743817
central,income_security_services,2013,0.726297
central,income_security_services,2014,0.713105
central,income_security_services,2015,0.690375
central,income_security_services,2016,0.706588
central,income_security_services,2017,0.717529
central,income_security_services,2018,0.713148
central,income_security_services,2019,0.681798
central,income_security_services,2020,0.710783
central,income_security_services,2021,0.839798
central,income_security_services,2022,0.733458
central,income_security_services,2023,0.742548
central,income_security_services,2024,0.730316
central,_school_high,2005,0.10244
central,_school_high,2006,0.101884
central,_school_high,2007,0.091564
central,_school_high,2008,0.091653
central,_school_high,2009,0.130983
central,_school_high,2010,0.156253
central,_school_high,2011,0.139213
central,_school_high,2012,0.100015
central,_school_high,2013,0.085888
central,_school_high,2014,0.0812
central,_school_high,2015,0.078617
central,_school_high,2016,0.074765
central,_school_high,2017,0.073006
central,_school_high,2018,0.074125
central,_school_high,2019,0.068082
central,_school_high,2020,0.091066
central,_school_high,2021,0.163023
central,_school_high,2022,0.158817
central,_school_high,2023,0.154366
central,_school_high,2024,0.129
central,_induced_receipts,2005,0.871775
central,_induced_receipts,2006,0.871378
central,_induced_receipts,2007,0.872398
central,_induced_receipts,2008,0.870424
central,_induced_receipts,2009,0.868102
central,_induced_receipts,2010,0.870562
central,_induced_receipts,2011,0.865816
central,_induced_receipts,2012,0.862448
central,_induced_receipts,2013,0.867334
central,_induced_receipts,2014,0.872489
central,_induced_receipts,2015,0.872768
central,_induced_receipts,2016,0.874262
central,_induced_receipts,2017,0.872356
central,_induced_receipts,2018,0.868678
central,_induced_receipts,2019,0.864828
central,_induced_receipts,2020,0.864876
central,_induced_receipts,2021,0.868953
central,_induced_receipts,2022,0.873039
central,_induced_receipts,2023,0.88267
central,_induced_receipts,2024,0.884049
low,federal_income_tax,2005,1.0
low,federal_income_tax,2006,1.0
low,federal_income_tax,2007,1.0
low,federal_income_tax,2008,1.0
low,federal_income_tax,2009,1.0
low,federal_income_tax,2010,1.0
low,federal_income_tax,2011,1.0
low,federal_income_tax,2012,1.0
low,federal_income_tax,2013,1.0
low,federal_income_tax,2014,1.0
low,federal_income_tax,2015,1.0
low,federal_income_tax,2016,1.0
low,federal_income_tax,2017,1.0
low,federal_income_tax,2018,1.0
low,federal_income_tax,2019,1.0
low,federal_income_tax,2020,1.0
low,federal_income_tax,2021,1.0
low,federal_income_tax,2022,1.0
low,federal_income_tax,2023,1.0
low,federal_income_tax,2024,1.0
low,employee_oasdi,2005,1.0
low,employee_oasdi,2006,1.0
low,employee_oasdi,2007,1.0
low,employee_oasdi,2008,1.0
low,employee_oasdi,2009,1.0
low,employee_oasdi,2010,1.0
low,employee_oasdi,2011,1.0
low,employee_oasdi,2012,1.0
low,employee_oasdi,2013,1.0
low,employee_oasdi,2014,1.0
low,employee_oasdi,2015,1.0
low,employee_oasdi,2016,1.0
low,employee_oasdi,2017,1.0
low,employee_oasdi,2018,1.0
low,employee_oasdi,2019,1.0
low,employee_oasdi,2020,1.0
low,employee_oasdi,2021,1.0
low,employee_oasdi,2022,1.0
low,employee_oasdi,2023,1.0
low,employee_oasdi,2024,1.0
low,employee_hi,2005,1.0
low,employee_hi,2006,1.0
low,employee_hi,2007,1.0
low,employee_hi,2008,1.0
low,employee_hi,2009,1.0
low,employee_hi,2010,1.0
low,employee_hi,2011,1.0
low,employee_hi,2012,1.0
low,employee_hi,2013,1.0
low,employee_hi,2014,1.0
low,employee_hi,2015,1.0
low,employee_hi,2016,1.0
low,employee_hi,2017,1.0
low,employee_hi,2018,1.0
low,employee_hi,2019,1.0
low,employee_hi,2020,1.0
low,employee_hi,2021,1.0
low,employee_hi,2022,1.0
low,employee_hi,2023,1.0
low,employee_hi,2024,1.0
low,self_employment_oasdi_hi,2005,1.0
low,self_employment_oasdi_hi,2006,1.0
low,self_employment_oasdi_hi,2007,1.0
low,self_employment_oasdi_hi,2008,1.0
low,self_employment_oasdi_hi,2009,1.0
low,self_employment_oasdi_hi,2010,1.0
low,self_employment_oasdi_hi,2011,1.0
low,self_employment_oasdi_hi,2012,1.0
low,self_employment_oasdi_hi,2013,1.0
low,self_employment_oasdi_hi,2014,1.0
low,self_employment_oasdi_hi,2015,1.0
low,self_employment_oasdi_hi,2016,1.0
low,self_employment_oasdi_hi,2017,1.0
low,self_employment_oasdi_hi,2018,1.0
low,self_employment_oasdi_hi,2019,1.0
low,self_employment_oasdi_hi,2020,1.0
low,self_employment_oasdi_hi,2021,1.0
low,self_employment_oasdi_hi,2022,1.0
low,self_employment_oasdi_hi,2023,1.0
low,self_employment_oasdi_hi,2024,1.0
low,employer_oasdi,2005,1.0
low,employer_oasdi,2006,1.0
low,employer_oasdi,2007,1.0
low,employer_oasdi,2008,1.0
low,employer_oasdi,2009,1.0
low,employer_oasdi,2010,1.0
low,employer_oasdi,2011,1.0
low,employer_oasdi,2012,1.0
low,employer_oasdi,2013,1.0
low,employer_oasdi,2014,1.0
low,employer_oasdi,2015,1.0
low,employer_oasdi,2016,1.0
low,employer_oasdi,2017,1.0
low,employer_oasdi,2018,1.0
low,employer_oasdi,2019,1.0
low,employer_oasdi,2020,1.0
low,employer_oasdi,2021,1.0
low,employer_oasdi,2022,1.0
low,employer_oasdi,2023,1.0
low,employer_oasdi,2024,1.0
low,employer_hi,2005,1.0
low,employer_hi,2006,1.0
low,employer_hi,2007,1.0
low,employer_hi,2008,1.0
low,employer_hi,2009,1.0
low,employer_hi,2010,1.0
low,employer_hi,2011,1.0
low,employer_hi,2012,1.0
low,employer_hi,2013,1.0
low,employer_hi,2014,1.0
low,employer_hi,2015,1.0
low,employer_hi,2016,1.0
low,employer_hi,2017,1.0
low,employer_hi,2018,1.0
low,employer_hi,2019,1.0
low,employer_hi,2020,1.0
low,employer_hi,2021,1.0
low,employer_hi,2022,1.0
low,employer_hi,2023,1.0
low,employer_hi,2024,1.0
low,medicare_supplementary_premiums,2005,1.0
low,medicare_supplementary_premiums,2006,1.0
low,medicare_supplementary_premiums,2007,1.0
low,medicare_supplementary_premiums,2008,1.0
low,medicare_supplementary_premiums,2009,1.0
low,medicare_supplementary_premiums,2010,1.0
low,medicare_supplementary_premiums,2011,1.0
low,medicare_supplementary_premiums,2012,1.0
low,medicare_supplementary_premiums,2013,1.0
low,medicare_supplementary_premiums,2014,1.0
low,medicare_supplementary_premiums,2015,1.0
low,medicare_supplementary_premiums,2016,1.0
low,medicare_supplementary_premiums,2017,1.0
low,medicare_supplementary_premiums,2018,1.0
low,medicare_supplementary_premiums,2019,1.0
low,medicare_supplementary_premiums,2020,1.0
low,medicare_supplementary_premiums,2021,1.0
low,medicare_supplementary_premiums,2022,1.0
low,medicare_supplementary_premiums,2023,1.0
low,medicare_supplementary_premiums,2024,1.0
low,customs_duties,2005,1.0
low,customs_duties,2006,1.0
low,customs_duties,2007,1.0
low,customs_duties,2008,1.0
low,customs_duties,2009,1.0
low,customs_duties,2010,1.0
low,customs_duties,2011,1.0
low,customs_duties,2012,1.0
low,customs_duties,2013,1.0
low,customs_duties,2014,1.0
low,customs_duties,2015,1.0
low,customs_duties,2016,1.0
low,customs_duties,2017,1.0
low,customs_duties,2018,1.0
low,customs_duties,2019,1.0
low,customs_duties,2020,1.0
low,customs_duties,2021,1.0
low,customs_duties,2022,1.0
low,customs_duties,2023,1.0
low,customs_duties,2024,1.0
low,other_domestic_social_contributions,2005,0.693064
low,other_domestic_social_contributions,2006,0.722151
low,other_domestic_social_contributions,2007,0.739668
low,other_domestic_social_contributions,2008,0.736147
low,other_domestic_social_contributions,2009,0.743925
low,other_domestic_social_contributions,2010,0.783398
low,other_domestic_social_contributions,2011,0.801963
low,other_domestic_social_contributions,2012,0.816008
low,other_domestic_social_contributions,2013,0.809133
low,other_domestic_social_contributions,2014,0.796716
low,other_domestic_social_contributions,2015,0.790721
low,other_domestic_social_contributions,2016,0.776027
low,other_domestic_social_contributions,2017,0.773027
low,other_domestic_social_contributions,2018,0.755165
low,other_domestic_social_contributions,2019,0.749706
low,other_domestic_social_contributions,2020,0.762004
low,other_domestic_social_contributions,2021,0.74328
low,other_domestic_social_contributions,2022,0.733441
low,other_domestic_social_contributions,2023,0.74973
low,other_domestic_social_contributions,2024,0.712169
low,excise_selective_sales,2005,0.363513
low,excise_selective_sales,2006,0.343471
low,excise_selective_sales,2007,0.309789
low,excise_selective_sales,2008,0.306394
low,excise_selective_sales,2009,0.318664
low,excise_selective_sales,2010,0.30264
low,excise_selective_sales,2011,0.320168
low,excise_selective_sales,2012,0.327368
low,excise_selective_sales,2013,0.342867
low,excise_selective_sales,2014,0.361061
low,excise_selective_sales,2015,0.363178
low,excise_selective_sales,2016,0.347392
low,excise_selective_sales,2017,0.320391
low,excise_selective_sales,2018,0.346257
low,excise_selective_sales,2019,0.310304
low,excise_selective_sales,2020,0.294418
low,excise_selective_sales,2021,0.28505
low,excise_selective_sales,2022,0.290594
low,excise_selective_sales,2023,0.266638
low,excise_selective_sales,2024,0.269255
low,personal_current_transfers,2005,0.211058
low,personal_current_transfers,2006,0.230561
low,personal_current_transfers,2007,0.246394
low,personal_current_transfers,2008,0.240765
low,personal_current_transfers,2009,0.243864
low,personal_current_transfers,2010,0.25971
low,personal_current_transfers,2011,0.243568
low,personal_current_transfers,2012,0.243615
low,personal_current_transfers,2013,0.225716
low,personal_current_transfers,2014,0.220255
low,personal_current_transfers,2015,0.227067
low,personal_current_transfers,2016,0.239626
low,personal_current_transfers,2017,0.23693
low,personal_current_transfers,2018,0.23471
low,personal_current_transfers,2019,0.225718
low,personal_current_transfers,2020,0.152473
low,personal_current_transfers,2021,0.168819
low,personal_current_transfers,2022,0.173721
low,personal_current_transfers,2023,0.174757
low,personal_current_transfers,2024,0.179782
low,state_local_income_tax,2005,0.0
low,state_local_income_tax,2006,0.0
low,state_local_income_tax,2007,0.0
low,state_local_income_tax,2008,0.0
low,state_local_income_tax,2009,0.0
low,state_local_income_tax,2010,0.0
low,state_local_income_tax,2011,0.0
low,state_local_income_tax,2012,0.0
low,state_local_income_tax,2013,0.0
low,state_local_income_tax,2014,0.0
low,state_local_income_tax,2015,0.0
low,state_local_income_tax,2016,0.0
low,state_local_income_tax,2017,0.0
low,state_local_income_tax,2018,0.0
low,state_local_income_tax,2019,0.0
low,state_local_income_tax,2020,0.0
low,state_local_income_tax,2021,0.0
low,state_local_income_tax,2022,0.0
low,state_local_income_tax,2023,0.0
low,state_local_income_tax,2024,0.0
low,personal_motor_vehicle,2005,0.0
low,personal_motor_vehicle,2006,0.0
low,personal_motor_vehicle,2007,0.0
low,personal_motor_vehicle,2008,0.0
low,personal_motor_vehicle,2009,0.0
low,personal_motor_vehicle,2010,0.0
low,personal_motor_vehicle,2011,0.0
low,personal_motor_vehicle,2012,0.0
low,personal_motor_vehicle,2013,0.0
low,personal_motor_vehicle,2014,0.0
low,personal_motor_vehicle,2015,0.0
low,personal_motor_vehicle,2016,0.0
low,personal_motor_vehicle,2017,0.0
low,personal_motor_vehicle,2018,0.0
low,personal_motor_vehicle,2019,0.0
low,personal_motor_vehicle,2020,0.0
low,personal_motor_vehicle,2021,0.0
low,personal_motor_vehicle,2022,0.0
low,personal_motor_vehicle,2023,0.0
low,personal_motor_vehicle,2024,0.0
low,other_personal_tax,2005,0.0
low,other_personal_tax,2006,0.0
low,other_personal_tax,2007,0.0
low,other_personal_tax,2008,0.0
low,other_personal_tax,2009,0.0
low,other_personal_tax,2010,0.0
low,other_personal_tax,2011,0.0
low,other_personal_tax,2012,0.0
low,other_personal_tax,2013,0.0
low,other_personal_tax,2014,0.0
low,other_personal_tax,2015,0.0
low,other_personal_tax,2016,0.0
low,other_personal_tax,2017,0.0
low,other_personal_tax,2018,0.0
low,other_personal_tax,2019,0.0
low,other_personal_tax,2020,0.0
low,other_personal_tax,2021,0.0
low,other_personal_tax,2022,0.0
low,other_personal_tax,2023,0.0
low,other_personal_tax,2024,0.0
low,general_sales_tax,2005,0.0
low,general_sales_tax,2006,0.0
low,general_sales_tax,2007,0.0
low,general_sales_tax,2008,0.0
low,general_sales_tax,2009,0.0
low,general_sales_tax,2010,0.0
low,general_sales_tax,2011,0.0
low,general_sales_tax,2012,0.0
low,general_sales_tax,2013,0.0
low,general_sales_tax,2014,0.0
low,general_sales_tax,2015,0.0
low,general_sales_tax,2016,0.0
low,general_sales_tax,2017,0.0
low,general_sales_tax,2018,0.0
low,general_sales_tax,2019,0.0
low,general_sales_tax,2020,0.0
low,general_sales_tax,2021,0.0
low,general_sales_tax,2022,0.0
low,general_sales_tax,2023,0.0
low,general_sales_tax,2024,0.0
low,social_security,2005,1.0
low,social_security,2006,1.0
low,social_security,2007,1.0
low,social_security,2008,1.0
low,social_security,2009,1.0
low,social_security,2010,1.0
low,social_security,2011,1.0
low,social_security,2012,1.0
low,social_security,2013,1.0
low,social_security,2014,1.0
low,social_security,2015,1.0
low,social_security,2016,1.0
low,social_security,2017,1.0
low,social_security,2018,1.0
low,social_security,2019,1.0
low,social_security,2020,1.0
low,social_security,2021,1.0
low,social_security,2022,1.0
low,social_security,2023,1.0
low,social_security,2024,1.0
low,medicare,2005,1.0
low,medicare,2006,1.0
low,medicare,2007,1.0
low,medicare,2008,1.0
low,medicare,2009,1.0
low,medicare,2010,1.0
low,medicare,2011,1.0
low,medicare,2012,1.0
low,medicare,2013,1.0
low,medicare,2014,1.0
low,medicare,2015,1.0
low,medicare,2016,1.0
low,medicare,2017,1.0
low,medicare,2018,1.0
low,medicare,2019,1.0
low,medicare,2020,1.0
low,medicare,2021,1.0
low,medicare,2022,1.0
low,medicare,2023,1.0
low,medicare,2024,1.0
low,unemployment,2005,1.0
low,unemployment,2006,1.0
low,unemployment,2007,1.0
low,unemployment,2008,1.0
low,unemployment,2009,1.0
low,unemployment,2010,1.0
low,unemployment,2011,1.0
low,unemployment,2012,1.0
low,unemployment,2013,1.0
low,unemployment,2014,1.0
low,unemployment,2015,1.0
low,unemployment,2016,1.0
low,unemployment,2017,1.0
low,unemployment,2018,1.0
low,unemployment,2019,1.0
low,unemployment,2020,1.0
low,unemployment,2021,1.0
low,unemployment,2022,1.0
low,unemployment,2023,1.0
low,unemployment,2024,1.0
low,railroad_retirement,2005,1.0
low,railroad_retirement,2006,1.0
low,railroad_retirement,2007,1.0
low,railroad_retirement,2008,1.0
low,railroad_retirement,2009,1.0
low,railroad_retirement,2010,1.0
low,railroad_retirement,2011,1.0
low,railroad_retirement,2012,1.0
low,railroad_retirement,2013,1.0
low,railroad_retirement,2014,1.0
low,railroad_retirement,2015,1.0
low,railroad_retirement,2016,1.0
low,railroad_retirement,2017,1.0
low,railroad_retirement,2018,1.0
low,railroad_retirement,2019,1.0
low,railroad_retirement,2020,1.0
low,railroad_retirement,2021,1.0
low,railroad_retirement,2022,1.0
low,railroad_retirement,2023,1.0
low,railroad_retirement,2024,1.0
low,pension_guaranty,2005,1.0
low,pension_guaranty,2006,1.0
low,pension_guaranty,2007,1.0
low,pension_guaranty,2008,1.0
low,pension_guaranty,2009,1.0
low,pension_guaranty,2010,1.0
low,pension_guaranty,2011,1.0
low,pension_guaranty,2012,1.0
low,pension_guaranty,2013,1.0
low,pension_guaranty,2014,1.0
low,pension_guaranty,2015,1.0
low,pension_guaranty,2016,1.0
low,pension_guaranty,2017,1.0
low,pension_guaranty,2018,1.0
low,pension_guaranty,2019,1.0
low,pension_guaranty,2020,1.0
low,pension_guaranty,2021,1.0
low,pension_guaranty,2022,1.0
low,pension_guaranty,2023,1.0
low,pension_guaranty,2024,1.0
low,veterans_life_insurance,2005,1.0
low,veterans_life_insurance,2006,1.0
low,veterans_life_insurance,2007,1.0
low,veterans_life_insurance,2008,1.0
low,veterans_life_insurance,2009,1.0
low,veterans_life_insurance,2010,1.0
low,veterans_life_insurance,2011,1.0
low,veterans_life_insurance,2012,1.0
low,veterans_life_insurance,2013,1.0
low,veterans_life_insurance,2014,1.0
low,veterans_life_insurance,2015,1.0
low,veterans_life_insurance,2016,1.0
low,veterans_life_insurance,2017,1.0
low,veterans_life_insurance,2018,1.0
low,veterans_life_insurance,2019,1.0
low,veterans_life_insurance,2020,1.0
low,veterans_life_insurance,2021,1.0
low,veterans_life_insurance,2022,1.0
low,veterans_life_insurance,2023,1.0
low,veterans_life_insurance,2024,1.0
low,military_medical,2005,1.0
low,military_medical,2006,1.0
low,military_medical,2007,1.0
low,military_medical,2008,1.0
low,military_medical,2009,1.0
low,military_medical,2010,1.0
low,military_medical,2011,1.0
low,military_medical,2012,1.0
low,military_medical,2013,1.0
low,military_medical,2014,1.0
low,military_medical,2015,1.0
low,military_medical,2016,1.0
low,military_medical,2017,1.0
low,military_medical,2018,1.0
low,military_medical,2019,1.0
low,military_medical,2020,1.0
low,military_medical,2021,1.0
low,military_medical,2022,1.0
low,military_medical,2023,1.0
low,military_medical,2024,1.0
low,veterans_pension_disability,2005,1.0
low,veterans_pension_disability,2006,1.0
low,veterans_pension_disability,2007,1.0
low,veterans_pension_disability,2008,1.0
low,veterans_pension_disability,2009,1.0
low,veterans_pension_disability,2010,1.0
low,veterans_pension_disability,2011,1.0
low,veterans_pension_disability,2012,1.0
low,veterans_pension_disability,2013,1.0
low,veterans_pension_disability,2014,1.0
low,veterans_pension_disability,2015,1.0
low,veterans_pension_disability,2016,1.0
low,veterans_pension_disability,2017,1.0
low,veterans_pension_disability,2018,1.0
low,veterans_pension_disability,2019,1.0
low,veterans_pension_disability,2020,1.0
low,veterans_pension_disability,2021,1.0
low,veterans_pension_disability,2022,1.0
low,veterans_pension_disability,2023,1.0
low,veterans_pension_disability,2024,1.0
low,veterans_readjustment,2005,1.0
low,veterans_readjustment,2006,1.0
low,veterans_readjustment,2007,1.0
low,veterans_readjustment,2008,1.0
low,veterans_readjustment,2009,1.0
low,veterans_readjustment,2010,1.0
low,veterans_readjustment,2011,1.0
low,veterans_readjustment,2012,1.0
low,veterans_readjustment,2013,1.0
low,veterans_readjustment,2014,1.0
low,veterans_readjustment,2015,1.0
low,veterans_readjustment,2016,1.0
low,veterans_readjustment,2017,1.0
low,veterans_readjustment,2018,1.0
low,veterans_readjustment,2019,1.0
low,veterans_readjustment,2020,1.0
low,veterans_readjustment,2021,1.0
low,veterans_readjustment,2022,1.0
low,veterans_readjustment,2023,1.0
low,veterans_readjustment,2024,1.0
low,veterans_other,2005,1.0
low,veterans_other,2006,1.0
low,veterans_other,2007,1.0
low,veterans_other,2008,1.0
low,veterans_other,2009,1.0
low,veterans_other,2010,1.0
low,veterans_other,2011,1.0
low,veterans_other,2012,1.0
low,veterans_other,2013,1.0
low,veterans_other,2014,1.0
low,veterans_other,2015,1.0
low,veterans_other,2016,1.0
low,veterans_other,2017,1.0
low,veterans_other,2018,1.0
low,veterans_other,2019,1.0
low,veterans_other,2020,1.0
low,veterans_other,2021,1.0
low,veterans_other,2022,1.0
low,veterans_other,2023,1.0
low,veterans_other,2024,1.0
low,snap,2005,1.0
low,snap,2006,1.0
low,snap,2007,1.0
low,snap,2008,1.0
low,snap,2009,1.0
low,snap,2010,1.0
low,snap,2011,1.0
low,snap,2012,1.0
low,snap,2013,1.0
low,snap,2014,1.0
low,snap,2015,1.0
low,snap,2016,1.0
low,snap,2017,1.0
low,snap,2018,1.0
low,snap,2019,1.0
low,snap,2020,1.0
low,snap,2021,1.0
low,snap,2022,1.0
low,snap,2023,1.0
low,snap,2024,1.0
low,black_lung,2005,1.0
low,black_lung,2006,1.0
low,black_lung,2007,1.0
low,black_lung,2008,1.0
low,black_lung,2009,1.0
low,black_lung,2010,1.0
low,black_lung,2011,1.0
low,black_lung,2012,1.0
low,black_lung,2013,1.0
low,black_lung,2014,1.0
low,black_lung,2015,1.0
low,black_lung,2016,1.0
low,black_lung,2017,1.0
low,black_lung,2018,1.0
low,black_lung,2019,1.0
low,black_lung,2020,1.0
low,black_lung,2021,1.0
low,black_lung,2022,1.0
low,black_lung,2023,1.0
low,black_lung,2024,1.0
low,refundable_tax_credits,2005,1.0
low,refundable_tax_credits,2006,1.0
low,refundable_tax_credits,2007,1.0
low,refundable_tax_credits,2008,1.0
low,refundable_tax_credits,2009,1.0
low,refundable_tax_credits,2010,1.0
low,refundable_tax_credits,2011,1.0
low,refundable_tax_credits,2012,1.0
low,refundable_tax_credits,2013,1.0
low,refundable_tax_credits,2014,1.0
low,refundable_tax_credits,2015,1.0
low,refundable_tax_credits,2016,1.0
low,refundable_tax_credits,2017,1.0
low,refundable_tax_credits,2018,1.0
low,refundable_tax_credits,2019,1.0
low,refundable_tax_credits,2020,1.0
low,refundable_tax_credits,2021,1.0
low,refundable_tax_credits,2022,1.0
low,refundable_tax_credits,2023,1.0
low,refundable_tax_credits,2024,1.0
low,other_federal_benefits,2005,1.0
low,other_federal_benefits,2006,1.0
low,other_federal_benefits,2007,1.0
low,other_federal_benefits,2008,1.0
low,other_federal_benefits,2009,1.0
low,other_federal_benefits,2010,1.0
low,other_federal_benefits,2011,1.0
low,other_federal_benefits,2012,1.0
low,other_federal_benefits,2013,1.0
low,other_federal_benefits,2014,1.0
low,other_federal_benefits,2015,1.0
low,other_federal_benefits,2016,1.0
low,other_federal_benefits,2017,1.0
low,other_federal_benefits,2018,1.0
low,other_federal_benefits,2019,1.0
low,other_federal_benefits,2020,1.0
low,other_federal_benefits,2021,1.0
low,other_federal_benefits,2022,1.0
low,other_federal_benefits,2023,1.0
low,other_federal_benefits,2024,1.0
low,workers_compensation,2005,0.162691
low,workers_compensation,2006,0.168151
low,workers_compensation,2007,0.173153
low,workers_compensation,2008,0.178375
low,workers_compensation,2009,0.187314
low,workers_compensation,2010,0.190889
low,workers_compensation,2011,0.217692
low,workers_compensation,2012,0.228324
low,workers_compensation,2013,0.23638
low,workers_compensation,2014,0.253807
low,workers_compensation,2015,0.26568
low,workers_compensation,2016,0.278926
low,workers_compensation,2017,0.264879
low,workers_compensation,2018,0.28541
low,workers_compensation,2019,0.274783
low,workers_compensation,2020,0.265202
low,workers_compensation,2021,0.260507
low,workers_compensation,2022,0.258357
low,workers_compensation,2023,0.290515
low,workers_compensation,2024,0.321144
low,ssi,2005,0.863908
low,ssi,2006,0.870411
low,ssi,2007,0.873889
low,ssi,2008,0.87807
low,ssi,2009,0.895799
low,ssi,2010,0.907258
low,ssi,2011,0.911041
low,ssi,2012,0.919379
low,ssi,2013,0.922809
low,ssi,2014,0.924239
low,ssi,2015,0.923139
low,ssi,2016,0.92379
low,ssi,2017,0.922589
low,ssi,2018,0.92395
low,ssi,2019,0.925844
low,ssi,2020,0.925671
low,ssi,2021,0.926212
low,ssi,2022,0.920504
low,ssi,2023,0.920988
low,ssi,2024,0.920671
low,temporary_disability,2005,0.0
low,temporary_disability,2006,0.0
low,temporary_disability,2007,0.0
low,temporary_disability,2008,0.0
low,temporary_disability,2009,0.0
low,temporary_disability,2010,0.0
low,temporary_disability,2011,0.0
low,temporary_disability,2012,0.0
low,temporary_disability,2013,0.0
low,temporary_disability,2014,0.0
low,temporary_disability,2015,0.0
low,temporary_disability,2016,0.0
low,temporary_disability,2017,0.0
low,temporary_disability,2018,0.0
low,temporary_disability,2019,0.0
low,temporary_disability,2020,0.0
low,temporary_disability,2021,0.0
low,temporary_disability,2022,0.0
low,temporary_disability,2023,0.0
low,temporary_disability,2024,0.0
low,other_state_benefits,2005,0.0
low,other_state_benefits,2006,0.0
low,other_state_benefits,2007,0.0
low,other_state_benefits,2008,0.0
low,other_state_benefits,2009,0.0
low,other_state_benefits,2010,0.0
low,other_state_benefits,2011,0.0
low,other_state_benefits,2012,0.0
