fiscal_year,state,line,group,total_computable
2023,National Totals,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,340690446.0
2023,National Totals,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,19395808272.0
2023,National Totals,All-Inclusive Care Elderly,hcbs_other,3955863551.0
2023,National Totals,Personal Care Services - Reg. Payments,hcbs_pc_cfc,14705588590.0
2023,National Totals,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,527408844.0
2023,National Totals,Targeted Case Management Services - Com. Case-Man.,hcbs_other,2384867139.0
2023,National Totals,Case Management - State Wide,hcbs_other,793596499.0
2023,National Totals,Rehabilitative Services (non-school-based),hcbs_other,5924164717.0
2023,National Totals,Private Duty Nursing,hcbs_other,1060747602.0
2023,National Totals,Balance,map_total,884379115557.31
2023,National Totals,Collections,collections,-24497469412.0
2024,Alabama,Mental Health Facility Services - Reg. Payments,mhf,69955424.0
2024,Alabama,Mental Health Facility - DSH,mhf_dsh,3215000.0
2024,Alabama,Nursing Facility Services - Reg. Payments,nf,1242799454.0
2024,Alabama,Nursing Facility Services - Sup. Payments,nf,0.0
2024,Alabama,Intermediate Care Facility - Public,icf,0.0
2024,Alabama,Intermediate Care - Private,icf,2768909.0
2024,Alabama,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Alabama,Home Health Services,hcbs_other,111162329.0
2024,Alabama,Medicaid - MCO,mco_capitation,0.0
2024,Alabama,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Alabama,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,613582995.0
2024,Alabama,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,Alabama,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,142043561.0
2024,Alabama,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Alabama,All-Inclusive Care Elderly,hcbs_other,8611799.0
2024,Alabama,Personal Care Services - Reg. Payments,hcbs_pc_cfc,0.0
2024,Alabama,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Alabama,Targeted Case Management Services - Com. Case-Man.,hcbs_other,55374280.0
2024,Alabama,Case Management - State Wide,hcbs_other,0.0
2024,Alabama,Rehabilitative Services (non-school-based),hcbs_other,143479723.0
2024,Alabama,Private Duty Nursing,hcbs_other,9444388.0
2024,Alabama,Balance,map_total,8156803465.0
2024,Alabama,Collections,collections,-47436696.0
2024,Alaska,Mental Health Facility Services - Reg. Payments,mhf,12490693.0
2024,Alaska,Mental Health Facility - DSH,mhf_dsh,17611765.0
2024,Alaska,Nursing Facility Services - Reg. Payments,nf,197258233.0
2024,Alaska,Nursing Facility Services - Sup. Payments,nf,0.0
2024,Alaska,Intermediate Care Facility - Public,icf,0.0
2024,Alaska,Intermediate Care - Private,icf,1246634.0
2024,Alaska,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Alaska,Home Health Services,hcbs_other,1864516.0
2024,Alaska,Medicaid - MCO,mco_capitation,0.0
2024,Alaska,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Alaska,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,406233703.0
2024,Alaska,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,Alaska,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Alaska,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,22176426.0
2024,Alaska,All-Inclusive Care Elderly,hcbs_other,0.0
2024,Alaska,Personal Care Services - Reg. Payments,hcbs_pc_cfc,21353593.0
2024,Alaska,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Alaska,Targeted Case Management Services - Com. Case-Man.,hcbs_other,4165625.0
2024,Alaska,Case Management - State Wide,hcbs_other,0.0
2024,Alaska,Rehabilitative Services (non-school-based),hcbs_other,0.0
2024,Alaska,Private Duty Nursing,hcbs_other,0.0
2024,Alaska,Balance,map_total,2729409570.0
2024,Alaska,Collections,collections,-14294231.0
2024,Amer. Samoa,Mental Health Facility Services - Reg. Payments,mhf,0.0
2024,Amer. Samoa,Mental Health Facility - DSH,mhf_dsh,0.0
2024,Amer. Samoa,Nursing Facility Services - Reg. Payments,nf,0.0
2024,Amer. Samoa,Nursing Facility Services - Sup. Payments,nf,0.0
2024,Amer. Samoa,Intermediate Care Facility - Public,icf,0.0
2024,Amer. Samoa,Intermediate Care - Private,icf,0.0
2024,Amer. Samoa,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Amer. Samoa,Home Health Services,hcbs_other,0.0
2024,Amer. Samoa,Medicaid - MCO,mco_capitation,0.0
2024,Amer. Samoa,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Amer. Samoa,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,0.0
2024,Amer. Samoa,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,Amer. Samoa,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Amer. Samoa,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Amer. Samoa,All-Inclusive Care Elderly,hcbs_other,0.0
2024,Amer. Samoa,Personal Care Services - Reg. Payments,hcbs_pc_cfc,113223.0
2024,Amer. Samoa,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Amer. Samoa,Targeted Case Management Services - Com. Case-Man.,hcbs_other,0.0
2024,Amer. Samoa,Case Management - State Wide,hcbs_other,0.0
2024,Amer. Samoa,Rehabilitative Services (non-school-based),hcbs_other,0.0
2024,Amer. Samoa,Private Duty Nursing,hcbs_other,0.0
2024,Amer. Samoa,Balance,map_total,56924210.0
2024,Amer. Samoa,Collections,collections,0.0
2024,Arizona,Mental Health Facility Services - Reg. Payments,mhf,9151941.0
2024,Arizona,Mental Health Facility - DSH,mhf_dsh,28474900.0
2024,Arizona,Nursing Facility Services - Reg. Payments,nf,64094800.0
2024,Arizona,Nursing Facility Services - Sup. Payments,nf,8757286.0
2024,Arizona,Intermediate Care Facility - Public,icf,0.0
2024,Arizona,Intermediate Care - Private,icf,0.0
2024,Arizona,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Arizona,Home Health Services,hcbs_other,5536331.0
2024,Arizona,Medicaid - MCO,mco_capitation,17664935198.0
2024,Arizona,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Arizona,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,0.0
2024,Arizona,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,Arizona,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Arizona,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Arizona,All-Inclusive Care Elderly,hcbs_other,0.0
2024,Arizona,Personal Care Services - Reg. Payments,hcbs_pc_cfc,940644.0
2024,Arizona,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Arizona,Targeted Case Management Services - Com. Case-Man.,hcbs_other,169331.0
2024,Arizona,Case Management - State Wide,hcbs_other,15565755.0
2024,Arizona,Rehabilitative Services (non-school-based),hcbs_other,135200598.0
2024,Arizona,Private Duty Nursing,hcbs_other,77361.0
2024,Arizona,Balance,map_total,19966771706.0
2024,Arizona,Collections,collections,-408956.0
2024,Arkansas,Mental Health Facility Services - Reg. Payments,mhf,17017897.0
2024,Arkansas,Mental Health Facility - DSH,mhf_dsh,0.0
2024,Arkansas,Nursing Facility Services - Reg. Payments,nf,969107510.0
2024,Arkansas,Nursing Facility Services - Sup. Payments,nf,0.0
2024,Arkansas,Intermediate Care Facility - Public,icf,158926040.0
2024,Arkansas,Intermediate Care - Private,icf,148893.0
2024,Arkansas,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Arkansas,Home Health Services,hcbs_other,50328698.0
2024,Arkansas,Medicaid - MCO,mco_capitation,808617441.0
2024,Arkansas,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Arkansas,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,446598445.0
2024,Arkansas,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,Arkansas,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Arkansas,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Arkansas,All-Inclusive Care Elderly,hcbs_other,27399696.0
2024,Arkansas,Personal Care Services - Reg. Payments,hcbs_pc_cfc,196152476.0
2024,Arkansas,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,34522145.0
2024,Arkansas,Targeted Case Management Services - Com. Case-Man.,hcbs_other,-1329.0
2024,Arkansas,Case Management - State Wide,hcbs_other,3086560.0
2024,Arkansas,Rehabilitative Services (non-school-based),hcbs_other,201605087.0
2024,Arkansas,Private Duty Nursing,hcbs_other,8579077.0
2024,Arkansas,Balance,map_total,7832697340.0
2024,Arkansas,Collections,collections,-43224046.0
2024,California,Mental Health Facility Services - Reg. Payments,mhf,526867804.0
2024,California,Mental Health Facility - DSH,mhf_dsh,149416.0
2024,California,Nursing Facility Services - Reg. Payments,nf,840227684.0
2024,California,Nursing Facility Services - Sup. Payments,nf,141159730.0
2024,California,Intermediate Care Facility - Public,icf,50747524.0
2024,California,Intermediate Care - Private,icf,182181140.0
2024,California,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,113904921.0
2024,California,Home Health Services,hcbs_other,10939736.0
2024,California,Medicaid - MCO,mco_capitation,67721503392.0
2024,California,Medicaid MCO - Community First Choice,hcbs_pc_cfc,-76780301.0
2024,California,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,7574616972.0
2024,California,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,1475085473.0
2024,California,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,California,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,13774983579.0
2024,California,All-Inclusive Care Elderly,hcbs_other,1398254281.0
2024,California,Personal Care Services - Reg. Payments,hcbs_pc_cfc,7094933927.0
2024,California,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,247321788.0
2024,California,Targeted Case Management Services - Com. Case-Man.,hcbs_other,1211161074.0
2024,California,Case Management - State Wide,hcbs_other,32053721.0
2024,California,Rehabilitative Services (non-school-based),hcbs_other,820780542.0
2024,California,Private Duty Nursing,hcbs_other,0.0
2024,California,Balance,map_total,150413664949.1
2024,California,Collections,collections,-1641028859.0
2024,Colorado,Mental Health Facility Services - Reg. Payments,mhf,8661638.0
2024,Colorado,Mental Health Facility - DSH,mhf_dsh,0.0
2024,Colorado,Nursing Facility Services - Reg. Payments,nf,771944705.0
2024,Colorado,Nursing Facility Services - Sup. Payments,nf,156817429.0
2024,Colorado,Intermediate Care Facility - Public,icf,44273564.0
2024,Colorado,Intermediate Care - Private,icf,6555545.0
2024,Colorado,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Colorado,Home Health Services,hcbs_other,1016781032.0
2024,Colorado,Medicaid - MCO,mco_capitation,501414688.0
2024,Colorado,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Colorado,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,2330291823.0
2024,Colorado,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,43913.0
2024,Colorado,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Colorado,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Colorado,All-Inclusive Care Elderly,hcbs_other,296091452.0
2024,Colorado,Personal Care Services - Reg. Payments,hcbs_pc_cfc,0.0
2024,Colorado,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Colorado,Targeted Case Management Services - Com. Case-Man.,hcbs_other,67054050.0
2024,Colorado,Case Management - State Wide,hcbs_other,0.0
2024,Colorado,Rehabilitative Services (non-school-based),hcbs_other,0.0
2024,Colorado,Private Duty Nursing,hcbs_other,131150618.0
2024,Colorado,Balance,map_total,13918870460.0
2024,Colorado,Collections,collections,-164495355.0
2024,Connecticut,Mental Health Facility Services - Reg. Payments,mhf,148987740.0
2024,Connecticut,Mental Health Facility - DSH,mhf_dsh,105573725.0
2024,Connecticut,Nursing Facility Services - Reg. Payments,nf,1256353262.0
2024,Connecticut,Nursing Facility Services - Sup. Payments,nf,0.0
2024,Connecticut,Intermediate Care Facility - Public,icf,137767338.0
2024,Connecticut,Intermediate Care - Private,icf,71447683.0
2024,Connecticut,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Connecticut,Home Health Services,hcbs_other,198750325.0
2024,Connecticut,Medicaid - MCO,mco_capitation,0.0
2024,Connecticut,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Connecticut,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,1971631196.0
2024,Connecticut,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,4663326.0
2024,Connecticut,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Connecticut,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,255549681.0
2024,Connecticut,All-Inclusive Care Elderly,hcbs_other,0.0
2024,Connecticut,Personal Care Services - Reg. Payments,hcbs_pc_cfc,0.0
2024,Connecticut,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Connecticut,Targeted Case Management Services - Com. Case-Man.,hcbs_other,106493983.0
2024,Connecticut,Case Management - State Wide,hcbs_other,0.0
2024,Connecticut,Rehabilitative Services (non-school-based),hcbs_other,0.0
2024,Connecticut,Private Duty Nursing,hcbs_other,0.0
2024,Connecticut,Balance,map_total,10967111816.0
2024,Connecticut,Collections,collections,-131797261.0
2024,Delaware,Mental Health Facility Services - Reg. Payments,mhf,16640980.0
2024,Delaware,Mental Health Facility - DSH,mhf_dsh,7131761.0
2024,Delaware,Nursing Facility Services - Reg. Payments,nf,1072590.0
2024,Delaware,Nursing Facility Services - Sup. Payments,nf,0.0
2024,Delaware,Intermediate Care Facility - Public,icf,19034182.0
2024,Delaware,Intermediate Care - Private,icf,16782283.0
2024,Delaware,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Delaware,Home Health Services,hcbs_other,61459.0
2024,Delaware,Medicaid - MCO,mco_capitation,2690226784.0
2024,Delaware,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Delaware,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,315977377.0
2024,Delaware,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,4041460.0
2024,Delaware,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Delaware,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Delaware,All-Inclusive Care Elderly,hcbs_other,23013847.0
2024,Delaware,Personal Care Services - Reg. Payments,hcbs_pc_cfc,0.0
2024,Delaware,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Delaware,Targeted Case Management Services - Com. Case-Man.,hcbs_other,7452488.0
2024,Delaware,Case Management - State Wide,hcbs_other,0.0
2024,Delaware,Rehabilitative Services (non-school-based),hcbs_other,19198637.0
2024,Delaware,Private Duty Nursing,hcbs_other,2335.0
2024,Delaware,Balance,map_total,3207687016.0
2024,Delaware,Collections,collections,-6576334.0
2024,Dist. Of Col.,Mental Health Facility Services - Reg. Payments,mhf,100866653.0
2024,Dist. Of Col.,Mental Health Facility - DSH,mhf_dsh,6510808.0
2024,Dist. Of Col.,Nursing Facility Services - Reg. Payments,nf,299988975.0
2024,Dist. Of Col.,Nursing Facility Services - Sup. Payments,nf,0.0
2024,Dist. Of Col.,Intermediate Care Facility - Public,icf,0.0
2024,Dist. Of Col.,Intermediate Care - Private,icf,93261305.0
2024,Dist. Of Col.,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Dist. Of Col.,Home Health Services,hcbs_other,39340981.0
2024,Dist. Of Col.,Medicaid - MCO,mco_capitation,1866281511.0
2024,Dist. Of Col.,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Dist. Of Col.,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,552283903.0
2024,Dist. Of Col.,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,3292555.0
2024,Dist. Of Col.,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Dist. Of Col.,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,39986297.0
2024,Dist. Of Col.,All-Inclusive Care Elderly,hcbs_other,5261765.0
2024,Dist. Of Col.,Personal Care Services - Reg. Payments,hcbs_pc_cfc,100063146.0
2024,Dist. Of Col.,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Dist. Of Col.,Targeted Case Management Services - Com. Case-Man.,hcbs_other,0.0
2024,Dist. Of Col.,Case Management - State Wide,hcbs_other,0.0
2024,Dist. Of Col.,Rehabilitative Services (non-school-based),hcbs_other,8891704.0
2024,Dist. Of Col.,Private Duty Nursing,hcbs_other,14991068.0
2024,Dist. Of Col.,Balance,map_total,4147597260.0
2024,Dist. Of Col.,Collections,collections,-9777763.0
2024,Florida,Mental Health Facility Services - Reg. Payments,mhf,2037240823.0
2024,Florida,Mental Health Facility - DSH,mhf_dsh,135512795.0
2024,Florida,Nursing Facility Services - Reg. Payments,nf,249329321.0
2024,Florida,Nursing Facility Services - Sup. Payments,nf,0.0
2024,Florida,Intermediate Care Facility - Public,icf,75044907.0
2024,Florida,Intermediate Care - Private,icf,511274168.0
2024,Florida,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Florida,Home Health Services,hcbs_other,24746305.0
2024,Florida,Medicaid - MCO,mco_capitation,22820327683.0
2024,Florida,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Florida,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,1572209439.0
2024,Florida,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,Florida,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,246371867.0
2024,Florida,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Florida,All-Inclusive Care Elderly,hcbs_other,134930391.0
2024,Florida,Personal Care Services - Reg. Payments,hcbs_pc_cfc,182753949.0
2024,Florida,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Florida,Targeted Case Management Services - Com. Case-Man.,hcbs_other,7966241.0
2024,Florida,Case Management - State Wide,hcbs_other,0.0
2024,Florida,Rehabilitative Services (non-school-based),hcbs_other,0.0
2024,Florida,Private Duty Nursing,hcbs_other,17924734.0
2024,Florida,Balance,map_total,35538855380.0
2024,Florida,Collections,collections,-569633744.0
2024,Georgia,Mental Health Facility Services - Reg. Payments,mhf,17805965.0
2024,Georgia,Mental Health Facility - DSH,mhf_dsh,0.0
2024,Georgia,Nursing Facility Services - Reg. Payments,nf,1718158723.0
2024,Georgia,Nursing Facility Services - Sup. Payments,nf,100095092.0
2024,Georgia,Intermediate Care Facility - Public,icf,23960481.0
2024,Georgia,Intermediate Care - Private,icf,7195445.0
2024,Georgia,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Georgia,Home Health Services,hcbs_other,97487097.0
2024,Georgia,Medicaid - MCO,mco_capitation,5834817159.0
2024,Georgia,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Georgia,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,2138263682.0
2024,Georgia,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,Georgia,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Georgia,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Georgia,All-Inclusive Care Elderly,hcbs_other,0.0
2024,Georgia,Personal Care Services - Reg. Payments,hcbs_pc_cfc,34772378.0
2024,Georgia,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Georgia,Targeted Case Management Services - Com. Case-Man.,hcbs_other,60020320.0
2024,Georgia,Case Management - State Wide,hcbs_other,0.0
2024,Georgia,Rehabilitative Services (non-school-based),hcbs_other,329796215.0
2024,Georgia,Private Duty Nursing,hcbs_other,75142309.0
2024,Georgia,Balance,map_total,15005884864.0
2024,Georgia,Collections,collections,-135588311.0
2024,Guam,Mental Health Facility Services - Reg. Payments,mhf,0.0
2024,Guam,Mental Health Facility - DSH,mhf_dsh,0.0
2024,Guam,Nursing Facility Services - Reg. Payments,nf,1043149.0
2024,Guam,Nursing Facility Services - Sup. Payments,nf,0.0
2024,Guam,Intermediate Care Facility - Public,icf,0.0
2024,Guam,Intermediate Care - Private,icf,0.0
2024,Guam,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Guam,Home Health Services,hcbs_other,935828.0
2024,Guam,Medicaid - MCO,mco_capitation,0.0
2024,Guam,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Guam,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,0.0
2024,Guam,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,Guam,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Guam,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Guam,All-Inclusive Care Elderly,hcbs_other,0.0
2024,Guam,Personal Care Services - Reg. Payments,hcbs_pc_cfc,0.0
2024,Guam,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Guam,Targeted Case Management Services - Com. Case-Man.,hcbs_other,0.0
2024,Guam,Case Management - State Wide,hcbs_other,0.0
2024,Guam,Rehabilitative Services (non-school-based),hcbs_other,0.0
2024,Guam,Private Duty Nursing,hcbs_other,0.0
2024,Guam,Balance,map_total,188113389.0
2024,Guam,Collections,collections,0.0
2024,Hawaii,Mental Health Facility Services - Reg. Payments,mhf,0.0
2024,Hawaii,Mental Health Facility - DSH,mhf_dsh,0.0
2024,Hawaii,Nursing Facility Services - Reg. Payments,nf,18242.0
2024,Hawaii,Nursing Facility Services - Sup. Payments,nf,0.0
2024,Hawaii,Intermediate Care Facility - Public,icf,0.0
2024,Hawaii,Intermediate Care - Private,icf,10755472.0
2024,Hawaii,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Hawaii,Home Health Services,hcbs_other,0.0
2024,Hawaii,Medicaid - MCO,mco_capitation,2670773212.0
2024,Hawaii,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Hawaii,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,169604120.0
2024,Hawaii,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,Hawaii,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Hawaii,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Hawaii,All-Inclusive Care Elderly,hcbs_other,0.0
2024,Hawaii,Personal Care Services - Reg. Payments,hcbs_pc_cfc,0.0
2024,Hawaii,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Hawaii,Targeted Case Management Services - Com. Case-Man.,hcbs_other,1317574.0
2024,Hawaii,Case Management - State Wide,hcbs_other,0.0
2024,Hawaii,Rehabilitative Services (non-school-based),hcbs_other,2716.0
2024,Hawaii,Private Duty Nursing,hcbs_other,0.0
2024,Hawaii,Balance,map_total,3113757830.0
2024,Hawaii,Collections,collections,-65527444.0
2024,Idaho,Mental Health Facility Services - Reg. Payments,mhf,5753727.0
2024,Idaho,Mental Health Facility - DSH,mhf_dsh,0.0
2024,Idaho,Nursing Facility Services - Reg. Payments,nf,85896792.0
2024,Idaho,Nursing Facility Services - Sup. Payments,nf,104968718.0
2024,Idaho,Intermediate Care Facility - Public,icf,8944573.0
2024,Idaho,Intermediate Care - Private,icf,29170700.0
2024,Idaho,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,9083776.0
2024,Idaho,Home Health Services,hcbs_other,15668235.0
2024,Idaho,Medicaid - MCO,mco_capitation,229610966.0
2024,Idaho,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Idaho,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,634643817.0
2024,Idaho,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,19615519.0
2024,Idaho,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Idaho,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Idaho,All-Inclusive Care Elderly,hcbs_other,0.0
2024,Idaho,Personal Care Services - Reg. Payments,hcbs_pc_cfc,64591103.0
2024,Idaho,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Idaho,Targeted Case Management Services - Com. Case-Man.,hcbs_other,16966979.0
2024,Idaho,Case Management - State Wide,hcbs_other,0.0
2024,Idaho,Rehabilitative Services (non-school-based),hcbs_other,0.0
2024,Idaho,Private Duty Nursing,hcbs_other,0.0
2024,Idaho,Balance,map_total,3933796146.0
2024,Idaho,Collections,collections,-40585669.0
2024,Illinois,Mental Health Facility Services - Reg. Payments,mhf,-29474402.0
2024,Illinois,Mental Health Facility - DSH,mhf_dsh,89408328.0
2024,Illinois,Nursing Facility Services - Reg. Payments,nf,543587316.0
2024,Illinois,Nursing Facility Services - Sup. Payments,nf,48580783.0
2024,Illinois,Intermediate Care Facility - Public,icf,380559882.0
2024,Illinois,Intermediate Care - Private,icf,457808575.0
2024,Illinois,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Illinois,Home Health Services,hcbs_other,87807267.0
2024,Illinois,Medicaid - MCO,mco_capitation,23979687645.0
2024,Illinois,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Illinois,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,2470461617.0
2024,Illinois,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,Illinois,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Illinois,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
