year,sheet,category,measure,state,total,group,value,pct,suppressed,not_calculated
2023,C.1.5 LTSSByLanguage,LTSS,users,National,9680480.0,english,8771006.0,90.6,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,National,9680480.0,spanish,671532.0,6.9,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,National,9680480.0,other_language,237942.0,2.5,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Alabama,99119.0,english,97171.0,98.0,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Alabama,99119.0,spanish,1948.0,2.0,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Alabama,99119.0,other_language,0.0,0.0,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Alaska,18293.0,english,17750.0,97.0,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Alaska,18293.0,spanish,115.0,0.6,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Alaska,18293.0,other_language,428.0,2.3,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Arizona,165993.0,english,146613.0,88.3,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Arizona,165993.0,spanish,17046.0,10.3,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Arizona,165993.0,other_language,2334.0,1.4,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Arkansas,62760.0,english,62429.0,99.5,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Arkansas,62760.0,spanish,317.0,0.5,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Arkansas,62760.0,other_language,14.0,0.0,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,California,585720.0,english,437541.0,74.7,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,California,585720.0,spanish,109289.0,18.7,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,California,585720.0,other_language,38890.0,6.6,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Colorado,120751.0,english,112468.0,93.1,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Colorado,120751.0,spanish,5761.0,4.8,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Colorado,120751.0,other_language,2522.0,2.1,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Connecticut,82831.0,english,74432.0,89.9,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Connecticut,82831.0,spanish,7616.0,9.2,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Connecticut,82831.0,other_language,783.0,0.9,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Delaware,26144.0,english,25751.0,98.5,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Delaware,26144.0,spanish,365.0,1.4,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Delaware,26144.0,other_language,28.0,0.1,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,District of Columbia,20963.0,english,20532.0,97.9,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,District of Columbia,20963.0,spanish,350.0,1.7,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,District of Columbia,20963.0,other_language,81.0,0.4,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Florida,260995.0,english,191601.0,73.4,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Florida,260995.0,spanish,66972.0,25.7,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Florida,260995.0,other_language,2422.0,0.9,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Georgia,317860.0,english,305983.0,96.3,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Georgia,317860.0,spanish,5763.0,1.8,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Georgia,317860.0,other_language,6114.0,1.9,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Hawaii,39136.0,english,37391.0,95.5,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Hawaii,39136.0,spanish,44.0,0.1,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Hawaii,39136.0,other_language,1701.0,4.3,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Idaho,29706.0,english,28692.0,96.6,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Idaho,29706.0,spanish,535.0,1.8,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Idaho,29706.0,other_language,479.0,1.6,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Illinois,425327.0,english,402482.0,94.6,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Illinois,425327.0,spanish,14589.0,3.4,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Illinois,425327.0,other_language,8256.0,1.9,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Indiana,139727.0,english,138571.0,99.2,False,False
2023,C.1.5 LTSSByLanguage,LTSS,users,Indiana,139727.0,spanish,691.0,0.5,False,False
