KOEN,ALDER,HERKOMST,TID,INDHOLD
Women,"Age, total","Immigrants, total",2018,4397
Women,"Age, total","Immigrants, total",2019,4811
Women,"Age, total","Immigrants, total",2020,5748
Women,"Age, total","Immigrants, total",2021,5927
Women,"Age, total","Immigrants, total",2022,5938
Women,"Age, total","Immigrants, total",2023,6196
Women,"Age, total","Immigrants, total",2024,6242
Women,"Age, total",Immigrants from western countries,2008,789
Women,"Age, total",Immigrants from western countries,2009,930
Women,"Age, total",Immigrants from western countries,2010,969
Women,"Age, total",Immigrants from western countries,2011,1159
Women,"Age, total",Immigrants from western countries,2012,1178
Women,"Age, total",Immigrants from western countries,2013,1286
Women,"Age, total",Immigrants from western countries,2014,1399
Women,"Age, total",Immigrants from western countries,2015,1401
Women,"Age, total",Immigrants from western countries,2016,1399
Women,"Age, total",Immigrants from western countries,2017,1436
Women,"Age, total",Immigrants from western countries,2018,1494
Women,"Age, total",Immigrants from western countries,2019,1627
Women,"Age, total",Immigrants from western countries,2020,2001
Women,"Age, total",Immigrants from western countries,2021,2162
Women,"Age, total",Immigrants from western countries,2022,2083
Women,"Age, total",Immigrants from western countries,2023,2152
Women,"Age, total",Immigrants from western countries,2024,2277
Women,"Age, total",Immigrants from non-western countries,2008,1796
Women,"Age, total",Immigrants from non-western countries,2009,2191
Women,"Age, total",Immigrants from non-western countries,2010,2228
Women,"Age, total",Immigrants from non-western countries,2011,2380
Women,"Age, total",Immigrants from non-western countries,2012,2545
Women,"Age, total",Immigrants from non-western countries,2013,2590
Women,"Age, total",Immigrants from non-western countries,2014,2741
Women,"Age, total",Immigrants from non-western countries,2015,2843
Women,"Age, total",Immigrants from non-western countries,2016,2725
Women,"Age, total",Immigrants from non-western countries,2017,2695
Women,"Age, total",Immigrants from non-western countries,2018,2903
Women,"Age, total",Immigrants from non-western countries,2019,3184
Women,"Age, total",Immigrants from non-western countries,2020,3747
Women,"Age, total",Immigrants from non-western countries,2021,3765
Women,"Age, total",Immigrants from non-western countries,2022,3855
Women,"Age, total",Immigrants from non-western countries,2023,4044
Women,"Age, total",Immigrants from non-western countries,2024,3965
Women,"Age, total","Descendants, total",2008,484
Women,"Age, total","Descendants, total",2009,599
Women,"Age, total","Descendants, total",2010,719
Women,"Age, total","Descendants, total",2011,760
Women,"Age, total","Descendants, total",2012,915
Women,"Age, total","Descendants, total",2013,1010
Women,"Age, total","Descendants, total",2014,1202
Women,"Age, total","Descendants, total",2015,1304
Women,"Age, total","Descendants, total",2016,1200
Women,"Age, total","Descendants, total",2017,1312
Women,"Age, total","Descendants, total",2018,1512
Women,"Age, total","Descendants, total",2019,1788
Women,"Age, total","Descendants, total",2020,2521
Women,"Age, total","Descendants, total",2021,2755
Women,"Age, total","Descendants, total",2022,2503
Women,"Age, total","Descendants, total",2023,2509
Women,"Age, total","Descendants, total",2024,2658
Women,"Age, total",Descendants from western countries,2008,68
Women,"Age, total",Descendants from western countries,2009,85
Women,"Age, total",Descendants from western countries,2010,86
Women,"Age, total",Descendants from western countries,2011,84
Women,"Age, total",Descendants from western countries,2012,110
Women,"Age, total",Descendants from western countries,2013,108
Women,"Age, total",Descendants from western countries,2014,106
Women,"Age, total",Descendants from western countries,2015,132
Women,"Age, total",Descendants from western countries,2016,99
Women,"Age, total",Descendants from western countries,2017,97
Women,"Age, total",Descendants from western countries,2018,107
Women,"Age, total",Descendants from western countries,2019,131
Women,"Age, total",Descendants from western countries,2020,147
Women,"Age, total",Descendants from western countries,2021,174
Women,"Age, total",Descendants from western countries,2022,146
Women,"Age, total",Descendants from western countries,2023,176
Women,"Age, total",Descendants from western countries,2024,164
Women,"Age, total",Descendants from non-western countries,2008,416
Women,"Age, total",Descendants from non-western countries,2009,514
Women,"Age, total",Descendants from non-western countries,2010,633
Women,"Age, total",Descendants from non-western countries,2011,676
Women,"Age, total",Descendants from non-western countries,2012,805
Women,"Age, total",Descendants from non-western countries,2013,902
Women,"Age, total",Descendants from non-western countries,2014,1096
Women,"Age, total",Descendants from non-western countries,2015,1172
Women,"Age, total",Descendants from non-western countries,2016,1101
Women,"Age, total",Descendants from non-western countries,2017,1215
Women,"Age, total",Descendants from non-western countries,2018,1405
Women,"Age, total",Descendants from non-western countries,2019,1657
Women,"Age, total",Descendants from non-western countries,2020,2374
Women,"Age, total",Descendants from non-western countries,2021,2581
Women,"Age, total",Descendants from non-western countries,2022,2357
Women,"Age, total",Descendants from non-western countries,2023,2333
Women,"Age, total",Descendants from non-western countries,2024,2494
Women,15-29 years,Total,2008,7481
Women,15-29 years,Total,2009,8163
Women,15-29 years,Total,2010,8167
Women,15-29 years,Total,2011,8585
Women,15-29 years,Total,2012,8899
Women,15-29 years,Total,2013,9174
Women,15-29 years,Total,2014,9315
Women,15-29 years,Total,2015,9165
Women,15-29 years,Total,2016,8836
Women,15-29 years,Total,2017,8175
Women,15-29 years,Total,2018,8630
Women,15-29 years,Total,2019,9690
Women,15-29 years,Total,2020,11743
Women,15-29 years,Total,2021,12337
Women,15-29 years,Total,2022,10585
Women,15-29 years,Total,2023,9996
Women,15-29 years,Total,2024,9339
Women,15-29 years,Persons of Danish origin,2008,6372
Women,15-29 years,Persons of Danish origin,2009,6724
Women,15-29 years,Persons of Danish origin,2010,6693
Women,15-29 years,Persons of Danish origin,2011,7072
Women,15-29 years,Persons of Danish origin,2012,7286
Women,15-29 years,Persons of Danish origin,2013,7482
Women,15-29 years,Persons of Danish origin,2014,7470
Women,15-29 years,Persons of Danish origin,2015,7241
Women,15-29 years,Persons of Danish origin,2016,7025
Women,15-29 years,Persons of Danish origin,2017,6353
Women,15-29 years,Persons of Danish origin,2018,6620
Women,15-29 years,Persons of Danish origin,2019,7394
Women,15-29 years,Persons of Danish origin,2020,8814
Women,15-29 years,Persons of Danish origin,2021,9078
Women,15-29 years,Persons of Danish origin,2022,7760
Women,15-29 years,Persons of Danish origin,2023,7191
Women,15-29 years,Persons of Danish origin,2024,6625
Women,15-29 years,"Immigrants, total",2008,738
Women,15-29 years,"Immigrants, total",2009,977
Women,15-29 years,"Immigrants, total",2010,934
Women,15-29 years,"Immigrants, total",2011,935
Women,15-29 years,"Immigrants, total",2012,953
Women,15-29 years,"Immigrants, total",2013,953
Women,15-29 years,"Immigrants, total",2014,955
Women,15-29 years,"Immigrants, total",2015,966
Women,15-29 years,"Immigrants, total",2016,905
Women,15-29 years,"Immigrants, total",2017,871
Women,15-29 years,"Immigrants, total",2018,898
Women,15-29 years,"Immigrants, total",2019,942
Women,15-29 years,"Immigrants, total",2020,1139
Women,15-29 years,"Immigrants, total",2021,1254
Women,15-29 years,"Immigrants, total",2022,1119
Women,15-29 years,"Immigrants, total",2023,1200
Women,15-29 years,"Immigrants, total",2024,1107
Women,15-29 years,Immigrants from western countries,2008,173
Women,15-29 years,Immigrants from western countries,2009,223
Women,15-29 years,Immigrants from western countries,2010,199
Women,15-29 years,Immigrants from western countries,2011,253
Women,15-29 years,Immigrants from western countries,2012,267
Women,15-29 years,Immigrants from western countries,2013,304
Women,15-29 years,Immigrants from western countries,2014,318
Women,15-29 years,Immigrants from western countries,2015,315
Women,15-29 years,Immigrants from western countries,2016,318
Women,15-29 years,Immigrants from western countries,2017,291
Women,15-29 years,Immigrants from western countries,2018,304
Women,15-29 years,Immigrants from western countries,2019,327
Women,15-29 years,Immigrants from western countries,2020,455
Women,15-29 years,Immigrants from western countries,2021,543
Women,15-29 years,Immigrants from western countries,2022,471
Women,15-29 years,Immigrants from western countries,2023,518
Women,15-29 years,Immigrants from western countries,2024,503
Women,15-29 years,Immigrants from non-western countries,2008,565
Women,15-29 years,Immigrants from non-western countries,2009,754
Women,15-29 years,Immigrants from non-western countries,2010,735
Women,15-29 years,Immigrants from non-western countries,2011,682
Women,15-29 years,Immigrants from non-western countries,2012,686
Women,15-29 years,Immigrants from non-western countries,2013,649
Women,15-29 years,Immigrants from non-western countries,2014,637
Women,15-29 years,Immigrants from non-western countries,2015,651
Women,15-29 years,Immigrants from non-western countries,2016,587
Women,15-29 years,Immigrants from non-western countries,2017,580
Women,15-29 years,Immigrants from non-western countries,2018,594
Women,15-29 years,Immigrants from non-western countries,2019,615
Women,15-29 years,Immigrants from non-western countries,2020,684
Women,15-29 years,Immigrants from non-western countries,2021,711
Women,15-29 years,Immigrants from non-western countries,2022,648
Women,15-29 years,Immigrants from non-western countries,2023,682
Women,15-29 years,Immigrants from non-western countries,2024,604
Women,15-29 years,"Descendants, total",2008,371
Women,15-29 years,"Descendants, total",2009,462
Women,15-29 years,"Descendants, total",2010,540
Women,15-29 years,"Descendants, total",2011,578
Women,15-29 years,"Descendants, total",2012,660
Women,15-29 years,"Descendants, total",2013,739
Women,15-29 years,"Descendants, total",2014,890
Women,15-29 years,"Descendants, total",2015,958
Women,15-29 years,"Descendants, total",2016,906
Women,15-29 years,"Descendants, total",2017,951
Women,15-29 years,"Descendants, total",2018,1112
Women,15-29 years,"Descendants, total",2019,1354
Women,15-29 years,"Descendants, total",2020,1790
Women,15-29 years,"Descendants, total",2021,2005
Women,15-29 years,"Descendants, total",2022,1706
Women,15-29 years,"Descendants, total",2023,1605
Women,15-29 years,"Descendants, total",2024,1607
Women,15-29 years,Descendants from western countries,2008,32
Women,15-29 years,Descendants from western countries,2009,45
Women,15-29 years,Descendants from western countries,2010,45
Women,15-29 years,Descendants from western countries,2011,42
Women,15-29 years,Descendants from western countries,2012,53
Women,15-29 years,Descendants from western countries,2013,51
Women,15-29 years,Descendants from western countries,2014,54
Women,15-29 years,Descendants from western countries,2015,59
Women,15-29 years,Descendants from western countries,2016,44
Women,15-29 years,Descendants from western countries,2017,49
Women,15-29 years,Descendants from western countries,2018,51
Women,15-29 years,Descendants from western countries,2019,65
Women,15-29 years,Descendants from western countries,2020,67
Women,15-29 years,Descendants from western countries,2021,86
Women,15-29 years,Descendants from western countries,2022,70
Women,15-29 years,Descendants from western countries,2023,76
Women,15-29 years,Descendants from western countries,2024,80
Women,15-29 years,Descendants from non-western countries,2008,339
Women,15-29 years,Descendants from non-western countries,2009,417
Women,15-29 years,Descendants from non-western countries,2010,495
Women,15-29 years,Descendants from non-western countries,2011,536
Women,15-29 years,Descendants from non-western countries,2012,607
Women,15-29 years,Descendants from non-western countries,2013,688
Women,15-29 years,Descendants from non-western countries,2014,836
Women,15-29 years,Descendants from non-western countries,2015,899
Women,15-29 years,Descendants from non-western countries,2016,862
Women,15-29 years,Descendants from non-western countries,2017,902
Women,15-29 years,Descendants from non-western countries,2018,1061
Women,15-29 years,Descendants from non-western countries,2019,1289
Women,15-29 years,Descendants from non-western countries,2020,1723
Women,15-29 years,Descendants from non-western countries,2021,1919
Women,15-29 years,Descendants from non-western countries,2022,1636
Women,15-29 years,Descendants from non-western countries,2023,1529
Women,15-29 years,Descendants from non-western countries,2024,1527
Women,30-49 years,Total,2008,14274
Women,30-49 years,Total,2009,15041
Women,30-49 years,Total,2010,16216
Women,30-49 years,Total,2011,16547
Women,30-49 years,Total,2012,16453
Women,30-49 years,Total,2013,16939
Women,30-49 years,Total,2014,16785
Women,30-49 years,Total,2015,16559
Women,30-49 years,Total,2016,15460
Women,30-49 years,Total,2017,14076
Women,30-49 years,Total,2018,13069
Women,30-49 years,Total,2019,14320
Women,30-49 years,Total,2020,17187
Women,30-49 years,Total,2021,16565
Women,30-49 years,Total,2022,16009
Women,30-49 years,Total,2023,15520
Women,30-49 years,Total,2024,16081
Women,30-49 years,Persons of Danish origin,2008,12744
Women,30-49 years,Persons of Danish origin,2009,13297
Women,30-49 years,Persons of Danish origin,2010,14328
Women,30-49 years,Persons of Danish origin,2011,14394
Women,30-49 years,Persons of Danish origin,2012,14127
Women,30-49 years,Persons of Danish origin,2013,14534
Women,30-49 years,Persons of Danish origin,2014,14186
Women,30-49 years,Persons of Danish origin,2015,13809
Women,30-49 years,Persons of Danish origin,2016,12825
Women,30-49 years,Persons of Danish origin,2017,11339
Women,30-49 years,Persons of Danish origin,2018,10151
Women,30-49 years,Persons of Danish origin,2019,11054
Women,30-49 years,Persons of Danish origin,2020,13104
Women,30-49 years,Persons of Danish origin,2021,12472
Women,30-49 years,Persons of Danish origin,2022,11830
Women,30-49 years,Persons of Danish origin,2023,11199
Women,30-49 years,Persons of Danish origin,2024,11526
Women,30-49 years,"Immigrants, total",2008,1423
Women,30-49 years,"Immigrants, total",2009,1622
Women,30-49 years,"Immigrants, total",2010,1727
Women,30-49 years,"Immigrants, total",2011,1984
Women,30-49 years,"Immigrants, total",2012,2098
Women,30-49 years,"Immigrants, total",2013,2160
Women,30-49 years,"Immigrants, total",2014,2311
Women,30-49 years,"Immigrants, total",2015,2422
Women,30-49 years,"Immigrants, total",2016,2364
Women,30-49 years,"Immigrants, total",2017,2387
Women,30-49 years,"Immigrants, total",2018,2541
Women,30-49 years,"Immigrants, total",2019,2854
Women,30-49 years,"Immigrants, total",2020,3375
Women,30-49 years,"Immigrants, total",2021,3367
Women,30-49 years,"Immigrants, total",2022,3416
Women,30-49 years,"Immigrants, total",2023,3476
Women,30-49 years,"Immigrants, total",2024,3553
Women,30-49 years,Immigrants from western countries,2008,397
Women,30-49 years,Immigrants from western countries,2009,453
Women,30-49 years,Immigrants from western countries,2010,518
Women,30-49 years,Immigrants from western countries,2011,606
Women,30-49 years,Immigrants from western countries,2012,611
Women,30-49 years,Immigrants from western countries,2013,662
Women,30-49 years,Immigrants from western countries,2014,697
Women,30-49 years,Immigrants from western countries,2015,739
Women,30-49 years,Immigrants from western countries,2016,719
Women,30-49 years,Immigrants from western countries,2017,762
Women,30-49 years,Immigrants from western countries,2018,812
Women,30-49 years,Immigrants from western countries,2019,914
Women,30-49 years,Immigrants from western countries,2020,1104
Women,30-49 years,Immigrants from western countries,2021,1188
Women,30-49 years,Immigrants from western countries,2022,1159
Women,30-49 years,Immigrants from western countries,2023,1143
Women,30-49 years,Immigrants from western countries,2024,1223
Women,30-49 years,Immigrants from non-western countries,2008,1026
Women,30-49 years,Immigrants from non-western countries,2009,1169
Women,30-49 years,Immigrants from non-western countries,2010,1209
Women,30-49 years,Immigrants from non-western countries,2011,1378
Women,30-49 years,Immigrants from non-western countries,2012,1487
Women,30-49 years,Immigrants from non-western countries,2013,1498
Women,30-49 years,Immigrants from non-western countries,2014,1614
Women,30-49 years,Immigrants from non-western countries,2015,1683
Women,30-49 years,Immigrants from non-western countries,2016,1645
Women,30-49 years,Immigrants from non-western countries,2017,1625
Women,30-49 years,Immigrants from non-western countries,2018,1729
Women,30-49 years,Immigrants from non-western countries,2019,1940
Women,30-49 years,Immigrants from non-western countries,2020,2271
Women,30-49 years,Immigrants from non-western countries,2021,2179
Women,30-49 years,Immigrants from non-western countries,2022,2257
Women,30-49 years,Immigrants from non-western countries,2023,2333
Women,30-49 years,Immigrants from non-western countries,2024,2330
Women,30-49 years,"Descendants, total",2008,107
Women,30-49 years,"Descendants, total",2009,122
Women,30-49 years,"Descendants, total",2010,161
Women,30-49 years,"Descendants, total",2011,169
Women,30-49 years,"Descendants, total",2012,228
Women,30-49 years,"Descendants, total",2013,245
Women,30-49 years,"Descendants, total",2014,288
Women,30-49 years,"Descendants, total",2015,328
Women,30-49 years,"Descendants, total",2016,271
Women,30-49 years,"Descendants, total",2017,350
Women,30-49 years,"Descendants, total",2018,377
Women,30-49 years,"Descendants, total",2019,412
Women,30-49 years,"Descendants, total",2020,708
Women,30-49 years,"Descendants, total",2021,726
Women,30-49 years,"Descendants, total",2022,763
Women,30-49 years,"Descendants, total",2023,845
Women,30-49 years,"Descendants, total",2024,1002
Women,30-49 years,Descendants from western countries,2008,30
Women,30-49 years,Descendants from western countries,2009,28
Women,30-49 years,Descendants from western countries,2010,25
Women,30-49 years,Descendants from western countries,2011,30
Women,30-49 years,Descendants from western countries,2012,32
Women,30-49 years,Descendants from western countries,2013,34
Women,30-49 years,Descendants from western countries,2014,28
Women,30-49 years,Descendants from western countries,2015,59
Women,30-49 years,Descendants from western countries,2016,37
Women,30-49 years,Descendants from western countries,2017,37
Women,30-49 years,Descendants from western countries,2018,34
Women,30-49 years,Descendants from western countries,2019,48
Women,30-49 years,Descendants from western countries,2020,60
Women,30-49 years,Descendants from western countries,2021,71
Women,30-49 years,Descendants from western countries,2022,56
Women,30-49 years,Descendants from western countries,2023,69
Women,30-49 years,Descendants from western countries,2024,64
Women,30-49 years,Descendants from non-western countries,2008,77
Women,30-49 years,Descendants from non-western countries,2009,94
Women,30-49 years,Descendants from non-western countries,2010,136
Women,30-49 years,Descendants from non-western countries,2011,139
Women,30-49 years,Descendants from non-western countries,2012,196
Women,30-49 years,Descendants from non-western countries,2013,211
Women,30-49 years,Descendants from non-western countries,2014,260
Women,30-49 years,Descendants from non-western countries,2015,269
Women,30-49 years,Descendants from non-western countries,2016,234
Women,30-49 years,Descendants from non-western countries,2017,313
Women,30-49 years,Descendants from non-western countries,2018,343
Women,30-49 years,Descendants from non-western countries,2019,364
Women,30-49 years,Descendants from non-western countries,2020,648
Women,30-49 years,Descendants from non-western countries,2021,655
Women,30-49 years,Descendants from non-western countries,2022,707
Women,30-49 years,Descendants from non-western countries,2023,776
Women,30-49 years,Descendants from non-western countries,2024,938
Women,50-79 years,Total,2008,6421
Women,50-79 years,Total,2009,6900
Women,50-79 years,Total,2010,7959
Women,50-79 years,Total,2011,8784
Women,50-79 years,Total,2012,8955
Women,50-79 years,Total,2013,10176
Women,50-79 years,Total,2014,10747
Women,50-79 years,Total,2015,10664
Women,50-79 years,Total,2016,11100
Women,50-79 years,Total,2017,10617
Women,50-79 years,Total,2018,9869
Women,50-79 years,Total,2019,10808
Women,50-79 years,Total,2020,12213
Women,50-79 years,Total,2021,12238
Women,50-79 years,Total,2022,12337
Women,50-79 years,Total,2023,12120
Women,50-79 years,Total,2024,12869
Women,50-79 years,Persons of Danish origin,2008,5991
Women,50-79 years,Persons of Danish origin,2009,6363
Women,50-79 years,Persons of Danish origin,2010,7405
Women,50-79 years,Persons of Danish origin,2011,8151
Women,50-79 years,Persons of Danish origin,2012,8256
Women,50-79 years,Persons of Danish origin,2013,9387
Women,50-79 years,Persons of Danish origin,2014,9849
Women,50-79 years,Persons of Danish origin,2015,9790
Women,50-79 years,Persons of Danish origin,2016,10222
Women,50-79 years,Persons of Danish origin,2017,9733
Women,50-79 years,Persons of Danish origin,2018,8888
Women,50-79 years,Persons of Danish origin,2019,9771
Women,50-79 years,Persons of Danish origin,2020,10956
Women,50-79 years,Persons of Danish origin,2021,10908
Women,50-79 years,Persons of Danish origin,2022,10900
Women,50-79 years,Persons of Danish origin,2023,10541
Women,50-79 years,Persons of Danish origin,2024,11238
Women,50-79 years,"Immigrants, total",2008,424
Women,50-79 years,"Immigrants, total",2009,522
Women,50-79 years,"Immigrants, total",2010,536
Women,50-79 years,"Immigrants, total",2011,620
Women,50-79 years,"Immigrants, total",2012,672
Women,50-79 years,"Immigrants, total",2013,763
Women,50-79 years,"Immigrants, total",2014,874
Women,50-79 years,"Immigrants, total",2015,856
Women,50-79 years,"Immigrants, total",2016,855
Women,50-79 years,"Immigrants, total",2017,873
Women,50-79 years,"Immigrants, total",2018,958
Women,50-79 years,"Immigrants, total",2019,1015
Women,50-79 years,"Immigrants, total",2020,1234
Women,50-79 years,"Immigrants, total",2021,1306
Women,50-79 years,"Immigrants, total",2022,1403
Women,50-79 years,"Immigrants, total",2023,1520
Women,50-79 years,"Immigrants, total",2024,1582
Women,50-79 years,Immigrants from western countries,2008,219
Women,50-79 years,Immigrants from western countries,2009,254
Women,50-79 years,Immigrants from western countries,2010,252
Women,50-79 years,Immigrants from western countries,2011,300
Women,50-79 years,Immigrants from western countries,2012,300
Women,50-79 years,Immigrants from western countries,2013,320
Women,50-79 years,Immigrants from western countries,2014,384
Women,50-79 years,Immigrants from western countries,2015,347
Women,50-79 years,Immigrants from western countries,2016,362
Women,50-79 years,Immigrants from western countries,2017,383
Women,50-79 years,Immigrants from western countries,2018,378
Women,50-79 years,Immigrants from western countries,2019,386
Women,50-79 years,Immigrants from western countries,2020,442
Women,50-79 years,Immigrants from western countries,2021,431
Women,50-79 years,Immigrants from western countries,2022,453
Women,50-79 years,Immigrants from western countries,2023,491
Women,50-79 years,Immigrants from western countries,2024,551
Women,50-79 years,Immigrants from non-western countries,2008,205
Women,50-79 years,Immigrants from non-western countries,2009,268
Women,50-79 years,Immigrants from non-western countries,2010,284
Women,50-79 years,Immigrants from non-western countries,2011,320
Women,50-79 years,Immigrants from non-western countries,2012,372
Women,50-79 years,Immigrants from non-western countries,2013,443
Women,50-79 years,Immigrants from non-western countries,2014,490
Women,50-79 years,Immigrants from non-western countries,2015,509
Women,50-79 years,Immigrants from non-western countries,2016,493
Women,50-79 years,Immigrants from non-western countries,2017,490
Women,50-79 years,Immigrants from non-western countries,2018,580
Women,50-79 years,Immigrants from non-western countries,2019,629
Women,50-79 years,Immigrants from non-western countries,2020,792
Women,50-79 years,Immigrants from non-western countries,2021,875
Women,50-79 years,Immigrants from non-western countries,2022,950
Women,50-79 years,Immigrants from non-western countries,2023,1029
Women,50-79 years,Immigrants from non-western countries,2024,1031
Women,50-79 years,"Descendants, total",2008,6
Women,50-79 years,"Descendants, total",2009,15
Women,50-79 years,"Descendants, total",2010,18
Women,50-79 years,"Descendants, total",2011,13
Women,50-79 years,"Descendants, total",2012,27
Women,50-79 years,"Descendants, total",2013,26
Women,50-79 years,"Descendants, total",2014,24
Women,50-79 years,"Descendants, total",2015,18
Women,50-79 years,"Descendants, total",2016,23
Women,50-79 years,"Descendants, total",2017,11
Women,50-79 years,"Descendants, total",2018,23
Women,50-79 years,"Descendants, total",2019,22
Women,50-79 years,"Descendants, total",2020,23
Women,50-79 years,"Descendants, total",2021,24
Women,50-79 years,"Descendants, total",2022,34
Women,50-79 years,"Descendants, total",2023,59
Women,50-79 years,"Descendants, total",2024,49
Women,50-79 years,Descendants from western countries,2008,6
Women,50-79 years,Descendants from western countries,2009,12
Women,50-79 years,Descendants from western countries,2010,16
Women,50-79 years,Descendants from western countries,2011,12
Women,50-79 years,Descendants from western countries,2012,25
Women,50-79 years,Descendants from western countries,2013,23
Women,50-79 years,Descendants from western countries,2014,24
Women,50-79 years,Descendants from western countries,2015,14
Women,50-79 years,Descendants from western countries,2016,18
Women,50-79 years,Descendants from western countries,2017,11
Women,50-79 years,Descendants from western countries,2018,22
Women,50-79 years,Descendants from western countries,2019,18
Women,50-79 years,Descendants from western countries,2020,20
Women,50-79 years,Descendants from western countries,2021,17
Women,50-79 years,Descendants from western countries,2022,20
Women,50-79 years,Descendants from western countries,2023,31
Women,50-79 years,Descendants from western countries,2024,20
Women,50-79 years,Descendants from non-western countries,2008,0
Women,50-79 years,Descendants from non-western countries,2009,3
Women,50-79 years,Descendants from non-western countries,2010,2
Women,50-79 years,Descendants from non-western countries,2011,1
Women,50-79 years,Descendants from non-western countries,2012,2
Women,50-79 years,Descendants from non-western countries,2013,3
Women,50-79 years,Descendants from non-western countries,2014,0
Women,50-79 years,Descendants from non-western countries,2015,4
Women,50-79 years,Descendants from non-western countries,2016,5
Women,50-79 years,Descendants from non-western countries,2017,0
Women,50-79 years,Descendants from non-western countries,2018,1
Women,50-79 years,Descendants from non-western countries,2019,4
Women,50-79 years,Descendants from non-western countries,2020,3
Women,50-79 years,Descendants from non-western countries,2021,7
Women,50-79 years,Descendants from non-western countries,2022,14
Women,50-79 years,Descendants from non-western countries,2023,28
Women,50-79 years,Descendants from non-western countries,2024,29
