KOEN,ALDER,IELAND,TID,INDHOLD
Women,15-29 years,Jordan,2010,6
Women,15-29 years,Jordan,2011,7
Women,15-29 years,Jordan,2012,14
Women,15-29 years,Jordan,2013,9
Women,15-29 years,Jordan,2014,12
Women,15-29 years,Jordan,2015,13
Women,15-29 years,Jordan,2016,12
Women,15-29 years,Jordan,2017,10
Women,15-29 years,Jordan,2018,9
Women,15-29 years,Jordan,2019,15
Women,15-29 years,Jordan,2020,21
Women,15-29 years,Jordan,2021,20
Women,15-29 years,Jordan,2022,20
Women,15-29 years,Jordan,2023,16
Women,15-29 years,Jordan,2024,17
Women,15-29 years,China,2008,12
Women,15-29 years,China,2009,119
Women,15-29 years,China,2010,26
Women,15-29 years,China,2011,16
Women,15-29 years,China,2012,12
Women,15-29 years,China,2013,19
Women,15-29 years,China,2014,16
Women,15-29 years,China,2015,8
Women,15-29 years,China,2016,10
Women,15-29 years,China,2017,14
Women,15-29 years,China,2018,15
Women,15-29 years,China,2019,14
Women,15-29 years,China,2020,8
Women,15-29 years,China,2021,18
Women,15-29 years,China,2022,15
Women,15-29 years,China,2023,14
Women,15-29 years,China,2024,7
Women,15-29 years,Kuwait,2008,10
Women,15-29 years,Kuwait,2009,11
Women,15-29 years,Kuwait,2010,15
Women,15-29 years,Kuwait,2011,15
Women,15-29 years,Kuwait,2012,14
Women,15-29 years,Kuwait,2013,15
Women,15-29 years,Kuwait,2014,20
Women,15-29 years,Kuwait,2015,15
Women,15-29 years,Kuwait,2016,21
Women,15-29 years,Kuwait,2017,20
Women,15-29 years,Kuwait,2018,24
Women,15-29 years,Kuwait,2019,24
Women,15-29 years,Kuwait,2020,36
Women,15-29 years,Kuwait,2021,39
Women,15-29 years,Kuwait,2022,42
Women,15-29 years,Kuwait,2023,46
Women,15-29 years,Kuwait,2024,40
Women,15-29 years,Lebanon,2008,76
Women,15-29 years,Lebanon,2009,86
Women,15-29 years,Lebanon,2010,103
Women,15-29 years,Lebanon,2011,112
Women,15-29 years,Lebanon,2012,145
Women,15-29 years,Lebanon,2013,171
Women,15-29 years,Lebanon,2014,170
Women,15-29 years,Lebanon,2015,199
Women,15-29 years,Lebanon,2016,188
Women,15-29 years,Lebanon,2017,187
Women,15-29 years,Lebanon,2018,232
Women,15-29 years,Lebanon,2019,271
Women,15-29 years,Lebanon,2020,367
Women,15-29 years,Lebanon,2021,387
Women,15-29 years,Lebanon,2022,302
Women,15-29 years,Lebanon,2023,308
Women,15-29 years,Lebanon,2024,283
Women,15-29 years,Myanmar,2008,2
Women,15-29 years,Myanmar,2009,0
Women,15-29 years,Myanmar,2010,2
Women,15-29 years,Myanmar,2011,1
Women,15-29 years,Myanmar,2012,4
Women,15-29 years,Myanmar,2013,2
Women,15-29 years,Myanmar,2014,2
Women,15-29 years,Myanmar,2015,4
Women,15-29 years,Myanmar,2016,3
Women,15-29 years,Myanmar,2017,3
Women,15-29 years,Myanmar,2018,5
Women,15-29 years,Myanmar,2019,7
Women,15-29 years,Myanmar,2020,10
Women,15-29 years,Myanmar,2021,11
Women,15-29 years,Myanmar,2022,6
Women,15-29 years,Myanmar,2023,7
Women,15-29 years,Myanmar,2024,4
Women,15-29 years,Pakistan,2008,62
Women,15-29 years,Pakistan,2009,74
Women,15-29 years,Pakistan,2010,64
Women,15-29 years,Pakistan,2011,87
Women,15-29 years,Pakistan,2012,76
Women,15-29 years,Pakistan,2013,75
Women,15-29 years,Pakistan,2014,99
Women,15-29 years,Pakistan,2015,89
Women,15-29 years,Pakistan,2016,77
Women,15-29 years,Pakistan,2017,59
Women,15-29 years,Pakistan,2018,70
Women,15-29 years,Pakistan,2019,87
Women,15-29 years,Pakistan,2020,102
Women,15-29 years,Pakistan,2021,110
Women,15-29 years,Pakistan,2022,109
Women,15-29 years,Pakistan,2023,71
Women,15-29 years,Pakistan,2024,96
Women,15-29 years,Sri Lanka,2008,8
Women,15-29 years,Sri Lanka,2009,14
Women,15-29 years,Sri Lanka,2010,20
Women,15-29 years,Sri Lanka,2011,17
Women,15-29 years,Sri Lanka,2012,21
Women,15-29 years,Sri Lanka,2013,20
Women,15-29 years,Sri Lanka,2014,26
Women,15-29 years,Sri Lanka,2015,31
Women,15-29 years,Sri Lanka,2016,35
Women,15-29 years,Sri Lanka,2017,25
Women,15-29 years,Sri Lanka,2018,33
Women,15-29 years,Sri Lanka,2019,27
Women,15-29 years,Sri Lanka,2020,39
Women,15-29 years,Sri Lanka,2021,42
Women,15-29 years,Sri Lanka,2022,30
Women,15-29 years,Sri Lanka,2023,19
Women,15-29 years,Sri Lanka,2024,28
Women,15-29 years,Syria,2008,9
Women,15-29 years,Syria,2009,15
Women,15-29 years,Syria,2010,16
Women,15-29 years,Syria,2011,16
Women,15-29 years,Syria,2012,18
Women,15-29 years,Syria,2013,21
Women,15-29 years,Syria,2014,36
Women,15-29 years,Syria,2015,48
Women,15-29 years,Syria,2016,49
Women,15-29 years,Syria,2017,65
Women,15-29 years,Syria,2018,85
Women,15-29 years,Syria,2019,123
Women,15-29 years,Syria,2020,130
Women,15-29 years,Syria,2021,157
Women,15-29 years,Syria,2022,176
Women,15-29 years,Syria,2023,183
Women,15-29 years,Syria,2024,169
Women,15-29 years,Thailand,2008,12
Women,15-29 years,Thailand,2009,15
Women,15-29 years,Thailand,2010,17
Women,15-29 years,Thailand,2011,28
Women,15-29 years,Thailand,2012,21
Women,15-29 years,Thailand,2013,14
Women,15-29 years,Thailand,2014,18
Women,15-29 years,Thailand,2015,17
Women,15-29 years,Thailand,2016,16
Women,15-29 years,Thailand,2017,18
Women,15-29 years,Thailand,2018,17
Women,15-29 years,Thailand,2019,23
Women,15-29 years,Thailand,2020,22
Women,15-29 years,Thailand,2021,24
Women,15-29 years,Thailand,2022,17
Women,15-29 years,Thailand,2023,27
Women,15-29 years,Thailand,2024,18
Women,15-29 years,Vietnam,2008,25
Women,15-29 years,Vietnam,2009,29
Women,15-29 years,Vietnam,2010,28
Women,15-29 years,Vietnam,2011,33
Women,15-29 years,Vietnam,2012,37
Women,15-29 years,Vietnam,2013,27
Women,15-29 years,Vietnam,2014,41
Women,15-29 years,Vietnam,2015,30
Women,15-29 years,Vietnam,2016,30
Women,15-29 years,Vietnam,2017,31
Women,15-29 years,Vietnam,2018,18
Women,15-29 years,Vietnam,2019,24
Women,15-29 years,Vietnam,2020,28
Women,15-29 years,Vietnam,2021,24
Women,15-29 years,Vietnam,2022,27
Women,15-29 years,Vietnam,2023,33
Women,15-29 years,Vietnam,2024,27
Women,15-29 years,Australia,2008,0
Women,15-29 years,Australia,2009,0
Women,15-29 years,Australia,2010,1
Women,15-29 years,Australia,2011,0
Women,15-29 years,Australia,2012,2
Women,15-29 years,Australia,2013,1
Women,15-29 years,Australia,2014,1
Women,15-29 years,Australia,2015,1
Women,15-29 years,Australia,2016,4
Women,15-29 years,Australia,2017,3
Women,15-29 years,Australia,2018,1
Women,15-29 years,Australia,2019,1
Women,15-29 years,Australia,2020,0
Women,15-29 years,Australia,2021,3
Women,15-29 years,Australia,2022,1
Women,15-29 years,Australia,2023,1
Women,15-29 years,Australia,2024,5
Women,15-29 years,"Other countries, total",2008,52
Women,15-29 years,"Other countries, total",2009,84
Women,15-29 years,"Other countries, total",2010,61
Women,15-29 years,"Other countries, total",2011,85
Women,15-29 years,"Other countries, total",2012,82
Women,15-29 years,"Other countries, total",2013,87
Women,15-29 years,"Other countries, total",2014,100
Women,15-29 years,"Other countries, total",2015,103
Women,15-29 years,"Other countries, total",2016,106
Women,15-29 years,"Other countries, total",2017,124
Women,15-29 years,"Other countries, total",2018,112
Women,15-29 years,"Other countries, total",2019,139
Women,15-29 years,"Other countries, total",2020,176
Women,15-29 years,"Other countries, total",2021,208
Women,15-29 years,"Other countries, total",2022,187
Women,15-29 years,"Other countries, total",2023,209
Women,15-29 years,"Other countries, total",2024,223
Women,15-29 years,"Other countries, western",2008,5
Women,15-29 years,"Other countries, western",2009,7
Women,15-29 years,"Other countries, western",2010,5
Women,15-29 years,"Other countries, western",2011,3
Women,15-29 years,"Other countries, western",2012,6
Women,15-29 years,"Other countries, western",2013,5
Women,15-29 years,"Other countries, western",2014,2
Women,15-29 years,"Other countries, western",2015,12
Women,15-29 years,"Other countries, western",2016,7
Women,15-29 years,"Other countries, western",2017,12
Women,15-29 years,"Other countries, western",2018,7
Women,15-29 years,"Other countries, western",2019,15
Women,15-29 years,"Other countries, western",2020,11
Women,15-29 years,"Other countries, western",2021,20
Women,15-29 years,"Other countries, western",2022,14
Women,15-29 years,"Other countries, western",2023,14
Women,15-29 years,"Other countries, western",2024,17
Women,15-29 years,"Other countries, non-western",2008,47
Women,15-29 years,"Other countries, non-western",2009,77
Women,15-29 years,"Other countries, non-western",2010,56
Women,15-29 years,"Other countries, non-western",2011,82
Women,15-29 years,"Other countries, non-western",2012,76
Women,15-29 years,"Other countries, non-western",2013,82
Women,15-29 years,"Other countries, non-western",2014,98
Women,15-29 years,"Other countries, non-western",2015,91
Women,15-29 years,"Other countries, non-western",2016,99
Women,15-29 years,"Other countries, non-western",2017,112
Women,15-29 years,"Other countries, non-western",2018,105
Women,15-29 years,"Other countries, non-western",2019,124
Women,15-29 years,"Other countries, non-western",2020,165
Women,15-29 years,"Other countries, non-western",2021,188
Women,15-29 years,"Other countries, non-western",2022,173
Women,15-29 years,"Other countries, non-western",2023,195
Women,15-29 years,"Other countries, non-western",2024,206
Women,30-49 years,Total,2008,14274
Women,30-49 years,Total,2009,15041
Women,30-49 years,Total,2010,16216
Women,30-49 years,Total,2011,16547
Women,30-49 years,Total,2012,16453
Women,30-49 years,Total,2013,16939
Women,30-49 years,Total,2014,16785
Women,30-49 years,Total,2015,16559
Women,30-49 years,Total,2016,15460
Women,30-49 years,Total,2017,14076
Women,30-49 years,Total,2018,13069
Women,30-49 years,Total,2019,14320
Women,30-49 years,Total,2020,17187
Women,30-49 years,Total,2021,16565
Women,30-49 years,Total,2022,16009
Women,30-49 years,Total,2023,15520
Women,30-49 years,Total,2024,16081
Women,30-49 years,Denmark,2008,12744
Women,30-49 years,Denmark,2009,13297
Women,30-49 years,Denmark,2010,14328
Women,30-49 years,Denmark,2011,14394
Women,30-49 years,Denmark,2012,14127
Women,30-49 years,Denmark,2013,14534
Women,30-49 years,Denmark,2014,14186
Women,30-49 years,Denmark,2015,13809
Women,30-49 years,Denmark,2016,12825
Women,30-49 years,Denmark,2017,11339
Women,30-49 years,Denmark,2018,10151
Women,30-49 years,Denmark,2019,11054
Women,30-49 years,Denmark,2020,13104
Women,30-49 years,Denmark,2021,12472
Women,30-49 years,Denmark,2022,11830
Women,30-49 years,Denmark,2023,11199
Women,30-49 years,Denmark,2024,11526
Women,30-49 years,Belgium,2008,2
Women,30-49 years,Belgium,2009,4
Women,30-49 years,Belgium,2010,6
Women,30-49 years,Belgium,2011,1
Women,30-49 years,Belgium,2012,4
Women,30-49 years,Belgium,2013,5
Women,30-49 years,Belgium,2014,2
Women,30-49 years,Belgium,2015,6
Women,30-49 years,Belgium,2016,8
Women,30-49 years,Belgium,2017,2
Women,30-49 years,Belgium,2018,4
Women,30-49 years,Belgium,2019,2
Women,30-49 years,Belgium,2020,3
Women,30-49 years,Belgium,2021,9
Women,30-49 years,Belgium,2022,4
Women,30-49 years,Belgium,2023,2
Women,30-49 years,Belgium,2024,3
Women,30-49 years,Bosnia and Herzegovina,2008,42
Women,30-49 years,Bosnia and Herzegovina,2009,47
Women,30-49 years,Bosnia and Herzegovina,2010,50
Women,30-49 years,Bosnia and Herzegovina,2011,54
Women,30-49 years,Bosnia and Herzegovina,2012,67
Women,30-49 years,Bosnia and Herzegovina,2013,57
Women,30-49 years,Bosnia and Herzegovina,2014,75
Women,30-49 years,Bosnia and Herzegovina,2015,75
Women,30-49 years,Bosnia and Herzegovina,2016,68
Women,30-49 years,Bosnia and Herzegovina,2017,53
Women,30-49 years,Bosnia and Herzegovina,2018,73
Women,30-49 years,Bosnia and Herzegovina,2019,82
Women,30-49 years,Bosnia and Herzegovina,2020,93
Women,30-49 years,Bosnia and Herzegovina,2021,105
Women,30-49 years,Bosnia and Herzegovina,2022,97
Women,30-49 years,Bosnia and Herzegovina,2023,96
Women,30-49 years,Bosnia and Herzegovina,2024,119
Women,30-49 years,Bulgaria,2008,11
Women,30-49 years,Bulgaria,2009,5
Women,30-49 years,Bulgaria,2010,13
Women,30-49 years,Bulgaria,2011,16
Women,30-49 years,Bulgaria,2012,17
Women,30-49 years,Bulgaria,2013,18
Women,30-49 years,Bulgaria,2014,21
Women,30-49 years,Bulgaria,2015,20
Women,30-49 years,Bulgaria,2016,19
Women,30-49 years,Bulgaria,2017,33
Women,30-49 years,Bulgaria,2018,35
Women,30-49 years,Bulgaria,2019,45
Women,30-49 years,Bulgaria,2020,48
Women,30-49 years,Bulgaria,2021,58
Women,30-49 years,Bulgaria,2022,59
Women,30-49 years,Bulgaria,2023,49
Women,30-49 years,Bulgaria,2024,43
Women,30-49 years,Estonia,2008,3
Women,30-49 years,Estonia,2009,2
Women,30-49 years,Estonia,2010,5
Women,30-49 years,Estonia,2011,5
Women,30-49 years,Estonia,2012,4
Women,30-49 years,Estonia,2013,1
Women,30-49 years,Estonia,2014,7
Women,30-49 years,Estonia,2015,7
Women,30-49 years,Estonia,2016,4
Women,30-49 years,Estonia,2017,10
Women,30-49 years,Estonia,2018,8
Women,30-49 years,Estonia,2019,11
Women,30-49 years,Estonia,2020,6
Women,30-49 years,Estonia,2021,7
Women,30-49 years,Estonia,2022,11
Women,30-49 years,Estonia,2023,9
Women,30-49 years,Estonia,2024,6
Women,30-49 years,Finland,2008,5
Women,30-49 years,Finland,2009,5
Women,30-49 years,Finland,2010,8
Women,30-49 years,Finland,2011,12
Women,30-49 years,Finland,2012,8
Women,30-49 years,Finland,2013,8
Women,30-49 years,Finland,2014,16
Women,30-49 years,Finland,2015,13
Women,30-49 years,Finland,2016,12
Women,30-49 years,Finland,2017,9
Women,30-49 years,Finland,2018,4
Women,30-49 years,Finland,2019,9
Women,30-49 years,Finland,2020,9
Women,30-49 years,Finland,2021,11
Women,30-49 years,Finland,2022,10
Women,30-49 years,Finland,2023,9
Women,30-49 years,Finland,2024,7
Women,30-49 years,France,2008,9
Women,30-49 years,France,2009,5
Women,30-49 years,France,2010,13
Women,30-49 years,France,2011,9
Women,30-49 years,France,2012,9
Women,30-49 years,France,2013,7
Women,30-49 years,France,2014,10
Women,30-49 years,France,2015,17
Women,30-49 years,France,2016,7
Women,30-49 years,France,2017,9
Women,30-49 years,France,2018,16
Women,30-49 years,France,2019,14
Women,30-49 years,France,2020,15
Women,30-49 years,France,2021,23
Women,30-49 years,France,2022,21
Women,30-49 years,France,2023,20
Women,30-49 years,France,2024,25
Women,30-49 years,Greece,2008,0
Women,30-49 years,Greece,2009,2
Women,30-49 years,Greece,2010,0
Women,30-49 years,Greece,2011,1
Women,30-49 years,Greece,2012,5
Women,30-49 years,Greece,2013,2
Women,30-49 years,Greece,2014,3
Women,30-49 years,Greece,2015,1
Women,30-49 years,Greece,2016,3
Women,30-49 years,Greece,2017,9
Women,30-49 years,Greece,2018,2
Women,30-49 years,Greece,2019,5
Women,30-49 years,Greece,2020,6
Women,30-49 years,Greece,2021,10
Women,30-49 years,Greece,2022,10
Women,30-49 years,Greece,2023,8
Women,30-49 years,Greece,2024,11
Women,30-49 years,Ireland,2008,0
Women,30-49 years,Ireland,2009,4
Women,30-49 years,Ireland,2010,5
Women,30-49 years,Ireland,2011,7
Women,30-49 years,Ireland,2012,4
Women,30-49 years,Ireland,2013,4
Women,30-49 years,Ireland,2014,2
Women,30-49 years,Ireland,2015,2
Women,30-49 years,Ireland,2016,3
Women,30-49 years,Ireland,2017,2
Women,30-49 years,Ireland,2018,4
Women,30-49 years,Ireland,2019,5
Women,30-49 years,Ireland,2020,5
Women,30-49 years,Ireland,2021,3
Women,30-49 years,Ireland,2022,2
Women,30-49 years,Ireland,2023,3
Women,30-49 years,Ireland,2024,3
Women,30-49 years,Iceland,2008,23
Women,30-49 years,Iceland,2009,25
Women,30-49 years,Iceland,2010,39
Women,30-49 years,Iceland,2011,31
Women,30-49 years,Iceland,2012,39
Women,30-49 years,Iceland,2013,37
Women,30-49 years,Iceland,2014,38
Women,30-49 years,Iceland,2015,35
Women,30-49 years,Iceland,2016,32
Women,30-49 years,Iceland,2017,49
Women,30-49 years,Iceland,2018,46
Women,30-49 years,Iceland,2019,51
Women,30-49 years,Iceland,2020,48
Women,30-49 years,Iceland,2021,44
Women,30-49 years,Iceland,2022,47
Women,30-49 years,Iceland,2023,38
Women,30-49 years,Iceland,2024,50
Women,30-49 years,Italy,2008,5
Women,30-49 years,Italy,2009,8
Women,30-49 years,Italy,2010,9
Women,30-49 years,Italy,2011,13
Women,30-49 years,Italy,2012,12
Women,30-49 years,Italy,2013,10
Women,30-49 years,Italy,2014,11
Women,30-49 years,Italy,2015,14
Women,30-49 years,Italy,2016,12
Women,30-49 years,Italy,2017,11
Women,30-49 years,Italy,2018,20
Women,30-49 years,Italy,2019,22
Women,30-49 years,Italy,2020,26
Women,30-49 years,Italy,2021,28
Women,30-49 years,Italy,2022,24
Women,30-49 years,Italy,2023,30
Women,30-49 years,Italy,2024,32
Women,30-49 years,Yugoslavia,2008,99
Women,30-49 years,Yugoslavia,2009,100
Women,30-49 years,Yugoslavia,2010,119
Women,30-49 years,Yugoslavia,2011,124
Women,30-49 years,Yugoslavia,2012,139
Women,30-49 years,Yugoslavia,2013,114
Women,30-49 years,Yugoslavia,2014,146
Women,30-49 years,Yugoslavia,2015,127
Women,30-49 years,Yugoslavia,2016,118
Women,30-49 years,Yugoslavia,2017,109
Women,30-49 years,Yugoslavia,2018,120
Women,30-49 years,Yugoslavia,2019,105
Women,30-49 years,Yugoslavia,2020,158
Women,30-49 years,Yugoslavia,2021,153
Women,30-49 years,Yugoslavia,2022,138
Women,30-49 years,Yugoslavia,2023,132
Women,30-49 years,Yugoslavia,2024,136
Women,30-49 years,"Yugoslavia, Federal Republic",2008,9
Women,30-49 years,"Yugoslavia, Federal Republic",2009,5
Women,30-49 years,"Yugoslavia, Federal Republic",2010,8
Women,30-49 years,"Yugoslavia, Federal Republic",2011,11
Women,30-49 years,"Yugoslavia, Federal Republic",2012,12
Women,30-49 years,"Yugoslavia, Federal Republic",2013,16
Women,30-49 years,"Yugoslavia, Federal Republic",2014,19
Women,30-49 years,"Yugoslavia, Federal Republic",2015,17
Women,30-49 years,"Yugoslavia, Federal Republic",2016,9
Women,30-49 years,"Yugoslavia, Federal Republic",2017,14
Women,30-49 years,"Yugoslavia, Federal Republic",2018,11
Women,30-49 years,"Yugoslavia, Federal Republic",2019,14
Women,30-49 years,"Yugoslavia, Federal Republic",2020,13
Women,30-49 years,"Yugoslavia, Federal Republic",2021,22
Women,30-49 years,"Yugoslavia, Federal Republic",2022,11
Women,30-49 years,"Yugoslavia, Federal Republic",2023,18
Women,30-49 years,"Yugoslavia, Federal Republic",2024,15
Women,30-49 years,Croatia,2008,4
Women,30-49 years,Croatia,2009,3
Women,30-49 years,Croatia,2010,6
Women,30-49 years,Croatia,2011,8
Women,30-49 years,Croatia,2012,4
Women,30-49 years,Croatia,2013,9
Women,30-49 years,Croatia,2014,3
Women,30-49 years,Croatia,2015,6
Women,30-49 years,Croatia,2016,7
Women,30-49 years,Croatia,2017,5
Women,30-49 years,Croatia,2018,5
Women,30-49 years,Croatia,2019,9
Women,30-49 years,Croatia,2020,9
Women,30-49 years,Croatia,2021,14
Women,30-49 years,Croatia,2022,8
Women,30-49 years,Croatia,2023,16
Women,30-49 years,Croatia,2024,16
Women,30-49 years,Latvia,2008,4
Women,30-49 years,Latvia,2009,8
Women,30-49 years,Latvia,2010,19
Women,30-49 years,Latvia,2011,16
Women,30-49 years,Latvia,2012,21
Women,30-49 years,Latvia,2013,35
Women,30-49 years,Latvia,2014,16
Women,30-49 years,Latvia,2015,36
Women,30-49 years,Latvia,2016,44
Women,30-49 years,Latvia,2017,35
Women,30-49 years,Latvia,2018,37
Women,30-49 years,Latvia,2019,28
Women,30-49 years,Latvia,2020,43
Women,30-49 years,Latvia,2021,49
Women,30-49 years,Latvia,2022,30
Women,30-49 years,Latvia,2023,46
Women,30-49 years,Latvia,2024,45
Women,30-49 years,Lithuania,2008,10
Women,30-49 years,Lithuania,2009,22
Women,30-49 years,Lithuania,2010,24
Women,30-49 years,Lithuania,2011,28
Women,30-49 years,Lithuania,2012,34
Women,30-49 years,Lithuania,2013,42
Women,30-49 years,Lithuania,2014,52
Women,30-49 years,Lithuania,2015,62
Women,30-49 years,Lithuania,2016,60
Women,30-49 years,Lithuania,2017,49
Women,30-49 years,Lithuania,2018,76
Women,30-49 years,Lithuania,2019,80
Women,30-49 years,Lithuania,2020,95
Women,30-49 years,Lithuania,2021,93
Women,30-49 years,Lithuania,2022,101
Women,30-49 years,Lithuania,2023,98
Women,30-49 years,Lithuania,2024,95
Women,30-49 years,Netherlands,2008,27
Women,30-49 years,Netherlands,2009,27
Women,30-49 years,Netherlands,2010,22
Women,30-49 years,Netherlands,2011,24
Women,30-49 years,Netherlands,2012,19
Women,30-49 years,Netherlands,2013,27
Women,30-49 years,Netherlands,2014,32
Women,30-49 years,Netherlands,2015,25
Women,30-49 years,Netherlands,2016,18
Women,30-49 years,Netherlands,2017,20
Women,30-49 years,Netherlands,2018,20
Women,30-49 years,Netherlands,2019,18
Women,30-49 years,Netherlands,2020,23
Women,30-49 years,Netherlands,2021,24
Women,30-49 years,Netherlands,2022,19
Women,30-49 years,Netherlands,2023,24
Women,30-49 years,Netherlands,2024,22
Women,30-49 years,Republic of North Macedonia,2008,10
Women,30-49 years,Republic of North Macedonia,2009,6
Women,30-49 years,Republic of North Macedonia,2010,18
Women,30-49 years,Republic of North Macedonia,2011,10
Women,30-49 years,Republic of North Macedonia,2012,12
Women,30-49 years,Republic of North Macedonia,2013,12
Women,30-49 years,Republic of North Macedonia,2014,19
Women,30-49 years,Republic of North Macedonia,2015,12
Women,30-49 years,Republic of North Macedonia,2016,11
Women,30-49 years,Republic of North Macedonia,2017,13
Women,30-49 years,Republic of North Macedonia,2018,18
Women,30-49 years,Republic of North Macedonia,2019,22
Women,30-49 years,Republic of North Macedonia,2020,40
Women,30-49 years,Republic of North Macedonia,2021,27
Women,30-49 years,Republic of North Macedonia,2022,26
Women,30-49 years,Republic of North Macedonia,2023,33
Women,30-49 years,Republic of North Macedonia,2024,29
Women,30-49 years,Norway,2008,49
Women,30-49 years,Norway,2009,51
Women,30-49 years,Norway,2010,51
Women,30-49 years,Norway,2011,60
Women,30-49 years,Norway,2012,54
Women,30-49 years,Norway,2013,52
Women,30-49 years,Norway,2014,54
Women,30-49 years,Norway,2015,64
Women,30-49 years,Norway,2016,47
Women,30-49 years,Norway,2017,49
Women,30-49 years,Norway,2018,45
Women,30-49 years,Norway,2019,49
Women,30-49 years,Norway,2020,63
Women,30-49 years,Norway,2021,74
Women,30-49 years,Norway,2022,51
Women,30-49 years,Norway,2023,50
Women,30-49 years,Norway,2024,53
Women,30-49 years,Poland,2008,73
Women,30-49 years,Poland,2009,81
Women,30-49 years,Poland,2010,99
Women,30-49 years,Poland,2011,129
Women,30-49 years,Poland,2012,148
Women,30-49 years,Poland,2013,168
Women,30-49 years,Poland,2014,169
Women,30-49 years,Poland,2015,169
Women,30-49 years,Poland,2016,171
Women,30-49 years,Poland,2017,204
Women,30-49 years,Poland,2018,232
Women,30-49 years,Poland,2019,248
Women,30-49 years,Poland,2020,299
Women,30-49 years,Poland,2021,314
Women,30-49 years,Poland,2022,326
Women,30-49 years,Poland,2023,279
Women,30-49 years,Poland,2024,316
Women,30-49 years,Portugal,2008,1
Women,30-49 years,Portugal,2009,1
Women,30-49 years,Portugal,2010,3
Women,30-49 years,Portugal,2011,3
Women,30-49 years,Portugal,2012,2
Women,30-49 years,Portugal,2013,4
Women,30-49 years,Portugal,2014,6
Women,30-49 years,Portugal,2015,7
Women,30-49 years,Portugal,2016,6
Women,30-49 years,Portugal,2017,6
Women,30-49 years,Portugal,2018,9
Women,30-49 years,Portugal,2019,2
Women,30-49 years,Portugal,2020,12
Women,30-49 years,Portugal,2021,11
Women,30-49 years,Portugal,2022,4
Women,30-49 years,Portugal,2023,6
Women,30-49 years,Portugal,2024,11
Women,30-49 years,Romania,2008,18
Women,30-49 years,Romania,2009,17
Women,30-49 years,Romania,2010,21
Women,30-49 years,Romania,2011,50
Women,30-49 years,Romania,2012,35
Women,30-49 years,Romania,2013,44
Women,30-49 years,Romania,2014,59
Women,30-49 years,Romania,2015,69
Women,30-49 years,Romania,2016,78
Women,30-49 years,Romania,2017,94
Women,30-49 years,Romania,2018,86
Women,30-49 years,Romania,2019,149
Women,30-49 years,Romania,2020,173
Women,30-49 years,Romania,2021,197
Women,30-49 years,Romania,2022,202
Women,30-49 years,Romania,2023,224
Women,30-49 years,Romania,2024,255
Women,30-49 years,Russia,2008,21
Women,30-49 years,Russia,2009,25
Women,30-49 years,Russia,2010,44
Women,30-49 years,Russia,2011,36
Women,30-49 years,Russia,2012,45
Women,30-49 years,Russia,2013,46
Women,30-49 years,Russia,2014,32
Women,30-49 years,Russia,2015,50
Women,30-49 years,Russia,2016,37
Women,30-49 years,Russia,2017,43
Women,30-49 years,Russia,2018,35
Women,30-49 years,Russia,2019,33
Women,30-49 years,Russia,2020,47
Women,30-49 years,Russia,2021,49
Women,30-49 years,Russia,2022,47
Women,30-49 years,Russia,2023,50
Women,30-49 years,Russia,2024,48
Women,30-49 years,Switzerland,2008,2
Women,30-49 years,Switzerland,2009,2
Women,30-49 years,Switzerland,2010,3
Women,30-49 years,Switzerland,2011,6
Women,30-49 years,Switzerland,2012,7
Women,30-49 years,Switzerland,2013,5
Women,30-49 years,Switzerland,2014,2
Women,30-49 years,Switzerland,2015,6
Women,30-49 years,Switzerland,2016,2
Women,30-49 years,Switzerland,2017,5
Women,30-49 years,Switzerland,2018,2
Women,30-49 years,Switzerland,2019,2
Women,30-49 years,Switzerland,2020,6
Women,30-49 years,Switzerland,2021,5
Women,30-49 years,Switzerland,2022,4
Women,30-49 years,Switzerland,2023,2
Women,30-49 years,Switzerland,2024,4
Women,30-49 years,Serbia and Montenegro,2008,7
Women,30-49 years,Serbia and Montenegro,2009,3
Women,30-49 years,Serbia and Montenegro,2010,2
Women,30-49 years,Serbia and Montenegro,2011,7
Women,30-49 years,Serbia and Montenegro,2012,3
Women,30-49 years,Serbia and Montenegro,2013,5
Women,30-49 years,Serbia and Montenegro,2014,3
Women,30-49 years,Serbia and Montenegro,2015,6
Women,30-49 years,Serbia and Montenegro,2016,6
Women,30-49 years,Serbia and Montenegro,2017,2
Women,30-49 years,Serbia and Montenegro,2018,5
Women,30-49 years,Serbia and Montenegro,2019,8
Women,30-49 years,Serbia and Montenegro,2020,7
Women,30-49 years,Serbia and Montenegro,2021,7
Women,30-49 years,Serbia and Montenegro,2022,7
Women,30-49 years,Serbia and Montenegro,2023,5
Women,30-49 years,Serbia and Montenegro,2024,7
Women,30-49 years,Soviet Union,2008,6
Women,30-49 years,Soviet Union,2009,10
Women,30-49 years,Soviet Union,2010,10
Women,30-49 years,Soviet Union,2011,16
Women,30-49 years,Soviet Union,2012,9
Women,30-49 years,Soviet Union,2013,10
Women,30-49 years,Soviet Union,2014,8
Women,30-49 years,Soviet Union,2015,7
Women,30-49 years,Soviet Union,2016,8
Women,30-49 years,Soviet Union,2017,9
Women,30-49 years,Soviet Union,2018,4
Women,30-49 years,Soviet Union,2019,6
Women,30-49 years,Soviet Union,2020,2
Women,30-49 years,Soviet Union,2021,3
Women,30-49 years,Soviet Union,2022,5
Women,30-49 years,Soviet Union,2023,6
Women,30-49 years,Soviet Union,2024,1
