OMRÅDE,KØN,ALDER,HERKOMST,TID,INDHOLD
All Denmark,Women,32 years,Immigrants from western countries,2010Q1,1663
All Denmark,Women,32 years,Immigrants from western countries,2011Q1,1753
All Denmark,Women,32 years,Immigrants from western countries,2012Q1,2016
All Denmark,Women,32 years,Immigrants from western countries,2013Q1,2136
All Denmark,Women,32 years,Immigrants from western countries,2014Q1,2186
All Denmark,Women,32 years,Immigrants from western countries,2015Q1,2364
All Denmark,Women,32 years,Immigrants from western countries,2016Q1,2656
All Denmark,Women,32 years,Immigrants from western countries,2017Q1,2779
All Denmark,Women,32 years,Immigrants from western countries,2018Q1,2911
All Denmark,Women,32 years,Immigrants from western countries,2019Q1,3153
All Denmark,Women,32 years,Immigrants from western countries,2020Q1,3267
All Denmark,Women,32 years,Immigrants from western countries,2021Q1,3478
All Denmark,Women,32 years,Immigrants from non-western countries,2010Q1,3293
All Denmark,Women,32 years,Immigrants from non-western countries,2011Q1,3487
All Denmark,Women,32 years,Immigrants from non-western countries,2012Q1,3457
All Denmark,Women,32 years,Immigrants from non-western countries,2013Q1,3639
All Denmark,Women,32 years,Immigrants from non-western countries,2014Q1,3720
All Denmark,Women,32 years,Immigrants from non-western countries,2015Q1,3828
All Denmark,Women,32 years,Immigrants from non-western countries,2016Q1,4254
All Denmark,Women,32 years,Immigrants from non-western countries,2017Q1,4416
All Denmark,Women,32 years,Immigrants from non-western countries,2018Q1,4667
All Denmark,Women,32 years,Immigrants from non-western countries,2019Q1,4561
All Denmark,Women,32 years,Immigrants from non-western countries,2020Q1,4524
All Denmark,Women,32 years,Immigrants from non-western countries,2021Q1,4569
All Denmark,Women,32 years,Descendants from western countries,2010Q1,91
All Denmark,Women,32 years,Descendants from western countries,2011Q1,83
All Denmark,Women,32 years,Descendants from western countries,2012Q1,85
All Denmark,Women,32 years,Descendants from western countries,2013Q1,93
All Denmark,Women,32 years,Descendants from western countries,2014Q1,93
All Denmark,Women,32 years,Descendants from western countries,2015Q1,79
All Denmark,Women,32 years,Descendants from western countries,2016Q1,79
All Denmark,Women,32 years,Descendants from western countries,2017Q1,95
All Denmark,Women,32 years,Descendants from western countries,2018Q1,97
All Denmark,Women,32 years,Descendants from western countries,2019Q1,95
All Denmark,Women,32 years,Descendants from western countries,2020Q1,119
All Denmark,Women,32 years,Descendants from western countries,2021Q1,126
All Denmark,Women,32 years,Descendants from non-western countries,2010Q1,373
All Denmark,Women,32 years,Descendants from non-western countries,2011Q1,468
All Denmark,Women,32 years,Descendants from non-western countries,2012Q1,473
All Denmark,Women,32 years,Descendants from non-western countries,2013Q1,569
All Denmark,Women,32 years,Descendants from non-western countries,2014Q1,561
All Denmark,Women,32 years,Descendants from non-western countries,2015Q1,519
All Denmark,Women,32 years,Descendants from non-western countries,2016Q1,485
All Denmark,Women,32 years,Descendants from non-western countries,2017Q1,556
All Denmark,Women,32 years,Descendants from non-western countries,2018Q1,633
All Denmark,Women,32 years,Descendants from non-western countries,2019Q1,772
All Denmark,Women,32 years,Descendants from non-western countries,2020Q1,952
All Denmark,Women,32 years,Descendants from non-western countries,2021Q1,1002
All Denmark,Women,33 years,Persons of Danish origin,2010Q1,30130
All Denmark,Women,33 years,Persons of Danish origin,2011Q1,28792
All Denmark,Women,33 years,Persons of Danish origin,2012Q1,28638
All Denmark,Women,33 years,Persons of Danish origin,2013Q1,27543
All Denmark,Women,33 years,Persons of Danish origin,2014Q1,26585
All Denmark,Women,33 years,Persons of Danish origin,2015Q1,24724
All Denmark,Women,33 years,Persons of Danish origin,2016Q1,24419
All Denmark,Women,33 years,Persons of Danish origin,2017Q1,23740
All Denmark,Women,33 years,Persons of Danish origin,2018Q1,24056
All Denmark,Women,33 years,Persons of Danish origin,2019Q1,25139
All Denmark,Women,33 years,Persons of Danish origin,2020Q1,25448
All Denmark,Women,33 years,Persons of Danish origin,2021Q1,25610
All Denmark,Women,33 years,Immigrants from western countries,2010Q1,1539
All Denmark,Women,33 years,Immigrants from western countries,2011Q1,1700
All Denmark,Women,33 years,Immigrants from western countries,2012Q1,1788
All Denmark,Women,33 years,Immigrants from western countries,2013Q1,2024
All Denmark,Women,33 years,Immigrants from western countries,2014Q1,2196
All Denmark,Women,33 years,Immigrants from western countries,2015Q1,2260
All Denmark,Women,33 years,Immigrants from western countries,2016Q1,2460
All Denmark,Women,33 years,Immigrants from western countries,2017Q1,2701
All Denmark,Women,33 years,Immigrants from western countries,2018Q1,2798
All Denmark,Women,33 years,Immigrants from western countries,2019Q1,2959
All Denmark,Women,33 years,Immigrants from western countries,2020Q1,3148
All Denmark,Women,33 years,Immigrants from western countries,2021Q1,3242
All Denmark,Women,33 years,Immigrants from non-western countries,2010Q1,3320
All Denmark,Women,33 years,Immigrants from non-western countries,2011Q1,3402
All Denmark,Women,33 years,Immigrants from non-western countries,2012Q1,3509
All Denmark,Women,33 years,Immigrants from non-western countries,2013Q1,3518
All Denmark,Women,33 years,Immigrants from non-western countries,2014Q1,3757
All Denmark,Women,33 years,Immigrants from non-western countries,2015Q1,3852
All Denmark,Women,33 years,Immigrants from non-western countries,2016Q1,4086
All Denmark,Women,33 years,Immigrants from non-western countries,2017Q1,4444
All Denmark,Women,33 years,Immigrants from non-western countries,2018Q1,4529
All Denmark,Women,33 years,Immigrants from non-western countries,2019Q1,4752
All Denmark,Women,33 years,Immigrants from non-western countries,2020Q1,4548
All Denmark,Women,33 years,Immigrants from non-western countries,2021Q1,4556
All Denmark,Women,33 years,Descendants from western countries,2010Q1,79
All Denmark,Women,33 years,Descendants from western countries,2011Q1,91
All Denmark,Women,33 years,Descendants from western countries,2012Q1,82
All Denmark,Women,33 years,Descendants from western countries,2013Q1,85
All Denmark,Women,33 years,Descendants from western countries,2014Q1,93
All Denmark,Women,33 years,Descendants from western countries,2015Q1,94
All Denmark,Women,33 years,Descendants from western countries,2016Q1,81
All Denmark,Women,33 years,Descendants from western countries,2017Q1,79
All Denmark,Women,33 years,Descendants from western countries,2018Q1,96
All Denmark,Women,33 years,Descendants from western countries,2019Q1,95
All Denmark,Women,33 years,Descendants from western countries,2020Q1,97
All Denmark,Women,33 years,Descendants from western countries,2021Q1,118
All Denmark,Women,33 years,Descendants from non-western countries,2010Q1,343
All Denmark,Women,33 years,Descendants from non-western countries,2011Q1,377
All Denmark,Women,33 years,Descendants from non-western countries,2012Q1,461
All Denmark,Women,33 years,Descendants from non-western countries,2013Q1,478
All Denmark,Women,33 years,Descendants from non-western countries,2014Q1,571
All Denmark,Women,33 years,Descendants from non-western countries,2015Q1,570
All Denmark,Women,33 years,Descendants from non-western countries,2016Q1,521
All Denmark,Women,33 years,Descendants from non-western countries,2017Q1,486
All Denmark,Women,33 years,Descendants from non-western countries,2018Q1,554
All Denmark,Women,33 years,Descendants from non-western countries,2019Q1,630
All Denmark,Women,33 years,Descendants from non-western countries,2020Q1,773
All Denmark,Women,33 years,Descendants from non-western countries,2021Q1,950
All Denmark,Women,34 years,Persons of Danish origin,2010Q1,33509
All Denmark,Women,34 years,Persons of Danish origin,2011Q1,30107
All Denmark,Women,34 years,Persons of Danish origin,2012Q1,28771
All Denmark,Women,34 years,Persons of Danish origin,2013Q1,28627
All Denmark,Women,34 years,Persons of Danish origin,2014Q1,27531
All Denmark,Women,34 years,Persons of Danish origin,2015Q1,26573
All Denmark,Women,34 years,Persons of Danish origin,2016Q1,24715
All Denmark,Women,34 years,Persons of Danish origin,2017Q1,24432
All Denmark,Women,34 years,Persons of Danish origin,2018Q1,23746
All Denmark,Women,34 years,Persons of Danish origin,2019Q1,24051
All Denmark,Women,34 years,Persons of Danish origin,2020Q1,25144
All Denmark,Women,34 years,Persons of Danish origin,2021Q1,25487
All Denmark,Women,34 years,Immigrants from western countries,2010Q1,1545
All Denmark,Women,34 years,Immigrants from western countries,2011Q1,1607
All Denmark,Women,34 years,Immigrants from western countries,2012Q1,1737
All Denmark,Women,34 years,Immigrants from western countries,2013Q1,1848
All Denmark,Women,34 years,Immigrants from western countries,2014Q1,2080
All Denmark,Women,34 years,Immigrants from western countries,2015Q1,2238
All Denmark,Women,34 years,Immigrants from western countries,2016Q1,2350
All Denmark,Women,34 years,Immigrants from western countries,2017Q1,2530
All Denmark,Women,34 years,Immigrants from western countries,2018Q1,2728
All Denmark,Women,34 years,Immigrants from western countries,2019Q1,2825
All Denmark,Women,34 years,Immigrants from western countries,2020Q1,2942
All Denmark,Women,34 years,Immigrants from western countries,2021Q1,3157
All Denmark,Women,34 years,Immigrants from non-western countries,2010Q1,3339
All Denmark,Women,34 years,Immigrants from non-western countries,2011Q1,3406
All Denmark,Women,34 years,Immigrants from non-western countries,2012Q1,3434
All Denmark,Women,34 years,Immigrants from non-western countries,2013Q1,3558
All Denmark,Women,34 years,Immigrants from non-western countries,2014Q1,3640
All Denmark,Women,34 years,Immigrants from non-western countries,2015Q1,3893
All Denmark,Women,34 years,Immigrants from non-western countries,2016Q1,4092
All Denmark,Women,34 years,Immigrants from non-western countries,2017Q1,4291
All Denmark,Women,34 years,Immigrants from non-western countries,2018Q1,4597
All Denmark,Women,34 years,Immigrants from non-western countries,2019Q1,4616
All Denmark,Women,34 years,Immigrants from non-western countries,2020Q1,4770
All Denmark,Women,34 years,Immigrants from non-western countries,2021Q1,4583
All Denmark,Women,34 years,Descendants from western countries,2010Q1,82
All Denmark,Women,34 years,Descendants from western countries,2011Q1,79
All Denmark,Women,34 years,Descendants from western countries,2012Q1,92
All Denmark,Women,34 years,Descendants from western countries,2013Q1,82
All Denmark,Women,34 years,Descendants from western countries,2014Q1,82
All Denmark,Women,34 years,Descendants from western countries,2015Q1,92
All Denmark,Women,34 years,Descendants from western countries,2016Q1,90
All Denmark,Women,34 years,Descendants from western countries,2017Q1,80
All Denmark,Women,34 years,Descendants from western countries,2018Q1,79
All Denmark,Women,34 years,Descendants from western countries,2019Q1,97
All Denmark,Women,34 years,Descendants from western countries,2020Q1,97
All Denmark,Women,34 years,Descendants from western countries,2021Q1,100
All Denmark,Women,34 years,Descendants from non-western countries,2010Q1,341
All Denmark,Women,34 years,Descendants from non-western countries,2011Q1,341
All Denmark,Women,34 years,Descendants from non-western countries,2012Q1,373
All Denmark,Women,34 years,Descendants from non-western countries,2013Q1,461
All Denmark,Women,34 years,Descendants from non-western countries,2014Q1,471
All Denmark,Women,34 years,Descendants from non-western countries,2015Q1,563
All Denmark,Women,34 years,Descendants from non-western countries,2016Q1,564
All Denmark,Women,34 years,Descendants from non-western countries,2017Q1,524
All Denmark,Women,34 years,Descendants from non-western countries,2018Q1,488
All Denmark,Women,34 years,Descendants from non-western countries,2019Q1,547
All Denmark,Women,34 years,Descendants from non-western countries,2020Q1,632
All Denmark,Women,34 years,Descendants from non-western countries,2021Q1,774
All Denmark,Women,35 years,Persons of Danish origin,2010Q1,32933
All Denmark,Women,35 years,Persons of Danish origin,2011Q1,33508
All Denmark,Women,35 years,Persons of Danish origin,2012Q1,30093
All Denmark,Women,35 years,Persons of Danish origin,2013Q1,28748
All Denmark,Women,35 years,Persons of Danish origin,2014Q1,28620
All Denmark,Women,35 years,Persons of Danish origin,2015Q1,27548
All Denmark,Women,35 years,Persons of Danish origin,2016Q1,26551
All Denmark,Women,35 years,Persons of Danish origin,2017Q1,24708
All Denmark,Women,35 years,Persons of Danish origin,2018Q1,24461
All Denmark,Women,35 years,Persons of Danish origin,2019Q1,23744
All Denmark,Women,35 years,Persons of Danish origin,2020Q1,24074
All Denmark,Women,35 years,Persons of Danish origin,2021Q1,25175
All Denmark,Women,35 years,Immigrants from western countries,2010Q1,1437
All Denmark,Women,35 years,Immigrants from western countries,2011Q1,1590
All Denmark,Women,35 years,Immigrants from western countries,2012Q1,1660
