cbsa,fb_pre90,mex_pre90,fb_base_share,mex_base_share,base_vintage
37980,229938.0,5740.0,0.012824482045429537,0.0012125344801290103,pre-1990-entry-cohort-observed-2000
38060,212480.0,116554.0,0.011850785624876566,0.02462120972072416,pre-1990-entry-cohort-observed-2000
38220,576.0,95.0,3.2125623681894305e-05,2.006807937495749e-05,pre-1990-entry-cohort-observed-2000
38300,37748.0,399.0,0.002105343824208587,8.428593337482145e-05,pre-1990-entry-cohort-observed-2000
38340,3300.0,32.0,0.00018405305234418614,6.7597741052488376e-06,pre-1990-entry-cohort-observed-2000
38540,908.0,242.0,5.064247622076394e-05,5.1120791670944334e-05,pre-1990-entry-cohort-observed-2000
38860,10829.0,59.0,0.0006039728799500581,1.2463333506552545e-05,pre-1990-entry-cohort-observed-2000
38900,97563.0,19920.0,0.005441444832077524,0.004207959380517401,pre-1990-entry-cohort-observed-2000
38940,19477.0,2483.0,0.0010863034243962766,0.000524516221979152,pre-1990-entry-cohort-observed-2000
39140,6099.0,2318.0,0.0003401635049233913,0.0004896611367489627,pre-1990-entry-cohort-observed-2000
39300,131213.0,1313.0,0.0073182282294659675,0.0002773619812559914,pre-1990-entry-cohort-observed-2000
39340,9154.0,3048.0,0.0005105520124723272,0.0006438684835249518,pre-1990-entry-cohort-observed-2000
39380,2558.0,1352.0,0.000142669002392857,0.0002856004559467634,pre-1990-entry-cohort-observed-2000
39460,9015.0,164.0,0.0005027994748129812,3.4643842289400296e-05,pre-1990-entry-cohort-observed-2000
39540,4319.0,1402.0,0.00024088640396198178,0.0002961626029862147,pre-1990-entry-cohort-observed-2000
39580,24525.0,3997.0,0.001367848820830656,0.0008443380343337376,pre-1990-entry-cohort-observed-2000
39660,1518.0,170.0,8.466440407832561e-05,3.591129993413445e-05,pre-1990-entry-cohort-observed-2000
39740,9179.0,1421.0,0.0005119463537779649,0.0003001762188612062,pre-1990-entry-cohort-observed-2000
39820,4624.0,826.0,0.0002578973678907626,0.00017448666909173564,pre-1990-entry-cohort-observed-2000
39900,26396.0,11067.0,0.0014722013241445868,0.0023378256257121526,pre-1990-entry-cohort-observed-2000
40060,25025.0,936.0,0.0013957356469434115,0.00019772339257852851,pre-1990-entry-cohort-observed-2000
40140,422229.0,256975.0,0.023549253405525262,0.054284154709260006,pre-1990-entry-cohort-observed-2000
40220,3665.0,185.0,0.00020441043540649762,3.9079944045969846e-05,pre-1990-entry-cohort-observed-2000
40340,4223.0,476.0,0.00023553213334833272,0.00010055163981557646,pre-1990-entry-cohort-observed-2000
40380,40466.0,381.0,0.002256936610957526,8.048356044061897e-05,pre-1990-entry-cohort-observed-2000
40420,10382.0,4043.0,0.0005790420574052547,0.0008540552096100328,pre-1990-entry-cohort-observed-2000
40580,1708.0,717.0,9.526139800117269e-05,0.00015146118854573177,pre-1990-entry-cohort-observed-2000
40660,1810.0,801.0,0.00010095031052817482,0.00016920559557200997,pre-1990-entry-cohort-observed-2000
40900,146666.0,41346.0,0.008180098477306788,0.008734050629863077,pre-1990-entry-cohort-observed-2000
40980,2737.0,443.0,0.00015265248614122347,9.35806227695386e-05,pre-1990-entry-cohort-observed-2000
41060,1659.0,165.0,9.252848904212265e-05,3.485508523018932e-05,pre-1990-entry-cohort-observed-2000
41100,2098.0,689.0,0.00011701312236912197,0.00014554638620363903,pre-1990-entry-cohort-observed-2000
41140,711.0,62.0,3.965506673233828e-05,1.3097062328919624e-05,pre-1990-entry-cohort-observed-2000
41180,40208.0,2802.0,0.002242547008683344,0.0005919027200908514,pre-1990-entry-cohort-observed-2000
41420,19023.0,10462.0,0.0010609821862858947,0.002210023646534792,pre-1990-entry-cohort-observed-2000
41500,68975.0,48288.0,0.0038469876622546175,0.010200499124820496,pre-1990-entry-cohort-observed-2000
41540,5640.0,619.0,0.0003145633985518817,0.00013075938034840722,pre-1990-entry-cohort-observed-2000
41620,38680.0,10437.0,0.0021573248680827636,0.0022047425730150664,pre-1990-entry-cohort-observed-2000
41660,4589.0,3537.0,0.0002559452900628697,0.0007471662815707856,pre-1990-entry-cohort-observed-2000
41700,109861.0,76244.0,0.0061273492071468585,0.016106006777518514,pre-1990-entry-cohort-observed-2000
41740,390752.0,187632.0,0.021793666154422853,0.03963593546612656,pre-1990-entry-cohort-observed-2000
41860,689990.0,113625.0,0.0384832622990803,0.0240024791471531,pre-1990-entry-cohort-observed-2000
41940,313875.0,77327.0,0.017505955092282248,0.01633478288239303,pre-1990-entry-cohort-observed-2000
42020,14278.0,6114.0,0.0007963362064758453,0.0012915393399841062,pre-1990-entry-cohort-observed-2000
42100,29218.0,18299.0,0.0016295945707249788,0.00386553457349839,pre-1990-entry-cohort-observed-2000
42140,5951.0,3135.0,0.00033190900439401567,0.0006622466193735971,pre-1990-entry-cohort-observed-2000
42200,52166.0,31215.0,0.002909488341996004,0.006593948396729452,pre-1990-entry-cohort-observed-2000
42220,38650.0,16607.0,0.002155651658515998,0.003508111517683358,pre-1990-entry-cohort-observed-2000
42340,5273.0,243.0,0.0002940944681851192,5.133203461173336e-05,pre-1990-entry-cohort-observed-2000
42540,7424.0,190.0,0.0004140635941221933,4.013615874991498e-05,pre-1990-entry-cohort-observed-2000
42660,204299.0,14963.0,0.011394501376019661,0.0031608281230261987,pre-1990-entry-cohort-observed-2000
42680,5952.0,1212.0,0.00033196477804624117,0.00025602644423629973,pre-1990-entry-cohort-observed-2000
42700,4417.0,1112.0,0.00024635222188008183,0.00023490215015739712,pre-1990-entry-cohort-observed-2000
43100,2635.0,396.0,0.00014696357361422134,8.365220455245437e-05,pre-1990-entry-cohort-observed-2000
43300,1771.0,884.0,9.877513809137989e-05,0.00018673875965749914,pre-1990-entry-cohort-observed-2000
43340,4474.0,510.0,0.00024953132005693597,0.00010773389980240336,pre-1990-entry-cohort-observed-2000
43420,10358.0,7059.0,0.0005777034897518424,0.0014911639190297358,pre-1990-entry-cohort-observed-2000
43580,5003.0,3060.0,0.00027903558208423125,0.0006464033988144201,pre-1990-entry-cohort-observed-2000
43620,1959.0,382.0,0.00010926058470977594,8.0694803381408e-05,pre-1990-entry-cohort-observed-2000
43780,6816.0,1472.0,0.0003801532135690826,0.00031094960884144653,pre-1990-entry-cohort-observed-2000
43900,4954.0,647.0,0.0002763026731251812,0.00013667418269049995,pre-1990-entry-cohort-observed-2000
44060,10438.0,573.0,0.0005821653819298833,0.000121042205072112,pre-1990-entry-cohort-observed-2000
44100,2434.0,48.0,0.00013575306951689364,1.0139661157873257e-05,pre-1990-entry-cohort-observed-2000
44140,26981.0,144.0,0.0015048289106965108,3.041898347361977e-05,pre-1990-entry-cohort-observed-2000
44180,3285.0,294.0,0.00018321644756080346,6.21054245919737e-05,pre-1990-entry-cohort-observed-2000
44220,1259.0,161.0,7.021902815191828e-05,3.4010113467033215e-05,pre-1990-entry-cohort-observed-2000
44300,2662.0,28.0,0.00014846946222431013,5.914802342092733e-06,pre-1990-entry-cohort-observed-2000
44420,1102.0,140.0,6.146256475251307e-05,2.9574011710463665e-05,pre-1990-entry-cohort-observed-2000
44700,69087.0,31328.0,0.0038532343113038747,0.006617818849038612,pre-1990-entry-cohort-observed-2000
44940,1286.0,83.0,7.172491676200708e-05,1.7533164085489174e-05,pre-1990-entry-cohort-observed-2000
45060,17271.0,139.0,0.0009632667475867996,2.936276876967464e-05,pre-1990-entry-cohort-observed-2000
45220,7755.0,750.0,0.0004325246730088374,0.00015843220559176965,pre-1990-entry-cohort-observed-2000
45300,143935.0,10628.0,0.008027780633078917,0.00224508997470577,pre-1990-entry-cohort-observed-2000
45460,1102.0,94.0,6.146256475251307e-05,1.985683643416846e-05,pre-1990-entry-cohort-observed-2000
45500,1133.0,356.0,6.31915479715039e-05,7.520248692089332e-05,pre-1990-entry-cohort-observed-2000
45540,2110.0,173.0,0.0001176824061958281,3.654502875650153e-05,pre-1990-entry-cohort-observed-2000
45780,10495.0,984.0,0.0005853444801067374,0.00020786305373640177,pre-1990-entry-cohort-observed-2000
45820,2500.0,765.0,0.00013943413056377737,0.00016160084970360503,pre-1990-entry-cohort-observed-2000
45940,25462.0,346.0,0.0014201087329659596,7.309005751300306e-05,pre-1990-entry-cohort-observed-2000
46060,61203.0,37911.0,0.0034135148371579466,0.008008431128252771,pre-1990-entry-cohort-observed-2000
46140,14658.0,4259.0,0.0008175301943215395,0.0008996836848204625,pre-1990-entry-cohort-observed-2000
46220,1513.0,169.0,8.438553581719806e-05,3.570005699334543e-05,pre-1990-entry-cohort-observed-2000
46340,5869.0,4228.0,0.00032733556491152375,0.0008931351536560027,pre-1990-entry-cohort-observed-2000
46520,111018.0,930.0,0.0061918793227717745,0.00019645593493379434,pre-1990-entry-cohort-observed-2000
46540,6631.0,23.0,0.0003698350879073631,4.858587638147602e-06,pre-1990-entry-cohort-observed-2000
46660,1707.0,330.0,9.520562434894718e-05,6.971017046037864e-05,pre-1990-entry-cohort-observed-2000
46700,46001.0,11089.0,0.002565643776025729,0.0023424729704095114,pre-1990-entry-cohort-observed-2000
47020,2421.0,1604.0,0.000135028012037962,0.000338833677025598,pre-1990-entry-cohort-observed-2000
47220,4690.0,1026.0,0.00026157842893764636,0.00021673525724954086,pre-1990-entry-cohort-observed-2000
47260,47132.0,1181.0,0.002628723776692782,0.00024947791307183993,pre-1990-entry-cohort-observed-2000
47300,51457.0,40711.0,0.0028699448225681166,0.008599911362462045,pre-1990-entry-cohort-observed-2000
47380,7563.0,5642.0,0.0004218161317815393,0.0011918326719316857,pre-1990-entry-cohort-observed-2000
47460,3042.0,2012.0,0.0001696634500700043,0.00042502079686752067,pre-1990-entry-cohort-observed-2000
47580,2610.0,430.0,0.00014556923230858357,9.083446453928126e-05,pre-1990-entry-cohort-observed-2000
47900,436201.0,10953.0,0.0243285228744201,0.002313743930462204,pre-1990-entry-cohort-observed-2000
47940,1720.0,265.0,9.593068182787882e-05,5.5979379309091935e-05,pre-1990-entry-cohort-observed-2000
48060,2656.0,100.0,0.00014813482031095706,2.1124294078902617e-05,pre-1990-entry-cohort-observed-2000
48140,2568.0,92.0,0.0001432267389151121,1.9434350552590408e-05,pre-1990-entry-cohort-observed-2000
48260,1561.0,22.0,8.70626711240226e-05,4.647344697358576e-06,pre-1990-entry-cohort-observed-2000
48300,6638.0,4930.0,0.0003702255034729417,0.001041427698089899,pre-1990-entry-cohort-observed-2000
48540,1197.0,29.0,6.676106171393661e-05,6.12604528288176e-06,pre-1990-entry-cohort-observed-2000
48620,15193.0,5153.0,0.0008473690982621878,0.0010885348738858519,pre-1990-entry-cohort-observed-2000
48660,4178.0,1718.0,0.00023302231899818474,0.000362915372275547,pre-1990-entry-cohort-observed-2000
48700,1096.0,12.0,6.112792283916e-05,2.5349152894683143e-06,pre-1990-entry-cohort-observed-2000
48900,3450.0,289.0,0.00019241910017801276,6.104920988802857e-05,pre-1990-entry-cohort-observed-2000
49020,1333.0,152.0,7.434627841660609e-05,3.210892699993198e-05,pre-1990-entry-cohort-observed-2000
49180,9746.0,3237.0,0.0005435700145898297,0.0006837933993340778,pre-1990-entry-cohort-observed-2000
49340,37129.0,573.0,0.002070819933480996,0.000121042205072112,pre-1990-entry-cohort-observed-2000
49420,20363.0,17720.0,0.0011357188802680793,0.003743224910781544,pre-1990-entry-cohort-observed-2000
49620,4927.0,230.0,0.00027479678451509243,4.858587638147602e-05,pre-1990-entry-cohort-observed-2000
49660,9732.0,218.0,0.0005427891834586725,4.605096109200771e-05,pre-1990-entry-cohort-observed-2000
49700,12975.0,6415.0,0.0007236631376260045,0.001355123465161603,pre-1990-entry-cohort-observed-2000
49740,25186.0,22383.0,0.0014047152049517187,0.004728250743680773,pre-1990-entry-cohort-observed-2000
