design,window,outcome,treat,geo,natl_shift,estimator,n,coef,se,lo,hi,first_stage_F
1-levelctl,2005-2015,col_lfp,all foreign-born,fixed-2013-PUMS,7600530.0,IV+ctl,332,-0.7592433299540637,0.654683573701374,-2.042399555678731,0.5239128957706034,4.776308158722664
1-pubshare,2005-2015,ssi_rate,all foreign-born,published-ACS,7600530.0,OLS,332,-0.05550284282688754,0.03603714235291799,-0.1261343439443498,0.015128658290574734,
1-pubshare,2005-2015,ssi_rate,all foreign-born,published-ACS,7600530.0,first-stage,332,0.06844431395898216,0.06097041010431737,-0.051055493968116886,0.18794412188608123,1.2601914162081906
1-pubshare,2005-2015,ssi_rate,all foreign-born,published-ACS,7600530.0,reduced-form,332,-0.0429306269429875,0.020251578944161283,-0.08262299230361331,-0.003238261582361693,1.2601914162081906
1-pubshare,2005-2015,ssi_rate,all foreign-born,published-ACS,7600530.0,IV,332,-0.627234381642225,0.7533127999777763,-2.1037003386916924,0.8492315754072421,1.2601914162081906
1-pubshare,2005-2015,ssi_rate,all foreign-born,published-ACS,7600530.0,Z-ON-BASELINE-LEVEL (exogeneity test),332,0.12400329424187864,0.03772378568228247,0.050066032944097255,0.19794055553966003,1.2601914162081906
1-pubshare,2005-2015,nc_epop,all foreign-born,published-ACS,7600530.0,OLS,332,0.2504819379069511,0.15986689392455522,-0.06285141650546228,0.5638152923193644,
1-pubshare,2005-2015,nc_epop,all foreign-born,published-ACS,7600530.0,first-stage,332,0.06844431395898216,0.06097041010431737,-0.051055493968116886,0.18794412188608123,1.2601914162081906
1-pubshare,2005-2015,nc_epop,all foreign-born,published-ACS,7600530.0,reduced-form,332,0.44977703893964643,0.08220768328781786,0.2886529404430481,0.6109011374362447,1.2601914162081906
1-pubshare,2005-2015,nc_epop,all foreign-born,published-ACS,7600530.0,IV,332,6.571430304775852,6.656852265422448,-6.475760385856015,19.618620995407717,1.2601914162081906
1-pubshare,2005-2015,nc_epop,all foreign-born,published-ACS,7600530.0,Z-ON-BASELINE-LEVEL (exogeneity test),332,-0.4087371134878903,0.12698637168658441,-0.6576258285210126,-0.15984839845476803,1.2601914162081906
1,2005-2015,ssi_rate,Mexico-born,fixed-2013-PUMS,673357.0,OLS,332,-0.03282744191534041,0.039606159615841977,-0.11045408832833543,0.04479920449765461,
1,2005-2015,ssi_rate,Mexico-born,fixed-2013-PUMS,673357.0,first-stage,332,-1.931280767950431,0.25988320638167245,-2.4406424926452988,-1.421919043255563,55.224831411920604
1,2005-2015,ssi_rate,Mexico-born,fixed-2013-PUMS,673357.0,reduced-form,332,0.013774539842583491,0.13265115804357433,-0.2462169524303529,0.27376603211551986,55.224831411920604
1,2005-2015,ssi_rate,Mexico-born,fixed-2013-PUMS,673357.0,IV,332,-0.007132334185257494,0.06831343004492164,-0.14102419673370037,0.12675952836318538,55.224831411920604
1,2005-2015,ssi_rate,Mexico-born,fixed-2013-PUMS,673357.0,Z-ON-BASELINE-LEVEL (exogeneity test),332,0.7161884379635917,0.3097937259097532,0.10900389254400245,1.3233729833831809,55.224831411920604
1,2005-2015,ssi_rate,Mexico-born,fixed-2013-PUMS,673357.0,PLACEBO reduced-form on prior dy,332,-0.17815964257358385,0.09859998044871493,-0.3714120531294186,0.015092767982250899,55.224831411920604
1-levelctl,2005-2015,ssi_rate,Mexico-born,fixed-2013-PUMS,673357.0,OLS+ctl,332,-0.029173852004285017,0.04098868064203004,-0.10951018983647799,0.05116248582790796,
1-levelctl,2005-2015,ssi_rate,Mexico-born,fixed-2013-PUMS,673357.0,first-stage,332,-2.050144545289815,0.2647288527045175,-2.569003562259278,-1.531285528320352,59.974468667072514
1-levelctl,2005-2015,ssi_rate,Mexico-born,fixed-2013-PUMS,673357.0,reduced-form+ctl,332,0.06945319765494727,0.1410928747364298,-0.2070837553036764,0.34599015061357097,59.974468667072514
1-levelctl,2005-2015,ssi_rate,Mexico-born,fixed-2013-PUMS,673357.0,IV+ctl,332,-0.03387721993286552,0.06786322323754403,-0.16688669335325348,0.09913225348752244,59.974468667072514
1-levelctl,2005-2015,ssi_rate,Mexico-born,fixed-2013-PUMS,673357.0,PLACEBO reduced-form on prior dy,332,-0.17815964257358385,0.09859998044871493,-0.3714120531294186,0.015092767982250899,59.974468667072514
1,2005-2015,pa_rate,Mexico-born,fixed-2013-PUMS,673357.0,OLS,332,-0.003578407063219588,0.06180301119246216,-0.12471008313657128,0.1175532690101321,
1,2005-2015,pa_rate,Mexico-born,fixed-2013-PUMS,673357.0,first-stage,332,-1.931280767950431,0.25988320638167245,-2.4406424926452988,-1.421919043255563,55.224831411920604
1,2005-2015,pa_rate,Mexico-born,fixed-2013-PUMS,673357.0,reduced-form,332,-0.2701910859368933,0.25027599657118316,-0.7607230254112823,0.22034085353749577,55.224831411920604
1,2005-2015,pa_rate,Mexico-born,fixed-2013-PUMS,673357.0,IV,332,0.13990254054237458,0.12836561578442648,-0.1116894432484076,0.3914945243331568,55.224831411920604
1,2005-2015,pa_rate,Mexico-born,fixed-2013-PUMS,673357.0,Z-ON-BASELINE-LEVEL (exogeneity test),332,0.701482447313161,0.2487352706746196,0.21397027510608474,1.1889946195202372,55.224831411920604
1,2005-2015,pa_rate,Mexico-born,fixed-2013-PUMS,673357.0,PLACEBO reduced-form on prior dy,332,-0.9865894385680821,0.25572181073811806,-1.4877949776761614,-0.4853838994600027,55.224831411920604
1-levelctl,2005-2015,pa_rate,Mexico-born,fixed-2013-PUMS,673357.0,OLS+ctl,332,-0.0050633376347847,0.05719889533062113,-0.11717111243827838,0.10704443716870898,
1-levelctl,2005-2015,pa_rate,Mexico-born,fixed-2013-PUMS,673357.0,first-stage,332,-2.053692785899519,0.2754175095308377,-2.593501185291678,-1.5138843865073601,55.601673269524184
1-levelctl,2005-2015,pa_rate,Mexico-born,fixed-2013-PUMS,673357.0,reduced-form+ctl,332,-0.1331759683036828,0.2437075465077702,-0.6108339822195327,0.344482045612167,55.601673269524184
1-levelctl,2005-2015,pa_rate,Mexico-born,fixed-2013-PUMS,673357.0,IV+ctl,332,0.06484707411841642,0.11811401866538442,-0.16665214853502874,0.2963462967718616,55.601673269524184
1-levelctl,2005-2015,pa_rate,Mexico-born,fixed-2013-PUMS,673357.0,PLACEBO reduced-form on prior dy,332,-0.9865894385680821,0.25572181073811806,-1.4877949776761614,-0.4853838994600027,55.601673269524184
1,2005-2015,nc_epop,Mexico-born,fixed-2013-PUMS,673357.0,OLS,332,-0.05828647489744897,0.21580352043111975,-0.48125360267939743,0.36468065288449947,
1,2005-2015,nc_epop,Mexico-born,fixed-2013-PUMS,673357.0,first-stage,332,-1.931280767950431,0.25988320638167245,-2.4406424926452988,-1.421919043255563,55.224831411920604
1,2005-2015,nc_epop,Mexico-born,fixed-2013-PUMS,673357.0,reduced-form,332,1.1536973300113935,0.663133005861094,-0.14601947843613927,2.4534141384589265,55.224831411920604
1,2005-2015,nc_epop,Mexico-born,fixed-2013-PUMS,673357.0,IV,332,-0.5973742136083888,0.35809245220134156,-1.2992225230586492,0.1044740958418714,55.224831411920604
1,2005-2015,nc_epop,Mexico-born,fixed-2013-PUMS,673357.0,Z-ON-BASELINE-LEVEL (exogeneity test),332,-3.2340691890863984,0.7152487619884352,-4.635931002570593,-1.8322073756022041,55.224831411920604
1-levelctl,2005-2015,nc_epop,Mexico-born,fixed-2013-PUMS,673357.0,OLS+ctl,332,-0.026660389996920317,0.2057660380552122,-0.42995441382663446,0.3766336338327938,
1-levelctl,2005-2015,nc_epop,Mexico-born,fixed-2013-PUMS,673357.0,first-stage,332,-2.045246006481052,0.2730745727891596,-2.5804623342414663,-1.5100296787206375,56.09557200675423
1-levelctl,2005-2015,nc_epop,Mexico-born,fixed-2013-PUMS,673357.0,reduced-form+ctl,332,0.9230197175528301,0.7181911600441373,-0.484609090148721,2.3306485252543814,56.09557200675423
1-levelctl,2005-2015,nc_epop,Mexico-born,fixed-2013-PUMS,673357.0,IV+ctl,332,-0.451300095258925,0.35777351072982555,-1.1525232909118377,0.24992310039398768,56.09557200675423
1,2005-2015,nc_lfp,Mexico-born,fixed-2013-PUMS,673357.0,OLS,332,-0.015147576616817655,0.1852606772684948,-0.37825183181456573,0.34795667858093043,
1,2005-2015,nc_lfp,Mexico-born,fixed-2013-PUMS,673357.0,first-stage,332,-1.931280767950431,0.25988320638167245,-2.4406424926452988,-1.421919043255563,55.224831411920604
1,2005-2015,nc_lfp,Mexico-born,fixed-2013-PUMS,673357.0,reduced-form,332,0.8147098993099366,0.5171974585419339,-0.19897849232790144,1.8283982909477747,55.224831411920604
1,2005-2015,nc_lfp,Mexico-born,fixed-2013-PUMS,673357.0,IV,332,-0.4218495377937961,0.27861748995457114,-0.9679297835677059,0.12423070798011371,55.224831411920604
1,2005-2015,nc_lfp,Mexico-born,fixed-2013-PUMS,673357.0,Z-ON-BASELINE-LEVEL (exogeneity test),332,-2.7003916353640185,0.6557562610439027,-3.985650289646714,-1.4151329810813231,55.224831411920604
1-levelctl,2005-2015,nc_lfp,Mexico-born,fixed-2013-PUMS,673357.0,OLS+ctl,332,0.011393336701492666,0.1805860389912342,-0.3425487958320723,0.36533546923505766,
1-levelctl,2005-2015,nc_lfp,Mexico-born,fixed-2013-PUMS,673357.0,first-stage,332,-2.0235462313874284,0.26452924602788547,-2.542014026459619,-1.5050784363152379,58.516571652142794
1-levelctl,2005-2015,nc_lfp,Mexico-born,fixed-2013-PUMS,673357.0,reduced-form+ctl,332,0.6050845796928298,0.6061228265402143,-0.5828943305336086,1.7930634899192683,58.516571652142794
1-levelctl,2005-2015,nc_lfp,Mexico-born,fixed-2013-PUMS,673357.0,IV+ctl,332,-0.29902187076692727,0.3039095688516755,-0.8946736802733071,0.2966299387394526,58.516571652142794
1,2005-2015,col_epop,Mexico-born,fixed-2013-PUMS,673357.0,OLS,332,0.208784129091736,0.09384886736232242,0.02484372907170751,0.3927245291117645,
1,2005-2015,col_epop,Mexico-born,fixed-2013-PUMS,673357.0,first-stage,332,-1.931280767950431,0.25988320638167245,-2.4406424926452988,-1.421919043255563,55.224831411920604
1,2005-2015,col_epop,Mexico-born,fixed-2013-PUMS,673357.0,reduced-form,332,-0.9413126222503789,0.45644576388384406,-1.8359298803585866,-0.046695364142171236,55.224831411920604
1,2005-2015,col_epop,Mexico-born,fixed-2013-PUMS,673357.0,IV,332,0.48740330141087973,0.23583518175277343,0.02517483888798605,0.9496317639337735,55.224831411920604
1,2005-2015,col_epop,Mexico-born,fixed-2013-PUMS,673357.0,Z-ON-BASELINE-LEVEL (exogeneity test),332,-1.5635964832812967,0.43558428792675374,-2.4173259998492593,-0.7098669667133343,55.224831411920604
1-levelctl,2005-2015,col_epop,Mexico-born,fixed-2013-PUMS,673357.0,OLS+ctl,332,0.2715827240668745,0.09180472102393067,0.09164877724922327,0.45151667088452574,
1-levelctl,2005-2015,col_epop,Mexico-born,fixed-2013-PUMS,673357.0,first-stage,332,-1.9411085188080475,0.264718522492114,-2.459947288933247,-1.4222697486828477,53.768877585267134
1-levelctl,2005-2015,col_epop,Mexico-born,fixed-2013-PUMS,673357.0,reduced-form+ctl,332,-1.3729395505622781,0.4372306868232868,-2.229895949671632,-0.5159831514529244,53.768877585267134
1-levelctl,2005-2015,col_epop,Mexico-born,fixed-2013-PUMS,673357.0,IV+ctl,332,0.7072966489299222,0.23908462951971118,0.23869938581418643,1.175893912045658,53.768877585267134
1,2005-2015,col_lfp,Mexico-born,fixed-2013-PUMS,673357.0,OLS,332,0.13788430290557208,0.10077280935753627,-0.05962677405611996,0.3353953798672641,
1,2005-2015,col_lfp,Mexico-born,fixed-2013-PUMS,673357.0,first-stage,332,-1.931280767950431,0.25988320638167245,-2.4406424926452988,-1.421919043255563,55.224831411920604
1,2005-2015,col_lfp,Mexico-born,fixed-2013-PUMS,673357.0,reduced-form,332,-0.665404590042957,0.4672528666418076,-1.5812033803339967,0.2503942002480827,55.224831411920604
1,2005-2015,col_lfp,Mexico-born,fixed-2013-PUMS,673357.0,IV,332,0.3445405769504541,0.232252693197819,-0.11066633702970191,0.7997474909306101,55.224831411920604
1,2005-2015,col_lfp,Mexico-born,fixed-2013-PUMS,673357.0,Z-ON-BASELINE-LEVEL (exogeneity test),332,-1.2434207407293472,0.48472844604516346,-2.1934710372599344,-0.29337044419876,55.224831411920604
1-levelctl,2005-2015,col_lfp,Mexico-born,fixed-2013-PUMS,673357.0,OLS+ctl,332,0.1980457004196956,0.08902516627237872,0.023559580808143382,0.37253182003124785,
1-levelctl,2005-2015,col_lfp,Mexico-born,fixed-2013-PUMS,673357.0,first-stage,332,-1.938210556354357,0.25910396462134805,-2.4460449952637395,-1.4303761174449745,55.95691880397954
1-levelctl,2005-2015,col_lfp,Mexico-born,fixed-2013-PUMS,673357.0,reduced-form+ctl,332,-1.05957967042692,0.3919437852950206,-1.8277753735694602,-0.29138396728438,55.95691880397954
1-levelctl,2005-2015,col_lfp,Mexico-born,fixed-2013-PUMS,673357.0,IV+ctl,332,0.5466793413920742,0.19847648494212583,0.15767257912740124,0.9356861036567472,55.95691880397954
1-pubshare,2005-2015,ssi_rate,Mexico-born,published-ACS,673357.0,OLS,29,-0.03715063218977904,0.08691731352653051,-0.2075054363347549,0.13320417195519682,
1-pubshare,2005-2015,ssi_rate,Mexico-born,published-ACS,673357.0,first-stage,29,-1.490036125799814,0.44624171583378525,-2.3646538172333904,-0.6154184343662378,11.149445328773202
1-pubshare,2005-2015,ssi_rate,Mexico-born,published-ACS,673357.0,reduced-form,29,0.04901090149136261,0.2857245200169328,-0.5109988672418195,0.6090206702245446,11.149445328773202
1-pubshare,2005-2015,ssi_rate,Mexico-born,published-ACS,673357.0,IV,29,-0.03289242498402789,0.18682687970542786,-0.3990663805506636,0.33328153058260784,11.149445328773202
1-pubshare,2005-2015,ssi_rate,Mexico-born,published-ACS,673357.0,Z-ON-BASELINE-LEVEL (exogeneity test),29,-0.24216818715502786,0.7309005271689938,-1.6747068966875949,1.1903705223775392,11.149445328773202
1-pubshare,2005-2015,nc_epop,Mexico-born,published-ACS,673357.0,OLS,29,0.4885743173307424,0.44009894162155755,-0.37400375788170614,1.351152392543191,
1-pubshare,2005-2015,nc_epop,Mexico-born,published-ACS,673357.0,first-stage,29,-1.490036125799814,0.44624171583378525,-2.3646538172333904,-0.6154184343662378,11.149445328773202
1-pubshare,2005-2015,nc_epop,Mexico-born,published-ACS,673357.0,reduced-form,29,-0.12105883718594596,1.2561395141302278,-2.583047044438835,2.340929370066943,11.149445328773202
1-pubshare,2005-2015,nc_epop,Mexico-born,published-ACS,673357.0,IV,29,0.08124557189575854,0.8166044834614977,-1.5192698053027112,1.6817609490942282,11.149445328773202
1-pubshare,2005-2015,nc_epop,Mexico-born,published-ACS,673357.0,Z-ON-BASELINE-LEVEL (exogeneity test),29,-1.545352827695801,1.7369353087129507,-4.949683476249145,1.8589778208575427,11.149445328773202
1,2008-2013,ssi_rate,all foreign-born,fixed-2013-PUMS,3387131.0,OLS,340,0.01686297565044277,0.03742118256793246,-0.05648119444160295,0.09020714574248849,
1,2008-2013,ssi_rate,all foreign-born,fixed-2013-PUMS,3387131.0,first-stage,340,-0.07147237498148387,0.10041082513449265,-0.2682739759030387,0.12532922594007095,0.506658526160988
1,2008-2013,ssi_rate,all foreign-born,fixed-2013-PUMS,3387131.0,reduced-form,340,-0.12783145753292185,0.03868413265134217,-0.20365096430272245,-0.05201195076312125,0.506658526160988
1,2008-2013,ssi_rate,all foreign-born,fixed-2013-PUMS,3387131.0,IV,340,1.7885435815730943,2.522852912330307,-3.1561572648862946,6.733244428032483,0.506658526160988
1,2008-2013,ssi_rate,all foreign-born,fixed-2013-PUMS,3387131.0,Z-ON-BASELINE-LEVEL (exogeneity test),340,0.2883963184766809,0.06510907664067984,0.16078487319429027,0.41600776375907156,0.506658526160988
1,2008-2013,ssi_rate,all foreign-born,fixed-2013-PUMS,3387131.0,PLACEBO reduced-form on prior dy,340,-0.01920949144363296,0.03851863643419112,-0.09470463158823988,0.05628564870097397,0.506658526160988
1-levelctl,2008-2013,ssi_rate,all foreign-born,fixed-2013-PUMS,3387131.0,OLS+ctl,340,0.020596203350418542,0.03472609957806688,-0.04746570114614412,0.0886581078469812,
1-levelctl,2008-2013,ssi_rate,all foreign-born,fixed-2013-PUMS,3387131.0,first-stage,340,-0.05731457242802696,0.10224205026825844,-0.25770530865934727,0.14307616380329335,0.3142469086412798
1-levelctl,2008-2013,ssi_rate,all foreign-born,fixed-2013-PUMS,3387131.0,reduced-form+ctl,340,-0.16317756301512654,0.03793645813258196,-0.2375316546559988,-0.08882347137425427,0.3142469086412798
1-levelctl,2008-2013,ssi_rate,all foreign-born,fixed-2013-PUMS,3387131.0,IV+ctl,340,2.847051911973267,5.034334123344898,-7.02006165592376,12.714165479870294,0.3142469086412798
1-levelctl,2008-2013,ssi_rate,all foreign-born,fixed-2013-PUMS,3387131.0,PLACEBO reduced-form on prior dy,340,-0.01920949144363296,0.03851863643419112,-0.09470463158823988,0.05628564870097397,0.3142469086412798
1,2008-2013,pa_rate,all foreign-born,fixed-2013-PUMS,3387131.0,OLS,340,-0.013353703310333174,0.040387329753643474,-0.09251141505921731,0.06580400843855097,
1,2008-2013,pa_rate,all foreign-born,fixed-2013-PUMS,3387131.0,first-stage,340,-0.07147237498148387,0.10041082513449265,-0.2682739759030387,0.12532922594007095,0.506658526160988
1,2008-2013,pa_rate,all foreign-born,fixed-2013-PUMS,3387131.0,reduced-form,340,0.06236535611668352,0.046007049200510915,-0.027806803351280163,0.1525375155846472,0.506658526160988
1,2008-2013,pa_rate,all foreign-born,fixed-2013-PUMS,3387131.0,IV,340,-0.8725798762506258,1.4361376542132078,-3.687357955350351,1.9421982028490992,0.506658526160988
1,2008-2013,pa_rate,all foreign-born,fixed-2013-PUMS,3387131.0,Z-ON-BASELINE-LEVEL (exogeneity test),340,0.10882877486363554,0.12046074888349598,-0.1272699544987401,0.34492750422601115,0.506658526160988
1,2008-2013,pa_rate,all foreign-born,fixed-2013-PUMS,3387131.0,PLACEBO reduced-form on prior dy,340,-0.0910454611607247,0.04038041251472799,-0.17018961537046204,-0.011901306950987373,0.506658526160988
1-levelctl,2008-2013,pa_rate,all foreign-born,fixed-2013-PUMS,3387131.0,OLS+ctl,340,-0.016403913474233815,0.04082463199256584,-0.09641872186176452,0.0636108949132969,
1-levelctl,2008-2013,pa_rate,all foreign-born,fixed-2013-PUMS,3387131.0,first-stage,340,-0.0680875965446611,0.09889893125017385,-0.2619259399045047,0.1257507468151825,0.4739721363500039
1-levelctl,2008-2013,pa_rate,all foreign-born,fixed-2013-PUMS,3387131.0,reduced-form+ctl,340,0.07524995186035799,0.038658699327350575,-0.0005197065104119575,0.15101961023112792,0.4739721363500039
1-levelctl,2008-2013,pa_rate,all foreign-born,fixed-2013-PUMS,3387131.0,IV+ctl,340,-1.1051932463352045,1.6756638181703207,-4.389433980145907,2.179047487475498,0.4739721363500039
1-levelctl,2008-2013,pa_rate,all foreign-born,fixed-2013-PUMS,3387131.0,PLACEBO reduced-form on prior dy,340,-0.0910454611607247,0.04038041251472799,-0.17018961537046204,-0.011901306950987373,0.4739721363500039
1,2008-2013,snap_rate,all foreign-born,fixed-2013-PUMS,3387131.0,OLS,341,-0.1348152590214655,0.10432715347134569,-0.33929272243488595,0.06966220439195495,
1,2008-2013,snap_rate,all foreign-born,fixed-2013-PUMS,3387131.0,first-stage,341,-0.07054297336935882,0.10053586380001091,-0.2675896455720044,0.12650369883328672,0.4923404234193006
1,2008-2013,snap_rate,all foreign-born,fixed-2013-PUMS,3387131.0,reduced-form,341,0.29114800482290404,0.2531618541354235,-0.2050401115419086,0.7873361211877167,0.4923404234193006
1,2008-2013,snap_rate,all foreign-born,fixed-2013-PUMS,3387131.0,IV,341,-4.127243167061579,7.257485573792822,-18.35165351001452,10.09716717589136,0.4923404234193006
1,2008-2013,snap_rate,all foreign-born,fixed-2013-PUMS,3387131.0,Z-ON-BASELINE-LEVEL (exogeneity test),341,-0.3770751024897331,0.3774134045909698,-1.1167917827706777,0.36264157779121153,0.4923404234193006
1-levelctl,2008-2013,snap_rate,all foreign-born,fixed-2013-PUMS,3387131.0,OLS+ctl,341,-0.13593782600727303,0.10593638771226829,-0.3435693305755904,0.07169367856104436,
1-levelctl,2008-2013,snap_rate,all foreign-born,fixed-2013-PUMS,3387131.0,first-stage,341,-0.07942660089216566,0.1079343992612967,-0.29097413613727385,0.1321209343529425,0.5415171267465122
1-levelctl,2008-2013,snap_rate,all foreign-born,fixed-2013-PUMS,3387131.0,reduced-form+ctl,341,0.2929382743223118,0.2532844051826682,-0.20349003768136809,0.7893665863259917,0.5415171267465122
1-levelctl,2008-2013,snap_rate,all foreign-born,fixed-2013-PUMS,3387131.0,IV+ctl,341,-3.6881632983389636,6.307646641735939,-16.050923543346425,8.674596946668498,0.5415171267465122
1,2008-2013,nc_epop,all foreign-born,fixed-2013-PUMS,3387131.0,OLS,340,0.1738616004442036,0.11752215106492347,-0.05647758302872197,0.40420078391712916,
1,2008-2013,nc_epop,all foreign-born,fixed-2013-PUMS,3387131.0,first-stage,340,-0.07147237498148387,0.10041082513449265,-0.2682739759030387,0.12532922594007095,0.506658526160988
1,2008-2013,nc_epop,all foreign-born,fixed-2013-PUMS,3387131.0,reduced-form,340,0.42470976756027684,0.10574026319893177,0.21746265997458447,0.6319568751459692,0.506658526160988
1,2008-2013,nc_epop,all foreign-born,fixed-2013-PUMS,3387131.0,IV,340,-5.9422926364247814,7.93273770699987,-21.49017284094738,9.605587568097816,0.506658526160988
1,2008-2013,nc_epop,all foreign-born,fixed-2013-PUMS,3387131.0,Z-ON-BASELINE-LEVEL (exogeneity test),340,-0.5339507184193373,0.19839603452066262,-0.9227998007554012,-0.14510163608327326,0.506658526160988
1,2008-2013,nc_epop,all foreign-born,fixed-2013-PUMS,3387131.0,PLACEBO reduced-form on prior dy,340,0.45824913676840934,0.2138820745513608,0.03904797370903135,0.8774502998277873,0.506658526160988
1-levelctl,2008-2013,nc_epop,all foreign-born,fixed-2013-PUMS,3387131.0,OLS+ctl,340,0.2020086422774519,0.11673488006250225,-0.026787518384655318,0.43080480293955914,
1-levelctl,2008-2013,nc_epop,all foreign-born,fixed-2013-PUMS,3387131.0,first-stage,340,-0.049077661831108635,0.09627441891777258,-0.23777205554246456,0.13961673188024726,0.2598638781724023
1-levelctl,2008-2013,nc_epop,all foreign-born,fixed-2013-PUMS,3387131.0,reduced-form+ctl,340,0.39782555205493986,0.10842607855176518,0.18531434310856928,0.6103367610013104,0.2598638781724023
1-levelctl,2008-2013,nc_epop,all foreign-born,fixed-2013-PUMS,3387131.0,IV+ctl,340,-8.106041266263901,15.35978718464113,-38.21067095836039,21.998588425832587,0.2598638781724023
1-levelctl,2008-2013,nc_epop,all foreign-born,fixed-2013-PUMS,3387131.0,PLACEBO reduced-form on prior dy,340,0.45824913676840934,0.2138820745513608,0.03904797370903135,0.8774502998277873,0.2598638781724023
1,2008-2013,nc_lfp,all foreign-born,fixed-2013-PUMS,3387131.0,OLS,340,0.20980028025177022,0.11617364385841611,-0.017895877663508197,0.43749643816704864,
1,2008-2013,nc_lfp,all foreign-born,fixed-2013-PUMS,3387131.0,first-stage,340,-0.07147237498148387,0.10041082513449265,-0.2682739759030387,0.12532922594007095,0.506658526160988
1,2008-2013,nc_lfp,all foreign-born,fixed-2013-PUMS,3387131.0,reduced-form,340,0.6881030062834854,0.0824322854958146,0.5265386955483653,0.8496673170186055,0.506658526160988
1,2008-2013,nc_lfp,all foreign-born,fixed-2013-PUMS,3387131.0,IV,340,-9.627538002784206,13.44694368872419,-35.9830633348218,16.727987329253388,0.506658526160988
1,2008-2013,nc_lfp,all foreign-born,fixed-2013-PUMS,3387131.0,Z-ON-BASELINE-LEVEL (exogeneity test),340,-0.28412582239417006,0.19826187995883357,-0.6727119666206873,0.10446032183234727,0.506658526160988
1,2008-2013,nc_lfp,all foreign-born,fixed-2013-PUMS,3387131.0,PLACEBO reduced-form on prior dy,340,0.517031306490515,0.14404272776475754,0.2347127478366825,0.7993498651443475,0.506658526160988
1-levelctl,2008-2013,nc_lfp,all foreign-born,fixed-2013-PUMS,3387131.0,OLS+ctl,340,0.22778528474064788,0.11682273102563231,-0.0011830606452014336,0.45675363012649717,
1-levelctl,2008-2013,nc_lfp,all foreign-born,fixed-2013-PUMS,3387131.0,first-stage,340,-0.060968080542659536,0.09909359612540208,-0.2551879600470055,0.1332517989616864,0.3785418201716389
1-levelctl,2008-2013,nc_lfp,all foreign-born,fixed-2013-PUMS,3387131.0,reduced-form+ctl,340,0.6758987430028384,0.08330280293449738,0.512628249439986,0.8391692365656908,0.3785418201716389
1-levelctl,2008-2013,nc_lfp,all foreign-born,fixed-2013-PUMS,3387131.0,IV+ctl,340,-11.086108287922798,17.907705531759568,-46.184566175920246,24.01234960007465,0.3785418201716389
1-levelctl,2008-2013,nc_lfp,all foreign-born,fixed-2013-PUMS,3387131.0,PLACEBO reduced-form on prior dy,340,0.517031306490515,0.14404272776475754,0.2347127478366825,0.7993498651443475,0.3785418201716389
1,2008-2013,col_epop,all foreign-born,fixed-2013-PUMS,3387131.0,OLS,340,0.2292991129577247,0.09641932024042847,0.04032071787265104,0.4182775080427984,
1,2008-2013,col_epop,all foreign-born,fixed-2013-PUMS,3387131.0,first-stage,340,-0.07147237498148387,0.10041082513449265,-0.2682739759030387,0.12532922594007095,0.506658526160988
1,2008-2013,col_epop,all foreign-born,fixed-2013-PUMS,3387131.0,reduced-form,340,-0.06551140705183056,0.10599559040986434,-0.2732589467752238,0.14223613267156268,0.506658526160988
1,2008-2013,col_epop,all foreign-born,fixed-2013-PUMS,3387131.0,IV,340,0.9165975954877865,1.3153751546732517,-1.66149033383059,3.494685524806163,0.506658526160988
1,2008-2013,col_epop,all foreign-born,fixed-2013-PUMS,3387131.0,Z-ON-BASELINE-LEVEL (exogeneity test),340,-0.470727562852181,0.1273857883117347,-0.7203991200854244,-0.2210560056189376,0.506658526160988
1,2008-2013,col_epop,all foreign-born,fixed-2013-PUMS,3387131.0,PLACEBO reduced-form on prior dy,340,0.26481880824129467,0.08505725842545397,0.0981096451036888,0.43152797137890053,0.506658526160988
1-levelctl,2008-2013,col_epop,all foreign-born,fixed-2013-PUMS,3387131.0,OLS+ctl,340,0.27891040836362035,0.09932977682517802,0.08422762319387012,0.4735931935333706,
1-levelctl,2008-2013,col_epop,all foreign-born,fixed-2013-PUMS,3387131.0,first-stage,340,-0.03823244477098668,0.10132251256716694,-0.23682092022574092,0.16035603068376753,0.14238106534125075
1-levelctl,2008-2013,col_epop,all foreign-born,fixed-2013-PUMS,3387131.0,reduced-form+ctl,340,-0.1575535629649728,0.11616792868519592,-0.38523851934657427,0.07013139341662863,0.14238106534125075
1-levelctl,2008-2013,col_epop,all foreign-born,fixed-2013-PUMS,3387131.0,IV+ctl,340,4.120938744830255,9.596628182893339,-14.68810686666275,22.92998435632326,0.14238106534125075
1-levelctl,2008-2013,col_epop,all foreign-born,fixed-2013-PUMS,3387131.0,PLACEBO reduced-form on prior dy,340,0.26481880824129467,0.08505725842545397,0.0981096451036888,0.43152797137890053,0.14238106534125075
1,2008-2013,col_lfp,all foreign-born,fixed-2013-PUMS,3387131.0,OLS,340,0.23241567852355885,0.09715829989776499,0.04198890992479784,0.4228424471223199,
1,2008-2013,col_lfp,all foreign-born,fixed-2013-PUMS,3387131.0,first-stage,340,-0.07147237498148387,0.10041082513449265,-0.2682739759030387,0.12532922594007095,0.506658526160988
1,2008-2013,col_lfp,all foreign-born,fixed-2013-PUMS,3387131.0,reduced-form,340,0.158860585974983,0.09369168440197012,-0.02477174110377159,0.34249291305373764,0.506658526160988
