design,window,outcome,treat,geo,natl_shift,estimator,n,coef,se,lo,hi,first_stage_F
aux-levelctl,2013-2018,pa_rate,all foreign-born,fixed-2013-PUMS,3380655.0,reduced-form+ctl,343,0.16409386761599948,0.040733919255105354,0.08425685292683036,0.2439308823051686,2.353902397927636
aux-levelctl,2013-2018,pa_rate,all foreign-born,fixed-2013-PUMS,3380655.0,IV+ctl,343,-0.678039833531705,0.4961654783832965,-1.650506301535053,0.29442663447164286,2.353902397927636
aux-levelctl,2013-2018,pa_rate,all foreign-born,fixed-2013-PUMS,3380655.0,PLACEBO reduced-form on prior dy,343,0.06332152229661035,0.04852333316816532,-0.031782463122831506,0.1584255077160522,2.353902397927636
aux,2013-2018,snap_rate,all foreign-born,fixed-2013-PUMS,3380655.0,OLS,343,0.047958335971166874,0.1095093070024075,-0.16667596172549176,0.26259263366782554,
aux,2013-2018,snap_rate,all foreign-born,fixed-2013-PUMS,3380655.0,first-stage,343,-0.25158458248959953,0.15490116525905417,-0.5551852875606327,0.05201612258143368,2.637902120881826
aux,2013-2018,snap_rate,all foreign-born,fixed-2013-PUMS,3380655.0,reduced-form,343,0.6553782484242517,0.11443517768943075,0.4310894215885259,0.8796670752599776,2.637902120881826
aux,2013-2018,snap_rate,all foreign-born,fixed-2013-PUMS,3380655.0,IV,343,-2.6050016337998194,1.8301156436049928,-6.1919623828089465,0.9819591152093077,2.637902120881826
aux,2013-2018,snap_rate,all foreign-born,fixed-2013-PUMS,3380655.0,Z-ON-BASELINE-LEVEL (exogeneity test),343,-0.06921700369638817,0.5228243911514838,-1.0939339805923782,0.9554999731996019,2.637902120881826
aux,2013-2018,snap_rate,all foreign-born,fixed-2013-PUMS,3380655.0,PLACEBO reduced-form on prior dy,343,0.31073890328355436,0.26843836783713854,-0.21539062974595236,0.8368684363130611,2.637902120881826
aux-levelctl,2013-2018,snap_rate,all foreign-born,fixed-2013-PUMS,3380655.0,OLS+ctl,343,-0.053655731971298845,0.1172511642288484,-0.28346379100523283,0.17615232706263512,
aux-levelctl,2013-2018,snap_rate,all foreign-born,fixed-2013-PUMS,3380655.0,first-stage,343,-0.25658297652969986,0.17370989953360355,-0.597048123373634,0.08388217031423423,2.181757811781726
aux-levelctl,2013-2018,snap_rate,all foreign-born,fixed-2013-PUMS,3380655.0,reduced-form+ctl,343,0.6439046394552707,0.1408445917437215,0.3678543122203291,0.9199549666902123,2.181757811781726
aux-levelctl,2013-2018,snap_rate,all foreign-born,fixed-2013-PUMS,3380655.0,IV+ctl,343,-2.509537648070438,2.0809899693591203,-6.588203040203425,1.5691277440625484,2.181757811781726
aux-levelctl,2013-2018,snap_rate,all foreign-born,fixed-2013-PUMS,3380655.0,PLACEBO reduced-form on prior dy,343,0.31073890328355436,0.26843836783713854,-0.21539062974595236,0.8368684363130611,2.181757811781726
aux,2013-2018,nc_epop,all foreign-born,fixed-2013-PUMS,3380655.0,OLS,342,-0.002291453276957109,0.09890770639877497,-0.19614699561201787,0.19156408905810368,
aux,2013-2018,nc_epop,all foreign-born,fixed-2013-PUMS,3380655.0,first-stage,342,-0.252726467751289,0.1550469436309043,-0.5566128931808734,0.05115995767829534,2.6568989409873107
aux,2013-2018,nc_epop,all foreign-born,fixed-2013-PUMS,3380655.0,reduced-form,342,0.4644399167677288,0.14370044301246818,0.18279222390084066,0.746087609634617,2.6568989409873107
aux,2013-2018,nc_epop,all foreign-born,fixed-2013-PUMS,3380655.0,IV,342,-1.8377177542986516,1.394657404294196,-4.571196037487393,0.8957605288900896,2.6568989409873107
aux,2013-2018,nc_epop,all foreign-born,fixed-2013-PUMS,3380655.0,Z-ON-BASELINE-LEVEL (exogeneity test),342,-0.14971984769033853,0.22366082189347017,-0.5880870033541676,0.28864730797349064,2.6568989409873107
aux,2013-2018,nc_epop,all foreign-born,fixed-2013-PUMS,3380655.0,PLACEBO reduced-form on prior dy,342,0.4544184939934458,0.11245590235984823,0.2340089755191904,0.6748280124677012,2.6568989409873107
aux-levelctl,2013-2018,nc_epop,all foreign-born,fixed-2013-PUMS,3380655.0,OLS+ctl,342,0.1668302265567171,0.093401445069595,-0.0162332418836853,0.3498936949971195,
aux-levelctl,2013-2018,nc_epop,all foreign-born,fixed-2013-PUMS,3380655.0,first-stage,342,-0.23678492208581292,0.14554878439974323,-0.5220552975028949,0.04848545333126908,2.646615934137502
aux-levelctl,2013-2018,nc_epop,all foreign-born,fixed-2013-PUMS,3380655.0,reduced-form+ctl,342,0.4427589654837233,0.1461076156252815,0.1563933009911499,0.7291246299762967,2.646615934137502
aux-levelctl,2013-2018,nc_epop,all foreign-born,fixed-2013-PUMS,3380655.0,IV+ctl,342,-1.8698782067011805,1.4923409541008912,-4.794812729393069,1.0550563159907083,2.646615934137502
aux-levelctl,2013-2018,nc_epop,all foreign-born,fixed-2013-PUMS,3380655.0,PLACEBO reduced-form on prior dy,342,0.4544184939934458,0.11245590235984823,0.2340089755191904,0.6748280124677012,2.646615934137502
aux,2013-2018,nc_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,OLS,342,-0.018749520153859497,0.07695327084751909,-0.169575159507553,0.132076119199834,
aux,2013-2018,nc_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,first-stage,342,-0.252726467751289,0.1550469436309043,-0.5566128931808734,0.05115995767829534,2.6568989409873107
aux,2013-2018,nc_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,reduced-form,342,0.08499197466168365,0.11254792236800935,-0.13559789971442462,0.30558184903779195,2.6568989409873107
aux,2013-2018,nc_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,IV,342,-0.33630025148503684,0.490894834903376,-1.2984364480923896,0.625835945122316,2.6568989409873107
aux,2013-2018,nc_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,Z-ON-BASELINE-LEVEL (exogeneity test),342,0.42132727910910717,0.22111132459120333,-0.012042953663596978,0.8546975118818113,2.6568989409873107
aux,2013-2018,nc_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,PLACEBO reduced-form on prior dy,342,0.7388848853801069,0.08638535456128915,0.5695727016482572,0.9081970691119565,2.6568989409873107
aux-levelctl,2013-2018,nc_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,OLS+ctl,342,0.08375900157320589,0.07502433813620142,-0.06328599913770379,0.23080400228411557,
aux-levelctl,2013-2018,nc_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,first-stage,342,-0.3058336474545713,0.14210774053023342,-0.5843597008181918,-0.027307594090950904,4.631642814213544
aux-levelctl,2013-2018,nc_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,reduced-form+ctl,342,0.130236201636499,0.11642889326002644,-0.09796023591301106,0.35843263918600904,4.631642814213544
aux-levelctl,2013-2018,nc_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,IV+ctl,342,-0.42584000393827715,0.44148774504277466,-1.2911400838379172,0.43946007596136294,4.631642814213544
aux-levelctl,2013-2018,nc_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,PLACEBO reduced-form on prior dy,342,0.7388848853801069,0.08638535456128915,0.5695727016482572,0.9081970691119565,4.631642814213544
aux,2013-2018,col_epop,all foreign-born,fixed-2013-PUMS,3380655.0,OLS,342,-0.05376998775170671,0.08230717864917574,-0.21508909357319525,0.10754911806978182,
aux,2013-2018,col_epop,all foreign-born,fixed-2013-PUMS,3380655.0,first-stage,342,-0.252726467751289,0.1550469436309043,-0.5566128931808734,0.05115995767829534,2.6568989409873107
aux,2013-2018,col_epop,all foreign-born,fixed-2013-PUMS,3380655.0,reduced-form,342,0.22243131383375642,0.12326972875461055,-0.019172914909301758,0.46403554257681456,2.6568989409873107
aux,2013-2018,col_epop,all foreign-born,fixed-2013-PUMS,3380655.0,IV,342,-0.88012670700029,0.4491541295760948,-1.7604526244768726,0.00019921047629245514,2.6568989409873107
aux,2013-2018,col_epop,all foreign-born,fixed-2013-PUMS,3380655.0,Z-ON-BASELINE-LEVEL (exogeneity test),342,-0.5314427596569953,0.19728906219541742,-0.9181222161036962,-0.1447633032102944,2.6568989409873107
aux,2013-2018,col_epop,all foreign-born,fixed-2013-PUMS,3380655.0,PLACEBO reduced-form on prior dy,342,-0.03784240947841022,0.10919660017783843,-0.2518638130611936,0.17617899410437315,2.6568989409873107
aux-levelctl,2013-2018,col_epop,all foreign-born,fixed-2013-PUMS,3380655.0,OLS+ctl,342,0.0700703924377723,0.08462308701208003,-0.09578781036650377,0.23592859524204837,
aux-levelctl,2013-2018,col_epop,all foreign-born,fixed-2013-PUMS,3380655.0,first-stage,342,-0.19586334199182248,0.15645204342869756,-0.5025037124197662,0.1107770284361212,1.5672700749487993
aux-levelctl,2013-2018,col_epop,all foreign-born,fixed-2013-PUMS,3380655.0,reduced-form+ctl,342,0.10907326711110304,0.14049929472619974,-0.1663002904055268,0.3844468246277329,1.5672700749487993
aux-levelctl,2013-2018,col_epop,all foreign-born,fixed-2013-PUMS,3380655.0,IV+ctl,342,-0.5568845400173146,0.5688149351266247,-1.6717413267339862,0.5579722466993571,1.5672700749487993
aux-levelctl,2013-2018,col_epop,all foreign-born,fixed-2013-PUMS,3380655.0,PLACEBO reduced-form on prior dy,342,-0.03784240947841022,0.10919660017783843,-0.2518638130611936,0.17617899410437315,1.5672700749487993
aux,2013-2018,col_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,OLS,342,-0.02067765008597984,0.08079152617923231,-0.1790261316533001,0.1376708314813404,
aux,2013-2018,col_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,first-stage,342,-0.252726467751289,0.1550469436309043,-0.5566128931808734,0.05115995767829534,2.6568989409873107
aux,2013-2018,col_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,reduced-form,342,-0.037798610676293615,0.11010820350267816,-0.25360672394394984,0.1780095025913626,2.6568989409873107
aux,2013-2018,col_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,IV,342,0.1495633243823562,0.49510761019585947,-0.8208297600732244,1.1199564088379368,2.6568989409873107
aux,2013-2018,col_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,Z-ON-BASELINE-LEVEL (exogeneity test),342,0.0429447066797799,0.19524813810725802,-0.3397346120589483,0.4256240254185081,2.6568989409873107
aux,2013-2018,col_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,PLACEBO reduced-form on prior dy,342,0.1971014441424714,0.09734905220399079,0.0063008078935399,0.38790208039140295,2.6568989409873107
aux-levelctl,2013-2018,col_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,OLS+ctl,342,0.06930473274896085,0.08525580639486526,-0.09779357725789467,0.23640304275581636,
aux-levelctl,2013-2018,col_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,first-stage,342,-0.2578080791013951,0.16133258794434965,-0.5740141410049613,0.05839798280217118,2.553576336711403
aux-levelctl,2013-2018,col_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,reduced-form+ctl,342,-0.02943727118452419,0.12636306910396744,-0.2771043356042464,0.21822979323519803,2.553576336711403
aux-levelctl,2013-2018,col_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,IV+ctl,342,0.11418288863163362,0.5362465667785581,-0.9368410690875932,1.1652068463508605,2.553576336711403
aux-levelctl,2013-2018,col_lfp,all foreign-born,fixed-2013-PUMS,3380655.0,PLACEBO reduced-form on prior dy,342,0.1971014441424714,0.09734905220399079,0.0063008078935399,0.38790208039140295,2.553576336711403
aux-pubshare,2013-2018,ssi_rate,all foreign-born,published-ACS,3380655.0,OLS,352,0.007875559146610419,0.044036197305367494,-0.07843380158800964,0.09418491988123048,
aux-pubshare,2013-2018,ssi_rate,all foreign-born,published-ACS,3380655.0,first-stage,352,-0.09286281582253851,0.12920021455163688,-0.34609058313859464,0.1603649514935176,0.5166033606369488
aux-pubshare,2013-2018,ssi_rate,all foreign-born,published-ACS,3380655.0,reduced-form,352,-0.051382385260716826,0.03432278713614338,-0.11865381189659252,0.01588904137515887,0.5166033606369488
aux-pubshare,2013-2018,ssi_rate,all foreign-born,published-ACS,3380655.0,IV,352,0.5533149604133101,0.8041357075113846,-1.022762064991639,2.129391985818259,0.5166033606369488
aux-pubshare,2013-2018,ssi_rate,all foreign-born,published-ACS,3380655.0,Z-ON-BASELINE-LEVEL (exogeneity test),352,0.2680682438204183,0.07780110024721025,0.11558088937829589,0.42055559826254063,0.5166033606369488
aux-pubshare,2013-2018,nc_epop,all foreign-born,published-ACS,3380655.0,OLS,352,-0.03126413404269601,0.16379602097908688,-0.3522984359726734,0.2897701678872814,
aux-pubshare,2013-2018,nc_epop,all foreign-born,published-ACS,3380655.0,first-stage,352,-0.09286281582253851,0.12920021455163688,-0.34609058313859464,0.1603649514935176,0.5166033606369488
aux-pubshare,2013-2018,nc_epop,all foreign-born,published-ACS,3380655.0,reduced-form,352,0.39530853102468844,0.0962641691993063,0.2066342263923781,0.5839828356569987,0.5166033606369488
aux-pubshare,2013-2018,nc_epop,all foreign-born,published-ACS,3380655.0,IV,352,-4.25690872631003,6.453100517166142,-16.904753328572465,8.390935875952405,0.5166033606369488
aux-pubshare,2013-2018,nc_epop,all foreign-born,published-ACS,3380655.0,Z-ON-BASELINE-LEVEL (exogeneity test),352,-0.08029716932478692,0.15116229411350282,-0.37656982160770347,0.21597548295812963,0.5166033606369488
aux,2013-2018,ssi_rate,Mexico-born,fixed-2013-PUMS,-413084.0,OLS,343,0.10659974248286207,0.05511178539379116,-0.001417372012669213,0.21461685697839333,
aux,2013-2018,ssi_rate,Mexico-born,fixed-2013-PUMS,-413084.0,first-stage,343,2.232430096784954,0.35844369167907114,1.5298933706083953,2.9349668229615133,38.789470803018794
aux,2013-2018,ssi_rate,Mexico-born,fixed-2013-PUMS,-413084.0,reduced-form,343,0.5652156779411318,0.2232581375125846,0.1276377691609752,1.0027935867212885,38.789470803018794
aux,2013-2018,ssi_rate,Mexico-born,fixed-2013-PUMS,-413084.0,IV,343,0.25318404314434323,0.10168278497225999,0.053889446750983006,0.45247863953770345,38.789470803018794
aux,2013-2018,ssi_rate,Mexico-born,fixed-2013-PUMS,-413084.0,Z-ON-BASELINE-LEVEL (exogeneity test),343,-1.2894337506691604,0.631506976439083,-2.527164680475548,-0.051702820862773224,38.789470803018794
aux,2013-2018,ssi_rate,Mexico-born,fixed-2013-PUMS,-413084.0,PLACEBO reduced-form on prior dy,343,0.22594425103180668,0.2857701910442751,-0.33415503127010315,0.7860435333337166,38.789470803018794
aux-levelctl,2013-2018,ssi_rate,Mexico-born,fixed-2013-PUMS,-413084.0,OLS+ctl,343,0.10269560919208892,0.055378318580175404,-0.005843900749440176,0.21123511913361803,
aux-levelctl,2013-2018,ssi_rate,Mexico-born,fixed-2013-PUMS,-413084.0,first-stage,343,2.2955519641509823,0.36283365609800805,1.5844110658198947,3.00669286248207,40.02756086684684
aux-levelctl,2013-2018,ssi_rate,Mexico-born,fixed-2013-PUMS,-413084.0,reduced-form+ctl,343,0.35233537234617446,0.21867036594198164,-0.0762506693863036,0.7809214140786525,40.02756086684684
aux-levelctl,2013-2018,ssi_rate,Mexico-born,fixed-2013-PUMS,-413084.0,IV+ctl,343,0.15348612353303354,0.09154832581732052,-0.025945297913853083,0.33291754497992015,40.02756086684684
aux-levelctl,2013-2018,ssi_rate,Mexico-born,fixed-2013-PUMS,-413084.0,PLACEBO reduced-form on prior dy,343,0.22594425103180668,0.2857701910442751,-0.33415503127010315,0.7860435333337166,40.02756086684684
aux,2013-2018,pa_rate,Mexico-born,fixed-2013-PUMS,-413084.0,OLS,343,0.026418205589009144,0.06830399065928928,-0.1074551561035581,0.1602915672815764,
aux,2013-2018,pa_rate,Mexico-born,fixed-2013-PUMS,-413084.0,first-stage,343,2.232430096784954,0.35844369167907114,1.5298933706083953,2.9349668229615133,38.789470803018794
aux,2013-2018,pa_rate,Mexico-born,fixed-2013-PUMS,-413084.0,reduced-form,343,0.345691824584454,0.3363285832606718,-0.3135000855778436,1.0048837347467516,38.789470803018794
aux,2013-2018,pa_rate,Mexico-born,fixed-2013-PUMS,-413084.0,IV,343,0.15485001079420324,0.1548830111867659,-0.14871511294897222,0.4584151345373787,38.789470803018794
aux,2013-2018,pa_rate,Mexico-born,fixed-2013-PUMS,-413084.0,Z-ON-BASELINE-LEVEL (exogeneity test),343,-1.2646585946203643,0.7133823777698991,-2.6628623622549137,0.13354517301418523,38.789470803018794
aux,2013-2018,pa_rate,Mexico-born,fixed-2013-PUMS,-413084.0,PLACEBO reduced-form on prior dy,343,0.10930230781359462,0.4540210933217151,-0.7805626833184658,0.999167298945655,38.789470803018794
aux-levelctl,2013-2018,pa_rate,Mexico-born,fixed-2013-PUMS,-413084.0,OLS+ctl,343,0.061894372615212676,0.05138957161451,-0.03882733693016881,0.16261608216059414,
aux-levelctl,2013-2018,pa_rate,Mexico-born,fixed-2013-PUMS,-413084.0,first-stage,343,2.381713253785824,0.34835257100958433,1.698954760685107,3.064471746886541,46.745618082390536
aux-levelctl,2013-2018,pa_rate,Mexico-born,fixed-2013-PUMS,-413084.0,reduced-form+ctl,343,-0.11700108027820588,0.27191026707828186,-0.6499354107783055,0.41593325022189376,46.745618082390536
aux-levelctl,2013-2018,pa_rate,Mexico-born,fixed-2013-PUMS,-413084.0,IV+ctl,343,-0.04912475508637737,0.11545149442029677,-0.27540552611148605,0.17715601593873131,46.745618082390536
aux-levelctl,2013-2018,pa_rate,Mexico-born,fixed-2013-PUMS,-413084.0,PLACEBO reduced-form on prior dy,343,0.10930230781359462,0.4540210933217151,-0.7805626833184658,0.999167298945655,46.745618082390536
aux,2013-2018,snap_rate,Mexico-born,fixed-2013-PUMS,-413084.0,OLS,343,0.014832989352092228,0.1842651608292843,-0.34632008947878573,0.37598606818297015,
aux,2013-2018,snap_rate,Mexico-born,fixed-2013-PUMS,-413084.0,first-stage,343,2.232430096784954,0.35844369167907114,1.5298933706083953,2.9349668229615133,38.789470803018794
aux,2013-2018,snap_rate,Mexico-born,fixed-2013-PUMS,-413084.0,reduced-form,343,-0.3487717642679754,0.8630694906342308,-2.0403568820663973,1.3428133535304463,38.789470803018794
aux,2013-2018,snap_rate,Mexico-born,fixed-2013-PUMS,-413084.0,IV,343,-0.15622964623629798,0.3883274832414092,-0.9173375275965414,0.6048782351239455,38.789470803018794
aux,2013-2018,snap_rate,Mexico-born,fixed-2013-PUMS,-413084.0,Z-ON-BASELINE-LEVEL (exogeneity test),343,-2.7916573133746523,2.649199530258303,-7.983992980541355,2.400678353792051,38.789470803018794
aux,2013-2018,snap_rate,Mexico-born,fixed-2013-PUMS,-413084.0,PLACEBO reduced-form on prior dy,343,-0.4627969826389019,0.8294727001674995,-2.0885336011263917,1.1629396358485882,38.789470803018794
aux-levelctl,2013-2018,snap_rate,Mexico-born,fixed-2013-PUMS,-413084.0,OLS+ctl,343,0.006956650498766356,0.17373856861931514,-0.3335646867206321,0.34747798771816485,
aux-levelctl,2013-2018,snap_rate,Mexico-born,fixed-2013-PUMS,-413084.0,first-stage,343,2.2709132894120136,0.3752909694020681,1.535356505660837,3.0064700731631904,36.61549210425328
aux-levelctl,2013-2018,snap_rate,Mexico-born,fixed-2013-PUMS,-413084.0,reduced-form+ctl,343,-0.8353516008043915,0.7157173002011965,-2.2381317323109786,0.5674285307021956,36.61549210425328
aux-levelctl,2013-2018,snap_rate,Mexico-born,fixed-2013-PUMS,-413084.0,IV+ctl,343,-0.36784830345533814,0.3223097505775722,-0.9995638064534675,0.26386719954279125,36.61549210425328
aux-levelctl,2013-2018,snap_rate,Mexico-born,fixed-2013-PUMS,-413084.0,PLACEBO reduced-form on prior dy,343,-0.4627969826389019,0.8294727001674995,-2.0885336011263917,1.1629396358485882,36.61549210425328
aux,2013-2018,nc_epop,Mexico-born,fixed-2013-PUMS,-413084.0,OLS,342,0.003162781945831708,0.16532080491069617,-0.3208600415743053,0.3271856054659687,
aux,2013-2018,nc_epop,Mexico-born,fixed-2013-PUMS,-413084.0,first-stage,342,2.2329150640105997,0.3584636087100617,1.5303393011706203,2.935490826850579,38.8020134674348
aux,2013-2018,nc_epop,Mexico-born,fixed-2013-PUMS,-413084.0,reduced-form,342,-1.182636531259599,0.8098325855278433,-2.769879232401125,0.404606169881927,38.8020134674348
aux,2013-2018,nc_epop,Mexico-born,fixed-2013-PUMS,-413084.0,IV,342,-0.5296379384603336,0.3998527191298538,-1.313334867075257,0.25405899015458977,38.8020134674348
aux,2013-2018,nc_epop,Mexico-born,fixed-2013-PUMS,-413084.0,Z-ON-BASELINE-LEVEL (exogeneity test),342,4.505138416371928,1.4370967764143614,1.688480492301169,7.3217963404426865,38.8020134674348
aux,2013-2018,nc_epop,Mexico-born,fixed-2013-PUMS,-413084.0,PLACEBO reduced-form on prior dy,342,-1.16408427728165,0.751091562742386,-2.636196689348633,0.30802813478533286,38.8020134674348
aux-levelctl,2013-2018,nc_epop,Mexico-born,fixed-2013-PUMS,-413084.0,OLS+ctl,342,0.029554074009042475,0.15206036265493947,-0.2684787602707383,0.32758690828882325,
aux-levelctl,2013-2018,nc_epop,Mexico-born,fixed-2013-PUMS,-413084.0,first-stage,342,2.303755314735436,0.3603320030729858,1.597517566235208,3.0099930632356644,40.87587180362985
aux-levelctl,2013-2018,nc_epop,Mexico-born,fixed-2013-PUMS,-413084.0,reduced-form+ctl,342,-0.5389601625718268,0.7367869969472868,-1.9830361408659316,0.9051158157222781,40.87587180362985
aux-levelctl,2013-2018,nc_epop,Mexico-born,fixed-2013-PUMS,-413084.0,IV+ctl,342,-0.23394852705253566,0.32979578992750014,-0.8803363975633735,0.41243934345830213,40.87587180362985
aux-levelctl,2013-2018,nc_epop,Mexico-born,fixed-2013-PUMS,-413084.0,PLACEBO reduced-form on prior dy,342,-1.16408427728165,0.751091562742386,-2.636196689348633,0.30802813478533286,40.87587180362985
aux,2013-2018,nc_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,OLS,342,0.000278884648679395,0.11564407966991049,-0.22637934652962582,0.22693711582698461,
aux,2013-2018,nc_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,first-stage,342,2.2329150640105997,0.3584636087100617,1.5303393011706203,2.935490826850579,38.8020134674348
aux,2013-2018,nc_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,reduced-form,342,-1.409818766004519,0.5792669695650567,-2.5451611637856897,-0.2744763682233482,38.8020134674348
aux,2013-2018,nc_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,IV,342,-0.631380381962359,0.2914270027323512,-1.2025668114402235,-0.06019395248449466,38.8020134674348
aux,2013-2018,nc_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,Z-ON-BASELINE-LEVEL (exogeneity test),342,3.888994527376063,1.1797689151355892,1.576689943630417,6.20129911112171,38.8020134674348
aux,2013-2018,nc_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,PLACEBO reduced-form on prior dy,342,-1.092776939133714,0.7656097752515307,-2.5933445248385194,0.40779064657109143,38.8020134674348
aux-levelctl,2013-2018,nc_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,OLS+ctl,342,0.014524762974699401,0.1129595158713833,-0.20687181984429248,0.23592134579369128,
aux-levelctl,2013-2018,nc_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,first-stage,342,2.3007490422337846,0.3586878282729387,1.597733817125937,3.0037642673416323,41.14387773042547
aux-levelctl,2013-2018,nc_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,reduced-form+ctl,342,-1.0493508769559357,0.5571921132709897,-2.141427351436838,0.04272559752496652,41.14387773042547
aux-levelctl,2013-2018,nc_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,IV+ctl,342,-0.4560909763270463,0.25675098219736814,-0.9593136544291725,0.04713170177507986,41.14387773042547
aux-levelctl,2013-2018,nc_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,PLACEBO reduced-form on prior dy,342,-1.092776939133714,0.7656097752515307,-2.5933445248385194,0.40779064657109143,41.14387773042547
aux,2013-2018,col_epop,Mexico-born,fixed-2013-PUMS,-413084.0,OLS,342,0.2387921852242898,0.1740037683410904,-0.10224893389849826,0.5798333043470778,
aux,2013-2018,col_epop,Mexico-born,fixed-2013-PUMS,-413084.0,first-stage,342,2.2329150640105997,0.3584636087100617,1.5303393011706203,2.935490826850579,38.8020134674348
aux,2013-2018,col_epop,Mexico-born,fixed-2013-PUMS,-413084.0,reduced-form,342,-0.2717938844214831,0.6436177825631734,-1.5332615580548346,0.9896737892118683,38.8020134674348
aux,2013-2018,col_epop,Mexico-born,fixed-2013-PUMS,-413084.0,IV,342,-0.12172155081138936,0.29603560368895476,-0.7019406721833135,0.45849757056053475,38.8020134674348
aux,2013-2018,col_epop,Mexico-born,fixed-2013-PUMS,-413084.0,Z-ON-BASELINE-LEVEL (exogeneity test),342,3.8104863121914274,1.0546348676393016,1.7434399547782293,5.8775326696046255,38.8020134674348
aux,2013-2018,col_epop,Mexico-born,fixed-2013-PUMS,-413084.0,PLACEBO reduced-form on prior dy,342,1.8296103363574951,0.7121245933645916,0.43387178085766465,3.2253488918573257,38.8020134674348
aux-levelctl,2013-2018,col_epop,Mexico-born,fixed-2013-PUMS,-413084.0,OLS+ctl,342,0.2768630304794349,0.15362793164099964,-0.02424218255630578,0.5779682435151756,
aux-levelctl,2013-2018,col_epop,Mexico-born,fixed-2013-PUMS,-413084.0,first-stage,342,2.331596246432866,0.36102690171120533,1.6239965216288215,3.0391959712369103,41.708787646905506
aux-levelctl,2013-2018,col_epop,Mexico-born,fixed-2013-PUMS,-413084.0,reduced-form+ctl,342,0.6046184123876255,0.6276102339508858,-0.6254750424848681,1.834711867260119,41.708787646905506
aux-levelctl,2013-2018,col_epop,Mexico-born,fixed-2013-PUMS,-413084.0,IV+ctl,342,0.2593152280600215,0.2571552175860258,-0.24469973684515012,0.7633301929651931,41.708787646905506
aux-levelctl,2013-2018,col_epop,Mexico-born,fixed-2013-PUMS,-413084.0,PLACEBO reduced-form on prior dy,342,1.8296103363574951,0.7121245933645916,0.43387178085766465,3.2253488918573257,41.708787646905506
aux,2013-2018,col_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,OLS,342,0.1663093148273943,0.14024642302615983,-0.10856862326444788,0.4411872529192365,
aux,2013-2018,col_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,first-stage,342,2.2329150640105997,0.3584636087100617,1.5303393011706203,2.935490826850579,38.8020134674348
aux,2013-2018,col_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,reduced-form,342,-0.16365660041189298,0.60824520188339,-1.3557952898726315,1.0284820890488457,38.8020134674348
aux,2013-2018,col_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,IV,342,-0.07329280143685613,0.27362225299974935,-0.6095825626850716,0.46299695981135935,38.8020134674348
aux,2013-2018,col_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,Z-ON-BASELINE-LEVEL (exogeneity test),342,2.747877639093856,0.8790246389029512,1.0250210053207454,4.470734272866967,38.8020134674348
aux,2013-2018,col_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,PLACEBO reduced-form on prior dy,342,0.9892767196119359,0.6848125140120125,-0.35293114401393977,2.3314845832378115,38.8020134674348
aux-levelctl,2013-2018,col_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,OLS+ctl,342,0.18846310802833172,0.1300577457957597,-0.06644538964182295,0.4433716056984864,
aux-levelctl,2013-2018,col_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,first-stage,342,2.29667099554217,0.36220530945059626,1.5867616340098158,3.0065803570745238,40.20572956297747
aux-levelctl,2013-2018,col_lfp,Mexico-born,fixed-2013-PUMS,-413084.0,reduced-form+ctl,342,0.38798029362153774,0.5954610929948542,-0.7791020028432323,1.5550625900863078,40.20572956297747
