country,table_id,year,group,sex,age_band,count,population,rate,rate_unit,standardized_index,provisional,source_url
Netherlands,85658NED,2023,"herkomst=Netherlands | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,,,,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Netherlands | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,,,,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Netherlands | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,,,,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Europe (excluding the Netherlands) | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,550.0,33132.530120481926,166.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Europe (excluding the Netherlands) | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,500.0,33783.78378378379,148.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Europe (excluding the Netherlands) | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,480.0,32653.061224489797,147.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Turkiye | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,270.0,9963.09963099631,271.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Turkiye | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,250.0,10504.20168067227,238.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Turkiye | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,270.0,10843.373493975903,249.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Morocco | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,370.0,7047.619047619048,525.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Morocco | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,400.0,7692.307692307692,520.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Morocco | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,420.0,8316.831683168317,505.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Suriname | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,330.0,10344.827586206897,319.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Suriname | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,340.0,10149.253731343284,335.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Suriname | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,320.0,10062.893081761007,318.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Dutch Caribbean | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,190.0,5121.293800539084,371.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Dutch Caribbean | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,160.0,5245.901639344263,305.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Dutch Caribbean | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,200.0,5305.039787798409,377.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Indonesia | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,60.0,3750.0,160.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Indonesia | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,40.0,4123.711340206185,97.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Indonesia | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,40.0,4123.711340206185,97.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Outside Europe (excl. 5 largest origin countries) | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,580.0,26484.018264840182,219.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Outside Europe (excl. 5 largest origin countries) | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,510.0,26701.57068062827,191.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Outside Europe (excl. 5 largest origin countries) | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,510.0,26842.105263157893,190.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Unknown country of origin | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,0.0,,,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Unknown country of origin | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,0.0,,,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Unknown country of origin | geboorteland=Born in NL, one parent born in NL",Both sexes,18-22,0.0,,,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Total | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,4340.0,111855.67010309278,388.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Total | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,4110.0,109308.51063829787,376.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Total | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,4030.0,105774.2782152231,381.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Netherlands | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,,,,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Netherlands | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,,,,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Netherlands | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,,,,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Europe (excluding the Netherlands) | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,300.0,9771.986970684038,307.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Europe (excluding the Netherlands) | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,250.0,10121.457489878543,247.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Europe (excluding the Netherlands) | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,270.0,10227.272727272728,264.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Turkiye | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,530.0,20784.3137254902,255.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Turkiye | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,510.0,19172.93233082707,266.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Turkiye | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,470.0,17938.931297709925,262.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Morocco | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,1740.0,31985.29411764706,544.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Morocco | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,1670.0,31749.049429657793,526.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Morocco | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,1680.0,30825.688073394496,545.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Suriname | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,490.0,12219.451371571073,401.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Suriname | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,410.0,11202.185792349726,366.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Suriname | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,390.0,10317.460317460318,378.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Dutch Caribbean | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,380.0,5891.472868217054,645.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Dutch Caribbean | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,350.0,5700.325732899023,614.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Dutch Caribbean | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,340.0,5337.519623233909,637.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Indonesia | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,10.0,990.0990099009902,101.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Indonesia | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,0.0,,,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Indonesia | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,10.0,840.3361344537816,119.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Outside Europe (excl. 5 largest origin countries) | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,900.0,30508.474576271186,295.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Outside Europe (excl. 5 largest origin countries) | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,920.0,30463.5761589404,302.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Outside Europe (excl. 5 largest origin countries) | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,860.0,29965.156794425086,287.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,"herkomst=Unknown country of origin | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,0.0,,,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,"herkomst=Unknown country of origin | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,0.0,,,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,"herkomst=Unknown country of origin | geboorteland=Born in NL, both parents born abroad (2nd gen)",Both sexes,18-22,0.0,,,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Total | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,5560.0,361038.9610389611,154.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Total | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,5430.0,352597.40259740263,154.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Total | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,5830.0,347023.80952380947,168.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Netherlands | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,,,,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Netherlands | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,,,,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Netherlands | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,,,,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Europe (excluding the Netherlands) | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,2590.0,272631.5789473684,95.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Europe (excluding the Netherlands) | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,2450.0,275280.8988764045,89.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Europe (excluding the Netherlands) | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,2370.0,285542.1686746988,83.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Turkiye | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,70.0,8235.294117647058,85.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Turkiye | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,100.0,8547.008547008547,117.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Turkiye | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,90.0,9782.608695652174,92.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Morocco | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,300.0,4800.0,625.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Morocco | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,210.0,4109.58904109589,511.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Morocco | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,230.0,4174.228675136116,551.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Suriname | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,70.0,2621.7228464419472,267.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Suriname | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,70.0,3017.2413793103447,232.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Suriname | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,70.0,2978.723404255319,235.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Dutch Caribbean | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,240.0,6936.416184971098,346.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Dutch Caribbean | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,220.0,7006.369426751592,314.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Dutch Caribbean | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,190.0,6934.306569343066,274.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Indonesia | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,10.0,2564.102564102564,39.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Indonesia | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,10.0,3703.7037037037035,27.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Indonesia | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,0.0,,,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Outside Europe (excl. 5 largest origin countries) | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,2190.0,105288.46153846153,208.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Outside Europe (excl. 5 largest origin countries) | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,2260.0,102727.27272727274,220.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Outside Europe (excl. 5 largest origin countries) | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,2740.0,106201.55038759689,258.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Unknown country of origin | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,90.0,,,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Unknown country of origin | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,120.0,,,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Unknown country of origin | geboorteland=Born outside the Netherlands (1st gen),Both sexes,18-22,140.0,,,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Total | geboorteland=Total,Both sexes,23-44,76150.0,6508547.008547008,117.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Total | geboorteland=Total,Both sexes,23-44,71670.0,6515454.545454545,110.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Total | geboorteland=Total,Both sexes,23-44,72090.0,6553636.363636363,110.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Netherlands | geboorteland=Total,Both sexes,23-44,28490.0,3351764.7058823532,85.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Netherlands | geboorteland=Total,Both sexes,23-44,26190.0,3357692.3076923075,78.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Netherlands | geboorteland=Total,Both sexes,23-44,26110.0,3347435.897435897,78.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Europe (excluding the Netherlands) | geboorteland=Total,Both sexes,23-44,17790.0,1482500.0,120.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Europe (excluding the Netherlands) | geboorteland=Total,Both sexes,23-44,16800.0,1486725.6637168142,113.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Europe (excluding the Netherlands) | geboorteland=Total,Both sexes,23-44,17100.0,1526785.714285714,112.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Turkiye | geboorteland=Total,Both sexes,23-44,3800.0,198952.87958115182,191.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Turkiye | geboorteland=Total,Both sexes,23-44,3840.0,203174.60317460317,189.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Turkiye | geboorteland=Total,Both sexes,23-44,3850.0,208108.1081081081,185.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Morocco | geboorteland=Total,Both sexes,23-44,6390.0,176033.0578512397,363.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Morocco | geboorteland=Total,Both sexes,23-44,6180.0,172625.69832402235,358.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Morocco | geboorteland=Total,Both sexes,23-44,6250.0,173611.1111111111,360.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Suriname | geboorteland=Total,Both sexes,23-44,3990.0,135254.2372881356,295.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Suriname | geboorteland=Total,Both sexes,23-44,3860.0,137366.54804270464,281.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Suriname | geboorteland=Total,Both sexes,23-44,3760.0,136727.2727272727,275.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Dutch Caribbean | geboorteland=Total,Both sexes,23-44,3070.0,80577.4278215223,381.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Dutch Caribbean | geboorteland=Total,Both sexes,23-44,3030.0,81891.8918918919,370.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Dutch Caribbean | geboorteland=Total,Both sexes,23-44,3120.0,82105.26315789475,380.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Indonesia | geboorteland=Total,Both sexes,23-44,600.0,76923.07692307692,78.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Indonesia | geboorteland=Total,Both sexes,23-44,520.0,73239.43661971831,71.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Indonesia | geboorteland=Total,Both sexes,23-44,460.0,68656.71641791044,67.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Outside Europe (excl. 5 largest origin countries) | geboorteland=Total,Both sexes,23-44,11750.0,851449.2753623188,138.0,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Outside Europe (excl. 5 largest origin countries) | geboorteland=Total,Both sexes,23-44,11020.0,867716.5354330709,127.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2025,herkomst=Outside Europe (excl. 5 largest origin countries) | geboorteland=Total,Both sexes,23-44,11120.0,875590.5511811024,127.0,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2023,herkomst=Unknown country of origin | geboorteland=Total,Both sexes,23-44,270.0,,,"per 10,000 residents",,False,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
Netherlands,85658NED,2024,herkomst=Unknown country of origin | geboorteland=Total,Both sexes,23-44,220.0,,,"per 10,000 residents",,True,https://opendata.cbs.nl/ODataApi/odata/85658NED/TypedDataSet
