sample,scheme,band,nativity,measure,component,n_positive_group,n_positive_ref,ratio,se,ci_lo,ci_hi,excludes_one
pooled_2016_2024,transport,0-17,foreign_born,medicare,conditional_mean_ratio,4,7,0.42811069170076793,0.18805867527653297,0.059522461178450226,0.7966989222230856,True
pooled_2016_2024,transport,0-17,foreign_born,medicare,conditional_geometric_ratio,4,7,0.33557212855667023,0.2225017119157458,-0.10052321329669811,0.7716674704100386,True
pooled_2016_2024,transport,0-17,foreign_born,medicare,two_part_arithmetic,4,7,1.2741160567176288,1.0201915550017537,-0.7254226484177222,3.27365476185298,False
pooled_2016_2024,transport,0-17,foreign_born,medicare,two_part_lognormal,4,7,0.9987086178165608,1.020825924267931,-1.0020734282333965,2.999490663866518,False
pooled_2016_2024,transport,0-17,foreign_born,medicaid,share_positive_group,142,752,0.39569819422305885,0.05740391026148859,0.283188597538772,0.5082077909073457,True
pooled_2016_2024,transport,0-17,foreign_born,medicaid,share_positive_ref,142,752,0.3260014584037494,0.022888278611440528,0.2811412566572075,0.37086166015029126,True
pooled_2016_2024,transport,0-17,foreign_born,medicaid,participation_ratio,142,752,1.2137927117276597,0.16577842910632432,0.8888729612656374,1.538712462189682,False
pooled_2016_2024,transport,0-17,foreign_born,medicaid,conditional_mean_ratio,142,752,1.2951286066733347,0.362254528688577,0.5851227772071921,2.0051344361394774,False
pooled_2016_2024,transport,0-17,foreign_born,medicaid,conditional_geometric_ratio,142,752,1.2934663356058074,0.238735588421728,0.8255531804712429,1.7613794907403717,False
pooled_2016_2024,transport,0-17,foreign_born,medicaid,two_part_arithmetic,142,752,1.5720176635300924,0.47993001037690497,0.6313721280914243,2.5126631989687604,False
pooled_2016_2024,transport,0-17,foreign_born,medicaid,two_part_lognormal,142,752,1.5700000110234118,0.3976973905539511,0.7905274487921078,2.3494725732547157,False
pooled_2016_2024,transport,0-17,foreign_born,other_public,share_positive_group,14,99,0.0326253264218263,0.012816858284710034,0.007504745788840819,0.05774590705481178,True
pooled_2016_2024,transport,0-17,foreign_born,other_public,share_positive_ref,14,99,0.05144666923624704,0.009878334057142597,0.032085490256992116,0.07080784821550197,True
pooled_2016_2024,transport,0-17,foreign_born,other_public,participation_ratio,14,99,0.6341581856739511,0.23515623090747814,0.17326044235510923,1.095055928992793,False
pooled_2016_2024,transport,0-17,foreign_born,other_public,conditional_mean_ratio,14,99,0.22579683917979987,0.08028280147623809,0.06844543970839412,0.3831482386512056,True
pooled_2016_2024,transport,0-17,foreign_born,other_public,conditional_geometric_ratio,14,99,0.3335159757258401,0.17690387523701212,-0.013209248464270795,0.680241199915951,True
pooled_2016_2024,transport,0-17,foreign_born,other_public,two_part_arithmetic,14,99,0.1431909138651748,0.07614831068147206,-0.006057032554077135,0.2924388602844267,True
pooled_2016_2024,transport,0-17,foreign_born,other_public,two_part_lognormal,14,99,0.21150188605957623,0.14765493790929543,-0.07789647438214073,0.5009002465012932,True
pooled_2016_2024,transport,0-17,both,public,share_positive_group,7350,24472,0.5292215356924405,0.012566678796605774,0.50459129784581,0.5538517735390709,True
pooled_2016_2024,transport,0-17,both,public,share_positive_ref,7350,24472,0.3861567218345614,0.00751058621793376,0.3714362433446283,0.4008772003244945,True
pooled_2016_2024,transport,0-17,both,public,participation_ratio,7350,24472,1.3704838107652348,0.032734341124257785,1.3063256811040411,1.4346419404264286,True
pooled_2016_2024,transport,0-17,both,public,conditional_mean_ratio,7350,24472,0.9976177588529533,0.18881160285075477,0.6275538174021937,1.367681700303713,False
pooled_2016_2024,transport,0-17,both,public,conditional_geometric_ratio,7350,24472,0.9049306466710878,0.029211062947829717,0.8476780153432091,0.9621832779989665,True
pooled_2016_2024,transport,0-17,both,public,two_part_arithmetic,7350,24472,1.3672189878398686,0.26193437328902625,0.8538370498803068,1.8806009257994303,False
pooled_2016_2024,transport,0-17,both,public,two_part_lognormal,7350,24472,1.2401928011280405,0.0548353685899031,1.1327174536128515,1.3476681486432296,True
pooled_2016_2024,transport,0-17,both,medicare,share_positive_group,109,408,0.007559312276911942,0.001234716612511865,0.005139312185275389,0.009979312368548494,True
pooled_2016_2024,transport,0-17,both,medicare,share_positive_ref,109,408,0.007022833698638593,0.0005570489485811125,0.005931037821793708,0.008114629575483479,True
pooled_2016_2024,transport,0-17,both,medicare,participation_ratio,109,408,1.0763906140020583,0.15833228280148354,0.7660650421211399,1.3867161858829766,False
pooled_2016_2024,transport,0-17,both,medicare,conditional_mean_ratio,109,408,0.9128185065374868,0.41431332847672264,0.10077930440819716,1.7248577086667765,False
pooled_2016_2024,transport,0-17,both,medicare,conditional_geometric_ratio,109,408,0.951506979028673,0.19911810162959037,0.5612426711646896,1.3417712868926563,False
pooled_2016_2024,transport,0-17,both,medicare,two_part_arithmetic,109,408,0.9825492727243272,0.4548651352319848,0.09102998984669575,1.8740685556019587,False
pooled_2016_2024,transport,0-17,both,medicare,two_part_lognormal,109,408,1.024193181383917,0.26908271964119046,0.49680074202509494,1.5515856207427388,False
pooled_2016_2024,transport,0-17,both,medicaid,share_positive_group,7144,22990,0.5107525200336649,0.01273045094675674,0.48580129467106786,0.535703745396262,True
pooled_2016_2024,transport,0-17,both,medicaid,share_positive_ref,7144,22990,0.35501538140991573,0.007519607304913444,0.3402772219144011,0.3697535409054304,True
pooled_2016_2024,transport,0-17,both,medicaid,participation_ratio,7144,22990,1.4386771581705877,0.03620088828724644,1.367724720919227,1.5096295954219485,True
pooled_2016_2024,transport,0-17,both,medicaid,conditional_mean_ratio,7144,22990,0.9819979753060671,0.19500006166461725,0.5998048774603277,1.3641910731518065,False
pooled_2016_2024,transport,0-17,both,medicaid,conditional_geometric_ratio,7144,22990,0.8934384855522916,0.02928602489944344,0.8360389314990392,0.9508380396055439,True
pooled_2016_2024,transport,0-17,both,medicaid,two_part_arithmetic,7144,22990,1.4127780564426036,0.2845618175702566,0.8550471426296434,1.9705089702555636,False
pooled_2016_2024,transport,0-17,both,medicaid,two_part_lognormal,7144,22990,1.2853695413946045,0.057852947116917554,1.1719798486459456,1.3987592341432633,True
pooled_2016_2024,transport,0-17,both,other_public,share_positive_group,325,1931,0.025702460505890583,0.0034450364518107813,0.018950313134913792,0.032454607876867374,True
pooled_2016_2024,transport,0-17,both,other_public,share_positive_ref,325,1931,0.038391349145291694,0.0025069088424010027,0.03347789810166073,0.04330480018892266,True
pooled_2016_2024,transport,0-17,both,other_public,participation_ratio,325,1931,0.6694857325440653,0.07987830434471709,0.5129271328822904,0.8260443322058402,True
pooled_2016_2024,transport,0-17,both,other_public,conditional_mean_ratio,325,1931,1.3098491986649634,0.33140228546719325,0.6603126547550029,1.959385742574924,False
pooled_2016_2024,transport,0-17,both,other_public,conditional_geometric_ratio,325,1931,0.8805807441607908,0.17573791275511852,0.5361407644425162,1.2250207238790654,False
pooled_2016_2024,transport,0-17,both,other_public,two_part_arithmetic,325,1931,0.8769253502904699,0.26211479673620763,0.363189788872466,1.3906609117084738,False
pooled_2016_2024,transport,0-17,both,other_public,two_part_lognormal,325,1931,0.5895362445686853,0.1666092058675478,0.26298820157547215,0.9160842875618984,True
pooled_2016_2024,transport,18-34,us_born,public,share_positive_group,1773,9964,0.24855021699554397,0.012439710838357517,0.2241688317742707,0.2729316022168173,True
pooled_2016_2024,transport,18-34,us_born,public,share_positive_ref,1773,9964,0.22955725749032907,0.005208275357873197,0.21934922536733015,0.239765289613328,True
pooled_2016_2024,transport,18-34,us_born,public,participation_ratio,1773,9964,1.0827373515124654,0.05018908539476483,0.9843685517217211,1.1811061513032097,False
pooled_2016_2024,transport,18-34,us_born,public,conditional_mean_ratio,1773,9964,0.8366588313469012,0.10239769966455278,0.6359630279046286,1.0373546347891738,False
pooled_2016_2024,transport,18-34,us_born,public,conditional_geometric_ratio,1773,9964,0.8829457478745052,0.053794735541131136,0.7775100036560314,0.988381492092979,True
pooled_2016_2024,transport,18-34,us_born,public,two_part_arithmetic,1773,9964,0.9058817671720583,0.11963633411322361,0.6713988610677393,1.1403646732763772,False
pooled_2016_2024,transport,18-34,us_born,public,two_part_lognormal,1773,9964,0.955998340582835,0.07469183490507042,0.8096050342296852,1.1023916469359847,False
pooled_2016_2024,transport,18-34,us_born,medicare,share_positive_group,85,923,0.011835840316935124,0.0017787623038335542,0.008349530264363865,0.015322150369506383,True
pooled_2016_2024,transport,18-34,us_born,medicare,share_positive_ref,85,923,0.022898894260256368,0.0012025629960040086,0.020541914098947928,0.02525587442156481,True
pooled_2016_2024,transport,18-34,us_born,medicare,participation_ratio,85,923,0.5168738796911068,0.07968281506610712,0.3606984319747712,0.6730493274074423,True
pooled_2016_2024,transport,18-34,us_born,medicare,conditional_mean_ratio,85,923,0.680598984961691,0.21356733451759882,0.2620147010329794,1.0991832688904026,False
pooled_2016_2024,transport,18-34,us_born,medicare,conditional_geometric_ratio,85,923,0.7272078499312148,0.2201805784761793,0.29566184602270834,1.1587538538397213,False
pooled_2016_2024,transport,18-34,us_born,medicare,two_part_arithmetic,85,923,0.35178383787097844,0.1288101066405164,0.09932066801080264,0.6042470077311543,True
pooled_2016_2024,transport,18-34,us_born,medicare,two_part_lognormal,85,923,0.37587474273577515,0.14531274288913215,0.09106700017834729,0.660682485293203,True
pooled_2016_2024,transport,18-34,us_born,medicaid,share_positive_group,1597,8284,0.22013330937671446,0.013406067310869577,0.19385790027309036,0.24640871848033857,True
pooled_2016_2024,transport,18-34,us_born,medicaid,share_positive_ref,1597,8284,0.18371915284837345,0.0049174462323952825,0.1740811353369665,0.1933571703597804,True
pooled_2016_2024,transport,18-34,us_born,medicaid,participation_ratio,1597,8284,1.1982055543136225,0.0633086709223215,1.0741228393967743,1.3222882692304707,True
pooled_2016_2024,transport,18-34,us_born,medicaid,conditional_mean_ratio,1597,8284,0.8110489960688898,0.1141711587409863,0.5872776368633513,1.0348203552744284,False
pooled_2016_2024,transport,18-34,us_born,medicaid,conditional_geometric_ratio,1597,8284,0.8218280211845681,0.050834738484369334,0.7221937645916919,0.9214622777774443,True
pooled_2016_2024,transport,18-34,us_born,medicaid,two_part_arithmetic,1597,8284,0.9718034119102311,0.14668845717826584,0.6842993188930842,1.259307504927378,False
pooled_2016_2024,transport,18-34,us_born,medicaid,two_part_lognormal,1597,8284,0.984718899673923,0.07979670882841358,0.8283202242854031,1.141117575062443,False
pooled_2016_2024,transport,18-34,us_born,other_public,share_positive_group,204,1727,0.031128062279872797,0.0029271183606757495,0.025391015714462402,0.03686510884528319,True
pooled_2016_2024,transport,18-34,us_born,other_public,share_positive_ref,204,1727,0.044653821732445954,0.0022581254796352253,0.04022797711978868,0.04907966634510323,True
pooled_2016_2024,transport,18-34,us_born,other_public,participation_ratio,204,1727,0.69709738320684,0.06137279376614861,0.5768089177945843,0.8173858486190957,True
pooled_2016_2024,transport,18-34,us_born,other_public,conditional_mean_ratio,204,1727,1.1139006803273415,0.2085369185329938,0.7051758305557103,1.5226255300989726,False
pooled_2016_2024,transport,18-34,us_born,other_public,conditional_geometric_ratio,204,1727,1.0638576342781194,0.19721551485180897,0.6773223279760496,1.4503929405801892,False
pooled_2016_2024,transport,18-34,us_born,other_public,two_part_arithmetic,204,1727,0.7764972494085085,0.15535552814621373,0.4720060094427309,1.080988489374286,False
pooled_2016_2024,transport,18-34,us_born,other_public,two_part_lognormal,204,1727,0.7416123729598966,0.1535536113186935,0.44065282507919534,1.0425719208405977,False
pooled_2016_2024,transport,18-34,foreign_born,public,share_positive_group,521,1514,0.18549065586271662,0.01204940057520612,0.16187426470001642,0.20910704702541683,True
pooled_2016_2024,transport,18-34,foreign_born,public,share_positive_ref,521,1514,0.171909084461212,0.00723143439616604,0.15773573348816242,0.1860824354342616,True
pooled_2016_2024,transport,18-34,foreign_born,public,participation_ratio,521,1514,1.0790043844632833,0.06467681751390837,0.9522401515013534,1.2057686174252131,False
pooled_2016_2024,transport,18-34,foreign_born,public,conditional_mean_ratio,521,1514,1.159535883359118,0.11678491285859566,0.9306416602186219,1.3884301064996143,False
pooled_2016_2024,transport,18-34,foreign_born,public,conditional_geometric_ratio,521,1514,1.0804084609480284,0.11813591725305561,0.8488663178514355,1.3119506040446214,False
pooled_2016_2024,transport,18-34,foreign_born,public,two_part_arithmetic,521,1514,1.2511443020869946,0.14879959132128145,0.9595024621830042,1.542786141990985,False
pooled_2016_2024,transport,18-34,foreign_born,public,two_part_lognormal,521,1514,1.1657654663741508,0.1489043044639565,0.8739183924818092,1.4576125402664923,False
pooled_2016_2024,transport,18-34,foreign_born,medicare,share_positive_group,25,96,0.010651443700137805,0.0030080031400794324,0.004755865880198727,0.016547021520076883,True
pooled_2016_2024,transport,18-34,foreign_born,medicare,share_positive_ref,25,96,0.014171977452559386,0.0019590691337592037,0.010332272507167265,0.018011682397951506,True
pooled_2016_2024,transport,18-34,foreign_born,medicare,participation_ratio,25,96,0.7515848607432133,0.1986758466582536,0.36218735669503377,1.1409823647913928,False
pooled_2016_2024,transport,18-34,foreign_born,medicare,conditional_mean_ratio,25,96,0.7073448800240372,0.5169869055157932,-0.3059308352657293,1.7206205953138036,False
pooled_2016_2024,transport,18-34,foreign_born,medicare,conditional_geometric_ratio,25,96,0.5067873940997619,0.18264170383714073,0.1488162325039351,0.8647585556955888,True
pooled_2016_2024,transport,18-34,foreign_born,medicare,two_part_arithmetic,25,96,0.5316297031502909,0.3929181164133356,-0.23847565389316316,1.301735060193745,False
pooled_2016_2024,transport,18-34,foreign_born,medicare,two_part_lognormal,25,96,0.3808937330208857,0.18723949308044407,0.013911070099678624,0.7478763959420928,True
pooled_2016_2024,transport,18-34,foreign_born,medicaid,share_positive_group,431,1236,0.15015519311673875,0.01130919023404539,0.1279895875636977,0.1723207986697798,True
pooled_2016_2024,transport,18-34,foreign_born,medicaid,share_positive_ref,431,1236,0.13315018833883166,0.006793423636278452,0.11983532268000277,0.14646505399766055,True
pooled_2016_2024,transport,18-34,foreign_born,medicaid,participation_ratio,431,1236,1.1277129607555183,0.07983100784243505,0.971247060534811,1.2841788609762257,False
pooled_2016_2024,transport,18-34,foreign_born,medicaid,conditional_mean_ratio,431,1236,1.1684353109526675,0.12946067599512628,0.9146970485880108,1.4221735733173242,False
pooled_2016_2024,transport,18-34,foreign_born,medicaid,conditional_geometric_ratio,431,1236,1.1753914163811514,0.1396414174925753,0.9016992673455824,1.4490835654167205,False
pooled_2016_2024,transport,18-34,foreign_born,medicaid,two_part_arithmetic,431,1236,1.3176596439657273,0.17720607355096002,0.9703421219640899,1.6649771659673647,False
pooled_2016_2024,transport,18-34,foreign_born,medicaid,two_part_lognormal,431,1236,1.3255041342138105,0.19168793252184657,0.9498026902000472,1.701205578227574,False
pooled_2016_2024,transport,18-34,foreign_born,other_public,share_positive_group,121,310,0.04365558791181143,0.005089923816990459,0.03367952054645749,0.05363165527716537,True
pooled_2016_2024,transport,18-34,foreign_born,other_public,share_positive_ref,121,310,0.038061968492743486,0.0032879904317557524,0.03161762566498991,0.044506311320497066,True
pooled_2016_2024,transport,18-34,foreign_born,other_public,participation_ratio,121,310,1.1469608546424592,0.13722959971295842,0.8779957815922126,1.4159259276927059,False
pooled_2016_2024,transport,18-34,foreign_born,other_public,conditional_mean_ratio,121,310,0.8185518678936707,0.2832090127009473,0.2634724029026674,1.373631332884674,False
pooled_2016_2024,transport,18-34,foreign_born,other_public,conditional_geometric_ratio,121,310,0.5700588142402186,0.14638811316744482,0.28314338466725314,0.8569742438131842,True
pooled_2016_2024,transport,18-34,foreign_born,other_public,two_part_arithmetic,121,310,0.9388469499685059,0.34997769916634786,0.25290326421027043,1.6247906357267414,False
pooled_2016_2024,transport,18-34,foreign_born,other_public,two_part_lognormal,121,310,0.653835144777428,0.19777251510190003,0.2662081380458,1.041462151509056,False
pooled_2016_2024,transport,18-34,both,public,share_positive_group,2294,11478,0.23363629819451615,0.010914046834256135,0.21224515947379072,0.25502743691524155,True
pooled_2016_2024,transport,18-34,both,public,share_positive_ref,2294,11478,0.2214948617020963,0.0047823014533344066,0.21212172309034732,0.2308680003138453,True
pooled_2016_2024,transport,18-34,both,public,participation_ratio,2294,11478,1.0548158833081631,0.04481408857121608,0.9669818837085915,1.1426498829077347,False
pooled_2016_2024,transport,18-34,both,public,conditional_mean_ratio,2294,11478,0.8671326859218643,0.09252103198921646,0.6857947954105218,1.0484705764332067,False
pooled_2016_2024,transport,18-34,both,public,conditional_geometric_ratio,2294,11478,0.9027027556621626,0.04974329760006723,0.8052076838937732,1.000197827430552,False
pooled_2016_2024,transport,18-34,both,public,two_part_arithmetic,2294,11478,0.9146653300460513,0.10394472609193811,0.7109374105229718,1.1183932495691309,False
pooled_2016_2024,transport,18-34,both,public,two_part_lognormal,2294,11478,0.9521852045784971,0.06793195716691705,0.8190410151320221,1.0853293940249722,False
pooled_2016_2024,transport,18-34,both,medicare,share_positive_group,110,1019,0.011555724270235714,0.0014467652985566705,0.008720116390982302,0.014391332149489126,True
pooled_2016_2024,transport,18-34,both,medicare,share_positive_ref,110,1019,0.021678389713146153,0.0010405358660864265,0.019638976890994565,0.02371780253529774,True
pooled_2016_2024,transport,18-34,both,medicare,participation_ratio,110,1019,0.5330527047047282,0.06952083913537413,0.3967943638243922,0.6693110455850642,True
pooled_2016_2024,transport,18-34,both,medicare,conditional_mean_ratio,110,1019,0.6082413804789231,0.18723192306301845,0.2412735545192326,0.9752092064386135,True
pooled_2016_2024,transport,18-34,both,medicare,conditional_geometric_ratio,110,1019,0.578840278714374,0.1584530411742442,0.2682780247720132,0.889402532656735,True
pooled_2016_2024,transport,18-34,both,medicare,two_part_arithmetic,110,1019,0.32422471297762767,0.11202474905574808,0.10466023945122402,0.5437891865040313,True
pooled_2016_2024,transport,18-34,both,medicare,two_part_lognormal,110,1019,0.3085523761607359,0.10404850430752773,0.10462105507272088,0.5124836972487509,True
pooled_2016_2024,transport,18-34,both,medicaid,share_positive_group,2028,9520,0.20358311579779237,0.011618069033958373,0.1808121189213339,0.22635411267425085,True
pooled_2016_2024,transport,18-34,both,medicaid,share_positive_ref,2028,9520,0.1766468210630956,0.004528636780249431,0.1677708560747433,0.1855227860514479,True
pooled_2016_2024,transport,18-34,both,medicaid,participation_ratio,2028,9520,1.1524867222211461,0.05624494701573995,1.0422486517579321,1.26272479268436,True
pooled_2016_2024,transport,18-34,both,medicaid,conditional_mean_ratio,2028,9520,0.8506884111727231,0.10419387507680332,0.646472168612523,1.0549046537329232,False
pooled_2016_2024,transport,18-34,both,medicaid,conditional_geometric_ratio,2028,9520,0.8664376271714566,0.04861862454229775,0.7711468740906778,0.9617283802522353,True
pooled_2016_2024,transport,18-34,both,medicaid,two_part_arithmetic,2028,9520,0.9804070986239662,0.12719498414934532,0.7311095106771064,1.229704686570826,False
pooled_2016_2024,transport,18-34,both,medicaid,two_part_lognormal,2028,9520,0.9985578609478996,0.07458071282956275,0.8523823498606322,1.144733372035167,False
pooled_2016_2024,transport,18-34,both,other_public,share_positive_group,325,2037,0.03409088816537148,0.002574136466841553,0.029045673399070854,0.039136102931672107,True
pooled_2016_2024,transport,18-34,both,other_public,share_positive_ref,325,2037,0.043731916891340546,0.0020937658589757556,0.03962821121568849,0.0478356225669926,True
pooled_2016_2024,transport,18-34,both,other_public,participation_ratio,325,2037,0.7795425078227451,0.05710308590010485,0.6676225160524427,0.8914624995930476,True
pooled_2016_2024,transport,18-34,both,other_public,conditional_mean_ratio,325,2037,1.0104461887896552,0.17965824320466003,0.6583225025827837,1.3625698749965267,False
pooled_2016_2024,transport,18-34,both,other_public,conditional_geometric_ratio,325,2037,0.8443151447427815,0.1333130323454962,0.5830264026757856,1.1056038868097773,False
pooled_2016_2024,transport,18-34,both,other_public,two_part_arithmetic,325,2037,0.7876857560290228,0.1444644920185455,0.5045405546277995,1.0708309574302461,False
pooled_2016_2024,transport,18-34,both,other_public,two_part_lognormal,325,2037,0.6581795453255121,0.11587193414831277,0.4310747275758223,0.885284363075202,True
pooled_2016_2024,transport,35-49,us_born,public,share_positive_group,723,7885,0.2224140916252653,0.014643172364992215,0.19371400117046833,0.25111418208006225,True
pooled_2016_2024,transport,35-49,us_born,public,share_positive_ref,723,7885,0.22280385568560004,0.005061941485911759,0.21288263268136384,0.23272507868983625,True
pooled_2016_2024,transport,35-49,us_born,public,participation_ratio,723,7885,0.998250640415825,0.062034432505220456,0.876665386904212,1.119835893927438,False
pooled_2016_2024,transport,35-49,us_born,public,conditional_mean_ratio,723,7885,0.6966765139230058,0.0717307289891402,0.5560868685194877,0.8372661593265238,True
pooled_2016_2024,transport,35-49,us_born,public,conditional_geometric_ratio,723,7885,0.72973177538202,0.08136512209706098,0.5702590664740764,0.8892044842899637,True
pooled_2016_2024,transport,35-49,us_born,public,two_part_arithmetic,723,7885,0.6954577761863049,0.07987009739465362,0.5389152618510774,0.8520002905215324,True
pooled_2016_2024,transport,35-49,us_born,public,two_part_lognormal,723,7885,0.7284552121068785,0.10041395159300667,0.5316474834392371,0.9252629407745199,True
pooled_2016_2024,transport,35-49,us_born,medicare,share_positive_group,141,1985,0.043006878796789855,0.004892678360169216,0.0334174054229197,0.052596352170660006,True
pooled_2016_2024,transport,35-49,us_born,medicare,share_positive_ref,141,1985,0.05678161375602774,0.0019927733270815764,0.052875849805595794,0.06068737770645969,True
pooled_2016_2024,transport,35-49,us_born,medicare,participation_ratio,141,1985,0.7574085333604029,0.08190452071841575,0.5968786225812934,0.9179384441395124,True
pooled_2016_2024,transport,35-49,us_born,medicare,conditional_mean_ratio,141,1985,0.64539744882807,0.12497608618612309,0.400448820974495,0.8903460766816451,True
pooled_2016_2024,transport,35-49,us_born,medicare,conditional_geometric_ratio,141,1985,0.7353543063455101,0.2566885987316897,0.23225389758934456,1.2384547151016756,False
pooled_2016_2024,transport,35-49,us_born,medicare,two_part_arithmetic,141,1985,0.4888295351514142,0.10415788881228208,0.2846838243736139,0.6929752459292144,True
