sample,spec,scheme,band,nativity,comparison,measure,n_num,n_den,ratio,se,ci_lo,ci_hi,excludes_one
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin/nh_white,opu,12007,19613,1.6647173172325398,1.2017584786566164,-0.6906860190500757,4.020120653515155,False
pooled_2016_2024,plain,transport,0-17,us_born,hispanic/nh_white,opu,17287,19613,4.928777816737971,3.6587580191668203,-2.2422561289761056,12.099811762452047,False
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin/all_donors,out_of_pocket,12007,50220,0.4654753175322399,0.036652959595925044,0.39363683679742506,0.5373137982670548,True
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin/nh_white,out_of_pocket,12007,19613,0.32712343709146985,0.030414983933805758,0.2675111639908462,0.3867357101920935,True
pooled_2016_2024,plain,transport,0-17,us_born,hispanic/nh_white,out_of_pocket,17287,19613,0.4043682446380344,0.03308816596593825,0.3395166310303115,0.4692198582457573,True
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin/all_donors,private,12007,50220,0.43142002125649315,0.040693121121494646,0.35166296943983744,0.5111770730731489,True
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin/nh_white,private,12007,19613,0.3136229131212016,0.035277703406879704,0.24447988498643142,0.3827659412559718,True
pooled_2016_2024,plain,transport,0-17,us_born,hispanic/nh_white,private,17287,19613,0.42461567817254076,0.042849065610263165,0.34063305280523115,0.5085983035398504,True
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin/all_donors,total_exp,12007,50220,0.7598266977300615,0.10427820308422323,0.5554451753124304,0.9642082201476926,True
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin/nh_white,total_exp,12007,19613,0.6359499610969946,0.10083265934334988,0.43832158031863266,0.8335783418753566,True
pooled_2016_2024,plain,transport,0-17,us_born,hispanic/nh_white,total_exp,17287,19613,0.7214685732547562,0.07602389021216617,0.5724644864742834,0.870472660035229,True
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin/all_donors,any_public,12007,50220,1.3767751176211727,0.033334943380710316,1.3114398291682985,1.4421104060740468,True
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin/nh_white,any_public,12007,19613,1.8188835558342296,0.07510146131762785,1.671687396465351,1.9660797152031082,True
pooled_2016_2024,plain,transport,0-17,us_born,hispanic/nh_white,any_public,17287,19613,1.7610743759760592,0.06629233149139035,1.6311437938017437,1.8910049581503747,True
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin/all_donors,medicaid_ever,12007,50220,1.5219138475443057,0.036468280548879475,1.4504373310903993,1.593390363998212,True
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin/nh_white,medicaid_ever,12007,19613,2.266113485300774,0.09703783705372236,2.075922819537812,2.456304151063736,True
pooled_2016_2024,plain,transport,0-17,us_born,hispanic/nh_white,medicaid_ever,17287,19613,2.14056865909723,0.08453827407345012,1.9748766865980918,2.3062606315963685,True
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin/all_donors,medicare_ever,12007,50220,1.1618920251460743,0.2779855625789646,0.6170503342691982,1.7067337160229503,False
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin/nh_white,medicare_ever,12007,19613,1.71595562687508,0.677570068732798,0.38794269515646684,3.043968558593693,False
pooled_2016_2024,plain,transport,0-17,us_born,hispanic/nh_white,medicare_ever,17287,19613,1.712421804808345,0.6537424541878495,0.43111013943533383,2.9937334701813563,False
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin/all_donors,uninsured_all_year,12007,50220,1.654107136801011,0.17860066237712732,1.3040562709268435,2.004158002675178,True
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin/nh_white,uninsured_all_year,12007,19613,1.9157509106319803,0.30933293429119874,1.3094695001891359,2.522032321074825,True
pooled_2016_2024,plain,transport,0-17,us_born,hispanic/nh_white,uninsured_all_year,17287,19613,1.6750319987639282,0.2592820971551053,1.1668484265039065,2.1832155710239496,True
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/all_donors,public,384,2083,1.358690407225416,0.4122278430891052,0.5507386813461412,2.166642133104691,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/nh_white,public,384,252,0.8536263545720179,0.4475613275792848,-0.023577728356313554,1.7308304375003494,False
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic/nh_white,public,1003,252,0.8144226934878546,0.36267810265223077,0.1035866743081616,1.5252587126675476,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/all_donors,public_transport,384,2083,1.3595363951395796,0.41310721827587915,0.5498611255653296,2.1692116647138295,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/nh_white,public_transport,384,252,0.8523772086566813,0.44716189539389045,-0.024044001574011098,1.7287984188873737,False
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic/nh_white,public_transport,1003,252,0.8130478667213449,0.36217916172282033,0.10318975379370932,1.5229059796489803,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/all_donors,medicare,384,2083,1.2741160567176288,1.0201915550017535,-0.7254226484177217,3.2736547618529794,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/nh_white,medicare,384,252,0.36862829905458566,0.42666986870871587,-0.4676292769029308,1.204885875012102,False
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic/nh_white,medicare,1003,252,0.13445776193170855,0.15434431679771587,-0.16805154021025503,0.43696706407367214,True
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/all_donors,medicaid,384,2083,1.5720176635300926,0.4799300103769049,0.6313721280914246,2.5126631989687604,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/nh_white,medicaid,384,252,1.2447270825094654,0.8115917391567921,-0.3459634963880729,2.8354176614070035,False
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic/nh_white,medicaid,1003,252,1.1609436269467808,0.6847705290486439,-0.1811819476630001,2.5030692015565617,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/all_donors,medicaid_reported,384,2083,1.5735382615412863,0.4811338351723634,0.6305332728598233,2.516543250222749,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/nh_white,medicaid_reported,384,252,1.2428744232818945,0.810698931673594,-0.3460662851034477,2.831815131667237,False
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic/nh_white,medicaid_reported,1003,252,1.158904565325545,0.683700006684821,-0.18112282400649837,2.4989319546575883,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/all_donors,other_public,384,2083,0.14319091386517482,0.07614831068147207,-0.006057032554077135,0.2924388602844268,True
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/nh_white,other_public,384,252,0.04149684728260469,0.02661186784775223,-0.01066145526032912,0.0936551498255385,True
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic/nh_white,other_public,1003,252,0.09689473160764919,0.06479230833300842,-0.030095859200261726,0.2238853224155601,True
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/all_donors,va,384,2083,0.008485665633634289,0.0103880913402073,-0.01187461926128444,0.028845950528553016,True
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/nh_white,va,384,252,,,,,False
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic/nh_white,va,1003,252,,,,,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/all_donors,tricare,384,2083,0.07296470603109609,0.06399137899390758,-0.052456092118015746,0.19838550418020792,True
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/nh_white,tricare,384,252,0.01997515390139353,0.017730135525210782,-0.014775273169033758,0.05472558097182082,True
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic/nh_white,tricare,1003,252,0.06165421211515118,0.046163666557829316,-0.028824911732510408,0.15213333596281275,True
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/all_donors,ofd_stl,384,2083,0.3305099623714453,0.2000714491361173,-0.061622872270081896,0.7226427970129725,True
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/nh_white,ofd_stl,384,252,0.09643157450599889,0.08012200625425293,-0.06060467212142982,0.2534678211334276,True
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic/nh_white,ofd_stl,1003,252,0.1214630599165674,0.10214757117612938,-0.07874250069688792,0.3216686205300227,True
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/all_donors,opu,384,2083,0.9537268213633242,0.9033644333714765,-0.8168349329592032,2.7242885756858515,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/nh_white,opu,384,252,,,,,False
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic/nh_white,opu,1003,252,,,,,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/all_donors,out_of_pocket,384,2083,0.5758988295096453,0.2132358039142553,0.15796433362325984,0.9938333253960308,True
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/nh_white,out_of_pocket,384,252,0.3134885712032478,0.14133944464817122,0.036468350097939695,0.5905087923085559,True
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic/nh_white,out_of_pocket,1003,252,0.3478223080656258,0.12201576751014914,0.10867579819972104,0.5869688179315306,True
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/all_donors,private,384,2083,0.20517581031099508,0.13610132287285037,-0.061577880768049154,0.4719295013900393,True
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/nh_white,private,384,252,0.27961869759987895,0.16447966845374107,-0.04275552875854244,0.6019929239583004,True
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic/nh_white,private,1003,252,0.6086596498586673,0.2837470340902485,0.05252568232172128,1.1647936173956133,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/all_donors,total_exp,384,2083,0.5424428048638126,0.18920543213068605,0.17160697220833038,0.9132786375192947,True
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/nh_white,total_exp,384,252,0.4849177742455689,0.1695520360633035,0.15260189005605768,0.8172336584350801,True
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic/nh_white,total_exp,1003,252,0.6052345054680653,0.17801025078889654,0.25634082504288536,0.9541281858932453,True
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/all_donors,any_public,384,2083,1.1359005427516842,0.13979119208083052,0.8619148409173356,1.4098862445860327,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/nh_white,any_public,384,252,1.1057926553183135,0.18574100298210588,0.7417469790210391,1.4698383316155879,False
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic/nh_white,any_public,1003,252,1.1766990526758365,0.16618598236764137,0.850980512499851,1.5024175928518222,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/all_donors,medicaid_ever,384,2083,1.13476484081663,0.13926187838542517,0.8618165747617996,1.4077131068714603,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/nh_white,medicaid_ever,384,252,1.5772479025356154,0.3483990694767051,0.8943982741140053,2.2600975309572258,False
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic/nh_white,medicaid_ever,1003,252,1.7590750411368052,0.34976510742709654,1.073548027530913,2.444602054742697,True
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/all_donors,medicare_ever,384,2083,4.690860274347863,2.3916050373984703,0.0034005358022923815,9.378320012893434,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/nh_white,medicare_ever,384,252,,,,,False
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic/nh_white,medicare_ever,1003,252,,,,,False
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/all_donors,uninsured_all_year,384,2083,2.132116228357669,0.3662096534871577,1.414358496731947,2.849873959983391,True
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin/nh_white,uninsured_all_year,384,252,7.015862933133548,3.6921467924507323,-0.2206118057049693,14.252337671972064,False
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic/nh_white,uninsured_all_year,1003,252,5.882203147077874,3.105090529154267,-0.20366245880090883,11.968068752956658,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/all_donors,public,12391,52303,1.3672189878398684,0.26193437328902613,0.8538370498803068,1.8806009257994298,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/nh_white,public,12391,19865,1.6170588092623692,0.41082988527777536,0.8118470303452073,2.422270588179531,False
pooled_2016_2024,plain,transport,0-17,both,hispanic/nh_white,public,18290,19865,1.63302805564044,0.2908183390926278,1.0630345849751328,2.203021526305747,True
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/all_donors,public_transport,12391,52303,1.367385327482757,0.262001030560129,0.8538727436725261,1.8808979112929878,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/nh_white,public_transport,12391,19865,1.6170202152031308,0.4108897789166597,0.8116910469108526,2.422349383495409,False
pooled_2016_2024,plain,transport,0-17,both,hispanic/nh_white,public_transport,18290,19865,1.632558698989273,0.2908485027606765,1.0625061086209486,2.2026112893575975,True
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/all_donors,medicare,12391,52303,0.9825492727243272,0.4548651352319845,0.0910299898466963,1.874068555601958,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/nh_white,medicare,12391,19865,0.9460813205922963,0.5257247531454747,-0.08432026135404469,1.9764829025386375,False
pooled_2016_2024,plain,transport,0-17,both,hispanic/nh_white,medicare,18290,19865,0.7832038240436783,0.3567579620811466,0.08397106716672476,1.482436580920632,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/all_donors,medicaid,12391,52303,1.4127780564426038,0.2845618175702566,0.8550471426296437,1.970508970255564,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/nh_white,medicaid,12391,19865,1.6942733399858139,0.4574579605898597,0.7976722127885454,2.5908744671830823,False
pooled_2016_2024,plain,transport,0-17,both,hispanic/nh_white,medicaid,18290,19865,1.6792449270706846,0.3217976054771762,1.04853321002419,2.3099566441171793,True
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/all_donors,medicaid_reported,12391,52303,1.4129738187327208,0.284639783480954,0.855090094542772,1.9708575429226696,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/nh_white,medicaid_reported,12391,19865,1.6942415010613547,0.4575310347387425,0.797497151164075,2.5909858509586345,False
pooled_2016_2024,plain,transport,0-17,both,hispanic/nh_white,medicaid_reported,18290,19865,1.6787305142453097,0.3218346875000327,1.0479461177695426,2.309514910721077,True
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/all_donors,other_public,12391,52303,0.8769253502904698,0.26211479673620763,0.3631897888724659,1.3906609117084736,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/nh_white,other_public,12391,19865,0.911934978164333,0.33012020916251916,0.2649112576369659,1.5589586986917001,False
pooled_2016_2024,plain,transport,0-17,both,hispanic/nh_white,other_public,18290,19865,1.25788322758807,0.3620387939723922,0.5483002303958645,1.9674662247802757,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/all_donors,va,12391,52303,0.8774230694277685,0.5232977271508864,-0.14822162897963675,1.9030677678351737,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/nh_white,va,12391,19865,1.0120347942531243,0.7479398119333192,-0.4539002997398427,2.477969888246091,False
pooled_2016_2024,plain,transport,0-17,both,hispanic/nh_white,va,18290,19865,1.4971311251646062,0.7488438230451904,0.029424201950747797,2.9648380483784647,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/all_donors,tricare,12391,52303,0.8713890446257782,0.3635051666529155,0.15893200979183353,1.5838460794597227,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/nh_white,tricare,12391,19865,0.7532655219366198,0.3772631006372451,0.013843431991709454,1.49268761188153,False
pooled_2016_2024,plain,transport,0-17,both,hispanic/nh_white,tricare,18290,19865,1.1809485616049396,0.44817723603875703,0.30253732027826896,2.0593598029316103,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/all_donors,ofd_stl,12391,52303,0.8869559311129824,0.3419736349885257,0.2166999228732256,1.5572119393527393,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/nh_white,ofd_stl,12391,19865,1.4246582692177825,0.6363032037487125,0.17752690662285397,2.671789631812711,False
pooled_2016_2024,plain,transport,0-17,both,hispanic/nh_white,ofd_stl,18290,19865,1.4560569021276382,0.49641499260427707,0.4831013952375378,2.4290124090177385,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/all_donors,opu,12391,52303,0.7599369427973307,0.30419271672767123,0.16373017365170028,1.3561437119429611,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/nh_white,opu,12391,19865,1.9177371339827516,1.3334014066273985,-0.6956815999419972,4.531155867907501,False
pooled_2016_2024,plain,transport,0-17,both,hispanic/nh_white,opu,18290,19865,5.289688545748174,3.77553194946279,-2.110218097679194,12.689595189175542,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/all_donors,out_of_pocket,12391,52303,0.46858647180307766,0.036967856175119315,0.3961308051141872,0.5410421384919681,True
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/nh_white,out_of_pocket,12391,19865,0.32862750684116226,0.030652876273735835,0.2685489733220777,0.3887060403602468,True
pooled_2016_2024,plain,transport,0-17,both,hispanic/nh_white,out_of_pocket,18290,19865,0.40648623875369677,0.03237127920775794,0.3430396973730009,0.46993278013439266,True
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/all_donors,private,12391,52303,0.4251833489202544,0.04011910897312263,0.34655134024109635,0.5038153575994124,True
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/nh_white,private,12391,19865,0.3107502376275205,0.03488168820863161,0.2423833850186471,0.37911709023639395,True
pooled_2016_2024,plain,transport,0-17,both,hispanic/nh_white,private,18290,19865,0.4217811952935252,0.042183363115780206,0.3391033228398207,0.5044590677472297,True
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/all_donors,total_exp,12391,52303,0.7554819321043361,0.10207219523758325,0.5554241056157321,0.9555397585929402,True
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/nh_white,total_exp,12391,19865,0.630426556993387,0.0981262615668593,0.4381026183847859,0.8227504956019881,True
pooled_2016_2024,plain,transport,0-17,both,hispanic/nh_white,total_exp,18290,19865,0.7108975469809337,0.07271640502263077,0.5683760120513499,0.8534190819105174,True
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/all_donors,any_public,12391,52303,1.3704838107652348,0.032734341124257785,1.3063256811040411,1.4346419404264286,True
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/nh_white,any_public,12391,19865,1.801465323880657,0.07344325548309431,1.6575191882264184,1.9454114595348957,True
pooled_2016_2024,plain,transport,0-17,both,hispanic/nh_white,any_public,18290,19865,1.7433145697541395,0.06419381130517168,1.6174970115656429,1.869132127942636,True
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/all_donors,medicaid_ever,12391,52303,1.5108578645929625,0.035862022762790026,1.4405695915651384,1.5811461376207865,True
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/nh_white,medicaid_ever,12391,19865,2.247919589674265,0.09601312109279991,2.059737330289094,2.436101849059436,True
pooled_2016_2024,plain,transport,0-17,both,hispanic/nh_white,medicaid_ever,18290,19865,2.1260838454933717,0.08298274928750775,1.9634406455517397,2.288727045435004,True
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/all_donors,medicare_ever,12391,52303,1.2139621236766522,0.28774039829695924,0.6500013061174018,1.7779229412359028,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/nh_white,medicare_ever,12391,19865,1.7819683152925128,0.7032177781765532,0.40368679677819164,3.1602498338068337,False
pooled_2016_2024,plain,transport,0-17,both,hispanic/nh_white,medicare_ever,18290,19865,1.7073432506806552,0.6504732639051238,0.4324390805203946,2.982247420840916,False
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/all_donors,uninsured_all_year,12391,52303,1.6738028701032626,0.16853338123722178,1.3434835126855493,2.0041222275209756,True
pooled_2016_2024,plain,transport,0-17,both,mexican_origin/nh_white,uninsured_all_year,12391,19865,2.1659688186230706,0.3394439229896053,1.5006709547924566,2.8312666824536845,True
pooled_2016_2024,plain,transport,0-17,both,hispanic/nh_white,uninsured_all_year,18290,19865,2.056558659104615,0.29560915179730957,1.4771753680814546,2.635941950127776,True
pooled_2016_2024,plain,transport,18-34,us_born,mexican_origin/all_donors,public,6461,37094,0.9058817671720585,0.11963633411322361,0.6713988610677395,1.1403646732763775,False
pooled_2016_2024,plain,transport,18-34,us_born,mexican_origin/nh_white,public,6461,18504,1.036089669100568,0.13250106238009426,0.7763923589222883,1.295786979278848,False
pooled_2016_2024,plain,transport,18-34,us_born,hispanic/nh_white,public,9319,18504,1.5932964625153652,0.5007716499629656,0.6118020641092539,2.5747908609214765,False
pooled_2016_2024,plain,transport,18-34,us_born,mexican_origin/all_donors,public_transport,6461,37094,0.9073573837758427,0.11996414507753622,0.6722319799877338,1.1424827875639518,False
pooled_2016_2024,plain,transport,18-34,us_born,mexican_origin/nh_white,public_transport,6461,18504,1.0376409422822326,0.13279982513226787,0.7773580678697705,1.2979238166946947,False
pooled_2016_2024,plain,transport,18-34,us_born,hispanic/nh_white,public_transport,9319,18504,1.5947819655459399,0.5017988224005716,0.6112743461562086,2.5782895849356713,False
pooled_2016_2024,plain,transport,18-34,us_born,mexican_origin/all_donors,medicare,6461,37094,0.3517838378709784,0.1288101066405164,0.09932066801080258,0.6042470077311541,True
pooled_2016_2024,plain,transport,18-34,us_born,mexican_origin/nh_white,medicare,6461,18504,0.3456456784718189,0.13467008447427092,0.08169716310728115,0.6095941938363566,True
pooled_2016_2024,plain,transport,18-34,us_born,hispanic/nh_white,medicare,9319,18504,0.48866695057656623,0.15504089991614387,0.18479237061024517,0.7925415305428873,True
pooled_2016_2024,plain,transport,18-34,us_born,mexican_origin/all_donors,medicaid,6461,37094,0.9718034119102311,0.14668845717826584,0.6842993188930842,1.259307504927378,False
pooled_2016_2024,plain,transport,18-34,us_born,mexican_origin/nh_white,medicaid,6461,18504,1.1543039140568523,0.16558941213608194,0.829754630048972,1.4788531980647326,False
pooled_2016_2024,plain,transport,18-34,us_born,hispanic/nh_white,medicaid,9319,18504,1.842874932700199,0.6334427542561746,0.6013499480902407,3.084399917310157,False
pooled_2016_2024,plain,transport,18-34,us_born,mexican_origin/all_donors,medicaid_reported,6461,37094,0.9737724359282265,0.14719058092697782,0.6852841984478217,1.2622606734086312,False
pooled_2016_2024,plain,transport,18-34,us_born,mexican_origin/nh_white,medicaid_reported,6461,18504,1.1565661606965534,0.16609120422302778,0.831033382270532,1.4820989391225747,False
pooled_2016_2024,plain,transport,18-34,us_born,hispanic/nh_white,medicaid_reported,9319,18504,1.8453868293615812,0.6351024921907792,0.600608818176023,3.090164840547139,False
