spec,scheme,band,nativity,measure,years,inverse_variance_mean,cochran_q,df,p_value,min_ratio,max_ratio,covid_2020_2021
plain,age_domain,18_64,both,medicaid,9,0.8004582066608865,10.735201209058054,8,0.2171591343406224,0.6784522037499495,1.353744501986824,2020:1.354;2021:0.802
plain,age_domain,18_64,both,medicare,9,0.24892631970360557,30.98339675270338,8,0.0001414625493081467,0.1383447137123987,0.7270165832296605,2020:0.247;2021:0.138
plain,age_domain,18_64,both,other_public,9,0.40085369252574926,13.796083027835534,8,0.08723772565924767,0.3027856146091676,1.0274113943477632,2020:0.417;2021:0.349
plain,age_domain,18_64,both,public,9,0.6278277761865403,13.550274734336394,8,0.09426697981099087,0.5199552956243535,0.8411934678563967,2020:0.768;2021:0.532
plain,age_domain,18_64,both,tricare,9,0.09677482767803573,14.05080906977691,8,0.08045067159063729,0.051956234224589226,0.6190067051148725,2020:0.052;2021:0.198
plain,age_domain,18_64,both,va,9,0.021027627168198244,33.39012995793232,8,5.23753717685561e-05,0.01611481557061681,1.2103927228752722,2020:0.092;2021:0.108
plain,age_domain,18_64,foreign_born,medicaid,9,1.0061787133514914,11.172163353095746,8,0.19213371841642599,0.7633245746128711,1.5149924981654996,2020:1.175;2021:0.852
plain,age_domain,18_64,foreign_born,medicare,9,0.7016511806920798,21.235960378894916,8,0.006546344274002112,0.32353945449436056,1.7259341304503097,2020:1.242;2021:0.556
plain,age_domain,18_64,foreign_born,other_public,9,0.5930192869001912,5.626326224144201,8,0.6890075091865854,0.4381138725929398,1.005291027817567,2020:0.695;2021:1.001
plain,age_domain,18_64,foreign_born,public,9,0.9690879974770241,5.9002689851610235,8,0.6584022911191638,0.8247902469971077,1.3699689115858276,2020:1.131;2021:0.837
plain,age_domain,18_64,foreign_born,tricare,9,0.02652195053167899,9.333731701260453,8,0.3149295738801785,0.013066609317805124,0.290687502964866,2020:0.191;2021:0.028
plain,age_domain,18_64,foreign_born,va,9,0.01630828788920703,9.552435583268391,8,0.29785354612760184,0.010964660428740943,0.45574268777138455,2020:0.097;2021:0.027
plain,age_domain,18_64,us_born,medicaid,9,0.8179151308747137,6.562742208259359,8,0.5844569599775883,0.7141123578982,1.5884991236665749,2020:1.588;2021:0.858
plain,age_domain,18_64,us_born,medicare,9,0.233728498694867,12.586125227929644,8,0.1269054399759026,0.14670745840241717,0.775380894222352,2020:0.189;2021:0.147
plain,age_domain,18_64,us_born,other_public,9,0.3514858199107999,12.787482125691316,8,0.11937388245565386,0.2725476899729439,1.288619377891403,2020:0.384;2021:0.273
plain,age_domain,18_64,us_born,public,9,0.6156225879359888,8.527686902332801,8,0.3836902756944397,0.504226071314243,0.8039783914567398,2020:0.804;2021:0.536
plain,age_domain,18_64,us_born,tricare,9,0.055133652410261164,18.14290338186654,8,0.020180267915222004,0.02990334757831775,0.9383843203748847,2020:0.030;2021:0.322
plain,age_domain,18_64,us_born,va,9,0.03241659178918487,27.833916866894892,8,0.000506880500331952,0.02231822577603709,1.7515783145165047,2020:0.101;2021:0.162
plain,age_domain,65plus,both,medicaid,9,1.848519239809781,5.425404278417238,8,0.7112898182371061,1.2299066658334559,2.5916878459810153,2020:2.003;2021:2.234
plain,age_domain,65plus,both,medicare,9,0.742089135466545,14.156762780396276,8,0.07776985216357599,0.6036633453212137,1.0252381895758724,2020:0.690;2021:0.604
plain,age_domain,65plus,both,other_public,9,0.3771726065991693,14.497429256319316,8,0.06968652907499508,0.21607199942565686,1.1829057635970466,2020:0.796;2021:0.294
plain,age_domain,65plus,both,public,9,0.8212920282789122,11.867830427642456,8,0.15719910399133086,0.6659943613711777,1.0929792259094546,2020:0.779;2021:0.666
plain,age_domain,65plus,both,tricare,9,0.014386217656789477,19.24308611332212,8,0.013612308641539849,0.011193749757066844,1.2585298515836298,2020:0.449;2021:0.412
plain,age_domain,65plus,both,va,9,0.3877189824896904,8.379940915488065,8,0.39726315173390825,0.19577858131761655,1.389684435788997,2020:0.792;2021:0.309
plain,age_domain,65plus,foreign_born,medicaid,9,0.897229624263876,5.0901815507794295,8,0.7478953642741106,0.5446398828980357,1.2757137344742457,2020:1.027;2021:1.198
plain,age_domain,65plus,foreign_born,medicare,9,0.8011119688638486,9.25548491919974,8,0.3212042254303905,0.6751061698423008,1.1395364700558148,2020:0.880;2021:0.675
plain,age_domain,65plus,foreign_born,other_public,9,0.03741200377574968,13.810691525704556,8,0.08683507897014651,0.026515036269731354,1.829447445012454,2020:0.330;2021:0.064
plain,age_domain,65plus,foreign_born,public,9,0.8166581950686976,4.424460913106393,8,0.8169421222172439,0.6817210886047936,1.047455364619803,2020:0.880;2021:0.721
plain,age_domain,65plus,foreign_born,tricare,8,0.0016944397874089114,5.745217399759582,7,0.5697939745588138,0.001323747155005657,0.6586294543565147,2020:0.044;2021:0.017
plain,age_domain,65plus,foreign_born,va,8,0.02395670328847,7.185278134536544,7,0.4098472511854159,0.01624168834730991,2.952488004043618,2020:0.570;2021:0.067
plain,age_domain,65plus,us_born,medicaid,9,1.500268052053023,5.587689986754126,8,0.6933065172524966,1.093501996931131,3.1718875395027535,2020:1.731;2021:2.150
plain,age_domain,65plus,us_born,medicare,9,0.7561729973968836,12.282653066378476,8,0.13903114225526733,0.5827776286234755,1.1123637767213572,2020:0.583;2021:0.681
plain,age_domain,65plus,us_born,other_public,9,0.6087668121245995,11.230520668629381,8,0.18897656575754884,0.350476094800935,1.9162188264516455,2020:1.277;2021:0.499
plain,age_domain,65plus,us_born,public,9,0.8507182275906016,10.115368662572397,8,0.2570217715096525,0.6875577806038069,1.1821303423342802,2020:0.688;2021:0.724
plain,age_domain,65plus,us_born,tricare,9,0.022794003293698722,17.33444751099087,8,0.026808918532217067,0.017919562302142537,2.308061191294105,2020:0.898;2021:0.793
plain,age_domain,65plus,us_born,va,9,0.6374363082498463,7.317199747211725,8,0.5028276656186221,0.3329847376778897,2.3764600787355197,2020:1.288;2021:0.514
plain,age_domain,all_ages,both,medicaid,9,1.0139587679699587,5.521310233668509,8,0.7006778724732667,0.9472893846327948,1.6060466192882705,2020:1.282;2021:1.006
plain,age_domain,all_ages,both,medicare,9,0.3044398612575058,15.193210054033303,8,0.05549571368985973,0.2206413856690799,0.3991326848922196,2020:0.285;2021:0.221
plain,age_domain,all_ages,both,other_public,9,0.3115359683050625,25.230871352495452,8,0.0014204949816313194,0.20570470914218206,0.7322253845865883,2020:0.426;2021:0.248
plain,age_domain,all_ages,both,public,9,0.5328546484204827,7.91528518271039,8,0.44178885197807094,0.44693462321738237,0.7573343254667498,2020:0.554;2021:0.447
plain,age_domain,all_ages,both,tricare,9,0.1254238914569096,20.160931159957766,8,0.0097440439189599,0.0697536720676044,0.7626376820157976,2020:0.295;2021:0.209
plain,age_domain,all_ages,both,va,9,0.15829571862187788,16.88828198488425,8,0.031293643268113944,0.1127203484482996,0.6689376510862594,2020:0.246;2021:0.117
plain,age_domain,all_ages,foreign_born,medicaid,9,0.9171777159855891,12.053439420679101,8,0.1488354271817957,0.6536380673516456,1.368387538479921,2020:1.071;2021:0.922
plain,age_domain,all_ages,foreign_born,medicare,9,0.5653501290396497,14.616174445446818,8,0.06705267462900165,0.4373450736764598,0.8462445928888791,2020:0.663;2021:0.437
plain,age_domain,all_ages,foreign_born,other_public,9,0.5863689276164054,1.7932737863878652,8,0.9867067595380724,0.49085825735601024,0.8208950024836201,2020:0.504;2021:0.537
plain,age_domain,all_ages,foreign_born,public,9,0.7249754562938976,4.685326061926167,8,0.7906182426154453,0.6397272209292442,0.9151857124929599,2020:0.795;2021:0.640
plain,age_domain,all_ages,foreign_born,tricare,9,0.028921887838621034,11.204526973739497,8,0.19037755179486848,0.013047652788262826,0.2424170750658698,2020:0.083;2021:0.029
plain,age_domain,all_ages,foreign_born,va,9,0.023149858897424443,12.360259827745628,8,0.1358392427318589,0.0131954087945742,0.8929537016695117,2020:0.153;2021:0.036
