spec,scheme,band,nativity,measure,years,inverse_variance_mean,cochran_q,df,p_value,min_ratio,max_ratio,covid_2020_2021
plain,age_domain,all_ages,us_born,medicaid,9,1.0724066309770095,3.0259141328367813,8,0.9327207745784459,1.0088548246470277,1.8161584619016815,2020:1.347;2021:1.036
plain,age_domain,all_ages,us_born,medicare,9,0.22930778355368622,9.256707680398756,8,0.3211055024551117,0.18594860746994799,0.3312483068719625,2020:0.186;2021:0.187
plain,age_domain,all_ages,us_born,other_public,9,0.27447577626763014,23.502569633530143,8,0.0027755152260605467,0.19348552611003816,0.8118030624376135,2020:0.440;2021:0.211
plain,age_domain,all_ages,us_born,public,9,0.499167035379122,5.3996637407145105,8,0.7141292424229536,0.4193992534884259,0.7943172184226912,2020:0.492;2021:0.419
plain,age_domain,all_ages,us_born,tricare,9,0.1391607233633171,20.958038373413782,8,0.007259735989188494,0.07649211359217316,1.0005709033244963,2020:0.389;2021:0.286
plain,age_domain,all_ages,us_born,va,9,0.18690960909699184,15.337113424828253,8,0.05291258587610766,0.13584194969900856,0.8316289740798256,2020:0.300;2021:0.147
plain,age_domain,under18,both,medicaid,9,1.1342637477375985,9.86289260553281,8,0.2747812900409924,0.9309132514795717,2.4589824034728283,2020:0.931;2021:1.229
plain,age_domain,under18,both,medicare,9,0.06753490454782524,18.78486737171417,8,0.016053496584031653,0.0357230753980265,2.408324672277889,2020:2.408;2021:0.549
plain,age_domain,under18,both,other_public,9,0.23691427168254456,14.569068782712602,8,0.0680865239396059,0.15120242657258742,2.0467343455371703,2020:1.087;2021:0.360
plain,age_domain,under18,both,public,9,1.1056979773607056,7.658127287384309,8,0.4675570921406652,0.9760959458457004,2.4309971964518278,2020:0.976;2021:1.170
plain,age_domain,under18,both,tricare,9,0.042174730702280186,20.097622460102354,8,0.009972955704512416,0.019662569986626275,2.1980587630477753,2020:1.432;2021:0.275
plain,age_domain,under18,both,va,8,0.07866086708434884,7.75127358091791,7,0.3550365611004994,0.044896254410588886,2.782198165385079,2020:0.762;2021:0.306
plain,age_domain,under18,foreign_born,medicaid,9,0.2543303284325656,32.04131460111555,8,9.156788128486209e-05,0.12094532636863725,3.024446118057368,2020:0.121;2021:3.024
plain,age_domain,under18,foreign_born,medicare,3,1.4679028565688286,11.975465276072953,2,0.002509347203286814,0.5684298675839831,10.105336195359095,2020:10.105
plain,age_domain,under18,foreign_born,other_public,7,0.08647353293363226,2.894172679431135,6,0.8220073087006834,0.05257903124824922,0.5910403394052064,2021:0.591
plain,age_domain,under18,foreign_born,public,9,0.17319775445687322,35.52076014677912,8,2.148598137526376e-05,0.09241258833617909,2.941592163746135,2020:0.092;2021:2.942
plain,age_domain,under18,foreign_born,tricare,3,0.17842674909151515,0.9692902867137977,2,0.6159157197745735,0.13872434039046616,1.584711842934024,2021:1.585
plain,age_domain,under18,us_born,medicaid,9,1.1277095683407685,9.1979276042726,8,0.32587528374940045,0.9348481140885291,2.462046827177902,2020:0.935;2021:1.187
plain,age_domain,under18,us_born,medicare,9,0.06717676479126407,18.57482594612844,8,0.017306526884547382,0.035619299976934936,2.374815736735543,2020:2.375;2021:0.544
plain,age_domain,under18,us_born,other_public,9,0.2305467682848848,15.229268078710103,8,0.05483783210268696,0.1447112942053008,2.081360255288168,2020:1.176;2021:0.356
plain,age_domain,under18,us_born,public,9,1.101571140942044,7.172802152604708,8,0.5181087199269989,0.9722844330951501,2.435796589755268,2020:0.984;2021:1.130
plain,age_domain,under18,us_born,tricare,9,0.03986204930268965,20.49701810152945,8,0.008610639060523149,0.018774379491367982,2.2344835017032856,2020:1.631;2021:0.263
plain,age_domain,under18,us_born,va,8,0.07829068755235986,7.800442979694745,7,0.35051927122933324,0.04463565984739172,2.756672218734313,2020:0.779;2021:0.304
plain,transport,0-17,both,medicaid,9,1.1342637477375985,9.86289260553281,8,0.2747812900409924,0.9309132514795717,2.4589824034728283,2020:0.931;2021:1.229
plain,transport,0-17,both,medicare,9,0.06753490454782524,18.78486737171417,8,0.016053496584031653,0.0357230753980265,2.408324672277889,2020:2.408;2021:0.549
plain,transport,0-17,both,other_public,9,0.23691427168254456,14.569068782712602,8,0.0680865239396059,0.15120242657258742,2.0467343455371703,2020:1.087;2021:0.360
plain,transport,0-17,both,public,9,1.1056979773607056,7.658127287384309,8,0.4675570921406652,0.9760959458457004,2.4309971964518278,2020:0.976;2021:1.170
plain,transport,0-17,both,tricare,9,0.042174730702280186,20.097622460102354,8,0.009972955704512416,0.019662569986626275,2.1980587630477753,2020:1.432;2021:0.275
plain,transport,0-17,both,va,8,0.07866086708434884,7.75127358091791,7,0.3550365611004994,0.044896254410588886,2.782198165385079,2020:0.762;2021:0.306
plain,transport,0-17,foreign_born,medicaid,9,0.2543303284325656,32.04131460111555,8,9.156788128486209e-05,0.12094532636863725,3.024446118057368,2020:0.121;2021:3.024
plain,transport,0-17,foreign_born,medicare,3,1.4679028565688286,11.975465276072953,2,0.002509347203286814,0.5684298675839831,10.105336195359095,2020:10.105
plain,transport,0-17,foreign_born,other_public,7,0.08647353293363226,2.894172679431135,6,0.8220073087006834,0.05257903124824922,0.5910403394052064,2021:0.591
plain,transport,0-17,foreign_born,public,9,0.17319775445687322,35.52076014677912,8,2.148598137526376e-05,0.09241258833617909,2.941592163746135,2020:0.092;2021:2.942
plain,transport,0-17,foreign_born,tricare,3,0.17842674909151515,0.9692902867137977,2,0.6159157197745735,0.13872434039046616,1.584711842934024,2021:1.585
plain,transport,0-17,us_born,medicaid,9,1.1277095683407685,9.1979276042726,8,0.32587528374940045,0.9348481140885291,2.462046827177902,2020:0.935;2021:1.187
plain,transport,0-17,us_born,medicare,9,0.06717676479126407,18.57482594612844,8,0.017306526884547382,0.035619299976934936,2.374815736735543,2020:2.375;2021:0.544
plain,transport,0-17,us_born,other_public,9,0.2305467682848848,15.229268078710103,8,0.05483783210268696,0.1447112942053008,2.081360255288168,2020:1.176;2021:0.356
plain,transport,0-17,us_born,public,9,1.101571140942044,7.172802152604708,8,0.5181087199269989,0.9722844330951501,2.435796589755268,2020:0.984;2021:1.130
plain,transport,0-17,us_born,tricare,9,0.03986204930268965,20.49701810152945,8,0.008610639060523149,0.018774379491367982,2.2344835017032856,2020:1.631;2021:0.263
plain,transport,0-17,us_born,va,8,0.07829068755235986,7.800442979694745,7,0.35051927122933324,0.04463565984739172,2.756672218734313,2020:0.779;2021:0.304
plain,transport,18-34,both,medicaid,9,0.8612266021681962,11.037380865894633,8,0.19959013095728612,0.6302319897084504,1.9416529138930207,2020:1.942;2021:0.831
plain,transport,18-34,both,medicare,9,0.02364446894135261,15.119488299656254,8,0.05686330558205329,0.016836017468948673,0.8265068589353082,2020:0.290;2021:0.108
plain,transport,18-34,both,other_public,9,0.45607617513809773,10.768585578356692,8,0.21515934951869697,0.2209001997005994,2.282807137331165,2020:0.427;2021:0.221
plain,transport,18-34,both,public,9,0.8137759678487185,9.745145693804218,8,0.28337096337580914,0.6438002302410089,1.6497176452278406,2020:1.650;2021:0.727
plain,transport,18-34,both,tricare,9,0.0843246353988337,12.856154765360056,8,0.11689564246972103,0.059689666465410914,1.5963468896861461,2020:0.135;2021:0.060
plain,transport,18-34,both,va,8,0.03735972672166476,17.023405175597876,7,0.017245883243084088,0.021910976653426017,3.2114614133570805,2020:0.108;2021:0.045
plain,transport,18-34,foreign_born,medicaid,9,1.217068452690181,8.91551890113629,8,0.3494727823851047,0.8819044066297207,1.9417581046036707,2020:1.942;2021:0.882
plain,transport,18-34,foreign_born,medicare,9,0.05109458080332683,11.076936220018379,8,0.19737788214950988,0.026423382560922398,2.7406415936101935,2020:0.493;2021:0.052
plain,transport,18-34,foreign_born,other_public,9,0.1280512365015452,11.47228772658315,8,0.1763471665918858,0.08712489269200177,2.5007214634935995,2020:1.303;2021:0.123
plain,transport,18-34,foreign_born,public,9,1.1177543650766075,12.65194446457523,8,0.12439947300987945,0.7355339143614439,1.9980994823958707,2020:1.801;2021:0.736
plain,transport,18-34,foreign_born,tricare,6,0.004935113598069132,3.82201778526224,5,0.5753150937084124,0.0036532050840756476,0.5129112805285742,2020:0.513;2021:0.004
plain,transport,18-34,foreign_born,va,4,0.006394979614719107,5.351922434125236,3,0.1477684838584601,0.006197373319030897,2.664209402710156,
plain,transport,18-34,us_born,medicaid,9,0.7965755367762698,8.943610798552745,8,0.3470752184090591,0.6265299485880347,2.087007071951969,2020:2.087;2021:0.909
plain,transport,18-34,us_born,medicare,9,0.025170617539242886,13.951139812159916,8,0.08304786165563274,0.017918374591375085,0.7881023911616852,2020:0.329;2021:0.126
plain,transport,18-34,us_born,other_public,9,0.27096373985342437,15.127527039249474,8,0.056712698134899514,0.15710645472660514,2.1356610655570307,2020:0.157;2021:0.256
plain,transport,18-34,us_born,public,9,0.7765918349692111,7.061921167624476,8,0.5299668358972792,0.6415493143683462,1.7437876492109183,2020:1.744;2021:0.798
plain,transport,18-34,us_born,tricare,9,0.08215160722126089,12.824781173804608,8,0.11802222836152063,0.0511055437959907,2.24728551323966,2020:0.051;2021:0.080
plain,transport,18-34,us_born,va,8,0.01575857066360111,16.732640233022792,7,0.019203937314352947,0.009892439569285545,3.3384100629382436,2020:0.135;2021:0.058
plain,transport,35-49,both,medicaid,9,0.7034755509286039,7.820318428879732,8,0.45121606953115534,0.5249567246976397,1.2424338152752488,2020:1.242;2021:0.868
plain,transport,35-49,both,medicare,9,0.23257164992731047,4.7744185135893735,8,0.7813920496934555,0.12984858052367632,0.36069025086517165,2020:0.361;2021:0.246
plain,transport,35-49,both,other_public,9,0.3901737780473242,7.311563295542216,8,0.5034205494255997,0.2907074750714158,1.3969308505143851,2020:0.389;2021:0.541
plain,transport,35-49,both,public,9,0.5881189593074629,4.445372242228295,8,0.8148732393167462,0.49002715711272776,0.8510323800365295,2020:0.851;2021:0.670
plain,transport,35-49,both,tricare,9,0.0005395197696074286,13.485267200753503,8,0.09620815930850816,0.0004806857985974526,0.7622691430878212,2020:0.019;2021:0.130
plain,transport,35-49,both,va,9,0.03272264392120506,12.026513689669105,8,0.15002482204180426,0.02454052963641268,2.1222593091942317,2020:0.086;2021:0.126
plain,transport,35-49,foreign_born,medicaid,9,0.990142513145164,7.716271114875033,8,0.4616648535572748,0.6152039501500371,1.7013782482357087,2020:1.701;2021:1.364
plain,transport,35-49,foreign_born,medicare,9,0.04861902560347344,7.007421756653167,8,0.5358321269426422,0.024792240012392847,0.8748473642647253,2020:0.335;2021:0.107
plain,transport,35-49,foreign_born,other_public,9,1.184961466099317,3.3463000387974513,8,0.9107855341922614,0.932479034932311,1.930218456892241,2020:1.473;2021:1.405
plain,transport,35-49,foreign_born,public,9,0.9382727080548765,7.986373433658196,8,0.434802342143244,0.6673603019879155,1.6642290198236498,2020:1.664;2021:1.349
plain,transport,35-49,foreign_born,tricare,8,0.00019772264964729467,6.618304003241541,7,0.4696727704916447,0.00019298647454435027,0.6987176141952384,2020:0.016;2021:0.000
plain,transport,35-49,foreign_born,va,8,0.02040143521046111,14.750598624304455,7,0.039332617389085466,0.013419684246378832,2.015078332007009,2020:0.013
plain,transport,35-49,us_born,medicaid,9,0.6678613640269522,11.541293608390397,8,0.17287330388857122,0.4340100284005451,1.4265681524713765,2020:0.789;2021:0.620
plain,transport,35-49,us_born,medicare,9,0.43043683501162305,2.5683254573293306,8,0.9584686118222051,0.2671326203389154,0.6775201562276828,2020:0.678;2021:0.438
plain,transport,35-49,us_born,other_public,9,0.32958525236374536,5.184116645897611,8,0.7377284682893799,0.23299179731712222,2.0070699136414154,2020:0.340;2021:0.339
plain,transport,35-49,us_born,public,9,0.6429718513638535,5.602582738709428,8,0.6916501106753096,0.4721121035549969,1.0496316030336865,2020:0.676;2021:0.528
plain,transport,35-49,us_born,tricare,9,0.0010861480620358807,11.516288561138957,8,0.1741254729645479,0.0009523329510677742,1.606849980417298,2020:0.034;2021:0.270
plain,transport,35-49,us_born,va,9,0.04496267572745552,11.402960768801826,8,0.17989524130029066,0.029587193098109796,3.654811315059253,2020:0.166;2021:0.233
plain,transport,50-64,both,medicaid,9,0.8849193554254507,3.38744268611726,8,0.9077475163419637,0.7620712547835615,1.4022213970362738,2020:1.183;2021:0.778
plain,transport,50-64,both,medicare,9,0.3035063316223648,32.00994878224355,8,9.27602315072921e-05,0.16717314435994216,1.2836227797227795,2020:0.341;2021:0.167
plain,transport,50-64,both,other_public,9,0.3824541586739503,3.717007508924128,8,0.8817110901141401,0.2632702866453631,0.9737310930239904,2020:0.587;2021:0.396
plain,transport,50-64,both,public,9,0.6419778113333509,15.181492197217914,8,0.05571105723374605,0.4409505812667125,1.0565402494491019,2020:0.646;2021:0.441
plain,transport,50-64,both,tricare,9,0.05498937826791251,9.466052849722361,8,0.3045168203312023,0.02562674194444447,0.526554083346421,2020:0.026;2021:0.527
plain,transport,50-64,both,va,9,0.0317930691171612,13.89946604245112,8,0.08442372380079959,0.02059345748005893,1.136539451020245,2020:0.130;2021:0.158
plain,transport,50-64,foreign_born,medicaid,9,0.8248415607159507,16.171062110789382,8,0.039996113284008955,0.5649719304250727,1.5188037094896127,2020:0.587;2021:0.565
plain,transport,50-64,foreign_born,medicare,9,0.9080221945934952,19.00334805448496,8,0.014841752476672809,0.3943845858629277,2.177687221855505,2020:1.413;2021:0.704
plain,transport,50-64,foreign_born,other_public,9,0.04732513914745011,24.115341348051132,8,0.002191917685835577,0.029890617165853534,1.261200106780615,2020:0.321;2021:1.005
plain,transport,50-64,foreign_born,public,9,0.906411748936309,13.294892558976866,8,0.10209805268258973,0.5817567459228693,1.5655711750762686,2020:0.783;2021:0.614
plain,transport,50-64,foreign_born,tricare,9,0.0037244872145255495,6.698921280138187,8,0.5694375039429046,0.0028217689463595134,0.31564168471579335,2020:0.075;2021:0.082
plain,transport,50-64,foreign_born,va,6,0.008581472790371835,3.9057788872000923,5,0.5630598007495737,0.006422793373156735,0.3196111072041087,2020:0.121;2021:0.055
plain,transport,50-64,us_born,medicaid,9,1.0287058103753248,4.572839078414303,8,0.8021023244074714,0.7806188731811956,2.3617697286713804,2020:2.362;2021:1.034
plain,transport,50-64,us_born,medicare,9,0.30822401245672737,15.086807122091145,8,0.057479366302246045,0.19569107417113854,1.9327551258316054,2020:0.265;2021:0.196
plain,transport,50-64,us_born,other_public,9,0.15617582633649607,16.687299292142114,8,0.03353501203318334,0.1058904095110776,1.6541925058797233,2020:1.198;2021:0.499
plain,transport,50-64,us_born,public,9,0.784988717975455,6.336252629825224,8,0.609622034171063,0.5307552095423991,1.3060632626325401,2020:0.984;2021:0.531
plain,transport,50-64,us_born,tricare,9,0.02865086575179733,11.369444406014406,8,0.1816316044471673,0.016069850763728792,1.22899170517888,2020:0.016;2021:1.229
plain,transport,50-64,us_born,va,9,0.05791453126488995,11.80766540510506,8,0.15999388892997377,0.048235280483798514,2.6733963316679072,2020:0.119;2021:0.341
plain,transport,65+,both,medicaid,9,1.848519239809781,5.425404278417238,8,0.7112898182371061,1.2299066658334559,2.5916878459810153,2020:2.003;2021:2.234
plain,transport,65+,both,medicare,9,0.742089135466545,14.156762780396276,8,0.07776985216357599,0.6036633453212137,1.0252381895758724,2020:0.690;2021:0.604
plain,transport,65+,both,other_public,9,0.3771726065991693,14.497429256319316,8,0.06968652907499508,0.21607199942565686,1.1829057635970466,2020:0.796;2021:0.294
plain,transport,65+,both,public,9,0.8212920282789122,11.867830427642456,8,0.15719910399133086,0.6659943613711777,1.0929792259094546,2020:0.779;2021:0.666
plain,transport,65+,both,tricare,9,0.014386217656789477,19.24308611332212,8,0.013612308641539849,0.011193749757066844,1.2585298515836298,2020:0.449;2021:0.412
plain,transport,65+,both,va,9,0.3877189824896904,8.379940915488065,8,0.39726315173390825,0.19577858131761655,1.389684435788997,2020:0.792;2021:0.309
plain,transport,65+,foreign_born,medicaid,9,0.897229624263876,5.0901815507794295,8,0.7478953642741106,0.5446398828980357,1.2757137344742457,2020:1.027;2021:1.198
plain,transport,65+,foreign_born,medicare,9,0.8011119688638486,9.25548491919974,8,0.3212042254303905,0.6751061698423008,1.1395364700558148,2020:0.880;2021:0.675
plain,transport,65+,foreign_born,other_public,9,0.03741200377574968,13.810691525704556,8,0.08683507897014651,0.026515036269731354,1.829447445012454,2020:0.330;2021:0.064
plain,transport,65+,foreign_born,public,9,0.8166581950686976,4.424460913106393,8,0.8169421222172439,0.6817210886047936,1.047455364619803,2020:0.880;2021:0.721
plain,transport,65+,foreign_born,tricare,8,0.0016944397874089114,5.745217399759582,7,0.5697939745588138,0.001323747155005657,0.6586294543565147,2020:0.044;2021:0.017
plain,transport,65+,foreign_born,va,8,0.02395670328847,7.185278134536544,7,0.4098472511854159,0.01624168834730991,2.952488004043618,2020:0.570;2021:0.067
plain,transport,65+,us_born,medicaid,9,1.500268052053023,5.587689986754126,8,0.6933065172524966,1.093501996931131,3.1718875395027535,2020:1.731;2021:2.150
plain,transport,65+,us_born,medicare,9,0.7561729973968836,12.282653066378476,8,0.13903114225526733,0.5827776286234755,1.1123637767213572,2020:0.583;2021:0.681
plain,transport,65+,us_born,other_public,9,0.6087668121245995,11.230520668629381,8,0.18897656575754884,0.350476094800935,1.9162188264516455,2020:1.277;2021:0.499
plain,transport,65+,us_born,public,9,0.8507182275906016,10.115368662572397,8,0.2570217715096525,0.6875577806038069,1.1821303423342802,2020:0.688;2021:0.724
plain,transport,65+,us_born,tricare,9,0.022794003293698722,17.33444751099087,8,0.026808918532217067,0.017919562302142537,2.308061191294105,2020:0.898;2021:0.793
plain,transport,65+,us_born,va,9,0.6374363082498463,7.317199747211725,8,0.5028276656186221,0.3329847376778897,2.3764600787355197,2020:1.288;2021:0.514
winsor_p995,age_domain,18_64,both,medicaid,9,0.8762453279033176,4.028305508885711,8,0.8545606445862067,0.7663451403685478,0.9611460025048479,2020:0.961;2021:0.907
winsor_p995,age_domain,18_64,both,medicare,9,0.25742159858372854,26.008709479931344,8,0.0010467015290510026,0.14386155786912846,0.5103260326490463,2020:0.290;2021:0.144
winsor_p995,age_domain,18_64,both,other_public,9,0.39927195955801953,11.46012672718615,8,0.17696532847283597,0.3029098422443051,0.7247988447315112,2020:0.360;2021:0.404
winsor_p995,age_domain,18_64,both,public,9,0.6448998107350524,10.865959776703189,8,0.20941039086133267,0.5348723725429787,0.7751124082495214,2020:0.636;2021:0.565
winsor_p995,age_domain,18_64,both,tricare,9,0.16142696424582942,16.285804187365194,8,0.03846734132673604,0.07188194873424894,0.48761575518380545,2020:0.072;2021:0.185
winsor_p995,age_domain,18_64,both,va,9,0.07702841723150182,26.33281003367422,8,0.000921033972120251,0.0415164078047264,0.8295765856371183,2020:0.131;2021:0.276
winsor_p995,age_domain,18_64,foreign_born,medicaid,9,1.0264819009547481,7.306319857319177,8,0.5039723623551107,0.7867501749882476,1.2969708845356176,2020:0.999;2021:0.972
winsor_p995,age_domain,18_64,foreign_born,medicare,9,0.8028697844649525,12.931923815712784,8,0.11421346152996628,0.4298423975580237,1.3427692386268202,2020:1.337;2021:0.541
winsor_p995,age_domain,18_64,foreign_born,other_public,9,0.6864436155569406,3.281046525514334,8,0.9155028866122622,0.4730460102214829,0.9322993719850804,2020:0.932;2021:0.894
winsor_p995,age_domain,18_64,foreign_born,public,9,0.9852810732130219,4.350999972033896,8,0.8241483766486772,0.7695028334500514,1.2201890731152831,2020:1.013;2021:0.921
winsor_p995,age_domain,18_64,foreign_born,tricare,9,0.09868640552601363,8.629973260301862,8,0.3744654545058922,0.05890031060780958,0.6575375795669631,2020:0.282;2021:0.081
winsor_p995,age_domain,18_64,foreign_born,va,9,0.051339915307700046,8.690109169154448,8,0.3691085069810953,0.02062215194529266,0.6514905614427632,2020:0.298;2021:0.261
winsor_p995,age_domain,18_64,us_born,medicaid,9,0.9208499656357916,2.717065026688444,8,0.950840235154266,0.8047683059707619,1.0782485992910662,2020:1.078;2021:0.987
