window,codes,span,records,weighted_population,mean_age,share_under18,adults_18plus,own_children_under18_per_adult,linked_children_weighted,linked_children_us_born_share
w1_pre1990,"1,2,3,4,5,6,7,8,9,10,11",before 1950 through 1989,1403,2939241.1478546197,61.299687871443616,0.0,2939241.1478546197,0.2631203853103558,721248.54941171,0.9663202839452454
w2_1990_1999,"12,13,14,15,16",1990 through 1999,1236,2622620.7886000406,49.66261268500624,0.0,2622620.7886000406,0.6909285391506379,1687101.60712808,0.9690679237795794
w3_2000_2009,"17,18,19,20,21",2000 through 2009,1503,3281865.03499489,43.072901676308156,0.005197728304368422,3264806.79221138,0.8714126971437888,2375876.76424502,0.9587960278784922
w4_2010_2015,"22,23,24",2010 through 2015,437,983891.3827865601,39.339818551298215,0.09470917243113483,890707.84416072,0.861966037792202,724669.06209385,0.9110413462785704
w5_2016_2025,"25,26,27,28",2016 through the March 2025 interview (top code 28 = 2022-2025),1052,2393163.52831979,32.42991436273308,0.18207746786683582,1957422.3728920599,0.6523089699803695,1023176.07101653,0.6655520233479427
mexico_born,,all codes 1-28,5631,12220781.882555902,46.48609373487583,0.044676596152691574,11674798.94571882,0.640269354864725,5560310.462138521,0.9116876492131534
