wave,slice,group,measure,n_unweighted,n_unweighted_band,weighted_pop,estimate,se,singleton_strata
2018,sex:women|age:40-49,difference_returnee_minus_nonmigrant,mean_years_schooling,52,52,,0.1403285557784315,0.8597693321127969,-1
2018,sex:women|age:50-59,returnee_from_us,lt_lower_secondary,25,11,5544.0,0.409992784992785,0.11116716259971025,0
2018,sex:women|age:50-59,returnee_from_us,lower_secondary,25,7,5544.0,0.2958152958152958,0.10254562445596431,0
2018,sex:women|age:50-59,returnee_from_us,upper_secondary,25,3,5544.0,0.1378066378066378,0.07811756639913878,0
2018,sex:women|age:50-59,returnee_from_us,tertiary,25,4,5544.0,0.15638528138528138,0.08273739813749137,0
2018,sex:women|age:50-59,returnee_from_us,mean_years_schooling,25,25,5544.0,8.729076479076479,0.9661878288292655,0
2018,sex:women|age:50-59,non_migrant,lt_lower_secondary,21380,9727,7024830.0,0.453801017248816,0.004744600760855475,0
2018,sex:women|age:50-59,non_migrant,lower_secondary,21380,4718,7024830.0,0.20708814305826617,0.003806202997255468,0
2018,sex:women|age:50-59,non_migrant,upper_secondary,21380,3108,7024830.0,0.1496066096973165,0.0035854356710804214,0
2018,sex:women|age:50-59,non_migrant,tertiary,21380,3827,7024830.0,0.18950422999560132,0.004081119998804482,0
2018,sex:women|age:50-59,non_migrant,mean_years_schooling,21380,21376,7021876.0,8.598070942864842,0.050295962650154305,0
2018,sex:women|age:50-59,difference_returnee_minus_nonmigrant,lt_lower_secondary,25,11,,-0.04380823225603098,0.11128877197655171,-1
2018,sex:women|age:50-59,difference_returnee_minus_nonmigrant,lower_secondary,25,7,,0.08872715275702964,0.10253240077508562,-1
2018,sex:women|age:50-59,difference_returnee_minus_nonmigrant,upper_secondary,25,3,,-0.011799971890678718,0.0782277451362626,-1
2018,sex:women|age:50-59,difference_returnee_minus_nonmigrant,tertiary,25,4,,-0.03311894861031994,0.08285088776248195,-1
2018,sex:women|age:50-59,difference_returnee_minus_nonmigrant,mean_years_schooling,25,25,,0.1310055362116369,0.9679346716698032,-1
2018,sex:women|age:60-64,returnee_from_us,lt_lower_secondary,12,8,3231.0,0.48746518105849584,0.1728116558969684,0
2018,sex:women|age:60-64,returnee_from_us,lower_secondary,12,1,3231.0,0.2281027545651501,0.1860436483478028,0
2018,sex:women|age:60-64,returnee_from_us,upper_secondary,12,1,3231.0,0.06128133704735376,0.061246640366715906,0
2018,sex:women|age:60-64,returnee_from_us,tertiary,12,2,3231.0,0.22315072732900032,0.14178636045055945,0
2018,sex:women|age:60-64,returnee_from_us,mean_years_schooling,12,12,3231.0,8.803156917363046,1.5376870007976888,0
2018,sex:women|age:60-64,non_migrant,lt_lower_secondary,8070,5000,2606335.0,0.6169840024402082,0.007264919665259582,0
2018,sex:women|age:60-64,non_migrant,lower_secondary,8070,1188,2606335.0,0.14177494451020303,0.004991368844208936,0
2018,sex:women|age:60-64,non_migrant,upper_secondary,8070,869,2606335.0,0.11439243228518206,0.00475177819505959,0
2018,sex:women|age:60-64,non_migrant,tertiary,8070,1011,2606335.0,0.12684862076440673,0.005044434919519282,0
2018,sex:women|age:60-64,non_migrant,mean_years_schooling,8070,8064,2605041.0,6.962533795053513,0.07445211090746261,0
2018,sex:women|age:60-64,difference_returnee_minus_nonmigrant,lt_lower_secondary,12,8,,-0.1295188213817124,0.17307383437785856,-1
2018,sex:women|age:60-64,difference_returnee_minus_nonmigrant,lower_secondary,12,1,,0.08632781005494708,0.18612151642633798,-1
2018,sex:women|age:60-64,difference_returnee_minus_nonmigrant,upper_secondary,12,1,,-0.0531110952378283,0.06143323833276146,-1
2018,sex:women|age:60-64,difference_returnee_minus_nonmigrant,tertiary,12,2,,0.09630210656459359,0.1418967727111956,-1
2018,sex:women|age:60-64,difference_returnee_minus_nonmigrant,mean_years_schooling,12,12,,1.8406231223095322,1.5401412347061,-1
2023,all,returnee_from_us,lt_lower_secondary,647,188,202515.0,0.2801619633113597,0.021289825325766138,56
2023,all,returnee_from_us,lower_secondary,647,194,202515.0,0.32249463002740536,0.02311161716591884,56
2023,all,returnee_from_us,upper_secondary,647,156,202515.0,0.24255487247858185,0.02079222811952569,56
2023,all,returnee_from_us,tertiary,647,109,202515.0,0.15478853418265315,0.018368159976507037,56
2023,all,returnee_from_us,mean_years_schooling,647,647,202515.0,9.559844949756808,0.20378569244906264,56
2023,all,non_migrant,lt_lower_secondary,208155,46836,75474634.0,0.23218293446775773,0.0019335157537047714,56
2023,all,non_migrant,lower_secondary,208155,55240,75474634.0,0.260327542628428,0.0016039440229505156,56
2023,all,non_migrant,upper_secondary,208155,48305,75474634.0,0.22994884612491132,0.0014661444898991594,56
2023,all,non_migrant,tertiary,208155,57772,75474634.0,0.277540676778903,0.002059571091303178,56
2023,all,non_migrant,mean_years_schooling,208155,208115,75463789.0,10.589825207424981,0.021734086938479367,56
2023,all,difference_returnee_minus_nonmigrant,lt_lower_secondary,647,188,,0.047979028843601945,0.02133590248871876,-1
2023,all,difference_returnee_minus_nonmigrant,lower_secondary,647,194,,0.06216708739897736,0.023099920945564772,-1
2023,all,difference_returnee_minus_nonmigrant,upper_secondary,647,156,,0.01260602635367053,0.020812636906790985,-1
2023,all,difference_returnee_minus_nonmigrant,tertiary,647,109,,-0.12275214259624984,0.01848524357140892,-1
2023,all,difference_returnee_minus_nonmigrant,mean_years_schooling,647,647,,-1.0299802576681731,0.20482337404312176,-1
2023,sex:men,returnee_from_us,lt_lower_secondary,520,152,166742.0,0.28401962313034507,0.02345756477771605,56
2023,sex:men,returnee_from_us,lower_secondary,520,169,166742.0,0.34502404912979334,0.02631738476392189,56
2023,sex:men,returnee_from_us,upper_secondary,520,124,166742.0,0.23578942318072232,0.022741822681061858,56
2023,sex:men,returnee_from_us,tertiary,520,75,166742.0,0.13516690455913927,0.019461527410140456,56
2023,sex:men,returnee_from_us,mean_years_schooling,520,520,166742.0,9.343866572309317,0.20555045022445662,56
2023,sex:men,non_migrant,lt_lower_secondary,98877,22464,35787097.0,0.2286480795019501,0.002238578732649008,56
2023,sex:men,non_migrant,lower_secondary,98877,25136,35787097.0,0.25115239160080516,0.002057041199614297,56
2023,sex:men,non_migrant,upper_secondary,98877,23574,35787097.0,0.2380495405928008,0.0020241691160152683,56
2023,sex:men,non_migrant,tertiary,98877,27703,35787097.0,0.28214998830444393,0.002435292647829775,56
2023,sex:men,non_migrant,mean_years_schooling,98877,98854,35780604.0,10.6710607791864,0.02480642080344221,56
2023,sex:men,difference_returnee_minus_nonmigrant,lt_lower_secondary,520,152,,0.05537154362839497,0.023509856602510797,-1
2023,sex:men,difference_returnee_minus_nonmigrant,lower_secondary,520,169,,0.09387165752898818,0.02630657921437289,-1
2023,sex:men,difference_returnee_minus_nonmigrant,upper_secondary,520,124,,-0.0022601174120784884,0.022785494436305457,-1
2023,sex:men,difference_returnee_minus_nonmigrant,tertiary,520,75,,-0.14698308374530467,0.01961200277302375,-1
2023,sex:men,difference_returnee_minus_nonmigrant,mean_years_schooling,520,520,,-1.327194206877083,0.20669708276902568,-1
2023,sex:women,returnee_from_us,lt_lower_secondary,127,36,35773.0,0.26218097447795824,0.04271828208698171,56
2023,sex:women,returnee_from_us,lower_secondary,127,25,35773.0,0.21748245883767087,0.04178871958096279,56
2023,sex:women,returnee_from_us,upper_secondary,127,32,35773.0,0.2740893970312806,0.049251410749695364,56
2023,sex:women,returnee_from_us,tertiary,127,34,35773.0,0.24624716965309032,0.04772254228039651,56
2023,sex:women,returnee_from_us,mean_years_schooling,127,127,35773.0,10.566544600676488,0.5524001225864159,56
2023,sex:women,non_migrant,lt_lower_secondary,109278,24372,39687537.0,0.23537038844209454,0.0021861643888928576,56
2023,sex:women,non_migrant,lower_secondary,109278,30104,39687537.0,0.2686009716349997,0.0019782417380509623,56
2023,sex:women,non_migrant,upper_secondary,109278,24731,39687537.0,0.22264427747179172,0.0018213095344207422,56
2023,sex:women,non_migrant,tertiary,109278,30069,39687537.0,0.2733843624511141,0.002283014144573039,56
2023,sex:women,non_migrant,mean_years_schooling,109278,109261,39683185.0,10.516578621398459,0.02351046180782105,56
2023,sex:women,difference_returnee_minus_nonmigrant,lt_lower_secondary,127,36,,0.026810586035863698,0.04277719767748653,-1
2023,sex:women,difference_returnee_minus_nonmigrant,lower_secondary,127,25,,-0.05111851279732882,0.04183712371896123,-1
2023,sex:women,difference_returnee_minus_nonmigrant,upper_secondary,127,32,,0.05144511955948888,0.049286650092690155,-1
2023,sex:women,difference_returnee_minus_nonmigrant,tertiary,127,34,,-0.027137192798023763,0.047797760602086084,-1
2023,sex:women,difference_returnee_minus_nonmigrant,mean_years_schooling,127,127,,0.04996597927802959,0.553186467271637,-1
2023,age:20-29,returnee_from_us,lt_lower_secondary,85,7,26936.0,0.07265369765369765,0.028172541575423964,56
2023,age:20-29,returnee_from_us,lower_secondary,85,25,26936.0,0.3784155034155034,0.0724885656641915,56
2023,age:20-29,returnee_from_us,upper_secondary,85,32,26936.0,0.3568829818829819,0.06079429840710412,56
2023,age:20-29,returnee_from_us,tertiary,85,21,26936.0,0.19204781704781704,0.04811294074014383,56
2023,age:20-29,returnee_from_us,mean_years_schooling,85,85,26936.0,10.996287496287497,0.31541358811929066,56
2023,age:20-29,non_migrant,lt_lower_secondary,53473,5033,19367211.0,0.10027313690133288,0.00223787205860489,56
2023,age:20-29,non_migrant,lower_secondary,53473,11470,19367211.0,0.2109127122124089,0.002783542680001672,56
2023,age:20-29,non_migrant,upper_secondary,53473,16836,19367211.0,0.3175999889710501,0.003117278600461987,56
2023,age:20-29,non_migrant,tertiary,53473,20132,19367211.0,0.3712141619152081,0.0036636681243459065,56
2023,age:20-29,non_migrant,mean_years_schooling,53473,53461,19364649.0,11.93722550819279,0.026415261290006594,56
2023,age:20-29,difference_returnee_minus_nonmigrant,lt_lower_secondary,85,7,,-0.027619439247635227,0.028312513113015296,-1
2023,age:20-29,difference_returnee_minus_nonmigrant,lower_secondary,85,25,,0.1675027912030945,0.07231523998280955,-1
2023,age:20-29,difference_returnee_minus_nonmigrant,upper_secondary,85,32,,0.039282992911931824,0.06077353445069036,-1
2023,age:20-29,difference_returnee_minus_nonmigrant,tertiary,85,21,,-0.17916634486739108,0.0481414184998773,-1
2023,age:20-29,difference_returnee_minus_nonmigrant,mean_years_schooling,85,85,,-0.9409380119052937,0.315014827880368,-1
2023,age:30-39,returnee_from_us,lt_lower_secondary,196,43,62961.0,0.22763297914582042,0.038600488037752595,56
2023,age:30-39,returnee_from_us,lower_secondary,196,62,62961.0,0.3102714378742396,0.038986775035692846,56
2023,age:30-39,returnee_from_us,upper_secondary,196,51,62961.0,0.28639951716141737,0.040048543058408444,56
2023,age:30-39,returnee_from_us,tertiary,196,40,62961.0,0.17569606581852257,0.03290670754115439,56
2023,age:30-39,returnee_from_us,mean_years_schooling,196,196,62961.0,10.388589761916107,0.3623277220303085,56
2023,age:30-39,non_migrant,lt_lower_secondary,48957,7352,17741443.0,0.15934814321473176,0.002818297424808763,56
2023,age:30-39,non_migrant,lower_secondary,48957,14306,17741443.0,0.2886598344903512,0.0031856040929169865,56
2023,age:30-39,non_migrant,upper_secondary,48957,12143,17741443.0,0.24498751313520553,0.002934868784607249,56
2023,age:30-39,non_migrant,tertiary,48957,15156,17741443.0,0.3070045091597115,0.0037100391368063913,56
2023,age:30-39,non_migrant,mean_years_schooling,48957,48950,17739456.0,11.29586662634976,0.03331594683616512,56
2023,age:30-39,difference_returnee_minus_nonmigrant,lt_lower_secondary,196,43,,0.06828483593108867,0.03851917289093667,-1
2023,age:30-39,difference_returnee_minus_nonmigrant,lower_secondary,196,62,,0.0216116033838884,0.03900759536262426,-1
2023,age:30-39,difference_returnee_minus_nonmigrant,upper_secondary,196,51,,0.04141200402621184,0.040020038376702205,-1
2023,age:30-39,difference_returnee_minus_nonmigrant,tertiary,196,40,,-0.13130844334118894,0.033092310572590565,-1
2023,age:30-39,difference_returnee_minus_nonmigrant,mean_years_schooling,196,196,,-0.9072768644336531,0.3630319822479155,-1
2023,age:40-49,returnee_from_us,lt_lower_secondary,164,46,52893.0,0.28357249541527235,0.04360575912714744,56
2023,age:40-49,returnee_from_us,lower_secondary,164,55,52893.0,0.327718223583461,0.04323622481002522,56
2023,age:40-49,returnee_from_us,upper_secondary,164,35,52893.0,0.2101034163310835,0.03863813926863926,56
2023,age:40-49,returnee_from_us,tertiary,164,28,52893.0,0.1786058646701832,0.038456537757006755,56
2023,age:40-49,returnee_from_us,mean_years_schooling,164,164,52893.0,9.400336528463123,0.4222021816411922,56
2023,age:40-49,non_migrant,lt_lower_secondary,46970,12086,17107283.0,0.2650323257059581,0.0033618380801845975,56
2023,age:40-49,non_migrant,lower_secondary,46970,14812,17107283.0,0.3075294305939757,0.0032215435849979623,56
2023,age:40-49,non_migrant,upper_secondary,46970,9240,17107283.0,0.19277134773534757,0.0026762522587778096,56
2023,age:40-49,non_migrant,tertiary,46970,10832,17107283.0,0.23466689596471865,0.0031651174238340393,56
2023,age:40-49,non_migrant,mean_years_schooling,46970,46963,17105134.0,10.138425866760237,0.03496081498930067,56
2023,age:40-49,difference_returnee_minus_nonmigrant,lt_lower_secondary,164,46,,0.01854016970931427,0.04384289537852814,-1
2023,age:40-49,difference_returnee_minus_nonmigrant,lower_secondary,164,55,,0.020188792989485282,0.04335973711642233,-1
2023,age:40-49,difference_returnee_minus_nonmigrant,upper_secondary,164,35,,0.01733206859573594,0.038674046188293565,-1
2023,age:40-49,difference_returnee_minus_nonmigrant,tertiary,164,28,,-0.05606103129453546,0.03857824335046018,-1
2023,age:40-49,difference_returnee_minus_nonmigrant,mean_years_schooling,164,164,,-0.7380893382971134,0.42389158424047096,-1
2023,age:50-59,returnee_from_us,lt_lower_secondary,139,60,42905.0,0.4068290409043235,0.05382793699627517,56
2023,age:50-59,returnee_from_us,lower_secondary,139,41,42905.0,0.35049528027036475,0.06164007429435109,56
2023,age:50-59,returnee_from_us,upper_secondary,139,26,42905.0,0.15774385269782076,0.033642285067343985,56
2023,age:50-59,returnee_from_us,tertiary,139,12,42905.0,0.08493182612749096,0.027669421822300748,56
2023,age:50-59,returnee_from_us,mean_years_schooling,139,139,42905.0,8.278802004428389,0.3545269844108108,56
2023,age:50-59,non_migrant,lt_lower_secondary,42089,14430,15237161.0,0.3519183133918451,0.0038064243219900523,56
2023,age:50-59,non_migrant,lower_secondary,42089,11628,15237161.0,0.2685809384044705,0.003158662805567631,56
2023,age:50-59,non_migrant,upper_secondary,42089,7687,15237161.0,0.17649101430378009,0.0027964497551225776,56
2023,age:50-59,non_migrant,tertiary,42089,8344,15237161.0,0.20300973389990432,0.003254422740457755,56
2023,age:50-59,non_migrant,mean_years_schooling,42089,42075,15233014.0,9.376610958277857,0.0393691049032132,56
2023,age:50-59,difference_returnee_minus_nonmigrant,lt_lower_secondary,139,60,,0.054910727512478386,0.05393649204619863,-1
2023,age:50-59,difference_returnee_minus_nonmigrant,lower_secondary,139,41,,0.08191434186589425,0.06180097449073438,-1
2023,age:50-59,difference_returnee_minus_nonmigrant,upper_secondary,139,26,,-0.018747161605959323,0.03378701188279591,-1
2023,age:50-59,difference_returnee_minus_nonmigrant,tertiary,139,12,,-0.11807790777241335,0.027879103757279127,-1
2023,age:50-59,difference_returnee_minus_nonmigrant,mean_years_schooling,139,139,,-1.0978089538494675,0.3564570930741685,-1
2023,age:60-64,returnee_from_us,lt_lower_secondary,63,32,16820.0,0.47526753864447085,0.07938422290418305,56
2023,age:60-64,returnee_from_us,lower_secondary,63,11,16820.0,0.19084423305588585,0.056606512690618435,56
2023,age:60-64,returnee_from_us,upper_secondary,63,12,16820.0,0.21373365041617123,0.07662613385901679,56
2023,age:60-64,returnee_from_us,tertiary,63,8,16820.0,0.12015457788347206,0.0538341922513071,56
2023,age:60-64,returnee_from_us,mean_years_schooling,63,63,16820.0,7.926634958382878,0.7705238900164885,56
2023,age:60-64,non_migrant,lt_lower_secondary,16666,7935,6021536.0,0.4747336892115234,0.005764066424731862,56
2023,age:60-64,non_migrant,lower_secondary,16666,3024,6021536.0,0.18079921800683413,0.004158730776716286,56
2023,age:60-64,non_migrant,upper_secondary,16666,2399,6021536.0,0.14461941272127243,0.003845838985844898,56
2023,age:60-64,non_migrant,tertiary,16666,3308,6021536.0,0.19984768006037,0.004746603995273228,56
2023,age:60-64,non_migrant,mean_years_schooling,16666,16666,6021536.0,8.528130530150447,0.060512110254083096,56
2023,age:60-64,difference_returnee_minus_nonmigrant,lt_lower_secondary,63,32,,0.0005338494329474308,0.07951321483989603,-1
2023,age:60-64,difference_returnee_minus_nonmigrant,lower_secondary,63,11,,0.010045015049051725,0.05676333794451879,-1
2023,age:60-64,difference_returnee_minus_nonmigrant,upper_secondary,63,12,,0.0691142376948988,0.07675301859155904,-1
2023,age:60-64,difference_returnee_minus_nonmigrant,tertiary,63,8,,-0.07969310217689793,0.05399627818412587,-1
2023,age:60-64,difference_returnee_minus_nonmigrant,mean_years_schooling,63,63,,-0.6014955717675692,0.7716276018217284,-1
2023,sex:men|age:20-29,returnee_from_us,lt_lower_secondary,62,5,20656.0,0.06932610379550735,0.03201900043515188,56
2023,sex:men|age:20-29,returnee_from_us,lower_secondary,62,21,20656.0,0.4365317583268784,0.08803600496725371,56
2023,sex:men|age:20-29,returnee_from_us,upper_secondary,62,25,20656.0,0.35984701781564676,0.07392748638917536,56
2023,sex:men|age:20-29,returnee_from_us,tertiary,62,11,20656.0,0.13429512006196748,0.04939566090013851,56
2023,sex:men|age:20-29,returnee_from_us,mean_years_schooling,62,62,20656.0,10.640588690937259,0.3111845252679434,56
2023,sex:men|age:20-29,non_migrant,lt_lower_secondary,26483,2709,9598734.0,0.1054382796731319,0.0027169859725482315,56
2023,sex:men|age:20-29,non_migrant,lower_secondary,26483,5659,9598734.0,0.2098082934687012,0.0036960184509353716,56
2023,sex:men|age:20-29,non_migrant,upper_secondary,26483,8520,9598734.0,0.3258737037613502,0.004097629587779368,56
2023,sex:men|age:20-29,non_migrant,tertiary,26483,9595,9598734.0,0.3588797230968167,0.0045719995037386205,56
2023,sex:men|age:20-29,non_migrant,mean_years_schooling,26483,26477,9597528.0,11.832823514554997,0.03242803190742739,56
2023,sex:men|age:20-29,difference_returnee_minus_nonmigrant,lt_lower_secondary,62,5,,-0.03611217587762454,0.03215597613310075,-1
2023,sex:men|age:20-29,difference_returnee_minus_nonmigrant,lower_secondary,62,21,,0.2267234648581772,0.08777522169484162,-1
2023,sex:men|age:20-29,difference_returnee_minus_nonmigrant,upper_secondary,62,25,,0.033973314054296544,0.0738234750876916,-1
2023,sex:men|age:20-29,difference_returnee_minus_nonmigrant,tertiary,62,11,,-0.22458460303484923,0.04952510992485456,-1
2023,sex:men|age:20-29,difference_returnee_minus_nonmigrant,mean_years_schooling,62,62,,-1.1922348236177385,0.3122589507200975,-1
2023,sex:men|age:30-39,returnee_from_us,lt_lower_secondary,168,37,52555.0,0.2236514128056322,0.04114071084561911,56
2023,sex:men|age:30-39,returnee_from_us,lower_secondary,168,58,52555.0,0.34573304157549234,0.04380344712141395,56
2023,sex:men|age:30-39,returnee_from_us,upper_secondary,168,42,52555.0,0.26842355627437925,0.041853508624154066,56
2023,sex:men|age:30-39,returnee_from_us,tertiary,168,31,52555.0,0.16219198934449625,0.0334661761722308,56
2023,sex:men|age:30-39,returnee_from_us,mean_years_schooling,168,168,52555.0,10.13285129863952,0.34003151591493913,56
2023,sex:men|age:30-39,non_migrant,lt_lower_secondary,23274,3876,8451764.0,0.17158867663602534,0.003637896378831073,56
2023,sex:men|age:30-39,non_migrant,lower_secondary,23274,6488,8451764.0,0.2764137758697474,0.004268005031731907,56
2023,sex:men|age:30-39,non_migrant,upper_secondary,23274,5748,8451764.0,0.24313977531790998,0.0038214331183049977,56
2023,sex:men|age:30-39,non_migrant,tertiary,23274,7162,8451764.0,0.30885777217631727,0.004620957065045677,56
2023,sex:men|age:30-39,non_migrant,mean_years_schooling,23274,23269,8450664.0,11.253566465309708,0.041194296819248036,56
2023,sex:men|age:30-39,difference_returnee_minus_nonmigrant,lt_lower_secondary,168,37,,0.052062736169606855,0.04115352671588366,-1
2023,sex:men|age:30-39,difference_returnee_minus_nonmigrant,lower_secondary,168,58,,0.06931926570574493,0.04397478767436624,-1
2023,sex:men|age:30-39,difference_returnee_minus_nonmigrant,upper_secondary,168,42,,0.02528378095646927,0.04190760845768498,-1
2023,sex:men|age:30-39,difference_returnee_minus_nonmigrant,tertiary,168,31,,-0.14666578283182102,0.03377155342388261,-1
2023,sex:men|age:30-39,difference_returnee_minus_nonmigrant,mean_years_schooling,168,168,,-1.1207151666701876,0.3419785085859333,-1
2023,sex:men|age:40-49,returnee_from_us,lt_lower_secondary,140,43,46673.0,0.3104150151050929,0.04772552588023296,56
2023,sex:men|age:40-49,returnee_from_us,lower_secondary,140,49,46673.0,0.33051228761810897,0.046224864439194296,56
2023,sex:men|age:40-49,returnee_from_us,upper_secondary,140,30,46673.0,0.21076425342274976,0.041907968353370136,56
2023,sex:men|age:40-49,returnee_from_us,tertiary,140,18,46673.0,0.14830844385404837,0.039615957123804356,56
2023,sex:men|age:40-49,returnee_from_us,mean_years_schooling,140,140,46673.0,9.011548432712702,0.4344174526253947,56
2023,sex:men|age:40-49,non_migrant,lt_lower_secondary,21970,5860,7989217.0,0.2656832327873933,0.0042498915910856765,56
2023,sex:men|age:40-49,non_migrant,lower_secondary,21970,6405,7989217.0,0.28832337386755175,0.004258861285950919,56
2023,sex:men|age:40-49,non_migrant,upper_secondary,21970,4540,7989217.0,0.20460265380199336,0.0038057115074941867,56
2023,sex:men|age:40-49,non_migrant,tertiary,21970,5165,7989217.0,0.24139073954306162,0.004033569512828037,56
2023,sex:men|age:40-49,non_migrant,mean_years_schooling,21970,21965,7987485.0,10.234812209350002,0.04335578430311813,56
2023,sex:men|age:40-49,difference_returnee_minus_nonmigrant,lt_lower_secondary,140,43,,0.04473178231769959,0.048028031633099315,-1
2023,sex:men|age:40-49,difference_returnee_minus_nonmigrant,lower_secondary,140,49,,0.04218891375055722,0.04650889694141569,-1
2023,sex:men|age:40-49,difference_returnee_minus_nonmigrant,upper_secondary,140,30,,0.006161599620756408,0.04194812362412637,-1
2023,sex:men|age:40-49,difference_returnee_minus_nonmigrant,tertiary,140,18,,-0.09308229568901324,0.03984719630944099,-1
2023,sex:men|age:40-49,difference_returnee_minus_nonmigrant,mean_years_schooling,140,140,,-1.2232637766372996,0.43668528540355195,-1
2023,sex:men|age:50-59,returnee_from_us,lt_lower_secondary,110,48,34520.0,0.4151506373117034,0.058819497589468785,56
2023,sex:men|age:50-59,returnee_from_us,lower_secondary,110,32,34520.0,0.353765932792584,0.06543183155682177,56
2023,sex:men|age:50-59,returnee_from_us,upper_secondary,110,20,34520.0,0.15028968713789106,0.03613627024885516,56
2023,sex:men|age:50-59,returnee_from_us,tertiary,110,10,34520.0,0.08079374275782156,0.029116297889977823,56
2023,sex:men|age:50-59,returnee_from_us,mean_years_schooling,110,110,34520.0,8.20191193511008,0.3883541823742667,56
2023,sex:men|age:50-59,non_migrant,lt_lower_secondary,19433,6541,7009576.0,0.3385413040674643,0.004777820886751694,56
2023,sex:men|age:50-59,non_migrant,lower_secondary,19433,5230,7009576.0,0.2644803337605584,0.004277638001962935,56
2023,sex:men|age:50-59,non_migrant,upper_secondary,19433,3676,7009576.0,0.18687207328945432,0.003909207599518607,56
2023,sex:men|age:50-59,non_migrant,tertiary,19433,3986,7009576.0,0.210106288882523,0.004103880885184984,56
2023,sex:men|age:50-59,non_migrant,mean_years_schooling,19433,19426,7007121.0,9.548837247137591,0.04846714041133554,56
2023,sex:men|age:50-59,difference_returnee_minus_nonmigrant,lt_lower_secondary,110,48,,0.07660933324423908,0.05898472001422799,-1
2023,sex:men|age:50-59,difference_returnee_minus_nonmigrant,lower_secondary,110,32,,0.0892855990320256,0.06565475667503569,-1
2023,sex:men|age:50-59,difference_returnee_minus_nonmigrant,upper_secondary,110,20,,-0.036582386151563256,0.03638746186229418,-1
2023,sex:men|age:50-59,difference_returnee_minus_nonmigrant,tertiary,110,10,,-0.12931254612470144,0.029393264830844333,-1
2023,sex:men|age:50-59,difference_returnee_minus_nonmigrant,mean_years_schooling,110,110,,-1.3469253120275102,0.3911871435506464,-1
2023,sex:men|age:60-64,returnee_from_us,lt_lower_secondary,40,19,12338.0,0.43386286270059976,0.09640329603152609,56
2023,sex:men|age:60-64,returnee_from_us,lower_secondary,40,9,12338.0,0.21924136813097747,0.07324175706878881,56
2023,sex:men|age:60-64,returnee_from_us,upper_secondary,40,7,12338.0,0.22296968714540444,0.0976059906320839,56
2023,sex:men|age:60-64,returnee_from_us,tertiary,40,5,12338.0,0.12392608202301832,0.06874534892697676,56
2023,sex:men|age:60-64,returnee_from_us,mean_years_schooling,40,40,12338.0,8.26430539795753,0.9030479098590007,56
2023,sex:men|age:60-64,non_migrant,lt_lower_secondary,7717,3478,2737806.0,0.4473355672388767,0.007805555932289918,56
2023,sex:men|age:60-64,non_migrant,lower_secondary,7717,1354,2737806.0,0.17552887238905898,0.005812331801355491,56
2023,sex:men|age:60-64,non_migrant,upper_secondary,7717,1090,2737806.0,0.1430554246721645,0.005329048539007842,56
2023,sex:men|age:60-64,non_migrant,tertiary,7717,1795,2737806.0,0.23408013569989986,0.006701421675740225,56
2023,sex:men|age:60-64,non_migrant,mean_years_schooling,7717,7717,2737806.0,8.945399710571165,0.08204523595839033,56
2023,sex:men|age:60-64,difference_returnee_minus_nonmigrant,lt_lower_secondary,40,19,,-0.013472704538276925,0.09636879545630275,-1
2023,sex:men|age:60-64,difference_returnee_minus_nonmigrant,lower_secondary,40,9,,0.04371249574191849,0.0734063175811564,-1
2023,sex:men|age:60-64,difference_returnee_minus_nonmigrant,upper_secondary,40,7,,0.07991426247323993,0.09777698947032303,-1
2023,sex:men|age:60-64,difference_returnee_minus_nonmigrant,tertiary,40,5,,-0.11015405367688154,0.06913639979105461,-1
2023,sex:men|age:60-64,difference_returnee_minus_nonmigrant,mean_years_schooling,40,40,,-0.6810943126136344,0.90493481896129,-1
2023,sex:women|age:20-29,returnee_from_us,lt_lower_secondary,23,2,6280.0,0.08359872611464968,0.057577264067052554,56
2023,sex:women|age:20-29,returnee_from_us,lower_secondary,23,4,6280.0,0.18726114649681527,0.0882189737622362,56
2023,sex:women|age:20-29,returnee_from_us,upper_secondary,23,7,6280.0,0.3471337579617834,0.123594862395686,56
2023,sex:women|age:20-29,returnee_from_us,tertiary,23,10,6280.0,0.3820063694267516,0.11154084011638997,56
2023,sex:women|age:20-29,returnee_from_us,mean_years_schooling,23,23,6280.0,12.166242038216561,0.7685691681165125,56
2023,sex:women|age:20-29,non_migrant,lt_lower_secondary,26990,2324,9768477.0,0.09519774679307737,0.0029440059624260507,56
2023,sex:women|age:20-29,non_migrant,lower_secondary,26990,5811,9768477.0,0.2119979399040403,0.0034378067999196672,56
2023,sex:women|age:20-29,non_migrant,upper_secondary,26990,8316,9768477.0,0.3094700432831034,0.004124327485334704,56
2023,sex:women|age:20-29,non_migrant,tertiary,26990,10537,9768477.0,0.38333427001977893,0.004523529380495692,56
2023,sex:women|age:20-29,non_migrant,mean_years_schooling,26990,26984,9767121.0,12.039814700770064,0.032391695412206566,56
2023,sex:women|age:20-29,difference_returnee_minus_nonmigrant,lt_lower_secondary,23,2,,-0.01159902067842769,0.057595540490193844,-1
2023,sex:women|age:20-29,difference_returnee_minus_nonmigrant,lower_secondary,23,4,,-0.02473679340722504,0.08831659885485495,-1
2023,sex:women|age:20-29,difference_returnee_minus_nonmigrant,upper_secondary,23,7,,0.037663714678680016,0.1236744196571451,-1
