arm,year,measure,group,n,wpop,rate,se,neff
adults_18plus,pooled,neighbor_favors_monthly,4 Other foreign-born,11242,77108945.136800,0.260730,0.004874,8113.751807
adults_18plus,pooled,neighbor_favors_monthly,5 Indian 2nd gen,241,1671367.147800,0.305032,0.037192,153.255615
adults_18plus,pooled,neighbor_favors_monthly,6 US-born NH white,98109,427075209.838400,0.403733,0.001921,65201.161804
adults_18plus,pooled,neighbor_favors_monthly,7 All US-born,124027,596978766.783800,0.364079,0.001709,79237.367939
adults_18plus,pooled,neighbor_favors_monthly,8 Indian 2nd gen (self-ID),245,1775979.429300,0.272699,0.034623,165.447165
adults_18plus,pooled,neighbor_favors_monthly,9 US-born Asian (any),2188,12778485.458500,0.240438,0.011889,1292.008119
adults_18plus,pooled,talks_neighbors_weekly,1 India-born,1195,8172602.704600,0.286754,0.014687,948.120046
adults_18plus,pooled,talks_neighbors_weekly,2 China-born,826,5803147.631600,0.181644,0.015197,643.669386
adults_18plus,pooled,talks_neighbors_weekly,3 Mexico-born,4045,31362364.647500,0.234152,0.007568,3131.266526
adults_18plus,pooled,talks_neighbors_weekly,4 Other foreign-born,11272,77274398.173300,0.234281,0.004696,8135.847273
adults_18plus,pooled,talks_neighbors_weekly,5 Indian 2nd gen,242,1681538.671500,0.165292,0.029907,154.251108
adults_18plus,pooled,talks_neighbors_weekly,6 US-born NH white,98280,427865197.624300,0.317163,0.001821,65314.354530
adults_18plus,pooled,talks_neighbors_weekly,7 All US-born,124253,598150813.357300,0.291113,0.001612,79378.400524
adults_18plus,pooled,talks_neighbors_weekly,8 Indian 2nd gen (self-ID),246,1782204.867100,0.138444,0.026784,166.271081
adults_18plus,pooled,talks_neighbors_weekly,9 US-born Asian (any),2198,12869916.844800,0.164289,0.010271,1301.587549
adults_18plus,pooled,volunteered_org,1 India-born,1198,8184853.973400,0.215097,0.013334,949.546622
adults_18plus,pooled,volunteered_org,2 China-born,823,5806687.415100,0.160932,0.014535,639.195980
adults_18plus,pooled,volunteered_org,3 Mexico-born,4023,31159649.206900,0.087645,0.005066,3115.858888
adults_18plus,pooled,volunteered_org,4 Other foreign-born,11237,77039374.704300,0.156936,0.004038,8114.035658
adults_18plus,pooled,volunteered_org,5 Indian 2nd gen,242,1678394.706700,0.337042,0.038076,154.119097
adults_18plus,pooled,volunteered_org,6 US-born NH white,98132,427277805.050700,0.297854,0.001791,65217.954723
adults_18plus,pooled,volunteered_org,7 All US-born,123980,596765530.076500,0.266048,0.001570,79211.318599
adults_18plus,pooled,volunteered_org,8 Indian 2nd gen (self-ID),245,1780994.626700,0.287038,0.035092,166.180919
adults_18plus,pooled,volunteered_org,9 US-born Asian (any),2180,12769893.098900,0.239170,0.011898,1285.341433
