year,group,lowed,sex,measure,rate,se,n,pop
2006,oth_nb,some_college_plus,women,moved_any,0.15256328169757818,0.0008571226951746993,411011,38886362.0
2006,oth_nb,some_college_plus,women,moved_interstate,0.030890161440147064,0.00036387537448809987,411011,38886362.0
2006,oth_nb,some_college_plus,women,moved_within_state,0.11955916575585034,0.000776533097168961,411011,38886362.0
2007,all,all,all,long_distance,0.03319703894409916,0.00022973620199936065,1623540,166100748.0
2007,all,all,all,moved_abroad,0.006453811996078428,0.00010530918687402944,1623540,166100748.0
2007,all,all,all,moved_any,0.1648537368416908,0.0005808538710355721,1623540,166100748.0
2007,all,all,all,moved_interstate,0.026743226948020726,0.00019015832065385937,1623540,166100748.0
2007,all,all,all,moved_within_state,0.13165669789759166,0.0005203726508346818,1623540,166100748.0
2007,mex_fb,all,all,long_distance,0.038025830118172066,0.0013318092547041577,72687,9611493.0
2007,mex_fb,all,all,moved_abroad,0.0208604428052957,0.0008933758050247816,72687,9611493.0
2007,mex_fb,all,all,moved_any,0.1916064444930668,0.002366544546228464,72687,9611493.0
2007,mex_fb,all,all,moved_interstate,0.017165387312876364,0.0007965806106926323,72687,9611493.0
2007,mex_fb,all,all,moved_within_state,0.15358061437489473,0.0018794255167637185,72687,9611493.0
2007,mex_fb,hs_or_less,all,long_distance,0.03744635977006077,0.0013845136782782387,61643,8253833.0
2007,mex_fb,hs_or_less,all,moved_abroad,0.020655494241281595,0.0009547743396632591,61643,8253833.0
2007,mex_fb,hs_or_less,all,moved_any,0.19200788288301932,0.0025325930627083455,61643,8253833.0
2007,mex_fb,hs_or_less,all,moved_interstate,0.016790865528779175,0.0008229750957504004,61643,8253833.0
2007,mex_fb,hs_or_less,all,moved_within_state,0.15456152311295854,0.002034261341331446,61643,8253833.0
2007,mex_fb,hs_or_less,men,long_distance,0.044484953321652726,0.001877647300856201,34062,4801691.0
2007,mex_fb,hs_or_less,men,moved_abroad,0.024875403269389886,0.0014646542090588262,34062,4801691.0
2007,mex_fb,hs_or_less,men,moved_any,0.20658076498466893,0.003305946646244544,34062,4801691.0
2007,mex_fb,hs_or_less,men,moved_interstate,0.01960955005226284,0.0010983668250557621,34062,4801691.0
2007,mex_fb,hs_or_less,men,moved_within_state,0.1620958116630162,0.002617866170533446,34062,4801691.0
2007,mex_fb,hs_or_less,women,long_distance,0.027656162463768872,0.0013993945421493345,27581,3452142.0
2007,mex_fb,hs_or_less,women,moved_abroad,0.014785892353211427,0.0009873898988070967,27581,3452142.0
2007,mex_fb,hs_or_less,women,moved_any,0.17173801077707695,0.002857906646827799,27581,3452142.0
2007,mex_fb,hs_or_less,women,moved_interstate,0.012870270110557445,0.0008047898201717329,27581,3452142.0
2007,mex_fb,hs_or_less,women,moved_within_state,0.1440818483133081,0.0025515693081407448,27581,3452142.0
2007,mex_fb,some_college_plus,all,long_distance,0.041548694076572926,0.0028987759688105913,11044,1357660.0
2007,mex_fb,some_college_plus,all,moved_abroad,0.022106418396358442,0.0021983447828945453,11044,1357660.0
2007,mex_fb,some_college_plus,all,moved_any,0.18916591782920614,0.005202524445477651,11044,1357660.0
2007,mex_fb,some_college_plus,all,moved_interstate,0.019442275680214487,0.001782913175509817,11044,1357660.0
2007,mex_fb,some_college_plus,all,moved_within_state,0.1476172237526332,0.004366451743595843,11044,1357660.0
2007,mex_fb,some_college_plus,men,long_distance,0.044379248502884265,0.0038208984702636,5699,736583.0
2007,mex_fb,some_college_plus,men,moved_abroad,0.0232736840247467,0.0028431206373860174,5699,736583.0
2007,mex_fb,some_college_plus,men,moved_any,0.19633089549989613,0.007039174016872879,5699,736583.0
2007,mex_fb,some_college_plus,men,moved_interstate,0.02110556447813756,0.002583849714492676,5699,736583.0
2007,mex_fb,some_college_plus,men,moved_within_state,0.15195164699701189,0.005898665013590229,5699,736583.0
2007,mex_fb,some_college_plus,women,long_distance,0.03819172179939041,0.003410430521635567,5345,621077.0
2007,mex_fb,some_college_plus,women,moved_abroad,0.020722068278168408,0.0024961600032049626,5345,621077.0
2007,mex_fb,some_college_plus,women,moved_any,0.18066841953574195,0.007182207566658184,5345,621077.0
2007,mex_fb,some_college_plus,women,moved_interstate,0.017469653521222005,0.002039780045027899,5345,621077.0
2007,mex_fb,some_college_plus,women,moved_within_state,0.14247669773635152,0.006393384376096666,5345,621077.0
2007,mex_fb_minus_oth_nb,all,all,long_distance,0.007676022210643688,0.001351800106563828,0,
2007,mex_fb_minus_oth_nb,all,all,moved_abroad,0.018342768868024134,0.0008933509193200782,0,
2007,mex_fb_minus_oth_nb,all,all,moved_any,0.03139807040581477,0.002342490056769357,0,
2007,mex_fb_minus_oth_nb,all,all,moved_interstate,-0.010666746657380446,0.000803437926477344,0,
2007,mex_fb_minus_oth_nb,all,all,moved_within_state,0.02372204819517107,0.001900646506186236,0,
2007,mex_fb_minus_oth_nb,hs_or_less,all,long_distance,0.011064034201387355,0.0014432637527319679,0,
2007,mex_fb_minus_oth_nb,hs_or_less,all,moved_abroad,0.018432980759391288,0.0009619958468005134,0,
2007,mex_fb_minus_oth_nb,hs_or_less,all,moved_any,0.012852411398981606,0.00262851907232536,0,
2007,mex_fb_minus_oth_nb,hs_or_less,all,moved_interstate,-0.0073689465580039325,0.0008619993235914919,0,
2007,mex_fb_minus_oth_nb,hs_or_less,all,moved_within_state,0.0017883771975942264,0.0021423256967121676,0,
2007,mex_fb_minus_oth_nb,hs_or_less,men,long_distance,0.016008419216325967,0.001979021646773304,0,
2007,mex_fb_minus_oth_nb,hs_or_less,men,moved_abroad,0.02203271882897279,0.0014791166316968994,0,
2007,mex_fb_minus_oth_nb,hs_or_less,men,moved_any,0.018280408549437438,0.0033821085009548392,0,
2007,mex_fb_minus_oth_nb,hs_or_less,men,moved_interstate,-0.0060242996126468225,0.0011939960634351167,0,
2007,mex_fb_minus_oth_nb,hs_or_less,men,moved_within_state,0.002271989333111457,0.0027994421219882186,0,
2007,mex_fb_minus_oth_nb,hs_or_less,women,long_distance,0.0036534429197403982,0.0013755436983555857,0,
2007,mex_fb_minus_oth_nb,hs_or_less,women,moved_abroad,0.013268066357495974,0.0009814653660100156,0,
2007,mex_fb_minus_oth_nb,hs_or_less,women,moved_any,0.0029736837009028128,0.003026673542166844,0,
2007,mex_fb_minus_oth_nb,hs_or_less,women,moved_interstate,-0.009614623437755578,0.0008256038753060118,0,
2007,mex_fb_minus_oth_nb,hs_or_less,women,moved_within_state,-0.0006797592188375889,0.002682144133814709,0,
2007,mex_fb_minus_oth_nb,some_college_plus,all,long_distance,0.008253640893552287,0.0029113686135877302,0,
2007,mex_fb_minus_oth_nb,some_college_plus,all,moved_abroad,0.019369633228720394,0.0021961670959447246,0,
2007,mex_fb_minus_oth_nb,some_college_plus,all,moved_any,0.043022848720294576,0.005314645282890093,0,
2007,mex_fb_minus_oth_nb,some_college_plus,all,moved_interstate,-0.0111159923351681,0.0017844576769275235,0,
2007,mex_fb_minus_oth_nb,some_college_plus,all,moved_within_state,0.03476920782674228,0.004500478078613972,0,
2007,mex_fb_minus_oth_nb,some_college_plus,men,long_distance,0.008629375339949959,0.003845895052675214,0,
2007,mex_fb_minus_oth_nb,some_college_plus,men,moved_abroad,0.02003948634255636,0.002837105551580691,0,
2007,mex_fb_minus_oth_nb,some_college_plus,men,moved_any,0.04745547632153907,0.007128839419944128,0,
2007,mex_fb_minus_oth_nb,some_college_plus,men,moved_interstate,-0.011410111002606405,0.002614667244395053,0,
2007,mex_fb_minus_oth_nb,some_college_plus,men,moved_within_state,0.038826100981589146,0.006048763220578153,0,
2007,mex_fb_minus_oth_nb,some_college_plus,women,long_distance,0.007161449394071269,0.003413157724048452,0,
2007,mex_fb_minus_oth_nb,some_college_plus,women,moved_abroad,0.018444188574378594,0.0024915705225262387,0,
2007,mex_fb_minus_oth_nb,some_college_plus,women,moved_any,0.037046176379798706,0.007241399813937106,0,
2007,mex_fb_minus_oth_nb,some_college_plus,women,moved_interstate,-0.011282739180307325,0.0020314692345434595,0,
2007,mex_fb_minus_oth_nb,some_college_plus,women,moved_within_state,0.029884726985727417,0.00642654730056041,0,
2007,mex_nb,all,all,long_distance,0.024690777781671353,0.0009479294572361663,50440,6021317.0
2007,mex_nb,all,all,moved_abroad,0.003920072635272317,0.0003596654423722839,50440,6021317.0
2007,mex_nb,all,all,moved_any,0.20049832951827648,0.0026757813601962937,50440,6021317.0
2007,mex_nb,all,all,moved_interstate,0.020770705146399036,0.00084029963535099,50440,6021317.0
2007,mex_nb,all,all,moved_within_state,0.17580755173660514,0.002661756224301723,50440,6021317.0
2007,mex_nb,hs_or_less,all,long_distance,0.023308628041305457,0.0011951683214327642,29150,3650365.0
2007,mex_nb,hs_or_less,all,moved_abroad,0.003591695624958052,0.00043030352249008157,29150,3650365.0
2007,mex_nb,hs_or_less,all,moved_any,0.21688461290857217,0.0033461550402528084,29150,3650365.0
2007,mex_nb,hs_or_less,all,moved_interstate,0.019716932416347407,0.0010692371098997315,29150,3650365.0
2007,mex_nb,hs_or_less,all,moved_within_state,0.1935759848672667,0.0034447166402567044,29150,3650365.0
2007,mex_nb,hs_or_less,men,long_distance,0.02683122597564061,0.001639534994431956,15537,1972217.0
2007,mex_nb,hs_or_less,men,moved_abroad,0.004489364000006085,0.0007191416275190912,15537,1972217.0
2007,mex_nb,hs_or_less,men,moved_any,0.22221794052074392,0.0035030662925998606,15537,1972217.0
2007,mex_nb,hs_or_less,men,moved_interstate,0.022341861975634526,0.001449539402589341,15537,1972217.0
2007,mex_nb,hs_or_less,men,moved_within_state,0.1953867145451033,0.0036780792560904517,15537,1972217.0
2007,mex_nb,hs_or_less,women,long_distance,0.019168750312844873,0.0014085242991115118,13613,1678148.0
2007,mex_nb,hs_or_less,women,moved_abroad,0.0025367250087596563,0.0005061627168537624,13613,1678148.0
2007,mex_nb,hs_or_less,women,moved_any,0.2106167036518829,0.005160357068109078,13613,1678148.0
2007,mex_nb,hs_or_less,women,moved_interstate,0.016632025304085217,0.0013268912270292788,13613,1678148.0
2007,mex_nb,hs_or_less,women,moved_within_state,0.19144795333903802,0.004996470465028169,13613,1678148.0
2007,mex_nb,some_college_plus,all,long_distance,0.026818763096005317,0.0013879715432032094,21290,2370952.0
2007,mex_nb,some_college_plus,all,moved_abroad,0.004425648431516117,0.0006107244382016228,21290,2370952.0
2007,mex_nb,some_college_plus,all,moved_any,0.17526968070209772,0.0035565024811025185,21290,2370952.0
2007,mex_nb,some_college_plus,all,moved_interstate,0.022393114664489202,0.0012670920900567078,21290,2370952.0
2007,mex_nb,some_college_plus,all,moved_within_state,0.14845091760609241,0.0033373884365269476,21290,2370952.0
2007,mex_nb,some_college_plus,men,long_distance,0.03052033185810014,0.002106340108221721,9928,1153264.0
2007,mex_nb,some_college_plus,men,moved_abroad,0.006230143314973848,0.0009109375262263323,9928,1153264.0
2007,mex_nb,some_college_plus,men,moved_any,0.18139818809916897,0.005050359036677308,9928,1153264.0
2007,mex_nb,some_college_plus,men,moved_interstate,0.02429018854312629,0.0020357464399583425,9928,1153264.0
2007,mex_nb,some_college_plus,men,moved_within_state,0.15087785624106884,0.004892568544256019,9928,1153264.0
2007,mex_nb,some_college_plus,women,long_distance,0.023313032566634473,0.0014617103997881808,11362,1217688.0
2007,mex_nb,some_college_plus,women,moved_abroad,0.002716623634297127,0.0006472915838890748,11362,1217688.0
2007,mex_nb,some_college_plus,women,moved_any,0.16946541314359673,0.0038326017611294864,11362,1217688.0
2007,mex_nb,some_college_plus,women,moved_interstate,0.020596408932337346,0.0013488376091549082,11362,1217688.0
2007,mex_nb,some_college_plus,women,moved_within_state,0.14615238057696225,0.0037958860844843297,11362,1217688.0
2007,mex_nb_minus_oth_nb,all,all,long_distance,-0.005659030125857025,0.0009486407686022368,0,
2007,mex_nb_minus_oth_nb,all,all,moved_abroad,0.0014023986980007484,0.00036183171382588334,0,
2007,mex_nb_minus_oth_nb,all,all,moved_any,0.040289955431024455,0.002727412915830878,0,
2007,mex_nb_minus_oth_nb,all,all,moved_interstate,-0.007061428823857775,0.0008223883598942096,0,
2007,mex_nb_minus_oth_nb,all,all,moved_within_state,0.04594898555688148,0.0026755084839346,0,
2007,mex_nb_minus_oth_nb,hs_or_less,all,long_distance,-0.0030736975273679586,0.00119003327734066,0,
2007,mex_nb_minus_oth_nb,hs_or_less,all,moved_abroad,0.0013691821430677426,0.0004337989150496929,0,
2007,mex_nb_minus_oth_nb,hs_or_less,all,moved_any,0.03772914142453446,0.0034031385460618594,0,
2007,mex_nb_minus_oth_nb,hs_or_less,all,moved_interstate,-0.0044428796704357,0.0010424527779615467,0,
2007,mex_nb_minus_oth_nb,hs_or_less,all,moved_within_state,0.0408028389519024,0.0034721969654624846,0,
2007,mex_nb_minus_oth_nb,hs_or_less,men,long_distance,-0.0016453081296861488,0.0016835241859398601,0,
2007,mex_nb_minus_oth_nb,hs_or_less,men,moved_abroad,0.0016466795595889887,0.0007224060695902,0,
2007,mex_nb_minus_oth_nb,hs_or_less,men,moved_any,0.03391758408551243,0.0036702445180060174,0,
2007,mex_nb_minus_oth_nb,hs_or_less,men,moved_interstate,-0.0032919876892751367,0.00147555291851437,0,
2007,mex_nb_minus_oth_nb,hs_or_less,men,moved_within_state,0.035562892215198566,0.0038094442001671146,0,
2007,mex_nb_minus_oth_nb,hs_or_less,women,long_distance,-0.0048339692311836005,0.0014096958534437773,0,
2007,mex_nb_minus_oth_nb,hs_or_less,women,moved_abroad,0.0010188990130442037,0.0005106314875102306,0,
2007,mex_nb_minus_oth_nb,hs_or_less,women,moved_any,0.041852376575708755,0.005225938194841514,0,
2007,mex_nb_minus_oth_nb,hs_or_less,women,moved_interstate,-0.005852868244227805,0.0013300248977978573,0,
2007,mex_nb_minus_oth_nb,hs_or_less,women,moved_within_state,0.04668634580689235,0.005055920094168818,0,
2007,mex_nb_minus_oth_nb,some_college_plus,all,long_distance,-0.006476290087015321,0.001459011771908685,0,
2007,mex_nb_minus_oth_nb,some_college_plus,all,moved_abroad,0.0016888632638780675,0.0006056453776439136,0,
2007,mex_nb_minus_oth_nb,some_college_plus,all,moved_any,0.029126611593186164,0.0037314566391943855,0,
2007,mex_nb_minus_oth_nb,some_college_plus,all,moved_interstate,-0.008165153350893385,0.0013191592810502784,0,
2007,mex_nb_minus_oth_nb,some_college_plus,all,moved_within_state,0.0356029016802015,0.0034472169370863737,0,
2007,mex_nb_minus_oth_nb,some_college_plus,men,long_distance,-0.005229541304834166,0.0021180150135129577,0,
2007,mex_nb_minus_oth_nb,some_college_plus,men,moved_abroad,0.002995945632783506,0.0008972595335169589,0,
2007,mex_nb_minus_oth_nb,some_college_plus,men,moved_any,0.032522768920811906,0.005131651444667521,0,
2007,mex_nb_minus_oth_nb,some_college_plus,men,moved_interstate,-0.008225486937617675,0.002055619101208006,0,
2007,mex_nb_minus_oth_nb,some_college_plus,men,moved_within_state,0.037752310225646096,0.004886016989984887,0,
2007,mex_nb_minus_oth_nb,some_college_plus,women,long_distance,-0.007717239838684671,0.001552399084085122,0,
2007,mex_nb_minus_oth_nb,some_college_plus,women,moved_abroad,0.00043874393050731065,0.0006630269260616024,0,
2007,mex_nb_minus_oth_nb,some_college_plus,women,moved_any,0.025843169987653486,0.003966363130450867,0,
2007,mex_nb_minus_oth_nb,some_college_plus,women,moved_interstate,-0.008155983769191983,0.0014123504388009489,0,
2007,mex_nb_minus_oth_nb,some_college_plus,women,moved_within_state,0.03356040982633815,0.003912896345932551,0,
2007,oth_fb,all,all,long_distance,0.054219721297274495,0.0008237909327567395,156242,18149374.0
2007,oth_fb,all,all,moved_abroad,0.028361529163485198,0.0006498774520086321,156242,18149374.0
2007,oth_fb,all,all,moved_any,0.17272766542801973,0.0014409287339095056,156242,18149374.0
2007,oth_fb,all,all,moved_interstate,0.025858192133789298,0.00048071232762907865,156242,18149374.0
2007,oth_fb,all,all,moved_within_state,0.11850794413074522,0.0011647053859550724,156242,18149374.0
2007,oth_fb,hs_or_less,all,long_distance,0.04382594762461187,0.0011857692513856718,61514,7911044.0
2007,oth_fb,hs_or_less,all,moved_abroad,0.023313231477413095,0.0009172239710634271,61514,7911044.0
2007,oth_fb,hs_or_less,all,moved_any,0.17116577786699202,0.0023912888245724803,61514,7911044.0
2007,oth_fb,hs_or_less,all,moved_interstate,0.020512716147198778,0.0007250519492979856,61514,7911044.0
2007,oth_fb,hs_or_less,all,moved_within_state,0.12733983024238016,0.001988724783652844,61514,7911044.0
2007,oth_fb,hs_or_less,men,long_distance,0.045597464952601,0.0017081718827130952,28889,3905568.0
2007,oth_fb,hs_or_less,men,moved_abroad,0.023410167227916657,0.0013016711735845705,28889,3905568.0
2007,oth_fb,hs_or_less,men,moved_any,0.1876869126334505,0.0030121162805531085,28889,3905568.0
2007,oth_fb,hs_or_less,men,moved_interstate,0.02218729772468435,0.0011042129151652362,28889,3905568.0
2007,oth_fb,hs_or_less,men,moved_within_state,0.1420894476808495,0.0022394907243367458,28889,3905568.0
2007,oth_fb,hs_or_less,women,long_distance,0.04209861699333612,0.001525584638581639,32625,4005476.0
2007,oth_fb,hs_or_less,women,moved_abroad,0.023218713581107463,0.001181688194515551,32625,4005476.0
2007,oth_fb,hs_or_less,women,moved_any,0.15505672734027118,0.0028275563268373074,32625,4005476.0
2007,oth_fb,hs_or_less,women,moved_interstate,0.018879903412228657,0.0008833139066374361,32625,4005476.0
2007,oth_fb,hs_or_less,women,moved_within_state,0.11295811034693505,0.002434526105595318,32625,4005476.0
2007,oth_fb,some_college_plus,all,long_distance,0.06225087489854302,0.0010755570227493293,94728,10238330.0
2007,oth_fb,some_college_plus,all,moved_abroad,0.032262292776263315,0.000838922940345577,94728,10238330.0
2007,oth_fb,some_college_plus,all,moved_any,0.1739345186177824,0.0018076883589238121,94728,10238330.0
2007,oth_fb,some_college_plus,all,moved_interstate,0.029988582122279707,0.000675744683890336,94728,10238330.0
2007,oth_fb,some_college_plus,all,moved_within_state,0.11168364371923936,0.0013750409639509743,94728,10238330.0
2007,oth_fb,some_college_plus,men,long_distance,0.06411910465494725,0.0012941068832471425,45247,5048199.0
2007,oth_fb,some_college_plus,men,moved_abroad,0.03176043575144324,0.0010905112771364316,45247,5048199.0
2007,oth_fb,some_college_plus,men,moved_any,0.18175590938471325,0.0021315628062315,45247,5048199.0
2007,oth_fb,some_college_plus,men,moved_interstate,0.032358668903504,0.0008880615104460072,45247,5048199.0
2007,oth_fb,some_college_plus,men,moved_within_state,0.117636804729766,0.0016055857590083161,45247,5048199.0
2007,oth_fb,some_college_plus,women,long_distance,0.06043373471690792,0.0013599000958874963,49481,5190131.0
2007,oth_fb,some_college_plus,women,moved_abroad,0.03275042575996637,0.0010652504947044736,49481,5190131.0
2007,oth_fb,some_college_plus,women,moved_any,0.16632701563794824,0.002166172943234288,49481,5190131.0
2007,oth_fb,some_college_plus,women,moved_interstate,0.02768330895694155,0.0007678809194698924,49481,5190131.0
2007,oth_fb,some_college_plus,women,moved_within_state,0.10589328092104033,0.001790220406693122,49481,5190131.0
2007,oth_fb_minus_oth_nb,all,all,long_distance,0.023869913389746117,0.0008090318038625118,0,
2007,oth_fb_minus_oth_nb,all,all,moved_abroad,0.02584385522621363,0.0006559066918205842,0,
2007,oth_fb_minus_oth_nb,all,all,moved_any,0.012519291340767708,0.0015097031464446837,0,
2007,oth_fb_minus_oth_nb,all,all,moved_interstate,-0.001973941836467513,0.0004888806352070062,0,
2007,oth_fb_minus_oth_nb,all,all,moved_within_state,-0.011350622048978437,0.0012743260422622077,0,
2007,oth_fb_minus_oth_nb,hs_or_less,all,long_distance,0.017443622055938458,0.0012100128242819145,0,
2007,oth_fb_minus_oth_nb,hs_or_less,all,moved_abroad,0.021090717995522784,0.0009244788399906761,0,
2007,oth_fb_minus_oth_nb,hs_or_less,all,moved_any,-0.007989693617045684,0.0024878768830871,0,
2007,oth_fb_minus_oth_nb,hs_or_less,all,moved_interstate,-0.00364709593958433,0.0007660947037617912,0,
2007,oth_fb_minus_oth_nb,hs_or_less,all,moved_within_state,-0.025433315672984153,0.002076293741141321,0,
2007,oth_fb_minus_oth_nb,hs_or_less,men,long_distance,0.017120930847274243,0.0016950481918713307,0,
2007,oth_fb_minus_oth_nb,hs_or_less,men,moved_abroad,0.02056748278749956,0.0013115790569585611,0,
2007,oth_fb_minus_oth_nb,hs_or_less,men,moved_any,-0.000613443801780994,0.0032073467588090176,0,
2007,oth_fb_minus_oth_nb,hs_or_less,men,moved_interstate,-0.0034465519402253134,0.001130786303212822,0,
2007,oth_fb_minus_oth_nb,hs_or_less,men,moved_within_state,-0.01773437464905525,0.0023665733487082522,0,
2007,oth_fb_minus_oth_nb,hs_or_less,women,long_distance,0.018095897449307646,0.0015884382392411492,0,
2007,oth_fb_minus_oth_nb,hs_or_less,women,moved_abroad,0.02170088758539201,0.0011977616515037367,0,
2007,oth_fb_minus_oth_nb,hs_or_less,women,moved_any,-0.013707599735902964,0.0029495486223782234,0,
2007,oth_fb_minus_oth_nb,hs_or_less,women,moved_interstate,-0.003604990136084365,0.0009168388792086185,0,
2007,oth_fb_minus_oth_nb,hs_or_less,women,moved_within_state,-0.031803497185210625,0.002570293130971642,0,
2007,oth_fb_minus_oth_nb,some_college_plus,all,long_distance,0.028955821715522384,0.0010483100699285937,0,
2007,oth_fb_minus_oth_nb,some_college_plus,all,moved_abroad,0.029525507608625268,0.0008371367220900334,0,
2007,oth_fb_minus_oth_nb,some_college_plus,all,moved_any,0.02779144950887083,0.001836651392415993,0,
2007,oth_fb_minus_oth_nb,some_college_plus,all,moved_interstate,-0.0005696858931028802,0.0006718854560267231,0,
2007,oth_fb_minus_oth_nb,some_college_plus,all,moved_within_state,-0.0011643722066515538,0.0015134115915252139,0,
2007,oth_fb_minus_oth_nb,some_college_plus,men,long_distance,0.02836923149201294,0.0013035881645416868,0,
2007,oth_fb_minus_oth_nb,some_college_plus,men,moved_abroad,0.028526238069252897,0.001090621463584907,0,
2007,oth_fb_minus_oth_nb,some_college_plus,men,moved_any,0.032880490206356194,0.0022839792256042464,0,
2007,oth_fb_minus_oth_nb,some_college_plus,men,moved_interstate,-0.00015700657723996536,0.0009585721920313191,0,
2007,oth_fb_minus_oth_nb,some_college_plus,men,moved_within_state,0.004511258714343255,0.0018024959661480633,0,
2007,oth_fb_minus_oth_nb,some_college_plus,women,long_distance,0.029403462311588774,0.0013557754804489558,0,
2007,oth_fb_minus_oth_nb,some_college_plus,women,moved_abroad,0.030472546056176553,0.001073148852991352,0,
2007,oth_fb_minus_oth_nb,some_college_plus,women,moved_any,0.022704772482005003,0.002211256939184692,0,
2007,oth_fb_minus_oth_nb,some_college_plus,women,moved_interstate,-0.0010690837445877788,0.0007725255239793278,0,
2007,oth_fb_minus_oth_nb,some_college_plus,women,moved_within_state,-0.0066986898295837705,0.0019632368412735466,0,
2007,oth_nb,all,all,long_distance,0.03034980790752838,0.00021711603499778633,1344171,132318564.0
2007,oth_nb,all,all,moved_abroad,0.0025176739372715683,5.6786289286425206e-05,1344171,132318564.0
2007,oth_nb,all,all,moved_any,0.16020837408725203,0.0006145757237571955,1344171,132318564.0
2007,oth_nb,all,all,moved_interstate,0.02783213397025681,0.00019952110943979986,1344171,132318564.0
2007,oth_nb,all,all,moved_within_state,0.12985856617972366,0.0005663614521557625,1344171,132318564.0
2007,oth_nb,hs_or_less,all,long_distance,0.026382325568673416,0.0003063766946733392,548558,56375811.0
2007,oth_nb,hs_or_less,all,moved_abroad,0.0022225134818903095,8.607478045653709e-05,548558,56375811.0
2007,oth_nb,hs_or_less,all,moved_any,0.1791554714840377,0.0009545321254353772,548558,56375811.0
2007,oth_nb,hs_or_less,all,moved_interstate,0.024159812086783108,0.0002874772771012622,548558,56375811.0
2007,oth_nb,hs_or_less,all,moved_within_state,0.1527731459153643,0.0008511598558132265,548558,56375811.0
2007,oth_nb,hs_or_less,men,long_distance,0.02847653410532676,0.0003637166050602071,287792,29986093.0
2007,oth_nb,hs_or_less,men,moved_abroad,0.002842684440417096,0.00012764368881659646,287792,29986093.0
2007,oth_nb,hs_or_less,men,moved_any,0.1883003564352315,0.0011408227301222577,287792,29986093.0
2007,oth_nb,hs_or_less,men,moved_interstate,0.025633849664909662,0.0003467236421635136,287792,29986093.0
2007,oth_nb,hs_or_less,men,moved_within_state,0.15982382232990475,0.001063773313930712,287792,29986093.0
2007,oth_nb,hs_or_less,women,long_distance,0.024002719544028474,0.0004038443232417197,260766,26389718.0
2007,oth_nb,hs_or_less,women,moved_abroad,0.0015178259957154526,9.81040606319281e-05,260766,26389718.0
2007,oth_nb,hs_or_less,women,moved_any,0.16876432707617414,0.0012314273045583044,260766,26389718.0
2007,oth_nb,hs_or_less,women,moved_interstate,0.022484893548313022,0.00038773395897884194,260766,26389718.0
2007,oth_nb,hs_or_less,women,moved_within_state,0.14476160753214568,0.0010888049136223408,260766,26389718.0
2007,oth_nb,some_college_plus,all,long_distance,0.03329505318302064,0.0003375994874995303,795613,75942753.0
2007,oth_nb,some_college_plus,all,moved_abroad,0.0027367851676380495,7.771202382914359e-05,795613,75942753.0
2007,oth_nb,some_college_plus,all,moved_any,0.14614306910891156,0.0006344034633291116,795613,75942753.0
2007,oth_nb,some_college_plus,all,moved_interstate,0.030558268015382587,0.0003135316519000438,795613,75942753.0
2007,oth_nb,some_college_plus,all,moved_within_state,0.11284801592589092,0.0005671268126108121,795613,75942753.0
2007,oth_nb,some_college_plus,men,long_distance,0.035749873162934306,0.00044890781336350363,376401,36442423.0
2007,oth_nb,some_college_plus,men,moved_abroad,0.003234197682190342,0.0001202748517247529,376401,36442423.0
2007,oth_nb,some_college_plus,men,moved_any,0.14887541917835706,0.0008074349396919917,376401,36442423.0
2007,oth_nb,some_college_plus,men,moved_interstate,0.032515675480743966,0.0004116407036232963,376401,36442423.0
2007,oth_nb,some_college_plus,men,moved_within_state,0.11312554601542274,0.00072478850115472,376401,36442423.0
2007,oth_nb,some_college_plus,women,long_distance,0.031030272405319144,0.0003749167740748835,419212,39500330.0
2007,oth_nb,some_college_plus,women,moved_abroad,0.0022778797037898164,9.101165538254695e-05,419212,39500330.0
2007,oth_nb,some_college_plus,women,moved_any,0.14362224315594324,0.000725470012693167,419212,39500330.0
2007,oth_nb,some_college_plus,women,moved_interstate,0.02875239270152933,0.00034932956602708404,419212,39500330.0
2007,oth_nb,some_college_plus,women,moved_within_state,0.1125919707506241,0.0006619889727432843,419212,39500330.0
2008,all,all,all,long_distance,0.030274537424148675,0.00023316240229912343,1586774,163653863.0
2008,all,all,all,moved_abroad,0.0062173906643438045,9.63104730511178e-05,1586774,163653863.0
2008,all,all,all,moved_any,0.15297646227880365,0.0006035034541012625,1586774,163653863.0
2008,all,all,all,moved_interstate,0.02405714675980487,0.00021276324512142103,1586774,163653863.0
2008,all,all,all,moved_within_state,0.12248563298502767,0.0005363924389885541,1586774,163653863.0
2008,mex_fb,all,all,long_distance,0.03174169831929013,0.0010953197818038556,69283,9340458.0
2008,mex_fb,all,all,moved_abroad,0.018137654491888942,0.0008900526668571029,69283,9340458.0
2008,mex_fb,all,all,moved_any,0.1673671676485243,0.0023578327829727494,69283,9340458.0
2008,mex_fb,all,all,moved_interstate,0.013604043827401184,0.0007367476357333283,69283,9340458.0
2008,mex_fb,all,all,moved_within_state,0.13548992993705447,0.0021793605770891204,69283,9340458.0
2008,mex_fb,hs_or_less,all,long_distance,0.030837462529803465,0.001189208946343529,57765,7904282.0
2008,mex_fb,hs_or_less,all,moved_abroad,0.01824922238351314,0.000989546324300285,57765,7904282.0
2008,mex_fb,hs_or_less,all,moved_any,0.1665246761185899,0.002600474989720429,57765,7904282.0
2008,mex_fb,hs_or_less,all,moved_interstate,0.012588240146290328,0.0007375185365663973,57765,7904282.0
