period,cbsa,shock_qcew,shock_acs,bartik_qcew,bartik_acs,bartik_qcew_lowmen,mexshare_adults,mexshare_low,adults_base,lowmen_emp_change_acs
GR_2006_2010,15180,0.028203420552759463,0.04009285116446229,-0.044231885783884706,-0.001880514561156337,-0.10171207663644728,0.3566119524997849,0.4463566521135818,185936.0,0.010942826893279314
GR_2006_2010,15980,-0.1526364793627609,-0.15506879823237354,-0.0865588422671055,-0.045572026328430805,-0.18401820195991883,0.05485520711713341,0.1078329906172974,304055.0,-0.20792900723667299
GR_2006_2010,16740,-0.031610140415117643,0.0018240568153994113,-0.07771089052018373,-0.04288717363069369,-0.14847785178552336,0.04241047266796213,0.0834993260567215,1160061.7726,-0.15626461550534507
GR_2006_2010,16980,-0.06755423640056356,-0.03480372044646706,-0.06843200706451696,-0.03241274750406019,-0.1317699743724913,0.10891087695995524,0.22215050710746234,5228918.8628,-0.14817447422425242
GR_2006_2010,17020,-0.06777165366297569,-0.15637531479918068,-0.038512142469840936,0.0015181532487099107,-0.09446639477569074,0.06025461574351796,0.11949400376323366,105021.0,-0.16772746877211103
GR_2006_2010,17820,-0.05262249161486201,-0.03602000255614877,-0.06401669164623199,-0.02239379630382981,-0.14410103201218405,0.03156248835633132,0.07172010898911137,338086.097,-0.19878299407691635
GR_2006_2010,18140,-0.04004325814848055,0.013032801365292316,-0.05850315717210775,-0.024371492220456377,-0.12603003482089611,0.012726799934558285,0.024632058593110965,998167.5885,-0.13702099829505945
GR_2006_2010,18580,0.016387841543722522,0.05792347943372228,-0.04616496554222946,-0.005102562435124763,-0.10647912949350857,0.06229787858005294,0.08880994462802824,217743.498,-0.0736430323876274
GR_2006_2010,19100,0.0012851092941171952,0.022413813560707402,-0.07738744320289835,-0.04124179391987175,-0.15027288265813743,0.1518833579005142,0.2922597235958709,3434818.9493,-0.1120220561644001
GR_2006_2010,19740,-0.021143629404604923,0.0011073177153654616,-0.06667277545564335,-0.03474725583725643,-0.1377272116062017,0.094171196509788,0.21643120417116987,1411084.2978,-0.14247653049557885
GR_2006_2010,19820,-0.14636919247275004,-0.12807511138268063,-0.07074871797243662,-0.028183558996436278,-0.1284034044312228,0.012496021505158359,0.025527995010315215,2466385.0,-0.2471425434970808
GR_2006_2010,20500,-0.010092676860361735,-0.0022557731673230885,-0.04661416645223148,-0.005281496523151029,-0.1331001809195632,0.0573528234801536,0.12849109978727807,250705.0312,-0.18233983181562105
GR_2006_2010,21340,0.035035997012250825,0.12299285652251295,-0.05307510595791432,-0.01187659332860095,-0.10949463294196861,0.3578100392550331,0.46819364390342993,353993.2822,0.031012805931388044
GR_2006_2010,22220,-0.024366629934902902,0.04275619124373519,-0.08603543549770751,-0.044016997605193064,-0.15586064456465956,0.08026344675888718,0.1360785168030217,229107.87840000002,-0.10768983112640576
GR_2006_2010,23420,-0.060035929804030726,-0.0007065352631824413,-0.05802518672974361,-0.020504045809609635,-0.11034056977269924,0.2136245745675865,0.3415752297813848,454772.0598,-0.10650880609406234
GR_2006_2010,24340,-0.10438728902955581,-0.06251017952057895,-0.08223721581944174,-0.03809966674716717,-0.14911879251941446,0.0354594844039806,0.07078949850566234,533835.0407,-0.2134866670308378
GR_2006_2010,24540,-0.02196702250911719,0.010193015099060475,-0.07662778422291798,-0.040682786767271065,-0.13411143643040221,0.1259158646383111,0.24032403240324032,128736.928,-0.05904460711182773
GR_2006_2010,24660,-0.08181618823686798,-0.032802714910909934,-0.08149486843356193,-0.041084903489333496,-0.14298818692637566,0.03949436091640686,0.0749412229540935,380582.8668,-0.08293733019287648
GR_2006_2010,24860,-0.04690601308111308,-0.011299261579839385,-0.08595499967203601,-0.041243175683673146,-0.1420490946461783,0.024434409619516616,0.041805663019042746,435297.78969999996,-0.16894890872256538
GR_2006_2010,26420,0.036488305541615466,0.055228708485349276,-0.07079057775989407,-0.03216722426454775,-0.14450289076349956,0.14801261866256238,0.2541160639555403,3122165.8084,-0.08299079904209625
GR_2006_2010,26900,-0.030284179116081462,-0.013299909789409712,-0.07080888330921707,-0.033251906276969445,-0.13731800811744774,0.025780194051227452,0.050894849571569166,1011587.6028,-0.12172231791112215
GR_2006_2010,28140,-0.0379731433969884,-0.006283025690042078,-0.060187116749983886,-0.026981605379072973,-0.12587617131667306,0.03555289095910983,0.08054100512289634,1081515.7829,-0.11751468475725246
GR_2006_2010,28420,0.14724689102320376,0.08231134757776086,-0.052661746570223704,-0.005944621926224783,-0.09111853502844001,0.15784279340636037,0.31730059703495,122603.0,0.11018650989598663
GR_2006_2010,28660,0.0868322711045801,0.07637627498010068,-0.04329331587167834,-0.0030988811594320244,-0.10228380384376215,0.038532663043031073,0.0798134684628656,187887.546,-0.0069801334312033095
GR_2006_2010,29460,-0.09229372968818735,-0.05832424265091495,-0.07478523503177276,-0.033847853615577315,-0.14761416323259313,0.059490103488026545,0.09886045581767293,306219.0,-0.21782072722309098
GR_2006_2010,29700,0.01055856693638269,0.17975618970486315,-0.048075973761196336,-0.018663825600591488,-0.09614822169956962,0.39396388100652097,0.4569261252735553,106426.0,0.01787245400466057
GR_2006_2010,29820,-0.13484895995647442,-0.018222051261830356,-0.06676652964952899,-0.017174683707653796,-0.13168129109387994,0.14680042805029106,0.25022951368247737,1037045.1539,-0.15494483463329975
GR_2006_2010,30980,0.04327474813437322,-0.0077220105787474454,-0.06372324962207637,-0.018484724321625266,-0.1196107238487907,0.06290679807546276,0.09900421019571966,113951.11370000002,0.0023829310139728554
GR_2006_2010,31080,-0.08523996916607643,-0.039462598172471004,-0.06887569031522157,-0.03197222643159702,-0.1255952555181598,0.21930421341957781,0.39482015144774846,6986974.3723,-0.15446785220198478
GR_2006_2010,31140,-0.03633152698504979,-0.006713606700139383,-0.06919351669778709,-0.033011099555118675,-0.13996112718132694,0.014636949672886163,0.027528770823361314,670247.4913999999,-0.15762404098765515
GR_2006_2010,32580,0.06944784277249873,0.08777089816614703,-0.048850839332782996,-0.006079809350500787,-0.11470677497315412,0.40054304518490097,0.4914826241919673,338830.0,0.009869440233879232
GR_2006_2010,32820,-0.07892187900671055,-0.031385798377538326,-0.06457150591351259,-0.028994833520227224,-0.12305955944902804,0.02294299974330737,0.041773614973673226,702081.3136999999,-0.1562040332705305
GR_2006_2010,32900,-0.02595625403495799,-0.050819076096573636,-0.07634913868601977,-0.02674293259597132,-0.11455311446567759,0.3079310768282746,0.4082384748548658,128510.9402,-0.26459315298604635
GR_2006_2010,33100,-0.09232061080847935,-0.031176581037092907,-0.06438568841027022,-0.030972041431249007,-0.13120163820153402,0.01752925251093267,0.028012216682710627,2904765.8232,-0.10523594239016872
GR_2006_2010,33340,-0.06190705967563814,-0.028948148961397295,-0.064078212093233,-0.023754743750512786,-0.12793933041289432,0.0349091720901339,0.07810240946080717,824196.0,-0.16382886969945007
GR_2006_2010,33460,-0.05030389117128551,-0.012383551947396857,-0.06656030238241906,-0.031292869741076194,-0.13087700913855724,0.023234032043833387,0.055668964472951075,1825567.2937,-0.10891038902808638
GR_2006_2010,33700,-0.08246301802321936,-0.06355985148300188,-0.07509704033509242,-0.03304746471830824,-0.13798603361679945,0.20853177817376747,0.31890130353817503,277785.0,-0.13787148499884022
GR_2006_2010,34940,-0.188988565347883,-0.14695974122191244,-0.0900083049967664,-0.04675374248942352,-0.17401141273683032,0.10717219823459284,0.1967052122462007,161889.0,-0.39280383780651046
GR_2006_2010,34980,-0.04913976892186913,0.023236471923297475,-0.06742029358801893,-0.03134403277991263,-0.14122720054512217,0.030943615390892663,0.05868820536162944,881807.9612,-0.07656827381807664
GR_2006_2010,35620,-0.019475152230661145,-0.015467973465663507,-0.049564929665406626,-0.018917734514564213,-0.10795872366580132,0.025757337969297755,0.05247853929757818,10794925.8045,-0.0962896708512069
GR_2006_2010,35840,-0.20519434926994645,-0.148994272751929,-0.07495882044684454,-0.03389635255895536,-0.1522172934659903,0.04561279064818624,0.09266266272445017,352445.0,-0.20044421797870676
GR_2006_2010,36260,-0.025859594468283006,0.04154838281563817,-0.06056733070978834,-0.019088068445201535,-0.13393748646732034,0.05646519442665918,0.1282629970648751,280506.8,-0.08340644176252901
GR_2006_2010,36420,-0.017234797345244062,0.03477161188270147,-0.055628852620806725,-0.019691730744552816,-0.1262447211401035,0.050479962650158444,0.10169954344241988,637326.6126,-0.09559666894190527
GR_2006_2010,36540,-0.005115841606284228,0.01817680212120541,-0.05897362283576046,-0.02375157363524337,-0.1304813286690233,0.04092983736498244,0.09625709865325899,440192.162,-0.05585632969263365
GR_2006_2010,36740,-0.060915388261855406,-0.027061350163726412,-0.06403736496209472,-0.022065696602686778,-0.1277609969273237,0.023956307518179,0.045502978036202596,1113235.0,-0.13892513135068804
GR_2006_2010,37100,-0.06462474172142209,-0.003739024926432074,-0.06686866318419979,-0.029523710597690045,-0.11364508159641798,0.2059627609118195,0.4215987190307178,436650.9975,-0.19653061839389332
GR_2006_2010,37980,-0.04266959337240296,-0.0035336731078514285,-0.05289643749462032,-0.01865359627539346,-0.11578153078604259,0.011008034848869641,0.022756224022435628,3163028.5039999997,-0.08449742345346956
GR_2006_2010,38060,-0.11233828660841656,-0.07031737623739831,-0.07754599516088619,-0.037733535010801456,-0.14917564154590104,0.16016343712411582,0.30672476033632107,2182190.2088,-0.2507216602885024
GR_2006_2010,38900,-0.046114497067923525,-0.05024916853923957,-0.06665451049291855,-0.028752824510305395,-0.1289040380864154,0.05391009685338588,0.12951246804905248,1234651.2506,-0.22945644329150816
GR_2006_2010,39340,-0.01587315999300103,0.08797038308266708,-0.0794386428026156,-0.03883069173699937,-0.17891295235211005,0.07627921509021404,0.19344425731640108,201875.56180000002,-0.1738441808745757
GR_2006_2010,39580,0.0033070819646250594,0.06820370887054979,-0.06697689123627933,-0.03160538404301572,-0.16082905294974334,0.05261455754038162,0.1388964372977991,573133.399,-0.15716087430382736
GR_2006_2010,39900,-0.16549837004748552,-0.11450516363211269,-0.07010547252313697,-0.02881809840753354,-0.13899794418252784,0.11837787957299062,0.24534009945750293,228154.4094,-0.30641396406344706
GR_2006_2010,40060,-0.04028694068877442,-0.02345787411904718,-0.06033736590190623,-0.02552961153945968,-0.12912678266213437,0.014796325987910404,0.03146210471778973,654062.5293,-0.15014575166147665
GR_2006_2010,40140,-0.11803634275359148,-0.06184318077913352,-0.07707830947761958,-0.03454626323179777,-0.13851555246052577,0.2136267719031497,0.32655765249205426,2159744.0868,-0.22048056728529344
GR_2006_2010,40420,-0.10423610644283228,-0.1139967767010352,-0.08544785855710167,-0.03966270782878582,-0.14098364570105418,0.07316322605462239,0.1312632605657171,194975.0,-0.3117647004767471
GR_2006_2010,40900,-0.0926481528024339,-0.06872639528289638,-0.055068732506598356,-0.01884135567241587,-0.12800158463198538,0.07765537402960863,0.1673569333324145,1121970.0,-0.21139457688259392
GR_2006_2010,41180,-0.05969675347603978,-0.03777193241537454,-0.06044860005599708,-0.025416918372236693,-0.12667168352166627,0.006231674747064121,0.012444636811423385,1514720.2932,-0.17904177301596533
GR_2006_2010,41420,-0.04270090972915534,-0.09663720433539394,-0.06771644396206476,-0.02075995718440737,-0.13651127078382227,0.14285975099353224,0.2573774712520147,213430.99430000002,-0.1625427493138616
GR_2006_2010,41500,-0.00924426578344658,-0.023326579542316983,-0.05041094193881172,-0.007283373358514679,-0.08038178573916822,0.30268831002757046,0.4916908329120899,219143.2662,0.031000931990290873
GR_2006_2010,41620,-0.011003807856139471,-0.011089873147968218,-0.06880021622377203,-0.031037119602390726,-0.1339902326331048,0.07990804692665682,0.1691952961781708,541036.8375,-0.04559525587945571
GR_2006_2010,41700,0.035697019478587964,0.08921851963039959,-0.06228797896664951,-0.023572182150479085,-0.13325020095853662,0.10915516438837053,0.17804544576914844,1042741.9558,-0.03374835770332804
GR_2006_2010,41740,-0.06545886861375941,-0.03886077271447831,-0.059874914379483515,-0.020599216334734362,-0.12365580486791189,0.1637260644176721,0.3283718542484975,1601486.0,-0.25469826400977896
GR_2006_2010,41860,-0.05112193571280151,0.00559134874326168,-0.05616445251949838,-0.02207568118097404,-0.12986702804046538,0.083222014370763,0.21866947394884043,2378301.0,-0.06521950758566145
GR_2006_2010,41940,-0.04280935772798862,-0.0006286099814143528,-0.07866333933749209,-0.035788337462990504,-0.13160330394316755,0.13983287492571692,0.34223020207345783,1002767.7338,-0.15204730137120342
GR_2006_2010,42020,-0.052554945006720824,-0.04434724095168493,-0.05865848818021608,-0.012246789899509159,-0.14443269594640293,0.07171037193476476,0.1628439917735775,136368.0,-0.10233892902671164
GR_2006_2010,42100,-0.05432768610172945,-0.061342729339745286,-0.05019092710402599,-0.012163503494427836,-0.10780904469149569,0.16273638043168062,0.3887057387057387,133154.0,-0.1156453172142296
GR_2006_2010,42200,-0.04650173850651758,0.03789949955869947,-0.05024527805149804,-0.0004966051530624527,-0.0946035712965063,0.26862247070552225,0.5200781923000464,199611.0,-0.045831221480639665
GR_2006_2010,42220,-0.08749034773861128,-0.04041027819552481,-0.06890161982655604,-0.029220491163088738,-0.13183512654394478,0.14202135892276738,0.3186100477994407,258440.0,-0.12071570060766866
GR_2006_2010,42660,-0.01971286820224964,0.0034435408177465594,-0.06833349535257134,-0.03200796363079747,-0.1367653842806594,0.033425398969899586,0.08499448978490895,1920007.0,-0.09890678619496512
GR_2006_2010,44700,-0.09405048261854174,-0.08385248883166882,-0.07033843140650187,-0.030519943691277963,-0.12288926091690529,0.17906391820219805,0.2836511544443115,365780.0,-0.3009436392045797
GR_2006_2010,45300,-0.12975126266350415,-0.06273534019266383,-0.06474326261292039,-0.029460375307355603,-0.13254715250307958,0.03239363556045488,0.06401757710648005,1480476.0,-0.20451794998399045
GR_2006_2010,46060,-0.06917608976211709,-0.03829170213904609,-0.06262941552815555,-0.019942778843915748,-0.1408271172360982,0.11792192336613527,0.2124685028262329,490723.0,-0.1980572545953483
GR_2006_2010,46140,-0.03514114384067559,0.02005624112025116,-0.06587389340383207,-0.03018508247632392,-0.14252057099935037,0.040747856715653286,0.07325721955349244,490132.6796,-0.0717530163153608
GR_2006_2010,46340,0.003927467666221783,0.07301266663392456,-0.05726629283271252,-0.021506402581200037,-0.14843969458884515,0.09791390565945124,0.19560635362117293,101865.0,-0.07708675755149035
GR_2006_2010,46700,-0.06881868927608426,-0.0444098195269478,-0.06138795648729915,-0.0238777916794724,-0.1384025617223374,0.10287811189628239,0.1989724106026753,231089.0,-0.0810846577818651
GR_2006_2010,47300,-0.018285312453083298,0.04308329080226685,-0.05358349376904021,-0.011032109821373103,-0.09120681700673905,0.29083374408967266,0.4222857185156672,219108.0,0.03162457240628712
GR_2006_2010,47380,-0.020781905319284383,0.044144511057989076,-0.06652286066776546,-0.023997517803048037,-0.13356987915560983,0.10448311635565373,0.17134630147671187,120581.0818,-0.05084257638260366
GR_2006_2010,47900,-0.005371005141831338,0.03625510802350686,-0.03711653455925164,-0.002579800124451439,-0.12044743962045329,0.012185740961075567,0.0294519805880614,3052760.2071,-0.03991930112563358
GR_2006_2010,48620,-0.03724744662387963,0.008493409966061419,-0.0823266370581798,-0.03700761657403301,-0.15246905104593061,0.04330437829591191,0.08742306209660065,320496.1264,-0.10364156422807369
GR_2006_2010,49180,-0.07381275050540798,-0.06034941657734891,-0.08276900460400499,-0.03988800381288562,-0.1533301410620567,0.04980217678004666,0.08925310120727686,345005.0,-0.19790851563218373
GR_2006_2010,49420,0.017346462466632063,0.015922051715107466,-0.05741827037972172,-0.022435392000766458,-0.09451738303796284,0.24335646445588566,0.36837787604947764,125084.0,0.04641188541779845
COVID_2019_2021,10740,-0.034719538241328826,-0.05366130260458845,-0.026730458377343214,-0.011632613261762854,-0.027615503943969544,0.07474141101275572,0.14705070600526055,479908.0244,-0.08114525283846584
COVID_2019_2021,11100,0.004239549097340029,0.010969803730507944,-0.03236191625600367,-0.022143419372008567,-0.04229399942228975,0.06963663669686831,0.11496169382381902,133059.8208,-0.12757726163988706
COVID_2019_2021,12060,-0.019626517712349384,0.01422366022906825,-0.021273104994787417,-0.010798572595921102,-0.02436476966749229,0.03896306084818178,0.09469763496130708,3293653.7172999997,-0.026065903990133737
COVID_2019_2021,12420,0.04061257887030374,0.04063943312665297,-0.02501392302746884,-0.009682192073503302,-0.029778838071320556,0.08400223410117931,0.20525602469641613,1274211.2248,-0.06810365628316212
COVID_2019_2021,12540,-0.015099360301012348,0.018694867418448672,-0.030521830769775438,-0.02485622226593894,-0.030441930788467783,0.20513888273601205,0.3119922957900845,451460.0,0.07957264646492018
COVID_2019_2021,12580,-0.050923720744583165,-0.007532198119532585,-0.0213434924288172,-0.0021453378492835287,-0.027822569575543223,0.007460624145775681,0.016976696615661015,1489595.2648,0.020556180948251193
COVID_2019_2021,13140,-0.08398420353564524,-0.04836530998393185,-0.031229843065145025,-0.022586695864335895,-0.026685661055013438,0.08448174914063147,0.1533473672604552,214194.2536,-0.10180431452061049
COVID_2019_2021,13820,-0.021049838535313708,0.004862618950152746,-0.02732380084906269,-0.0152761188971188,-0.032546688859867556,0.017839882142758043,0.03596301797037244,616803.845,-0.010487776813066174
COVID_2019_2021,14260,0.05339134221077882,0.09148359530095851,-0.02498292870334878,-0.012305663812696706,-0.0304873089879419,0.040051365081752784,0.10397772176764514,387151.4134,0.2621240228836593
COVID_2019_2021,15180,0.024521477078231074,-0.004927114180422576,-0.03388594138906926,-0.025147255573317432,-0.03339579430945198,0.30011180094673995,0.3913456016379935,210195.0,-0.0024768518030877196
COVID_2019_2021,15980,0.018763078451076033,0.04458845463938288,-0.030707181875079582,-0.025981777381224425,-0.030913911650063245,0.03542642110999352,0.07105028265397204,368849.0,-0.029658676717570154
COVID_2019_2021,16740,0.005498721932964616,0.013842469361199566,-0.023345748533795483,-0.012209605390238203,-0.028215711022836272,0.03309586723189259,0.08554477213494081,1439290.1889,0.06045793712755147
COVID_2019_2021,16980,-0.06083327536774469,-0.026598500248738086,-0.023102185508739635,-0.01120155706224158,-0.025205452038165283,0.0913408521187588,0.21030140370568104,5132772.5002,-0.04202333195101967
COVID_2019_2021,17780,0.009969185174574772,-0.07074079070721673,-0.04049789670804264,-0.029178664209395157,-0.043915318287936204,0.09663508752901746,0.18861512800411706,121216.9896,-0.07674221854705918
COVID_2019_2021,18140,-0.012672902099845522,-0.008472277355692934,-0.021647688076397865,-0.007458333100158794,-0.02413716338205578,0.009696907328649975,0.01994722357382134,1149258.6886,-0.03770866620199934
COVID_2019_2021,18580,-0.05419574233493717,-0.04200161753506775,-0.03287685397018337,-0.025641223330554488,-0.03421499456114335,0.07192067084977834,0.10361610574407672,234360.307,-0.06580601584944142
COVID_2019_2021,19100,0.011376366439790647,0.012995672097414394,-0.024340715086080832,-0.01656849168470843,-0.028153400811469508,0.12270057996353975,0.2513219867472772,4202135.1566,-0.045334058880388
COVID_2019_2021,19740,-0.01353075725150441,-0.017497498353499123,-0.023734585409045203,-0.011397133696827641,-0.027495891736793843,0.06790974477047709,0.17565369964544666,1703276.0319,0.01961786595578987
COVID_2019_2021,19820,-0.05981782118890965,-0.027395539298004506,-0.028363076945198542,-0.01389701679237195,-0.03351762765372386,0.012288094212066275,0.02472274196729487,2354378.6774999998,-0.0341077518194863
COVID_2019_2021,20500,0.028984865290997128,-0.026742796089223062,-0.028847733744066545,-0.009895496914197005,-0.032199724903196024,0.037872592312718716,0.10758926796442835,299948.86819999997,-0.14677946722330687
COVID_2019_2021,21340,-0.018338739076900396,0.027988637828708942,-0.029332550553561834,-0.018847672077561453,-0.030812316446854192,0.26596626821766434,0.3645401026805061,425165.3428,-0.013144340391308353
COVID_2019_2021,22220,0.018503801457331305,0.09689452845193805,-0.027746988590723394,-0.01799647451058365,-0.029103106788410934,0.06848307634817587,0.13652289131212458,291700.2253,0.14918259503771336
COVID_2019_2021,23420,-0.01901319820789142,0.04484984200306148,-0.02466554169670606,-0.01504300965625464,-0.023757693415160864,0.2087619140363477,0.3455110635737683,492906.0,0.048603956082884175
COVID_2019_2021,23580,0.015466395913188439,0.03631436112286392,-0.027376659676072147,-0.0178300080508226,-0.025483335202285035,0.13697276711935044,0.23125118011569426,111336.0,-0.08630311455779033
COVID_2019_2021,24340,-0.04818533828564176,-0.02422953825879122,-0.030770165321210994,-0.017993602995349346,-0.03175162928566233,0.030620736755981953,0.06312194902984021,573374.4338,-0.08960057127171808
COVID_2019_2021,24540,-0.06707095099656082,0.027338975003029578,-0.029869775017080318,-0.020431099840572654,-0.028253182512636643,0.10309839162678859,0.21410752650132636,168071.6006,-0.17392258084260412
COVID_2019_2021,24660,-0.031802053289452896,-0.005865992737984856,-0.029170028973561787,-0.020069854045276357,-0.026126607571786847,0.03501631489969792,0.0725742491173705,405342.5165,-0.07210482395716333
COVID_2019_2021,24860,-0.01953743958830055,0.010739651566485318,-0.029922454636021605,-0.01944563858785111,-0.02986923921215907,0.02167928141761574,0.04572562751056806,489634.1348,-0.07030978603977661
COVID_2019_2021,26420,-0.027446163515803913,-0.012571646430661415,-0.03337611806978464,-0.028152987567261298,-0.02810130430906039,0.12840772619753418,0.24065968292204593,3842391.0376,-0.03103631740072413
COVID_2019_2021,26900,-0.009340244263659186,0.021692555391970705,-0.024090985763366497,-0.012335373753348117,-0.0212500050496851,0.028546215290037535,0.06075428672430015,1131603.6003999999,0.011440043741542123
COVID_2019_2021,28140,-0.027917109161029047,0.019298577622929296,-0.021128567694142734,-0.00847754107805136,-0.02515069220448095,0.02690110595656964,0.059703337966622395,1171332.0356,-0.016926988314419224
COVID_2019_2021,28420,-0.009231200807723468,0.03564630009055327,-0.028609533393052673,-0.01807057944096538,-0.03619161299731958,0.1673779957901654,0.33898967961255166,151606.1456,0.06965036343828303
COVID_2019_2021,28660,0.005936158094016997,0.05733554538298594,-0.029923564329773975,-0.0183306418956454,-0.027511645749688892,0.04233112318379376,0.08508553179830095,230273.408,0.0554921596703044
COVID_2019_2021,29460,0.06624005952717764,0.04032159614356379,-0.038327378292126006,-0.034690090572304925,-0.030044250569243175,0.02643165710522019,0.04491952653583524,361347.0,0.07473478208786981
COVID_2019_2021,29700,-0.04673223935608103,-0.14882104366722407,-0.028636687863873838,-0.027196318996665,-0.037032375086605736,0.33115449609894654,0.4069739638682253,139065.0,-0.10096544838307663
COVID_2019_2021,29820,-0.06142314796636231,-0.057192327482427884,-0.05298175282995815,-0.05363952891250418,-0.05298827417184928,0.12616496574974853,0.2200810139455303,1257655.0,-0.13188199726648608
COVID_2019_2021,30780,-0.024350784590618017,0.04479254838223419,-0.023216795235870273,-0.01023749504508208,-0.01997657043688934,0.030142533315145496,0.05933886128791799,393509.8678,-0.04434550897243911
COVID_2019_2021,30980,-0.060900744451395115,0.021992232970726187,-0.041266489133256666,-0.03168729646487187,-0.045784929379753994,0.08354665610111578,0.13572178916953376,109429.5993,-0.021671670592502943
COVID_2019_2021,31080,-0.05850291092707046,-0.07094185224429554,-0.028892296486829998,-0.01958728186390593,-0.03117626595267937,0.16700432101369006,0.33569841016273433,7207568.0,-0.11002716565632194
COVID_2019_2021,31140,-0.023239042759159,0.005791938933172818,-0.024279836938245366,-0.012954419549432297,-0.027559167035155912,0.01572453053958365,0.03223571840053192,697641.6671,0.045509875349743996
COVID_2019_2021,31180,0.002871244682289797,-0.004789101699627891,-0.03529416068601969,-0.024453238074764554,-0.0396698467772653,0.041525356558538284,0.07055310241793536,158250.7399,-0.08776409942583852
COVID_2019_2021,32580,0.005500840118979991,-0.03912369705324019,-0.035580770888505545,-0.02687398223999318,-0.03652756039139309,0.38781378572636765,0.5067699736499301,419753.0,0.0027415279088742273
COVID_2019_2021,32820,-0.026790158028379977,-0.02823902770089304,-0.020004432015839593,-0.013899380441432525,-0.02438415003900382,0.024492620893613083,0.04736071480467093,723078.0355,-0.042690650286069054
COVID_2019_2021,32900,-0.009650975948989914,-0.07919424620492782,-0.02378521309820564,-0.016591063973694635,-0.0198625243477571,0.31451916854523865,0.47239774675483714,140621.0,-0.10581410824139624
COVID_2019_2021,33100,-0.02975843306572573,-0.028275734029363182,-0.026394492798366784,-0.021447586536521717,-0.02723263494478699,0.01833621415891974,0.03320883686219956,3250760.7232,-0.06575262696626448
COVID_2019_2021,33340,-0.0519358713665374,-0.0245684956498244,-0.02702128441187569,-0.012418320425592605,-0.03211498175484228,0.03981345518768214,0.0996008140262993,839691.0,-0.0799399731213989
COVID_2019_2021,33460,-0.05079753800958858,-0.00592802001541495,-0.023502198513061387,-0.008026764118684887,-0.02438854760107151,0.017090673571263065,0.04838719956970027,1988264.7842,-0.017058482282324264
COVID_2019_2021,33700,-0.02107630645870453,-0.014497884744641079,-0.026835424083985673,-0.02038095873360116,-0.02047288563689338,0.20473832975260078,0.31204605439815575,289047.0,0.021135691265845493
COVID_2019_2021,34940,0.0007584526610991561,-0.03087450464356683,-0.03578701202839871,-0.03505925556158972,-0.02722884521739311,0.08000850115454869,0.13765701424601728,174094.0,-0.035338191875451015
COVID_2019_2021,34980,-0.0027468343172056217,-0.0029437973684140768,-0.027086907270503963,-0.01817775666340183,-0.024185330322017046,0.03138899250003428,0.07189782190948987,1097821.3525,-0.024652052122606953
COVID_2019_2021,35620,-0.07835796258040373,-0.04032018778949852,-0.022304535497050675,-0.009411647163641014,-0.026408542953474477,0.023572263084659796,0.05465463271831951,10811356.444,-0.12205181871379
COVID_2019_2021,35840,0.0016672365543283938,0.08428783438100741,-0.03095773388561409,-0.023293376537916508,-0.028622252775494177,0.0345996969445367,0.07360616249309981,385408.0,-0.03834656638401189
COVID_2019_2021,36260,0.02703898469669123,0.030227240735343792,-0.02522912012807567,-0.006624603242846944,-0.03209037991315274,0.04269719812704362,0.0759804917252879,350317.6287,0.12319850537431225
