group,lowed,sex,measure,period,rate_pct,se_pct,years
mex_nb,some_college_plus,all,moved_any,2019_2024,13.984537088291646,0.10037543547241749,5
mex_nb,some_college_plus,all,moved_any,2024,13.22352660196215,0.24068074930293,1
mex_nb,some_college_plus,all,moved_interstate,2006_2010,2.1540403715505243,0.05612495175764659,5
mex_nb,some_college_plus,all,moved_interstate,2019_2024,2.100665049515078,0.04175009911968305,5
mex_nb,some_college_plus,all,moved_interstate,2024,1.88079494871073,0.08857821209332,1
mex_nb,some_college_plus,all,moved_within_state,2006_2010,15.48977391687403,0.1383313002583839,5
mex_nb,some_college_plus,all,moved_within_state,2019_2024,11.623323155104,0.09333883425111439,5
mex_nb,some_college_plus,all,moved_within_state,2024,11.08543709472364,0.20922616614936002,1
mex_nb,some_college_plus,men,long_distance,2006_2010,2.7328267160158237,0.0857235816638797,5
mex_nb,some_college_plus,men,long_distance,2019_2024,2.4654941754638218,0.06293445299671692,5
mex_nb,some_college_plus,men,long_distance,2024,2.36426596284057,0.1401729706347,1
mex_nb,some_college_plus,men,moved_abroad,2006_2010,0.4853755624318461,0.0355862081510071,5
mex_nb,some_college_plus,men,moved_abroad,2019_2024,0.270425084169258,0.019994360148948412,5
mex_nb,some_college_plus,men,moved_abroad,2024,0.2719894713753,0.05780231052939,1
mex_nb,some_college_plus,men,moved_any,2006_2010,18.19547065947353,0.21179106492112748,5
mex_nb,some_college_plus,men,moved_any,2019_2024,14.102976608010032,0.13619971080246923,5
mex_nb,some_college_plus,men,moved_any,2024,13.42687316387329,0.29305680246138,1
mex_nb,some_college_plus,men,moved_interstate,2006_2010,2.2474511535839703,0.07916018073425658,5
mex_nb,some_college_plus,men,moved_interstate,2019_2024,2.195069091294556,0.06081773904402406,5
mex_nb,some_college_plus,men,moved_interstate,2024,2.09227649146526,0.12873795035389,1
mex_nb,some_college_plus,men,moved_within_state,2006_2010,15.45685973096203,0.20093315702263176,5
mex_nb,some_college_plus,men,moved_within_state,2019_2024,11.634165156034852,0.12562830234215513,5
mex_nb,some_college_plus,men,moved_within_state,2024,11.06084523856612,0.25934260506934,1
mex_nb,some_college_plus,women,long_distance,2006_2010,2.328944333418186,0.07195270989782598,5
mex_nb,some_college_plus,women,long_distance,2019_2024,2.258452567334496,0.05569952988980008,5
mex_nb,some_college_plus,women,long_distance,2024,1.93079285821707,0.11493510356339999,1
mex_nb,some_college_plus,women,moved_abroad,2006_2010,0.262577443671876,0.0250679307018176,5
mex_nb,some_college_plus,women,moved_abroad,2019_2024,0.240394901808782,0.018547613983581585,5
mex_nb,some_college_plus,women,moved_abroad,2024,0.23199221184475,0.037891478373740003,1
mex_nb,some_college_plus,women,moved_any,2006_2010,17.84398839617846,0.1786737858297123,5
mex_nb,some_college_plus,women,moved_any,2019_2024,13.881209862978986,0.13082621812193623,5
mex_nb,some_college_plus,women,moved_any,2024,13.048533005897431,0.33309285726088,1
mex_nb,some_college_plus,women,moved_interstate,2006_2010,2.0663668897463037,0.06882132246552845,5
mex_nb,some_college_plus,women,moved_interstate,2019_2024,2.0180576655257054,0.05274638643059324,5
mex_nb,some_college_plus,women,moved_interstate,2024,1.69880064637232,0.11020837306706,1
mex_nb,some_college_plus,women,moved_within_state,2006_2010,15.515044062760275,0.17255068496656684,5
mex_nb,some_college_plus,women,moved_within_state,2019_2024,11.614293860231669,0.12137363343754044,5
mex_nb,some_college_plus,women,moved_within_state,2024,11.106600065478919,0.30048275310259004,1
mex_nb_minus_oth_nb,all,all,long_distance,2006_2010,-0.533994273507756,0.039708520950140415,5
mex_nb_minus_oth_nb,all,all,long_distance,2019_2024,-0.7850396236882778,0.031070007553064483,5
mex_nb_minus_oth_nb,all,all,long_distance,2024,-0.74367521845277,0.06366871787128,1
mex_nb_minus_oth_nb,all,all,moved_abroad,2006_2010,0.100395226274782,0.013808866772503214,5
mex_nb_minus_oth_nb,all,all,moved_abroad,2019_2024,0.090802957122314,0.01078709106127682,5
mex_nb_minus_oth_nb,all,all,moved_abroad,2024,0.05763893398791,0.021893202375370003,1
mex_nb_minus_oth_nb,all,all,moved_any,2006_2010,4.246957973311917,0.11517469728987821,5
mex_nb_minus_oth_nb,all,all,moved_any,2019_2024,0.346145040853348,0.0761889202238809,5
mex_nb_minus_oth_nb,all,all,moved_any,2024,0.75330161566439,0.17433726403355002,1
mex_nb_minus_oth_nb,all,all,moved_interstate,2006_2010,-0.634389499782542,0.03827185954731601,5
mex_nb_minus_oth_nb,all,all,moved_interstate,2019_2024,-0.8758425808105961,0.02933822364948232,5
mex_nb_minus_oth_nb,all,all,moved_interstate,2024,-0.8013141524406899,0.059087226644390006,1
mex_nb_minus_oth_nb,all,all,moved_within_state,2006_2010,4.791354562926536,0.11161559426958167,5
mex_nb_minus_oth_nb,all,all,moved_within_state,2019_2024,1.1406401923407141,0.07140999803764284,5
mex_nb_minus_oth_nb,all,all,moved_within_state,2024,1.50363932591095,0.15504755430901,1
mex_nb_minus_oth_nb,hs_or_less,all,long_distance,2006_2010,-0.252964752843652,0.050697853794497795,5
mex_nb_minus_oth_nb,hs_or_less,all,long_distance,2019_2024,-0.455547590255644,0.04008017812379584,5
mex_nb_minus_oth_nb,hs_or_less,all,long_distance,2024,-0.47571428707742996,0.0883021813037,1
mex_nb_minus_oth_nb,hs_or_less,all,moved_abroad,2006_2010,0.12584270881916998,0.017140625332323956,5
mex_nb_minus_oth_nb,hs_or_less,all,moved_abroad,2019_2024,0.13636054191344,0.016427167643916333,5
mex_nb_minus_oth_nb,hs_or_less,all,moved_abroad,2024,0.05418818334388,0.02841152495586,1
mex_nb_minus_oth_nb,hs_or_less,all,moved_any,2006_2010,3.930144221093722,0.1556917189605996,5
mex_nb_minus_oth_nb,hs_or_less,all,moved_any,2019_2024,0.063635600377852,0.10956011775813804,5
mex_nb_minus_oth_nb,hs_or_less,all,moved_any,2024,0.12252223624786,0.23702701769848,1
mex_nb_minus_oth_nb,hs_or_less,all,moved_interstate,2006_2010,-0.37880746166282403,0.04863463274221635,5
mex_nb_minus_oth_nb,hs_or_less,all,moved_interstate,2019_2024,-0.59190813216909,0.03615042082479747,5
mex_nb_minus_oth_nb,hs_or_less,all,moved_interstate,2024,-0.52990247042132,0.07930975403778,1
mex_nb_minus_oth_nb,hs_or_less,all,moved_within_state,2006_2010,4.198516305161302,0.15187907130866163,5
mex_nb_minus_oth_nb,hs_or_less,all,moved_within_state,2019_2024,0.529897490045054,0.10365505430986921,5
mex_nb_minus_oth_nb,hs_or_less,all,moved_within_state,2024,0.60795766474438,0.21357641390954002,1
mex_nb_minus_oth_nb,hs_or_less,men,long_distance,2006_2010,-0.214155862361946,0.06968719407182125,5
mex_nb_minus_oth_nb,hs_or_less,men,long_distance,2019_2024,-0.42681695922732593,0.050266825167367156,5
mex_nb_minus_oth_nb,hs_or_less,men,long_distance,2024,-0.53947864145679,0.10856512498611001,1
mex_nb_minus_oth_nb,hs_or_less,men,moved_abroad,2006_2010,0.160510667890382,0.028346608845870525,5
mex_nb_minus_oth_nb,hs_or_less,men,moved_abroad,2019_2024,0.134001183469674,0.021214388262940996,5
mex_nb_minus_oth_nb,hs_or_less,men,moved_abroad,2024,0.04505875234169,0.03484074120683,1
mex_nb_minus_oth_nb,hs_or_less,men,moved_any,2006_2010,3.545726196172464,0.17618760294465438,5
mex_nb_minus_oth_nb,hs_or_less,men,moved_any,2019_2024,0.026351610080426,0.13116180631397265,5
mex_nb_minus_oth_nb,hs_or_less,men,moved_any,2024,-0.0591658977915,0.26215284866127,1
mex_nb_minus_oth_nb,hs_or_less,men,moved_interstate,2006_2010,-0.37466653025233604,0.06512894508977798,5
mex_nb_minus_oth_nb,hs_or_less,men,moved_interstate,2019_2024,-0.5608181426970019,0.045115132035398124,5
mex_nb_minus_oth_nb,hs_or_less,men,moved_interstate,2024,-0.58453739379849,0.09576330043560999,1
mex_nb_minus_oth_nb,hs_or_less,men,moved_within_state,2006_2010,3.7769627451836136,0.1727643996082325,5
mex_nb_minus_oth_nb,hs_or_less,men,moved_within_state,2019_2024,0.46634019983936204,0.1246208076632976,5
mex_nb_minus_oth_nb,hs_or_less,men,moved_within_state,2024,0.48648199832776,0.23370115661798,1
mex_nb_minus_oth_nb,hs_or_less,women,long_distance,2006_2010,-0.303301824565258,0.06350285730436701,5
mex_nb_minus_oth_nb,hs_or_less,women,long_distance,2019_2024,-0.491674497523974,0.05831144895815467,5
mex_nb_minus_oth_nb,hs_or_less,women,long_distance,2024,-0.39655309368554,0.11859232647179,1
mex_nb_minus_oth_nb,hs_or_less,women,moved_abroad,2006_2010,0.08467721371406801,0.02023637427780945,5
mex_nb_minus_oth_nb,hs_or_less,women,moved_abroad,2019_2024,0.13960542206519602,0.023324067460511237,5
mex_nb_minus_oth_nb,hs_or_less,women,moved_abroad,2024,0.06546869555643,0.05064692370415,1
mex_nb_minus_oth_nb,hs_or_less,women,moved_any,2006_2010,4.342110269839051,0.21552297611625915,5
mex_nb_minus_oth_nb,hs_or_less,women,moved_any,2019_2024,0.099752735750322,0.16182163484597717,5
mex_nb_minus_oth_nb,hs_or_less,women,moved_any,2024,0.33552306546283,0.37733050304887,1
mex_nb_minus_oth_nb,hs_or_less,women,moved_interstate,2006_2010,-0.38797903827933,0.06170964971358987,5
mex_nb_minus_oth_nb,hs_or_less,women,moved_interstate,2019_2024,-0.631279919589174,0.05280814074211733,5
mex_nb_minus_oth_nb,hs_or_less,women,moved_interstate,2024,-0.46202178924197995,0.10329312476734,1
mex_nb_minus_oth_nb,hs_or_less,women,moved_within_state,2006_2010,4.6589909899207305,0.2083898702625749,5
mex_nb_minus_oth_nb,hs_or_less,women,moved_within_state,2019_2024,0.5990427761129321,0.15271215989953635,5
mex_nb_minus_oth_nb,hs_or_less,women,moved_within_state,2024,0.74638413520662,0.35387601771373,1
mex_nb_minus_oth_nb,some_college_plus,all,long_distance,2006_2010,-0.609937864251992,0.0621602821285638,5
mex_nb_minus_oth_nb,some_college_plus,all,long_distance,2019_2024,-0.7843237975114301,0.0444079540282927,5
mex_nb_minus_oth_nb,some_college_plus,all,long_distance,2024,-0.7354410306180601,0.09233635280474001,1
mex_nb_minus_oth_nb,some_college_plus,all,moved_abroad,2006_2010,0.099067394377766,0.023499791192079424,5
mex_nb_minus_oth_nb,some_college_plus,all,moved_abroad,2019_2024,0.044076399631036,0.013766599102107929,5
mex_nb_minus_oth_nb,some_college_plus,all,moved_abroad,2024,0.04604363491268,0.03715966189789,1
mex_nb_minus_oth_nb,some_college_plus,all,moved_any,2006_2010,3.6529365419455297,0.1506163702386042,5
mex_nb_minus_oth_nb,some_college_plus,all,moved_any,2019_2024,0.8309096936320839,0.10139313049381675,5
mex_nb_minus_oth_nb,some_college_plus,all,moved_any,2024,1.3023179430290501,0.24601090577802998,1
mex_nb_minus_oth_nb,some_college_plus,all,moved_interstate,2006_2010,-0.70900525862976,0.0566987050123675,5
mex_nb_minus_oth_nb,some_college_plus,all,moved_interstate,2019_2024,-0.828400197142474,0.04305459710209984,5
mex_nb_minus_oth_nb,some_college_plus,all,moved_interstate,2024,-0.7814846655307499,0.08791972470328,1
mex_nb_minus_oth_nb,some_college_plus,all,moved_within_state,2006_2010,4.270071289688039,0.14062455478785996,5
mex_nb_minus_oth_nb,some_college_plus,all,moved_within_state,2019_2024,1.6243244977393958,0.09430042419241422,5
mex_nb_minus_oth_nb,some_college_plus,all,moved_within_state,2024,2.04158261931611,0.21490163948577998,1
mex_nb_minus_oth_nb,some_college_plus,men,long_distance,2006_2010,-0.570340773564926,0.08656836530245232,5
mex_nb_minus_oth_nb,some_college_plus,men,long_distance,2019_2024,-0.828834393575182,0.0658163690008054,5
mex_nb_minus_oth_nb,some_college_plus,men,long_distance,2024,-0.59022130974511,0.14101134283457,1
mex_nb_minus_oth_nb,some_college_plus,men,moved_abroad,2006_2010,0.154637221350884,0.03606772302080873,5
mex_nb_minus_oth_nb,some_college_plus,men,moved_abroad,2019_2024,0.037970670296678,0.0200307352516901,5
mex_nb_minus_oth_nb,some_college_plus,men,moved_abroad,2024,0.052663189946530006,0.05878400003001,1
mex_nb_minus_oth_nb,some_college_plus,men,moved_any,2006_2010,3.7525804635147306,0.21587099373226865,5
mex_nb_minus_oth_nb,some_college_plus,men,moved_any,2019_2024,0.8104881920671381,0.1389022009413437,5
mex_nb_minus_oth_nb,some_college_plus,men,moved_any,2024,1.5049876756885099,0.30280719957615,1
mex_nb_minus_oth_nb,some_college_plus,men,moved_interstate,2006_2010,-0.7249779949158142,0.07976116156914163,5
mex_nb_minus_oth_nb,some_college_plus,men,moved_interstate,2019_2024,-0.86680506387187,0.06328867400829882,5
mex_nb_minus_oth_nb,some_college_plus,men,moved_interstate,2024,-0.6428844996916501,0.12558022168962002,1
mex_nb_minus_oth_nb,some_college_plus,men,moved_within_state,2006_2010,4.327090661293984,0.20299878617246395,5
mex_nb_minus_oth_nb,some_college_plus,men,moved_within_state,2019_2024,1.6494529442143901,0.1289910512778924,5
mex_nb_minus_oth_nb,some_college_plus,men,moved_within_state,2024,2.10249725727438,0.27793274026433,1
mex_nb_minus_oth_nb,some_college_plus,women,long_distance,2006_2010,-0.647534687686024,0.07389237068574733,5
mex_nb_minus_oth_nb,some_college_plus,women,long_distance,2019_2024,-0.7437126688094339,0.057214691871600686,5
mex_nb_minus_oth_nb,some_college_plus,women,long_distance,2024,-0.8581034042783601,0.11965351319019,1
mex_nb_minus_oth_nb,some_college_plus,women,moved_abroad,2006_2010,0.04878799032486193,0.025388600830379048,5
mex_nb_minus_oth_nb,some_college_plus,women,moved_abroad,2019_2024,0.04955465613018203,0.018634642168664905,5
mex_nb_minus_oth_nb,some_college_plus,women,moved_abroad,2024,0.04073851831764,0.03814341340793,1
mex_nb_minus_oth_nb,some_college_plus,women,moved_any,2006_2010,3.5561390567164715,0.18210808352626248,5
mex_nb_minus_oth_nb,some_college_plus,women,moved_any,2019_2024,0.8506222697223401,0.13359236881230732,5
mex_nb_minus_oth_nb,some_college_plus,women,moved_any,2024,1.12792461338127,0.33970401652366,1
mex_nb_minus_oth_nb,some_college_plus,women,moved_interstate,2006_2010,-0.696322678010886,0.07035721806823922,5
mex_nb_minus_oth_nb,some_college_plus,women,moved_interstate,2019_2024,-0.7932673249396178,0.05445707945352931,5
mex_nb_minus_oth_nb,some_college_plus,women,moved_interstate,2024,-0.898841922596,0.11628893029352,1
mex_nb_minus_oth_nb,some_college_plus,women,moved_within_state,2006_2010,4.213614566880526,0.17506940539905788,5
mex_nb_minus_oth_nb,some_college_plus,women,moved_within_state,2019_2024,1.6025548947561041,0.1231424902515382,5
mex_nb_minus_oth_nb,some_college_plus,women,moved_within_state,2024,1.98691157917277,0.30552883504112,1
oth_fb,all,all,long_distance,2006_2010,5.161787415460965,0.0381215304184849,5
oth_fb,all,all,long_distance,2019_2024,5.291128544606933,0.03574539311823628,5
oth_fb,all,all,long_distance,2024,5.788641235273681,0.08482514681543,1
oth_fb,all,all,moved_abroad,2006_2010,2.8009242482283843,0.028315816738210507,5
oth_fb,all,all,moved_abroad,2019_2024,2.909949764901136,0.02845724929624054,5
oth_fb,all,all,moved_abroad,2024,3.5646702081575796,0.06767619753592,1
oth_fb,all,all,moved_any,2006_2010,16.85942751786168,0.06855134786971469,5
oth_fb,all,all,moved_any,2019_2024,15.002053008976748,0.05686650690654656,5
oth_fb,all,all,moved_any,2024,15.29062728596772,0.1376862812164,1
oth_fb,all,all,moved_interstate,2006_2010,2.360863167232574,0.024672297674767363,5
oth_fb,all,all,moved_interstate,2019_2024,2.38117877970579,0.022731597266097324,5
oth_fb,all,all,moved_interstate,2024,2.22397102711609,0.048824529549989996,1
oth_fb,all,all,moved_within_state,2006_2010,11.685070783223841,0.057882505238308825,5
oth_fb,all,all,moved_within_state,2019_2024,9.693427832327961,0.04745664085193238,5
oth_fb,all,all,moved_within_state,2024,9.48427988417956,0.10960169585107,1
oth_fb,hs_or_less,all,long_distance,2006_2010,4.21037250848028,0.05602685219536102,5
oth_fb,hs_or_less,all,long_distance,2019_2024,4.510465197006366,0.054756812736434304,5
oth_fb,hs_or_less,all,long_distance,2024,5.61424748166973,0.12216200751366998,1
oth_fb,hs_or_less,all,moved_abroad,2006_2010,2.485677405574992,0.043498659679331246,5
oth_fb,hs_or_less,all,moved_abroad,2019_2024,2.999029841752568,0.04711343257271707,5
oth_fb,hs_or_less,all,moved_abroad,2024,4.02858632347796,0.11741880091283999,1
oth_fb,hs_or_less,all,moved_any,2006_2010,16.40312186222146,0.10591745714064368,5
oth_fb,hs_or_less,all,moved_any,2019_2024,13.736524815621202,0.09196687013059464,5
oth_fb,hs_or_less,all,moved_any,2024,15.06146710942252,0.22565170010819002,1
oth_fb,hs_or_less,all,moved_interstate,2006_2010,1.7246951029052802,0.03305640383907687,5
oth_fb,hs_or_less,all,moved_interstate,2019_2024,1.511435355253794,0.03176170312034881,5
oth_fb,hs_or_less,all,moved_interstate,2024,1.5856611581917701,0.061232583150359995,1
oth_fb,hs_or_less,all,moved_within_state,2006_2010,12.176130110410858,0.09516458641387433,5
oth_fb,hs_or_less,all,moved_within_state,2019_2024,9.202728055963043,0.07713520272183644,5
oth_fb,hs_or_less,all,moved_within_state,2024,9.42165857817486,0.19494119658908,1
oth_fb,hs_or_less,men,long_distance,2006_2010,4.226529204548781,0.07354100156086696,5
oth_fb,hs_or_less,men,long_distance,2019_2024,4.523856200669211,0.06555578110466953,5
oth_fb,hs_or_less,men,long_distance,2024,5.70244702553805,0.14934051494767,1
oth_fb,hs_or_less,men,moved_abroad,2006_2010,2.377746954892618,0.05693319918741081,5
oth_fb,hs_or_less,men,moved_abroad,2019_2024,3.007771677764652,0.059585214370871796,5
oth_fb,hs_or_less,men,moved_abroad,2024,4.075739852097819,0.14241245543423,1
oth_fb,hs_or_less,men,moved_any,2006_2010,17.435022785392558,0.1395742033861934,5
oth_fb,hs_or_less,men,moved_any,2019_2024,14.2710483018952,0.11659408969499427,5
oth_fb,hs_or_less,men,moved_any,2024,15.6019655526501,0.28538717122439,1
oth_fb,hs_or_less,men,moved_interstate,2006_2010,1.8487822496561521,0.046716872833541576,5
oth_fb,hs_or_less,men,moved_interstate,2019_2024,1.516084522904558,0.04033781953830271,5
oth_fb,hs_or_less,men,moved_interstate,2024,1.62670717344023,0.08724657353401,1
oth_fb,hs_or_less,men,moved_within_state,2006_2010,13.195945600642055,0.12236333273353103,5
oth_fb,hs_or_less,men,moved_within_state,2019_2024,9.721122822115772,0.0996728428087406,5
oth_fb,hs_or_less,men,moved_within_state,2024,9.87998904904086,0.24483421400872998,1
oth_fb,hs_or_less,women,long_distance,2006_2010,4.194075813622252,0.06682157971313828,5
oth_fb,hs_or_less,women,long_distance,2019_2024,4.493827769264494,0.06845002199542378,5
oth_fb,hs_or_less,women,long_distance,2024,5.52114914036927,0.1600706260819,1
oth_fb,hs_or_less,women,moved_abroad,2006_2010,2.590052883518718,0.05210018052368354,5
oth_fb,hs_or_less,women,moved_abroad,2019_2024,2.9873810883777283,0.05599412390908416,5
oth_fb,hs_or_less,women,moved_abroad,2024,3.97881378375229,0.1495924520849,1
oth_fb,hs_or_less,women,moved_any,2006_2010,15.400636903447811,0.12038397394141406,5
oth_fb,hs_or_less,women,moved_any,2019_2024,13.18492525613848,0.10763236347232283,5
oth_fb,hs_or_less,women,moved_any,2024,14.49094818910816,0.24844788381073998,1
oth_fb,hs_or_less,women,moved_interstate,2006_2010,1.60402293010353,0.03772488907102647,5
oth_fb,hs_or_less,women,moved_interstate,2019_2024,1.50644668088676,0.03875524233479275,5
oth_fb,hs_or_less,women,moved_interstate,2024,1.54233535661698,0.07072510689529,1
oth_fb,hs_or_less,women,moved_within_state,2006_2010,11.18596741959212,0.10802358469642492,5
oth_fb,hs_or_less,women,moved_within_state,2019_2024,8.670469582304888,0.08734145004982576,5
oth_fb,hs_or_less,women,moved_within_state,2024,8.93787142085359,0.20431514715335003,1
oth_fb,some_college_plus,all,long_distance,2006_2010,5.873456137952628,0.048742144638188496,5
oth_fb,some_college_plus,all,long_distance,2019_2024,5.7572286218864415,0.04277743242521957,5
oth_fb,some_college_plus,all,long_distance,2024,5.89324325928329,0.10180518498067,1
oth_fb,some_college_plus,all,moved_abroad,2006_2010,3.0368498088889324,0.03497251468644116,5
oth_fb,some_college_plus,all,moved_abroad,2019_2024,2.8569920340970936,0.0309745206766797,5
oth_fb,some_college_plus,all,moved_abroad,2024,3.2864115914906495,0.06789192452813,1
oth_fb,some_college_plus,all,moved_any,2006_2010,17.19533506316605,0.0799832653759421,5
oth_fb,some_college_plus,all,moved_any,2019_2024,15.757883621116836,0.06786926671172754,5
oth_fb,some_college_plus,all,moved_any,2024,15.428078414770571,0.16776376173451998,1
oth_fb,some_college_plus,all,moved_interstate,2006_2010,2.83660632906369,0.0341265015087549,5
oth_fb,some_college_plus,all,moved_interstate,2019_2024,2.900236587789344,0.031129131742874582,5
oth_fb,some_college_plus,all,moved_interstate,2024,2.6068316677926298,0.06726972601574,1
oth_fb,some_college_plus,all,moved_within_state,2006_2010,11.31227885035624,0.06741241453431286,5
oth_fb,some_college_plus,all,moved_within_state,2019_2024,9.986632235820487,0.05632760867401976,5
oth_fb,some_college_plus,all,moved_within_state,2024,9.52184037713789,0.13616033799641,1
oth_fb,some_college_plus,men,long_distance,2006_2010,6.03559290141717,0.06263794039986663,5
oth_fb,some_college_plus,men,long_distance,2019_2024,5.893080862537397,0.05706221994866349,5
oth_fb,some_college_plus,men,long_distance,2024,6.02568361159688,0.14192220843342,1
oth_fb,some_college_plus,men,moved_abroad,2006_2010,3.0104406046053365,0.04611479517678513,5
oth_fb,some_college_plus,men,moved_abroad,2019_2024,2.814456151074936,0.04091358665030582,5
oth_fb,some_college_plus,men,moved_abroad,2024,3.25698255112876,0.10073361621832999,1
oth_fb,some_college_plus,men,moved_any,2006_2010,17.91227111015888,0.10206217581889979,5
oth_fb,some_college_plus,men,moved_any,2019_2024,16.392984986857986,0.08672708521231318,5
oth_fb,some_college_plus,men,moved_any,2024,16.07219914870458,0.21104955516840002,1
oth_fb,some_college_plus,men,moved_interstate,2006_2010,3.02515229681183,0.044551101956984515,5
oth_fb,some_college_plus,men,moved_interstate,2019_2024,3.078624711462456,0.041628456857898524,5
oth_fb,some_college_plus,men,moved_interstate,2024,2.76870106046812,0.09207337126173999,1
oth_fb,some_college_plus,men,moved_within_state,2006_2010,11.864462429422066,0.08327979818295125,5
oth_fb,some_college_plus,men,moved_within_state,2019_2024,10.487516634990083,0.07232769925250898,5
oth_fb,some_college_plus,men,moved_within_state,2024,10.03965422624971,0.16850557340341998,1
oth_fb,some_college_plus,women,long_distance,2006_2010,5.718164627032114,0.05884438217920877,5
oth_fb,some_college_plus,women,long_distance,2019_2024,5.632737404357598,0.05036724126335733,5
oth_fb,some_college_plus,women,long_distance,2024,5.77262881812783,0.11576288304101,1
oth_fb,some_college_plus,women,moved_abroad,2006_2010,3.0623129989911857,0.04266615804022557,5
oth_fb,some_college_plus,women,moved_abroad,2019_2024,2.8956009071822657,0.03650034002020542,5
oth_fb,some_college_plus,women,moved_abroad,2024,3.31321284348813,0.08312272540271,1
oth_fb,some_college_plus,women,moved_any,2006_2010,16.50820984669749,0.09197820780120013,5
oth_fb,some_college_plus,women,moved_any,2019_2024,15.177587965651787,0.07866079481694342,5
oth_fb,some_college_plus,women,moved_any,2024,14.84147273906129,0.1799771544214,1
oth_fb,some_college_plus,women,moved_interstate,2006_2010,2.655851628040924,0.040575881153708616,5
oth_fb,some_college_plus,women,moved_interstate,2019_2024,2.73713649717533,0.03560529502877615,5
oth_fb,some_college_plus,women,moved_interstate,2024,2.4594159746397,0.07064446047314,1
oth_fb,some_college_plus,women,moved_within_state,2006_2010,10.782905914964234,0.07900045628692923,5
oth_fb,some_college_plus,women,moved_within_state,2019_2024,9.529321893416157,0.06638406468780099,5
oth_fb,some_college_plus,women,moved_within_state,2024,9.05026334685868,0.15127194848811998,1
oth_fb_minus_oth_nb,all,all,long_distance,2006_2010,2.342665766265844,0.03833798332888739,5
oth_fb_minus_oth_nb,all,all,long_distance,2019_2024,2.496365343456588,0.03737500168259521,5
oth_fb_minus_oth_nb,all,all,long_distance,2024,3.1968039464173197,0.08471637814196,1
oth_fb_minus_oth_nb,all,all,moved_abroad,2006_2010,2.563752258241556,0.028237466775562242,5
oth_fb_minus_oth_nb,all,all,moved_abroad,2019_2024,2.699724396440264,0.02869909801480814,5
oth_fb_minus_oth_nb,all,all,moved_abroad,2024,3.3452292263988297,0.06810213472782,1
oth_fb_minus_oth_nb,all,all,moved_any,2006_2010,1.5036159871148358,0.06781464743560553,5
oth_fb_minus_oth_nb,all,all,moved_any,2019_2024,2.054256816896944,0.0600689377966654,5
oth_fb_minus_oth_nb,all,all,moved_any,2024,3.28890664610523,0.14825292286869998,1
oth_fb_minus_oth_nb,all,all,moved_interstate,2006_2010,-0.22108649197570598,0.0255807686592662,5
oth_fb_minus_oth_nb,all,all,moved_interstate,2019_2024,-0.20335905298367396,0.02450424381041776,5
oth_fb_minus_oth_nb,all,all,moved_interstate,2024,-0.14842527998151,0.05000858022049,1
oth_fb_minus_oth_nb,all,all,moved_within_state,2006_2010,-0.8383655544690841,0.05907904117999023,5
oth_fb_minus_oth_nb,all,all,moved_within_state,2019_2024,-0.44342841741700195,0.049024368510676986,5
oth_fb_minus_oth_nb,all,all,moved_within_state,2024,0.08523690373166,0.11349513366066999,1
oth_fb_minus_oth_nb,hs_or_less,all,long_distance,2006_2010,1.847927824992426,0.057482123177712265,5
oth_fb_minus_oth_nb,hs_or_less,all,long_distance,2019_2024,2.3838495429811495,0.05758428096533731,5
oth_fb_minus_oth_nb,hs_or_less,all,long_distance,2024,3.5739423488247,0.13068965181321002,1
oth_fb_minus_oth_nb,hs_or_less,all,moved_abroad,2006_2010,2.2964792728820997,0.0436779066893979,5
oth_fb_minus_oth_nb,hs_or_less,all,moved_abroad,2019_2024,2.788567036987972,0.04762158490114661,5
oth_fb_minus_oth_nb,hs_or_less,all,moved_abroad,2024,3.7790649086357098,0.11908553688002001,1
oth_fb_minus_oth_nb,hs_or_less,all,moved_any,2006_2010,-0.36850500247106005,0.1080006804568178,5
oth_fb_minus_oth_nb,hs_or_less,all,moved_any,2019_2024,1.18450481108203,0.09676345074173093,5
oth_fb_minus_oth_nb,hs_or_less,all,moved_any,2024,2.89820980798795,0.24176742692592,1
oth_fb_minus_oth_nb,hs_or_less,all,moved_interstate,2006_2010,-0.44855144788966805,0.03558232325776515,5
oth_fb_minus_oth_nb,hs_or_less,all,moved_interstate,2019_2024,-0.404717494006814,0.0348740599849002,5
oth_fb_minus_oth_nb,hs_or_less,all,moved_interstate,2024,-0.20512255981101,0.06991358483036,1
oth_fb_minus_oth_nb,hs_or_less,all,moved_within_state,2006_2010,-2.21471261527963,0.09798006082259667,5
oth_fb_minus_oth_nb,hs_or_less,all,moved_within_state,2019_2024,-1.2045871837450899,0.07976721696745848,5
oth_fb_minus_oth_nb,hs_or_less,all,moved_within_state,2024,-0.69002325018956,0.19620947004078998,1
oth_fb_minus_oth_nb,hs_or_less,men,long_distance,2006_2010,1.725348833428692,0.07636321901508537,5
oth_fb_minus_oth_nb,hs_or_less,men,long_distance,2019_2024,2.397860744453288,0.0687742068393565,5
oth_fb_minus_oth_nb,hs_or_less,men,long_distance,2024,3.69142252046393,0.15888566109207,1
oth_fb_minus_oth_nb,hs_or_less,men,moved_abroad,2006_2010,2.1395962166339038,0.05769840894691042,5
oth_fb_minus_oth_nb,hs_or_less,men,moved_abroad,2019_2024,2.7893963224822924,0.060670322459175266,5
oth_fb_minus_oth_nb,hs_or_less,men,moved_abroad,2024,3.8316009979184398,0.14521235850448,1
