spec,period,sex,metros,beneficiaries,D,L,D_case,L_case,protection_bn,crowding_bn,net_bn,net_bn_se,fiscal_net_bn,fiscal_protection_bn,welfare_rho_1.0_bn,welfare_rho_0.75_bn,welfare_rho_0.5_bn,welfare_rho_0.0_bn,risk_premium_gamma_1_bn,risk_premium_gamma_2_bn,risk_premium_gamma_3_bn
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives,5.0,12.0,central,low,0.292339892964386,0.25695208018998716,0.03538781277439881,0.06199394346537694,0.013588920105369145,0.11225851889832424,0.035387812774398814,0.0996258328218956,0.1638638528693924,0.292339892964386,0.03133674850730994,0.06267349701461988,0.09401024552192982
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives,5.0,10.0,central,central,0.3508078715572632,0.3083424962279846,0.04246537532927857,0.07439273215845232,0.016306704126442972,0.13471022267798907,0.042465375329278576,0.11955099938627473,0.19663662344327087,0.3508078715572632,0.037604098208771926,0.07520819641754385,0.11281229462631578
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives,5.0,8.0,central,high,0.43850983944657895,0.38542812028498075,0.05308171916159821,0.0929909151980654,0.020383380158053716,0.16838777834748633,0.05308171916159822,0.1494387492328434,0.24579577930408858,0.43850983944657895,0.047005122760964906,0.09401024552192981,0.14101536828289474
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives,7.5,12.0,high,low,0.43850983944657895,0.38542812028498075,0.05308171916159821,0.0929909151980654,0.020383380158053716,0.16838777834748633,0.05308171916159822,0.1494387492328434,0.24579577930408858,0.43850983944657895,0.047005122760964906,0.09401024552192981,0.14101536828289474
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives,7.5,10.0,high,central,0.5262118073358948,0.4625137443419769,0.06369806299391785,0.11158909823767849,0.02446005618966446,0.20206533401698362,0.06369806299391786,0.1793264990794121,0.29495493516490634,0.5262118073358948,0.05640614731315789,0.11281229462631578,0.16921844193947366
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives,7.5,8.0,high,high,0.6577647591698684,0.5781421804274711,0.07962257874239732,0.1394863727970981,0.030575070237080573,0.2525816675212295,0.07962257874239734,0.22415812384926512,0.36869366895613287,0.6577647591698684,0.07050768414144735,0.1410153682828947,0.2115230524243421
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,2.5,12.0,low,low,0.18417958564157663,0.15001452627169298,0.0341650593698837,0.059851869697923124,0.01311938279803534,0.07072496088636543,0.03416505936988367,0.07166869093780691,0.10917232250573015,0.18417958564157663,0.018658152650719646,0.03731630530143929,0.05597445795215894
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,2.5,10.0,low,central,0.22101550276989196,0.18001743152603156,0.040998071243860436,0.07182224363750775,0.015743259357642408,0.08486995306363851,0.0409980712438604,0.08600242912536829,0.13100678700687618,0.22101550276989196,0.022389783180863574,0.04477956636172715,0.06716934954259073
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,2.5,8.0,low,high,0.27626937846236493,0.22502178940753945,0.05124758905482554,0.08977780454688469,0.01967907419705301,0.10608744132954814,0.0512475890548255,0.10750303640671036,0.16375848375859522,0.27626937846236493,0.027987228976079467,0.05597445795215893,0.08396168692823841
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,5.0,12.0,central,low,0.36835917128315326,0.30002905254338597,0.0683301187397674,0.11970373939584625,0.02623876559607068,0.14144992177273086,0.06833011873976734,0.14333738187561382,0.2183446450114603,0.36835917128315326,0.03731630530143929,0.07463261060287858,0.11194891590431788
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,5.0,10.0,central,central,0.4420310055397839,0.3600348630520631,0.08199614248772087,0.1436444872750155,0.031486518715284816,0.16973990612727702,0.0819961424877208,0.17200485825073658,0.26201357401375236,0.4420310055397839,0.04477956636172715,0.0895591327234543,0.13433869908518145
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,5.0,8.0,central,high,0.5525387569247299,0.4500435788150789,0.10249517810965109,0.17955560909376939,0.03935814839410602,0.2121748826590963,0.102495178109651,0.2150060728134207,0.32751696751719045,0.5525387569247299,0.05597445795215893,0.11194891590431787,0.16792337385647682
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,7.5,12.0,high,low,0.5525387569247299,0.4500435788150789,0.10249517810965109,0.17955560909376939,0.03935814839410602,0.2121748826590963,0.102495178109651,0.2150060728134207,0.32751696751719045,0.5525387569247299,0.05597445795215893,0.11194891590431787,0.16792337385647682
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,7.5,10.0,high,central,0.6630465083096759,0.5400522945780947,0.12299421373158131,0.21546673091252325,0.04722977807292722,0.2546098591909155,0.1229942137315812,0.2580072873761049,0.39302036102062854,0.6630465083096759,0.06716934954259073,0.13433869908518145,0.20150804862777216
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,7.5,8.0,high,high,0.8288081353870949,0.6750653682226183,0.15374276716447663,0.26933341364065405,0.05903722259115903,0.3182623239886444,0.1537427671644765,0.3225091092201311,0.49127545127578565,0.8288081353870949,0.0839616869282384,0.1679233738564768,0.25188506078471523
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives,2.5,12.0,low,low,0.09814996732543595,0.07392449598341545,0.02422547134202049,0.09686040563373535,0.009302580995335867,0.0376895874529674,0.024225471342020494,0.04270659533787437,0.06118771933372822,0.09814996732543595,0.009475619931273464,0.018951239862546928,0.02842685979382039
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives,2.5,10.0,low,central,0.11777996079052314,0.08870939518009854,0.029070565610424585,0.11623248676048242,0.01116309719440304,0.045227504943560884,0.029070565610424592,0.051247914405449235,0.07342526320047386,0.11777996079052314,0.011370743917528157,0.022741487835056313,0.03411223175258447
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives,2.5,8.0,low,high,0.1472249509881539,0.11088674397512319,0.036338207013030734,0.14529060845060304,0.0139538714930038,0.0565343811794511,0.03633820701303074,0.06405989300681154,0.09178157900059233,0.1472249509881539,0.014213429896910195,0.02842685979382039,0.04264028969073058
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives,5.0,12.0,central,low,0.1962999346508719,0.1478489919668309,0.04845094268404098,0.1937208112674707,0.018605161990671734,0.0753791749059348,0.04845094268404099,0.08541319067574873,0.12237543866745644,0.1962999346508719,0.018951239862546928,0.037902479725093856,0.05685371958764078
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives,5.0,10.0,central,central,0.23555992158104627,0.1774187903601971,0.05814113122084917,0.23246497352096485,0.02232619438880608,0.09045500988712177,0.058141131220849185,0.10249582881089847,0.14685052640094773,0.23555992158104627,0.022741487835056313,0.04548297567011263,0.06822446350516893
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives,5.0,8.0,central,high,0.2944499019763078,0.22177348795024637,0.07267641402606147,0.2905812169012061,0.0279077429860076,0.1130687623589022,0.07267641402606148,0.1281197860136231,0.18356315800118467,0.2944499019763078,0.02842685979382039,0.05685371958764078,0.08528057938146116
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives,7.5,12.0,high,low,0.2944499019763078,0.22177348795024637,0.07267641402606147,0.2905812169012061,0.0279077429860076,0.1130687623589022,0.07267641402606148,0.1281197860136231,0.18356315800118467,0.2944499019763078,0.02842685979382039,0.05685371958764078,0.08528057938146116
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives,7.5,10.0,high,central,0.35333988237156944,0.2661281855402956,0.08721169683127375,0.34869746028144727,0.033489291583209124,0.13568251483068267,0.08721169683127378,0.1537437432163477,0.22027578960142158,0.35333988237156944,0.034112231752584474,0.06822446350516895,0.10233669525775341
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives,7.5,8.0,high,high,0.44167485296446174,0.33266023192536953,0.1090146210390922,0.4358718253518091,0.041861614479011405,0.16960314353835332,0.10901462103909222,0.19217967902043465,0.275344737001777,0.44167485296446174,0.04264028969073059,0.08528057938146118,0.12792086907219175
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,2.5,12.0,low,low,0.12021643327737651,0.08595279965221224,0.03426363362516427,0.13699586705924982,0.01315723531206308,0.046163110378512576,0.034263633625164276,0.05575183353821733,0.07724003345127038,0.12021643327737651,0.011257924329129894,0.02251584865825979,0.03377377298738968
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,2.5,10.0,low,central,0.1442597199328518,0.10314335958265468,0.04111636035019712,0.16439504047109976,0.015788682374475695,0.05539573245421509,0.041116360350197126,0.0669022002458608,0.09268804014152446,0.1442597199328518,0.013509509194955872,0.027019018389911744,0.040528527584867614
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,2.5,8.0,low,high,0.18032464991606476,0.12892919947831835,0.0513954504377464,0.2054938005888747,0.01973585296809462,0.06924466556776887,0.051395450437746404,0.083627750307326,0.11586005017690557,0.18032464991606476,0.01688688649369484,0.03377377298738968,0.050660659481084516
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,5.0,12.0,central,low,0.24043286655475302,0.17190559930442448,0.06852726725032854,0.27399173411849964,0.02631447062412616,0.09232622075702515,0.06852726725032855,0.11150366707643466,0.15448006690254076,0.24043286655475302,0.02251584865825979,0.04503169731651958,0.06754754597477935
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,5.0,10.0,central,central,0.2885194398657036,0.20628671916530936,0.08223272070039424,0.3287900809421995,0.03157736474895139,0.11079146490843018,0.08223272070039425,0.1338044004917216,0.18537608028304892,0.2885194398657036,0.027019018389911744,0.05403803677982349,0.08105705516973523
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,5.0,8.0,central,high,0.3606492998321295,0.2578583989566367,0.1027909008754928,0.4109876011777494,0.03947170593618924,0.13848933113553774,0.10279090087549281,0.167255500614652,0.23172010035381113,0.3606492998321295,0.03377377298738968,0.06754754597477935,0.10132131896216903
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,7.5,12.0,high,low,0.3606492998321295,0.2578583989566367,0.1027909008754928,0.4109876011777494,0.03947170593618924,0.13848933113553774,0.10279090087549281,0.167255500614652,0.23172010035381113,0.3606492998321295,0.03377377298738968,0.06754754597477935,0.10132131896216903
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,7.5,10.0,high,central,0.4327791597985554,0.309430078747964,0.12334908105059136,0.4931851214132993,0.04736604712342708,0.16618719736264528,0.12334908105059138,0.2007066007375824,0.2780641204245734,0.4327791597985554,0.040528527584867614,0.08105705516973523,0.12158558275460285
own_GR_OLS_other_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,7.5,8.0,high,high,0.5409739497481942,0.386787598434955,0.15418635131323918,0.6164814017666241,0.05920755890428386,0.20773399670330658,0.1541863513132392,0.250883250921978,0.3475801505307167,0.5409739497481942,0.05066065948108452,0.10132131896216905,0.15198197844325356
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives,2.5,12.0,low,low,0.07950607759220947,0.06988184820726306,0.009624229384946417,0.03848043858370914,0.0036957040838194242,0.030530333795408433,0.009624229384946396,0.02709469143676216,0.04456515348857793,0.07950607759220947,0.008235049265018312,0.016470098530036625,0.02470514779505494
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives,2.5,10.0,low,central,0.09540729311065135,0.08385821784871568,0.0115490752619357,0.046176526300450965,0.004434844900583309,0.03663640055449012,0.011549075261935673,0.03251362972411459,0.05347818418629351,0.09540729311065135,0.009882059118021974,0.01976411823604395,0.029646177354065925
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives,2.5,8.0,low,high,0.11925911638831418,0.1048227723108946,0.014436344077419625,0.057720657875563706,0.005543556125729136,0.045795500693112653,0.014436344077419592,0.04064203715514324,0.06684773023286689,0.11925911638831418,0.012352573897527468,0.024705147795054935,0.03705772169258241
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives,5.0,12.0,central,low,0.15901215518441894,0.13976369641452613,0.019248458769892833,0.07696087716741828,0.0073914081676388485,0.06106066759081687,0.01924845876989279,0.05418938287352432,0.08913030697715586,0.15901215518441894,0.016470098530036625,0.03294019706007325,0.04941029559010988
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives,5.0,10.0,central,central,0.1908145862213027,0.16771643569743136,0.0230981505238714,0.09235305260090193,0.008869689801166617,0.07327280110898024,0.023098150523871347,0.06502725944822918,0.10695636837258703,0.1908145862213027,0.01976411823604395,0.0395282364720879,0.05929235470813185
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives,5.0,8.0,central,high,0.23851823277662837,0.2096455446217892,0.02887268815483925,0.11544131575112741,0.011087112251458272,0.09159100138622531,0.028872688154839184,0.08128407431028647,0.13369546046573377,0.23851823277662837,0.024705147795054935,0.04941029559010987,0.07411544338516482
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives,7.5,12.0,high,low,0.23851823277662837,0.2096455446217892,0.02887268815483925,0.11544131575112741,0.011087112251458272,0.09159100138622531,0.028872688154839184,0.08128407431028647,0.13369546046573377,0.23851823277662837,0.024705147795054935,0.04941029559010987,0.07411544338516482
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives,7.5,10.0,high,central,0.2862218793319541,0.25157465354614705,0.0346472257858071,0.1385295789013529,0.013304534701749925,0.10990920166347036,0.03464722578580702,0.09754088917234377,0.16043455255888053,0.2862218793319541,0.029646177354065925,0.05929235470813185,0.08893853206219778
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives,7.5,8.0,high,high,0.3577773491649426,0.3144683169326838,0.043309032232258876,0.1731619736266911,0.016630668377187408,0.13738650207933795,0.04330903223225878,0.12192611146542971,0.2005431906986007,0.3577773491649426,0.0370577216925824,0.0741154433851648,0.11117316507774722
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,2.5,12.0,low,low,0.10018062385145704,0.08159725615804868,0.018583367693408376,0.07430165165464486,0.007136013194268817,0.038469359558959505,0.018583367693408362,0.038982681732920535,0.0593819957724327,0.10018062385145704,0.009809227224437358,0.019618454448874716,0.02942768167331207
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,2.5,10.0,low,central,0.12021674862174844,0.09791670738965841,0.02230004123209005,0.08916198198557383,0.00856321583312258,0.0461632314707514,0.022300041232090034,0.046779218079504636,0.07125839492691924,0.12021674862174844,0.011771072669324829,0.023542145338649657,0.03531321800797448
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,2.5,8.0,low,high,0.15027093577718556,0.12239588423707301,0.027875051540112564,0.1114524774819673,0.010704019791403226,0.057704039338439254,0.027875051540112543,0.058474022599380795,0.08907299365864904,0.15027093577718556,0.014713840836656035,0.02942768167331207,0.044141522509968105
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,5.0,12.0,central,low,0.20036124770291408,0.16319451231609736,0.03716673538681675,0.14860330330928972,0.014272026388537635,0.07693871911791901,0.037166735386816724,0.07796536346584107,0.1187639915448654,0.20036124770291408,0.019618454448874716,0.03923690889774943,0.05885536334662414
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,5.0,10.0,central,central,0.24043349724349689,0.19583341477931682,0.0446000824641801,0.17832396397114766,0.01712643166624516,0.0923264629415028,0.04460008246418007,0.09355843615900927,0.14251678985383848,0.24043349724349689,0.023542145338649657,0.047084290677299315,0.07062643601594897
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,5.0,8.0,central,high,0.3005418715543711,0.24479176847414602,0.05575010308022513,0.2229049549639346,0.021408039582806453,0.11540807867687851,0.055750103080225086,0.11694804519876159,0.17814598731729808,0.3005418715543711,0.02942768167331207,0.05885536334662414,0.08828304501993621
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,7.5,12.0,high,low,0.3005418715543711,0.24479176847414602,0.05575010308022513,0.2229049549639346,0.021408039582806453,0.11540807867687851,0.055750103080225086,0.11694804519876159,0.17814598731729808,0.3005418715543711,0.02942768167331207,0.05885536334662414,0.08828304501993621
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,7.5,10.0,high,central,0.3606502458652453,0.2937501221689752,0.06690012369627016,0.2674859459567215,0.02568964749936774,0.1384896944122542,0.0669001236962701,0.1403376542385139,0.21377518478075772,0.3606502458652453,0.03531321800797449,0.07062643601594898,0.10593965402392344
own_GR_OLS_other_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,7.5,8.0,high,high,0.45081280733155665,0.367187652711219,0.08362515462033769,0.3343574324459019,0.032112059374209675,0.17311211801531776,0.08362515462033762,0.1754220677981424,0.26721898097594715,0.45081280733155665,0.044141522509968105,0.08828304501993621,0.1324245675299043
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives,2.5,12.0,low,low,0.7667980062530784,0.5775361691705475,0.18926183708253091,0.16148129071983203,0.07267654543969186,0.2944504344011821,0.18926183708253091,0.3336458793751678,0.47802992166780467,0.7667980062530784,0.1075589019193055,0.215117803838611,0.3226767057579165
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives,2.5,10.0,low,central,0.920157607503694,0.6930434030046569,0.22711420449903708,0.19377754886379842,0.08721185452763024,0.3533405212814185,0.22711420449903708,0.40037505525020134,0.5736359060013656,0.920157607503694,0.1290706823031666,0.2581413646063332,0.3872120469094998
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives,2.5,8.0,low,high,1.1501970093796174,0.8663042537558212,0.28389275562379634,0.242221936079748,0.1090148181595378,0.44167565160177313,0.28389275562379634,0.5004688190627516,0.7170448825017071,1.1501970093796174,0.16133835287895826,0.3226767057579165,0.4840150586368747
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives,5.0,12.0,central,low,1.5335960125061567,1.155072338341095,0.37852367416506183,0.32296258143966405,0.14535309087938372,0.5889008688023643,0.37852367416506183,0.6672917587503356,0.9560598433356093,1.5335960125061567,0.215117803838611,0.430235607677222,0.645353411515833
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives,5.0,10.0,central,central,1.840315215007388,1.3860868060093139,0.45422840899807415,0.38755509772759683,0.17442370905526047,0.706681042562837,0.45422840899807415,0.8007501105004027,1.1472718120027312,1.840315215007388,0.2581413646063332,0.5162827292126664,0.7744240938189996
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives,5.0,8.0,central,high,2.300394018759235,1.7326085075116424,0.5677855112475927,0.484443872159496,0.2180296363190756,0.8833513032035463,0.5677855112475927,1.0009376381255033,1.4340897650034141,2.300394018759235,0.3226767057579165,0.645353411515833,0.9680301172737494
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives,7.5,12.0,high,low,2.300394018759235,1.7326085075116424,0.5677855112475927,0.484443872159496,0.2180296363190756,0.8833513032035463,0.5677855112475927,1.0009376381255033,1.4340897650034141,2.300394018759235,0.3226767057579165,0.645353411515833,0.9680301172737494
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives,7.5,10.0,high,central,2.760472822511082,2.0791302090139707,0.6813426134971112,0.5813326465913953,0.2616355635828907,1.0600215638442556,0.6813426134971112,1.2011251657506041,1.7209077180040968,2.760472822511082,0.3872120469094998,0.7744240938189996,1.1616361407284994
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives,7.5,8.0,high,high,3.4505910281388528,2.5989127612674636,0.851678266871389,0.7266658082392441,0.3270444544786134,1.3250269548053195,0.851678266871389,1.501406457188255,2.151134647505121,3.4505910281388528,0.4840150586368747,0.9680301172737494,1.452045175910624
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,2.5,12.0,low,low,0.9391925832262532,0.6715074615017851,0.2676851217244682,0.22839331810835672,0.10279108674219577,0.3606499519588812,0.2676851217244681,0.4355619870999144,0.6034388524753608,0.9391925832262532,0.1273563873375613,0.2547127746751226,0.38206916201268387
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,2.5,10.0,low,central,1.1270310998715038,0.8058089538021421,0.3212221460693618,0.27407198173002806,0.12334930409063492,0.4327799423506575,0.3212221460693617,0.5226743845198972,0.7241266229704328,1.1270310998715038,0.15282766480507354,0.3056553296101471,0.4584829944152206
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,2.5,8.0,low,high,1.4087888748393798,1.0072611922526777,0.40152768258670224,0.3425899771625351,0.15418663011329364,0.5409749279383218,0.40152768258670213,0.6533429806498715,0.905158278713041,1.4087888748393798,0.1910345810063419,0.3820691620126838,0.5731037430190258
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,5.0,12.0,central,low,1.8783851664525064,1.3430149230035702,0.5353702434489364,0.45678663621671345,0.20558217348439153,0.7212999039177624,0.5353702434489362,0.8711239741998288,1.2068777049507216,1.8783851664525064,0.2547127746751226,0.5094255493502452,0.7641383240253677
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,5.0,10.0,central,central,2.2540621997430077,1.6116179076042842,0.6424442921387236,0.5481439634600561,0.24669860818126985,0.865559884701315,0.6424442921387234,1.0453487690397945,1.4482532459408657,2.2540621997430077,0.3056553296101471,0.6113106592202942,0.9169659888304412
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,5.0,8.0,central,high,2.8175777496787595,2.0145223845053555,0.8030553651734045,0.6851799543250702,0.3083732602265873,1.0819498558766436,0.8030553651734043,1.306685961299743,1.810316557426082,2.8175777496787595,0.3820691620126838,0.7641383240253676,1.1462074860380516
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,7.5,12.0,high,low,2.8175777496787595,2.0145223845053555,0.8030553651734045,0.6851799543250702,0.3083732602265873,1.0819498558766436,0.8030553651734043,1.306685961299743,1.810316557426082,2.8175777496787595,0.3820691620126838,0.7641383240253676,1.1462074860380516
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,7.5,10.0,high,central,3.3810932996145118,2.4174268614064265,0.9636664382080853,0.8222159451900841,0.37004791227190476,1.2983398270519724,0.9636664382080852,1.5680231535596918,2.1723798689112988,3.3810932996145118,0.4584829944152206,0.9169659888304412,1.3754489832456618
own_GR_IV_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,7.5,8.0,high,high,4.226366624518139,3.021783576758033,1.2045830477601067,1.0277699314876052,0.462559890339881,1.6229247838149656,1.2045830477601065,1.9600289419496146,2.715474836139123,4.226366624518139,0.5731037430190258,1.1462074860380516,1.7193112290570773
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives,2.5,12.0,low,low,0.6211423543378952,0.5459529263105801,0.07518942802731514,0.06415284810451337,0.028872740362489015,0.23851866406575176,0.07518942802731512,0.21167765960496013,0.34816589118260516,0.6211423543378952,0.09233394130399968,0.18466788260799935,0.277001823911999
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives,2.5,10.0,low,central,0.7453708252054743,0.6551435115726961,0.09022731363277817,0.07698341772541605,0.034647288434986816,0.2862223968789021,0.09022731363277814,0.25401319152595214,0.4177990694191262,0.7453708252054743,0.11080072956479961,0.22160145912959922,0.3324021886943988
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives,2.5,8.0,low,high,0.9317135315068428,0.8189293894658701,0.1127841420409727,0.09622927215677006,0.04330911054373352,0.35777799609862765,0.11278414204097267,0.31751648940744015,0.5222488367739078,0.9317135315068428,0.1385009119559995,0.277001823911999,0.4155027358679985
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives,5.0,12.0,central,low,1.2422847086757904,1.0919058526211602,0.15037885605463028,0.12830569620902674,0.05774548072497803,0.4770373281315035,0.15037885605463025,0.42335531920992026,0.6963317823652103,1.2422847086757904,0.18466788260799935,0.3693357652159987,0.554003647823998
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives,5.0,10.0,central,central,1.4907416504109485,1.3102870231453922,0.18045462726555633,0.1539668354508321,0.06929457686997363,0.5724447937578042,0.18045462726555628,0.5080263830519043,0.8355981388382524,1.4907416504109485,0.22160145912959922,0.44320291825919844,0.6648043773887976
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives,5.0,8.0,central,high,1.8634270630136855,1.6378587789317403,0.2255682840819454,0.19245854431354012,0.08661822108746704,0.7155559921972553,0.22556828408194535,0.6350329788148803,1.0444976735478155,1.8634270630136855,0.277001823911999,0.554003647823998,0.831005471735997
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives,7.5,12.0,high,low,1.8634270630136855,1.6378587789317403,0.2255682840819454,0.19245854431354012,0.08661822108746704,0.7155559921972553,0.22556828408194535,0.6350329788148803,1.0444976735478155,1.8634270630136855,0.277001823911999,0.554003647823998,0.831005471735997
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives,7.5,10.0,high,central,2.236112475616423,1.9654305347180885,0.2706819408983345,0.23095025317624812,0.10394186530496044,0.8586671906367063,0.2706819408983344,0.7620395745778564,1.2533972082573785,2.236112475616423,0.33240218869439886,0.6648043773887977,0.9972065660831964
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives,7.5,8.0,high,high,2.7951405945205283,2.4567881683976105,0.3383524261229181,0.28868781647031017,0.12992733163120057,1.073333988295883,0.33835242612291805,0.9525494682223206,1.5667465103217233,2.7951405945205283,0.4155027358679985,0.831005471735997,1.2465082076039955
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,2.5,12.0,low,low,0.782662539048845,0.6374797164247098,0.14518282262413493,0.12387235561636466,0.05575020388766782,0.3005424149947565,0.14518282262413512,0.3045527517303126,0.46392268083649,0.782662539048845,0.10980459143414822,0.21960918286829645,0.3294137743024447
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,2.5,10.0,low,central,0.9391950468586139,0.7649756597096518,0.1742193871489619,0.14864682673963758,0.06690024466520138,0.36065089799370775,0.17421938714896212,0.3654633020763751,0.556707217003788,0.9391950468586139,0.13176550972097786,0.2635310194419557,0.3952965291629336
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,2.5,8.0,low,high,1.1739938085732673,0.9562195746370648,0.21777423393620238,0.18580853342454698,0.08362530583150173,0.4508136224921347,0.21777423393620265,0.4568291275954689,0.695884021254735,1.1739938085732673,0.16470688715122234,0.3294137743024447,0.494120661453667
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,5.0,12.0,central,low,1.56532507809769,1.2749594328494196,0.29036564524826985,0.24774471123272931,0.11150040777533564,0.601084829989513,0.29036564524827024,0.6091055034606252,0.92784536167298,1.56532507809769,0.21960918286829645,0.4392183657365929,0.6588275486048893
