cbsa,cbsa_title,year,sex,pop1829,emp1829,cemp1829,lf1829,pop1624,emp1624,cemp1624,lf1624,pop1864,mex1864,fb1864,t_pop1864,t_mex1864,t_fb1864,popc,empc,lfc,epopc1829,lfpc1829,mex_share,fb_share,epop1829,cepop1829,lfp1829,epop1624,cepop1624,lfp1624
10180,"Abilene, TX",2005,1,11245.3461,7576.6812,7155.6812,8745.520700000001,9506.8575,5222.1807,5041.1807,6682.0587,0.0,0.0,0.0,90374.6443,2597.3998,5614.452,1157.9552,1007.7198,1007.7198,87.02580203448284,87.02580203448284,2.874035986662246,6.212419471730082,67.37614949885801,63.632378553471106,77.77013372669784,54.930671886056984,53.026783035298465,70.28672408311579
10180,"Abilene, TX",2005,2,11394.3602,7109.5008,6764.5008,8236.8099,9505.7763,4819.8808,4819.8808,5597.1044,0.0,0.0,0.0,90374.6443,2597.3998,5614.452,1490.9225999999999,927.0946,1015.5344,62.1826109551227,68.11449501134399,2.874035986662246,6.212419471730082,62.39491007138778,59.36709636404157,72.28848092760839,50.70475727479512,50.70475727479512,58.88108686083851
10180,"Abilene, TX",2008,1,12422.565200000001,9940.8803,7742.880300000001,10233.1675,11613.440999999999,7827.8670999999995,5897.8670999999995,8317.3046,0.0,0.0,0.0,98550.29579999999,4669.7183,6704.0247,2801.5228,2447.5228,2621.5228,87.36401502782701,93.57492289550527,4.7384112468589885,6.802642899829835,80.02276615139037,62.32915807115265,82.37563929227757,67.4035120168088,50.78483715549939,71.61791754915706
10180,"Abilene, TX",2008,2,11661.3352,5994.8595000000005,5503.8595000000005,6803.5905999999995,10482.563900000001,4619.589,4219.589,5468.0893,0.0,0.0,0.0,98550.29579999999,4669.7183,6704.0247,2663.4453,2279.4800999999998,2336.8054,85.58389015911084,87.73618891290916,4.7384112468589885,6.802642899829835,51.40800257589715,47.197507023037986,58.34315267774825,44.06926629848638,40.25340594394087,52.16366293746131
10180,"Abilene, TX",2010,1,12205.4715,7853.713400000001,5973.713400000001,9327.854,11373.4571,6292.7264,4905.7264,7445.0028999999995,0.0,0.0,0.0,104029.5796,3621.9748,6343.495800000001,4230.0938,3410.3598,3840.4054,80.62137534633395,90.7877125561613,3.4816778207955,6.09778086616434,64.34584194473766,48.94291383991189,76.4235449650593,55.32817633787003,43.13311561178703,65.45945383659995
10180,"Abilene, TX",2010,2,13998.0188,9228.1008,8445.1008,10206.9976,11635.6222,6089.1123,5760.1123,6851.2726999999995,0.0,0.0,0.0,104029.5796,3621.9748,6343.495800000001,2031.752,1410.2064,1419.7698,69.40839236284744,69.87908957392439,3.4816778207955,6.09778086616434,65.92433494945728,60.33068622539642,72.91744457437076,52.33164325325035,49.504119341379095,58.881876553193685
10180,"Abilene, TX",2013,1,14242.615600000001,10036.8144,9217.8932,11405.16,12047.9198,7605.3060000000005,6974.3060000000005,8486.7906,0.0,0.0,0.0,102667.7252,3091.1008,6782.704,1924.5688,1788.9504,1797.9048,92.9533098530954,93.41857770945887,3.010781425202942,6.606461754935231,70.47030322155152,64.72050821901,80.07770707509651,63.125470008523806,57.88805134642414,70.44195795526461
10180,"Abilene, TX",2013,2,14575.8884,8253.3266,8253.3266,9531.3416,12162.6268,6384.2036,6384.2036,7719.316,0.0,0.0,0.0,102667.7252,3091.1008,6782.704,1891.9946,1485.6812,1534.6812,78.52460044019153,81.11445984042449,3.010781425202942,6.606461754935231,56.62314620905028,56.62314620905028,65.39115379066705,52.49033539366677,52.49033539366677,63.46750687113083
10180,"Abilene, TX",2015,1,14662.5352,11669.3222,8954.3222,12400.1238,11503.3114,7906.1932,5614.1932,8627.283,0.0,0.0,0.0,102290.5184,4619.1776,7802.189,1239.7162,1121.7162,1174.7162,90.48169250349395,94.7568645146365,4.515743660558083,7.627480163400952,79.5859791013494,61.069399512848236,84.5701212707063,68.72971551478646,48.805018005510995,74.99825658896793
10180,"Abilene, TX",2015,2,14145.162,8780.946,8135.946,9288.708200000001,13120.4216,7162.8116,6591.8116,7471.4012,0.0,0.0,0.0,102290.5184,4619.1776,7802.189,2530.1942,2167.0176,2182.86,85.64629545036505,86.27242920721264,4.515743660558083,7.627480163400952,62.07738023785093,57.51751729672661,65.66703301100405,54.59284631524341,50.24085201652362,56.94482561444519
