min_pop,treatment,sex,outcome,window,length,n_metro,estimator,coef,se,ci_lo,ci_hi,first_stage_F,shea_partial_r2,corr_Zm_Zmlag,corr_Z_Zlag,coef_lag,se_lag
50000,Mexico-born,men,E/POP 18-29,2010-2015,5y,116,IV-placebo-pre,-17.38366256014342,35.09892672714243,-86.17755894534258,51.41023382505574,0.2829218472165925,0.005582879447363256,0.7922644658476845,-0.9986928273059726,,
50000,Mexico-born,men,E/POP 18-29,2013-2018,5y,146,OLS,-0.5240880534286716,0.5278921523980362,-1.5587566721288226,0.5105805652714794,,,,,,
50000,Mexico-born,men,E/POP 18-29,2013-2018,5y,146,IV-single,-1.308495280159633,0.570783633410548,-2.4272312016443074,-0.18975935867495886,87.75476542051774,0.5550111948582847,,,,
50000,Mexico-born,men,E/POP 18-29,2013-2018,5y,146,IV-multi,2.5239839680089062,27.533406372188537,-51.441492521480626,56.48946045749844,0.02599534967688051,0.00039519167757815865,,,,
50000,Mexico-born,men,E/POP 18-29,2013-2018,5y,139,IV-multi-same-sample,3.231425322526775,66.32200963485714,-126.7597135617932,133.22256420684676,0.006043300272328335,9.115670333529677e-05,0.7846680297855045,-0.9987742055622602,,
50000,Mexico-born,men,E/POP 18-29,2013-2018,5y,139,IV-JRS,-0.15386478975369755,6.134629822729015,-12.177739242302566,11.870009662795171,83.67221418787123,0.0014061800574290604,0.7846680297855045,-0.9987742055622602,-1.5177488771714707,7.4422004101872865
50000,Mexico-born,men,E/POP 18-29,2013-2018,5y,139,IV-placebo-pre,-22.60426529243705,295.924956256534,-602.6171795552438,557.4086489703697,0.006043300272328335,9.115670333532706e-05,0.7846680297855045,-0.9987742055622602,,
50000,Mexico-born,men,E/POP 18-29,2018-2023,5y,140,OLS,0.1831678861194747,0.5449828311833819,-0.8849984629999537,1.2513342352389032,,,,,,
50000,Mexico-born,men,E/POP 18-29,2018-2023,5y,140,IV-single,0.8123294684657341,0.8858390635430946,-0.9239150960787312,2.5485740330101994,105.3765428217761,0.48099958761908657,,,,
50000,Mexico-born,men,E/POP 18-29,2018-2023,5y,140,IV-multi,-4.715753974647043,7.223423547992259,-18.873664128711873,9.442156179417784,1.364114433835551,0.008433915634304281,,,,
50000,Mexico-born,men,E/POP 18-29,2018-2023,5y,139,IV-multi-same-sample,-4.64109760123732,7.059555708779374,-18.477826790444894,9.195631587970254,1.4041421232025408,0.00869660512138149,0.8667719832696148,0.9994699842731806,,
50000,Mexico-born,men,E/POP 18-29,2018-2023,5y,139,IV-JRS,-5.216816761547989,48.94438696051404,-101.1478152041555,90.71418168105953,1.8309795140136038,0.013142776460474029,0.8667719832696148,0.9994699842731806,45.60677977076466,438.99683228003477
50000,Mexico-born,men,E/POP 18-29,2018-2023,5y,139,IV-placebo-pre,0.13680241581437258,3.026112136155923,-5.794377371051236,6.067982202679981,1.4041421232025408,0.008696605121381528,0.8667719832696148,0.9994699842731806,,
50000,Mexico-born,men,E/POP 18-29,POOLED,5y,685,OLS,0.16091096276237332,0.17939577596660075,-0.19070475813216414,0.5125266836569108,,,,,,
50000,Mexico-born,men,E/POP 18-29,POOLED,5y,685,IV-single,1.443318941089693,1.4824316003262965,-1.4622469955498483,4.348884877729234,4.273485513890994,0.009435483347145642,,,,
50000,Mexico-born,men,E/POP 18-29,POOLED,5y,685,IV-multi,-0.45091637681477437,1.3972580858544004,-3.189542225089399,2.2877094714598503,0.38854313207292873,0.010091306684286443,,,,
50000,Mexico-born,men,E/POP 18-29,POOLED,5y,394,IV-multi-same-sample,-12.238246705253914,78.33697052198158,-165.7787089283378,141.30221551782998,0.02542900523417584,0.00028247297781385915,0.814568159634268,-0.33266568286501746,,
50000,Mexico-born,men,E/POP 18-29,POOLED,5y,394,IV-JRS,-7.506257941076456,19.231886947339977,-45.20075635786281,30.188240475709897,19.69532415309318,0.0008674328230140538,0.814568159634268,-0.33266568286501746,6.131172581006922,14.83434782929729
50000,Mexico-born,men,E/POP 18-29,POOLED,5y,394,IV-placebo-pre,22.69547746122589,146.31878337418007,-264.08933795216706,309.48029287461884,0.02542900523417584,0.00028247297781386333,0.814568159634268,-0.33266568286501746,,
50000,Mexico-born,men,E/POP 18-29,2005-2015,10y,118,OLS,0.13919950661739477,0.3778979235994887,-0.6014804236376031,0.8798794368723927,,,,,,
50000,Mexico-born,men,E/POP 18-29,2005-2015,10y,118,IV-single,-0.2751241633303876,0.4690522033134533,-1.1944664818247561,0.644218155163981,36.83869036894555,0.6298529884874992,,,,
50000,Mexico-born,men,E/POP 18-29,2005-2015,10y,118,IV-multi,-1.9704464896240488,1.953079845942053,-5.798482987670473,1.8575900084223753,1.3429754792274244,0.09171018137723962,,,,
50000,Mexico-born,men,E/POP 18-29,2008-2018,10y,141,OLS,-0.22308932389192712,0.2521962937787518,-0.7173940596982806,0.27121541191442644,,,,,,
50000,Mexico-born,men,E/POP 18-29,2008-2018,10y,141,IV-single,0.014910223390801558,0.3404616108509509,-0.6523945338770623,0.6822149806586653,90.83121316798588,0.7194870841795352,,,,
50000,Mexico-born,men,E/POP 18-29,2008-2018,10y,141,IV-multi,-0.8384598756087698,1.1822789804570963,-3.1557266773046786,1.478806926087139,0.44765712639920324,0.017561825525158028,,,,
50000,Mexico-born,men,E/POP 18-29,2013-2023,10y,143,OLS,-0.14819469066115243,0.2171113866762921,-0.573733008546685,0.27734362722438005,,,,,,
50000,Mexico-born,men,E/POP 18-29,2013-2023,10y,143,IV-single,-0.243268501472083,0.25153189014904664,-0.7362710061642144,0.2497340032200484,217.5056942873314,0.7353587748369631,,,,
50000,Mexico-born,men,E/POP 18-29,2013-2023,10y,143,IV-multi,-7.494715339864797,19.40270213168515,-45.524011517967686,30.534580838238092,0.18969146829850328,0.0023648736991469083,,,,
50000,Mexico-born,men,E/POP 18-29,POOLED,10y,402,OLS,-0.10180568175782675,0.14140517358945617,-0.3789598219931608,0.17534845847750732,,,,,,
50000,Mexico-born,men,E/POP 18-29,POOLED,10y,402,IV-single,-0.13358078847209232,0.42997016092618323,-0.9763223038874115,0.7091607269432268,142.36121970350774,0.10968979414822252,,,,
50000,Mexico-born,men,E/POP 18-29,POOLED,10y,402,IV-multi,-0.35759409532822417,1.0790485268405319,-2.4725292079356667,1.7573410172792183,0.2797247767759216,0.00984394504701583,,,,
50000,Mexico-born,men,LFP 18-29,2005-2010,5y,118,OLS,-0.13081247717796474,0.3026484904527747,-0.7240035184654031,0.46237856410947364,,,,,,
50000,Mexico-born,men,LFP 18-29,2005-2010,5y,118,IV-single,-1.169939188072527,0.5438742065019748,-2.2359326328163975,-0.10394574332865636,13.881220159958078,0.3670299508948274,,,,
50000,Mexico-born,men,LFP 18-29,2005-2010,5y,118,IV-multi,-1.4924913524240706,0.8879094528310609,-3.23279387997295,0.24781117512480888,2.8262987915122157,0.1467155404146123,,,,
50000,Mexico-born,men,LFP 18-29,2008-2013,5y,141,OLS,0.4081027219678033,0.22691285434030606,-0.03664647253919656,0.8528519164748032,,,,,,
50000,Mexico-born,men,LFP 18-29,2008-2013,5y,141,IV-single,0.8520396755512101,0.481899462209988,-0.09248327038036641,1.7965626214827866,29.357779892744983,0.3781488663323739,,,,
50000,Mexico-born,men,LFP 18-29,2008-2013,5y,141,IV-multi,-0.09561015730112388,1.2990212606661322,-2.641691828206743,2.450471513604495,1.1220709263268267,0.04630134889673295,,,,
50000,Mexico-born,men,LFP 18-29,2010-2015,5y,140,OLS,-0.5547862417262123,0.40190650922233073,-1.3425229998019805,0.232950516349556,,,,,,
50000,Mexico-born,men,LFP 18-29,2010-2015,5y,140,IV-single,0.10791009598163502,0.5724148059846589,-1.0140229237482963,1.2298431157115663,62.100230278959536,0.43813194109580134,,,,
50000,Mexico-born,men,LFP 18-29,2010-2015,5y,140,IV-multi,-6.948605715245726,11.516388529257059,-29.52072723258956,15.623515802098108,0.4042949283470432,0.007113173772937514,,,,
50000,Mexico-born,men,LFP 18-29,2010-2015,5y,116,IV-multi-same-sample,-7.525163296611346,14.910119321796559,-36.748997167332604,21.698670574109908,0.2829218472165925,0.00558287944736323,0.7922644658476845,-0.9986928273059726,,
50000,Mexico-born,men,LFP 18-29,2010-2015,5y,116,IV-JRS,-83.58872970166885,1922.0694527657001,-3850.844857122441,3683.6673977191035,21.54919299931549,4.93911521053442e-05,0.7922644658476845,-0.9986928273059726,60.85282655102901,1411.5856018828456
50000,Mexico-born,men,LFP 18-29,2010-2015,5y,116,IV-placebo-pre,-5.069947754584518,9.164424820629774,-23.032220403018876,12.892324893849839,0.2829218472165925,0.005582879447363206,0.7922644658476845,-0.9986928273059726,,
50000,Mexico-born,men,LFP 18-29,2013-2018,5y,146,OLS,-0.3639520330246515,0.3288116067368945,-1.0084227822289646,0.28051871617966173,,,,,,
50000,Mexico-born,men,LFP 18-29,2013-2018,5y,146,IV-single,-0.9897147702019182,0.3699571979967223,-1.7148308782754937,-0.2645986621283426,87.75476542051774,0.5550111948582847,,,,
50000,Mexico-born,men,LFP 18-29,2013-2018,5y,146,IV-multi,18.9201705233379,125.37207349397394,-226.80909352485102,264.64943457152685,0.02599534967688051,0.00039519167757821286,,,,
50000,Mexico-born,men,LFP 18-29,2013-2018,5y,139,IV-multi-same-sample,38.1035325734656,507.2904031779499,-956.1856576553162,1032.3927228022474,0.006043300272328335,9.115670333533558e-05,0.7846680297855045,-0.9987742055622602,,
50000,Mexico-born,men,LFP 18-29,2013-2018,5y,139,IV-JRS,9.584633607819455,28.610150273219872,-46.49126092769149,65.6605281433304,83.67221418787123,0.001406180057429158,0.7846680297855045,-0.9987742055622602,-12.786061296897174,34.14149704839522
50000,Mexico-born,men,LFP 18-29,2013-2018,5y,139,IV-placebo-pre,-34.4343680654747,453.4382761378046,-923.1733892955717,854.3046531646223,0.006043300272328335,9.115670333534598e-05,0.7846680297855045,-0.9987742055622602,,
50000,Mexico-born,men,LFP 18-29,2018-2023,5y,140,OLS,-0.15916755761227636,0.3899213501252176,-0.9234134038577029,0.60507828863315,,,,,,
50000,Mexico-born,men,LFP 18-29,2018-2023,5y,140,IV-single,0.1689762988699231,0.5363716531753464,-0.8823121413537558,1.220264739093602,105.3765428217761,0.48099958761908607,,,,
50000,Mexico-born,men,LFP 18-29,2018-2023,5y,140,IV-multi,-4.058708690503877,5.658819057881347,-15.149994043951317,7.032576662943562,1.364114433835551,0.008433915634304272,,,,
50000,Mexico-born,men,LFP 18-29,2018-2023,5y,139,IV-multi-same-sample,-3.9669641855496574,5.51445971753782,-14.775305231923785,6.841376860824469,1.4041421232025408,0.008696605121381535,0.8667719832696148,0.9994699842731806,,
50000,Mexico-born,men,LFP 18-29,2018-2023,5y,139,IV-JRS,-4.23298131413749,21.83567130249147,-47.03089706702077,38.56493443874579,1.8309795140136038,0.013142776460484578,0.8667719832696148,0.9994699842731806,21.073095069853935,211.53030619651
50000,Mexico-born,men,LFP 18-29,2018-2023,5y,139,IV-placebo-pre,-4.486722343738499,2.9935944020968996,-10.354167371848423,1.380722684371424,1.4041421232025408,0.00869660512138154,0.8667719832696148,0.9994699842731806,,
50000,Mexico-born,men,LFP 18-29,POOLED,5y,685,OLS,-0.10393029591375502,0.1646225255084044,-0.4265904459102276,0.21872985408271756,,,,,,
50000,Mexico-born,men,LFP 18-29,POOLED,5y,685,IV-single,0.6464866684977508,1.105964895867661,-1.5212045274028645,2.814177864398366,4.273485513890994,0.009435483347145621,,,,
50000,Mexico-born,men,LFP 18-29,POOLED,5y,685,IV-multi,-0.21949950459823242,0.702398045644342,-1.5961996740611428,1.157200664864678,0.38854313207292873,0.010091306684286436,,,,
50000,Mexico-born,men,LFP 18-29,POOLED,5y,394,IV-multi-same-sample,-9.195284807205383,56.268557585727706,-119.48165767523169,101.09108806082092,0.02542900523417584,0.00028247297781385406,0.814568159634268,-0.33266568286501746,,
50000,Mexico-born,men,LFP 18-29,POOLED,5y,394,IV-JRS,-5.850404914296277,8.768506854990482,-23.036678350077622,11.335868521485068,19.69532415309318,0.0008674328230139373,0.814568159634268,-0.33266568286501746,4.333914746671347,6.481547349193196
50000,Mexico-born,men,LFP 18-29,POOLED,5y,394,IV-placebo-pre,2.3974029572545987,18.93124579587729,-34.707838802664895,39.50264471717409,0.02542900523417584,0.00028247297781381584,0.814568159634268,-0.33266568286501746,,
50000,Mexico-born,men,LFP 18-29,2005-2015,10y,118,OLS,-0.1462205071275604,0.24857340648627843,-0.6334243838406661,0.3409833695855453,,,,,,
50000,Mexico-born,men,LFP 18-29,2005-2015,10y,118,IV-single,-0.5197829918371293,0.27507001174682816,-1.0589202148609125,0.019354231186653914,36.83869036894555,0.629852988487499,,,,
50000,Mexico-born,men,LFP 18-29,2005-2015,10y,118,IV-multi,-1.9269716512561992,1.6179163015592453,-5.0980876023123205,1.2441442997999217,1.3429754792274244,0.09171018137723967,,,,
50000,Mexico-born,men,LFP 18-29,2008-2018,10y,141,OLS,-0.16252478095982115,0.18664641676583607,-0.5283517578208599,0.20330219590121756,,,,,,
50000,Mexico-born,men,LFP 18-29,2008-2018,10y,141,IV-single,0.01676180940974148,0.2665224679722633,-0.5056222278158946,0.5391458466353776,90.83121316798588,0.7194870841795353,,,,
50000,Mexico-born,men,LFP 18-29,2008-2018,10y,141,IV-multi,0.11418295061218942,1.261292926248758,-2.3579511848353762,2.586317086059755,0.44765712639920324,0.017561825525158007,,,,
50000,Mexico-born,men,LFP 18-29,2013-2023,10y,143,OLS,-0.2727855232350944,0.1782309330423294,-0.6221181519980601,0.0765471055278712,,,,,,
50000,Mexico-born,men,LFP 18-29,2013-2023,10y,143,IV-single,-0.3392717051111459,0.18834721704991877,-0.7084322505289866,0.029888840306694864,217.5056942873314,0.7353587748369629,,,,
50000,Mexico-born,men,LFP 18-29,2013-2023,10y,143,IV-multi,-10.714215696730921,25.187760238267973,-60.08222576373615,38.65379437027431,0.18969146829850328,0.0023648736991469252,,,,
50000,Mexico-born,men,LFP 18-29,POOLED,10y,402,OLS,-0.19885396396196653,0.11497920123334358,-0.4242131983793199,0.026505270455386892,,,,,,
50000,Mexico-born,men,LFP 18-29,POOLED,10y,402,IV-single,-0.10085840318977812,0.25087775910531646,-0.5925788110361984,0.3908620046566421,142.36121970350774,0.10968979414822258,,,,
50000,Mexico-born,men,LFP 18-29,POOLED,10y,402,IV-multi,0.7399607956397318,2.1396506276142135,-3.453754434484127,4.9336760257635905,0.2797247767759216,0.009843945047015747,,,,
50000,Mexico-born,men,E/POP 16-24,2005-2010,5y,104,OLS,-0.19799113571399674,0.605121589073746,-1.3840294502985389,0.9880471788705454,,,,,,
50000,Mexico-born,men,E/POP 16-24,2005-2010,5y,104,IV-single,-1.6652785428816679,0.9119613765474908,-3.45272284091475,0.12216575515141392,19.461429914268653,0.4633430174090892,,,,
50000,Mexico-born,men,E/POP 16-24,2005-2010,5y,104,IV-multi,-3.2100672924256255,2.4289544302116344,-7.970817975640429,1.5506833907891782,2.6661738213246227,0.1601748560616912,,,,
50000,Mexico-born,men,E/POP 16-24,2008-2013,5y,117,OLS,0.28756837945248814,0.2656635184570741,-0.23313211672337708,0.8082688756283534,,,,,,
50000,Mexico-born,men,E/POP 16-24,2008-2013,5y,117,IV-single,0.7735379523865573,0.5032982837520585,-0.21292668376747736,1.7600025885405919,38.29234732327963,0.4359334679629846,,,,
50000,Mexico-born,men,E/POP 16-24,2008-2013,5y,117,IV-multi,0.7181715625046721,1.3039615341038626,-1.8375930443388988,3.273936169348243,0.9091427412004826,0.04247565027421399,,,,
50000,Mexico-born,men,E/POP 16-24,2010-2015,5y,117,OLS,0.13634299577195463,0.5295774212521586,-0.9016287498822761,1.1743147414261854,,,,,,
50000,Mexico-born,men,E/POP 16-24,2010-2015,5y,117,IV-single,0.12189139186904008,0.7618355176483718,-1.3713062227217685,1.6150890064598487,70.30805539981954,0.4957555419297457,,,,
50000,Mexico-born,men,E/POP 16-24,2010-2015,5y,117,IV-multi,1.853697319512321,11.347345677824798,-20.387100209024283,24.094494848048924,0.2771031543424621,0.005344781197744761,,,,
50000,Mexico-born,men,E/POP 16-24,2010-2015,5y,103,IV-multi-same-sample,4.809242295116519,16.36469506835038,-27.265560038850225,36.88404462908326,0.22382649216899125,0.004627643141662703,0.8021382039124199,-0.9985997941134616,,
50000,Mexico-born,men,E/POP 16-24,2010-2015,5y,103,IV-JRS,13.306800327139172,53.28399338707483,-91.1298267115275,117.74342736580584,20.634150653128252,0.0008440167470748574,0.8021382039124199,-0.9985997941134616,-9.453550512108905,37.23419083354305
50000,Mexico-born,men,E/POP 16-24,2010-2015,5y,103,IV-placebo-pre,-28.322487871974772,59.56933253877492,-145.07837964797363,88.43340390402408,0.22382649216899125,0.004627643141662713,0.8021382039124199,-0.9985997941134616,,
50000,Mexico-born,men,E/POP 16-24,2013-2018,5y,123,OLS,-0.23049642125444203,0.4208631012679284,-1.0553880997395817,0.5943952572306976,,,,,,
50000,Mexico-born,men,E/POP 16-24,2013-2018,5y,123,IV-single,-0.8401097384991401,0.45981587437436955,-1.7413488522729044,0.061129375274624254,161.49276916016922,0.6245989935185573,,,,
50000,Mexico-born,men,E/POP 16-24,2013-2018,5y,123,IV-multi,102.77408826902683,2166.1617955498255,-4142.903031008631,4348.451207546685,0.0022829071800587897,3.6456061882788015e-05,,,,
50000,Mexico-born,men,E/POP 16-24,2013-2018,5y,114,IV-multi-same-sample,-417.6751525599975,38212.82589949618,-75314.81391557251,74479.46361045251,0.00011906670024832284,1.8967790125425745e-06,0.8465249547077149,-0.9984745523755831,,
50000,Mexico-born,men,E/POP 16-24,2013-2018,5y,114,IV-JRS,9.196560123069162,16.786098161458945,-23.70419227339037,42.09731251952869,103.00524060117883,0.003667065584205064,0.8465249547077149,-0.9984745523755831,-12.074952810768764,19.658584758018183
50000,Mexico-born,men,E/POP 16-24,2013-2018,5y,114,IV-placebo-pre,48.80010911915451,4475.626575292888,-8723.427978454907,8821.028196693216,0.00011906670024832284,1.8967790124689152e-06,0.8465249547077149,-0.9984745523755831,,
50000,Mexico-born,men,E/POP 16-24,2018-2023,5y,118,OLS,-0.06849603741163957,0.5595477890886981,-1.1652097040254876,1.0282176292022087,,,,,,
50000,Mexico-born,men,E/POP 16-24,2018-2023,5y,118,IV-single,0.634528550806005,0.9664804862522562,-1.2597732022484172,2.528830303860427,105.17983315251547,0.4973030312248572,,,,
50000,Mexico-born,men,E/POP 16-24,2018-2023,5y,118,IV-multi,-4.811047935023112,5.248576314377928,-15.098257511203851,5.476161641157628,1.9366025671266054,0.011674487792661187,,,,
50000,Mexico-born,men,E/POP 16-24,2018-2023,5y,113,IV-multi-same-sample,-4.78851601967358,5.557075933583844,-15.680384849497914,6.103352810150755,1.7053433537028868,0.01055177584031594,0.8963983267653226,0.999425465752706,,
50000,Mexico-born,men,E/POP 16-24,2018-2023,5y,113,IV-JRS,-7.349779343925718,6.97696472115083,-21.024630197381345,6.325071509529909,1.880237281752739,0.022975863420750746,0.8963983267653226,0.999425465752706,11.174019905660884,23.039695769214713
50000,Mexico-born,men,E/POP 16-24,2018-2023,5y,113,IV-placebo-pre,-4.508460210691908,4.686031770214086,-13.693082480311517,4.6761620589277015,1.7053433537028868,0.010551775840315941,0.8963983267653226,0.999425465752706,,
50000,Mexico-born,men,E/POP 16-24,POOLED,5y,579,OLS,-0.008240755635934266,0.1956734968714973,-0.391760809504069,0.3752792982322004,,,,,,
50000,Mexico-born,men,E/POP 16-24,POOLED,5y,579,IV-single,4.7161378270826475,5.191680174021275,-5.459555313999051,14.891830968164346,1.6185461386380944,0.004198255466365977,,,,
50000,Mexico-born,men,E/POP 16-24,POOLED,5y,579,IV-multi,0.5716284781064829,2.398893325670993,-4.130202440208663,5.273459396421629,0.33781152711576784,0.009706917073414442,,,,
50000,Mexico-born,men,E/POP 16-24,POOLED,5y,330,IV-multi-same-sample,-20.289337503926163,91.80172547440459,-200.22071943375917,159.64204442590685,0.049595481824966856,0.0005662206132890595,0.8483538284618192,-0.3325496269121129,,
50000,Mexico-born,men,E/POP 16-24,POOLED,5y,330,IV-JRS,-33.325806642415046,120.87950512435125,-270.2496366861435,203.5980234013134,20.12550503706897,0.0002548701106961728,0.8483538284618192,-0.3325496269121129,24.98034167574042,89.43511684137815
50000,Mexico-born,men,E/POP 16-24,POOLED,5y,330,IV-placebo-pre,13.07756539933871,63.23407407984208,-110.86121979715176,137.01635059582918,0.049595481824966856,0.0005662206132889836,0.8483538284618192,-0.3325496269121129,,
50000,Mexico-born,men,E/POP 16-24,2005-2015,10y,104,OLS,-0.4901831613241501,0.4629844337814027,-1.3976326515356994,0.41726632888739923,,,,,,
50000,Mexico-born,men,E/POP 16-24,2005-2015,10y,104,IV-single,-0.8433811142422161,0.47122788633689877,-1.7669877714625377,0.08022554297810547,45.700888975562286,0.6880474873308142,,,,
50000,Mexico-born,men,E/POP 16-24,2005-2015,10y,104,IV-multi,-2.838902854314032,2.430426972876714,-7.602539721152391,1.9247340125243273,1.1722757051550852,0.08401919639965322,,,,
50000,Mexico-born,men,E/POP 16-24,2008-2018,10y,117,OLS,-0.26359006685880515,0.24377174905959628,-0.7413826950156139,0.21420256129800358,,,,,,
50000,Mexico-born,men,E/POP 16-24,2008-2018,10y,117,IV-single,-0.04093326285100862,0.31267238947225473,-0.6537711462166279,0.5719046205146107,112.48131368916935,0.7598877919954363,,,,
50000,Mexico-born,men,E/POP 16-24,2008-2018,10y,117,IV-multi,2.25128493321683,5.0741559131006735,-7.69406065646049,12.19663052289415,0.3290535973781464,0.01324420915554486,,,,
50000,Mexico-born,men,E/POP 16-24,2013-2023,10y,120,OLS,-0.1793693505804228,0.32777112446439005,-0.8218007545306273,0.4630620533697817,,,,,,
50000,Mexico-born,men,E/POP 16-24,2013-2023,10y,120,IV-single,-0.11303390957954917,0.4009473397596321,-0.898890695508428,0.6728228763493297,294.6503029435789,0.7706491858086247,,,,
50000,Mexico-born,men,E/POP 16-24,2013-2023,10y,120,IV-multi,-11.099985040387196,22.1087413699463,-54.43311812548195,32.233148044707555,0.3059166184839193,0.003816679462993775,,,,
50000,Mexico-born,men,E/POP 16-24,POOLED,10y,341,OLS,-0.2944171350059813,0.14143504513717103,-0.5716298234748365,-0.017204446537126106,,,,,,
50000,Mexico-born,men,E/POP 16-24,POOLED,10y,341,IV-single,0.4588189955914066,0.6560370946334564,-0.827013709890168,1.7446517010729812,140.23666572933118,0.09710479925596892,,,,
50000,Mexico-born,men,E/POP 16-24,POOLED,10y,341,IV-multi,1.6040636671495676,4.595158609123046,-7.402447206731603,10.610574541030738,0.2161693988723606,0.007920205152799075,,,,
50000,Mexico-born,men,LFP 16-24,2005-2010,5y,104,OLS,-0.40504047986722314,0.6120598218676615,-1.6046777307278397,0.7945967709933934,,,,,,
50000,Mexico-born,men,LFP 16-24,2005-2010,5y,104,IV-single,-1.2039406533059833,0.5805597466531308,-2.34183775674612,-0.06604354986584693,19.461429914268653,0.46334301740908923,,,,
50000,Mexico-born,men,LFP 16-24,2005-2010,5y,104,IV-multi,-3.143417512000994,1.7901088849278468,-6.652030926459574,0.36519590245758593,2.6661738213246227,0.16017485606169124,,,,
50000,Mexico-born,men,LFP 16-24,2008-2013,5y,117,OLS,0.03629526792909776,0.30839978040747135,-0.568168301669546,0.6407588375277415,,,,,,
50000,Mexico-born,men,LFP 16-24,2008-2013,5y,117,IV-single,0.28681630323849605,0.5264928970253855,-0.7451097749312594,1.3187423814082515,38.29234732327963,0.43593346796298443,,,,
50000,Mexico-born,men,LFP 16-24,2008-2013,5y,117,IV-multi,-0.4342677790426208,1.1555128185768078,-2.699072903453164,1.8305373453679223,0.9091427412004826,0.042475650274213995,,,,
50000,Mexico-born,men,LFP 16-24,2010-2015,5y,117,OLS,-0.466066648851413,0.414742414403018,-1.2789617810813283,0.34682848337850225,,,,,,
50000,Mexico-born,men,LFP 16-24,2010-2015,5y,117,IV-single,-0.7673147675502241,0.6568491563132335,-2.0547391139241618,0.5201095788237136,70.30805539981954,0.4957555419297454,,,,
50000,Mexico-born,men,LFP 16-24,2010-2015,5y,117,IV-multi,-7.663232934976207,14.53215888831434,-36.146264356072315,20.8197984861199,0.2771031543424621,0.005344781197744775,,,,
50000,Mexico-born,men,LFP 16-24,2010-2015,5y,103,IV-multi-same-sample,-6.400164406087015,13.939531138053484,-33.72164543667184,20.921316624497813,0.22382649216899125,0.004627643141662726,0.8021382039124199,-0.9985997941134616,,
50000,Mexico-born,men,LFP 16-24,2010-2015,5y,103,IV-JRS,-14.721254877556476,84.03788596966182,-179.43551137809362,149.99300162298067,20.634150653128252,0.0008440167470748258,0.8021382039124199,-0.9985997941134616,9.257229993773194,59.064078774206386
50000,Mexico-born,men,LFP 16-24,2010-2015,5y,103,IV-placebo-pre,-25.825791980075337,52.270395672835946,-128.27576749883377,76.62418353868311,0.22382649216899125,0.004627643141662698,0.8021382039124199,-0.9985997941134616,,
50000,Mexico-born,men,LFP 16-24,2013-2018,5y,123,OLS,-0.11203387712483626,0.35096494361272285,-0.7999251666057731,0.5758574123561006,,,,,,
50000,Mexico-born,men,LFP 16-24,2013-2018,5y,123,IV-single,-0.5907724346544709,0.37729311405462534,-1.3302669382015366,0.14872206889259476,161.49276916016922,0.6245989935185573,,,,
50000,Mexico-born,men,LFP 16-24,2013-2018,5y,123,IV-multi,90.7548540351545,1917.5054914885845,-3667.555909282471,3849.06561735278,0.0022829071800587897,3.6456061882628285e-05,,,,
