cbsa,origin,n2000,natl2000,base_share
13780,afghanistan,9,45200,0.00019911504424778762
13780,"africa, n.e.c.",8,57623,0.00013883345192024018
13780,argentina,39,126475,0.000308361336232457
13780,armenia,9,65280,0.00013786764705882353
13780,australia,25,60984,0.0004099435917617736
13780,austria,70,63667,0.0010994706833995632
13780,bangladesh,8,95307,8.39392699381997e-05
13780,barbados,11,52179,0.0002108127790873723
13780,bolivia,8,53401,0.00014980992865302147
13780,bosnia and herzegovina,284,98766,0.0028754834659700705
13780,brazil,23,212636,0.00010816606783423315
13780,cambodia,15,136978,0.0001095066361021478
13780,canada,480,821030,0.0005846314994579979
13780,chile,7,81640,8.57422831945125e-05
13780,"china, excluding hong kong and taiwan",880,990048,0.0008888457933352727
13780,colombia,85,513679,0.00016547298994118895
13780,costa rica,0,72447,0.0
13780,cuba,135,891737,0.00015138992774775523
13780,czechoslovakia (includes czech republic and slovakia),252,83111,0.0030320896150930685
13780,dominican republic,75,749132,0.00010011586743057298
13780,ecuador,29,299405,9.685876989362235e-05
13780,egypt,49,113474,0.00043181698010116853
13780,el salvador,0,817828,0.0
13780,ethiopia,9,69531,0.00012943866764464771
13780,"europe, n.e.c.",0,4411,0.0
13780,france,23,151466,0.00015184925989991153
13780,germany,678,707800,0.0009578977112178581
13780,ghana,40,65572,0.000610016470444702
13780,greece,186,165770,0.0011220365566749111
13780,guatemala,8,481211,1.662472387372691e-05
13780,guyana,134,211300,0.0006341694273544723
13780,haiti,124,419645,0.00029548785282798557
13780,honduras,41,283312,0.00014471677867510023
13780,hong kong,97,203637,0.0004763377971586696
13780,hungary,55,92043,0.0005975467987788316
13780,india,608,1022660,0.0005945279956192674
13780,indonesia,36,72572,0.0004960590861489279
13780,iran,55,283257,0.00019416995873005786
13780,iraq,150,89892,0.0016686690695501267
13780,ireland,45,156494,0.0002875509604202078
13780,israel,10,109817,9.106058260560751e-05
13780,italy,1008,473755,0.0021276820297411107
13780,jamaica,144,553922,0.00025996439931975983
13780,japan,49,347722,0.0001409171694629618
13780,korea,612,864206,0.0007081644885594407
13780,laos,370,204284,0.0018112040101035812
13780,lebanon,128,105950,0.0012081170363378952
13780,mexico,104,9180186,1.1328746498164635e-05
13780,netherlands,71,94630,0.0007502906055162211
13780,nicaragua,16,220844,7.24493307493072e-05
13780,nigeria,43,134940,0.00031866014524974064
13780,"oceania, n.e.c.",0,241,0.0
13780,other australian and new zealand subregion,14,22884,0.0006117811571403601
13780,other caribbean,80,170703,0.0004686502287598929
13780,other central america,14,47931,0.000292086541069454
13780,other eastern africa,93,143774,0.0006468485261591109
13780,other eastern asia,8,9194,0.0008701326952360235
13780,other eastern europe,147,261664,0.0005617891647303412
13780,other northern africa,85,77123,0.0011021355497063132
13780,other northern america,0,8684,0.0
13780,other northern europe,46,90720,0.0005070546737213404
13780,other south america,41,54045,0.0007586270700342307
13780,other south central asia,12,75463,0.00015901832686217088
13780,other south eastern asia,15,53975,0.0002779064381658175
13780,other southern africa,0,2938,0.0
13780,other southern europe,0,9607,0.0
13780,other western africa,30,105177,0.00028523346358994836
13780,other western asia,31,108139,0.00028666808459482703
13780,other western europe,42,79871,0.0005258479297867812
13780,pakistan,125,223500,0.0005592841163310962
13780,panama,27,106630,0.0002532120416393135
13780,peru,30,279317,0.00010740484825485022
13780,philippines,278,1369377,0.0002030120266369305
13780,poland,269,466783,0.0005762849118326932
13780,romania,113,135997,0.0008309006816326831
13780,russia,191,340215,0.0005614096968093705
13780,south africa,22,63558,0.00034614053305642093
13780,spain,40,86658,0.0004615846200004616
13780,syria,21,54595,0.00038465060903013096
13780,taiwan,244,326281,0.0007478216629224503
13780,thailand,143,169841,0.0008419639545221708
13780,trinidad and tobago,54,197776,0.0002730361621228056
13780,turkey,72,78426,0.0009180628873077806
13780,ukraine,660,275168,0.0023985347133387604
13780,venezuela,59,109002,0.0005412744720280361
13780,vietnam,515,988313,0.0005210899785796605
13820,afghanistan,0,45200,0.0
13820,"africa, n.e.c.",53,57623,0.0009197716189715912
13820,argentina,3,126475,2.3720102787112077e-05
13820,armenia,0,65280,0.0
13820,australia,18,60984,0.00029515938606847696
13820,austria,49,63667,0.0007696294783796943
13820,bangladesh,68,95307,0.0007134837944746975
13820,barbados,0,52179,0.0
13820,bolivia,16,53401,0.00029961985730604293
13820,bosnia and herzegovina,70,98766,0.0007087459247109329
13820,brazil,93,212636,0.00043736714385146446
13820,cambodia,36,136978,0.0002628159266451547
13820,canada,796,821030,0.0009695139032678465
13820,chile,64,81640,0.0007839294463498286
13820,"china, excluding hong kong and taiwan",1245,990048,0.0012575147871618346
13820,colombia,208,513679,0.00040492214009138
13820,costa rica,57,72447,0.0007867820613690008
13820,cuba,180,891737,0.00020185323699700697
13820,czechoslovakia (includes czech republic and slovakia),59,83111,0.0007098939971844883
13820,dominican republic,43,749132,5.739976399352851e-05
13820,ecuador,101,299405,0.0003373357158364089
13820,egypt,29,113474,0.0002555651514884467
13820,el salvador,220,817828,0.00026900521870124283
13820,ethiopia,0,69531,0.0
13820,"europe, n.e.c.",0,4411,0.0
13820,france,161,151466,0.0010629448192993806
13820,germany,1012,707800,0.0014297824244136762
13820,ghana,18,65572,0.0002745074117001159
13820,greece,104,165770,0.0006273752790010255
13820,guatemala,142,481211,0.00029508884875865265
13820,guyana,62,211300,0.00029342167534311404
13820,haiti,18,419645,4.289339799115919e-05
13820,honduras,123,283312,0.00043415033602530075
13820,hong kong,58,203637,0.0002848205385072457
13820,hungary,27,92043,0.0002933411557641537
13820,india,1203,1022660,0.0011763440439637807
13820,indonesia,17,72572,0.00023425012401477154
13820,iran,251,283257,0.0008861210843862641
13820,iraq,15,89892,0.0001668669069550127
13820,ireland,102,156494,0.0006517821769524711
13820,israel,94,109817,0.0008559694764927106
13820,italy,131,473755,0.0002765142320397674
13820,jamaica,267,553922,0.0004820173237387213
13820,japan,341,347722,0.0009806684650381626
13820,korea,599,864206,0.0006931217788351388
13820,laos,17,204284,8.321748154529967e-05
13820,lebanon,145,105950,0.001368570080226522
13820,mexico,7391,9180186,0.0008051035131532193
13820,netherlands,93,94630,0.0009827750184930783
13820,nicaragua,226,220844,0.0010233467968339643
13820,nigeria,210,134940,0.0015562472209871053
13820,"oceania, n.e.c.",0,241,0.0
13820,other australian and new zealand subregion,30,22884,0.0013109596224436288
13820,other caribbean,210,170703,0.0012302068504947189
13820,other central america,12,47931,0.00025035989234524627
13820,other eastern africa,585,143774,0.0040688858903556975
13820,other eastern asia,7,9194,0.0007613661083315206
13820,other eastern europe,95,261664,0.0003630610248257307
13820,other northern africa,47,77123,0.0006094161274846673
13820,other northern america,48,8684,0.0055274067250115156
13820,other northern europe,87,90720,0.000958994708994709
13820,other south america,121,54045,0.002238875011564437
13820,other south central asia,65,75463,0.0008613492705034255
13820,other south eastern asia,15,53975,0.0002779064381658175
13820,other southern africa,0,2938,0.0
13820,other southern europe,0,9607,0.0
13820,other western africa,165,105177,0.001568784049744716
13820,other western asia,144,108139,0.0013316194897308093
13820,other western europe,69,79871,0.0008638930275068548
13820,pakistan,215,223500,0.0009619686800894855
13820,panama,207,106630,0.001941292319234737
13820,peru,102,279317,0.00036517648406649076
13820,philippines,411,1369377,0.00030013648542366345
13820,poland,57,466783,0.00012211241626194612
13820,romania,119,135997,0.0008750193018963653
13820,russia,212,340215,0.0006231353702805579
13820,south africa,126,63558,0.0019824412347776836
13820,spain,52,86658,0.0006000600060006001
13820,syria,15,54595,0.0002747504350215221
13820,taiwan,231,326281,0.000707978705471664
13820,thailand,173,169841,0.0010185997491771715
13820,trinidad and tobago,67,197776,0.0003387670900412588
13820,turkey,120,78426,0.0015301048121796343
13820,ukraine,192,275168,0.0006977555529712757
13820,venezuela,39,109002,0.0003577916001541256
13820,vietnam,655,988313,0.0006627455067372381
13900,afghanistan,0,45200,0.0
13900,"africa, n.e.c.",0,57623,0.0
13900,argentina,0,126475,0.0
13900,armenia,0,65280,0.0
13900,australia,0,60984,0.0
13900,austria,7,63667,0.00010994706833995633
13900,bangladesh,0,95307,0.0
13900,barbados,0,52179,0.0
13900,bolivia,0,53401,0.0
13900,bosnia and herzegovina,24,98766,0.00024299860275803415
13900,brazil,0,212636,0.0
13900,cambodia,0,136978,0.0
13900,canada,223,821030,0.0002716100507898615
13900,chile,13,81640,0.0001592356687898089
13900,"china, excluding hong kong and taiwan",46,990048,4.6462393742525614e-05
13900,colombia,9,513679,1.752066952318471e-05
13900,costa rica,15,72447,0.00020704791088657916
13900,cuba,38,891737,4.261346114381258e-05
13900,czechoslovakia (includes czech republic and slovakia),0,83111,0.0
13900,dominican republic,0,749132,0.0
13900,ecuador,0,299405,0.0
13900,egypt,0,113474,0.0
13900,el salvador,0,817828,0.0
13900,ethiopia,0,69531,0.0
13900,"europe, n.e.c.",0,4411,0.0
13900,france,9,151466,5.941927561300886e-05
13900,germany,89,707800,0.00012574173495337666
13900,ghana,0,65572,0.0
13900,greece,0,165770,0.0
13900,guatemala,23,481211,4.7796081136964864e-05
13900,guyana,0,211300,0.0
13900,haiti,31,419645,7.387196320699639e-05
13900,honduras,32,283312,0.0001129496809171514
13900,hong kong,0,203637,0.0
13900,hungary,6,92043,6.518692350314528e-05
13900,india,54,1022660,5.28034732951323e-05
13900,indonesia,0,72572,0.0
13900,iran,12,283257,4.236435463201262e-05
13900,iraq,14,89892,0.00015574244649134517
13900,ireland,0,156494,0.0
13900,israel,0,109817,0.0
13900,italy,2,473755,4.221591328851411e-06
13900,jamaica,0,553922,0.0
13900,japan,29,347722,8.33999574372631e-05
13900,korea,26,864206,3.008541944860369e-05
13900,laos,0,204284,0.0
13900,lebanon,15,105950,0.0001415762151958471
13900,mexico,32,9180186,3.485768153281426e-06
13900,netherlands,0,94630,0.0
13900,nicaragua,0,220844,0.0
13900,nigeria,0,134940,0.0
13900,"oceania, n.e.c.",0,241,0.0
13900,other australian and new zealand subregion,2,22884,8.739730816290858e-05
13900,other caribbean,0,170703,0.0
13900,other central america,0,47931,0.0
13900,other eastern africa,8,143774,5.56428839706762e-05
13900,other eastern asia,0,9194,0.0
13900,other eastern europe,20,261664,7.643389996331172e-05
13900,other northern africa,0,77123,0.0
13900,other northern america,0,8684,0.0
13900,other northern europe,28,90720,0.00030864197530864197
13900,other south america,20,54045,0.0003700619853825516
13900,other south central asia,0,75463,0.0
13900,other south eastern asia,22,53975,0.00040759610930986566
13900,other southern africa,0,2938,0.0
13900,other southern europe,0,9607,0.0
13900,other western africa,0,105177,0.0
13900,other western asia,0,108139,0.0
13900,other western europe,2,79871,2.5040377608894342e-05
13900,pakistan,0,223500,0.0
13900,panama,14,106630,0.00013129513270186626
13900,peru,0,279317,0.0
13900,philippines,13,1369377,9.493368152086679e-06
13900,poland,9,466783,1.92809078308336e-05
13900,romania,7,135997,5.1471723640962666e-05
13900,russia,110,340215,0.00032332495627764794
13900,south africa,0,63558,0.0
13900,spain,14,86658,0.00016155461700016155
13900,syria,0,54595,0.0
13900,taiwan,22,326281,6.742654337825372e-05
13900,thailand,0,169841,0.0
13900,trinidad and tobago,0,197776,0.0
13900,turkey,0,78426,0.0
13900,ukraine,100,275168,0.00036341435050587275
13900,venezuela,0,109002,0.0
13900,vietnam,44,988313,4.452030884952439e-05
13980,afghanistan,7,45200,0.00015486725663716813
13980,"africa, n.e.c.",14,57623,0.00024295854086042032
13980,argentina,42,126475,0.0003320814390195691
13980,armenia,0,65280,0.0
13980,australia,42,60984,0.0006887052341597796
13980,austria,20,63667,0.00031413448097130384
13980,bangladesh,97,95307,0.0010177636480006714
13980,barbados,9,52179,0.00017248318288966825
13980,bolivia,6,53401,0.00011235744648976611
13980,bosnia and herzegovina,0,98766,0.0
13980,brazil,83,212636,0.0003903384187061457
13980,cambodia,42,136978,0.0003066185810860138
13980,canada,276,821030,0.0003361631121883488
13980,chile,18,81640,0.00022048015678588926
13980,"china, excluding hong kong and taiwan",558,990048,0.0005636090371375933
13980,colombia,35,513679,6.813593703460721e-05
13980,costa rica,0,72447,0.0
13980,cuba,31,891737,3.476361303837342e-05
13980,czechoslovakia (includes czech republic and slovakia),0,83111,0.0
13980,dominican republic,34,749132,4.538585990185975e-05
13980,ecuador,14,299405,4.675940615554183e-05
13980,egypt,82,113474,0.0007226324973121596
13980,el salvador,40,817828,4.8910039763862326e-05
13980,ethiopia,35,69531,0.0005033725963958522
13980,"europe, n.e.c.",0,4411,0.0
13980,france,102,151466,0.0006734184569474337
13980,germany,233,707800,0.00032918903645097486
13980,ghana,14,65572,0.0002135057646556457
13980,greece,0,165770,0.0
13980,guatemala,54,481211,0.00011221688614765663
13980,guyana,7,211300,3.3128253667770944e-05
13980,haiti,0,419645,0.0
13980,honduras,17,283312,6.0004517987236684e-05
13980,hong kong,52,203637,0.00025535634486856517
13980,hungary,44,92043,0.0004780374390230653
13980,india,417,1022660,0.0004077601548901883
13980,indonesia,38,72572,0.0005236179242683128
13980,iran,87,283257,0.00030714157108209153
13980,iraq,26,89892,0.0002892359720553553
13980,ireland,16,156494,0.00010224034148274055
13980,israel,40,109817,0.00036424233042243006
13980,italy,50,473755,0.00010553978322128527
13980,jamaica,10,553922,1.8053083286094433e-05
13980,japan,165,347722,0.0004745169992120142
13980,korea,558,864206,0.0006456793866277253
13980,laos,11,204284,5.384660570578215e-05
13980,lebanon,58,105950,0.0005474280320906088
13980,mexico,287,9180186,3.126298312474279e-05
13980,netherlands,27,94630,0.0002853217795625066
13980,nicaragua,0,220844,0.0
13980,nigeria,20,134940,0.00014821402104639098
13980,"oceania, n.e.c.",0,241,0.0
13980,other australian and new zealand subregion,24,22884,0.001048767697954903
13980,other caribbean,56,170703,0.00032805516013192503
13980,other central america,0,47931,0.0
13980,other eastern africa,77,143774,0.0005355627582177584
13980,other eastern asia,16,9194,0.001740265390472047
13980,other eastern europe,99,261664,0.00037834780481839304
13980,other northern africa,43,77123,0.0005575509251455467
13980,other northern america,19,8684,0.0021879318286503915
13980,other northern europe,32,90720,0.0003527336860670194
13980,other south america,18,54045,0.00033305578684429644
13980,other south central asia,48,75463,0.0006360733074486835
13980,other south eastern asia,6,53975,0.00011116257526632701
13980,other southern africa,8,2938,0.002722940776038121
13980,other southern europe,7,9607,0.0007286353700426772
13980,other western africa,13,105177,0.00012360116755564428
13980,other western asia,102,108139,0.0009432304718926567
13980,other western europe,36,79871,0.00045072679696009816
13980,pakistan,73,223500,0.0003266219239373602
13980,panama,7,106630,6.564756635093313e-05
13980,peru,25,279317,8.950404021237518e-05
13980,philippines,99,1369377,7.229564977358316e-05
13980,poland,0,466783,0.0
13980,romania,59,135997,0.0004338330992595425
13980,russia,152,340215,0.0004467763032200226
13980,south africa,69,63558,0.0010856225809496838
13980,spain,30,86658,0.0003461884650003462
13980,syria,0,54595,0.0
13980,taiwan,119,326281,0.00036471630281873597
13980,thailand,54,169841,0.00031794443037900155
13980,trinidad and tobago,0,197776,0.0
13980,turkey,127,78426,0.0016193609262234463
13980,ukraine,13,275168,4.724386556576346e-05
13980,venezuela,26,109002,0.00023852773343608375
13980,vietnam,127,988313,0.0001285018005429454
14010,afghanistan,0,45200,0.0
14010,"africa, n.e.c.",0,57623,0.0
14010,argentina,30,126475,0.00023720102787112078
14010,armenia,0,65280,0.0
14010,australia,8,60984,0.00013118194936376755
14010,austria,41,63667,0.0006439756859911728
14010,bangladesh,14,95307,0.0001468937223918495
14010,barbados,6,52179,0.00011498878859311217
14010,bolivia,6,53401,0.00011235744648976611
14010,bosnia and herzegovina,0,98766,0.0
14010,brazil,27,212636,0.00012697755789236066
14010,cambodia,3,136978,2.1901327220429557e-05
14010,canada,285,821030,0.00034712495280318626
14010,chile,37,81640,0.00045320921117099463
14010,"china, excluding hong kong and taiwan",419,990048,0.00042321180387213547
14010,colombia,49,513679,9.53903118484501e-05
14010,costa rica,0,72447,0.0
14010,cuba,0,891737,0.0
14010,czechoslovakia (includes czech republic and slovakia),0,83111,0.0
14010,dominican republic,7,749132,9.344147626853478e-06
14010,ecuador,0,299405,0.0
14010,egypt,0,113474,0.0
14010,el salvador,22,817828,2.690052187012428e-05
14010,ethiopia,17,69531,0.0002444952611065568
14010,"europe, n.e.c.",0,4411,0.0
14010,france,26,151466,0.00017165568510424782
14010,germany,177,707800,0.0002500706414241311
14010,ghana,20,65572,0.000305008235222351
14010,greece,6,165770,3.619472763467455e-05
14010,guatemala,97,481211,0.00020157477696893878
14010,guyana,2,211300,9.465215333648841e-06
14010,haiti,8,419645,1.9063732440515198e-05
14010,honduras,1,283312,3.5296775286609814e-06
14010,hong kong,40,203637,0.00019642795759120394
14010,hungary,10,92043,0.00010864487250524211
14010,india,954,1022660,0.0009328613615473373
14010,indonesia,12,72572,0.00016535302871630933
14010,iran,50,283257,0.0001765181443000526
14010,iraq,7,89892,7.787122324567259e-05
14010,ireland,0,156494,0.0
14010,israel,11,109817,0.00010016664086616826
14010,italy,23,473755,4.854830028179122e-05
14010,jamaica,8,553922,1.4442466628875546e-05
14010,japan,197,347722,0.0005665445384531321
14010,korea,219,864206,0.0002534118022786234
14010,laos,28,204284,0.00013706408725108182
14010,lebanon,31,105950,0.000292590844738084
14010,mexico,878,9180186,9.564076370565912e-05
14010,netherlands,11,94630,0.00011624220648842861
14010,nicaragua,4,220844,1.81123326873268e-05
14010,nigeria,26,134940,0.0001926782273603083
14010,"oceania, n.e.c.",0,241,0.0
14010,other australian and new zealand subregion,16,22884,0.0006991784653032686
14010,other caribbean,4,170703,2.3432511437994645e-05
14010,other central america,0,47931,0.0
14010,other eastern africa,79,143774,0.0005494734792104275
14010,other eastern asia,0,9194,0.0
14010,other eastern europe,69,261664,0.00026369695487342545
14010,other northern africa,5,77123,6.483150292390078e-05
14010,other northern america,12,8684,0.0013818516812528789
14010,other northern europe,20,90720,0.0002204585537918871
14010,other south america,0,54045,0.0
14010,other south central asia,27,75463,0.00035779123543988443
14010,other south eastern asia,16,53975,0.0002964335340435387
14010,other southern africa,0,2938,0.0
14010,other southern europe,0,9607,0.0
14010,other western africa,0,105177,0.0
14010,other western asia,32,108139,0.00029591544216240207
14010,other western europe,64,79871,0.000801292083484619
14010,pakistan,18,223500,8.053691275167786e-05
14010,panama,0,106630,0.0
14010,peru,0,279317,0.0
14010,philippines,183,1369377,0.00013363741321783555
14010,poland,72,466783,0.0001542472626466688
14010,romania,17,135997,0.00012500275741376648
14010,russia,80,340215,0.00023514542274738034
14010,south africa,8,63558,0.00012586928474778942
14010,spain,20,86658,0.0002307923100002308
14010,syria,0,54595,0.0
14010,taiwan,33,326281,0.00010113981506738057
14010,thailand,57,169841,0.0003356080098445016
14010,trinidad and tobago,7,197776,3.53935765714748e-05
14010,turkey,86,78426,0.0010965751153954046
14010,ukraine,54,275168,0.0001962437492731713
14010,venezuela,0,109002,0.0
14010,vietnam,118,988313,0.00011939537373281541
14020,afghanistan,109,45200,0.002411504424778761
14020,"africa, n.e.c.",0,57623,0.0
14020,argentina,0,126475,0.0
14020,armenia,0,65280,0.0
14020,australia,114,60984,0.0018693427784336875
14020,austria,31,63667,0.0004869084455055209
14020,bangladesh,23,95307,0.00024132540107232417
14020,barbados,5,52179,9.582399049426015e-05
14020,bolivia,0,53401,0.0
14020,bosnia and herzegovina,0,98766,0.0
14020,brazil,85,212636,0.00039974416373520947
14020,cambodia,4,136978,2.920176962723941e-05
14020,canada,390,821030,0.00047501309330962325
14020,chile,29,81640,0.00035521803037726605
14020,"china, excluding hong kong and taiwan",321,990048,0.00032422670415979834
14020,colombia,63,513679,0.00012264468666229298
14020,costa rica,0,72447,0.0
14020,cuba,0,891737,0.0
14020,czechoslovakia (includes czech republic and slovakia),9,83111,0.00010828891482475244
14020,dominican republic,0,749132,0.0
14020,ecuador,6,299405,2.003974549523221e-05
14020,egypt,16,113474,0.0001410014628901775
14020,el salvador,0,817828,0.0
14020,ethiopia,47,69531,0.0006759574865887159
14020,"europe, n.e.c.",5,4411,0.0011335298118340512
14020,france,89,151466,0.0005875906143953098
14020,germany,389,707800,0.0005495902797400396
14020,ghana,19,65572,0.00028975782346123347
14020,greece,41,165770,0.00024733063883694274
14020,guatemala,9,481211,1.8702814357942772e-05
14020,guyana,0,211300,0.0
14020,haiti,42,419645,0.00010008459531270478
14020,honduras,13,283312,4.588580787259276e-05
14020,hong kong,99,203637,0.00048615919503822977
14020,hungary,28,92043,0.0003042056430146779
14020,india,476,1022660,0.00046545283867561066
14020,indonesia,123,72572,0.0016948685443421705
14020,iran,68,283257,0.00024006467624807155
14020,iraq,22,89892,0.0002447381302006853
14020,ireland,34,156494,0.00021726072565082368
14020,israel,64,109817,0.000582787728675888
14020,italy,44,473755,9.287500923473103e-05
14020,jamaica,10,553922,1.8053083286094433e-05
14020,japan,400,347722,0.0011503442405139737
14020,korea,922,864206,0.001066875258908177
14020,laos,21,204284,0.00010279806543831137
14020,lebanon,6,105950,5.663048607833884e-05
14020,mexico,118,9180186,1.2853770065225257e-05
14020,netherlands,45,94630,0.00047553629927084436
14020,nicaragua,8,220844,3.62246653746536e-05
14020,nigeria,13,134940,9.633911368015414e-05
14020,"oceania, n.e.c.",0,241,0.0
14020,other australian and new zealand subregion,29,22884,0.0012672609683621744
14020,other caribbean,9,170703,5.272315073548795e-05
14020,other central america,3,47931,6.258997308631157e-05
14020,other eastern africa,37,143774,0.00025734833836437744
14020,other eastern asia,36,9194,0.003915597128562106
14020,other eastern europe,133,261664,0.000508285434756023
14020,other northern africa,19,77123,0.000246359711110823
14020,other northern america,0,8684,0.0
14020,other northern europe,75,90720,0.0008267195767195767
14020,other south america,0,54045,0.0
14020,other south central asia,46,75463,0.0006095702529716549
14020,other south eastern asia,66,53975,0.001222788327929597
14020,other southern africa,10,2938,0.0034036759700476512
14020,other southern europe,0,9607,0.0
14020,other western africa,0,105177,0.0
14020,other western asia,63,108139,0.0005825835267572291
14020,other western europe,36,79871,0.00045072679696009816
14020,pakistan,69,223500,0.0003087248322147651
14020,panama,34,106630,0.00031885960799024664
14020,peru,22,279317,7.876355538689017e-05
14020,philippines,148,1369377,0.00010807834511606373
14020,poland,88,466783,0.0001885244321237063
14020,romania,53,135997,0.0003897144789958602
14020,russia,158,340215,0.0004644122099260762
14020,south africa,31,63558,0.000487743478397684
14020,spain,72,86658,0.0008308523160008308
14020,syria,0,54595,0.0
14020,taiwan,324,326281,0.0009930090933888275
14020,thailand,41,169841,0.00024140225269516784
14020,trinidad and tobago,6,197776,3.0337351346978398e-05
14020,turkey,69,78426,0.0008798102670032898
14020,ukraine,27,275168,9.812187463658566e-05
14020,venezuela,105,109002,0.0009632850773380305
14020,vietnam,90,988313,9.106426810129989e-05
14100,afghanistan,0,45200,0.0
14100,"africa, n.e.c.",2,57623,3.4708362980060045e-05
14100,argentina,18,126475,0.00014232061672267248
14100,armenia,0,65280,0.0
14100,australia,10,60984,0.00016397743670470944
14100,austria,3,63667,4.712017214569557e-05
14100,bangladesh,7,95307,7.344686119592475e-05
14100,barbados,0,52179,0.0
14100,bolivia,0,53401,0.0
14100,bosnia and herzegovina,11,98766,0.00011137435959743231
14100,brazil,8,212636,3.762298011625501e-05
14100,cambodia,0,136978,0.0
14100,canada,132,821030,0.0001607736623509494
14100,chile,8,81640,9.799118079372857e-05
14100,"china, excluding hong kong and taiwan",42,990048,4.242218559100165e-05
14100,colombia,0,513679,0.0
14100,costa rica,2,72447,2.7606388118210554e-05
14100,cuba,2,891737,2.2428137444111886e-06
14100,czechoslovakia (includes czech republic and slovakia),63,83111,0.0007580224037732671
14100,dominican republic,5,749132,6.6743911620381986e-06
14100,ecuador,0,299405,0.0
14100,egypt,48,113474,0.00042300438867053244
14100,el salvador,4,817828,4.891003976386233e-06
14100,ethiopia,0,69531,0.0
14100,"europe, n.e.c.",0,4411,0.0
14100,france,0,151466,0.0
14100,germany,104,707800,0.0001469341621927098
14100,ghana,2,65572,3.05008235222351e-05
14100,greece,0,165770,0.0
14100,guatemala,3,481211,6.234271452647591e-06
14100,guyana,0,211300,0.0
14100,haiti,2,419645,4.765933110128799e-06
14100,honduras,4,283312,1.4118710114643926e-05
14100,hong kong,0,203637,0.0
14100,hungary,5,92043,5.4322436252621056e-05
14100,india,98,1022660,9.582852560968455e-05
14100,indonesia,0,72572,0.0
14100,iran,50,283257,0.0001765181443000526
14100,iraq,0,89892,0.0
14100,ireland,16,156494,0.00010224034148274055
14100,israel,0,109817,0.0
14100,italy,33,473755,6.965625692604828e-05
14100,jamaica,12,553922,2.166369994331332e-05
14100,japan,23,347722,6.614479382955349e-05
14100,korea,88,864206,0.00010182757351835095
14100,laos,0,204284,0.0
14100,lebanon,0,105950,0.0
14100,mexico,68,9180186,7.40725732572303e-06
14100,netherlands,16,94630,0.00016907957307407798
14100,nicaragua,0,220844,0.0
14100,nigeria,45,134940,0.0003334815473543797
14100,"oceania, n.e.c.",0,241,0.0
14100,other australian and new zealand subregion,13,22884,0.0005680825030589058
14100,other caribbean,0,170703,0.0
14100,other central america,0,47931,0.0
14100,other eastern africa,6,143774,4.173216297800715e-05
14100,other eastern asia,0,9194,0.0
14100,other eastern europe,2,261664,7.643389996331173e-06
14100,other northern africa,0,77123,0.0
14100,other northern america,0,8684,0.0
14100,other northern europe,2,90720,2.2045855379188714e-05
14100,other south america,0,54045,0.0
14100,other south central asia,0,75463,0.0
14100,other south eastern asia,0,53975,0.0
14100,other southern africa,0,2938,0.0
14100,other southern europe,0,9607,0.0
14100,other western africa,0,105177,0.0
14100,other western asia,0,108139,0.0
14100,other western europe,9,79871,0.00011268169924002454
14100,pakistan,20,223500,8.94854586129754e-05
14100,panama,17,106630,0.00015942980399512332
14100,peru,3,279317,1.0740484825485023e-05
14100,philippines,42,1369377,3.0670881722126195e-05
14100,poland,18,466783,3.85618156616672e-05
14100,romania,8,135997,5.882482701824305e-05
14100,russia,17,340215,4.996840233381832e-05
14100,south africa,0,63558,0.0
14100,spain,0,86658,0.0
14100,syria,0,54595,0.0
14100,taiwan,36,326281,0.00011033434370986972
14100,thailand,9,169841,5.2990738396500254e-05
14100,trinidad and tobago,15,197776,7.5843378367446e-05
14100,turkey,7,78426,8.9256114043812e-05
14100,ukraine,9,275168,3.270729154552855e-05
14100,venezuela,0,109002,0.0
14100,vietnam,53,988313,5.362673565965438e-05
14260,afghanistan,5,45200,0.00011061946902654867
14260,"africa, n.e.c.",30,57623,0.0005206254447009007
14260,argentina,53,126475,0.00041905514923898005
14260,armenia,0,65280,0.0
14260,australia,14,60984,0.0002295684113865932
14260,austria,82,63667,0.0012879513719823456
14260,bangladesh,21,95307,0.00022034058358777424
14260,barbados,0,52179,0.0
14260,bolivia,46,53401,0.0008614070897548735
14260,bosnia and herzegovina,1036,98766,0.010489439685721807
14260,brazil,49,212636,0.00023044075321206192
14260,cambodia,5,136978,3.6502212034049265e-05
14260,canada,1364,821030,0.001661327844293144
14260,chile,37,81640,0.00045320921117099463
14260,"china, excluding hong kong and taiwan",359,990048,0.000362608681599276
14260,colombia,53,513679,0.00010317727608097663
14260,costa rica,0,72447,0.0
14260,cuba,96,891737,0.00010765505973173705
14260,czechoslovakia (includes czech republic and slovakia),92,83111,0.0011069533515419138
14260,dominican republic,6,749132,8.009269394445839e-06
14260,ecuador,45,299405,0.00015029809121424158
14260,egypt,41,113474,0.0003613162486560798
14260,el salvador,162,817828,0.00019808566104364243
14260,ethiopia,5,69531,7.191037091369317e-05
14260,"europe, n.e.c.",11,4411,0.0024937655860349127
14260,france,176,151466,0.0011619769453210622
14260,germany,813,707800,0.0011486295563718565
14260,ghana,10,65572,0.0001525041176111755
14260,greece,35,165770,0.0002111359112022682
14260,guatemala,205,481211,0.00042600854926425205
14260,guyana,16,211300,7.572172266919073e-05
14260,haiti,10,419645,2.3829665550643997e-05
14260,honduras,91,283312,0.0003212006551081493
