year,cohort,sex,n,wgt_pop,mean_age,mean_ysm,emp_rate,eng_very_well_or_only,eng_well_plus,eng_not_at_all,sh_noncitizen,sh_lths,sh_hs,sh_somecoll,sh_ba_plus
2023,1980-89,men,3147,392381,46.762256582250416,37.17855604629174,0.8905629987180826,0.5262487225426308,0.7816815798930121,0.05599149805928422,0.4568544348477628,0.42486256979823184,0.2972391629564123,0.18893116639184873,0.08896710085350718
2023,1990-99,men,8396,1103495,43.3778023461819,28.001142732862405,0.8971504175370074,0.4238161477849922,0.7076207866823139,0.07635376689518303,0.6953851172864399,0.47689930629499905,0.30039103031731,0.15404510215270573,0.06866456123498521
2023,2000-07,men,7765,1087682,39.90185366678864,20.276387767748293,0.9049170621560346,0.33302564536325874,0.6177053587353657,0.10557589442502496,0.8053318892838164,0.5016245557065392,0.3044180192372403,0.12400039717490959,0.0699570278813109
2023,2008-14,men,2843,388667,37.353793864670784,12.153182544440357,0.902376584582689,0.29544828863783135,0.5547679633207862,0.16753158873791704,0.7775396419042522,0.44664455690861327,0.295594943743616,0.1254261359981681,0.1323343633496026
2023,2015-19,men,2055,274173,35.91145736451073,6.042028208466917,0.9052277211833405,0.24598337546001978,0.44828630098514444,0.22508416218956645,0.9047535680026845,0.4168061771217443,0.2894632221261758,0.12666455121401451,0.1670660495380654
2023,2020-21,men,883,129121,34.9512395350098,2.417616034572223,0.9074124271032598,0.21737749862532044,0.39197342028020227,0.3166874482074953,0.9276492592219701,0.4262436009634374,0.3018486535884945,0.09587131450345025,0.17603643094461785
2023,2022-24,men,1181,140586,34.88816098331271,0.6066037870058185,0.8646309020812883,0.2448252315308779,0.3982259968986955,0.3535060390081516,0.9734610843184954,0.3850454526055226,0.2938628312918783,0.11668302675942128,0.20440868934317785
2023,pre1980,men,868,96602,50.30729177449742,47.483903024782094,0.8522908428396928,0.7190534357466719,0.8685845013560796,0.04213163288544751,0.27497360303099316,0.2422310097099439,0.3644645038405002,0.2378211631229167,0.1554833233266392
2023,1980-89,women,2842,331673,46.141051577909565,37.24461442444817,0.6883376096335849,0.5776382159536652,0.7680908605765318,0.06575753829826365,0.3663668733963874,0.3551811573447341,0.2998887458430442,0.22169124408679633,0.12323885272542534
2023,1990-99,women,8070,1001354,43.35699962251112,28.107080013661502,0.6308218671918223,0.42003527224138515,0.6644533301909215,0.10086243226671088,0.6432869894163303,0.42309512919506986,0.30524469867799,0.1753335983078911,0.09632657381904901
2023,2000-07,women,7664,1014452,40.42581314837962,20.26339146652577,0.571024553157764,0.30468469676238996,0.5321966933871687,0.15554013398366803,0.792918738392748,0.45232105609728207,0.3170529507556789,0.13936095547152552,0.09126503767551349
2023,2008-14,women,2681,344332,37.95204628091493,12.148034455118896,0.5390582344946157,0.3227321306181244,0.5457204093723499,0.1811449415099381,0.7086765098799995,0.3681592184287258,0.3141764343714787,0.14701799426135242,0.17064635293844313
2023,2015-19,women,1868,236365,36.970456708903605,6.091269858058511,0.5277431091743702,0.2613288769487868,0.4139699194043111,0.2720538150741438,0.8847502802868445,0.3712224737164978,0.28884141053032386,0.1294269456137753,0.21050917013940304
2023,2020-21,women,603,78774,35.53366593038312,2.382740498133902,0.5128849620433138,0.24859725290070328,0.42916444512148677,0.3105466270596898,0.9344961535532028,0.28157767791403254,0.3093914235661513,0.1155838220732729,0.2934470764465433
2023,2022-24,women,711,91035,35.97302136540891,0.6742351842697863,0.47410336683693083,0.2481463173504696,0.4119514472455649,0.3434063821607074,0.9677376833086175,0.32978524743230625,0.24357664634481244,0.15539078376448617,0.2712473224583951
2023,pre1980,women,1012,108118,50.20154830832979,47.54852106032298,0.6960080652620285,0.675706172885181,0.8588394161934183,0.05303464732976933,0.20078987772618806,0.2371113043156551,0.2906269076379511,0.27416341404761463,0.1980983739987791
2024,1980-89,men,2670,336527,47.1376412590966,38.11891467846562,0.8673835977499577,0.5403994330321192,0.8004944625542676,0.04803180725469279,0.44346813182894684,0.40736701661382296,0.3180814615172037,0.18166447268718408,0.09288704918178928
2024,1990-99,men,7773,1068305,43.86596524400803,28.98748952780339,0.8972259794721544,0.43531107689283494,0.7241312172085688,0.06724671325136548,0.679838622865193,0.4687144588858051,0.31132682146016355,0.1493974099157076,0.0705613097383238
2024,2000-07,men,7600,1092458,39.937548171188276,21.25629360579537,0.9008895536487443,0.37082707069745474,0.6487352374187383,0.0946388785655833,0.800527800611099,0.48493214384443156,0.327409383244024,0.1206508625503223,0.06700761036122213
2024,2008-14,men,2692,376050,37.690929397686475,13.166084297300891,0.9064113814652307,0.3230075787794176,0.5936577582768249,0.14210610291184683,0.7752399946815584,0.42373886451269777,0.32262731019811197,0.10813987501662013,0.14549395027257014
2024,2015-19,men,1898,261065,36.3288414762607,6.979338478922873,0.9051692107329592,0.2782065769061345,0.5027330358339877,0.1952578859670963,0.8696416601229578,0.39105969777641586,0.30085227816827226,0.1265087238810258,0.18157930017428608
2024,2020-21,men,850,124618,35.544833009677575,3.449228843345263,0.8810043492914347,0.2279606477394919,0.3718644176603701,0.30620777094801716,0.9641063088799371,0.4354427129307163,0.27240848031584525,0.0993355695003932,0.1928132372530453
