survey_year,cohort,n,mean_ysm,mean_age,eng_very_well_or_only,eng_well_plus,eng_not_at_all,sh_lths,sh_hs,sh_somecoll,sh_ba_plus
2023,1980-89,5989,37.20881591704486,46.47769641490828,0.5497891041275927,0.7754559742781616,0.06046510343151201,0.39294306778223725,0.2984528778240297,0.20393782784156983,0.10466622655216323
2024,1980-89,5143,38.163516075588674,46.716003514417245,0.5702827638882466,0.8024144875632045,0.0540285841395179,0.36619781194040796,0.31865112711698196,0.19968076845188645,0.11547029249072363
2023,1990-99,16466,28.05154098940114,43.367905726253994,0.4220174463821395,0.6870844416867908,0.0880134394438746,0.45130268252021877,0.3027000986769122,0.16417282189838797,0.08182439690448104
2024,1990-99,15396,28.99443914007563,43.828728156998004,0.4332239235896836,0.6982106686489944,0.07864973335962952,0.4394204921334117,0.30857022329081735,0.16695793116239738,0.08505135341337357
2023,2000-07,15429,20.270115986897125,40.15470707385923,0.31934881410985216,0.5764404172141262,0.12968773636694902,0.47783157496144396,0.3105154095790278,0.131413125899681,0.08023988955984727
2024,2000-07,15010,21.238324253222864,40.20704829962187,0.3604137803026788,0.6064896668563815,0.1213466089504352,0.46773301539530915,0.31630224693670567,0.13592750179692434,0.08003723587106085
2023,2008-14,5524,12.150764189309944,37.634827605494685,0.308265086309804,0.5505178042534846,0.1739265674305149,0.40977545671958626,0.3043237439614515,0.1355690799032468,0.15033171941571544
2024,2008-14,5136,13.23600453156061,38.17403330269542,0.3226699157101226,0.5696242937249286,0.1576142330903676,0.39967937071158327,0.31634710614254463,0.12505824765406237,0.1589152754918097
2023,2015-19,3923,6.064825732854361,36.40174482604625,0.2530879190187606,0.4323987636571617,0.24682981482279479,0.395702180836686,0.2891753405231344,0.12794346356196795,0.1871790150782116
2024,2015-19,3576,7.023793708205579,36.88530051479791,0.2725087386033626,0.48173297744366994,0.22245061625886517,0.37819014714876487,0.297821323407306,0.13166027388382823,0.19232825556010094
2023,2020-21,1486,2.404401260251569,35.17192813679983,0.2292070516366435,0.4060655619423267,0.31436061473339905,0.37142788426850093,0.30470670290290774,0.1033406286827485,0.22052478414584287
2024,2020-21,1527,3.431017788733646,35.42754236693531,0.24262466847843883,0.3992104290719267,0.29843255202608204,0.37290387161052824,0.2956681182672473,0.11248579193309229,0.21894221818913218
2023,2022-24,1892,0.6331852465881763,35.31454833542727,0.24613053220562903,0.40362056981016403,0.34953652734423907,0.36332629597489,0.27409863527054973,0.1318965033395072,0.23067856541505305
2024,2022-24,3283,1.1549307576460996,35.471407380566845,0.23452492837974023,0.39251525822925276,0.3546114388595111,0.35962768788287114,0.29949837509766397,0.10370613612944866,0.23716780089001618
2023,pre1980,1880,47.51802950371239,50.25144587729582,0.6961606096131301,0.8634378663540445,0.047889800703399765,0.23952715904650254,0.3254689331770223,0.2570144587729582,0.177989449003517
2024,pre1980,1621,48.326587775485834,50.69180870698079,0.7301921615459777,0.8589621105200304,0.03716208880686136,0.26740310498317227,0.2957442188687439,0.2758440994463142,0.16100857670176963
