year,cohort,sex,n,mean_ysm,resid_lnw,se,lo95,hi95,mean_lnw
2023,1980-89,all,3410,37.25582729298946,-0.12528418023151233,0.012082463261514666,-0.14896580822408106,-0.10160255223894359,10.795483741740949
2023,1990-99,all,8875,28.07509253273096,-0.1811205802734072,0.0075899740442549645,-0.19599692940014693,-0.16624423114666745,10.673034932901537
2023,2000-07,all,7871,20.31537079200974,-0.21153833453051626,0.008275189253294167,-0.22775770546697283,-0.1953189635940597,10.606689637025923
2023,2008-14,all,2813,12.164609531779053,-0.22348594545327619,0.014386052965639242,-0.2516826092659291,-0.19528928164062326,10.631369211266055
2023,2015-19,all,2023,6.036881374087822,-0.20930882369111573,0.016116316999470547,-0.24089680501007799,-0.17772084237215346,10.64889738630788
2023,2020-21,all,810,2.3766210769516163,-0.31804669304502986,0.025075611028589774,-0.3671948906610658,-0.2688984954289939,10.542396921820783
2023,2022-24,all,797,0.6766963114457769,-0.3380483015564454,0.029417086894044642,-0.39570579186877286,-0.2803908112441179,10.571742138768899
2023,pre1980,all,1108,47.40206396490769,-0.11382656401264553,0.022748926638141445,-0.15841446022340278,-0.0692386678018883,10.908618138090574
2024,1980-89,all,2947,38.256411442754924,-0.13041722385797958,0.01397217293255086,-0.15780268280577925,-0.10303176491017989,10.840889580490682
2024,1990-99,all,8403,28.99716036571074,-0.17069945541609116,0.007974939238572325,-0.18633033632369292,-0.1550685745084894,10.723948291930375
2024,2000-07,all,7736,21.333474498773903,-0.21102438700704793,0.00846638813212037,-0.22761850774600384,-0.194430266268092,10.64016300283256
2024,2008-14,all,2712,13.191060074573882,-0.20391692473686993,0.014071483946978925,-0.23149703327294863,-0.17633681620079122,10.695417241351157
2024,2015-19,all,1879,7.015111130937113,-0.28250645441237265,0.01817191832662931,-0.3181234143325661,-0.2468894944921792,10.627296730578301
2024,2020-21,all,810,3.426794888683968,-0.29603538893221243,0.026147939703801724,-0.3472853507516638,-0.24478542711276105,10.613498121347396
2024,2022-24,all,1486,1.2697993612952698,-0.31171384432797655,0.021551050707994516,-0.3539539037156458,-0.2694737849403073,10.619677356237172
2024,pre1980,all,997,48.28594489332263,-0.08109566420921775,0.024988970778067943,-0.1300740469342309,-0.032117281484204584,10.968147125703004
