year,cohort,n,mean_ysm,resid_lninc,se,lo95,hi95,emp_rate_cohort
1990,1980-89,18108,7.249180172669968,-0.3518944394018333,0.004585876479844931,-0.3608827573023294,-0.3429061215013372,0.670869820787452
2000,1980-89,49616,15.292055624159838,-0.19268679867930083,0.0030319761512003587,-0.19862947193565353,-0.18674412542294813,0.5835346287180527
2023,1980-89,4226,37.22388449605213,-0.13471256686077082,0.013399967875964596,-0.16097650389766144,-0.1084486298238802,0.7979280550898138
2000,1990-99,39026,6.038166116368802,-0.32033345817288356,0.003326905024136561,-0.3268541920201912,-0.3138127243255759,0.555814211969274
2023,1990-99,11098,28.066956695806688,-0.18803503476069308,0.008631181851369633,-0.20495215118937757,-0.1711179183320086,0.770448141410619
2000,2000-07,877,0.0,-0.3509582249803342,0.023243822726765527,-0.3965161175247946,-0.3054003324358738,0.5826094259934729
2023,2000-07,9976,20.308610711960906,-0.22368600355969892,0.009193547584031101,-0.24170535682439986,-0.20566665029499798,0.7437865521417759
2023,2008-14,3474,12.145714363551395,-0.22777803364583568,0.015611937494403845,-0.2583774311348672,-0.19717863615680414,0.7317049545770186
2023,2015-19,2461,6.068519445326042,-0.21160014875782615,0.018367525858076612,-0.2476004994396563,-0.175599798075996,0.7304627667284316
2023,2020-24,1898,1.6085756705928933,-0.27553530038538315,0.01963707457770821,-0.31402396655769127,-0.23704663421307506,0.7332679583905933
1980,pre1980,23942,15.473185197560772,-0.2171012259535465,0.004804395519368144,-0.22651784117150806,-0.20768461073558495,0.6589854712766566
1990,pre1980,36737,21.941926170398677,-0.1110796568746876,0.0035226043458041804,-0.1179839613924638,-0.1041753523569114,0.6979452709075278
2000,pre1980,42147,27.46893203549839,-0.1000136656225885,0.003450482051833735,-0.10677661044418262,-0.09325072080099438,0.6318795953805734
2023,pre1980,1302,47.48016340529952,-0.10059834910519566,0.02392204254442796,-0.14748555249227446,-0.053711145718116866,0.7697538100820633
