cbsa,cbsa_title,state_fips,year,enr_all,pub_all,wnh_nb_pub_all,wnh_nb_priv_all,bnh_nb_pub_all,bnh_nb_priv_all,anh_nb_pub_all,anh_nb_priv_all,onh_nb_pub_all,onh_nb_priv_all,hisp_nb_pub_all,hisp_nb_priv_all,hisp_fb_pub_all,hisp_fb_priv_all,nonhisp_fb_pub_all,nonhisp_fb_priv_all,enr_elem,pub_elem,wnh_nb_pub_elem,wnh_nb_priv_elem,bnh_nb_pub_elem,bnh_nb_priv_elem,anh_nb_pub_elem,anh_nb_priv_elem,onh_nb_pub_elem,onh_nb_priv_elem,hisp_nb_pub_elem,hisp_nb_priv_elem,hisp_fb_pub_elem,hisp_fb_priv_elem,nonhisp_fb_pub_elem,nonhisp_fb_priv_elem,enr_sec,pub_sec,wnh_nb_pub_sec,wnh_nb_priv_sec,bnh_nb_pub_sec,bnh_nb_priv_sec,anh_nb_pub_sec,anh_nb_priv_sec,onh_nb_pub_sec,onh_nb_priv_sec,hisp_nb_pub_sec,hisp_nb_priv_sec,hisp_fb_pub_sec,hisp_fb_priv_sec,nonhisp_fb_pub_sec,nonhisp_fb_priv_sec,wnh_enr_all,priv_wnh_all,hisp_share_all,hisp_share_pub_all,fb_share_all,asian_share_all,black_share_all,wnh_share_all,nnh_enr_all,priv_nnh_all,priv_hnb_all,hnb_enr_all,wnh_enr_elem,priv_wnh_elem,hisp_share_elem,hisp_share_pub_elem,fb_share_elem,asian_share_elem,black_share_elem,wnh_share_elem,nnh_enr_elem,priv_nnh_elem,priv_hnb_elem,hnb_enr_elem,wnh_enr_sec,priv_wnh_sec,hisp_share_sec,hisp_share_pub_sec,fb_share_sec,asian_share_sec,black_share_sec,wnh_share_sec,nnh_enr_sec,priv_nnh_sec,priv_hnb_sec,hnb_enr_sec
10180,"Abilene, TX",48,2005,26579.827599999997,25425.264799999997,15701.562899999999,897.5627999999999,1039.6868,0.0,160.0,65.0,493.0604,0.0,7787.9028,192.0,86.0519,0.0,157.0,0.0,15369.603,14515.356099999999,8704.3396,597.2469,660.4942,0.0,90.0,65.0,255.3385,0.0,4763.427,192.0,41.7568,0.0,0.0,0.0,11210.2246,10909.9087,6997.2233,300.3159,379.1926,0.0,70.0,0.0,237.7219,0.0,3024.4758,0.0,44.295100000000005,0.0,157.0,0.0,16599.1257,0.05407289614054793,0.30346151304608165,0.3096901747902347,0.009144224095719869,0.008465066191776203,0.03911563369207105,0.624500879004949,18356.8729,0.05243609874315794,0.024060443442995322,7979.9028,9301.5865,0.06420914324669239,0.3251342145922702,0.331041399666385,0.0027168431090900656,0.010084840838114036,0.04297405729998361,0.6051936735125819,10372.419199999998,0.06384690853990939,0.038745399740526903,4955.427,7297.539199999999,0.04115303690317964,0.2737474947647347,0.281282913027494,0.01795638421017898,0.006244299512072221,0.03382560238801995,0.6509717209412557,7984.4537,0.03761257955569333,0.0,3024.4758
10180,"Abilene, TX",48,2008,26045.055800000002,24992.4631,15307.8058,451.6109,1417.3508000000002,461.0,152.44709999999998,0.0,261.3254,0.0,7295.563900000001,139.9818,302.1975,0.0,255.7726,0.0,14852.6883,13987.7906,8031.2208,283.574,732.0742,461.0,49.8883,0.0,119.4278,0.0,4940.4449,120.3237,95.962,0.0,18.7726,0.0,11192.3675,11004.6725,7276.585,168.0369,685.2766,0.0,102.55879999999999,0.0,141.8976,0.0,2355.119,19.6581,206.2355,0.0,237.0,0.0,15759.4167,0.028656574579946224,0.297090674691509,0.30400210533870914,0.02142326375818323,0.005853206887734906,0.07211928492009605,0.6050828541515353,18051.540000000005,0.050555847312750035,0.018826029137309987,7435.545700000001,8314.7948,0.034104750245911065,0.34719173363383654,0.36005735602018524,0.007724837260605543,0.0033588734236077653,0.08032715532042775,0.5598174978195698,9677.1851,0.07694117579708173,0.023775775877205686,5060.7686,7444.6219,0.022571582849627327,0.23060470450063406,0.23275154258338904,0.03960158563413862,0.009163280244327216,0.06122713536702579,0.6651516669730511,8374.354899999998,0.020065653057049212,0.008277871636879099,2374.7771000000002
10180,"Abilene, TX",48,2010,27392.7972,26804.526,14753.598,279.4085,1522.9581,0.0,185.0,9.2803,1275.1397,153.0,7715.588500000001,25.5824,1070.0792999999999,0.0,282.1624,121.0,16769.1525,16442.0155,8695.6877,105.4556,849.4985,0.0,104.0,9.2803,1059.8006,76.0,4650.6401000000005,15.4011,942.3886,0.0,140.0,121.0,10623.6447,10362.5105,6057.9103,173.9529,673.4596,0.0,81.0,0.0,215.3391,77.0,3064.9484,10.1813,127.69069999999999,0.0,142.1624,0.0,15033.0065,0.01858633534150338,0.32166303191555773,0.3277680717055023,0.053782083269685206,0.007092386315334018,0.05559702752809779,0.548794137022268,18178.3846,0.024297472504790113,0.003304719703320333,7741.170900000001,8801.1433,0.011982034197761558,0.3344492096425267,0.34016685484817843,0.07176204044897319,0.006755278777505303,0.050658403875807084,0.524841270302718,10899.7227,0.017499151606856934,0.0033006780994561296,4666.041200000001,6231.8632,0.027913465751302116,0.30148037612741324,0.3080951377564346,0.02540117893814728,0.0076245019752966695,0.06339251914175932,0.5866031268910941,7278.6619,0.03447788940436978,0.003310852221940427,3075.1297000000004
10180,"Abilene, TX",48,2023,29893.5595,26130.626,13249.77,2263.308,1108.833,390.5915,471.717,0.0,2142.09,10.237,9066.5065,1098.797,70.0,0.0,21.7095,0.0,18142.072999999997,15370.559999999998,6978.2275,1788.6765,582.77,9.7075,431.2985,0.0,1692.4875,10.237,5606.775,962.892,70.0,0.0,9.0015,0.0,11751.486499999999,10760.065999999999,6271.5425,474.63149999999996,526.063,380.884,40.418499999999995,0.0,449.60249999999996,0.0,3459.7315,135.90499999999997,0.0,0.0,12.707999999999998,0.0,15513.078000000001,0.14589677174317048,0.3423915944168509,0.3496474405167331,0.003067868180769841,0.015779887303149696,0.05015878085712744,0.5189438213271325,19636.546500000004,0.13567235460675325,0.10809288674952007,10165.3035,8766.904,0.20402601648198726,0.36598171554044573,0.3693277928715675,0.0043546015937649465,0.02377338576468081,0.03265765163661286,0.48323606679346964,11493.4045,0.157361641626726,0.14656633281412895,6569.6669999999995,6746.173999999999,0.0703556564061348,0.3059729081933592,0.3215344125212615,0.0010813951069083899,0.003439437215028073,0.0771772149846745,0.5740698421429493,8143.142,0.10505963177358321,0.03779720224778005,3595.6364999999996
10420,"Akron, OH",39,2005,115846.9211,99850.6486,76608.1562,13632.3538,15790.918699999998,942.0,299.9706,226.0,3518.6115,296.0,1437.9916,682.9187000000001,0.0,0.0,2195.0,217.0,69020.3634,57990.91989999999,44390.147,9203.4858,9665.936099999999,860.0,202.0,128.0,1776.8452,296.0,1039.9916,324.95770000000005,0.0,0.0,916.0,217.0,46826.5577,41859.7287,32218.0092,4428.868,6124.9826,82.0,97.9706,98.0,1741.7663,0.0,398.0,357.961,0.0,0.0,1279.0,0.0,90240.51,0.151066896674232,0.01830786938367756,0.014401424729453386,0.020820579235920667,0.004540220793144583,0.14443990864078302,0.778963386710154,111314.01079999999,0.13561952975644645,0.3219932026356796,2120.9103,53593.6328,0.1717272242832548,0.019776037574441404,0.017933697237315253,0.016415445300306836,0.004781197660283545,0.15250479107155784,0.7764901568165316,66522.4141,0.15765341564776436,0.23807309179908734,1364.9493000000002,36646.8772,0.12085253474203254,0.01614385163315133,0.009507945043131634,0.02731356014238903,0.004185031094010996,0.13255261340724178,0.7826088228560949,44791.59670000001,0.10289581840247279,0.47351781374965113,755.961
10420,"Akron, OH",39,2008,113494.4657,95474.0537,69882.05,15535.465400000001,15391.8341,1119.0,1204.9805000000001,177.94660000000002,4754.4666,951.0,1863.9136,164.0,212.96820000000002,0.0,2163.8406999999997,73.0,65418.4507,52993.9412,39330.5769,10450.5629,7344.9745,760.0,802.9805,177.94660000000002,3092.6868,875.0,1070.9136,88.0,212.96820000000002,0.0,1138.8407,73.0,48076.015,42480.1125,30551.473100000003,5084.9025,8046.8596,359.0,402.0,0.0,1661.7798,76.0,793.0,76.0,0.0,0.0,1025.0,0.0,85417.5154,0.18187681211809165,0.019744414726999327,0.021753363552845562,0.02158527188872435,0.012184973879303439,0.145476997474424,0.7526139259140986,109016.7432,0.16312551153151675,0.08087129550292478,2027.9136,49781.139800000004,0.20993016515865312,0.02097086961431204,0.024226954457956036,0.021779924237796112,0.014994655017105136,0.12389432053608693,0.7609648236441651,62834.7282,0.1951708848165273,0.07593318432021161,1158.9136,35636.3756,0.1426885426586423,0.01807554141082617,0.018667558848861333,0.021320402699766195,0.008361757936883912,0.17484518215580055,0.7412506132215825,46182.015,0.11952493844194542,0.08745684695051784,869.0
10420,"Akron, OH",39,2010,114859.2771,96230.6173,73020.7399,12642.7231,12752.694599999999,3965.0,474.93370000000004,241.0,5016.4636,928.9523,2387.8194,575.9844,43.0,0.0,2534.9661,275.0,67091.6371,54835.812900000004,42073.3799,8681.8398,6714.0,2073.0,172.0,108.0,3681.6067000000003,629.0,1457.8446,488.9844,0.0,0.0,736.9817,275.0,47767.64,41394.8044,30947.36,3960.8833,6038.6946,1892.0,302.93370000000004,133.0,1334.8569,299.95230000000004,929.9748,87.0,43.0,0.0,1797.9844,0.0,85663.463,0.14758594454674331,0.026178153614724427,0.02526035339066665,0.024838795542097312,0.006233137784566468,0.1455493628559499,0.7458123119251288,109042.5072,0.16303436023708745,0.19433958482676894,2963.8037999999997,50755.2197,0.1710531419490634,0.029017461551851143,0.026585629407164305,0.01508357440274773,0.00417339644854187,0.13097012354763363,0.7565059058605085,64132.826400000005,0.1791881076365597,0.25116967129624634,1946.829,34908.2433,0.11346555786151519,0.022190227526417465,0.02350475655345771,0.038540409365001076,0.009126130158408496,0.1660265108345315,0.7307927144820218,44909.6808,0.139966160703596,0.08554784248341257,1016.9748
10420,"Akron, OH",39,2023,96960.0,80539.0,51728.0,12069.0,11072.0,2145.0,3201.0,0.0,6612.0,1995.0,3765.0,88.0,384.0,0.0,3777.0,124.0,56701.0,45720.0,28798.0,7830.0,5853.0,1690.0,2378.0,0.0,3756.0,1272.0,2790.0,65.0,384.0,0.0,1761.0,124.0,40259.0,34819.0,22930.0,4239.0,5219.0,455.0,823.0,0.0,2856.0,723.0,975.0,23.0,0.0,0.0,2016.0,0.0,63797.0,0.18917817452231298,0.043698432343234325,0.051515414892164046,0.04419348184818482,0.03301361386138614,0.13631394389438944,0.6579723597359736,88822.0,0.1824885726509198,0.022839345964183754,3853.0,36628.0,0.21377088566124278,0.05712421297684344,0.06942257217847769,0.040016930918325956,0.041939295603252144,0.1330311634715437,0.6459850796282253,51577.0,0.20924055295965255,0.02276707530647986,2855.0,27169.0,0.15602340903235304,0.024789488064780547,0.028001952956719034,0.05007575945751261,0.020442633945204798,0.1409374301398445,0.6748553118557341,37245.0,0.14544234125385958,0.023046092184368736,998.0
10500,"Albany, GA",13,2005,29521.1372,26190.706700000002,9774.6233,2933.7603,15595.7009,265.67019999999997,12.8919,131.0,322.71709999999996,0.0,423.47119999999995,0.0,61.302299999999995,0.0,0.0,0.0,16405.777000000002,14619.7697,4968.7682,1757.0663,8987.9781,28.941,12.8919,0.0,250.7171,0.0,380.47119999999995,0.0,18.943199999999997,0.0,0.0,0.0,13115.3602,11570.937,4805.8551,1176.694,6607.7228000000005,236.7292,0.0,131.0,72.0,0.0,43.0,0.0,42.3591,0.0,0.0,0.0,12708.3836,0.23085235639251558,0.01642123393539189,0.018509370730343824,0.002076556183614769,0.004874199087425399,0.5372886211172109,0.43048421589937935,29036.363699999998,0.11469860807674069,0.0,423.47119999999995,6725.834500000001,0.2612413820173541,0.024345960572303274,0.027320156760061682,0.001154666432440231,0.0007858146554107128,0.5496185337640516,0.4099674462233639,16006.3626,0.11158108463693056,0.0,380.47119999999995,5982.5491,0.19668772965022552,0.0065083305908746605,0.007377025732661063,0.0032297321121230052,0.009988288388755042,0.5218653468625285,0.4561482878678392,13030.0011,0.11852824786024001,0.0,43.0
10500,"Albany, GA",13,2008,28363.3223,25492.1231,9010.687100000001,2566.3883,15462.987200000001,48.6735,7.3668000000000005,81.00000000000001,177.36020000000002,18.943199999999997,708.2231,156.1942,125.4987,0.0,0.0,0.0,15202.1977,13468.7522,4088.5817,1477.3081,8928.5912,18.943199999999997,7.3668000000000005,81.00000000000001,98.3602,0.0,345.8523,156.1942,0.0,0.0,0.0,0.0,13161.124600000003,12023.370900000002,4922.1054,1089.0802,6534.396000000001,29.7303,0.0,0.0,79.0,18.943199999999997,362.37080000000003,0.0,125.4987,0.0,0.0,0.0,11577.075400000002,0.2216784646664735,0.03490127106865757,0.03270507508258502,0.0044246826472793,0.0031155306513581454,0.5468915289941194,0.40817063944585935,27373.406300000002,0.09918403907225824,0.18069305183966122,864.4173000000001,5565.8898,0.2654217300529378,0.03302460012081017,0.025678124808027874,0.0,0.0058127648214968295,0.5885684804638477,0.3661240242915667,14700.1512,0.10729490319800247,0.3111150062792988,502.04650000000004,6011.185600000001,0.18117560702168303,0.03706898269164627,0.040576765372845644,0.009535560509775887,0.0,0.4987511705496656,0.4567379903082142,12673.2551,0.0897759645033895,0.0,362.37080000000003
