cbsa,period,num0,num1,wsum,fb0,fb1,h0,pop0,pop1,hc0,hn0,hn1,dlog,imm_pc,hisp_pc,_w,period_fe
42220,A,9.28892e+07,1.12285e+08,72426,77566,79976,0.239604,464488,478901,95,120404,130818,0.189636,0.00518851,0.0224204,464488,A
42220,B,1.14077e+08,1.52674e+08,73253,80920,79251,0.252574,485205,470179,95,131104,140977,0.291435,-0.00343978,0.0203481,485205,B
42340,A,4.74656e+07,5.25422e+07,50916,19271,20847,0.0487319,347429,372748,83,18410,22765,0.101612,0.00453618,0.0125349,347429,A
42340,B,5.99294e+07,7.89258e+07,57076,20697,28042,0.0560301,369714,401678,80,22663,31511,0.27534,0.0198667,0.023932,369714,B
42540,A,4.94376e+07,5.64314e+07,73059,27466,32060,0.0678599,559848,553421,168,35585,50627,0.132314,0.0082058,0.026868,559848,A
42540,B,5.57281e+07,6.9143e+07,71750,31883,41142,0.0992064,544590,559512,164,50334,72036,0.215692,0.0170018,0.0398502,544590,B
42660,A,5.97822e+08,7.55501e+08,534306,567498,664765,0.0913823,3365297,3661298,686,314216,370021,0.234088,0.0289029,0.0165825,3365297,A
42660,B,8.32355e+08,1.13353e+09,582875,667764,786505,0.100056,3663920,3871308,686,370017,449126,0.308832,0.0324082,0.0215914,3663920,B
42680,A,1.2357e+07,1.397e+07,14212,13859,14255,0.0987771,129625,140963,27,15678,17777,0.12269,0.00305497,0.0161929,129625,A
42680,B,1.20006e+07,1.6497e+07,12245,14151,15382,0.0994108,139114,151855,26,17704,21598,0.318226,0.00884886,0.0279914,139114,B
42700,A,6.55344e+06,6.67325e+06,8770,10591,10960,0.177498,96261,99787,22,17169,19936,0.0181169,0.00383333,0.0287447,96261,A
42700,B,7.79242e+06,1.02697e+07,10109,11125,11190,0.177608,102080,103791,24,20005,22309,0.276042,0.000636755,0.0225704,102080,B
43100,A,8.64627e+06,9.33025e+06,13062,6048,6603,0.0565241,115235,115205,26,6464,7168,0.0761341,0.00481625,0.00610925,115235,A
43100,B,1.00561e+07,1.25231e+07,14110,6603,7157,0.0601215,115205,117783,26,7168,8850,0.219401,0.00480882,0.0146001,115205,B
43300,A,1.17325e+07,1.32269e+07,15189,6907,8115,0.116821,121292,128560,26,14083,16817,0.119895,0.00995944,0.0225406,121292,A
43300,B,1.34409e+07,1.81414e+07,15364,8055,10055,0.131783,125071,136471,25,16619,22053,0.29989,0.0159909,0.0434474,125071,B
43340,A,4.42159e+07,4.82794e+07,59705,11471,11303,0.0322015,440395,439247,102,15121,16728,0.0879213,-0.000381476,0.00364899,440395,A
43340,B,5.32459e+07,6.61154e+07,64748,11249,11023,0.0375162,431074,415618,98,16695,20318,0.216481,-0.000524272,0.00840461,431074,B
43420,A,1.25677e+07,1.23906e+07,15342,15171,13897,0.351341,131038,126279,32,43170,44598,-0.0141944,-0.00972237,0.0108976,131038,A
43420,B,1.23923e+07,1.48911e+07,15184,13897,13411,0.366229,126279,125458,32,44598,43077,0.183686,-0.00384862,-0.0120448,126279,B
43580,A,1.2323e+07,1.38591e+07,19096,13730,14975,0.138372,168526,168677,40,23738,26827,0.117472,0.00738758,0.0183295,168526,A
43580,B,1.49769e+07,1.92561e+07,20487,14975,17475,0.165234,168677,175267,40,26827,31431,0.251321,0.0148212,0.0272948,168677,B
43620,A,2.06815e+07,2.29496e+07,29131,11686,14810,0.0397096,228297,247687,53,8404,10396,0.104061,0.0136839,0.00872545,228297,A
43620,B,2.56022e+07,3.14795e+07,32403,14965,19109,0.0435744,245368,272461,53,10353,15084,0.206659,0.0168889,0.0192812,245368,B
43780,A,2.32681e+07,2.5274e+07,33521,15438,16955,0.0856099,296370,297431,79,20587,24073,0.0826917,0.0051186,0.0117623,296370,A
43780,B,2.67186e+07,3.49791e+07,35595,15738,17994,0.097109,283056,287071,76,23708,28055,0.269392,0.00797015,0.0153574,283056,B
43900,A,2.38368e+07,2.66991e+07,35594,18146,19247,0.0525306,310161,323861,77,17486,20539,0.113397,0.00354977,0.0098433,310161,A
43900,B,2.86515e+07,3.79138e+07,37865,19160,26887,0.0596033,319178,353872,76,20377,29879,0.28011,0.0242091,0.0297702,319178,B
44060,A,5.5923e+07,6.38299e+07,72881,27430,28082,0.0449009,517725,542010,120,23637,29588,0.132246,0.00125936,0.0114945,517725,A
44060,B,6.88754e+07,9.29088e+07,78159,28034,30082,0.0544992,535221,582815,118,29495,38953,0.299319,0.00382646,0.0176712,535221,B
44100,A,1.85845e+07,2.06881e+07,25800,6927,6193,0.0186436,210956,210028,56,3936,4634,0.107229,-0.0034794,0.00330874,210956,A
44100,B,2.17565e+07,2.53417e+07,26992,6184,6599,0.0217806,209025,207386,55,4634,5639,0.152537,0.00198541,0.00480804,209025,B
44140,A,6.98631e+07,7.95554e+07,86266,52246,49788,0.212026,577063,581381,126,105305,121194,0.129916,-0.0042595,0.0275342,577063,A
44140,B,8.15816e+07,1.00822e+08,87662,49254,51537,0.247488,561701,555823,121,121437,131660,0.211752,0.00406444,0.0182001,561701,B
44180,A,4.29155e+07,4.68733e+07,62864,10786,11077,0.0300487,441050,458834,91,12239,14702,0.0882155,0.000659789,0.00558441,441050,A
44180,B,5.15428e+07,6.35949e+07,68595,11077,14968,0.0343019,458834,481671,91,14702,20368,0.21012,0.00848019,0.0123487,458834,B
44220,A,1.23249e+07,1.33741e+07,18143,3031,3004,0.0302027,137763,135198,44,3893,4512,0.0817022,-0.000195989,0.00449322,137763,A
44220,B,1.36367e+07,1.56927e+07,18450,2666,2803,0.032103,129056,129349,41,4104,5101,0.140427,0.00106155,0.00772535,129056,B
44300,A,2.04067e+07,2.30739e+07,23027,10132,13424,0.0212605,145659,151636,29,3280,3819,0.122837,0.0226007,0.00370042,145659,A
44300,B,2.1754e+07,2.5998e+07,21958,12740,11691,0.0232428,146393,141075,28,3506,4315,0.178222,-0.00716564,0.00552623,146393,B
44420,A,9.45729e+06,1.09439e+07,12829,2866,3469,0.0323412,114089,116076,23,2978,4295,0.145994,0.00528535,0.0115436,114089,A
44420,B,1.22416e+07,1.42985e+07,14052,3469,4388,0.0435245,116076,120561,23,4295,6070,0.155315,0.00791723,0.0152917,116076,B
44700,A,9.68384e+07,1.08439e+08,89292,158587,169541,0.416593,684393,720933,137,270258,297534,0.113146,0.0160054,0.0398542,684393,A
44700,B,1.20984e+08,1.67472e+08,99117,167332,189044,0.445148,711960,766147,134,294538,324519,0.325159,0.0304961,0.0421105,711960,B
44940,A,1.00749e+07,1.03923e+07,13639,3741,3552,0.0324718,107645,106995,23,3698,4147,0.0310227,-0.00175577,0.00417113,107645,A
44940,B,1.1316e+07,1.46837e+07,14529,3552,2924,0.036606,106995,104853,23,4147,4500,0.260522,-0.00586943,0.00329921,106995,B
45060,A,6.19738e+07,6.86491e+07,82918,36929,40097,0.0404703,653902,647214,181,23348,26661,0.102296,0.00484476,0.00506652,653902,A
45060,B,6.52375e+07,8.15126e+07,77943,37652,37856,0.0507677,575224,583678,164,24910,30751,0.222724,0.000354644,0.0101543,575224,B
45220,A,5.17968e+07,5.53675e+07,58532,21166,21972,0.0540109,355945,364674,80,21012,23046,0.0666642,0.00226439,0.00571434,355945,A
45220,B,5.91256e+07,7.33229e+07,61312,22722,24568,0.0608486,369059,373953,81,23239,29103,0.21521,0.00500191,0.015889,369059,B
45300,A,3.54376e+08,3.9934e+08,369642,339933,394011,0.157731,2699543,2890449,693,452998,552464,0.119456,0.0200323,0.0368455,2699543,A
45300,B,4.50802e+08,6.28256e+08,413972,394090,472020,0.179038,2890713,3121930,685,555382,664119,0.331919,0.0269587,0.037616,2890713,B
45460,A,1.35292e+07,1.45696e+07,20316,3969,4082,0.0182691,172368,170313,44,3357,3338,0.0740851,0.000655574,-0.00011023,172368,A
45460,B,1.61157e+07,1.92769e+07,22469,4082,3674,0.0168125,170313,168850,44,3338,4393,0.179116,-0.00239559,0.00619449,170313,B
45500,A,1.20837e+07,1.30082e+07,17947,3684,4846,0.0512573,149358,149975,33,7845,8610.01,0.0737179,0.00777996,0.00512196,149358,A
45500,B,1.4213e+07,1.77872e+07,19638,4798,4606,0.0527654,147790,145066,32,8459.01,9849.99,0.224325,-0.00129914,0.00941192,147790,B
45540,A,3.59087e+06,4.1108e+06,4103,4138,5562,0.0516085,85508,108609,15,3543,4472,0.135223,0.0166534,0.0108645,85508,A
45540,B,4.15385e+06,5.233e+06,4402,3244,5015,0.067068,75225,89813,12,3936,5589,0.23095,0.0235427,0.0219741,75225,B
45780,A,5.77149e+07,6.37207e+07,86436,19951,21534,0.0656068,607766,602985,163,36949,40932,0.0989942,0.00260462,0.00655349,607766,A
45780,B,6.81933e+07,8.46788e+07,91529,21496,20963,0.0732926,598901,599777,160,40818,45141,0.216519,-0.000889963,0.00721821,598901,B
45820,A,2.15076e+07,2.37202e+07,30035,8547,7701,0.098169,234089,233260,57,21258,23573,0.0979238,-0.00361401,0.00988942,234089,A
45820,B,2.38598e+07,2.88449e+07,30115,7701,8172,0.11196,233260,232724,57,23573,26399,0.189737,0.00201921,0.0121153,233260,B
45940,A,4.95279e+07,5.49075e+07,44169,71904,75585,0.179423,346694,348964,72,55689,62346,0.103114,0.0106174,0.0192013,346694,A
45940,B,5.87225e+07,7.19086e+07,46376,75585,92354,0.193666,348964,363824,72,62346,83996,0.202574,0.0480537,0.0620409,348964,B
46060,A,1.13823e+08,1.24284e+08,139326,119195,125083,0.33894,919594,945596,220,326739,355378,0.0879256,0.00640283,0.0311431,919594,A
46060,B,1.29082e+08,1.71802e+08,143694,121410,115673,0.356183,924040,947074,214,346545,349501,0.285897,-0.00620861,0.00319902,924040,B
46140,A,8.96893e+07,1.0008e+08,121307,53010,62223,0.087733,896531,932050,255,79100,92779,0.109613,0.0102763,0.0152577,896531,A
46140,B,1.09467e+08,1.33965e+08,130412,62752,72148,0.0963863,946854,986930,259,92500,120141,0.201958,0.00992339,0.0291924,946854,B
46220,A,1.99066e+07,2.22822e+07,27397,6797,7942,0.0308886,221122,230228,54,6419,8348,0.112741,0.00517814,0.00872369,221122,A
46220,B,2.33344e+07,2.7588e+07,28974,7829,9534,0.0394678,218736,243099,50,8155,12845,0.167454,0.00779478,0.0214414,218736,B
46340,A,2.16139e+07,2.37476e+07,25858,19385,18945,0.192699,212227,225015,40,37328,43377,0.0941437,-0.00207325,0.0285025,212227,A
46340,B,2.43219e+07,3.13872e+07,26351,18945,20498,0.202559,225015,238014,40,43377,49012,0.255025,0.00690176,0.0250428,225015,B
46520,A,1.36431e+08,1.5755e+08,105101,156539,156525,0.0767204,674939,685769,153,55411,63113,0.143924,-2.07426e-05,0.0114114,674939,A
46520,B,2.04929e+08,2.46336e+08,122251,176942,179794,0.0903393,848217,863615,187,81467,77620,0.184031,0.00336235,-0.00453539,848217,B
46540,A,2.56115e+07,2.83205e+07,37712,19062,18717,0.0435074,290231,286091,86,10885,13020,0.100542,-0.00118871,0.00735619,290231,A
46540,B,2.57016e+07,3.05736e+07,33875,17357,20007,0.052323,254036,254539,75,11683,15831,0.173583,0.0104316,0.0163284,254036,B
46660,A,1.66435e+07,1.7216e+07,22241,5650,5700,0.0609094,138955,142100,33,7973,8418,0.0338189,0.000359829,0.00320247,138955,A
46660,B,1.77754e+07,2.2301e+07,22491,5700,5280,0.0644814,142100,146592,33,8418,10869,0.226817,-0.00295567,0.0172484,142100,B
46700,A,6.49874e+07,7.55694e+07,51578,73619,76730,0.258112,361028,381462,84,92773,104597,0.150858,0.00861706,0.0327509,361028,A
46700,B,8.66927e+07,1.20383e+08,57618,84822,89729,0.262264,421973,434729,91,110932,126755,0.32831,0.0116287,0.0374977,421973,B
47020,A,8.82749e+06,1.02216e+07,11668,5096,6343,0.465069,95349,99501,24,41528,45432,0.146637,0.0130783,0.0409443,95349,A
47020,B,1.02076e+07,1.26728e+07,11535,6343,6744,0.484308,99501,98377,24,45432,45720,0.216324,0.00403011,0.00289439,99501,B
47220,A,1.59728e+07,1.70078e+07,16650,16050,15443,0.273377,151155,145590,31,42124,44644,0.0627843,-0.00401575,0.0166716,151155,A
47220,B,1.8384e+07,2.2382e+07,18006,15443,17808,0.298306,145590,146050,31,44644,51825,0.196775,0.0162442,0.0493234,145590,B
47260,A,2.43857e+08,2.63341e+08,227705,98268,106836,0.0548619,1595791,1625668,383,90187,108801,0.076867,0.00536912,0.0116644,1595791,A
47260,B,2.83807e+08,3.48386e+08,244356,107902,113250,0.0640577,1632026,1675187,387,109553,132167,0.205019,0.00327691,0.0138564,1632026,B
47300,A,4.67504e+07,5.242e+07,55954,101575,102004,0.605099,446019,459879,77,273321,295024,0.114466,0.000961842,0.0486594,446019,A
47300,B,5.49346e+07,7.09545e+07,58792,102004,103890,0.635075,459879,475363,77,295024,314078,0.255897,0.00410108,0.0414326,459879,B
47380,A,2.7374e+07,3.03217e+07,35851,20639,22380,0.246499,250718,261810,55,60422,68103,0.10227,0.00694406,0.030636,250718,A
47380,B,3.25902e+07,4.1442e+07,38197,22380,23011,0.262939,261810,276559,55,68103,73958,0.240285,0.00241014,0.0223635,261810,B
47460,A,6.03968e+06,7.75968e+06,8740,6487,6267,0.208098,60736,61493,12,11681,12504,0.250591,-0.00362223,0.0135505,60736,A
47460,B,7.63395e+06,9.43178e+06,8453,6267,6023,0.218108,61493,64010,12,12504,14397,0.21148,-0.00396793,0.030784,61493,B
47580,A,1.6819e+07,1.84224e+07,21668,10063,9811,0.0696604,180975,188337,31,11533,12417,0.0910536,-0.00139246,0.00488465,180975,A
47580,B,2.1595e+07,2.75121e+07,24759,9699,12413,0.0679165,184679,200101,29,12347,15223,0.242162,0.0146958,0.015573,184679,B
47900,A,9.01285e+08,1.03007e+09,653339,926471,1039855,0.145609,4149741,4430844,974,657796,780926,0.133562,0.0273232,0.0296717,4149741,A
47900,B,1.26012e+09,1.51193e+09,762568,1256885,1352006,0.157943,5321292,5537325,1147,887392,1.02321e+06,0.182181,0.0178755,0.0255226,5321292,B
47940,A,1.28496e+07,1.46552e+07,19463,6574,8121,0.0378189,168271,170132,50,5445,6273,0.131482,0.0091935,0.00492061,168271,A
47940,B,1.57251e+07,2.00765e+07,20906,8112,8862,0.0452642,168860,166939,49,6257,7206,0.244289,0.00444155,0.00562007,168860,B
48060,A,1.89691e+07,1.95453e+07,19749,5072,4339,0.0563349,118019,114299,24,7238.01,8466,0.0299241,-0.00621086,0.010405,118019,A
48060,B,1.89502e+07,2.10018e+07,19159,4339,5417,0.0680494,114299,116039,24,8466,8460,0.102796,0.0094314,-5.24559e-05,114299,B
48140,A,9.44452e+06,1.01063e+07,13792,5289,5608,0.0247146,134497,135264,27,3145,3636,0.067721,0.0023718,0.00365064,134497,A
48140,B,1.09757e+07,1.39542e+07,15046,5608,5742,0.0302813,135264,138067,27,3636,4641,0.240096,0.000990655,0.0074299,135264,B
48260,A,7.70597e+06,8.52e+06,13228,1339,1509,0.0124086,123377,119338,37,1316,1580,0.10042,0.00137789,0.00213978,123377,A
48260,B,9.24218e+06,1.09176e+07,14305,1509,1434,0.0130246,118598,115566,36,1579,1949,0.166603,-0.000632388,0.00311979,118598,B
48300,A,1.04268e+07,1.16856e+07,13525,14632,15245,0.250815,111854,117128,22,30522,34022,0.113975,0.00548036,0.0312908,111854,A
48300,B,1.22257e+07,1.70298e+07,14143,15245,18584,0.262894,117128,123251,22,34022,37766,0.331423,0.0285073,0.0319652,117128,B
48540,A,8.43099e+06,1.01959e+07,16021,1481,1693,0.00777913,146986,142664,47,1175,1427,0.190069,0.00144231,0.00171444,146986,A
48540,B,8.78682e+06,1.06214e+07,13840,1658,2092,0.0108853,139188,134503,46,1406,1832,0.189623,0.00311808,0.00306062,139188,B
48620,A,5.54284e+07,6.26128e+07,78009,42862,45056,0.128653,607629,616986,145,71299,79327,0.121878,0.00361076,0.013212,607629,A
48620,B,6.86326e+07,8.17814e+07,84161,45700,47203,0.142225,620237,632240,147,81056,91907,0.175282,0.00242327,0.0174949,620237,B
48660,A,1.44857e+07,1.56727e+07,19423,9444,9419,0.180433,150862,150994,42,23645,26161,0.0787587,-0.000165714,0.0166775,150862,A
48660,B,1.62249e+07,1.84787e+07,19769,9387,8596,0.194614,148006,146031,41,26057,27769,0.130073,-0.00534438,0.011567,148006,B
48700,A,9.31467e+06,1.07032e+07,13773,1669,2136,0.0158704,115586,113767,28,1710,2275,0.138949,0.00404028,0.00488814,115586,A
48700,B,1.09933e+07,1.26198e+07,14045,2141,1890,0.0207251,114859,113570,29,2278,2562,0.137986,-0.00218529,0.00247259,114859,B
48900,A,3.54401e+07,3.8064e+07,39353,13318,13334,0.0528024,252391,274052,56,14091,15901,0.0714242,6.33937e-05,0.00717139,252391,A
48900,B,4.24562e+07,5.69738e+07,43412,13633,16402,0.0621862,275160,284551,55,16072,22753,0.29412,0.0100632,0.0242804,275160,B
49020,A,1.40407e+07,1.5385e+07,16544,7523,8900,0.0700576,129786,136305,24,9786,12173,0.0914294,0.0106098,0.0183918,129786,A
49020,B,1.47064e+07,1.98919e+07,15125,8868,11020,0.0859821,130470,138419,23,12134,16757,0.302026,0.0164942,0.0354335,130470,B
49180,A,5.33736e+07,5.8886e+07,77990,44282,44706,0.0971507,630536,648173,147,60509,66336,0.0982872,0.000672444,0.00924134,630536,A
49180,B,6.59768e+07,8.61603e+07,87017,44802,49136,0.105294,648755,668273,147,66385,79526,0.266905,0.00668049,0.0202557,648755,B
49340,A,1.04885e+08,1.19093e+08,115424,94170,100448,0.109778,892973,908992,188,88221,103400,0.127042,0.00703045,0.0169983,892973,A
49340,B,1.1094e+08,1.44052e+08,105881,94643,114975,0.127341,780042,817603,162,89633,111473,0.261185,0.0260653,0.0279985,780042,B
49420,A,2.26489e+07,2.46207e+07,30120,44234,45237,0.448102,244654,249325,45,111916,121944,0.083475,0.00409967,0.0409885,244654,A
49420,B,2.46607e+07,3.24765e+07,29980,45013,47283,0.485602,243922,251052,44,121037,131608,0.275305,0.00930625,0.0433376,243922,B
49620,A,3.41198e+07,3.8758e+07,41629,14775,17010,0.0801413,428992,436546,89,25532,32016,0.12746,0.00520989,0.0151145,428992,A
49620,B,3.94738e+07,4.91766e+07,42214,16407,19293,0.0954448,421634,437285,86,31186,39035,0.219781,0.0068448,0.0186157,421634,B
49660,A,4.01267e+07,4.3338e+07,65131,12149,10409,0.0350077,554324,538088,154,15751,18391,0.0769881,-0.00313896,0.00476256,554324,A
49660,B,4.52246e+07,5.3636e+07,67531,10383,9918,0.041565,533995,527875,150,17923,20522,0.17058,-0.000870795,0.00486709,533995,B
49700,A,2.09231e+07,2.3211e+07,22771,30436,30757,0.275964,167361,171365,35,46230,50344,0.103774,0.00191801,0.0245816,167361,A
49700,B,2.49861e+07,3.21765e+07,24592,30757,31275,0.293298,171365,182050,35,50344,56948,0.252917,0.00302279,0.0385375,171365,B
49740,A,1.77315e+07,1.77251e+07,20618,45658,49152,0.55162,183458,191303,48,109276,120455,-0.000361061,0.0190452,0.0609349,183458,A
49740,B,1.93002e+07,2.33399e+07,22444,46309,43346,0.575646,180596,175037,46,113489,110323,0.19005,-0.0164068,-0.0175309,180596,B
