group,sex,age_band,n_records,outcome,spec,group_rate,group_rate_se,comparison_rate,comparison_se,ratio,ratio_se,n_eff,ref_share_off_support,margins,replicate_fallbacks,max_factor,top10_cell_share,share_at_finest_cell,share_unmatched,expected_ratio
usb_mexican_hisp,men,18_49,157635,ever_active_duty,b_birthstate_raked_geo,0.0736365,0.0029877,0.0701668,0.000286852,1.04945,0.0433734,10766.244901740474,0.0,"age, state, division x metro (min 20)",0,17.031413653715912,0.09079302475886054,,,
usb_mexican_hisp,men,18_49,157635,now_active_duty,b_birthstate_raked_geo,0.0181644,0.00115176,0.0155377,0.000137938,1.16905,0.0773323,10766.244901740474,0.0,"age, state, division x metro (min 20)",0,17.031413653715912,0.09079302475886054,,,
usb_mexican_hisp,men,18_49,157635,reserve_guard_only,b_birthstate_raked_geo,0.0153058,0.00139383,0.0121706,0.000159627,1.2576,0.117471,10766.244901740474,0.0,"age, state, division x metro (min 20)",0,17.031413653715912,0.09079302475886054,,,
usb_mexican_hisp,men,18_49,157635,ever_active_duty,b_birthstate_raked_full,0.0800652,0.00303246,0.0701668,0.000286852,1.14107,0.043984,9763.0133328725,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,31.746404311957235,0.1013826165818485,,,
usb_mexican_hisp,men,18_49,157635,now_active_duty,b_birthstate_raked_full,0.0203562,0.00135967,0.0155377,0.000137938,1.31011,0.0919162,9763.0133328725,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,31.746404311957235,0.1013826165818485,,,
usb_mexican_hisp,men,18_49,157635,reserve_guard_only,b_birthstate_raked_full,0.0170306,0.00143521,0.0121706,0.000159627,1.39932,0.12034,9763.0133328725,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,31.746404311957235,0.1013826165818485,,,
usb_mexican_hisp,men,18_49,157635,ever_active_duty,b_birthstate_indirect_geo,0.0551716,0.000856274,0.071151,0.000611278,0.775416,0.0128459,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_49,157635,now_active_duty,b_birthstate_indirect_geo,0.0155318,0.000333093,0.0203993,0.000372171,0.761391,0.0193262,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_49,157635,reserve_guard_only,b_birthstate_indirect_geo,0.0101295,0.000331412,0.0102537,0.000255222,0.987885,0.0418759,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_49,157635,ever_active_duty,b_birthstate_indirect_full,0.0551716,0.000856274,0.0702768,0.00070382,0.785062,0.0129666,,,,,,,0.9949790981437627,0.0,
usb_mexican_hisp,men,18_49,157635,now_active_duty,b_birthstate_indirect_full,0.0155318,0.000333093,0.0194866,0.000402048,0.797053,0.0213981,,,,,,,0.9949790981437627,0.0,
usb_mexican_hisp,men,18_49,157635,reserve_guard_only,b_birthstate_indirect_full,0.0101295,0.000331412,0.0101889,0.000274019,0.994167,0.0466707,,,,,,,0.9949790981437627,0.0,
usb_mexican_hisp,men,25_49,104249,ever_active_duty,b_birthstate_raked_geo,0.0830914,0.00364491,0.079685,0.000338777,1.04275,0.0464632,6969.348663804517,0.0,"age, state, division x metro (min 20)",0,12.29675784166435,0.10676510713827128,,,
usb_mexican_hisp,men,25_49,104249,now_active_duty,b_birthstate_raked_geo,0.0153485,0.00125362,0.0132274,0.000132057,1.16035,0.0983828,6969.348663804517,0.0,"age, state, division x metro (min 20)",0,12.29675784166435,0.10676510713827128,,,
usb_mexican_hisp,men,25_49,104249,reserve_guard_only,b_birthstate_raked_geo,0.015972,0.00180188,0.0127304,0.000172787,1.25464,0.143901,6969.348663804517,0.0,"age, state, division x metro (min 20)",0,12.29675784166435,0.10676510713827128,,,
