group,sex,age_band,by,region,n_records,share_of_group,share_se,rate,se,white_rate,white_se,ratio,ratio_se,ratio_age_standardised,ratio_age_standardised_se,white_age_cells_missing
usb_mexican_ancestry,women,18_49,birth_region,east_north_central,7388,0.0836978,0.000995783,0.0111246,0.00155822,0.0116419,0.000291502,0.955565,0.136727,1.11218,0.16078,0
usb_mexican_ancestry,women,18_49,birth_region,west_north_central,1682,0.0195736,0.000540729,0.0142541,0.00323064,0.0124878,0.000486685,1.14145,0.267821,1.39966,0.334352,0
usb_mexican_ancestry,women,18_49,birth_region,south_atlantic,3936,0.0403307,0.000850027,0.0154951,0.00217156,0.0139842,0.000352954,1.10804,0.157248,1.39611,0.198662,0
usb_mexican_ancestry,women,18_49,birth_region,east_south_central,637,0.00599861,0.000318683,0.00883554,0.00297825,0.00913771,0.000456642,0.966932,0.331377,1.25646,0.432919,0
usb_mexican_ancestry,women,18_49,birth_region,west_south_central_ex_texas,869,0.00899191,0.000397599,0.0129471,0.00479132,0.0118165,0.000528951,1.09568,0.413137,1.37564,0.521905,0
usb_mexican_ancestry,women,18_49,birth_region,mountain,8912,0.0963626,0.00124,0.0148677,0.00133673,0.014323,0.000570012,1.03803,0.100866,1.18565,0.120013,0
usb_mexican_ancestry,women,18_49,birth_region,pacific_ex_california,2297,0.0248711,0.000564081,0.0102061,0.00245535,0.0166618,0.000734172,0.612546,0.153355,0.770402,0.199668,0
usb_mexican_ancestry,women,18_49,birth_region,outside_states,1097,0.0117215,0.000467925,0.0111265,0.00264634,0.0278711,0.00212985,0.399213,0.100095,0.40866,0.101488,0
usb_mexican_ancestry,women,18_49,birth_region,california,43254,0.424903,0.00159463,0.0098789,0.000670835,0.0165194,0.000576555,0.598018,0.042387,0.661314,0.0488239,0
usb_mexican_ancestry,women,18_49,birth_region,texas,24952,0.260945,0.00137339,0.0124186,0.000875837,0.0155798,0.000699158,0.797096,0.0683,0.882159,0.0757443,0
usb_mexican_ancestry,women,18_49,residence_region,all,97045,1,0,0.0114577,0.000463208,0.0128538,0.000115058,0.891388,0.0364583,1.00689,0.0414011,0
usb_mexican_ancestry,women,18_49,residence_region,new_england,441,0.00355756,0.000205945,0.0196767,0.0061925,0.00746926,0.000506998,2.63436,0.808257,3.03858,0.93572,0
usb_mexican_ancestry,women,18_49,residence_region,middle_atlantic,1837,0.0196861,0.000606224,0.0118402,0.00346822,0.00691416,0.000281391,1.71246,0.492054,2.43952,0.707302,0
usb_mexican_ancestry,women,18_49,residence_region,east_north_central,7127,0.0820002,0.00097004,0.00714848,0.00113609,0.00850995,0.000266527,0.840015,0.133236,1.01955,0.160173,0
usb_mexican_ancestry,women,18_49,residence_region,west_north_central,2146,0.026029,0.000681201,0.0176505,0.00403741,0.0105972,0.00041918,1.66558,0.393468,1.95829,0.471385,0
usb_mexican_ancestry,women,18_49,residence_region,south_atlantic,5629,0.0553562,0.000921989,0.0450259,0.00310175,0.0186786,0.000454509,2.41057,0.165595,2.88902,0.205799,0
usb_mexican_ancestry,women,18_49,residence_region,east_south_central,1160,0.0107542,0.000393564,0.0223173,0.00456301,0.010294,0.000394255,2.168,0.459553,2.85255,0.58986,0
usb_mexican_ancestry,women,18_49,residence_region,west_south_central_ex_texas,1395,0.014201,0.000444078,0.0222582,0.00457352,0.0136459,0.000732137,1.63113,0.366777,1.92499,0.446684,0
usb_mexican_ancestry,women,18_49,residence_region,mountain,11064,0.121124,0.00107574,0.0116728,0.00124657,0.0161084,0.000440361,0.724642,0.0830055,0.798701,0.0938549,0
usb_mexican_ancestry,women,18_49,residence_region,pacific_ex_california,3323,0.0346738,0.000598047,0.0221521,0.00331754,0.020529,0.000721125,1.07906,0.173971,1.18069,0.190282,0
usb_mexican_ancestry,women,18_49,residence_region,california,37478,0.363698,0.00148833,0.00644846,0.000485738,0.0150357,0.000643807,0.428875,0.0376062,0.447699,0.0397997,0
usb_mexican_ancestry,women,18_49,residence_region,texas,25445,0.26892,0.00131146,0.00941995,0.000693235,0.0176955,0.000650021,0.532337,0.0420241,0.589744,0.0467894,0
usb_mexican_ancestry,women,25_49,birth_region,all,64702,1,0,0.0125437,0.000563524,0.0145034,0.00014264,0.864885,0.0392901,0.906813,0.0414411,0
usb_mexican_ancestry,women,25_49,birth_region,new_england,299,0.00601821,0.000374583,0.000398214,0.000460223,0.0128267,0.000631806,0.0310458,0.0361866,0.0300093,0.035021,0
usb_mexican_ancestry,women,25_49,birth_region,middle_atlantic,847,0.0141344,0.000551436,0.00600576,0.00280702,0.0119661,0.000416271,0.5019,0.236034,0.608139,0.283543,0
usb_mexican_ancestry,women,25_49,birth_region,east_north_central,4696,0.0797207,0.00122692,0.0119725,0.0018366,0.0131007,0.00033971,0.913882,0.14254,0.961209,0.151501,0
usb_mexican_ancestry,women,25_49,birth_region,west_north_central,952,0.0173977,0.000605061,0.0160225,0.00476309,0.0142153,0.000599052,1.12713,0.336124,1.19858,0.357068,0
usb_mexican_ancestry,women,25_49,birth_region,south_atlantic,1774,0.0275363,0.000863129,0.0221565,0.00429817,0.0155967,0.000405271,1.42059,0.275525,1.50646,0.29343,0
usb_mexican_ancestry,women,25_49,birth_region,east_south_central,229,0.00353275,0.000312378,0.0105327,0.00500638,0.0102266,0.000566047,1.02993,0.499768,1.08147,0.523265,0
usb_mexican_ancestry,women,25_49,birth_region,west_south_central_ex_texas,481,0.00756385,0.000438953,0.0218787,0.00845198,0.0133553,0.000708958,1.63821,0.644664,1.75783,0.697701,0
usb_mexican_ancestry,women,25_49,birth_region,mountain,5653,0.0915498,0.00145385,0.0166461,0.0018883,0.0166604,0.000674979,0.999141,0.114882,1.03022,0.117465,0
usb_mexican_ancestry,women,25_49,birth_region,pacific_ex_california,1292,0.0212082,0.000722586,0.0109372,0.0037204,0.0188151,0.000881053,0.581302,0.202811,0.641113,0.22845,0
usb_mexican_ancestry,women,25_49,birth_region,outside_states,863,0.0141465,0.000632403,0.0106192,0.00293038,0.0323752,0.00252144,0.328005,0.095962,0.328725,0.095524,0
usb_mexican_ancestry,women,25_49,birth_region,california,30395,0.447627,0.00209603,0.0109295,0.000797567,0.0180077,0.000661666,0.606934,0.0457294,0.642147,0.048218,0
usb_mexican_ancestry,women,25_49,birth_region,texas,17221,0.269565,0.00173888,0.0133992,0.000971435,0.0177514,0.00081291,0.754828,0.0643762,0.779597,0.0661015,0
usb_mexican_ancestry,women,25_49,residence_region,all,64702,1,0,0.0125437,0.000563524,0.0145034,0.00014264,0.864885,0.0392901,0.906813,0.0414411,0
usb_mexican_ancestry,women,25_49,residence_region,new_england,266,0.0034968,0.000250324,0.0149695,0.00718454,0.00867899,0.000628233,1.7248,0.815514,1.83313,0.861118,0
usb_mexican_ancestry,women,25_49,residence_region,middle_atlantic,1032,0.0168549,0.000606647,0.0177958,0.00544143,0.00812732,0.000341066,2.18963,0.653974,2.68843,0.806867,0
usb_mexican_ancestry,women,25_49,residence_region,east_north_central,4513,0.0787499,0.00117211,0.00938115,0.00162913,0.010049,0.000306883,0.933537,0.163876,1.00411,0.175936,0
usb_mexican_ancestry,women,25_49,residence_region,west_north_central,1281,0.0245684,0.000801309,0.0162028,0.00404074,0.0120293,0.000516212,1.34694,0.346756,1.45161,0.379269,0
usb_mexican_ancestry,women,25_49,residence_region,south_atlantic,3140,0.0468493,0.000984524,0.0446118,0.00429812,0.0208686,0.000513316,2.13775,0.202471,2.23477,0.210508,0
usb_mexican_ancestry,women,25_49,residence_region,east_south_central,637,0.00883276,0.000452876,0.0269467,0.00679656,0.0120667,0.000487504,2.23315,0.580724,2.37706,0.612424,0
usb_mexican_ancestry,women,25_49,residence_region,west_south_central_ex_texas,849,0.013302,0.000536976,0.0206524,0.00527355,0.0157579,0.0008542,1.31061,0.353666,1.35206,0.366963,0
usb_mexican_ancestry,women,25_49,residence_region,mountain,7544,0.123384,0.00139998,0.0136721,0.00159422,0.017799,0.000504368,0.768135,0.0951257,0.800685,0.100778,0
usb_mexican_ancestry,women,25_49,residence_region,pacific_ex_california,2064,0.0329711,0.000801109,0.0203521,0.00349297,0.0214904,0.000789779,0.947034,0.171319,0.996338,0.182859,0
usb_mexican_ancestry,women,25_49,residence_region,california,25752,0.372927,0.00182781,0.00743151,0.000686292,0.0156934,0.000762421,0.473542,0.0508701,0.481422,0.0528132,0
usb_mexican_ancestry,women,25_49,residence_region,texas,17624,0.278065,0.00154625,0.0119486,0.000986052,0.0196999,0.000748057,0.60653,0.0551601,0.628104,0.057242,0
usb_asian_indian_ancestry,men,18_49,birth_region,all,6340,1,0,0.0110633,0.00126422,0.0701668,0.000286852,0.157671,0.017986,0.183718,0.0208916,0
usb_asian_indian_ancestry,men,18_49,birth_region,new_england,294,0.0446048,0.00303457,0.00666574,0.00648991,0.0582619,0.00109842,0.11441,0.111318,0.140658,0.136314,0
usb_asian_indian_ancestry,men,18_49,birth_region,middle_atlantic,1647,0.255479,0.0072075,0.0140325,0.00348743,0.05693,0.000901661,0.246487,0.0607738,0.285165,0.0699034,0
usb_asian_indian_ancestry,men,18_49,birth_region,east_north_central,1062,0.1818,0.00637021,0.00436689,0.00169534,0.0631224,0.000698536,0.0691812,0.0267241,0.0792165,0.0307029,0
usb_asian_indian_ancestry,men,18_49,birth_region,west_north_central,166,0.0274207,0.00249432,0.0189043,0.0140872,0.0656274,0.000976648,0.288056,0.214587,0.361389,0.278638,0
usb_asian_indian_ancestry,men,18_49,birth_region,south_atlantic,900,0.142616,0.00599596,0.0139604,0.00349731,0.0792084,0.000819439,0.17625,0.044355,0.208649,0.0527187,0
usb_asian_indian_ancestry,men,18_49,birth_region,east_south_central,125,0.0192576,0.00212288,0.0121251,0.0130157,0.0686478,0.00103074,0.176628,0.189566,0.186576,0.201179,0
usb_asian_indian_ancestry,men,18_49,birth_region,west_south_central_ex_texas,84,0.015341,0.00231392,0.00903095,0.00950721,0.0781383,0.00153716,0.115577,0.121682,0.131611,0.137852,0
usb_asian_indian_ancestry,men,18_49,birth_region,mountain,112,0.0170424,0.00178351,0.0266715,0.0175778,0.0753331,0.0014172,0.354048,0.233473,0.423464,0.279308,0
usb_asian_indian_ancestry,men,18_49,birth_region,pacific_ex_california,114,0.0164182,0.00192845,0,0,0.0834344,0.00181081,0,0,0,0,0
usb_asian_indian_ancestry,men,18_49,birth_region,outside_states,195,0.0336287,0.00305742,0.0302273,0.0117079,0.110748,0.00389099,0.272937,0.108787,0.296856,0.119186,0
usb_asian_indian_ancestry,men,18_49,birth_region,california,1159,0.174085,0.00596591,0.00899564,0.00254045,0.0783033,0.00119622,0.114882,0.0327346,0.140867,0.0402769,0
usb_asian_indian_ancestry,men,18_49,birth_region,texas,482,0.0723058,0.00417523,0.00648023,0.00360324,0.0863388,0.00123533,0.0750558,0.0417307,0.0876396,0.0488884,0
usb_asian_indian_ancestry,men,18_49,residence_region,all,6340,1,0,0.0110633,0.00126422,0.0701668,0.000286852,0.157671,0.017986,0.183718,0.0208916,0
usb_asian_indian_ancestry,men,18_49,residence_region,new_england,332,0.0483704,0.00296785,0,0,0.0467275,0.00117194,0,0,0,0,0
usb_asian_indian_ancestry,men,18_49,residence_region,middle_atlantic,1284,0.194184,0.00584847,0.0114956,0.00390144,0.0405539,0.000773368,0.283466,0.0957914,0.342914,0.114061,0
usb_asian_indian_ancestry,men,18_49,residence_region,east_north_central,762,0.141226,0.00610697,0.00236985,0.0013521,0.048605,0.000632966,0.0487574,0.0277705,0.0657349,0.0377486,0
usb_asian_indian_ancestry,men,18_49,residence_region,west_north_central,131,0.0306866,0.00339371,0.00938467,0.00901313,0.0591303,0.000999686,0.158712,0.152591,0.200229,0.194396,0
usb_asian_indian_ancestry,men,18_49,residence_region,south_atlantic,1241,0.187126,0.00673273,0.0235506,0.00389748,0.097539,0.000805377,0.241449,0.0399693,0.276644,0.0463737,0
usb_asian_indian_ancestry,men,18_49,residence_region,east_south_central,115,0.0184201,0.0022833,0.0017747,0.00204896,0.0715841,0.00123346,0.0247918,0.0285609,0.0265082,0.0301898,0
usb_asian_indian_ancestry,men,18_49,residence_region,west_south_central_ex_texas,49,0.0106647,0.00203309,0.0414538,0.0300652,0.0794324,0.00145025,0.521875,0.376698,0.626848,0.436883,0
usb_asian_indian_ancestry,men,18_49,residence_region,mountain,179,0.0290241,0.00283418,0.0424242,0.0192269,0.0803257,0.00113407,0.528153,0.239899,0.583383,0.261977,0
usb_asian_indian_ancestry,men,18_49,residence_region,pacific_ex_california,211,0.0342763,0.00291524,0.0159408,0.0056657,0.102352,0.0015489,0.155744,0.0549205,0.164367,0.0582022,0
usb_asian_indian_ancestry,men,18_49,residence_region,california,1324,0.199358,0.00687743,0.00468505,0.00190402,0.0715245,0.00122502,0.0655027,0.026562,0.0681464,0.0276514,0
usb_asian_indian_ancestry,men,18_49,residence_region,texas,712,0.106665,0.00507164,0.00576466,0.0033838,0.0951711,0.00137604,0.0605715,0.0355953,0.0699741,0.0412343,0
usb_asian_indian_ancestry,men,25_49,birth_region,all,3707,1,0,0.0139102,0.00188833,0.079685,0.000338777,0.174565,0.0236229,0.181481,0.0246193,0
usb_asian_indian_ancestry,men,25_49,birth_region,new_england,156,0.0400737,0.00417344,0.012094,0.011693,0.066845,0.0013828,0.180925,0.174723,0.18697,0.180586,0
usb_asian_indian_ancestry,men,25_49,birth_region,middle_atlantic,1053,0.269587,0.00894233,0.0201235,0.00540255,0.0645669,0.0010668,0.311669,0.0834309,0.325855,0.0873691,0
usb_asian_indian_ancestry,men,25_49,birth_region,east_north_central,625,0.185255,0.0070677,0.00504047,0.00217096,0.0712245,0.000803976,0.0707688,0.0303089,0.0725466,0.0309901,0
usb_asian_indian_ancestry,men,25_49,birth_region,west_north_central,76,0.0244659,0.00301837,0.0345364,0.0268676,0.0750259,0.00119505,0.460326,0.358136,0.46891,0.369517,0
usb_asian_indian_ancestry,men,25_49,birth_region,south_atlantic,492,0.133053,0.00692452,0.0127775,0.00470839,0.0903667,0.0010064,0.141396,0.0523293,0.145426,0.0538818,0
usb_asian_indian_ancestry,men,25_49,birth_region,east_south_central,84,0.0233393,0.00306667,0,0,0.0786377,0.00127183,0,0,0,0,0
usb_asian_indian_ancestry,men,25_49,birth_region,west_south_central_ex_texas,52,0.0147729,0.00274866,0,0,0.0867955,0.00173974,0,0,0,0,0
usb_asian_indian_ancestry,men,25_49,birth_region,mountain,57,0.0152145,0.00255873,0.0438626,0.032581,0.0871319,0.00159022,0.503404,0.374302,0.506715,0.373271,0
usb_asian_indian_ancestry,men,25_49,birth_region,pacific_ex_california,59,0.0142883,0.00234079,0,0,0.0950219,0.00208526,0,0,0,0,0
usb_asian_indian_ancestry,men,25_49,birth_region,outside_states,149,0.0410633,0.00401091,0.040351,0.0155793,0.127914,0.00467636,0.315454,0.125169,0.328966,0.13168,0
usb_asian_indian_ancestry,men,25_49,birth_region,california,637,0.167582,0.00717251,0.00993277,0.00373964,0.0877034,0.0013722,0.113254,0.0427434,0.122036,0.0461735,0
usb_asian_indian_ancestry,men,25_49,birth_region,texas,267,0.0713044,0.00531541,0.00747304,0.0052406,0.098216,0.00146269,0.0760879,0.0532863,0.0797187,0.0558639,0
usb_asian_indian_ancestry,men,25_49,residence_region,all,3707,1,0,0.0139102,0.00188833,0.079685,0.000338777,0.174565,0.0236229,0.181481,0.0246193,0
usb_asian_indian_ancestry,men,25_49,residence_region,new_england,170,0.0432988,0.00362932,0,0,0.0567941,0.00150725,0,0,0,0,0
usb_asian_indian_ancestry,men,25_49,residence_region,middle_atlantic,808,0.203398,0.00735597,0.0143714,0.00602886,0.0482889,0.00095197,0.297614,0.124499,0.321406,0.133813,0
usb_asian_indian_ancestry,men,25_49,residence_region,east_north_central,386,0.121277,0.00706579,0.00263626,0.00168313,0.0582783,0.000727329,0.0452357,0.0288266,0.0472411,0.0301158,0
usb_asian_indian_ancestry,men,25_49,residence_region,west_north_central,58,0.030335,0.004458,0.0154747,0.0151007,0.0688827,0.0011191,0.224653,0.219852,0.243865,0.238291,0
usb_asian_indian_ancestry,men,25_49,residence_region,south_atlantic,717,0.181371,0.00733854,0.0283024,0.00594029,0.107477,0.000982043,0.263335,0.0553889,0.26934,0.0573749,0
usb_asian_indian_ancestry,men,25_49,residence_region,east_south_central,77,0.0218422,0.00337483,0.00243959,0.00279104,0.0844127,0.00150612,0.0289008,0.0329854,0.0296144,0.0336675,0
usb_asian_indian_ancestry,men,25_49,residence_region,west_south_central_ex_texas,33,0.00954582,0.00226453,0.0754918,0.0509022,0.0917946,0.00185871,0.822399,0.552569,0.840462,0.565184,0
usb_asian_indian_ancestry,men,25_49,residence_region,mountain,120,0.0323675,0.00352184,0.0580903,0.0275116,0.0909455,0.0013188,0.638737,0.303354,0.660476,0.314852,0
usb_asian_indian_ancestry,men,25_49,residence_region,pacific_ex_california,130,0.0353566,0.00353792,0.0194488,0.00888174,0.106783,0.00182073,0.182133,0.0827114,0.183101,0.0832386,0
usb_asian_indian_ancestry,men,25_49,residence_region,california,826,0.214017,0.00805865,0.00622451,0.0028122,0.0743492,0.00137737,0.0837199,0.0377561,0.0848163,0.0381848,0
usb_asian_indian_ancestry,men,25_49,residence_region,texas,382,0.107191,0.00657121,0.00364549,0.0028586,0.10672,0.00157682,0.0341595,0.0267644,0.0351085,0.0275422,0
usb_asian_indian_ancestry,women,18_49,birth_region,all,6035,1,0,0.00270704,0.000783704,0.0128538,0.000115058,0.210602,0.0613434,0.246736,0.0720977,0
usb_asian_indian_ancestry,women,18_49,birth_region,new_england,277,0.0415848,0.00282061,0.000291727,0.000350181,0.0112249,0.00052836,0.0259893,0.0312881,0.0325702,0.0393385,0
usb_asian_indian_ancestry,women,18_49,birth_region,middle_atlantic,1518,0.2511,0.00715921,0.0029402,0.00195087,0.0105549,0.000363068,0.278563,0.185983,0.325646,0.216717,0
usb_asian_indian_ancestry,women,18_49,birth_region,east_north_central,928,0.169306,0.00652236,0.00106457,0.00106771,0.0116419,0.000291502,0.0914433,0.0922502,0.105656,0.106684,0
usb_asian_indian_ancestry,women,18_49,birth_region,west_north_central,152,0.0291241,0.00355481,0.00339185,0.00353601,0.0124878,0.000486685,0.271613,0.285229,0.317091,0.331652,0
usb_asian_indian_ancestry,women,18_49,birth_region,south_atlantic,826,0.131721,0.00577211,0.00332873,0.00272674,0.0139842,0.000352954,0.238034,0.195079,0.281895,0.230642,0
usb_asian_indian_ancestry,women,18_49,birth_region,east_south_central,131,0.026034,0.00290897,0.0139129,0.010522,0.00913771,0.000456642,1.52258,1.15596,1.62566,1.24122,0
usb_asian_indian_ancestry,women,18_49,birth_region,west_south_central_ex_texas,71,0.0125179,0.00187801,0,0,0.0118165,0.000528951,0,0,0,0,0
usb_asian_indian_ancestry,women,18_49,birth_region,mountain,158,0.0260375,0.00300335,0.00465921,0.00497585,0.014323,0.000570012,0.325296,0.349415,0.447355,0.482487,0
usb_asian_indian_ancestry,women,18_49,birth_region,pacific_ex_california,130,0.0219943,0.00217531,0.0190686,0.0188195,0.0166618,0.000734172,1.14445,1.12288,1.49331,1.46826,0
usb_asian_indian_ancestry,women,18_49,birth_region,outside_states,227,0.042155,0.00334917,0.00357671,0.00405154,0.0278711,0.00212985,0.12833,0.146934,0.144066,0.165515,0
usb_asian_indian_ancestry,women,18_49,birth_region,california,1133,0.171894,0.00645285,0.000272219,0.000281607,0.0165194,0.000576555,0.0164787,0.0170511,0.0196306,0.0202954,0
usb_asian_indian_ancestry,women,18_49,birth_region,texas,484,0.0765319,0.00491197,0.00181159,0.00160598,0.0155798,0.000699158,0.116279,0.104311,0.138515,0.123869,0
usb_asian_indian_ancestry,women,18_49,residence_region,all,6035,1,0,0.00270704,0.000783704,0.0128538,0.000115058,0.210602,0.0613434,0.246736,0.0720977,0
usb_asian_indian_ancestry,women,18_49,residence_region,new_england,322,0.0407962,0.00254343,0,0,0.00746926,0.000506998,0,0,0,0,0
usb_asian_indian_ancestry,women,18_49,residence_region,middle_atlantic,1258,0.212381,0.00629291,0,0,0.00691416,0.000281391,0,0,0,0,0
usb_asian_indian_ancestry,women,18_49,residence_region,east_north_central,682,0.136316,0.00582359,0.00132221,0.00133562,0.00850995,0.000266527,0.155373,0.156905,0.19695,0.198178,0
usb_asian_indian_ancestry,women,18_49,residence_region,west_north_central,110,0.0275695,0.00312928,0,0,0.0105972,0.00041918,0,0,0,0,0
usb_asian_indian_ancestry,women,18_49,residence_region,south_atlantic,1203,0.191271,0.00603139,0.00641502,0.00284973,0.0186786,0.000454509,0.343443,0.153285,0.391875,0.175129,0
usb_asian_indian_ancestry,women,18_49,residence_region,east_south_central,113,0.0232143,0.00235798,0,0,0.010294,0.000394255,0,0,0,0,0
usb_asian_indian_ancestry,women,18_49,residence_region,west_south_central_ex_texas,42,0.00637073,0.00143363,0.00272035,0.00256125,0.0136459,0.000732137,0.199353,0.190651,0.247726,0.241338,0
usb_asian_indian_ancestry,women,18_49,residence_region,mountain,179,0.0327912,0.00311738,0.00734633,0.00719265,0.0161084,0.000440361,0.456055,0.446783,0.512828,0.502517,0
usb_asian_indian_ancestry,women,18_49,residence_region,pacific_ex_california,199,0.0310426,0.0025129,0.0260719,0.0152592,0.020529,0.000721125,1.27,0.739186,1.37014,0.797976,0
usb_asian_indian_ancestry,women,18_49,residence_region,california,1269,0.193758,0.00677882,0,0,0.0150357,0.000643807,0,0,0,0,0
usb_asian_indian_ancestry,women,18_49,residence_region,texas,658,0.10449,0.00531216,0.00222252,0.00175483,0.0176955,0.000650021,0.125598,0.0986458,0.149064,0.11688,0
usb_asian_indian_ancestry,women,25_49,birth_region,all,3460,1,0,0.00313455,0.000783986,0.0145034,0.00014264,0.216126,0.0539715,0.225639,0.0565465,0
usb_asian_indian_ancestry,women,25_49,birth_region,new_england,124,0.0352003,0.00407359,0,0,0.0128267,0.000631806,0,0,0,0,0
usb_asian_indian_ancestry,women,25_49,birth_region,middle_atlantic,964,0.274249,0.0094697,0.00337385,0.00187861,0.0119661,0.000416271,0.281952,0.157367,0.305621,0.170204,0
usb_asian_indian_ancestry,women,25_49,birth_region,east_north_central,573,0.173448,0.00891219,0.00170707,0.00170684,0.0131007,0.00033971,0.130304,0.130719,0.133927,0.134321,0
usb_asian_indian_ancestry,women,25_49,birth_region,west_north_central,92,0.03048,0.00425013,0.00532412,0.00559656,0.0142153,0.000599052,0.374533,0.398378,0.391159,0.416142,0
usb_asian_indian_ancestry,women,25_49,birth_region,south_atlantic,433,0.115634,0.00687344,0.00349616,0.00253154,0.0155967,0.000405271,0.224161,0.16188,0.233224,0.168428,0
usb_asian_indian_ancestry,women,25_49,birth_region,east_south_central,90,0.0296971,0.00400528,0.0200364,0.0153541,0.0102266,0.000566047,1.95925,1.50277,2.00568,1.53828,0
usb_asian_indian_ancestry,women,25_49,birth_region,west_south_central_ex_texas,51,0.0161453,0.00298991,0,0,0.0133553,0.000708958,0,0,0,0,0
usb_asian_indian_ancestry,women,25_49,birth_region,mountain,64,0.0178336,0.0029412,0.011175,0.0118848,0.0166604,0.000674979,0.67075,0.718222,0.675475,0.724784,0
usb_asian_indian_ancestry,women,25_49,birth_region,pacific_ex_california,66,0.020077,0.00281963,0,0,0.0188151,0.000881053,0,0,0,0,0
usb_asian_indian_ancestry,women,25_49,birth_region,outside_states,149,0.0491848,0.00419588,0.00503589,0.00571072,0.0323752,0.00252144,0.155548,0.178411,0.155913,0.179576,0
usb_asian_indian_ancestry,women,25_49,birth_region,california,595,0.160921,0.00752086,0.000477682,0.000493875,0.0180077,0.000661666,0.0265265,0.0273785,0.0283693,0.0291654,0
usb_asian_indian_ancestry,women,25_49,birth_region,texas,259,0.0771309,0.00651466,0.0029529,0.00262692,0.0177514,0.00081291,0.166348,0.149747,0.174913,0.156917,0
usb_asian_indian_ancestry,women,25_49,residence_region,all,3460,1,0,0.00313455,0.000783986,0.0145034,0.00014264,0.216126,0.0539715,0.225639,0.0565465,0
usb_asian_indian_ancestry,women,25_49,residence_region,new_england,136,0.0357896,0.00359807,0,0,0.00867899,0.000628233,0,0,0,0,0
usb_asian_indian_ancestry,women,25_49,residence_region,middle_atlantic,769,0.222519,0.00868868,0,0,0.00812732,0.000341066,0,0,0,0,0
usb_asian_indian_ancestry,women,25_49,residence_region,east_north_central,389,0.131349,0.00783551,0.0022542,0.00226271,0.010049,0.000306883,0.224321,0.224909,0.239502,0.239978,0
usb_asian_indian_ancestry,women,25_49,residence_region,west_north_central,57,0.0284301,0.00463648,0,0,0.0120293,0.000516212,0,0,0,0,0
usb_asian_indian_ancestry,women,25_49,residence_region,south_atlantic,712,0.189955,0.00777355,0.00899267,0.00359315,0.0208686,0.000513316,0.430919,0.173548,0.43919,0.178052,0
usb_asian_indian_ancestry,women,25_49,residence_region,east_south_central,71,0.0244586,0.00364339,0,0,0.0120667,0.000487504,0,0,0,0,0
usb_asian_indian_ancestry,women,25_49,residence_region,west_south_central_ex_texas,19,0.00595592,0.00187237,0.00478011,0.00459012,0.0157579,0.0008542,0.303348,0.297829,0.303379,0.302128,0
usb_asian_indian_ancestry,women,25_49,residence_region,mountain,109,0.0350807,0.00427937,0.0112806,0.0111052,0.017799,0.000504368,0.633778,0.623743,0.660281,0.651158,0
usb_asian_indian_ancestry,women,25_49,residence_region,pacific_ex_california,111,0.032396,0.00353382,0.0100185,0.00755241,0.0214904,0.000789779,0.466183,0.349474,0.467661,0.349904,0
usb_asian_indian_ancestry,women,25_49,residence_region,california,734,0.192594,0.00802655,0,0,0.0156934,0.000762421,0,0,0,0,0
usb_asian_indian_ancestry,women,25_49,residence_region,texas,353,0.101473,0.00673216,0.00375961,0.00293372,0.0196999,0.000748057,0.190844,0.147878,0.199411,0.154853,0
usb_nh_white,men,18_49,birth_region,all,1100982,1,0,0.0701668,0.000286852,0.0701668,0.000286852,1,0,1,0,0
usb_nh_white,men,18_49,birth_region,new_england,63010,0.0586918,0.000196898,0.0582619,0.00109842,0.0582619,0.00109842,1,0,1,0,0
usb_nh_white,men,18_49,birth_region,middle_atlantic,165557,0.14203,0.000324689,0.05693,0.000901661,0.05693,0.000901661,1,0,1,0,0
usb_nh_white,men,18_49,birth_region,east_north_central,218856,0.196744,0.000307657,0.0631224,0.000698536,0.0631224,0.000698536,1,0,1,0,0
usb_nh_white,men,18_49,birth_region,west_north_central,105671,0.0951695,0.000272389,0.0656274,0.000976648,0.0656274,0.000976648,1,0,1,0,0
usb_nh_white,men,18_49,birth_region,south_atlantic,171528,0.155874,0.000392748,0.0792084,0.000819439,0.0792084,0.000819439,1,0,1,0,0
usb_nh_white,men,18_49,birth_region,east_south_central,72198,0.066489,0.000220441,0.0686478,0.00103074,0.0686478,0.00103074,1,0,1,0,0
usb_nh_white,men,18_49,birth_region,west_south_central_ex_texas,40884,0.0388889,0.000218023,0.0781383,0.00153716,0.0781383,0.00153716,1,0,1,0,0
usb_nh_white,men,18_49,birth_region,mountain,70979,0.0659258,0.000253847,0.0753331,0.0014172,0.0753331,0.0014172,1,0,1,0,0
usb_nh_white,men,18_49,birth_region,pacific_ex_california,41317,0.0393996,0.000189307,0.0834344,0.00181081,0.0834344,0.00181081,1,0,1,0,0
usb_nh_white,men,18_49,birth_region,outside_states,10598,0.0100485,0.000139591,0.110748,0.00389099,0.110748,0.00389099,1,0,1,0,0
usb_nh_white,men,18_49,birth_region,california,78987,0.0755566,0.000281288,0.0783033,0.00119622,0.0783033,0.00119622,1,0,1,0,0
usb_nh_white,men,18_49,birth_region,texas,61397,0.0551826,0.000195585,0.0863388,0.00123533,0.0863388,0.00123533,1,0,1,0,0
usb_nh_white,men,18_49,residence_region,all,1100982,1,0,0.0701668,0.000286852,0.0701668,0.000286852,1,0,1,0,0
