group,sex,age_band,education,outcome,n_records,adults_per_year,rate,se,ratio_to_nh_white,ratio_se
usb_mexican_ancestry,women,25_34,ba_plus,reserve_guard_only,10887,411801,0.00337785,0.000809073,1.1935,0.307998
usb_mexican_ancestry,women,18_plus_born_1956_on,less_than_hs,ever_active_duty,11214,473103,0.00079123,0.000305954,0.166577,0.0655491
usb_mexican_ancestry,women,18_plus_born_1956_on,less_than_hs,now_active_duty,11214,473103,0.000219825,0.000215421,1.15771,1.32271
usb_mexican_ancestry,women,18_plus_born_1956_on,less_than_hs,reserve_guard_only,11214,473103,0.000289578,0.000124139,0.227623,0.102267
usb_mexican_ancestry,women,18_plus_born_1956_on,hs_diploma,ever_active_duty,35300,1459216,0.00754035,0.000578036,0.760501,0.0590901
usb_mexican_ancestry,women,18_plus_born_1956_on,hs_diploma,now_active_duty,35300,1459216,0.00271835,0.000359398,2.3473,0.326361
usb_mexican_ancestry,women,18_plus_born_1956_on,hs_diploma,reserve_guard_only,35300,1459216,0.00258838,0.000306453,0.948269,0.117912
usb_mexican_ancestry,women,18_plus_born_1956_on,some_college,ever_active_duty,46021,1822556,0.014294,0.000684482,0.768083,0.0389028
usb_mexican_ancestry,women,18_plus_born_1956_on,some_college,now_active_duty,46021,1822556,0.00454325,0.000389655,2.32808,0.222283
usb_mexican_ancestry,women,18_plus_born_1956_on,some_college,reserve_guard_only,46021,1822556,0.00355435,0.000349101,0.853789,0.0834143
usb_mexican_ancestry,women,18_plus_born_1956_on,ba_plus,ever_active_duty,29031,1051291,0.0178698,0.000985265,1.1144,0.0623021
usb_mexican_ancestry,women,18_plus_born_1956_on,ba_plus,now_active_duty,29031,1051291,0.00266371,0.000363863,1.54524,0.223357
usb_mexican_ancestry,women,18_plus_born_1956_on,ba_plus,reserve_guard_only,29031,1051291,0.00404645,0.000503372,1.32317,0.169984
mexico_born,men,18_24,less_than_hs,ever_active_duty,2010,88438,0.0031736,0.00191749,0.801402,0.476805
mexico_born,men,18_24,less_than_hs,now_active_duty,2010,88438,0.00119858,0.00108363,0.969974,0.927707
mexico_born,men,18_24,less_than_hs,reserve_guard_only,2010,88438,0.000701056,0.000488505,0.206055,0.149901
mexico_born,men,18_24,hs_diploma,ever_active_duty,3206,140193,0.00635789,0.00135913,0.127695,0.0269329
mexico_born,men,18_24,hs_diploma,now_active_duty,3206,140193,0.00410386,0.00132591,0.12377,0.0394665
mexico_born,men,18_24,hs_diploma,reserve_guard_only,3206,140193,0.00605355,0.00152628,0.532085,0.135962
mexico_born,men,18_24,some_college,ever_active_duty,1855,71969,0.0155714,0.00350525,0.451177,0.0999686
mexico_born,men,18_24,some_college,now_active_duty,1855,71969,0.0102312,0.00288392,0.439153,0.123169
mexico_born,men,18_24,some_college,reserve_guard_only,1855,71969,0.00416844,0.00142902,0.354674,0.121921
mexico_born,men,18_24,ba_plus,ever_active_duty,425,16241,0.0117606,0.00227419,0.491663,0.106534
mexico_born,men,18_24,ba_plus,now_active_duty,425,16241,0,0,0,0
mexico_born,men,18_24,ba_plus,reserve_guard_only,425,16241,0.00882558,0.00761986,1.16588,1.0294
mexico_born,men,18_49,less_than_hs,ever_active_duty,30108,1387080,0.00478535,0.000438272,0.362298,0.036246
mexico_born,men,18_49,less_than_hs,now_active_duty,30108,1387080,0.000213158,0.000117559,0.256266,0.143795
mexico_born,men,18_49,less_than_hs,reserve_guard_only,30108,1387080,0.000973027,0.000220757,0.243877,0.0587242
mexico_born,men,18_49,hs_diploma,ever_active_duty,23162,1073828,0.0114143,0.000768615,0.179847,0.0123306
mexico_born,men,18_49,hs_diploma,now_active_duty,23162,1073828,0.00144405,0.000235456,0.0949008,0.0153843
mexico_born,men,18_49,hs_diploma,reserve_guard_only,23162,1073828,0.00369923,0.000524321,0.295337,0.0424131
mexico_born,men,18_49,some_college,ever_active_duty,11459,482866,0.0320185,0.00226166,0.339961,0.0243235
mexico_born,men,18_49,some_college,now_active_duty,11459,482866,0.00670096,0.000913163,0.338782,0.0463959
mexico_born,men,18_49,some_college,reserve_guard_only,11459,482866,0.00743339,0.00103783,0.471533,0.0678556
mexico_born,men,18_49,ba_plus,ever_active_duty,7735,316387,0.0315141,0.00237285,0.482669,0.037012
mexico_born,men,18_49,ba_plus,now_active_duty,7735,316387,0.00510662,0.00084336,0.343933,0.0556592
mexico_born,men,18_49,ba_plus,reserve_guard_only,7735,316387,0.00502338,0.000954586,0.488404,0.0949665
mexico_born,men,25_49,less_than_hs,ever_active_duty,28098,1298642,0.00489511,0.000461315,0.264524,0.0272184
mexico_born,men,25_49,less_than_hs,now_active_duty,28098,1298642,0.00014605,0.00010994,0.243236,0.187418
mexico_born,men,25_49,less_than_hs,reserve_guard_only,28098,1298642,0.000991548,0.000235859,0.229189,0.0613926
mexico_born,men,25_49,hs_diploma,ever_active_duty,19956,933635,0.0121736,0.000903294,0.176017,0.0132965
mexico_born,men,25_49,hs_diploma,now_active_duty,19956,933635,0.00104466,0.000217476,0.134854,0.0284172
mexico_born,men,25_49,hs_diploma,reserve_guard_only,19956,933635,0.00334571,0.000543034,0.257291,0.0419345
mexico_born,men,25_49,some_college,ever_active_duty,9604,410897,0.0348993,0.0026625,0.301253,0.0231797
mexico_born,men,25_49,some_college,now_active_duty,9604,410897,0.00608263,0.0010709,0.32875,0.0579619
mexico_born,men,25_49,some_college,reserve_guard_only,9604,410897,0.00800526,0.00119539,0.464862,0.0709325
mexico_born,men,25_49,ba_plus,ever_active_duty,7310,300146,0.032583,0.0024687,0.472384,0.0362519
mexico_born,men,25_49,ba_plus,now_active_duty,7310,300146,0.00538293,0.000886296,0.369108,0.058975
mexico_born,men,25_49,ba_plus,reserve_guard_only,7310,300146,0.00481765,0.000953413,0.457641,0.0920848
mexico_born,men,25_34,less_than_hs,ever_active_duty,6466,281407,0.00325863,0.000835214,0.244039,0.0688432
mexico_born,men,25_34,less_than_hs,now_active_duty,6466,281407,0,0,0,0
mexico_born,men,25_34,less_than_hs,reserve_guard_only,6466,281407,0.00159555,0.000593672,0.381201,0.151366
mexico_born,men,25_34,hs_diploma,ever_active_duty,7119,317363,0.0122961,0.00157859,0.190977,0.0250306
mexico_born,men,25_34,hs_diploma,now_active_duty,7119,317363,0.00182546,0.00055568,0.133897,0.0418303
mexico_born,men,25_34,hs_diploma,reserve_guard_only,7119,317363,0.00332847,0.00090563,0.229397,0.0623447
mexico_born,men,25_34,some_college,ever_active_duty,3783,158129,0.0303929,0.0036259,0.288788,0.0345813
mexico_born,men,25_34,some_college,now_active_duty,3783,158129,0.00941847,0.00226965,0.334473,0.080856
mexico_born,men,25_34,some_college,reserve_guard_only,3783,158129,0.0111491,0.00219565,0.584556,0.121361
mexico_born,men,25_34,ba_plus,ever_active_duty,2849,115707,0.0161471,0.003034,0.347475,0.0643419
mexico_born,men,25_34,ba_plus,now_active_duty,2849,115707,0.00545053,0.00152516,0.318178,0.0873772
mexico_born,men,25_34,ba_plus,reserve_guard_only,2849,115707,0.00411671,0.00155625,0.396275,0.151361
mexico_born,men,18_plus_born_1956_on,less_than_hs,ever_active_duty,55572,2437232,0.00666808,0.000389958,0.21701,0.0133104
mexico_born,men,18_plus_born_1956_on,less_than_hs,now_active_duty,55572,2437232,0.000121313,6.68259e-05,0.216763,0.119849
mexico_born,men,18_plus_born_1956_on,less_than_hs,reserve_guard_only,55572,2437232,0.00110002,0.000174673,0.132298,0.021451
mexico_born,men,18_plus_born_1956_on,hs_diploma,ever_active_duty,33648,1507679,0.0134065,0.000750699,0.149884,0.00827886
mexico_born,men,18_plus_born_1956_on,hs_diploma,now_active_duty,33648,1507679,0.00105394,0.000168361,0.112763,0.0179033
mexico_born,men,18_plus_born_1956_on,hs_diploma,reserve_guard_only,33648,1507679,0.0041397,0.000398969,0.275023,0.026851
mexico_born,men,18_plus_born_1956_on,some_college,ever_active_duty,17287,704463,0.0386782,0.00175676,0.311438,0.0144089
mexico_born,men,18_plus_born_1956_on,some_college,now_active_duty,17287,704463,0.00497779,0.000663612,0.387862,0.0518737
mexico_born,men,18_plus_born_1956_on,some_college,reserve_guard_only,17287,704463,0.00765217,0.000770078,0.43665,0.0450787
mexico_born,men,18_plus_born_1956_on,ba_plus,ever_active_duty,11592,456267,0.0353105,0.00231824,0.424154,0.0281292
mexico_born,men,18_plus_born_1956_on,ba_plus,now_active_duty,11592,456267,0.0040152,0.000637546,0.414818,0.0648698
mexico_born,men,18_plus_born_1956_on,ba_plus,reserve_guard_only,11592,456267,0.00596216,0.00083144,0.481085,0.0687924
mexico_born,women,18_24,less_than_hs,ever_active_duty,920,43741,0.00230903,0.00186299,1.38857,1.19739
mexico_born,women,18_24,less_than_hs,now_active_duty,920,43741,0.000487716,0.000543634,0.940473,1.05741
mexico_born,women,18_24,less_than_hs,reserve_guard_only,920,43741,0.00054106,0.000579801,0.328852,0.373985
mexico_born,women,18_24,hs_diploma,ever_active_duty,2409,108840,0.00340254,0.0011656,0.412827,0.13857
mexico_born,women,18_24,hs_diploma,now_active_duty,2409,108840,0.00279002,0.00107785,0.52302,0.198216
mexico_born,women,18_24,hs_diploma,reserve_guard_only,2409,108840,0.00437644,0.00247028,1.44015,0.811688
mexico_born,women,18_24,some_college,ever_active_duty,2083,87738,0.00639401,0.0027454,0.825964,0.358255
mexico_born,women,18_24,some_college,now_active_duty,2083,87738,0.00484395,0.00274746,1.01291,0.573585
mexico_born,women,18_24,some_college,reserve_guard_only,2083,87738,0.00126133,0.000541454,0.33293,0.142953
mexico_born,women,18_24,ba_plus,ever_active_duty,493,20514,0.00168988,0.00114653,0.393133,0.259761
mexico_born,women,18_24,ba_plus,now_active_duty,493,20514,0.00068245,0.000482916,0.259469,0.196588
mexico_born,women,18_24,ba_plus,reserve_guard_only,493,20514,0,0,0,0
mexico_born,women,18_49,less_than_hs,ever_active_duty,22666,1019127,0.00140055,0.000267437,0.394028,0.0890608
mexico_born,women,18_49,less_than_hs,now_active_duty,22666,1019127,2.0933e-05,2.3329e-05,0.0703385,0.0837141
mexico_born,women,18_49,less_than_hs,reserve_guard_only,22666,1019127,0.000349973,0.000139605,0.2596,0.112176
mexico_born,women,18_49,hs_diploma,ever_active_duty,20267,913676,0.00215248,0.000361683,0.259081,0.0448106
mexico_born,women,18_49,hs_diploma,now_active_duty,20267,913676,0.000431225,0.000160599,0.205466,0.0744598
mexico_born,women,18_49,hs_diploma,reserve_guard_only,20267,913676,0.00121122,0.000342661,0.379287,0.105715
mexico_born,women,18_49,some_college,ever_active_duty,12673,525012,0.00947661,0.00124309,0.588519,0.0782258
mexico_born,women,18_49,some_college,now_active_duty,12673,525012,0.00223868,0.000733164,0.700403,0.228934
mexico_born,women,18_49,some_college,reserve_guard_only,12673,525012,0.00159234,0.000365182,0.360639,0.0841268
mexico_born,women,18_49,ba_plus,ever_active_duty,9435,365966,0.00692141,0.000988695,0.508015,0.0715471
mexico_born,women,18_49,ba_plus,now_active_duty,9435,365966,0.000758723,0.00029581,0.295173,0.117745
mexico_born,women,18_49,ba_plus,reserve_guard_only,9435,365966,0.00198561,0.000534402,0.688202,0.186641
mexico_born,women,25_49,less_than_hs,ever_active_duty,21746,975385,0.0013598,0.000268895,0.28852,0.0693907
mexico_born,women,25_49,less_than_hs,now_active_duty,21746,975385,0,0,0,0
mexico_born,women,25_49,less_than_hs,reserve_guard_only,21746,975385,0.000341404,0.000150387,0.292774,0.144898
mexico_born,women,25_49,hs_diploma,ever_active_duty,17858,804835,0.00198343,0.000382452,0.237847,0.0481291
mexico_born,women,25_49,hs_diploma,now_active_duty,17858,804835,0.000112238,7.07848e-05,0.192793,0.128254
mexico_born,women,25_49,hs_diploma,reserve_guard_only,17858,804835,0.000783183,0.000247962,0.239808,0.0775302
mexico_born,women,25_49,some_college,ever_active_duty,10590,437274,0.0100951,0.00137697,0.518838,0.0718655
mexico_born,women,25_49,some_college,now_active_duty,10590,437274,0.00171594,0.000620317,0.670299,0.239647
mexico_born,women,25_49,some_college,reserve_guard_only,10590,437274,0.00165876,0.000438084,0.355437,0.0958771
mexico_born,women,25_49,ba_plus,ever_active_duty,8942,345451,0.00723208,0.00104081,0.496444,0.0705724
mexico_born,women,25_49,ba_plus,now_active_duty,8942,345451,0.000763253,0.00031068,0.297635,0.124099
mexico_born,women,25_49,ba_plus,reserve_guard_only,8942,345451,0.00210353,0.000566104,0.710992,0.191295
mexico_born,women,25_34,less_than_hs,ever_active_duty,3459,161793,0.000962135,0.000699707,0.211089,0.157162
mexico_born,women,25_34,less_than_hs,now_active_duty,3459,161793,0,0,0,0
mexico_born,women,25_34,less_than_hs,reserve_guard_only,3459,161793,0.000599532,0.000364374,0.399123,0.307272
mexico_born,women,25_34,hs_diploma,ever_active_duty,5626,257857,0.00187571,0.000658642,0.239196,0.0850122
mexico_born,women,25_34,hs_diploma,now_active_duty,5626,257857,0.000149954,0.000143053,0.135036,0.13084
mexico_born,women,25_34,hs_diploma,reserve_guard_only,5626,257857,0.00113112,0.000598629,0.277191,0.152011
mexico_born,women,25_34,some_college,ever_active_duty,3962,167379,0.00861918,0.00219273,0.494135,0.125576
mexico_born,women,25_34,some_college,now_active_duty,3962,167379,0.00390532,0.00156153,0.900556,0.358537
mexico_born,women,25_34,some_college,reserve_guard_only,3962,167379,0.00120087,0.000522308,0.220128,0.0985022
mexico_born,women,25_34,ba_plus,ever_active_duty,3282,131085,0.00509594,0.0011632,0.49574,0.114884
mexico_born,women,25_34,ba_plus,now_active_duty,3282,131085,0.00102478,0.00064732,0.290002,0.183403
mexico_born,women,25_34,ba_plus,reserve_guard_only,3282,131085,0.00303875,0.00127179,1.07369,0.453034
mexico_born,women,18_plus_born_1956_on,less_than_hs,ever_active_duty,46502,1936548,0.00154519,0.000209064,0.325307,0.049077
mexico_born,women,18_plus_born_1956_on,less_than_hs,now_active_duty,46502,1936548,1.10162e-05,1.22759e-05,0.0580167,0.0695644
mexico_born,women,18_plus_born_1956_on,less_than_hs,reserve_guard_only,46502,1936548,0.000425327,0.000113039,0.33433,0.0992236
mexico_born,women,18_plus_born_1956_on,hs_diploma,ever_active_duty,31088,1322544,0.00213679,0.000283273,0.215511,0.0287225
mexico_born,women,18_plus_born_1956_on,hs_diploma,now_active_duty,31088,1322544,0.000297911,0.000110799,0.257247,0.093461
mexico_born,women,18_plus_born_1956_on,hs_diploma,reserve_guard_only,31088,1322544,0.00127582,0.000266576,0.467407,0.0974624
mexico_born,women,18_plus_born_1956_on,some_college,ever_active_duty,19456,761212,0.00868264,0.000945853,0.466558,0.0518024
mexico_born,women,18_plus_born_1956_on,some_college,now_active_duty,19456,761212,0.00154403,0.000505933,0.7912,0.25899
mexico_born,women,18_plus_born_1956_on,some_college,reserve_guard_only,19456,761212,0.00158081,0.000324609,0.379726,0.0795453
mexico_born,women,18_plus_born_1956_on,ba_plus,ever_active_duty,13960,516912,0.00724495,0.000728879,0.451814,0.044841
mexico_born,women,18_plus_born_1956_on,ba_plus,now_active_duty,13960,516912,0.000537165,0.000209239,0.311614,0.123582
mexico_born,women,18_plus_born_1956_on,ba_plus,reserve_guard_only,13960,516912,0.00160956,0.000393999,0.526317,0.128347
mexico_born_naturalized,men,18_24,less_than_hs,ever_active_duty,170,6991,0.0151624,0.0134635,3.82882,3.38006
mexico_born_naturalized,men,18_24,less_than_hs,now_active_duty,170,6991,0.0151624,0.0134635,12.2704,11.5669
mexico_born_naturalized,men,18_24,less_than_hs,reserve_guard_only,170,6991,0,0,0,0
mexico_born_naturalized,men,18_24,hs_diploma,ever_active_duty,447,19136,0.0274696,0.00898957,0.551712,0.179182
mexico_born_naturalized,men,18_24,hs_diploma,now_active_duty,447,19136,0.0211465,0.00915291,0.637768,0.273371
mexico_born_naturalized,men,18_24,hs_diploma,reserve_guard_only,447,19136,0.0182027,0.00782814,1.59996,0.684786
mexico_born_naturalized,men,18_24,some_college,ever_active_duty,431,15646,0.0407985,0.0116193,1.18212,0.331183
mexico_born_naturalized,men,18_24,some_college,now_active_duty,431,15646,0.0278239,0.00971649,1.19428,0.418683
mexico_born_naturalized,men,18_24,some_college,reserve_guard_only,431,15646,0.0110145,0.00453244,0.937177,0.389932
mexico_born_naturalized,men,18_24,ba_plus,ever_active_duty,108,4872,0.00389984,0.00396031,0.163036,0.168125
mexico_born_naturalized,men,18_24,ba_plus,now_active_duty,108,4872,0,0,0,0
mexico_born_naturalized,men,18_24,ba_plus,reserve_guard_only,108,4872,0.0294198,0.0250829,3.88643,3.39212
mexico_born_naturalized,men,18_49,less_than_hs,ever_active_duty,3998,177151,0.0109229,0.00214556,0.82697,0.163252
mexico_born_naturalized,men,18_49,less_than_hs,now_active_duty,3998,177151,0.00144322,0.000893481,1.73509,1.08787
mexico_born_naturalized,men,18_49,less_than_hs,reserve_guard_only,3998,177151,0.00187787,0.000780312,0.470666,0.196849
mexico_born_naturalized,men,18_49,hs_diploma,ever_active_duty,5295,241143,0.0257053,0.00256138,0.40502,0.0405729
mexico_born_naturalized,men,18_49,hs_diploma,now_active_duty,5295,241143,0.00392712,0.000825243,0.258084,0.0543173
mexico_born_naturalized,men,18_49,hs_diploma,reserve_guard_only,5295,241143,0.00697234,0.00128626,0.556654,0.104579
mexico_born_naturalized,men,18_49,some_college,ever_active_duty,4058,167632,0.0631325,0.00514491,0.670318,0.0549887
mexico_born_naturalized,men,18_49,some_college,now_active_duty,4058,167632,0.0145239,0.00240656,0.734288,0.123023
mexico_born_naturalized,men,18_49,some_college,reserve_guard_only,4058,167632,0.0150171,0.00242991,0.952598,0.156331
mexico_born_naturalized,men,18_49,ba_plus,ever_active_duty,2980,118948,0.0613572,0.00579992,0.939744,0.0895065
mexico_born_naturalized,men,18_49,ba_plus,now_active_duty,2980,118948,0.0101977,0.00202004,0.68682,0.133878
mexico_born_naturalized,men,18_49,ba_plus,reserve_guard_only,2980,118948,0.00871247,0.00202916,0.847078,0.199677
mexico_born_naturalized,men,25_49,less_than_hs,ever_active_duty,3828,170160,0.0107487,0.00220179,0.580844,0.119132
mexico_born_naturalized,men,25_49,less_than_hs,now_active_duty,3828,170160,0.000879566,0.00081176,1.46486,1.39096
mexico_born_naturalized,men,25_49,less_than_hs,reserve_guard_only,3828,170160,0.00195503,0.000812421,0.451889,0.196987
mexico_born_naturalized,men,25_49,hs_diploma,ever_active_duty,4848,222007,0.0255532,0.00278427,0.369472,0.040562
mexico_born_naturalized,men,25_49,hs_diploma,now_active_duty,4848,222007,0.00244287,0.000639584,0.315347,0.0843167
mexico_born_naturalized,men,25_49,hs_diploma,reserve_guard_only,4848,222007,0.00600432,0.0013035,0.461743,0.101486
mexico_born_naturalized,men,25_49,some_college,ever_active_duty,3627,151986,0.0654316,0.00590474,0.564811,0.0510701
mexico_born_naturalized,men,25_49,some_college,now_active_duty,3627,151986,0.0131547,0.00285823,0.710979,0.15506
mexico_born_naturalized,men,25_49,some_college,reserve_guard_only,3627,151986,0.0154291,0.00266669,0.89596,0.155585
mexico_born_naturalized,men,25_49,ba_plus,ever_active_duty,2872,114076,0.0638111,0.00594361,0.925125,0.0867327
mexico_born_naturalized,men,25_49,ba_plus,now_active_duty,2872,114076,0.0106332,0.00208976,0.729121,0.139947
mexico_born_naturalized,men,25_49,ba_plus,reserve_guard_only,2872,114076,0.00782809,0.00181197,0.743611,0.172837
mexico_born_naturalized,men,25_34,less_than_hs,ever_active_duty,587,25611,0.00243382,0.00114051,0.182269,0.0880701
mexico_born_naturalized,men,25_34,less_than_hs,now_active_duty,587,25611,0,0,0,0
mexico_born_naturalized,men,25_34,less_than_hs,reserve_guard_only,587,25611,0.00428196,0.00228596,1.02302,0.572877
mexico_born_naturalized,men,25_34,hs_diploma,ever_active_duty,1263,55018,0.0344491,0.00668292,0.535046,0.105621
mexico_born_naturalized,men,25_34,hs_diploma,now_active_duty,1263,55018,0.00496804,0.00206555,0.364405,0.153674
mexico_born_naturalized,men,25_34,hs_diploma,reserve_guard_only,1263,55018,0.00657962,0.00251649,0.453464,0.173699
mexico_born_naturalized,men,25_34,some_college,ever_active_duty,1105,45245,0.0753895,0.010667,0.716337,0.101322
mexico_born_naturalized,men,25_34,some_college,now_active_duty,1105,45245,0.0252919,0.00736984,0.898179,0.262378
mexico_born_naturalized,men,25_34,some_college,reserve_guard_only,1105,45245,0.0221387,0.00626747,1.16075,0.33427
mexico_born_naturalized,men,25_34,ba_plus,ever_active_duty,844,34239,0.027814,0.00759194,0.598541,0.161884
mexico_born_naturalized,men,25_34,ba_plus,now_active_duty,844,34239,0.0120914,0.00427077,0.705841,0.246592
mexico_born_naturalized,men,25_34,ba_plus,reserve_guard_only,844,34239,0.00548103,0.00351352,0.527605,0.341464
mexico_born_naturalized,men,18_plus_born_1956_on,less_than_hs,ever_active_duty,13934,563228,0.0112045,0.000999726,0.364644,0.0335561
mexico_born_naturalized,men,18_plus_born_1956_on,less_than_hs,now_active_duty,13934,563228,0.000453931,0.000280124,0.811092,0.500954
mexico_born_naturalized,men,18_plus_born_1956_on,less_than_hs,reserve_guard_only,13934,563228,0.00207435,0.000516288,0.249479,0.0625733
mexico_born_naturalized,men,18_plus_born_1956_on,hs_diploma,ever_active_duty,10581,448177,0.0246874,0.00180381,0.276004,0.0200563
mexico_born_naturalized,men,18_plus_born_1956_on,hs_diploma,now_active_duty,10581,448177,0.00219854,0.000444905,0.235226,0.0475812
mexico_born_naturalized,men,18_plus_born_1956_on,hs_diploma,reserve_guard_only,10581,448177,0.00726647,0.000879415,0.482752,0.0590545
mexico_born_naturalized,men,18_plus_born_1956_on,some_college,ever_active_duty,7689,299845,0.0669146,0.00381961,0.538799,0.0309763
mexico_born_naturalized,men,18_plus_born_1956_on,some_college,now_active_duty,7689,299845,0.00885458,0.00141498,0.689937,0.11126
mexico_born_naturalized,men,18_plus_born_1956_on,some_college,reserve_guard_only,7689,299845,0.0130501,0.00142191,0.744668,0.0820478
mexico_born_naturalized,men,18_plus_born_1956_on,ba_plus,ever_active_duty,5388,202782,0.0574148,0.00465301,0.689674,0.0563412
mexico_born_naturalized,men,18_plus_born_1956_on,ba_plus,now_active_duty,5388,202782,0.00704863,0.00131016,0.728208,0.133894
mexico_born_naturalized,men,18_plus_born_1956_on,ba_plus,reserve_guard_only,5388,202782,0.0103823,0.00164058,0.837742,0.135097
mexico_born_naturalized,women,18_24,less_than_hs,ever_active_duty,92,4000,0,0,0,0
mexico_born_naturalized,women,18_24,less_than_hs,now_active_duty,92,4000,0,0,0,0
mexico_born_naturalized,women,18_24,less_than_hs,reserve_guard_only,92,4000,0,0,0,0
mexico_born_naturalized,women,18_24,hs_diploma,ever_active_duty,405,16200,0.0132101,0.00566033,1.60277,0.66639
mexico_born_naturalized,women,18_24,hs_diploma,now_active_duty,405,16200,0.00973271,0.00499737,1.8245,0.908957
mexico_born_naturalized,women,18_24,hs_diploma,reserve_guard_only,405,16200,0.0153707,0.0125851,5.05803,4.18086
mexico_born_naturalized,women,18_24,some_college,ever_active_duty,456,18325,0.0251933,0.0126028,3.25441,1.62719
mexico_born_naturalized,women,18_24,some_college,now_active_duty,456,18325,0.0205548,0.0127335,4.29818,2.65182
mexico_born_naturalized,women,18_24,some_college,reserve_guard_only,456,18325,0.00542065,0.00250045,1.43079,0.659116
mexico_born_naturalized,women,18_24,ba_plus,ever_active_duty,119,5236,0,0,0,0
mexico_born_naturalized,women,18_24,ba_plus,now_active_duty,119,5236,0,0,0,0
mexico_born_naturalized,women,18_24,ba_plus,reserve_guard_only,119,5236,0,0,0,0
mexico_born_naturalized,women,18_49,less_than_hs,ever_active_duty,3494,147458,0.004026,0.00146223,1.13267,0.437585
mexico_born_naturalized,women,18_49,less_than_hs,now_active_duty,3494,147458,0,0,0,0
mexico_born_naturalized,women,18_49,less_than_hs,reserve_guard_only,3494,147458,0.000144674,0.000146621,0.107315,0.107884
mexico_born_naturalized,women,18_49,hs_diploma,ever_active_duty,5519,230539,0.00459793,0.00105809,0.553426,0.130445
mexico_born_naturalized,women,18_49,hs_diploma,now_active_duty,5519,230539,0.00107574,0.000468032,0.512559,0.216763
mexico_born_naturalized,women,18_49,hs_diploma,reserve_guard_only,5519,230539,0.00229318,0.000919876,0.718093,0.286819
mexico_born_naturalized,women,18_49,some_college,ever_active_duty,5276,208486,0.0178381,0.00277502,1.10779,0.174969
mexico_born_naturalized,women,18_49,some_college,now_active_duty,5276,208486,0.00524415,0.00180708,1.64071,0.564161
mexico_born_naturalized,women,18_49,some_college,reserve_guard_only,5276,208486,0.00300259,0.000825248,0.680036,0.190281
mexico_born_naturalized,women,18_49,ba_plus,ever_active_duty,4266,157974,0.0129578,0.00203762,0.951071,0.146986
mexico_born_naturalized,women,18_49,ba_plus,now_active_duty,4266,157974,0.00125126,0.000516959,0.486788,0.204389
mexico_born_naturalized,women,18_49,ba_plus,reserve_guard_only,4266,157974,0.00252151,0.000828171,0.873939,0.285722
mexico_born_naturalized,women,25_49,less_than_hs,ever_active_duty,3402,143458,0.00413825,0.00150405,0.878043,0.348324
mexico_born_naturalized,women,25_49,less_than_hs,now_active_duty,3402,143458,0,0,0,0
mexico_born_naturalized,women,25_49,less_than_hs,reserve_guard_only,3402,143458,0.000148708,0.000150639,0.127526,0.129823
mexico_born_naturalized,women,25_49,hs_diploma,ever_active_duty,5114,214339,0.00394702,0.00104315,0.473315,0.12948
mexico_born_naturalized,women,25_49,hs_diploma,now_active_duty,5114,214339,0.000421451,0.000264396,0.723933,0.479295
mexico_born_naturalized,women,25_49,hs_diploma,reserve_guard_only,5114,214339,0.00130479,0.000558826,0.399521,0.175598
mexico_born_naturalized,women,25_49,some_college,ever_active_duty,4820,190161,0.0171293,0.0027921,0.880359,0.146176
mexico_born_naturalized,women,25_49,some_college,now_active_duty,4820,190161,0.00376873,0.00139456,1.47219,0.538419
mexico_born_naturalized,women,25_49,some_college,reserve_guard_only,4820,190161,0.00276958,0.000889566,0.593461,0.193505
mexico_born_naturalized,women,25_49,ba_plus,ever_active_duty,4147,152739,0.013402,0.00210384,0.919974,0.142199
mexico_born_naturalized,women,25_49,ba_plus,now_active_duty,4147,152739,0.00129415,0.000534285,0.504661,0.212524
mexico_born_naturalized,women,25_49,ba_plus,reserve_guard_only,4147,152739,0.00260794,0.000856594,0.881484,0.28658
mexico_born_naturalized,women,25_34,less_than_hs,ever_active_duty,413,17710,0.0057031,0.00445946,1.25124,1.01721
mexico_born_naturalized,women,25_34,less_than_hs,now_active_duty,413,17710,0,0,0,0
mexico_born_naturalized,women,25_34,less_than_hs,reserve_guard_only,413,17710,0.00120462,0.00122432,0.801942,0.841912
mexico_born_naturalized,women,25_34,hs_diploma,ever_active_duty,1253,53536,0.00623253,0.00305188,0.794788,0.390061
mexico_born_naturalized,women,25_34,hs_diploma,now_active_duty,1253,53536,0.000722251,0.000689555,0.6504,0.629493
mexico_born_naturalized,women,25_34,hs_diploma,reserve_guard_only,1253,53536,0.00117054,0.001148,0.286854,0.285482
mexico_born_naturalized,women,25_34,some_college,ever_active_duty,1318,54731,0.0183504,0.00560766,1.05202,0.321166
mexico_born_naturalized,women,25_34,some_college,now_active_duty,1318,54731,0.0113281,0.00462202,2.61224,1.05857
mexico_born_naturalized,women,25_34,some_college,reserve_guard_only,1318,54731,0.00214991,0.00109651,0.394094,0.206041
mexico_born_naturalized,women,25_34,ba_plus,ever_active_duty,1122,43307,0.00835899,0.00241862,0.813174,0.232534
mexico_born_naturalized,women,25_34,ba_plus,now_active_duty,1122,43307,0.00157789,0.00138575,0.446526,0.392654
mexico_born_naturalized,women,25_34,ba_plus,reserve_guard_only,1122,43307,0.00570351,0.00228169,2.01523,0.822832
mexico_born_naturalized,women,18_plus_born_1956_on,less_than_hs,ever_active_duty,12426,468085,0.00256506,0.000563067,0.54002,0.124017
