group,sex,age_band,n_records,outcome,spec,group_rate,group_rate_se,comparison_rate,comparison_se,ratio,ratio_se,n_eff,ref_share_off_support,margins,replicate_fallbacks,max_factor,top10_cell_share,share_at_finest_cell,share_unmatched,expected_ratio
mexico_born_naturalized,women,18_24,1072,reserve_guard_only,a_age_education_indirect,0.00796002,0.00474308,0.00333485,0.000195703,2.38692,1.40619,,,,,,,1.0,0.0,
mexico_born_naturalized,women,18_24,1072,ever_active_duty,b_indirect_geo,0.0154402,0.0057308,0.0100985,0.000761883,1.52896,0.567098,,,,,,,1.0,0.0,
mexico_born_naturalized,women,18_24,1072,now_active_duty,b_indirect_geo,0.0122104,0.00580192,0.00630926,0.000578194,1.93532,0.923341,,,,,,,1.0,0.0,
mexico_born_naturalized,women,18_24,1072,reserve_guard_only,b_indirect_geo,0.00796002,0.00474308,0.00243828,0.00032482,3.2646,1.91574,,,,,,,1.0,0.0,
mexico_born_naturalized,women,18_24,1072,ever_active_duty,b_indirect_full,0.0154402,0.0057308,0.0116732,0.00103185,1.3227,0.48945,,,,,,,0.9522931726601717,0.0,
mexico_born_naturalized,women,18_24,1072,now_active_duty,b_indirect_full,0.0122104,0.00580192,0.00663513,0.000692226,1.84027,0.880658,,,,,,,0.9522931726601717,0.0,
mexico_born_naturalized,women,18_24,1072,reserve_guard_only,b_indirect_full,0.00796002,0.00474308,0.0029262,0.000557089,2.72026,1.65991,,,,,,,0.9522931726601717,0.0,
mexico_born_naturalized,women,18_24,1072,ever_active_duty,c_neighborhood_per_teen_15_17,0.0154402,0.0057308,0.00744303,0.000258982,2.07445,0.762291,,,,,,,,,1.10607
mexico_born_naturalized,women,18_24,1072,now_active_duty,c_neighborhood_per_teen_15_17,0.0122104,0.00580192,0.00462692,0.000219991,2.639,1.24282,,,,,,,,,1.10607
mexico_born_naturalized,women,18_24,1072,reserve_guard_only,c_neighborhood_per_teen_15_17,0.00796002,0.00474308,0.00339766,0.000179224,2.3428,1.37845,,,,,,,,,1.10607
mexico_born_naturalized,women,18_24,1072,ever_active_duty,c_age_neighborhood_per_teen_15_17,0.0154402,0.0057308,0.00808344,0.000309174,1.9101,0.701784,,,,,,,,,1.10607
mexico_born_naturalized,women,18_24,1072,now_active_duty,c_age_neighborhood_per_teen_15_17,0.0122104,0.00580192,0.00482402,0.000245384,2.53118,1.19283,,,,,,,,,1.10607
mexico_born_naturalized,women,18_24,1072,reserve_guard_only,c_age_neighborhood_per_teen_15_17,0.00796002,0.00474308,0.00350347,0.000199868,2.27204,1.33914,,,,,,,,,1.10607
mexico_born_naturalized,women,18_24,1072,ever_active_duty,c_neighborhood_per_youth_18_24,0.0154402,0.0057308,0.00699998,0.000243566,2.20575,0.81054,,,,,,,,,1.04023
mexico_born_naturalized,women,18_24,1072,now_active_duty,c_neighborhood_per_youth_18_24,0.0122104,0.00580192,0.0043515,0.000206896,2.80603,1.32148,,,,,,,,,1.04023
mexico_born_naturalized,women,18_24,1072,reserve_guard_only,c_neighborhood_per_youth_18_24,0.00796002,0.00474308,0.00319541,0.000168555,2.49108,1.4657,,,,,,,,,1.04023
mexico_born_naturalized,women,18_24,1072,ever_active_duty,c_age_neighborhood_per_youth_18_24,0.0154402,0.0057308,0.00760227,0.00029077,2.03099,0.746202,,,,,,,,,1.04023
mexico_born_naturalized,women,18_24,1072,now_active_duty,c_age_neighborhood_per_youth_18_24,0.0122104,0.00580192,0.00453687,0.000230778,2.69138,1.26833,,,,,,,,,1.04023
mexico_born_naturalized,women,18_24,1072,reserve_guard_only,c_age_neighborhood_per_youth_18_24,0.00796002,0.00474308,0.00329492,0.000187971,2.41585,1.4239,,,,,,,,,1.04023
mexico_born_naturalized,women,18_24,1072,ever_active_duty,c_neighborhood_per_household,0.0154402,0.0057308,0.0073176,0.000254618,2.11,0.775358,,,,,,,,,1.08743
mexico_born_naturalized,women,18_24,1072,now_active_duty,c_neighborhood_per_household,0.0122104,0.00580192,0.00454895,0.000216284,2.68424,1.26412,,,,,,,,,1.08743
mexico_born_naturalized,women,18_24,1072,reserve_guard_only,c_neighborhood_per_household,0.00796002,0.00474308,0.0033404,0.000176204,2.38296,1.40208,,,,,,,,,1.08743
mexico_born_naturalized,women,18_24,1072,ever_active_duty,c_age_neighborhood_per_household,0.0154402,0.0057308,0.00794722,0.000303964,1.94284,0.713813,,,,,,,,,1.08743
mexico_born_naturalized,women,18_24,1072,now_active_duty,c_age_neighborhood_per_household,0.0122104,0.00580192,0.00474273,0.000241249,2.57456,1.21328,,,,,,,,,1.08743
mexico_born_naturalized,women,18_24,1072,reserve_guard_only,c_age_neighborhood_per_household,0.00796002,0.00474308,0.00344442,0.0001965,2.31099,1.36209,,,,,,,,,1.08743
mexico_born_naturalized,women,18_49,18555,ever_active_duty,raw,0.00996654,0.00109122,0.0128538,0.000115058,0.775378,0.084344,,,,,,,,,
mexico_born_naturalized,women,18_49,18555,now_active_duty,raw,0.00206728,0.000572798,0.00256438,6.34475e-05,0.806151,0.223597,,,,,,,,,
mexico_born_naturalized,women,18_49,18555,reserve_guard_only,raw,0.00211474,0.00041609,0.0033544,7.744e-05,0.630438,0.124904,,,,,,,,,
mexico_born_naturalized,women,18_49,18555,ever_active_duty,a_education_direct,0.0123784,0.00145696,0.0128538,0.000115058,0.963017,0.112329,,,,,,,,,
mexico_born_naturalized,women,18_49,18555,now_active_duty,a_education_direct,0.00240745,0.000672337,0.00256438,6.34475e-05,0.938804,0.262077,,,,,,,,,
mexico_born_naturalized,women,18_49,18555,reserve_guard_only,a_education_direct,0.00251436,0.000480031,0.0033544,7.744e-05,0.749573,0.144953,,,,,,,,,
mexico_born_naturalized,women,18_49,18555,ever_active_duty,a_education_indirect,0.00996654,0.00109122,0.0106775,0.000136068,0.933417,0.10225,,,,,,,,,
mexico_born_naturalized,women,18_49,18555,now_active_duty,a_education_indirect,0.00206728,0.000572798,0.00214945,5.83802e-05,0.961771,0.264299,,,,,,,,,
mexico_born_naturalized,women,18_49,18555,reserve_guard_only,a_education_indirect,0.00211474,0.00041609,0.00310472,8.00694e-05,0.681137,0.135528,,,,,,,,,
mexico_born_naturalized,women,18_49,18555,ever_active_duty,age_direct,0.0106209,0.00149873,0.0128538,0.000115058,0.826288,0.115782,6560.150350424493,0.0,age (min 20),0,6.582880553919335,0.2968544695137033,,,
mexico_born_naturalized,women,18_49,18555,now_active_duty,age_direct,0.00393641,0.00124815,0.00256438,6.34475e-05,1.53504,0.487504,6560.150350424493,0.0,age (min 20),0,6.582880553919335,0.2968544695137033,,,
mexico_born_naturalized,women,18_49,18555,reserve_guard_only,age_direct,0.0036417,0.00137076,0.0033544,7.744e-05,1.08565,0.406736,6560.150350424493,0.0,age (min 20),0,6.582880553919335,0.2968544695137033,,,
mexico_born_naturalized,women,18_49,18555,ever_active_duty,a_age_education_direct,0.0118761,0.00155997,0.0128538,0.000115058,0.923935,0.120347,5323.6496287566615,0.0,age x educ (min 20),0,9.52663334761205,0.260855700034587,,,
mexico_born_naturalized,women,18_49,18555,now_active_duty,a_age_education_direct,0.00359864,0.00110461,0.00256438,6.34475e-05,1.40332,0.430711,5323.6496287566615,0.0,age x educ (min 20),0,9.52663334761205,0.260855700034587,,,
mexico_born_naturalized,women,18_49,18555,reserve_guard_only,a_age_education_direct,0.003866,0.00120617,0.0033544,7.744e-05,1.15252,0.358334,5323.6496287566615,0.0,age x educ (min 20),0,9.52663334761205,0.260855700034587,,,
mexico_born_naturalized,women,18_49,18555,ever_active_duty,b_raked_geo,0.0171018,0.00398116,0.0128538,0.000115058,1.33049,0.307514,1598.5862810363801,0.0,"age, state, division x metro (min 20)",0,105.46271107239376,0.5116613006254361,,,
mexico_born_naturalized,women,18_49,18555,now_active_duty,b_raked_geo,0.00804896,0.00317552,0.00256438,6.34475e-05,3.13876,1.23927,1598.5862810363801,0.0,"age, state, division x metro (min 20)",0,105.46271107239376,0.5116613006254361,,,
mexico_born_naturalized,women,18_49,18555,reserve_guard_only,b_raked_geo,0.00869464,0.00387946,0.0033544,7.744e-05,2.59201,1.15564,1598.5862810363801,0.0,"age, state, division x metro (min 20)",0,105.46271107239376,0.5116613006254361,,,
mexico_born_naturalized,women,18_49,18555,ever_active_duty,b_raked_full,0.0209786,0.00477241,0.0128538,0.000115058,1.6321,0.368272,1366.0329168749163,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,63.13419819139917,0.49640637178981584,,,
mexico_born_naturalized,women,18_49,18555,now_active_duty,b_raked_full,0.00842912,0.00342114,0.00256438,6.34475e-05,3.287,1.33511,1366.0329168749163,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,63.13419819139917,0.49640637178981584,,,
mexico_born_naturalized,women,18_49,18555,reserve_guard_only,b_raked_full,0.00905973,0.00370631,0.0033544,7.744e-05,2.70085,1.10304,1366.0329168749163,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,63.13419819139917,0.49640637178981584,,,
mexico_born_naturalized,women,18_49,18555,ever_active_duty,age_indirect,0.00996654,0.00109122,0.0148578,0.000157203,0.670796,0.0729644,,,,,,,1.0,0.0,
mexico_born_naturalized,women,18_49,18555,now_active_duty,age_indirect,0.00206728,0.000572798,0.00190372,5.77084e-05,1.08591,0.304591,,,,,,,1.0,0.0,
mexico_born_naturalized,women,18_49,18555,reserve_guard_only,age_indirect,0.00211474,0.00041609,0.0033102,8.70384e-05,0.638855,0.126729,,,,,,,1.0,0.0,
mexico_born_naturalized,women,18_49,18555,ever_active_duty,a_age_education_indirect,0.00996654,0.00109122,0.0120705,0.000195501,0.825691,0.0906271,,,,,,,1.0,0.0,
mexico_born_naturalized,women,18_49,18555,now_active_duty,a_age_education_indirect,0.00206728,0.000572798,0.00144982,4.75318e-05,1.42588,0.397144,,,,,,,1.0,0.0,
mexico_born_naturalized,women,18_49,18555,reserve_guard_only,a_age_education_indirect,0.00211474,0.00041609,0.00301538,9.85512e-05,0.701317,0.140081,,,,,,,1.0,0.0,
mexico_born_naturalized,women,18_49,18555,ever_active_duty,b_indirect_geo,0.00996654,0.00109122,0.0168564,0.000368157,0.591263,0.0645996,,,,,,,0.9995195607719803,0.0,
mexico_born_naturalized,women,18_49,18555,now_active_duty,b_indirect_geo,0.00206728,0.000572798,0.00242934,0.00010918,0.850963,0.23172,,,,,,,0.9995195607719803,0.0,
mexico_born_naturalized,women,18_49,18555,reserve_guard_only,b_indirect_geo,0.00211474,0.00041609,0.00267452,0.000141537,0.790697,0.160363,,,,,,,0.9995195607719803,0.0,
mexico_born_naturalized,women,18_49,18555,ever_active_duty,b_indirect_full,0.00996654,0.00109122,0.0141271,0.000476219,0.705493,0.0797316,,,,,,,0.9331298444102262,0.0,
mexico_born_naturalized,women,18_49,18555,now_active_duty,b_indirect_full,0.00206728,0.000572798,0.00191621,9.53503e-05,1.07884,0.296328,,,,,,,0.9331298444102262,0.0,
mexico_born_naturalized,women,18_49,18555,reserve_guard_only,b_indirect_full,0.00211474,0.00041609,0.0025299,0.000162492,0.835898,0.175412,,,,,,,0.9331298444102262,0.0,
mexico_born_naturalized,women,18_49,18555,ever_active_duty,c_neighborhood_per_teen_15_17,0.00996654,0.00109122,0.0142172,0.000127263,0.70102,0.0762556,,,,,,,,,1.10607
mexico_born_naturalized,women,18_49,18555,now_active_duty,c_neighborhood_per_teen_15_17,0.00206728,0.000572798,0.00283638,7.01774e-05,0.728843,0.202154,,,,,,,,,1.10607
mexico_born_naturalized,women,18_49,18555,reserve_guard_only,c_neighborhood_per_teen_15_17,0.00211474,0.00041609,0.0037102,8.56541e-05,0.56998,0.112926,,,,,,,,,1.10607
mexico_born_naturalized,women,18_49,18555,ever_active_duty,c_age_neighborhood_per_teen_15_17,0.00996654,0.00109122,0.0164337,0.000173878,0.606468,0.0659672,,,,,,,,,1.10607
mexico_born_naturalized,women,18_49,18555,now_active_duty,c_age_neighborhood_per_teen_15_17,0.00206728,0.000572798,0.00210565,6.38295e-05,0.981776,0.275382,,,,,,,,,1.10607
mexico_born_naturalized,women,18_49,18555,reserve_guard_only,c_age_neighborhood_per_teen_15_17,0.00211474,0.00041609,0.00366132,9.62705e-05,0.57759,0.114576,,,,,,,,,1.10607
mexico_born_naturalized,women,18_49,18555,ever_active_duty,c_neighborhood_per_youth_18_24,0.00996654,0.00109122,0.0133709,0.000119687,0.74539,0.0810821,,,,,,,,,1.04023
mexico_born_naturalized,women,18_49,18555,now_active_duty,c_neighborhood_per_youth_18_24,0.00206728,0.000572798,0.00266754,6.6e-05,0.774974,0.21495,,,,,,,,,1.04023
mexico_born_naturalized,women,18_49,18555,reserve_guard_only,c_neighborhood_per_youth_18_24,0.00211474,0.00041609,0.00348934,8.05554e-05,0.606056,0.120074,,,,,,,,,1.04023
mexico_born_naturalized,women,18_49,18555,ever_active_duty,c_age_neighborhood_per_youth_18_24,0.00996654,0.00109122,0.0154555,0.000163528,0.644853,0.0701426,,,,,,,,,1.04023
mexico_born_naturalized,women,18_49,18555,now_active_duty,c_age_neighborhood_per_youth_18_24,0.00206728,0.000572798,0.00198031,6.003e-05,1.04392,0.292812,,,,,,,,,1.04023
mexico_born_naturalized,women,18_49,18555,reserve_guard_only,c_age_neighborhood_per_youth_18_24,0.00211474,0.00041609,0.00344337,9.05399e-05,0.614147,0.121828,,,,,,,,,1.04023
mexico_born_naturalized,women,18_49,18555,ever_active_duty,c_neighborhood_per_household,0.00996654,0.00109122,0.0139776,0.000125118,0.713037,0.0775627,,,,,,,,,1.08743
mexico_born_naturalized,women,18_49,18555,now_active_duty,c_neighborhood_per_household,0.00206728,0.000572798,0.00278858,6.89947e-05,0.741336,0.20562,,,,,,,,,1.08743
mexico_born_naturalized,women,18_49,18555,reserve_guard_only,c_neighborhood_per_household,0.00211474,0.00041609,0.00364767,8.42106e-05,0.57975,0.114862,,,,,,,,,1.08743
mexico_born_naturalized,women,18_49,18555,ever_active_duty,c_age_neighborhood_per_household,0.00996654,0.00109122,0.0161568,0.000170948,0.616863,0.067098,,,,,,,,,1.08743
mexico_born_naturalized,women,18_49,18555,now_active_duty,c_age_neighborhood_per_household,0.00206728,0.000572798,0.00207016,6.27539e-05,0.998605,0.280102,,,,,,,,,1.08743
mexico_born_naturalized,women,18_49,18555,reserve_guard_only,c_age_neighborhood_per_household,0.00211474,0.00041609,0.00359961,9.46481e-05,0.58749,0.11654,,,,,,,,,1.08743
mexico_born_naturalized,women,25_49,17483,ever_active_duty,raw,0.0096247,0.00106965,0.0145034,0.00014264,0.663618,0.0736355,,,,,,,,,
mexico_born_naturalized,women,25_49,17483,now_active_duty,raw,0.00143381,0.000424242,0.00212836,6.53436e-05,0.673667,0.200831,,,,,,,,,
mexico_born_naturalized,women,25_49,17483,reserve_guard_only,raw,0.00174969,0.000360216,0.0034305,9.08716e-05,0.510038,0.106985,,,,,,,,,
mexico_born_naturalized,women,25_49,17483,ever_active_duty,a_education_direct,0.0124668,0.00150827,0.0145034,0.00014264,0.859577,0.103469,,,,,,,,,
mexico_born_naturalized,women,25_49,17483,now_active_duty,a_education_direct,0.001796,0.000520523,0.00212836,6.53436e-05,0.843838,0.246132,,,,,,,,,
mexico_born_naturalized,women,25_49,17483,reserve_guard_only,a_education_direct,0.00233541,0.000506968,0.0034305,9.08716e-05,0.680779,0.149938,,,,,,,,,
mexico_born_naturalized,women,25_49,17483,ever_active_duty,a_education_indirect,0.0096247,0.00106965,0.0119718,0.000178567,0.803949,0.0899224,,,,,,,,,
mexico_born_naturalized,women,25_49,17483,now_active_duty,a_education_indirect,0.00143381,0.000424242,0.00146503,5.17918e-05,0.978689,0.2916,,,,,,,,,
mexico_born_naturalized,women,25_49,17483,reserve_guard_only,a_education_indirect,0.00174969,0.000360216,0.00314919,0.000107332,0.555598,0.118626,,,,,,,,,
mexico_born_naturalized,women,25_49,17483,ever_active_duty,age_direct,0.0099761,0.00122265,0.0145034,0.00014264,0.687848,0.0836212,8861.910637266648,0.0,age (min 20),0,2.3852084942097656,0.28667869212649577,,,
mexico_born_naturalized,women,25_49,17483,now_active_duty,age_direct,0.00213864,0.000743762,0.00212836,6.53436e-05,1.00483,0.350959,8861.910637266648,0.0,age (min 20),0,2.3852084942097656,0.28667869212649577,,,
mexico_born_naturalized,women,25_49,17483,reserve_guard_only,age_direct,0.0018895,0.000376055,0.0034305,9.08716e-05,0.550795,0.111808,8861.910637266648,0.0,age (min 20),0,2.3852084942097656,0.28667869212649577,,,
mexico_born_naturalized,women,25_49,17483,ever_active_duty,a_age_education_direct,0.0121691,0.00148499,0.0145034,0.00014264,0.839051,0.101575,6408.105331739577,0.0,age x educ (min 20),0,4.548274561375784,0.27437869955742494,,,
mexico_born_naturalized,women,25_49,17483,now_active_duty,a_age_education_direct,0.00216336,0.000697241,0.00212836,6.53436e-05,1.01644,0.329084,6408.105331739577,0.0,age x educ (min 20),0,4.548274561375784,0.27437869955742494,,,
mexico_born_naturalized,women,25_49,17483,reserve_guard_only,a_age_education_direct,0.00253257,0.000574475,0.0034305,9.08716e-05,0.738251,0.17035,6408.105331739577,0.0,age x educ (min 20),0,4.548274561375784,0.27437869955742494,,,
mexico_born_naturalized,women,25_49,17483,ever_active_duty,b_raked_geo,0.0168001,0.00386254,0.0145034,0.00014264,1.15836,0.263852,1850.4778794287195,0.0,"age, state, division x metro (min 20)",0,36.17373958224279,0.5487976667225261,,,
mexico_born_naturalized,women,25_49,17483,now_active_duty,b_raked_geo,0.00509708,0.00253309,0.00212836,6.53436e-05,2.39483,1.18972,1850.4778794287195,0.0,"age, state, division x metro (min 20)",0,36.17373958224279,0.5487976667225261,,,
mexico_born_naturalized,women,25_49,17483,reserve_guard_only,b_raked_geo,0.00320256,0.00201153,0.0034305,9.08716e-05,0.933554,0.589568,1850.4778794287195,0.0,"age, state, division x metro (min 20)",0,36.17373958224279,0.5487976667225261,,,
mexico_born_naturalized,women,25_49,17483,ever_active_duty,b_raked_full,0.0226649,0.0052443,0.0145034,0.00014264,1.56274,0.357832,1470.3866957346556,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,47.210406385530305,0.5356899175874806,,,
mexico_born_naturalized,women,25_49,17483,now_active_duty,b_raked_full,0.00627754,0.00326682,0.00212836,6.53436e-05,2.94947,1.53218,1470.3866957346556,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,47.210406385530305,0.5356899175874806,,,
mexico_born_naturalized,women,25_49,17483,reserve_guard_only,b_raked_full,0.00426608,0.00268013,0.0034305,9.08716e-05,1.24357,0.783675,1470.3866957346556,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,47.210406385530305,0.5356899175874806,,,
mexico_born_naturalized,women,25_49,17483,ever_active_duty,age_indirect,0.0096247,0.00106965,0.0153293,0.000166387,0.627864,0.0695372,,,,,,,1.0,0.0,
mexico_born_naturalized,women,25_49,17483,now_active_duty,age_indirect,0.00143381,0.000424242,0.00175023,5.96803e-05,0.819211,0.244986,,,,,,,1.0,0.0,
mexico_born_naturalized,women,25_49,17483,reserve_guard_only,age_indirect,0.00174969,0.000360216,0.00331912,9.2858e-05,0.527154,0.110006,,,,,,,1.0,0.0,
mexico_born_naturalized,women,25_49,17483,ever_active_duty,a_age_education_indirect,0.0096247,0.00106965,0.0123161,0.000204491,0.781475,0.0869399,,,,,,,1.0,0.0,
mexico_born_naturalized,women,25_49,17483,now_active_duty,a_age_education_indirect,0.00143381,0.000424242,0.00124338,4.70943e-05,1.15316,0.343106,,,,,,,1.0,0.0,
mexico_born_naturalized,women,25_49,17483,reserve_guard_only,a_age_education_indirect,0.00174969,0.000360216,0.00299543,0.0001045,0.584118,0.1243,,,,,,,1.0,0.0,
mexico_born_naturalized,women,25_49,17483,ever_active_duty,b_indirect_geo,0.0096247,0.00106965,0.0172784,0.000393142,0.557036,0.0630676,,,,,,,0.9994895561183811,0.0,
mexico_born_naturalized,women,25_49,17483,now_active_duty,b_indirect_geo,0.00143381,0.000424242,0.00218703,0.000115934,0.655597,0.194779,,,,,,,0.9994895561183811,0.0,
mexico_born_naturalized,women,25_49,17483,reserve_guard_only,b_indirect_geo,0.00174969,0.000360216,0.00268928,0.000148498,0.650615,0.137429,,,,,,,0.9994895561183811,0.0,
mexico_born_naturalized,women,25_49,17483,ever_active_duty,b_indirect_full,0.0096247,0.00106965,0.0142803,0.000504767,0.673984,0.078263,,,,,,,0.9319330457468085,0.0,
mexico_born_naturalized,women,25_49,17483,now_active_duty,b_indirect_full,0.00143381,0.000424242,0.0016215,9.34249e-05,0.884248,0.259851,,,,,,,0.9319330457468085,0.0,
mexico_born_naturalized,women,25_49,17483,reserve_guard_only,b_indirect_full,0.00174969,0.000360216,0.00250515,0.000171482,0.698435,0.15252,,,,,,,0.9319330457468085,0.0,
mexico_born_naturalized,women,25_49,17483,ever_active_duty,c_neighborhood_per_teen_15_17,0.0096247,0.00106965,0.0160417,0.00015777,0.599979,0.066574,,,,,,,,,1.10607
mexico_born_naturalized,women,25_49,17483,now_active_duty,c_neighborhood_per_teen_15_17,0.00143381,0.000424242,0.00235412,7.22746e-05,0.609064,0.181571,,,,,,,,,1.10607
mexico_born_naturalized,women,25_49,17483,reserve_guard_only,c_neighborhood_per_teen_15_17,0.00174969,0.000360216,0.00379438,0.00010051,0.461126,0.0967249,,,,,,,,,1.10607
mexico_born_naturalized,women,25_49,17483,ever_active_duty,c_age_neighborhood_per_teen_15_17,0.0096247,0.00106965,0.0169552,0.000184035,0.567653,0.0628688,,,,,,,,,1.10607
mexico_born_naturalized,women,25_49,17483,now_active_duty,c_age_neighborhood_per_teen_15_17,0.00143381,0.000424242,0.00193588,6.60106e-05,0.74065,0.221492,,,,,,,,,1.10607
mexico_born_naturalized,women,25_49,17483,reserve_guard_only,c_age_neighborhood_per_teen_15_17,0.00174969,0.000360216,0.00367117,0.000102707,0.476601,0.0994569,,,,,,,,,1.10607
mexico_born_naturalized,women,25_49,17483,ever_active_duty,c_neighborhood_per_youth_18_24,0.0096247,0.00106965,0.0150868,0.000148379,0.637954,0.0707877,,,,,,,,,1.04023
mexico_born_naturalized,women,25_49,17483,now_active_duty,c_neighborhood_per_youth_18_24,0.00143381,0.000424242,0.00221399,6.79724e-05,0.647614,0.193064,,,,,,,,,1.04023
mexico_born_naturalized,women,25_49,17483,reserve_guard_only,c_neighborhood_per_youth_18_24,0.00174969,0.000360216,0.00356851,9.45273e-05,0.490312,0.102847,,,,,,,,,1.04023
mexico_born_naturalized,women,25_49,17483,ever_active_duty,c_age_neighborhood_per_youth_18_24,0.0096247,0.00106965,0.015946,0.000173081,0.603582,0.066848,,,,,,,,,1.04023
mexico_born_naturalized,women,25_49,17483,now_active_duty,c_age_neighborhood_per_youth_18_24,0.00143381,0.000424242,0.00182065,6.20813e-05,0.787528,0.235511,,,,,,,,,1.04023
mexico_born_naturalized,women,25_49,17483,reserve_guard_only,c_age_neighborhood_per_youth_18_24,0.00174969,0.000360216,0.00345264,9.65937e-05,0.506767,0.105752,,,,,,,,,1.04023
mexico_born_naturalized,women,25_49,17483,ever_active_duty,c_neighborhood_per_household,0.0096247,0.00106965,0.0157714,0.000155112,0.610263,0.0677151,,,,,,,,,1.08743
mexico_born_naturalized,women,25_49,17483,now_active_duty,c_neighborhood_per_household,0.00143381,0.000424242,0.00231445,7.10566e-05,0.619504,0.184684,,,,,,,,,1.08743
mexico_born_naturalized,women,25_49,17483,reserve_guard_only,c_neighborhood_per_household,0.00174969,0.000360216,0.00373043,9.88165e-05,0.46903,0.0983829,,,,,,,,,1.08743
mexico_born_naturalized,women,25_49,17483,ever_active_duty,c_age_neighborhood_per_household,0.0096247,0.00106965,0.0166695,0.000180934,0.577383,0.0639464,,,,,,,,,1.08743
mexico_born_naturalized,women,25_49,17483,now_active_duty,c_age_neighborhood_per_household,0.00143381,0.000424242,0.00190326,6.48982e-05,0.753346,0.225289,,,,,,,,,1.08743
mexico_born_naturalized,women,25_49,17483,reserve_guard_only,c_age_neighborhood_per_household,0.00174969,0.000360216,0.00360931,0.000100977,0.484771,0.101162,,,,,,,,,1.08743
mexico_born_naturalized,women,25_34,4106,ever_active_duty,raw,0.0106389,0.00221592,0.0115901,0.000230228,0.917937,0.190445,,,,,,,,,
mexico_born_naturalized,women,25_34,4106,now_active_duty,raw,0.00429457,0.0016491,0.00319865,0.000130855,1.34262,0.515461,,,,,,,,,
mexico_born_naturalized,women,25_34,4106,reserve_guard_only,raw,0.00265038,0.000740913,0.00372143,0.000135583,0.712195,0.204599,,,,,,,,,
mexico_born_naturalized,women,25_34,4106,ever_active_duty,a_education_direct,0.0106083,0.00216615,0.0115901,0.000230228,0.915296,0.185728,,,,,,,,,
mexico_born_naturalized,women,25_34,4106,now_active_duty,a_education_direct,0.00402773,0.00161281,0.00319865,0.000130855,1.2592,0.504684,,,,,,,,,
mexico_born_naturalized,women,25_34,4106,reserve_guard_only,a_education_direct,0.00376039,0.00119606,0.00372143,0.000135583,1.01047,0.327376,,,,,,,,,
mexico_born_naturalized,women,25_34,4106,ever_active_duty,a_education_indirect,0.0106389,0.00221592,0.011226,0.000277124,0.947706,0.197644,,,,,,,,,
mexico_born_naturalized,women,25_34,4106,now_active_duty,a_education_indirect,0.00429457,0.0016491,0.00267867,0.000115144,1.60325,0.614744,,,,,,,,,
mexico_born_naturalized,women,25_34,4106,reserve_guard_only,a_education_indirect,0.00265038,0.000740913,0.00393544,0.00016627,0.673465,0.196628,,,,,,,,,
mexico_born_naturalized,women,25_34,4106,ever_active_duty,age_direct,0.0107161,0.00229566,0.0115901,0.000230228,0.924591,0.197913,2375.8775399580727,0.0,age (min 20),0,1.531224258912301,0.579423215509256,,,
mexico_born_naturalized,women,25_34,4106,now_active_duty,age_direct,0.0044897,0.00180786,0.00319865,0.000130855,1.40363,0.566689,2375.8775399580727,0.0,age (min 20),0,1.531224258912301,0.579423215509256,,,
mexico_born_naturalized,women,25_34,4106,reserve_guard_only,age_direct,0.00255086,0.000709031,0.00372143,0.000135583,0.685452,0.196894,2375.8775399580727,0.0,age (min 20),0,1.531224258912301,0.579423215509256,,,
mexico_born_naturalized,women,25_34,4106,ever_active_duty,a_age_education_direct,0.0104742,0.00216859,0.0115901,0.000230228,0.903722,0.18654,1822.4496234286132,0.0,age x educ (min 20),0,3.0759692748943595,0.5579863182571724,,,
mexico_born_naturalized,women,25_34,4106,now_active_duty,a_age_education_direct,0.00407978,0.00167733,0.00319865,0.000130855,1.27547,0.525616,1822.4496234286132,0.0,age x educ (min 20),0,3.0759692748943595,0.5579863182571724,,,
mexico_born_naturalized,women,25_34,4106,reserve_guard_only,a_age_education_direct,0.00365975,0.00117981,0.00372143,0.000135583,0.983424,0.323652,1822.4496234286132,0.0,age x educ (min 20),0,3.0759692748943595,0.5579863182571724,,,
mexico_born_naturalized,women,25_34,4106,ever_active_duty,b_raked_geo,0.0183134,0.00566824,0.0115901,0.000230228,1.5801,0.485084,679.5653155509564,0.0,"age, state, division x metro (min 20)",0,19.25987475757636,0.8125658545671042,,,
mexico_born_naturalized,women,25_34,4106,now_active_duty,b_raked_geo,0.0110092,0.00547404,0.00319865,0.000130855,3.44181,1.70992,679.5653155509564,0.0,"age, state, division x metro (min 20)",0,19.25987475757636,0.8125658545671042,,,
mexico_born_naturalized,women,25_34,4106,reserve_guard_only,b_raked_geo,0.00613261,0.00420897,0.00372143,0.000135583,1.64792,1.13071,679.5653155509564,0.0,"age, state, division x metro (min 20)",0,19.25987475757636,0.8125658545671042,,,
mexico_born_naturalized,women,25_34,4106,ever_active_duty,b_raked_full,0.0228138,0.0075365,0.0115901,0.000230228,1.96839,0.642788,583.1835708097205,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,49.34255482343743,0.8025679683012027,,,
