st,puma,metro_size,pop20,dominant_share,share_metro_5m_plus,share_metro_1m_5m,share_metro_under_1m,share_non_metro
17,3105,metro_5m_plus,129271,1.0,1.0,0.0,0.0,0.0
17,3106,metro_5m_plus,148936,1.0,1.0,0.0,0.0,0.0
17,3107,metro_5m_plus,158648,1.0,1.0,0.0,0.0,0.0
17,3108,metro_5m_plus,172153,1.0,1.0,0.0,0.0,0.0
17,3109,metro_5m_plus,121402,1.0,1.0,0.0,0.0,0.0
17,3110,metro_5m_plus,113130,1.0,1.0,0.0,0.0,0.0
17,3111,metro_5m_plus,121043,1.0,1.0,0.0,0.0,0.0
17,3112,metro_5m_plus,142518,1.0,1.0,0.0,0.0,0.0
17,3113,metro_5m_plus,156619,1.0,1.0,0.0,0.0,0.0
17,3114,metro_5m_plus,171552,1.0,1.0,0.0,0.0,0.0
17,3115,metro_5m_plus,135705,1.0,1.0,0.0,0.0,0.0
17,3116,metro_5m_plus,149150,1.0,1.0,0.0,0.0,0.0
17,3117,metro_5m_plus,157865,1.0,1.0,0.0,0.0,0.0
17,3118,metro_5m_plus,162177,1.0,1.0,0.0,0.0,0.0
17,3151,metro_5m_plus,148248,1.0,1.0,0.0,0.0,0.0
17,3152,metro_5m_plus,152730,1.0,1.0,0.0,0.0,0.0
17,3153,metro_5m_plus,169106,1.0,1.0,0.0,0.0,0.0
17,3154,metro_5m_plus,173542,1.0,1.0,0.0,0.0,0.0
17,3155,metro_5m_plus,160976,1.0,1.0,0.0,0.0,0.0
17,3156,metro_5m_plus,132383,1.0,1.0,0.0,0.0,0.0
17,3157,metro_5m_plus,170752,1.0,1.0,0.0,0.0,0.0
17,3158,metro_5m_plus,168776,1.0,1.0,0.0,0.0,0.0
17,3159,metro_5m_plus,154540,1.0,1.0,0.0,0.0,0.0
17,3160,metro_5m_plus,176574,1.0,1.0,0.0,0.0,0.0
17,3161,metro_5m_plus,142116,1.0,1.0,0.0,0.0,0.0
17,3162,metro_5m_plus,140979,1.0,1.0,0.0,0.0,0.0
17,3163,metro_5m_plus,155992,1.0,1.0,0.0,0.0,0.0
17,3164,metro_5m_plus,167262,1.0,1.0,0.0,0.0,0.0
17,3165,metro_5m_plus,141418,1.0,1.0,0.0,0.0,0.0
17,3166,metro_5m_plus,129775,1.0,1.0,0.0,0.0,0.0
17,3167,metro_5m_plus,135785,1.0,1.0,0.0,0.0,0.0
17,3168,metro_5m_plus,124876,1.0,1.0,0.0,0.0,0.0
17,3700,metro_5m_plus,152208,0.6598,0.6598,0.0,0.0,0.3402
17,4301,metro_5m_plus,174577,1.0,1.0,0.0,0.0,0.0
17,4302,metro_5m_plus,116589,1.0,1.0,0.0,0.0,0.0
17,4303,metro_5m_plus,128425,1.0,1.0,0.0,0.0,0.0
17,4304,metro_5m_plus,120181,1.0,1.0,0.0,0.0,0.0
17,4305,metro_5m_plus,124144,1.0,1.0,0.0,0.0,0.0
17,4306,metro_5m_plus,119040,1.0,1.0,0.0,0.0,0.0
17,4307,metro_5m_plus,149921,1.0,1.0,0.0,0.0,0.0
17,4900,non_metro,126003,1.0,0.0,0.0,0.0,1.0
17,7300,non_metro,133063,0.5116,0.0,0.0,0.4884,0.5116
17,8901,metro_5m_plus,132955,1.0,1.0,0.0,0.0,0.0
17,8902,metro_5m_plus,138572,1.0,1.0,0.0,0.0,0.0
17,8903,metro_5m_plus,118066,1.0,1.0,0.0,0.0,0.0
17,8904,metro_5m_plus,126929,1.0,1.0,0.0,0.0,0.0
17,9100,metro_under_1m,160035,0.6717,0.3283,0.0,0.6717,0.0
17,9300,metro_5m_plus,131869,1.0,1.0,0.0,0.0,0.0
17,9500,non_metro,144457,0.615,0.0,0.0,0.385,0.615
17,9701,metro_5m_plus,159102,1.0,1.0,0.0,0.0,0.0
17,9702,metro_5m_plus,140954,1.0,1.0,0.0,0.0,0.0
17,9703,metro_5m_plus,156052,1.0,1.0,0.0,0.0,0.0
17,9704,metro_5m_plus,119629,1.0,1.0,0.0,0.0,0.0
17,9705,metro_5m_plus,138605,1.0,1.0,0.0,0.0,0.0
17,9900,non_metro,145473,1.0,0.0,0.0,0.0,1.0
17,11101,metro_5m_plus,137984,1.0,1.0,0.0,0.0,0.0
17,11102,metro_5m_plus,172245,1.0,1.0,0.0,0.0,0.0
17,11300,metro_under_1m,170954,1.0,0.0,0.0,1.0,0.0
17,11500,metro_under_1m,138030,0.7534,0.0,0.0,0.7534,0.2466
17,11700,metro_1m_5m,133807,0.53,0.0,0.53,0.0,0.47
17,11901,metro_1m_5m,139441,1.0,0.0,1.0,0.0,0.0
17,11902,metro_1m_5m,126418,1.0,0.0,1.0,0.0,0.0
17,12100,non_metro,172390,0.6889,0.0,0.3111,0.0,0.6889
17,13500,non_metro,136277,0.7874,0.0,0.0,0.2126,0.7874
17,14300,metro_under_1m,181830,1.0,0.0,0.0,1.0,0.0
17,16100,metro_under_1m,144672,1.0,0.0,0.0,1.0,0.0
17,16301,metro_1m_5m,166213,1.0,0.0,1.0,0.0,0.0
17,16302,metro_1m_5m,126149,1.0,0.0,1.0,0.0,0.0
17,16500,non_metro,130756,0.8516,0.0,0.0,0.1484,0.8516
17,16700,metro_under_1m,196343,1.0,0.0,0.0,1.0,0.0
17,17900,metro_under_1m,131343,1.0,0.0,0.0,1.0,0.0
17,19500,non_metro,172203,1.0,0.0,0.0,0.0,1.0
17,19701,metro_5m_plus,176242,1.0,1.0,0.0,0.0,0.0
17,19702,metro_5m_plus,141080,1.0,1.0,0.0,0.0,0.0
17,19703,metro_5m_plus,134906,1.0,1.0,0.0,0.0,0.0
17,19704,metro_5m_plus,128787,1.0,1.0,0.0,0.0,0.0
17,19705,metro_5m_plus,115340,1.0,1.0,0.0,0.0,0.0
17,19900,non_metro,178876,1.0,0.0,0.0,0.0,1.0
17,20101,metro_under_1m,195637,1.0,0.0,0.0,1.0,0.0
18,101,metro_5m_plus,108808,1.0,1.0,0.0,0.0,0.0
18,102,metro_5m_plus,119070,1.0,1.0,0.0,0.0,0.0
18,103,metro_5m_plus,121541,1.0,1.0,0.0,0.0,0.0
18,104,metro_5m_plus,149281,1.0,1.0,0.0,0.0,0.0
18,200,metro_5m_plus,173215,1.0,1.0,0.0,0.0,0.0
18,300,metro_under_1m,112417,1.0,0.0,0.0,1.0,0.0
18,401,metro_under_1m,117392,1.0,0.0,0.0,1.0,0.0
18,402,metro_under_1m,155520,1.0,0.0,0.0,1.0,0.0
18,501,metro_under_1m,107003,1.0,0.0,0.0,1.0,0.0
18,502,metro_under_1m,100044,1.0,0.0,0.0,1.0,0.0
18,600,non_metro,165603,1.0,0.0,0.0,0.0,1.0
18,700,non_metro,103113,0.5466,0.4534,0.0,0.0,0.5466
18,800,non_metro,126335,1.0,0.0,0.0,0.0,1.0
18,900,non_metro,134842,0.5375,0.0,0.0,0.4625,0.5375
18,1001,metro_under_1m,134471,1.0,0.0,0.0,1.0,0.0
18,1002,metro_under_1m,126299,1.0,0.0,0.0,1.0,0.0
18,1003,metro_under_1m,124640,1.0,0.0,0.0,1.0,0.0
18,1100,non_metro,124839,0.7675,0.0,0.0,0.2325,0.7675
18,1200,metro_under_1m,186251,1.0,0.0,0.0,1.0,0.0
18,1300,metro_under_1m,136887,0.6111,0.0,0.1122,0.6111,0.2767
18,1400,non_metro,133612,1.0,0.0,0.0,0.0,1.0
18,1500,non_metro,106006,1.0,0.0,0.0,0.0,1.0
18,1600,metro_under_1m,103797,0.6856,0.0,0.0,0.6856,0.3144
18,1700,metro_under_1m,106153,1.0,0.0,0.0,1.0,0.0
18,1801,metro_1m_5m,142883,1.0,0.0,1.0,0.0,0.0
18,1901,metro_1m_5m,133816,1.0,0.0,1.0,0.0,0.0
18,1902,metro_1m_5m,141580,1.0,0.0,1.0,0.0,0.0
18,2000,metro_1m_5m,130129,1.0,0.0,1.0,0.0,0.0
18,2100,metro_under_1m,111903,1.0,0.0,0.0,1.0,0.0
18,2200,metro_1m_5m,123981,0.7038,0.0,0.7038,0.0,0.2962
18,2300,metro_1m_5m,174788,1.0,0.0,1.0,0.0,0.0
18,2401,metro_1m_5m,109582,1.0,0.0,1.0,0.0,0.0
18,2402,metro_1m_5m,112126,1.0,0.0,1.0,0.0,0.0
18,2403,metro_1m_5m,122321,1.0,0.0,1.0,0.0,0.0
18,2404,metro_1m_5m,153342,1.0,0.0,1.0,0.0,0.0
18,2405,metro_1m_5m,153549,1.0,0.0,1.0,0.0,0.0
18,2406,metro_1m_5m,172462,1.0,0.0,1.0,0.0,0.0
18,2407,metro_1m_5m,153821,1.0,0.0,1.0,0.0,0.0
18,2500,metro_1m_5m,161765,1.0,0.0,1.0,0.0,0.0
18,2600,metro_1m_5m,124895,1.0,0.0,1.0,0.0,0.0
18,2700,non_metro,113790,1.0,0.0,0.0,0.0,1.0
18,2800,non_metro,160195,0.8669,0.0,0.0,0.1331,0.8669
18,2900,metro_under_1m,139718,1.0,0.0,0.0,1.0,0.0
18,3000,metro_under_1m,128636,0.6391,0.0,0.0,0.6391,0.3609
18,3100,non_metro,111616,1.0,0.0,0.0,0.0,1.0
18,3200,metro_1m_5m,118136,0.6721,0.0,0.6721,0.0,0.3279
18,3300,metro_under_1m,122131,0.7297,0.0,0.0,0.7297,0.2703
18,3400,metro_under_1m,180136,1.0,0.0,0.0,1.0,0.0
18,3500,non_metro,141675,1.0,0.0,0.0,0.0,1.0
18,3600,metro_1m_5m,148320,1.0,0.0,1.0,0.0,0.0
18,3700,metro_1m_5m,121093,1.0,0.0,1.0,0.0,0.0
19,100,non_metro,120651,1.0,0.0,0.0,0.0,1.0
19,200,non_metro,113064,1.0,0.0,0.0,0.0,1.0
19,301,metro_under_1m,109706,1.0,0.0,0.0,1.0,0.0
19,302,metro_under_1m,120593,1.0,0.0,0.0,1.0,0.0
19,400,non_metro,117152,0.7867,0.0,0.0,0.2133,0.7867
19,500,metro_under_1m,131144,1.0,0.0,0.0,1.0,0.0
19,600,non_metro,128138,0.9038,0.0,0.0,0.0962,0.9038
19,700,metro_under_1m,156804,0.6331,0.0,0.0,0.6331,0.3669
19,800,non_metro,128846,0.8398,0.0,0.0,0.1602,0.8398
19,900,metro_under_1m,174669,1.0,0.0,0.0,1.0,0.0
19,1100,metro_under_1m,152854,1.0,0.0,0.0,1.0,0.0
19,1200,non_metro,118139,0.7835,0.0,0.0,0.2165,0.7835
19,1300,metro_under_1m,125252,1.0,0.0,0.0,1.0,0.0
19,1400,metro_under_1m,123630,0.7297,0.0,0.0,0.7297,0.2703
19,1501,metro_under_1m,165760,1.0,0.0,0.0,1.0,0.0
19,1502,metro_under_1m,137794,1.0,0.0,0.0,1.0,0.0
19,1503,metro_under_1m,188847,1.0,0.0,0.0,1.0,0.0
19,1600,metro_under_1m,116226,1.0,0.0,0.0,1.0,0.0
19,1800,non_metro,110965,1.0,0.0,0.0,0.0,1.0
19,1900,non_metro,121112,1.0,0.0,0.0,0.0,1.0
19,2000,metro_under_1m,131639,0.8048,0.0,0.0,0.8048,0.1952
19,2100,metro_under_1m,171399,0.778,0.0,0.0,0.778,0.222
19,2200,non_metro,122201,0.8153,0.0,0.0,0.1847,0.8153
19,2300,non_metro,103784,1.0,0.0,0.0,0.0,1.0
20,100,non_metro,107362,1.0,0.0,0.0,0.0,1.0
20,200,non_metro,144147,1.0,0.0,0.0,0.0,1.0
20,300,metro_under_1m,134046,1.0,0.0,0.0,1.0,0.0
20,400,metro_1m_5m,169245,1.0,0.0,1.0,0.0,0.0
20,501,metro_under_1m,131988,1.0,0.0,0.0,1.0,0.0
20,601,metro_under_1m,134530,0.8078,0.0,0.0,0.8078,0.1922
20,700,metro_under_1m,118785,1.0,0.0,0.0,1.0,0.0
20,801,metro_1m_5m,125546,1.0,0.0,1.0,0.0,0.0
20,802,metro_1m_5m,154945,1.0,0.0,1.0,0.0,0.0
20,803,metro_1m_5m,158255,1.0,0.0,1.0,0.0,0.0
20,804,metro_1m_5m,171117,1.0,0.0,1.0,0.0,0.0
20,900,metro_1m_5m,125663,1.0,0.0,1.0,0.0,0.0
20,1000,non_metro,155140,0.8752,0.0,0.0,0.1248,0.8752
20,1101,non_metro,135119,1.0,0.0,0.0,0.0,1.0
20,1201,metro_under_1m,168554,1.0,0.0,0.0,1.0,0.0
20,1301,metro_under_1m,168184,1.0,0.0,0.0,1.0,0.0
20,1401,metro_under_1m,120404,1.0,0.0,0.0,1.0,0.0
20,1501,metro_under_1m,168086,1.0,0.0,0.0,1.0,0.0
20,1600,non_metro,101548,1.0,0.0,0.0,0.0,1.0
20,1701,non_metro,109405,0.7954,0.0,0.0,0.2046,0.7954
20,1800,non_metro,135811,1.0,0.0,0.0,0.0,1.0
21,100,non_metro,196876,0.5915,0.0,0.0,0.4085,0.5915
21,200,non_metro,106878,0.9168,0.0,0.0,0.0832,0.9168
21,300,metro_under_1m,107732,0.8058,0.0,0.0,0.8058,0.1942
21,400,non_metro,177508,0.746,0.0,0.0,0.254,0.746
21,500,metro_under_1m,134554,1.0,0.0,0.0,1.0,0.0
21,600,non_metro,105106,1.0,0.0,0.0,0.0,1.0
21,700,non_metro,101477,1.0,0.0,0.0,0.0,1.0
21,800,non_metro,111950,1.0,0.0,0.0,0.0,1.0
21,900,non_metro,117833,1.0,0.0,0.0,0.0,1.0
21,1000,non_metro,106511,1.0,0.0,0.0,0.0,1.0
21,1100,non_metro,140215,1.0,0.0,0.0,0.0,1.0
21,1200,non_metro,170068,0.4613,0.0,0.4512,0.0874,0.4613
21,1300,metro_under_1m,110702,1.0,0.0,0.0,1.0,0.0
21,1400,non_metro,113497,0.9194,0.0,0.0,0.0806,0.9194
21,1500,metro_under_1m,103312,1.0,0.0,0.0,1.0,0.0
21,1600,metro_1m_5m,101707,1.0,0.0,1.0,0.0,0.0
21,1701,metro_1m_5m,139656,1.0,0.0,1.0,0.0,0.0
21,1702,metro_1m_5m,102528,1.0,0.0,1.0,0.0,0.0
21,1703,metro_1m_5m,118162,1.0,0.0,1.0,0.0,0.0
21,1704,metro_1m_5m,139866,1.0,0.0,1.0,0.0,0.0
21,1705,metro_1m_5m,134847,1.0,0.0,1.0,0.0,0.0
21,1706,metro_1m_5m,147910,1.0,0.0,1.0,0.0,0.0
21,1800,metro_1m_5m,139824,0.9394,0.0,0.9394,0.0,0.0606
21,1901,metro_under_1m,113590,1.0,0.0,0.0,1.0,0.0
21,1902,metro_under_1m,107462,1.0,0.0,0.0,1.0,0.0
21,1903,metro_under_1m,101518,1.0,0.0,0.0,1.0,0.0
21,2000,non_metro,124905,0.7849,0.0,0.0,0.2151,0.7849
21,2100,non_metro,124833,0.5755,0.0,0.0,0.4245,0.5755
21,2200,non_metro,119993,1.0,0.0,0.0,0.0,1.0
21,2300,metro_under_1m,140608,0.8135,0.0,0.0,0.8135,0.1865
21,2400,metro_1m_5m,169064,1.0,0.0,1.0,0.0,0.0
21,2500,metro_1m_5m,135968,1.0,0.0,1.0,0.0,0.0
21,2600,metro_1m_5m,163439,0.8649,0.0,0.8649,0.0,0.1351
21,2700,non_metro,141240,0.9405,0.0,0.0595,0.0,0.9405
21,2800,metro_under_1m,134497,0.9453,0.0,0.0,0.9453,0.0547
22,101,metro_under_1m,116543,1.0,0.0,0.0,1.0,0.0
22,102,metro_under_1m,121305,1.0,0.0,0.0,1.0,0.0
22,200,metro_under_1m,165713,0.7769,0.0,0.0,0.7769,0.2231
22,300,non_metro,169649,0.842,0.0,0.0,0.158,0.842
22,400,metro_under_1m,160368,1.0,0.0,0.0,1.0,0.0
22,500,non_metro,142603,0.5317,0.0,0.0,0.4683,0.5317
22,600,non_metro,118001,0.8121,0.0,0.0,0.1879,0.8121
22,700,metro_under_1m,178773,0.7273,0.0,0.0,0.7273,0.2727
22,801,metro_under_1m,148998,0.602,0.0,0.0,0.602,0.398
22,901,metro_under_1m,164953,1.0,0.0,0.0,1.0,0.0
22,1000,non_metro,114890,1.0,0.0,0.0,0.0,1.0
22,1100,metro_under_1m,114935,1.0,0.0,0.0,1.0,0.0
22,1201,metro_under_1m,116664,1.0,0.0,0.0,1.0,0.0
22,1202,metro_under_1m,125089,1.0,0.0,0.0,1.0,0.0
22,1300,non_metro,121696,0.5746,0.0,0.0,0.4254,0.5746
22,1400,metro_under_1m,113047,1.0,0.0,0.0,1.0,0.0
22,1501,metro_under_1m,105573,1.0,0.0,0.0,1.0,0.0
22,1502,metro_under_1m,104308,1.0,0.0,0.0,1.0,0.0
22,1503,metro_under_1m,140545,1.0,0.0,0.0,1.0,0.0
22,1504,metro_under_1m,106355,1.0,0.0,0.0,1.0,0.0
22,1600,metro_under_1m,126500,1.0,0.0,0.0,1.0,0.0
22,1700,metro_under_1m,153202,1.0,0.0,0.0,1.0,0.0
22,1800,metro_under_1m,178620,0.7455,0.0,0.0,0.7455,0.2545
22,1900,metro_1m_5m,115218,1.0,0.0,1.0,0.0,0.0
22,2000,metro_under_1m,118596,1.0,0.0,0.0,1.0,0.0
22,2100,metro_under_1m,158986,0.6892,0.0,0.0,0.6892,0.3108
22,2201,metro_under_1m,143803,1.0,0.0,0.0,1.0,0.0
22,2202,metro_under_1m,120767,1.0,0.0,0.0,1.0,0.0
22,2301,metro_1m_5m,105437,1.0,0.0,1.0,0.0,0.0
22,2302,metro_1m_5m,143507,1.0,0.0,1.0,0.0,0.0
22,2303,metro_1m_5m,136519,1.0,0.0,1.0,0.0,0.0
22,2401,metro_1m_5m,147175,1.0,0.0,1.0,0.0,0.0
22,2402,metro_1m_5m,118167,1.0,0.0,1.0,0.0,0.0
22,2403,metro_1m_5m,118655,1.0,0.0,1.0,0.0,0.0
22,2501,metro_1m_5m,122597,1.0,0.0,1.0,0.0,0.0
23,100,non_metro,119088,0.8246,0.0,0.0,0.1754,0.8246
23,200,non_metro,154510,1.0,0.0,0.0,0.0,1.0
23,300,metro_under_1m,131311,1.0,0.0,0.0,1.0,0.0
23,400,non_metro,123642,1.0,0.0,0.0,0.0,1.0
23,500,non_metro,170929,1.0,0.0,0.0,0.0,1.0
23,600,metro_under_1m,111139,1.0,0.0,0.0,1.0,0.0
23,700,metro_under_1m,108978,1.0,0.0,0.0,1.0,0.0
23,800,metro_under_1m,185576,1.0,0.0,0.0,1.0,0.0
23,900,metro_under_1m,141646,1.0,0.0,0.0,1.0,0.0
23,1000,metro_under_1m,115540,1.0,0.0,0.0,1.0,0.0
24,101,non_metro,111072,0.8725,0.0,0.0,0.1275,0.8725
24,201,metro_under_1m,140545,1.0,0.0,0.0,1.0,0.0
24,301,metro_5m_plus,137046,1.0,1.0,0.0,0.0,0.0
24,302,metro_5m_plus,134671,1.0,1.0,0.0,0.0,0.0
24,400,metro_1m_5m,172891,1.0,0.0,1.0,0.0,0.0
24,501,metro_1m_5m,107655,1.0,0.0,1.0,0.0,0.0
24,502,metro_1m_5m,160221,1.0,0.0,1.0,0.0,0.0
24,503,metro_1m_5m,111139,1.0,0.0,1.0,0.0,0.0
24,504,metro_1m_5m,107851,1.0,0.0,1.0,0.0,0.0
24,505,metro_1m_5m,106794,1.0,0.0,1.0,0.0,0.0
24,506,metro_1m_5m,138801,1.0,0.0,1.0,0.0,0.0
24,507,metro_1m_5m,122074,1.0,0.0,1.0,0.0,0.0
24,601,metro_1m_5m,141687,1.0,0.0,1.0,0.0,0.0
24,602,metro_1m_5m,119237,1.0,0.0,1.0,0.0,0.0
24,700,metro_5m_plus,103725,1.0,1.0,0.0,0.0,0.0
24,801,metro_1m_5m,132471,1.0,0.0,1.0,0.0,0.0
24,802,metro_1m_5m,115604,1.0,0.0,1.0,0.0,0.0
24,803,metro_1m_5m,116697,1.0,0.0,1.0,0.0,0.0
24,804,metro_1m_5m,106489,1.0,0.0,1.0,0.0,0.0
24,805,metro_1m_5m,114447,1.0,0.0,1.0,0.0,0.0
24,901,metro_1m_5m,123055,1.0,0.0,1.0,0.0,0.0
24,902,metro_1m_5m,104102,1.0,0.0,1.0,0.0,0.0
24,903,metro_1m_5m,105160,1.0,0.0,1.0,0.0,0.0
24,1001,metro_5m_plus,111693,1.0,1.0,0.0,0.0,0.0
24,1002,metro_5m_plus,169702,1.0,1.0,0.0,0.0,0.0
24,1003,metro_5m_plus,167322,1.0,1.0,0.0,0.0,0.0
24,1004,metro_5m_plus,124267,1.0,1.0,0.0,0.0,0.0
24,1005,metro_5m_plus,145818,1.0,1.0,0.0,0.0,0.0
24,1006,metro_5m_plus,120896,1.0,1.0,0.0,0.0,0.0
24,1007,metro_5m_plus,118754,1.0,1.0,0.0,0.0,0.0
24,1008,metro_5m_plus,103609,1.0,1.0,0.0,0.0,0.0
24,1101,metro_5m_plus,129416,1.0,1.0,0.0,0.0,0.0
24,1102,metro_5m_plus,149620,1.0,1.0,0.0,0.0,0.0
24,1103,metro_5m_plus,119450,1.0,1.0,0.0,0.0,0.0
24,1104,metro_5m_plus,120691,1.0,1.0,0.0,0.0,0.0
24,1105,metro_5m_plus,194550,1.0,1.0,0.0,0.0,0.0
24,1106,metro_5m_plus,131061,1.0,1.0,0.0,0.0,0.0
24,1107,metro_5m_plus,122413,1.0,1.0,0.0,0.0,0.0
24,1201,metro_1m_5m,124290,1.0,0.0,1.0,0.0,0.0
24,1202,metro_1m_5m,122564,1.0,0.0,1.0,0.0,0.0
24,1203,metro_1m_5m,111081,1.0,0.0,1.0,0.0,0.0
24,1204,metro_1m_5m,113767,1.0,0.0,1.0,0.0,0.0
24,1205,metro_1m_5m,116559,1.0,0.0,1.0,0.0,0.0
24,1300,non_metro,172422,0.7107,0.0,0.2893,0.0,0.7107
24,1400,metro_under_1m,180668,0.7096,0.0,0.0,0.7096,0.2904
24,1501,metro_under_1m,103898,1.0,0.0,0.0,1.0,0.0
24,1601,metro_under_1m,102662,1.0,0.0,0.0,1.0,0.0
24,1700,metro_5m_plus,166617,1.0,1.0,0.0,0.0,0.0
25,100,metro_under_1m,129026,1.0,0.0,0.0,1.0,0.0
25,201,non_metro,118707,0.5984,0.0,0.0,0.4016,0.5984
25,301,metro_under_1m,114630,1.0,0.0,0.0,1.0,0.0
25,401,metro_under_1m,152745,1.0,0.0,0.0,1.0,0.0
25,402,metro_under_1m,155929,1.0,0.0,0.0,1.0,0.0
25,403,metro_under_1m,157151,1.0,0.0,0.0,1.0,0.0
25,501,metro_under_1m,110872,1.0,0.0,0.0,1.0,0.0
25,502,metro_under_1m,118467,1.0,0.0,0.0,1.0,0.0
25,503,metro_under_1m,152133,1.0,0.0,0.0,1.0,0.0
25,504,metro_under_1m,105624,1.0,0.0,0.0,1.0,0.0
25,505,metro_under_1m,100894,1.0,0.0,0.0,1.0,0.0
25,506,metro_under_1m,116691,1.0,0.0,0.0,1.0,0.0
25,507,metro_under_1m,157430,1.0,0.0,0.0,1.0,0.0
25,601,metro_1m_5m,127922,1.0,0.0,1.0,0.0,0.0
25,602,metro_1m_5m,115554,1.0,0.0,1.0,0.0,0.0
25,603,metro_1m_5m,106078,1.0,0.0,1.0,0.0,0.0
25,604,metro_1m_5m,120342,1.0,0.0,1.0,0.0,0.0
25,605,metro_1m_5m,114155,1.0,0.0,1.0,0.0,0.0
25,606,metro_1m_5m,107936,1.0,0.0,1.0,0.0,0.0
25,607,metro_1m_5m,140398,1.0,0.0,1.0,0.0,0.0
25,608,metro_1m_5m,162099,1.0,0.0,1.0,0.0,0.0
25,609,metro_1m_5m,125922,1.0,0.0,1.0,0.0,0.0
25,610,metro_1m_5m,130120,1.0,0.0,1.0,0.0,0.0
25,611,metro_1m_5m,118403,1.0,0.0,1.0,0.0,0.0
25,612,metro_1m_5m,108932,1.0,0.0,1.0,0.0,0.0
25,613,metro_1m_5m,154141,1.0,0.0,1.0,0.0,0.0
25,701,metro_1m_5m,120846,1.0,0.0,1.0,0.0,0.0
25,702,metro_1m_5m,125712,1.0,0.0,1.0,0.0,0.0
25,703,metro_1m_5m,123331,1.0,0.0,1.0,0.0,0.0
25,704,metro_1m_5m,170535,1.0,0.0,1.0,0.0,0.0
25,705,metro_1m_5m,104587,1.0,0.0,1.0,0.0,0.0
25,706,metro_1m_5m,164818,1.0,0.0,1.0,0.0,0.0
25,801,metro_1m_5m,123912,1.0,0.0,1.0,0.0,0.0
25,802,metro_1m_5m,161333,1.0,0.0,1.0,0.0,0.0
25,803,metro_1m_5m,123203,1.0,0.0,1.0,0.0,0.0
25,804,metro_1m_5m,139046,1.0,0.0,1.0,0.0,0.0
25,805,metro_1m_5m,128160,1.0,0.0,1.0,0.0,0.0
25,806,metro_1m_5m,122282,1.0,0.0,1.0,0.0,0.0
25,901,metro_1m_5m,118204,1.0,0.0,1.0,0.0,0.0
25,902,metro_1m_5m,117206,1.0,0.0,1.0,0.0,0.0
25,903,metro_1m_5m,101615,1.0,0.0,1.0,0.0,0.0
25,904,metro_1m_5m,139945,1.0,0.0,1.0,0.0,0.0
25,905,metro_1m_5m,120019,1.0,0.0,1.0,0.0,0.0
25,906,metro_1m_5m,128992,1.0,0.0,1.0,0.0,0.0
25,1001,metro_1m_5m,122472,1.0,0.0,1.0,0.0,0.0
25,1002,metro_1m_5m,157535,1.0,0.0,1.0,0.0,0.0
25,1003,metro_1m_5m,132068,1.0,0.0,1.0,0.0,0.0
25,1004,metro_1m_5m,167125,1.0,0.0,1.0,0.0,0.0
25,1101,metro_1m_5m,105643,1.0,0.0,1.0,0.0,0.0
25,1102,metro_1m_5m,132822,1.0,0.0,1.0,0.0,0.0
25,1103,metro_1m_5m,142849,1.0,0.0,1.0,0.0,0.0
25,1104,metro_1m_5m,149505,1.0,0.0,1.0,0.0,0.0
25,1201,metro_under_1m,137204,1.0,0.0,0.0,1.0,0.0
25,1301,metro_under_1m,126647,0.7248,0.0,0.0,0.7248,0.2752
26,100,non_metro,171356,1.0,0.0,0.0,0.0,1.0
26,200,non_metro,130252,1.0,0.0,0.0,0.0,1.0
26,300,non_metro,133086,1.0,0.0,0.0,0.0,1.0
26,400,non_metro,150261,0.8806,0.0,0.0,0.1194,0.8806
26,500,metro_under_1m,160541,0.8441,0.0,0.0,0.8441,0.1559
26,600,non_metro,117785,1.0,0.0,0.0,0.0,1.0
26,700,metro_under_1m,175824,1.0,0.0,0.0,1.0,0.0
26,801,metro_1m_5m,150994,1.0,0.0,1.0,0.0,0.0
26,802,metro_1m_5m,145206,1.0,0.0,1.0,0.0,0.0
26,900,non_metro,120502,1.0,0.0,0.0,0.0,1.0
26,1001,metro_1m_5m,152889,1.0,0.0,1.0,0.0,0.0
26,1002,metro_1m_5m,199156,1.0,0.0,1.0,0.0,0.0
26,1003,metro_1m_5m,179540,1.0,0.0,1.0,0.0,0.0
26,1004,metro_1m_5m,126389,1.0,0.0,1.0,0.0,0.0
26,1100,metro_1m_5m,196023,0.6806,0.0,0.6806,0.0,0.3194
26,1200,non_metro,137011,1.0,0.0,0.0,0.0,1.0
26,1300,non_metro,109854,1.0,0.0,0.0,0.0,1.0
26,1400,metro_under_1m,187350,1.0,0.0,0.0,1.0,0.0
26,1500,metro_under_1m,190124,1.0,0.0,0.0,1.0,0.0
26,1600,non_metro,125341,1.0,0.0,0.0,0.0,1.0
26,1701,metro_1m_5m,142626,0.6213,0.0,0.6213,0.3787,0.0
26,1702,metro_under_1m,129704,1.0,0.0,0.0,1.0,0.0
26,1703,metro_under_1m,104408,1.0,0.0,0.0,1.0,0.0
26,1704,metro_under_1m,186186,0.6343,0.0,0.0,0.6343,0.3657
26,1801,metro_under_1m,174028,1.0,0.0,0.0,1.0,0.0
26,1802,metro_under_1m,110872,1.0,0.0,0.0,1.0,0.0
26,1900,metro_under_1m,188303,1.0,0.0,0.0,1.0,0.0
26,2000,metro_under_1m,196733,0.6827,0.0,0.3173,0.6827,0.0
26,2101,metro_under_1m,138574,1.0,0.0,0.0,1.0,0.0
