group,sex,age_band,universe,outcome,n_records,adults_per_year,rate,se,ratio_to_nh_white,ratio_se,share_in_group_quarters
mexico_born_naturalized,women,25_49,all,reserve_guard_only,17483,700697,0.00174969,0.000360216,0.510038,0.106985,0.0141381
mexico_born_naturalized,women,25_49,household,ever_active_duty,17408,699511,0.00958051,0.00106925,0.663433,0.0737032,0
mexico_born_naturalized,women,25_49,household,now_active_duty,17408,699511,0.00137572,0.00041301,0.673057,0.202957,0
mexico_born_naturalized,women,25_49,household,reserve_guard_only,17408,699511,0.00172787,0.000357644,0.505051,0.106154,0
mexico_born_naturalized,women,25_34,all,ever_active_duty,4106,169284,0.0106389,0.00221592,0.917937,0.190445,0.0235055
mexico_born_naturalized,women,25_34,all,now_active_duty,4106,169284,0.00429457,0.0016491,1.34262,0.515461,0.0582302
mexico_born_naturalized,women,25_34,all,reserve_guard_only,4106,169284,0.00265038,0.000740913,0.712195,0.204599,0.038633
mexico_born_naturalized,women,25_34,household,ever_active_duty,4082,168923,0.010411,0.00219073,0.913333,0.190976,0
mexico_born_naturalized,women,25_34,household,now_active_duty,4082,168923,0.00405312,0.00160716,1.35138,0.53417,0
mexico_born_naturalized,women,25_34,household,reserve_guard_only,4082,168923,0.00255343,0.000712719,0.689503,0.196969,0
mexico_born_naturalized,women,18_plus_born_1956_on,all,ever_active_duty,40927,1522364,0.00714327,0.000589589,0.477897,0.0391104,0.0180848
mexico_born_naturalized,women,18_plus_born_1956_on,all,now_active_duty,40927,1522364,0.00101093,0.000280701,0.633012,0.175584,0.127789
mexico_born_naturalized,women,18_plus_born_1956_on,all,reserve_guard_only,40927,1522364,0.00175735,0.000251288,0.54075,0.0776482,0.00647894
mexico_born_naturalized,women,18_plus_born_1956_on,household,ever_active_duty,40651,1518090,0.00703384,0.000569194,0.471919,0.0375987,0
mexico_born_naturalized,women,18_plus_born_1956_on,household,now_active_duty,40651,1518090,0.000884225,0.000244919,0.66302,0.183455,0
mexico_born_naturalized,women,18_plus_born_1956_on,household,reserve_guard_only,40651,1518090,0.00175088,0.000249278,0.537343,0.0764063,0
mexico_born_arrived_under_18,men,18_24,all,ever_active_duty,5346,227692,0.0100165,0.00145686,0.281301,0.0403898,0.405437
mexico_born_arrived_under_18,men,18_24,all,now_active_duty,5346,227692,0.00619844,0.00126898,0.259068,0.0523724,0.48394
mexico_born_arrived_under_18,men,18_24,all,reserve_guard_only,5346,227692,0.00564067,0.00120891,0.556369,0.121176,0.111861
mexico_born_arrived_under_18,men,18_24,household,ever_active_duty,4867,220054,0.00616212,0.00142202,0.239629,0.0550367,0
mexico_born_arrived_under_18,men,18_24,household,now_active_duty,4867,220054,0.00330979,0.0011679,0.250705,0.0880311,0
mexico_born_arrived_under_18,men,18_24,household,reserve_guard_only,4867,220054,0.00518358,0.00121329,0.518318,0.121907,0
mexico_born_arrived_under_18,men,18_49,all,ever_active_duty,35116,1545322,0.0202338,0.000949938,0.288367,0.013539,0.0438899
mexico_born_arrived_under_18,men,18_49,all,now_active_duty,35116,1545322,0.00346832,0.000342327,0.223219,0.0221326,0.143666
mexico_born_arrived_under_18,men,18_49,all,reserve_guard_only,35116,1545322,0.0047179,0.000436316,0.387646,0.0369094,0.0469093
mexico_born_arrived_under_18,men,18_49,household,ever_active_duty,32868,1509801,0.0198008,0.000965955,0.28739,0.0139917,0
mexico_born_arrived_under_18,men,18_49,household,now_active_duty,32868,1509801,0.00303992,0.000348386,0.237881,0.0274078,0
mexico_born_arrived_under_18,men,18_49,household,reserve_guard_only,32868,1509801,0.00460237,0.000447748,0.375319,0.0375939,0
mexico_born_arrived_under_18,men,25_49,all,ever_active_duty,29770,1317630,0.0219993,0.00111415,0.276079,0.0139445,0.0154437
mexico_born_arrived_under_18,men,25_49,all,now_active_duty,29770,1317630,0.00299654,0.000418645,0.22654,0.0315835,0.0220346
mexico_born_arrived_under_18,men,25_49,all,reserve_guard_only,29770,1317630,0.00455844,0.000522925,0.358076,0.0415872,0.0330207
mexico_born_arrived_under_18,men,25_49,household,ever_active_duty,28001,1289747,0.0221279,0.0011406,0.277782,0.0143029,0
mexico_born_arrived_under_18,men,25_49,household,now_active_duty,28001,1289747,0.00299387,0.000430936,0.236225,0.0340017,0
mexico_born_arrived_under_18,men,25_49,household,reserve_guard_only,28001,1289747,0.00450321,0.000532161,0.351096,0.0420488,0
mexico_born_arrived_under_18,men,25_34,all,ever_active_duty,11474,492787,0.0174964,0.00152842,0.26522,0.0230325,0.0190984
mexico_born_arrived_under_18,men,25_34,all,now_active_duty,11474,492787,0.00414175,0.000741402,0.224269,0.0402857,0.0426262
mexico_born_arrived_under_18,men,25_34,all,reserve_guard_only,11474,492787,0.00469304,0.000865374,0.34517,0.0649766,0.022629
mexico_born_arrived_under_18,men,25_34,household,ever_active_duty,10754,481446,0.0175665,0.00157726,0.270759,0.0242167,0
mexico_born_arrived_under_18,men,25_34,household,now_active_duty,10754,481446,0.00405861,0.00076429,0.238621,0.0451084,0
mexico_born_arrived_under_18,men,25_34,household,reserve_guard_only,10754,481446,0.00469488,0.000884569,0.343249,0.0660826,0
mexico_born_arrived_under_18,men,18_plus_born_1956_on,all,ever_active_duty,49290,2087717,0.0241554,0.000877948,0.257832,0.00934678,0.0358982
mexico_born_arrived_under_18,men,18_plus_born_1956_on,all,now_active_duty,49290,2087717,0.00265362,0.000260856,0.267539,0.0264676,0.140915
mexico_born_arrived_under_18,men,18_plus_born_1956_on,all,reserve_guard_only,49290,2087717,0.00544039,0.000339925,0.377647,0.0241583,0.0348946
mexico_born_arrived_under_18,men,18_plus_born_1956_on,household,ever_active_duty,46504,2043787,0.0237888,0.000898507,0.254473,0.00959731,0
mexico_born_arrived_under_18,men,18_plus_born_1956_on,household,now_active_duty,46504,2043787,0.00232868,0.000262998,0.285797,0.032443,0
mexico_born_arrived_under_18,men,18_plus_born_1956_on,household,reserve_guard_only,46504,2043787,0.00536341,0.00035493,0.369482,0.0250105,0
mexico_born_arrived_under_18,women,18_24,all,ever_active_duty,4813,211670,0.004907,0.001302,0.729204,0.19295,0.332798
mexico_born_arrived_under_18,women,18_24,all,now_active_duty,4813,211670,0.00357317,0.00126589,0.854169,0.301666,0.419568
mexico_born_arrived_under_18,women,18_24,all,reserve_guard_only,4813,211670,0.00288499,0.00130304,0.939176,0.419932,0
mexico_born_arrived_under_18,women,18_24,household,ever_active_duty,4552,207225,0.00334419,0.00098055,0.622352,0.180287,0
mexico_born_arrived_under_18,women,18_24,household,now_active_duty,4552,207225,0.00211847,0.000965161,0.818282,0.372362,0
mexico_born_arrived_under_18,women,18_24,household,reserve_guard_only,4552,207225,0.00294687,0.00133154,0.942433,0.41973,0
mexico_born_arrived_under_18,women,18_49,all,ever_active_duty,32140,1373633,0.00561285,0.000530521,0.436669,0.0410048,0.0541721
mexico_born_arrived_under_18,women,18_49,all,now_active_duty,32140,1373633,0.00119683,0.000320026,0.466712,0.124661,0.236821
mexico_born_arrived_under_18,women,18_49,all,reserve_guard_only,32140,1373633,0.00140479,0.000247698,0.418791,0.0749447,0.00898255
mexico_born_arrived_under_18,women,18_49,household,ever_active_duty,31727,1366642,0.00533595,0.000495197,0.420002,0.0384847,0
mexico_born_arrived_under_18,women,18_49,household,now_active_duty,31727,1366642,0.000918065,0.000268684,0.427338,0.124861,0
mexico_born_arrived_under_18,women,18_49,household,reserve_guard_only,31727,1366642,0.00139929,0.000246298,0.415858,0.0739436,0
mexico_born_arrived_under_18,women,25_49,all,ever_active_duty,27327,1161963,0.00574144,0.000560642,0.395869,0.0386729,0.0107924
mexico_born_arrived_under_18,women,25_49,all,now_active_duty,27327,1161963,0.000763937,0.000259906,0.358932,0.122434,0.0811115
mexico_born_arrived_under_18,women,25_49,all,reserve_guard_only,27327,1161963,0.00113515,0.000221381,0.330899,0.066981,0.0131413
mexico_born_arrived_under_18,women,25_49,household,ever_active_duty,27175,1159417,0.00569194,0.000562601,0.394157,0.0388349,0
mexico_born_arrived_under_18,women,25_49,household,now_active_duty,27175,1159417,0.000703514,0.000247242,0.344186,0.120756,0
mexico_born_arrived_under_18,women,25_49,household,reserve_guard_only,27175,1159417,0.00112269,0.00021888,0.328158,0.0662476,0
mexico_born_arrived_under_18,women,25_34,all,ever_active_duty,10279,448919,0.00491922,0.000947077,0.424434,0.0820639,0.0326038
mexico_born_arrived_under_18,women,25_34,all,now_active_duty,10279,448919,0.00158752,0.000641418,0.496309,0.200345,0.101029
mexico_born_arrived_under_18,women,25_34,all,reserve_guard_only,10279,448919,0.00134248,0.000255896,0.360744,0.0726339,0.0287611
mexico_born_arrived_under_18,women,25_34,household,ever_active_duty,10212,447798,0.00477075,0.000930892,0.418526,0.0817674,0
mexico_born_arrived_under_18,women,25_34,household,now_active_duty,10212,447798,0.0014307,0.000612029,0.47702,0.20272,0
mexico_born_arrived_under_18,women,25_34,household,reserve_guard_only,10212,447798,0.00130714,0.000244511,0.352967,0.0696147,0
mexico_born_arrived_under_18,women,18_plus_born_1956_on,all,ever_active_duty,44815,1820447,0.00585332,0.000444153,0.391597,0.0293338,0.0423249
mexico_born_arrived_under_18,women,18_plus_born_1956_on,all,now_active_duty,44815,1820447,0.000903075,0.00024154,0.565478,0.150702,0.236821
mexico_born_arrived_under_18,women,18_plus_born_1956_on,all,reserve_guard_only,44815,1820447,0.00150897,0.00022486,0.46432,0.0696522,0.00630991
mexico_born_arrived_under_18,women,18_plus_born_1956_on,household,ever_active_duty,44301,1811928,0.00563194,0.000419392,0.377862,0.0276047,0
mexico_born_arrived_under_18,women,18_plus_born_1956_on,household,now_active_duty,44301,1811928,0.000692449,0.00020277,0.519219,0.151362,0
mexico_born_arrived_under_18,women,18_plus_born_1956_on,household,reserve_guard_only,44301,1811928,0.0015065,0.000223703,0.462341,0.0687804,0
usb_asian_indian_ancestry,men,18_24,all,ever_active_duty,2633,82766,0.00654456,0.00146063,0.183796,0.0416365,0.654769
usb_asian_indian_ancestry,men,18_24,all,now_active_duty,2633,82766,0.00515107,0.00143608,0.215292,0.0606209,0.792807
usb_asian_indian_ancestry,men,18_24,all,reserve_guard_only,2633,82766,0.00279906,0.0013139,0.276086,0.129333,0
usb_asian_indian_ancestry,men,18_24,household,ever_active_duty,1839,66559,0.00280955,0.00126357,0.109256,0.0495276,0
usb_asian_indian_ancestry,men,18_24,household,now_active_duty,1839,66559,0.00132715,0.00093926,0.100527,0.071561,0
usb_asian_indian_ancestry,men,18_24,household,reserve_guard_only,1839,66559,0.00348064,0.00162919,0.348037,0.161635,0
usb_asian_indian_ancestry,men,18_49,all,ever_active_duty,6340,214132,0.0110633,0.00126422,0.157671,0.017986,0.245251
usb_asian_indian_ancestry,men,18_49,all,now_active_duty,6340,214132,0.00404267,0.000778622,0.260184,0.050039,0.564497
usb_asian_indian_ancestry,men,18_49,all,reserve_guard_only,6340,214132,0.00369398,0.000902862,0.303515,0.0736982,0.0674252
usb_asian_indian_ancestry,men,18_49,household,ever_active_duty,5441,196780,0.00908629,0.00127487,0.131879,0.0184962,0
usb_asian_indian_ancestry,men,18_49,household,now_active_duty,5441,196780,0.00191585,0.000603322,0.14992,0.0473027,0
usb_asian_indian_ancestry,men,18_49,household,reserve_guard_only,5441,196780,0.00374869,0.000921368,0.305702,0.0748225,0
usb_asian_indian_ancestry,men,25_49,all,ever_active_duty,3707,131366,0.0139102,0.00188833,0.174565,0.0236229,0.12386
usb_asian_indian_ancestry,men,25_49,all,now_active_duty,3707,131366,0.00334434,0.00104156,0.252833,0.0780838,0.342944
usb_asian_indian_ancestry,men,25_49,all,reserve_guard_only,3707,131366,0.00425781,0.00133247,0.334461,0.104397,0.0953516
usb_asian_indian_ancestry,men,25_49,household,ever_active_duty,3602,130221,0.0122945,0.00182562,0.154339,0.0229273,0
usb_asian_indian_ancestry,men,25_49,household,now_active_duty,3602,130221,0.00221674,0.000796947,0.174907,0.0626543,0
usb_asian_indian_ancestry,men,25_49,household,reserve_guard_only,3602,130221,0.00388569,0.00124245,0.302951,0.0969274,0
usb_asian_indian_ancestry,men,25_34,all,ever_active_duty,1864,67769,0.0106981,0.00260991,0.162168,0.0395202,0.207816
usb_asian_indian_ancestry,men,25_34,all,now_active_duty,1864,67769,0.00449566,0.00178306,0.243433,0.0958932,0.49453
usb_asian_indian_ancestry,men,25_34,all,reserve_guard_only,1864,67769,0.00584338,0.00228679,0.429777,0.169852,0.13468
usb_asian_indian_ancestry,men,25_34,household,ever_active_duty,1812,67135,0.00855486,0.00236162,0.131859,0.0363843,0
usb_asian_indian_ancestry,men,25_34,household,now_active_duty,1812,67135,0.00229387,0.00131395,0.134866,0.0771462,0
usb_asian_indian_ancestry,men,25_34,household,reserve_guard_only,1812,67135,0.00510412,0.00208435,0.373168,0.154437,0
usb_asian_indian_ancestry,men,18_plus_born_1956_on,all,ever_active_duty,6793,227936,0.0118352,0.0013343,0.126328,0.0142065,0.215371
usb_asian_indian_ancestry,men,18_plus_born_1956_on,all,now_active_duty,6793,227936,0.00379784,0.000730318,0.382901,0.0734493,0.564497
usb_asian_indian_ancestry,men,18_plus_born_1956_on,all,reserve_guard_only,6793,227936,0.00368524,0.000859453,0.255812,0.0595509,0.0634921
usb_asian_indian_ancestry,men,18_plus_born_1956_on,household,ever_active_duty,5876,210312,0.0100644,0.0013704,0.107661,0.0146408,0
usb_asian_indian_ancestry,men,18_plus_born_1956_on,household,now_active_duty,5876,210312,0.00179257,0.000565206,0.22,0.0694506,0
usb_asian_indian_ancestry,men,18_plus_born_1956_on,household,reserve_guard_only,5876,210312,0.00374047,0.00087425,0.257679,0.0602519,0
usb_asian_indian_ancestry,women,18_24,all,ever_active_duty,2575,75256,0.00204193,0.00152639,0.30344,0.22779,0.234273
usb_asian_indian_ancestry,women,18_24,all,now_active_duty,2575,75256,0.000478369,0.000960547,0.114355,0.230167,1
usb_asian_indian_ancestry,women,18_24,all,reserve_guard_only,2575,75256,0.00067769,0.000490148,0.220614,0.158254,0
usb_asian_indian_ancestry,women,18_24,household,ever_active_duty,1605,55505,0.00211992,0.00158201,0.394516,0.296043,0
usb_asian_indian_ancestry,women,18_24,household,now_active_duty,1605,55505,0,0,0,0,
usb_asian_indian_ancestry,women,18_24,household,reserve_guard_only,1605,55505,0.000918831,0.000664544,0.293849,0.209761,0
usb_asian_indian_ancestry,women,18_49,all,ever_active_duty,6035,192338,0.00270704,0.000783704,0.210602,0.0613434,0.0691421
usb_asian_indian_ancestry,women,18_49,all,now_active_duty,6035,192338,0.000584041,0.000471765,0.227752,0.18475,0.320475
usb_asian_indian_ancestry,women,18_49,all,reserve_guard_only,6035,192338,0.000433265,0.000223802,0.129163,0.0670734,0
usb_asian_indian_ancestry,women,18_49,household,ever_active_duty,5035,172190,0.00281472,0.000743171,0.221552,0.0588176,0
usb_asian_indian_ancestry,women,18_49,household,now_active_duty,5035,172190,0.000443309,0.00024838,0.20635,0.116246,0
usb_asian_indian_ancestry,women,18_49,household,reserve_guard_only,5035,172190,0.000483962,0.000249934,0.143829,0.0745898,0
usb_asian_indian_ancestry,women,25_49,all,ever_active_duty,3460,117082,0.00313455,0.000783986,0.216126,0.0539715,0
usb_asian_indian_ancestry,women,25_49,all,now_active_duty,3460,117082,0.000651963,0.000365726,0.306321,0.172443,0
usb_asian_indian_ancestry,women,25_49,all,reserve_guard_only,3460,117082,0.000276159,0.00020605,0.080501,0.0605319,0
usb_asian_indian_ancestry,women,25_49,household,ever_active_duty,3430,116685,0.00314523,0.000786616,0.217802,0.0544231,0
usb_asian_indian_ancestry,women,25_49,household,now_active_duty,3430,116685,0.000654185,0.000366793,0.320052,0.180166,0
usb_asian_indian_ancestry,women,25_49,household,reserve_guard_only,3430,116685,0.0002771,0.000206687,0.0809953,0.0608739,0
usb_asian_indian_ancestry,women,25_34,all,ever_active_duty,1777,61398,0.00222048,0.00093241,0.191585,0.0799765,0
usb_asian_indian_ancestry,women,25_34,all,now_active_duty,1777,61398,0.00124325,0.000697023,0.388681,0.218594,0
usb_asian_indian_ancestry,women,25_34,all,reserve_guard_only,1777,61398,0.000526619,0.00039491,0.14151,0.107258,0
usb_asian_indian_ancestry,women,25_34,household,ever_active_duty,1762,61242,0.00222615,0.000934495,0.195295,0.0815508,0
usb_asian_indian_ancestry,women,25_34,household,now_active_duty,1762,61242,0.00124643,0.000698561,0.41558,0.234327,0
usb_asian_indian_ancestry,women,25_34,household,reserve_guard_only,1762,61242,0.000527963,0.000395918,0.142566,0.108046,0
usb_asian_indian_ancestry,women,18_plus_born_1956_on,all,ever_active_duty,6509,206302,0.00281626,0.0007356,0.188413,0.0493476,0.0619621
usb_asian_indian_ancestry,women,18_plus_born_1956_on,all,now_active_duty,6509,206302,0.00054451,0.000439677,0.340956,0.276333,0.320475
usb_asian_indian_ancestry,women,18_plus_born_1956_on,all,reserve_guard_only,6509,206302,0.000403939,0.000208741,0.124295,0.0643473,0
usb_asian_indian_ancestry,women,18_plus_born_1956_on,household,ever_active_duty,5503,186088,0.00292872,0.000695931,0.196496,0.0467765,0
usb_asian_indian_ancestry,women,18_plus_born_1956_on,household,now_active_duty,5503,186088,0.000410199,0.000229511,0.30758,0.172933,0
usb_asian_indian_ancestry,women,18_plus_born_1956_on,household,reserve_guard_only,5503,186088,0.000447816,0.000231384,0.137434,0.0710864,0
usb_asian_indian_race,men,18_24,all,ever_active_duty,3676,113877,0.00823693,0.00137511,0.231325,0.038819,0.387704
usb_asian_indian_race,men,18_24,all,now_active_duty,3676,113877,0.00594792,0.00134963,0.248597,0.0562217,0.512303
usb_asian_indian_race,men,18_24,all,reserve_guard_only,3676,113877,0.00247342,0.00106424,0.243967,0.104465,0.0781065
usb_asian_indian_race,men,18_24,household,ever_active_duty,2702,94253,0.00609351,0.00145257,0.23696,0.0567473,0
usb_asian_indian_race,men,18_24,household,now_active_duty,2702,94253,0.00350474,0.00131625,0.265471,0.0988783,0
usb_asian_indian_race,men,18_24,household,reserve_guard_only,2702,94253,0.00275499,0.00117783,0.275477,0.116645,0
usb_asian_indian_race,men,18_49,all,ever_active_duty,8671,293873,0.0170833,0.00176887,0.243468,0.0249957,0.117522
usb_asian_indian_race,men,18_49,all,now_active_duty,8671,293873,0.00574965,0.00093641,0.370044,0.0598609,0.294535
usb_asian_indian_race,men,18_49,all,reserve_guard_only,8671,293873,0.00312947,0.000703728,0.257133,0.057683,0.0819137
usb_asian_indian_race,men,18_49,household,ever_active_duty,7590,272980,0.0162295,0.00195778,0.235556,0.0282189,0
usb_asian_indian_race,men,18_49,household,now_active_duty,7590,272980,0.00436662,0.00104052,0.341699,0.0812367,0
usb_asian_indian_race,men,18_49,household,reserve_guard_only,7590,272980,0.00309302,0.000690318,0.252233,0.0563435,0
usb_asian_indian_race,men,25_49,all,ever_active_duty,4995,179996,0.0226802,0.00287591,0.284623,0.0357744,0.0554421
usb_asian_indian_race,men,25_49,all,now_active_duty,4995,179996,0.00562421,0.00139539,0.425192,0.104669,0.148831
usb_asian_indian_race,men,25_49,all,reserve_guard_only,4995,179996,0.00354453,0.00104249,0.278431,0.0819099,0.0835946
usb_asian_indian_race,men,25_49,household,ever_active_duty,4888,178727,0.0215748,0.00287879,0.27084,0.035902,0
usb_asian_indian_race,men,25_49,household,now_active_duty,4888,178727,0.00482114,0.00137918,0.380402,0.10837,0
usb_asian_indian_race,men,25_49,household,reserve_guard_only,4888,178727,0.00327129,0.00099298,0.255049,0.0777005,0
usb_asian_indian_race,men,25_34,all,ever_active_duty,2621,95444,0.0166729,0.00320467,0.252737,0.0481709,0.0946795
usb_asian_indian_race,men,25_34,all,now_active_duty,2621,95444,0.00719093,0.00235875,0.389377,0.126421,0.219524
usb_asian_indian_race,men,25_34,all,reserve_guard_only,2621,95444,0.00455414,0.00161675,0.334954,0.120183,0.122699
usb_asian_indian_race,men,25_34,household,ever_active_duty,2562,94678,0.0152165,0.0031627,0.234538,0.0484097,0
usb_asian_indian_race,men,25_34,household,now_active_duty,2562,94678,0.00565779,0.00230408,0.332643,0.134442,0
usb_asian_indian_race,men,25_34,household,reserve_guard_only,2562,94678,0.0040277,0.00148024,0.29447,0.109834,0
usb_asian_indian_race,men,18_plus_born_1956_on,all,ever_active_duty,9338,315298,0.0193711,0.00179882,0.206765,0.0190424,0.0974731
usb_asian_indian_race,men,18_plus_born_1956_on,all,now_active_duty,9338,315298,0.00535896,0.000866762,0.540293,0.0867889,0.294535
usb_asian_indian_race,men,18_plus_born_1956_on,all,reserve_guard_only,9338,315298,0.0030384,0.000643128,0.210912,0.0445685,0.078636
usb_asian_indian_race,men,18_plus_born_1956_on,household,ever_active_duty,8237,294080,0.0187444,0.00197438,0.200512,0.0209757,0
usb_asian_indian_race,men,18_plus_born_1956_on,household,now_active_duty,8237,294080,0.00405332,0.000961195,0.49746,0.11766,0
usb_asian_indian_race,men,18_plus_born_1956_on,household,reserve_guard_only,8237,294080,0.00300145,0.000627267,0.206768,0.043272,0
usb_asian_indian_race,women,18_24,all,ever_active_duty,3502,105403,0.00595808,0.00198054,0.8854,0.298056,0.0801486
usb_asian_indian_race,women,18_24,all,now_active_duty,3502,105403,0.00159704,0.00105777,0.381775,0.252716,0.29901
usb_asian_indian_race,women,18_24,all,reserve_guard_only,3502,105403,0.000607193,0.00037149,0.197665,0.12003,0
usb_asian_indian_race,women,18_24,household,ever_active_duty,2339,82204,0.0070272,0.00224448,1.30776,0.429714,0
usb_asian_indian_race,women,18_24,household,now_active_duty,2339,82204,0.00143545,0.00097626,0.554458,0.378885,0
usb_asian_indian_race,women,18_24,household,reserve_guard_only,2339,82204,0.000778548,0.000475144,0.248986,0.150157,0
usb_asian_indian_race,women,18_49,all,ever_active_duty,8340,272245,0.00483755,0.000972415,0.376352,0.0760586,0.0382182
usb_asian_indian_race,women,18_49,all,now_active_duty,8340,272245,0.000755446,0.000453108,0.294592,0.17813,0.244733
usb_asian_indian_race,women,18_49,all,reserve_guard_only,8340,272245,0.000345277,0.000171375,0.102933,0.0513639,0
usb_asian_indian_race,women,18_49,household,ever_active_duty,7145,248532,0.00509659,0.000966487,0.401161,0.0765656,0
usb_asian_indian_race,women,18_49,household,now_active_duty,7145,248532,0.000625003,0.000366462,0.290924,0.173026,0
usb_asian_indian_race,women,18_49,household,reserve_guard_only,7145,248532,0.00037822,0.000187445,0.112404,0.0559679,0
usb_asian_indian_race,women,25_49,all,ever_active_duty,4838,166842,0.00412965,0.00083313,0.284737,0.057375,0
usb_asian_indian_race,women,25_49,all,now_active_duty,4838,166842,0.000223764,0.000190769,0.105134,0.0899262,0
usb_asian_indian_race,women,25_49,all,reserve_guard_only,4838,166842,0.00017981,0.0001271,0.0524152,0.0373168,0
usb_asian_indian_race,women,25_49,household,ever_active_duty,4806,166328,0.00414242,0.000835451,0.286855,0.0577965,0
usb_asian_indian_race,women,25_49,household,now_active_duty,4806,166328,0.000224456,0.000191341,0.109813,0.0939057,0
usb_asian_indian_race,women,25_49,household,reserve_guard_only,4806,166328,0.000180367,0.000127504,0.0527204,0.037543,0
usb_asian_indian_race,women,25_34,all,ever_active_duty,2538,89603,0.0047357,0.00130043,0.4086,0.111857,0
usb_asian_indian_race,women,25_34,all,now_active_duty,2538,89603,0.000416653,0.000355563,0.130259,0.111858,0
usb_asian_indian_race,women,25_34,all,reserve_guard_only,2538,89603,0.000204606,0.00021051,0.0549805,0.0567866,0
usb_asian_indian_race,women,25_34,household,ever_active_duty,2521,89330,0.00475018,0.00130355,0.416721,0.113992,0
usb_asian_indian_race,women,25_34,household,now_active_duty,2521,89330,0.000417926,0.000356653,0.139343,0.119764,0
usb_asian_indian_race,women,25_34,household,reserve_guard_only,2521,89330,0.000205232,0.000211138,0.0554188,0.0572459,0
usb_asian_indian_race,women,18_plus_born_1956_on,all,ever_active_duty,9047,293659,0.00467209,0.000899356,0.312571,0.0598935,0.0366861
usb_asian_indian_race,women,18_plus_born_1956_on,all,now_active_duty,9047,293659,0.00070036,0.000420239,0.438544,0.264924,0.244733
usb_asian_indian_race,women,18_plus_born_1956_on,all,reserve_guard_only,9047,293659,0.0003201,0.00015912,0.0984968,0.0490314,0
usb_asian_indian_race,women,18_plus_born_1956_on,household,ever_active_duty,7850,269934,0.00489625,0.000886588,0.328503,0.0591572,0
usb_asian_indian_race,women,18_plus_born_1956_on,household,now_active_duty,7850,269934,0.000575449,0.000337428,0.431489,0.256187,0
usb_asian_indian_race,women,18_plus_born_1956_on,household,reserve_guard_only,7850,269934,0.000348233,0.00017289,0.106872,0.0531041,0
india_born,men,18_24,all,ever_active_duty,2468,84663,0.00791767,0.0024991,0.222358,0.0699995,0.461462
india_born,men,18_24,all,now_active_duty,2468,84663,0.00383875,0.00156317,0.160443,0.0656714,0.941538
india_born,men,18_24,all,reserve_guard_only,2468,84663,0.00210639,0.00100761,0.207764,0.0985298,0
india_born,men,18_24,household,ever_active_duty,1878,73545,0.00490858,0.00228994,0.190882,0.0886127,0
india_born,men,18_24,household,now_active_duty,1878,73545,0.000258346,0.000411383,0.0195688,0.0308189,0
india_born,men,18_24,household,reserve_guard_only,1878,73545,0.00242483,0.00116039,0.242464,0.114702,0
india_born,men,18_49,all,ever_active_duty,25466,1000817,0.00776832,0.000683449,0.110712,0.00975767,0.0422741
india_born,men,18_49,all,now_active_duty,25466,1000817,0.00106147,0.000211961,0.0683154,0.013674,0.288045
india_born,men,18_49,all,reserve_guard_only,25466,1000817,0.00231478,0.000362737,0.190193,0.0292934,0.00503597
india_born,men,18_49,household,ever_active_duty,24537,984698,0.00756171,0.000686272,0.109751,0.00995468,0
india_born,men,18_49,household,now_active_duty,24537,984698,0.000768087,0.000177104,0.0601047,0.0138419,0
india_born,men,18_49,household,reserve_guard_only,24537,984698,0.00234082,0.000366531,0.190891,0.0293292,0
india_born,men,25_49,all,ever_active_duty,22998,916154,0.00775452,0.000735931,0.0973146,0.00920499,0.00272134
india_born,men,25_49,all,now_active_duty,22998,916154,0.000804814,0.000190169,0.0608442,0.0144174,0
india_born,men,25_49,all,reserve_guard_only,22998,916154,0.00233403,0.000372218,0.183344,0.0289684,0.00545596
india_born,men,25_49,household,ever_active_duty,22659,911153,0.00777586,0.000741091,0.0976144,0.00928074,0
india_born,men,25_49,household,now_active_duty,22659,911153,0.000809231,0.000191212,0.0638507,0.0151481,0
india_born,men,25_49,household,reserve_guard_only,22659,911153,0.00233404,0.000372036,0.181975,0.02872,0
india_born,men,25_34,all,ever_active_duty,7248,309194,0.00684898,0.00125317,0.103821,0.0189134,0
india_born,men,25_34,all,now_active_duty,7248,309194,0.000618813,0.000294569,0.0335076,0.0159447,0
india_born,men,25_34,all,reserve_guard_only,7248,309194,0.00361046,0.000996462,0.265547,0.0730498,0.0104509
india_born,men,25_34,household,ever_active_duty,7014,305397,0.00693415,0.00126987,0.106878,0.0195009,0
india_born,men,25_34,household,now_active_duty,7014,305397,0.000626508,0.000298148,0.0368348,0.0175411,0
india_born,men,25_34,household,reserve_guard_only,7014,305397,0.00361715,0.00100373,0.264455,0.0731726,0
india_born,men,18_plus_born_1956_on,all,ever_active_duty,35872,1331241,0.00910754,0.000601959,0.097213,0.00646112,0.0319468
india_born,men,18_plus_born_1956_on,all,now_active_duty,35872,1331241,0.000877127,0.000163666,0.0884323,0.0164753,0.262061
india_born,men,18_plus_born_1956_on,all,reserve_guard_only,35872,1331241,0.00230687,0.000313789,0.160132,0.0215129,0.00379898
india_born,men,18_plus_born_1956_on,household,ever_active_duty,34830,1313661,0.00893457,0.000606275,0.0955746,0.00651024,0
india_born,men,18_plus_born_1956_on,household,now_active_duty,34830,1313661,0.000655928,0.000138843,0.0805013,0.0169537,0
india_born,men,18_plus_born_1956_on,household,reserve_guard_only,34830,1313661,0.00232886,0.00031662,0.160434,0.0215351,0
