allocation,weighting,contrast,metric,estimate,se_sampling,ci95_sampling_low,ci95_sampling_high,se_sampling_cps_and_meps,ci95_sampling_combined_low,ci95_sampling_combined_high
equal_all_members,resource_unit_head,all_native_minus_mexico_born,wic,-5.184221164500168,1.1698167325892261,-7.477061960375051,-2.891380368625285,,,
equal_all_members,resource_unit_head,all_native_minus_mexico_born,school_lunch,-59.09792829475122,3.524763112765133,-66.00646399577089,-52.18939259373156,,,
equal_all_members,resource_unit_head,all_native_minus_mexico_born,broadband,0.24377069011497854,0.16931072819993295,-0.08807833715689006,0.5756197173868471,,,
equal_all_members,resource_unit_head,all_native_minus_mexico_born,capped_housing_resource_value,21.99081650036041,12.368430337565831,-2.251306961268618,46.23293996198944,,,
equal_all_members,resource_unit_head,all_native_minus_mexico_born,school_age_children_5_17,-0.04536265113401494,0.004448942902457014,-0.05408257922283069,-0.036642723045199194,,,
equal_all_members,resource_unit_head,all_native_minus_mexico_born,modeled_tax_total,8411.052280804885,285.5344021904983,7851.404852511508,8970.69970909826,,,
equal_all_members,resource_unit_head,all_native_minus_mexico_born,state_positive_liability,1324.4535921700165,46.762928277593375,1232.7982527459335,1416.1089315940994,,,
equal_all_members,resource_unit_head,all_native_minus_mexico_born,state_net_refund,-25.69537338877859,3.2006282131552757,-31.968604686562934,-19.42214209099425,,,
equal_all_members,resource_unit_head,all_native_minus_mexico_born,modeled_positive_liability,8103.266761562301,282.22693783254147,7550.10196341052,8656.431559714083,,,
equal_all_members,resource_unit_head,all_native_minus_mexico_born,modeled_refund_amount,-307.78551924260216,16.29487417356666,-339.7234726227928,-275.8475658624115,,,
equal_all_members,resource_unit_head,all_native_minus_mexico_born,selected_cash_total,1511.267700208543,72.27391656170686,1369.6108237475976,1652.9245766694883,,,
equal_all_members,resource_unit_head,all_native_minus_mexico_born,selected_noncash_total,-61.848288044199364,14.55786214928655,-90.381697856801,-33.31487823159773,,,
equal_all_members,resource_unit_head,all_native_minus_mexico_born,cash_tax_balance,6899.784580596348,289.6198437427942,6332.129686860471,7467.439474332225,,,
equal_all_members,resource_unit_head,all_native_minus_mexico_born,cash_noncash_tax_balance,6961.632868640549,291.4337764458845,6390.422666806615,7532.843070474482,,,
equal_all_members,resource_unit_head,all_native_minus_mexico_born,noncitizen_modeled_payroll,-1070.0535644886904,28.87976586963015,-1126.6579055931654,-1013.4492233842153,,,
equal_all_members,resource_unit_head,all_native_minus_mexico_born,federal_refundable_credits,-282.0901458538241,15.123307431257333,-311.73182841908846,-252.4484632885597,,,
equal_all_members,resource_unit_head,all_native_minus_mexico_born,health_age_birth,654.0196162886166,24.887950453002723,605.2392334007312,702.799999176502,260.7297153485179,142.98937420552147,1165.0498583717117
equal_all_members,resource_unit_head,all_native_minus_mexico_born,balance_after_health_age_birth,6307.613252351944,291.17298060918915,5736.9142103579325,6878.312294345955,390.05420011173743,5543.1070201329385,7072.119484570949
equal_all_members,resource_unit_head,all_native_minus_mexico_born,balance_excluding_school_lunch_after_health_age_birth,6248.515324057189,290.76708727776276,5678.611832992774,6818.418815121604,389.7512968958053,5484.602782141411,7012.427865972967
equal_all_members,resource_unit_head,all_native_minus_mexico_born,health_age_birth_insurance,173.42509634371072,70.95900047507921,34.34545541255548,312.504737274866,295.1638723952954,-405.0960935510683,751.9462862384897
equal_all_members,resource_unit_head,all_native_minus_mexico_born,balance_after_health_age_birth_insurance,6788.2077722968415,313.16152016811066,6174.411192767345,7402.004351826338,424.44866536834104,5956.288388174893,7620.12715641879
equal_all_members,resource_unit_head,all_native_minus_mexico_born,balance_excluding_school_lunch_after_health_age_birth_insurance,6729.109844002085,312.665825534771,6116.284825953934,7341.934862050236,424.08307001848567,5897.9070267658535,7560.312661238317
equal_all_members,person,all_native_minus_mexico_born,payroll,1445.7105065765413,46.49388901874734,1354.5824840997966,1536.838529053286,,,
equal_all_members,person,all_native_minus_mexico_born,federal_before_refundable,5190.583935198396,206.86167843589473,4785.135045464042,5596.0328249327495,,,
equal_all_members,person,all_native_minus_mexico_born,federal_after_refundable,5469.059925939306,209.15684214642664,5059.112515332309,5879.007336546302,,,
equal_all_members,person,all_native_minus_mexico_born,federal_eitc,-198.6217069937817,10.301671786854973,-218.81298369601743,-178.43043029154595,,,
equal_all_members,person,all_native_minus_mexico_born,federal_actc,-79.85428374714168,5.383754754989136,-90.40644306692039,-69.30212442736297,,,
equal_all_members,person,all_native_minus_mexico_born,state_after_credits,1320.934565635136,46.94265823745295,1228.9269554897282,1412.942175780544,,,
equal_all_members,person,all_native_minus_mexico_born,social_security,998.6285775222433,62.59189425234199,875.9484647876529,1121.3086902568336,,,
equal_all_members,person,all_native_minus_mexico_born,ssi,186.5658311152351,13.818458537455045,159.4816523818232,213.65000984864702,,,
equal_all_members,person,all_native_minus_mexico_born,cash_assistance,3.8969344670172177,3.8801057106221326,-3.708072725802162,11.501941659836596,,,
equal_all_members,person,all_native_minus_mexico_born,unemployment,30.393347491032657,10.629544673240618,9.559439931481045,51.22725505058427,,,
equal_all_members,person,all_native_minus_mexico_born,veterans,371.45458990105544,30.291799839779785,312.08266221508705,430.82651758702383,,,
equal_all_members,person,all_native_minus_mexico_born,snap,2.965805389337632,12.827759628543237,-22.176603482607113,28.108214261282377,,,
equal_all_members,person,all_native_minus_mexico_born,energy,2.2191730359495674,2.306409031717341,-2.301388666216421,6.739734738115556,,,
equal_all_members,person,all_native_minus_mexico_born,wic,-5.138515409343264,1.1683187117332523,-7.428420084340439,-2.8486107343460896,,,
equal_all_members,person,all_native_minus_mexico_born,school_lunch,-58.833505938313685,3.5477266535279237,-65.78705017922842,-51.879961697398954,,,
equal_all_members,person,all_native_minus_mexico_born,broadband,0.2695114462120298,0.16249320194575556,-0.04897522960165107,0.5879981220257107,,,
equal_all_members,person,all_native_minus_mexico_born,capped_housing_resource_value,24.059507616193848,11.190149787433683,2.1268140328238303,45.992201199563866,,,
equal_all_members,person,all_native_minus_mexico_born,school_age_children_5_17,-0.04574932515339357,0.004449997752139696,-0.05447132074758737,-0.03702732955919977,,,
equal_all_members,person,all_native_minus_mexico_born,modeled_tax_total,8235.704998150988,283.2847558844927,7680.466876617383,8790.943119684594,,,
equal_all_members,person,all_native_minus_mexico_born,state_positive_liability,1295.4599045531324,46.629058454160045,1204.0669499829787,1386.8528591232862,,,
equal_all_members,person,all_native_minus_mexico_born,state_net_refund,-25.474661082003376,3.2136633580056087,-31.77344126369437,-19.175880900312382,,,
equal_all_members,person,all_native_minus_mexico_born,modeled_positive_liability,7931.75434632808,280.31675307571743,7382.333510299673,8481.175182356486,,,
equal_all_members,person,all_native_minus_mexico_born,modeled_refund_amount,-303.9506518229254,16.009782380247934,-335.32982528821134,-272.5714783576395,,,
equal_all_members,person,all_native_minus_mexico_born,selected_cash_total,1590.9392804965826,76.84232520450236,1440.328323095758,1741.5502378974072,,,
equal_all_members,person,all_native_minus_mexico_born,selected_noncash_total,-58.517531476157444,14.410709659996563,-86.76252240975072,-30.27254054256418,,,
equal_all_members,person,all_native_minus_mexico_born,cash_tax_balance,6644.765717654407,292.7356796775186,6071.00378548647,7218.527649822344,,,
equal_all_members,person,all_native_minus_mexico_born,cash_noncash_tax_balance,6703.28324913056,294.2569231122157,6126.539679830617,7280.026818430502,,,
equal_all_members,person,all_native_minus_mexico_born,noncitizen_modeled_payroll,-1073.4085977856842,29.745846308408318,-1131.7104565501645,-1015.1067390212038,,,
equal_all_members,person,all_native_minus_mexico_born,federal_refundable_credits,-278.47599074092284,14.864481024981513,-307.6103735498866,-249.34160793195906,,,
equal_all_members,person,all_native_minus_mexico_born,health_age_birth,684.797685773543,29.11380087818639,627.7346360522977,741.8607354947883,261.48574089287575,172.28563362350656,1197.3097379235794
equal_all_members,person,all_native_minus_mexico_born,balance_after_health_age_birth,6018.485563357035,297.20662963792716,5435.960569266697,6601.010557447373,394.78976682464486,5244.697620380731,6792.273506333339
equal_all_members,person,all_native_minus_mexico_born,balance_excluding_school_lunch_after_health_age_birth,5959.6520574187125,296.9135846235547,5377.701431556546,6541.602683280879,394.56920308449094,5186.29641937311,6733.007695464315
equal_all_members,person,all_native_minus_mexico_born,health_age_birth_insurance,228.50259647794337,73.71769777177502,84.01590884526433,372.9892841106224,295.49128701016303,-350.6603260619762,807.665519017863
equal_all_members,person,all_native_minus_mexico_born,balance_after_health_age_birth_insurance,6474.78065265262,320.38098985436415,5846.833912538066,7102.727392767174,429.56347655988395,5632.836238595248,7316.7250667099925
equal_all_members,person,all_native_minus_mexico_born,balance_excluding_school_lunch_after_health_age_birth_insurance,6415.947146714304,319.9982187006733,5788.750638060984,7043.143655367624,429.278070376016,5574.562128777313,7257.332164651295
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,payroll,1788.4567405239732,52.091644040921075,1686.3571182037679,1890.5563628441785,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,federal_before_refundable,6474.1353208125,228.9412596051357,6025.410451986434,6922.860189638566,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,federal_after_refundable,6970.585656434668,234.92813351341488,6510.126514748375,7431.044798120961,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,federal_eitc,-341.0982183336895,21.528479832269536,-383.29403880493777,-298.9023978624412,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,federal_actc,-155.3521172884699,12.963903629130341,-180.7613684015654,-129.94286617537443,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,state_after_credits,1669.1336728574227,53.69071097419709,1563.8998793479964,1774.367466366849,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,social_security,952.1003450885033,65.63192349885303,823.4617750307514,1080.7389151462553,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,ssi,193.33391031353375,15.360540467431433,163.22725099736815,223.44056962969935,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,cash_assistance,-1.7287238345539961,8.758398636692982,-18.89518516247224,15.43773749336425,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,unemployment,15.599707885127344,17.174900544490338,-18.06309718207372,49.26251295232841,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,veterans,426.53487717489816,35.98892995587704,355.99657446137917,497.07317988841714,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,snap,-13.463943183009349,18.556617131421792,-49.83491276059606,22.907026394577365,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,energy,3.2410965607728084,2.596027382953512,-1.8471171098160744,8.329310231361692,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,wic,-9.644188271645264,2.499931014522298,-14.544053060108968,-4.74432348318156,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,school_lunch,-106.89113900672875,8.347010956940489,-123.2512804823321,-90.5309975311254,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,broadband,-0.05865236427392517,0.2624672886846366,-0.5730882500958129,0.45578352154796253,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,capped_housing_resource_value,13.445956871450193,19.634125482671152,-25.036929074585267,51.92884281748565,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,school_age_children_5_17,-0.0742199479988726,0.011370836200059683,-0.09650678695098958,-0.051933109046755625,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,modeled_tax_total,10428.176069816036,319.00776454464324,9802.920851308536,11053.431288323536,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,state_positive_liability,1623.2324802891926,53.14171819169399,1519.0747126334725,1727.3902479449127,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,state_net_refund,-45.901192568232474,6.830681614356102,-59.28932853237043,-32.513056604094515,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,modeled_positive_liability,9885.824541625661,312.5943987716106,9273.139520033305,10498.509563218018,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,modeled_refund_amount,-542.3515281903913,35.34640391198198,-611.6304798578759,-473.0725765229066,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,selected_cash_total,1585.8401166275078,84.53068335626193,1420.1599772492343,1751.5202560057812,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,selected_noncash_total,-126.81682626488544,23.70673156192118,-173.28202012625096,-80.35163240351991,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,cash_tax_balance,8842.335953188543,323.11536465145383,8209.029838471693,9475.642067905394,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,cash_noncash_tax_balance,8969.152779453434,327.3367971968274,8327.572656947652,9610.732901959216,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,noncitizen_modeled_payroll,-1359.5140320510716,33.49276154502362,-1425.1598446793178,-1293.8682194228254,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,federal_refundable_credits,-496.450335622159,32.796961375315476,-560.7323799177773,-432.16829132654067,,,
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,health_age_birth,708.5010029291234,30.005481022201437,649.6902601256086,767.3117457326382,297.6124542882166,125.18059252421881,1291.821413334028
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,balance_after_health_age_birth,8260.651776524315,328.68869093895796,7616.421942283958,8904.881610764673,442.3902119252278,7393.566961150869,9127.736591897761
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,balance_excluding_school_lunch_after_health_age_birth,8153.760637517593,327.3054085570086,7512.242036745856,8795.27923828933,441.3634268114571,7288.688320967137,9018.832954068048
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,health_age_birth_insurance,-80.33749626587951,94.48362870868384,-265.52540853489984,104.85041600314082,354.336597168594,-774.8372267163237,614.1622341845647
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,balance_after_health_age_birth_insurance,9049.49027571932,359.41030938997113,8345.046069314976,9753.934482123663,495.7852745845249,8077.751137533651,10021.229413904988
equal_adults_18plus,resource_unit_head,all_native_minus_mexico_born,balance_excluding_school_lunch_after_health_age_birth_insurance,8942.59913671258,357.64616207814106,8241.612659039423,9643.585614385738,494.5078818869139,7973.363688214229,9911.834585210932
equal_adults_18plus,person,all_native_minus_mexico_born,payroll,1731.4700540427166,52.65515040778982,1628.2659592434486,1834.6741488419846,,,
equal_adults_18plus,person,all_native_minus_mexico_born,federal_before_refundable,6339.0521667029025,226.88786661456547,5894.351948138354,6783.752385267451,,,
equal_adults_18plus,person,all_native_minus_mexico_born,federal_after_refundable,6829.585666734329,232.16428621496473,6374.543665752998,7284.627667715659,,,
equal_adults_18plus,person,all_native_minus_mexico_born,federal_eitc,-336.51418577348926,21.25717149633962,-378.1782419063149,-294.8501296406636,,,
equal_adults_18plus,person,all_native_minus_mexico_born,federal_actc,-154.01931425793282,12.815775389607712,-179.13823402156393,-128.9003944943017,,,
equal_adults_18plus,person,all_native_minus_mexico_born,state_after_credits,1630.4285527513994,53.6359122400188,1525.3021647609626,1735.5549407418362,,,
equal_adults_18plus,person,all_native_minus_mexico_born,social_security,1026.117108145152,70.60368714794598,887.733881335178,1164.5003349551262,,,
equal_adults_18plus,person,all_native_minus_mexico_born,ssi,201.02989094901153,15.727644429097495,170.20370786798043,231.85607403004263,,,
equal_adults_18plus,person,all_native_minus_mexico_born,cash_assistance,-1.3750812455351493,8.548207638464884,-18.129568216926323,15.379405725856024,,,
equal_adults_18plus,person,all_native_minus_mexico_born,unemployment,14.045298756201063,16.98355723576716,-19.242473425902574,47.3330709383047,,,
equal_adults_18plus,person,all_native_minus_mexico_born,veterans,427.72524107970486,35.56426445568856,358.0192827465553,497.4311994128544,,,
equal_adults_18plus,person,all_native_minus_mexico_born,snap,-9.82558240365455,18.238183220518486,-45.572421515870786,25.921256708561685,,,
equal_adults_18plus,person,all_native_minus_mexico_born,energy,2.7900695053303037,2.9901083780974242,-3.0705429157406474,8.650681926401255,,,
equal_adults_18plus,person,all_native_minus_mexico_born,wic,-9.586314488553247,2.480192203238537,-14.447491206900779,-4.725137770205715,,,
equal_adults_18plus,person,all_native_minus_mexico_born,school_lunch,-106.26097695898667,8.350184722381556,-122.62733901485453,-89.89461490311882,,,
equal_adults_18plus,person,all_native_minus_mexico_born,broadband,-0.025327298384087538,0.2544693439788183,-0.5240872125825715,0.4734326158143964,,,
equal_adults_18plus,person,all_native_minus_mexico_born,capped_housing_resource_value,14.809778747914578,18.88123901969492,-22.197449730687467,51.81700722651662,,,
equal_adults_18plus,person,all_native_minus_mexico_born,school_age_children_5_17,-0.0751727883301625,0.011332554588036227,-0.0973845953227135,-0.0529609813376115,,,
equal_adults_18plus,person,all_native_minus_mexico_born,modeled_tax_total,10191.484273528418,316.95792551038414,9570.246739528066,10812.721807528771,,,
equal_adults_18plus,person,all_native_minus_mexico_born,state_positive_liability,1584.9331628131597,53.04862427908145,1480.95785922616,1688.9084664001593,,,
equal_adults_18plus,person,all_native_minus_mexico_born,state_net_refund,-45.49538993824227,6.7764706440181985,-58.77727240051794,-32.2135074759666,,,
equal_adults_18plus,person,all_native_minus_mexico_born,modeled_positive_liability,9655.455383558772,311.1751456635397,9045.552098058235,10265.35866905931,,,
equal_adults_18plus,person,all_native_minus_mexico_born,modeled_refund_amount,-536.0288899696645,34.82317186247834,-604.2823068201221,-467.775473119207,,,
equal_adults_18plus,person,all_native_minus_mexico_born,selected_cash_total,1667.5424576845335,87.52926027399205,1495.985107547509,1839.099807821558,,,
equal_adults_18plus,person,all_native_minus_mexico_born,selected_noncash_total,-122.90813164424867,23.51947905618679,-169.00631059437478,-76.80995269412256,,,
equal_adults_18plus,person,all_native_minus_mexico_born,cash_tax_balance,8523.941815843893,326.83634291067654,7883.342583738967,9164.541047948818,,,
equal_adults_18plus,person,all_native_minus_mexico_born,cash_noncash_tax_balance,8646.849947488141,330.4663624531899,7999.135877079889,9294.564017896393,,,
equal_adults_18plus,person,all_native_minus_mexico_born,noncitizen_modeled_payroll,-1360.6218097315939,33.823704181846196,-1426.9162699280125,-1294.3273495351752,,,
equal_adults_18plus,person,all_native_minus_mexico_born,federal_refundable_credits,-490.5335000314206,32.354679079845546,-553.9486710279178,-427.11832903492336,,,
equal_adults_18plus,person,all_native_minus_mexico_born,health_age_birth,734.8055314723292,32.074646851050744,671.9392236442698,797.6718393003887,298.0079623783872,150.70992521069024,1318.9011377339682
equal_adults_18plus,person,all_native_minus_mexico_born,balance_after_health_age_birth,7912.044416015826,334.1394137888865,7257.131164989609,8566.957667042043,446.5748655236648,7036.757679589443,8787.33115244221
equal_adults_18plus,person,all_native_minus_mexico_born,balance_excluding_school_lunch_after_health_age_birth,7805.783439056846,333.028459439461,7153.0476585555025,8458.51921955819,445.74422875335057,6932.124750700279,8679.442127413413
equal_adults_18plus,person,all_native_minus_mexico_born,health_age_birth_insurance,-23.03053427005807,95.86108331540066,-210.91825756824338,164.85718902812724,353.87839037495456,-716.632179404969,670.5711108648528
equal_adults_18plus,person,all_native_minus_mexico_born,balance_after_health_age_birth_insurance,8669.880481758211,365.58456009090463,7953.334743980038,9386.426219536384,499.69254392759035,7690.4830956601345,9649.277867856288
equal_adults_18plus,person,all_native_minus_mexico_born,balance_excluding_school_lunch_after_health_age_birth_insurance,8563.619504799222,364.07940511616096,7850.023870771547,9277.215138826898,498.5923997713004,7586.378401247473,9540.860608350971
