cbsa,d_native_birth_rate,d_fb_share,d_log_rent,d_log_income,d_ba,d_black,d_hisp,d_own,d_age,d_w2034,fb_share_2010,pop,name,native_women_15_50,bartik_raw,bartik,k,zori_growth
12100,22.12294659107331,-1.8076815557519819,0.28541364047715234,0.4207740816923735,12.492278093851596,-5.0626216166106754,0.4975354039019493,-1.4030750326668198,5.800000000000004,0.6890739519781164,15.655387079745893,369823.0,"Atlantic City-Hammonton, NJ Metro Area",61283.0,0.0,0.0,"('atlantic city', 'nj')",0.5447063181208247
12260,1.4433754396848784,0.5033373239095642,0.4471957805646376,0.4119865049666611,5.4082917717903385,-0.8962879848817735,2.1139521448134033,2.9528589495051136,1.7000000000000028,-4.5116401765705305,4.199409951578906,628186.0,"Augusta-Richmond County, GA-SC Metro Area",140198.0,0.0,0.0,"('augusta', 'ga')",0.4661133831966034
12420,-14.1146210766371,1.684359640139009,0.6452271491406503,0.569367981924092,12.734377285557748,-0.19293715859533123,0.7032677983378832,0.6812537990253773,3.1999999999999993,-4.889792859520114,14.272580045096156,2473275.0,"Austin-Round Rock-San Marcos, TX Metro Area",526870.0,0.0,0.0,"('austin', 'tx')",0.3679372201214617
12540,-7.964116387559827,-1.1700287192034402,0.4487687953451367,0.4143149169220024,3.037047377481443,-0.6459593856051438,7.815513409138838,0.7187966207956649,1.5,-2.63431269380861,20.651217574776748,913820.0,"Bakersfield-Delano, CA Metro Area",173842.0,0.0,0.0,"('bakersfield', 'ca')",0.5114226792995065
12580,-4.764737558117503,2.932062994147966,0.39587730695301104,0.37487376244405723,9.254418614029355,-0.07619249613155077,3.7012441816582964,1.0517428144161158,0.20000000000000284,-4.495297824508931,9.257297684054464,2834316.0,"Baltimore-Columbia-Towson, MD Metro Area",572777.0,-5078944.03031006,-187.12607183487847,"('baltimore', 'md')",0.28125246896199
12700,-13.109125776941859,1.5142811203556228,0.37356056158941975,0.48595567060633726,10.733528604235573,0.07740282097829132,1.5134096003725874,1.0286724356493124,7.600000000000001,0.14210272819833847,8.487660752904782,231735.0,"Barnstable Town, MA Metro Area",30218.0,0.0,0.0,"('barnstable town', 'ma')",
12940,-15.788323975543406,2.3269198250519705,0.3750240826069282,0.2901327879529987,2.392932637473379,-2.248316474803765,2.938745861584369,0.19135388365508277,1.8999999999999986,-2.4248897963858767,3.505319453111986,873661.0,"Baton Rouge, LA Metro Area",199667.0,0.0,0.0,"('baton rouge', 'la')",0.21656882039714243
13140,10.233821503636207,3.468905664919429,0.42798961818684145,0.42083801013556865,3.4612952257098204,-1.6765707851256693,5.996212693443315,0.6601765527833265,0.4000000000000057,-4.979767672546764,6.07091819424882,395479.0,"Beaumont-Port Arthur, TX Metro Area",76754.0,0.0,0.0,"('beaumont', 'tx')",0.3363453285556108
13380,-22.449844041098263,-1.8098119969533997,0.5946236108986511,0.4051580135540096,7.946303059404137,-0.054163071309264565,2.9927415890810662,1.8617517701824724,1.1999999999999957,-2.091263420580397,11.106592338365704,231919.0,"Bellingham, WA Metro Area",52858.0,0.0,0.0,"('bellingham', 'wa')",0.6029356047983453
13740,4.638102110779897,-0.34403397296817295,0.40098414467312793,0.39001672979085455,-0.7414457374283181,0.009840641963341112,1.9040102456654209,-1.768485988027706,0.9000000000000057,-6.738786586763304,1.8714453658691577,191435.0,"Billings, MT Metro Area",41727.0,0.0,0.0,"('billings', 'mt')",0.4174819438938305
13780,-14.038414412222572,0.7526235310402862,0.3454154743286537,0.33168011418466925,6.454160856414813,0.9735129846908563,2.0488564702252035,-1.8161096688283322,-1.8000000000000043,2.405677327559708,4.553539099398777,243792.0,"Binghamton, NY Metro Area",51316.0,0.0,0.0,"('binghamton', 'ny')",
13820,1.2811108037590913,0.4805116548909609,0.4313835367518397,0.449127284777072,7.151199995208152,-0.17582677597739504,1.6112577916725588,0.27709138269665345,1.1999999999999957,-1.9386304550957334,4.222137189564367,1184290.0,"Birmingham, AL Metro Area",265484.0,0.0,0.0,"('birmingham', 'al')",0.35424392296780516
14020,-19.394316941081804,1.3450672479407455,0.5054299272221385,0.4305180880128372,14.994674073258743,0.5796072985752989,2.5285251426116226,-6.406978550809029,2.8999999999999986,0.4614313841831148,5.885436127371611,160874.0,"Bloomington, IN Metro Area",39864.0,0.0,0.0,"('bloomington', 'in')",0.41789401624440436
14260,-15.592303984215754,0.258203106071317,0.7098309175549806,0.5579359113971876,9.022112059397124,0.46983857468341994,2.474452523353836,4.018310052929863,3.799999999999997,-0.9491444783031824,6.441082211543117,826521.0,"Boise City, ID Metro Area",180077.0,0.0,0.0,"('boise city', 'id')",0.6292033120923642
14460,-2.1097278412331804,3.097631574922257,0.5612421096800064,0.48699495949732174,9.169492846375903,0.07117841310441886,3.5049571197658658,-0.12276670219517172,-0.19999999999999574,-0.29163231240407583,16.836162255308356,4919179.0,"Boston-Cambridge-Newton, MA-NH Metro Area",910437.0,-5583094.218522783,-122.41777982499538,"('boston', 'ma')",0.3248316502562701
14500,-12.185094778743704,0.2360617060830581,0.653725644030148,0.43283306096255636,7.861800939393774,0.2706069995793461,1.3321273367934534,-1.006685773882701,1.0,4.179263153278896,10.192569604900294,326831.0,"Boulder, CO Metro Area",71991.0,0.0,0.0,"('boulder', 'co')",0.3887742034178931
14740,-22.458094257837658,0.6550880736183426,0.6583610644745299,0.5705047022599601,10.199296629799576,-0.6570338653658463,3.354572391007002,5.532207545554797,1.1000000000000014,-3.3810848576238257,5.911623492408928,277658.0,"Bremerton-Silverdale-Port Orchard, WA Metro Area",54680.0,0.0,0.0,"('bremerton', 'wa')",0.5362883652537658
14860,-3.546395746264956,4.599155636991899,0.4122009546726684,0.39482034974031066,7.889291233677774,-0.054399375768950264,5.912926992611336,-3.9640853681990222,-1.2000000000000028,3.671683347887445,20.181362208478372,951558.0,"Bridgeport-Stamford-Danbury, CT Metro Area",151349.0,-6633037.874243913,-721.9915963231118,"('bridgeport', 'ct')",0.38474895851831326
15180,-13.864715983682032,-2.029425930763111,0.35793996624531843,0.4978223642104318,8.46393555549638,0.09341872226005143,1.0510099081868844,-1.377754724120976,2.700000000000003,3.1431103040129003,25.43290838957589,426710.0,"Brownsville-Harlingen, TX Metro Area",76655.0,0.0,0.0,"('brownsville', 'tx')",0.39346738062231923
15380,7.767703588994074,0.7948986778939968,0.4500893885781583,0.4087771527729167,7.412145609910489,-0.3336031825361161,1.8977897354384883,0.5903994894015341,0.0,-2.771819486356037,6.0184214559927,1155604.0,"Buffalo-Cheektowaga, NY Metro Area",235123.0,0.0,0.0,"('buffalo', 'ny')",0.43609218484681045
15940,5.806578174455225,0.047159459622668765,0.3342199834168875,0.40902303412907237,5.908369235202649,-1.5250976760567152,1.3561671207188142,-2.0179543139187217,0.5,-0.041643235622501606,1.8966466454054431,399474.0,"Canton-Massillon, OH Metro Area",83430.0,0.0,0.0,"('canton', 'oh')",0.41856894101672953
15980,-2.5556005641046653,3.3549146260426976,0.7219383309439573,0.487620546816693,8.536042813389429,0.10555243186815666,6.6837454475041085,4.232338904180139,3.1000000000000014,-1.0150531851594167,15.398507782781936,834573.0,"Cape Coral-Fort Myers, FL Metro Area",117553.0,0.0,0.0,"('cape coral', 'fl')",0.6593890923128605
16700,10.95278629958731,1.5794647471621053,0.6118396283639056,0.572098707221727,10.282925854936384,-4.232735794317357,2.3146611256205096,4.119467139094468,3.0,-7.153759160703409,5.403442352648707,849417.0,"Charleston-North Charleston, SC Metro Area",186814.0,0.0,0.0,"('charleston', 'sc')",0.5149980412607505
16740,-5.415571494853701,2.003650148949756,0.6483199287655728,0.47671557761448646,9.147224443877782,-1.8418799261382048,2.7295483723853824,-1.7903296435281248,1.8000000000000043,0.36804720331352314,9.736367639982248,2805115.0,"Charlotte-Concord-Gastonia, NC-SC Metro Area",597839.0,0.0,0.0,"('charlotte', 'nc')",0.49513705251182233
16860,13.354469750998298,0.8568106444625854,0.5678871336861002,0.48491099637463364,8.749160360857903,-2.2067163645757137,2.921776559064187,-0.21793708913354237,1.5999999999999943,-1.0028834730956646,3.301175960241793,580353.0,"Chattanooga, TN-GA Metro Area",125650.0,0.0,0.0,"('chattanooga', 'tn')",0.5131005047893923
16980,-6.415797743856132,1.2495351387093976,0.42032314552976935,0.42184971103882596,8.111071776691482,-1.6450433602200025,3.5216119552291403,-0.24309090300982916,1.5,-0.773180106958165,17.624179997680017,9262559.0,"Chicago-Naperville-Elgin, IL-IN Metro Area",1773456.0,-8065791.027485253,-85.13417135722705,"('chicago', 'il')",0.29669063742925383
17020,-3.647139947486579,1.258248032139858,0.5089677504958727,0.4171829201274164,7.365112516406857,0.08200607939800042,6.312855611884119,-2.956895211209499,-2.700000000000003,0.3227313587964957,7.184012504998365,207172.0,"Chico, CA Metro Area",46040.0,0.0,0.0,"('chico', 'ca')",0.4197561193231254
17140,1.3567532898680454,1.4947067805003753,0.4387091666873184,0.41172793447032774,9.128860847501393,-0.8295208454521052,1.9766760234828307,-1.5213874677004355,0.9000000000000057,-0.4069240093378923,4.255806878201465,2272910.0,"Cincinnati, OH-KY-IN Metro Area",483658.0,0.0,0.0,"('cincinnati', 'oh')",0.456802235016481
17300,-8.454076141295332,1.552466047159557,0.540909084991239,0.46202741451190477,11.536584043433745,1.0036306502192183,3.500643108443022,-5.4307835424664646,1.3000000000000043,-3.874159473713604,4.059047307013232,336861.0,"Clarksville, TN-KY Metro Area",78840.0,0.0,0.0,"('clarksville', 'tn')",0.44712111657941905
17780,-9.636679240855031,1.8113123454257405,0.37783316944607837,0.419062993962676,7.601054401013364,-1.3156542489255436,3.81276490216586,-1.5767704204287654,3.0,-6.334123444830055,11.101455194858804,280939.0,"College Station-Bryan, TX Metro Area",68850.0,0.0,0.0,"('college station', 'tx')",0.3217595305316241
17820,0.012350302376894717,-0.06458156480104549,0.7485830597816756,0.552366977154854,10.069269275527688,-0.011851944341655596,4.059376797276439,3.074920419054436,0.9000000000000057,-2.2911647457848616,6.8576130723345505,768832.0,"Colorado Springs, CO Metro Area",167916.0,0.0,0.0,"('colorado springs', 'co')",0.5171668541638688
17860,-5.196196711099702,0.1280148522174347,0.400863167174796,0.5295463140446426,0.024440599278250374,-0.3436565594116381,1.1355989746478388,0.2696730263229341,4.099999999999998,-5.680721968892158,5.634898066957214,215811.0,"Columbia, MO Metro Area",55367.0,0.0,0.0,"('columbia', 'mo')",0.38836559547551863
17900,-3.256387584044191,0.7451095485323016,0.4266459301876111,0.3804128178156194,6.007371218147725,-1.7276993228835735,2.3643705088487454,2.7473790521091814,1.8000000000000043,-1.9106430720087317,4.710089432899365,856889.0,"Columbia, SC Metro Area",197450.0,0.0,0.0,"('columbia', 'sc')",0.45070267227493993
17980,8.708064362785578,-0.7563755910562708,0.2777119001319308,0.40238721307575886,5.664660012174796,0.70849457957015,2.21812584733126,0.0327551137989488,1.6999999999999957,-4.906187828482473,4.752157348677522,329047.0,"Columbus, GA-AL Metro Area",74549.0,0.0,0.0,"('columbus', 'ga')",0.4081903659644022
18140,-1.6741825707646711,2.7828855275753632,0.5034103355504946,0.4162675269142575,7.725098732453056,1.3005100351997712,1.9804149846366559,-2.862010434025585,1.0,-2.7122617172191283,7.191012212659681,2180271.0,"Columbus, OH Metro Area",466820.0,0.0,0.0,"('columbus', 'oh')",0.4349774800789331
18580,-6.708268606425669,1.0396773994850763,0.4360586474599515,0.39762380567889544,4.509896098340754,-0.3416516173406139,1.499907110323349,1.4955520274158118,2.6999999999999957,-2.4007064829027485,6.870581971290257,446041.0,"Corpus Christi, TX Metro Area",95070.0,0.0,0.0,"('corpus christi', 'tx')",0.264263416049887
18880,-0.9941192795524785,1.6484786371654438,0.5467030223716991,0.4645257096059723,9.882608512169636,-1.3669158121303724,3.7359010099957786,5.659171112858914,1.3000000000000043,-4.842793290599488,6.532468682218583,304818.0,"Crestview-Fort Walton Beach-Destin, FL Metro Area",58952.0,0.0,0.0,"('crestview', 'fl')",0.5885872968216984
19100,-3.047053309218576,2.4669223755170577,0.6501297954762553,0.4670331433692638,8.845826251935591,1.5598480746110148,2.1039029951473687,-1.8596430567083146,0.7000000000000028,-0.1377234023089855,17.541850423915832,8100037.0,"Dallas-Fort Worth-Arlington, TX Metro Area",1589036.0,-9447248.21646959,-147.54588946217976,"('dallas', 'tx')",0.4210099582030591
19140,19.05803879393305,3.2833531154349664,0.28477509366047116,0.5008919611293621,6.628271186837543,-1.0006820890963164,5.1637456278868505,-3.8742760006975345,3.6000000000000014,1.2866165377241927,14.727039222979371,144722.0,"Dalton, GA Metro Area",26166.0,0.0,0.0,"('dalton', 'ga')",
19340,-14.808233467444659,1.336325195594041,0.36808755901556456,0.43100530552749916,5.524756915423023,0.004650661828854652,2.235365046222589,0.6232204644608714,0.9000000000000057,-2.8433362703056204,4.348792568687856,379869.0,"Davenport-Moline-Rock Island, IA-IL Metro Area",76046.0,0.0,0.0,"('davenport', 'ia')",0.2702590086425301
19660,-4.387930992048226,2.3766761355557904,0.5484644752659253,0.48027412567297567,9.133778932489825,-0.3206184950846307,4.660952548769863,0.5669504337826794,2.5,-2.2977443774049604,7.278267920659539,721796.0,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",124657.0,0.0,0.0,"('deltona', 'fl')",0.5886715827673966
19740,-5.994696459544151,0.051979829940373534,0.7697710814846968,0.5622781031945685,11.695907624564299,-0.1269326557309105,1.5587149367896913,-1.6945329477271187,0.8999999999999986,-1.4761988473444276,12.301325233965326,3005131.0,"Denver-Aurora-Centennial, CO Metro Area",654998.0,-8448580.289664976,-329.95448556391966,"('denver', 'co')",0.37393493083998863
19780,4.786869632375613,1.4798783225306646,0.4596789247023123,0.41396866909548535,7.856405698015735,1.0754107606346954,2.10170354562983,-3.011880316509604,1.1999999999999957,-2.7362852207192816,7.454090238061008,737164.0,"Des Moines-West Des Moines, IA Metro Area",156638.0,0.0,0.0,"('des moines', 'ia')",0.2429996537067027
19820,-2.8977347894976404,2.414263601057028,0.3999856423435393,0.40928920454656925,7.228494645673642,-1.5226919012899707,1.4314194188364873,0.8910033589148298,0.7999999999999972,1.048717670026278,8.559749273214328,4342304.0,"Detroit-Warren-Dearborn, MI Metro Area",853622.0,-3645371.0709713693,-84.93719530214338,"('detroit', 'mi')",0.4355511690742447
20500,-11.492136000421631,0.8027965384832054,0.6661011018831333,0.5513824837289061,11.869380733686327,-3.8268599673256034,2.043363042577173,2.1210185108469872,2.0,-1.0000768984890982,12.432673891602247,608879.0,"Durham-Chapel Hill, NC Metro Area",133471.0,0.0,0.0,"('durham', 'nc')",0.443461565345553
20700,-7.825469671750739,1.963922839981004,0.25477052849176474,0.26480509871744573,1.3827942702090752,0.13912202622413794,5.579728559000348,-3.522378408375559,4.199999999999996,2.4090919454171953,9.735956114328763,166053.0,"East Stroudsburg, PA Micro Area",29999.0,0.0,0.0,"('east stroudsburg', 'pa')",0.5709688978710404
20940,-43.93163607774844,-0.1500597717057417,0.3323710688769985,0.36544219777239384,3.341638813151585,-2.1182499309533362,5.942697749029051,-1.7790847191671872,0.3999999999999986,1.7265221328732068,32.348745106543255,179057.0,"El Centro, CA Metro Area",27355.0,0.0,0.0,"('el centro', 'ca')",
21140,5.82574648580686,1.7720757081910588,0.4780059051299057,0.4758431141969499,3.8173097796261253,-0.40760882132412846,6.2464898496879115,-0.18894112231005522,-0.8999999999999986,0.2801298665404204,8.105400564645882,206409.0,"Elkhart-Goshen, IN Metro Area",40820.0,0.0,0.0,"('elkhart', 'in')",
21340,13.284733737693465,-3.6512137831840086,0.5260248434993873,0.4942288476517369,6.288872384559927,0.36874875529572604,0.5041841316853635,0.40661914219299433,4.100000000000001,0.3871017643332806,26.17332514440447,872063.0,"El Paso, TX Metro Area",168357.0,0.0,0.0,"('el paso', 'tx')",0.3916033396446706
21500,2.747513669877165,1.0201835577842409,0.35635540407341537,0.3553829221688236,5.804289834814625,0.41109250904374317,1.462250458879173,2.258269098004476,2.700000000000003,-3.6653092024057443,3.566262656491596,267571.0,"Erie, PA Metro Area",55787.0,0.0,0.0,"('erie', 'pa')",
21660,15.918945609562584,-1.5513792060720473,0.5744743571805486,0.5580681187140542,5.3194927918063755,0.26717110537363864,3.27247032353871,-0.5425816999385944,1.0999999999999943,-0.852502416770605,5.92699079216894,381181.0,"Eugene-Springfield, OR Metro Area",86065.0,0.0,0.0,"('eugene', 'or')",0.5250872303553931
21700,-8.555412243794397,0.8353705313531519,0.43065945168091435,0.47055229403992804,10.942252444927686,-0.2857120718699355,4.548299696930586,-2.756335215947857,1.5999999999999943,-2.226853603639171,5.595946407110109,133985.0,"Eureka-Arcata, CA Micro Area",29248.0,0.0,0.0,"('eureka', 'ca')",
21780,15.466400054858106,0.9154647782495928,0.3824995894034764,0.38409623763202916,8.924861335617031,0.1697943731135405,1.40733322360477,-2.300955251591077,0.19999999999999574,-2.884363504732363,2.1578553309419246,270717.0,"Evansville, IN Metro Area",57979.0,0.0,0.0,"('evansville', 'in')",0.4162081219822859
21820,13.232904489860687,-1.9651132089560566,0.29056935929933836,0.3515404557098609,4.1052815294379315,-1.0314709888946965,3.0091823470580286,6.011676690918222,4.699999999999999,-3.8282523308976835,5.851658970238216,94840.0,"Fairbanks-College, AK Metro Area",20052.0,0.0,0.0,"('fairbanks', 'ak')",
22020,9.154372589688165,1.5140158709471976,0.4734473680891931,0.3751562775539412,7.297352889060484,4.664666130567859,1.5587969398480062,-0.7375665779198926,-0.19999999999999574,-2.5539996758854855,4.36063190911525,262620.0,"Fargo, ND-MN Metro Area",63263.0,0.0,0.0,"('fargo', 'nd')",
22140,-43.04492592298341,-0.43402466833080755,0.26277885817160573,0.23923864719530208,5.296903371946842,0.4266230977904894,0.7275861922682338,2.2895448339893676,6.099999999999994,-6.842985371323351,4.163048906988359,120675.0,"Farmington, NM Metro Area",26155.0,0.0,0.0,"('farmington', 'nm')",
22180,0.6896997638311433,0.563211928180622,0.3936499370502329,0.3426789790760232,4.326863447712107,1.6517792535982565,3.6102291231643786,-0.15526569967371273,2.299999999999997,-3.76313295785679,6.764690685905263,392336.0,"Fayetteville, NC Metro Area",88854.0,0.0,0.0,"('fayetteville', 'nc')",0.5065607052222293
22220,1.6034712951748844,1.7672715145973825,0.5943494448146422,0.543886486026878,11.522933042855957,-0.14402785572762977,3.352324126135846,-2.950278610744853,0.19999999999999574,-1.7020155699583555,10.342436343338058,590295.0,"Fayetteville-Springdale-Rogers, AR Metro Area",127739.0,0.0,0.0,"('fayetteville', 'ar')",0.4854883674449803
22380,12.235960926820809,-2.173434424095668,0.49969923628478163,0.5322605172746417,8.540406201675705,0.4916904462456573,2.021504411675922,-1.5768275388754134,1.0999999999999979,3.950214025518342,5.946483873123853,144472.0,"Flagstaff, AZ Metro Area",38247.0,0.0,0.0,"('flagstaff', 'az')",
22420,-29.736773281385318,0.4523712177383321,0.30946942663668864,0.43588464351096157,3.589160804249417,-0.2874307783811645,1.2880952803751975,2.130619437934726,3.299999999999997,0.19571049712995858,2.116603832196665,401522.0,"Flint, MI Metro Area",86238.0,0.0,0.0,"('flint', 'mi')",0.43948094788725944
22660,2.1936072901501475,-0.27739673927654884,0.6420893464984188,0.4875710209510409,7.095159025992295,0.10046668935885206,2.487165628010647,-3.3955455359712374,1.2000000000000028,-0.38531558073427163,5.193638840195984,370771.0,"Fort Collins-Loveland, CO Metro Area",90686.0,0.0,0.0,"('fort collins', 'co')",0.384515146753404
22900,13.127270670059495,1.1028745745522341,0.37501173494619344,0.4335126571611383,5.4341000797141845,0.3878796424208524,4.664490671538553,-4.319248319791257,1.2999999999999972,0.02460417932507397,5.295430510193529,231280.0,"Fort Smith, AR-OK Metro Area",48857.0,0.0,0.0,"('fort smith', 'ar')",0.3861615850535708
23060,-9.362168350583843,2.0872002605242317,0.433484182418022,0.34421357010904075,7.1932490274984495,-1.3318221068147658,2.509760982615818,-1.8125777206184637,0.4000000000000057,-0.6251050824952813,4.513111637466778,457842.0,"Fort Wayne, IN Metro Area",97266.0,0.0,0.0,"('fort wayne', 'in')",0.4752506940897492
23420,4.46949163979825,-2.286687925869444,0.541619320757392,0.45308818580619636,3.433699090783996,-1.3522785984386112,5.385370453491014,4.966953956706796,2.900000000000002,-4.674902191931132,21.919575504046087,1180020.0,"Fresno, CA Metro Area",224652.0,0.0,0.0,"('fresno', 'ca')",0.5690375203285067
23540,2.0523145610560825,0.9760143036798219,0.3997865011393209,0.386734558263063,5.6883751310722985,-2.9832819947061218,3.7648830515903295,2.639764083659145,3.400000000000002,-6.407364294441109,9.779176257223426,350203.0,"Gainesville, FL Metro Area",81170.0,0.0,0.0,"('gainesville', 'fl')",0.5209164161552214
23580,10.98153661418609,0.47059899558072793,0.5231562362234694,0.5051202594718216,6.513982918602956,-2.159383370718417,3.203792171910468,1.19470702577361,0.20000000000000284,3.4898656204918694,15.97920700348954,217267.0,"Gainesville, GA Metro Area",38625.0,0.0,0.0,"('gainesville', 'ga')",0.5741979152433363
23700,-24.73436836068138,0.27228498237898435,0.4953214372300252,0.3116361193794628,0.8506234355878792,-0.2462000682153618,-1.009299271504549,-5.9182768294610355,2.1000000000000014,-5.481259774269539,2.8441299775756645,68797.0,"Gallup, NM Micro Area",16641.0,0.0,0.0,"('gallup', 'nm')",
24140,-11.440627490372322,1.0037098948300782,0.40492819534358837,0.30731666785179534,6.956144403978319,-2.204779668852204,4.026083280895023,-3.188542537774026,-1.0999999999999943,-0.6026962887130054,7.30308281871659,118686.0,"Goldsboro, NC Metro Area",24145.0,0.0,0.0,"('goldsboro', 'nc')",
24220,24.00486680452015,1.1298793295944205,0.35133992422375915,0.4402232020390038,3.167769845549895,0.7953293197063149,2.3527944090396145,0.21668238536257434,-2.799999999999997,-2.6963568680191443,3.4201594601650833,103120.0,"Grand Forks, ND-MN Metro Area",25256.0,0.0,0.0,"('grand forks', 'nd')",
24300,0.23972068244881228,1.2514786760339556,0.350420413085204,0.33645060587960174,7.212042599589001,-0.027724818708286914,2.2767392884264748,-3.049422032726625,3.799999999999997,-5.821221942881294,4.06662429175808,159681.0,"Grand Junction, CO Metro Area",32887.0,0.0,0.0,"('grand junction', 'co')",0.5298562018830256
24340,-15.993340120549625,1.382670677998128,0.5476741183351592,0.5054412560808803,11.426896153685291,-1.703532881856213,1.6732791700805247,1.7353153328449906,0.8999999999999986,-0.28244970297441796,5.502750019366333,1162950.0,"Grand Rapids-Wyoming-Kentwood, MI Metro Area",251872.0,0.0,0.0,"('grand rapids', 'mi')",0.5228056153483284
24540,-6.248214571768841,-1.5513469784512264,0.7720220978783576,0.5609786501565921,8.652593081266147,0.49246429149714677,2.7911722637933565,3.123113901173909,1.5,-4.4497483838762335,9.537892791127542,359442.0,"Greeley, CO Metro Area",79145.0,0.0,0.0,"('greeley', 'co')",0.3881199897265592
24580,-9.595131203180138,1.2785557490200539,0.4240073582160555,0.44083403740345695,6.586197971486818,0.6163100569639282,2.856264956677876,-1.1375206242806826,1.5,-1.6625320224560127,4.006455188602354,331882.0,"Green Bay, WI Metro Area",69047.0,0.0,0.0,"('green bay', 'wi')",
24660,-7.201449713493496,1.0851925712088324,0.48369622108335086,0.4310747023124879,6.562283146199828,1.9213397290411827,3.025367148863795,-1.3129972044669884,0.5,1.6634859118292127,8.526476598068061,789842.0,"Greensboro-High Point, NC Metro Area",168956.0,0.0,0.0,"('greensboro', 'nc')",0.49983591279514505
24860,9.079453497002937,-0.28767629140828355,0.5234622077705033,0.4872813899977171,8.217553875084135,-2.321652863416812,2.3013493730135046,2.407753513297706,1.2000000000000028,-1.6262247485343195,6.747983012202149,975480.0,"Greenville-Anderson-Greer, SC Metro Area",210494.0,0.0,0.0,"('greenville', 'sc')",0.4384015655303259
25180,-0.8749413630665401,2.063617887755152,0.49263296737649487,0.39984862100453533,2.4844912739115905,0.7278988586782749,3.8416829961806136,2.0060228829198934,0.30000000000000426,0.20257844870058506,4.001287237267015,304506.0,"Hagerstown-Martinsburg, MD-WV Metro Area",61696.0,0.0,0.0,"('hagerstown', 'md')",0.4383530312350862
25260,41.315771704776,-0.6621295003674526,0.3924356078178306,0.39819807573375776,-0.4702075467850797,-0.9331115188136643,7.779480377884319,3.547287176109883,-0.09999999999999787,-3.0738897062418147,21.75760899369345,152682.0,"Hanford-Corcoran, CA Metro Area",24674.0,0.0,0.0,"('hanford', 'ca')",
25420,0.8611823589610026,3.870239404243682,0.41640337450773135,0.3515069162193587,8.362813808594492,0.034828957683675554,3.5451171571305684,-1.6511268185992947,0.0,-2.0482646878387527,4.686079741708419,606055.0,"Harrisburg-Carlisle, PA Metro Area",120481.0,0.0,0.0,"('harrisburg', 'pa')",0.4160516989955369
25540,-10.217819814454622,2.08327287230653,0.418796236901275,0.37891563400985717,7.89252651902126,0.5433541174834691,3.878486014019117,-1.574472411988964,0.6999999999999957,1.4574843789014977,12.765673280811503,1151543.0,"Hartford-West Hartford-East Hartford, CT Metro Area",216005.0,0.0,0.0,"('hartford', 'ct')",0.3878495878665366
25860,18.064417700973905,0.06803254892417687,0.2844666355978065,0.38998314016185986,3.5196104246281017,-0.5272995465341532,2.9561248814606635,-0.3719130351067008,2.700000000000003,0.2739784333966213,4.667799680895027,370030.0,"Hickory-Lenoir-Morganton, NC Metro Area",72255.0,0.0,0.0,"('hickory', 'nc')",
25900,-1.4096289871825434,-0.0763037334399499,0.4285169763032668,0.4595993737283024,6.849448862259393,0.13145335342467096,0.3520067395285018,10.415810691501576,2.8000000000000043,-6.383351084049046,10.8308253238838,207615.0,"Hilo-Kailua, HI Micro Area",37083.0,0.0,0.0,"('hilo', 'hi')",
26420,-5.42685880950615,2.521314266246531,0.5270060682219491,0.38738210925968275,7.549939942369807,0.4190795470375761,2.89141827067872,-1.4245888476381623,1.0999999999999979,-1.4693661116947183,22.27979760057232,7510252.0,"Houston-Pasadena-The Woodlands, TX Metro Area",1368158.0,-9283882.449875379,-155.32440273422893,"('houston', 'tx')",0.26290360683614095
26580,9.908747255781787,0.17990823939374856,0.37699343402685237,0.4731183946660593,7.732235194583229,-0.8469277303126472,0.4066074657878108,4.054184859392549,2.0999999999999943,-1.3397927335126454,0.9818817778179554,367192.0,"Huntington-Ashland, WV-KY-OH Metro Area",78263.0,0.0,0.0,"('huntington', 'wv')",
26620,2.518509176345404,-0.524567520202968,0.5876253875854243,0.48321441213142613,10.233929338327052,-0.1023329739230796,2.195412358935924,-2.2081822755944103,-0.19999999999999574,-1.0001541632143898,5.340652367354436,527254.0,"Huntsville, AL Metro Area",118385.0,0.0,0.0,"('huntsville', 'al')",0.5659828894512886
26900,2.730549717239974,2.881129785508052,0.4811676208937712,0.466926786510486,9.02602651360397,0.1341390614634026,2.8018596647219054,0.002646977718697485,0.7999999999999972,-1.170109455693428,6.586180650728244,2139689.0,"Indianapolis-Carmel-Greenwood, IN Metro Area",453758.0,0.0,0.0,"('indianapolis', 'in')",0.4387795048911381
27100,-27.92835785708896,0.9607214850622809,0.3818863632852283,0.39049981247586985,6.450164508102766,-1.4261952317611248,1.1076122292448498,1.8930048004447855,1.3000000000000043,-0.6825375416664201,2.2677761062665027,159424.0,"Jackson, MI Metro Area",30697.0,0.0,0.0,"('jackson', 'mi')",
27260,10.551324651208716,2.2497685031301824,0.5437575425039629,0.4258945867330919,10.48926625566202,-2.0462954561921585,4.348694554317819,-0.13058879582807492,1.8000000000000043,-3.6619410564360564,7.794708627919757,1713240.0,"Jacksonville, FL Metro Area",351506.0,0.0,0.0,"('jacksonville', 'fl')",0.48668839616421106
27340,8.94156998204899,0.012832098628739352,0.2959103869586954,0.4809783169919264,5.577941686066389,-5.449331040042351,4.142664184340932,8.750542603653628,3.8000000000000007,-9.438153082644533,4.322703946598614,213676.0,"Jacksonville, NC Metro Area",45796.0,0.0,0.0,"('jacksonville', 'nc')",0.483142972010365
