group,geography,convention,passthrough,decile,tenure,households,income_dollars,federal_dollars,state_local_dollars,total_dollars,per_household,share_of_income,note
mexican_observed_total,US,average_pro_rata,0.5,4,owner,6332146.11438108,275342556996.8819,3287316324.7518396,7577699433.669927,10865015758.421766,1715.8504497781541,0.039459994404514837,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,4,renter,5241493.7946272,226817732759.5499,3335105273.6579614,5602390331.858283,8937495605.516245,1705.1428382263157,0.039403866253221516,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,5,no_cash_rent,126248.43665238,7038463370.036355,133120459.00938448,155809957.15184778,288930416.16123223,2288.586091222583,0.041050212378918705,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,5,owner,7080665.79356858,389748433090.511,5951027850.671282,10044294691.548662,15995322542.219944,2259.0139131758783,0.04104012020108715,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,5,renter,4513138.78272012,247469691969.17874,4426602974.782938,5724373936.1999235,10150976910.98286,2249.2055750310324,0.04101907118487511,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,6,no_cash_rent,107958.64864836,7286984606.846871,134492440.80957505,153812637.1087686,288305077.91834366,2670.5139562963886,0.039564386844930535,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,6,owner,7981122.95739667,546982394783.4121,9380966977.673801,13258830251.17502,22639797228.848824,2836.6681417765813,0.04139035816283168,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,6,renter,3630667.80053183,247274484812.6564,4954583808.60429,5312127731.745832,10266711540.350122,2827.7749726499974,0.04151949420955637,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,7,no_cash_rent,117997.58214996,10193433624.797731,208692879.82015523,194637951.43629614,403330831.25645137,3418.1279303152915,0.03956771055783028,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,7,owner,8706115.463583,748529647605.4202,14743204080.635487,17562280310.0416,32305484390.677086,3710.6657413180883,0.043158590303034455,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,7,renter,2896756.82455565,246849226458.5552,5297504892.464881,5088241768.84936,10385746661.314241,3585.301525234991,0.042073239646379684,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,8,no_cash_rent,62238.18737247,6636544528.542483,150783188.96236414,129298531.55782591,280081720.52019006,4500.1587023095,0.04220294451662506,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,8,owner,9246885.02559548,1003692459222.6896,22755110626.639904,22538947274.660946,45294057901.30085,4898.304431808809,0.04512742671831855,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,8,renter,2408756.36581163,260644823806.39993,6720709592.39241,5384146404.362653,12104855996.755062,5025.355062290134,0.046441958140500915,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,9,no_cash_rent,75498.43890449,11126207631.659338,257568707.13491133,229584127.32934758,487152834.4642589,6452.488839941924,0.043784265995367375,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,9,owner,9934650.23751075,1430397687319.1619,37733904449.10735,32435006003.891296,70168910452.99866,7063.047895542254,0.049055525659097356,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,9,renter,1710810.32279,240092630970.3849,6725225608.637778,5032607735.806077,11757833344.443855,6872.669160231106,0.04897207089164752,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,10,no_cash_rent,45827.37406967,10953255069.160057,411435582.1490619,312402636.22121125,723838218.3702731,15794.887511334238,0.0660843022279568,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,10,owner,10356566.04611519,2899430994705.913,96549196057.04387,63869896001.18288,160419092058.22675,15489.6025713466,0.05532778408975307,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.5,10,renter,1318909.92608681,365716264447.1761,12995439740.714342,7226022967.901871,20221462708.61621,15331.951264187577,0.05529276292697393,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,1,no_cash_rent,275763.57723149,2347924995.266514,259024.78806999957,111399229.98879015,111658254.77686015,404.9057380885675,0.04755614212633133,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,1,owner,6082867.27027557,41203566588.52645,24958815.28356766,3584738554.153664,3609697369.4372315,593.420373822114,0.08760642993566456,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,1,renter,5360171.59550726,43292252733.99284,13882885.168378191,2955029184.499469,2968912069.667847,553.8837734516378,0.06857836869590003,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,2,no_cash_rent,293086.75319936,6244721348.75032,1495599.8594947397,198693969.2609293,200189569.12042403,683.0386120666923,0.032057406238067854,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,2,owner,5637410.67828922,122732404947.81564,27802719.273741562,4853248031.496028,4881050750.76977,865.8320334134355,0.03976986153612108,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,2,renter,5788887.1275282595,125991735628.54825,34969066.59092323,4862231240.645345,4897200307.236268,845.9657615275141,0.038869218546796654,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,3,no_cash_rent,179350.95385456,5682609033.4062605,2041706.318408746,150001388.3013868,152043094.61979556,847.7406523474135,0.026755860508083932,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,3,owner,6208503.42834028,200906614856.70615,60862795.343540564,6300413916.396436,6361276711.739976,1024.6071030100948,0.031662853491793035,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,3,renter,5332736.17221653,172823142386.7999,65350527.5232314,5296403315.457936,5361753842.981168,1005.4414225319864,0.03102451308853585,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,4,no_cash_rent,146609.07592127,6363603514.844706,2941584.825725557,151471301.04695007,154412885.87267563,1053.2286961251725,0.024265007320532894,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,4,owner,6332146.11438108,275342556996.8819,109270394.63475116,7530106679.20055,7639377073.835301,1206.4435873463722,0.027744992118751238,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,4,renter,5241493.7946272,226817732759.5499,110858899.29639064,6017998397.335767,6128857296.632157,1169.295917685632,0.02702106763023408,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,5,no_cash_rent,126248.43665238,7038463370.036355,4424924.05747194,154753780.44670925,159178704.50418118,1260.8370346990778,0.02261554776030027,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,5,owner,7080665.79356858,389748433090.511,197812165.7563134,9971514798.26238,10169326964.018694,1436.2105570998092,0.026092027832879262,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,5,renter,4513138.78272012,247469691969.17874,147140282.88178486,6091923825.526234,6239064108.408018,1382.4223913290925,0.025211427139874027,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,6,no_cash_rent,107958.64864836,7286984606.846871,4470528.732510274,152336310.37350348,156806839.10601375,1452.471303311333,0.0215187553653781,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,6,owner,7981122.95739667,546982394783.4121,311823342.33787715,13141494993.626661,13453318335.964539,1685.6422846482271,0.024595523483514733,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,6,renter,3630667.80053183,247274484812.6564,164690365.7980066,5611014402.938169,5775704768.736176,1590.8105852840997,0.023357463561645055,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,7,no_cash_rent,117997.58214996,10193433624.797731,6936951.32522196,193374826.01022747,200311777.33544943,1697.5922191429186,0.01965106015387668,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,7,owner,8706115.463583,748529647605.4202,490064103.6403236,17381731266.965538,17871795370.60586,2052.786394272185,0.023875868414535796,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,7,renter,2896756.82455565,246849226458.5552,176089062.62553263,5327766505.464671,5503855568.090204,1900.0060762554592,0.022296426231719527,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,8,no_cash_rent,62238.18737247,6636544528.542483,5012033.201108984,127892252.57994734,132904285.78105631,2135.4138253686397,0.020026127333201926,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,8,owner,9246885.02559548,1003692459222.6896,756379877.2295104,22277840503.080368,23034220380.30988,2491.0248496170225,0.022949480359899035,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,8,renter,2408756.36581163,260644823806.39993,223396386.85112372,5554677992.796811,5778074379.647935,2398.7790802167797,0.02216838337806292,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,9,no_cash_rent,75498.43890449,11126207631.659338,8561583.825164452,222979297.0576756,231540880.88284004,3066.830046323911,0.020810404456590978,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,9,owner,9934650.23751075,1430397687319.1619,1254274983.8883283,31900790099.073357,33155065082.961685,3337.315787703976,0.02317891407186249,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,9,renter,1710810.32279,240092630970.3849,223546499.23111975,5129106422.173557,5352652921.404677,3128.7237691408936,0.022294115815928228,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,10,no_cash_rent,45827.37406967,10953255069.160057,13676118.750634817,298279278.8450645,311955397.5956993,6807.184656084435,0.02848061107186664,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,10,owner,10356566.04611519,2899430994705.913,3209295276.936138,62331978521.26296,65541273798.1991,6328.475433494099,0.022604874514299968,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,1.0,10,renter,1318909.92608681,365716264447.1761,431968416.9813447,7218277750.654599,7650246167.635944,5800.431110814469,0.020918528682885372,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,1,no_cash_rent,275763.57723149,2347924995.266514,384952.6032087239,111399229.98879015,111784182.59199888,405.36238945784174,0.047609775788135945,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,1,owner,6082867.27027557,41203566588.52645,37092824.15788937,3584738554.153664,3621831378.3115535,595.4151582445222,0.08790091922091252,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,1,renter,5360171.59550726,43292252733.99284,20632205.996326197,2955029184.499469,2975661390.495795,555.1429347877421,0.0687342700501081,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,2,no_cash_rent,293086.75319936,6244721348.75032,2222702.558936226,198693969.2609293,200916671.81986552,685.5194567022972,0.032173841008946304,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,2,owner,5637410.67828922,122732404947.81564,41319324.07108404,4853248031.496028,4894567355.567112,868.229695313321,0.0398799922290142,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,2,renter,5788887.1275282595,125991735628.54825,51969671.76870059,4862231240.645345,4914200912.414045,848.9025272310521,0.03900415283508917,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,3,no_cash_rent,179350.95385456,5682609033.4062605,3034304.8173703994,150001388.3013868,153035693.1187572,853.2750444296912,0.026930533531184138,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,3,owner,6208503.42834028,200906614856.70615,90451928.09780097,6300413916.396436,6390865844.494237,1029.3730072406045,0.03181013153326202,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,3,renter,5332736.17221653,172823142386.7999,97121421.77038604,5296403315.457936,5393524737.228322,1011.399132274441,0.031208347810022668,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,4,no_cash_rent,146609.07592127,6363603514.844706,4371669.386006093,151471301.04695007,155842970.43295616,1062.9831028786023,0.024489736054330417,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,4,owner,6332146.11438108,275342556996.8819,162393426.44274092,7530106679.20055,7692500105.643291,1214.8330071178682,0.02793792644894485,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,4,renter,5241493.7946272,226817732759.5499,164754200.51870334,6017998397.335767,6182752597.85447,1179.5783492469473,0.02725868265515564,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,5,no_cash_rent,126248.43665238,7038463370.036355,6576150.675063594,154753780.44670925,161329931.12177283,1277.876664453187,0.022921186435177758,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,5,owner,7080665.79356858,389748433090.511,293980775.82316136,9971514798.26238,10265495574.085543,1449.792416895282,0.026338773173981162,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,5,renter,4513138.78272012,247469691969.17874,218674186.95427716,6091923825.526234,6310598012.480511,1398.2725363205077,0.025500488412401094,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,6,no_cash_rent,107958.64864836,7286984606.846871,6643926.575993009,152336310.37350348,158980236.94949648,1472.6030655248624,0.021817012869784054,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,6,owner,7981122.95739667,546982394783.4121,463419768.6970859,13141494993.626661,13604914762.323748,1704.6366576416558,0.024872673950888068,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,6,renter,3630667.80053183,247274484812.6564,244756440.14505196,5611014402.938169,5855770843.0832205,1612.8632981032997,0.023681257884410323,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,7,no_cash_rent,117997.58214996,10193433624.797731,10309428.26311567,193374826.01022747,203684254.27334315,1726.1731178058058,0.0199819081352369,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,7,owner,8706115.463583,748529647605.4202,728314281.5833932,17381731266.965538,18110045548.54893,2080.1522360117824,0.024194159318183025,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,7,renter,2896756.82455565,246849226458.5552,261696741.68776515,5327766505.464671,5589463247.152436,1929.5590157140084,0.022643227719779304,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,8,no_cash_rent,62238.18737247,6636544528.542483,7448689.534740789,127892252.57994734,135340942.11468813,2174.5643282431756,0.020393284718065726,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,8,owner,9246885.02559548,1003692459222.6896,1124102464.9560115,22277840503.080368,23401942968.03638,2530.7920346429682,0.023315850142144174,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,8,renter,2408756.36581163,260644823806.39993,332003053.8641851,5554677992.796811,5886681046.660996,2443.867354213501,0.022585067912315293,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,9,no_cash_rent,75498.43890449,11126207631.659338,12723894.132464621,222979297.0576756,235703191.19014022,3121.9611241011053,0.021184504099982175,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,9,owner,9934650.23751075,1430397687319.1619,1864054879.7859037,31900790099.073357,33764844978.85926,3398.694888258035,0.023605215023900814,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,9,renter,1710810.32279,240092630970.3849,332226145.0667063,5129106422.173557,5461332567.240264,3192.249014685561,0.022746772964947485,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,10,no_cash_rent,45827.37406967,10953255069.160057,20324917.75816366,298279278.8450645,318604196.6032282,6952.268225512195,0.029087626882741822,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,10,owner,10356566.04611519,2899430994705.913,4769530285.217968,62331978521.26296,67101508806.48093,6479.127203717405,0.023142992169498753,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,1.0,10,renter,1318909.92608681,365716264447.1761,641974723.1912886,7218277750.654599,7860252473.845888,5959.658289301957,0.021492761569485024,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,average_pro_rata,1.0,1,no_cash_rent,275763.57723149,2347924995.266514,7792562.817990361,111399229.98879015,119191792.80678052,432.2245671578479,0.050764736116815784,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,1,owner,6082867.27027557,41203566588.52645,750866885.7872341,3584738554.153664,4335605439.940898,712.7568706171166,0.10522403274546119,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,1,renter,5360171.59550726,43292252733.99284,417655991.82846546,2955029184.499469,3372685176.3279343,629.2121653632919,0.07790505144306617,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,2,no_cash_rent,293086.75319936,6244721348.75032,44993978.92583453,198693969.2609293,243687948.18676382,831.4533001803917,0.039023029944407386,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,2,owner,5637410.67828922,122732404947.81564,836423564.1919844,4853248031.496028,5689671595.688012,1009.2703761320884,0.04635834845823475,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,2,renter,5788887.1275282595,125991735628.54825,1052017647.1396879,4862231240.645345,5914248887.785032,1021.6555889750608,0.04694156214516766,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,3,no_cash_rent,179350.95385456,5682609033.4062605,61423174.44069634,150001388.3013868,211424562.74208313,1178.8315489725935,0.03720554440736377,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,3,owner,6208503.42834028,200906614856.70615,1831010690.2388859,6300413916.396436,8131424606.635322,1309.7237845625375,0.04047365295779309,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,3,renter,5332736.17221653,172823142386.7999,1966020683.611053,5296403315.457936,7262423999.068989,1361.8569838324463,0.04202228879055313,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,4,no_cash_rent,146609.07592127,6363603514.844706,88495331.70052817,151471301.04695007,239966632.74747825,1636.7788367777575,0.03770923694219725,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,4,owner,6332146.11438108,275342556996.8819,3287316324.7518396,7530106679.20055,10817423003.952389,1708.3343954089587,0.03928714515451707,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,4,renter,5241493.7946272,226817732759.5499,3335105273.6579614,6017998397.335767,9353103670.993729,1784.4347503723347,0.04123621004936585,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,5,no_cash_rent,126248.43665238,7038463370.036355,133120459.00938448,154753780.44670925,287874239.4560937,2280.220231548244,0.04090015452543398,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,5,owner,7080665.79356858,389748433090.511,5951027850.671282,9971514798.26238,15922542648.933662,2248.7352338245114,0.040853384637561795,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,5,renter,4513138.78272012,247469691969.17874,4426602974.782938,6091923825.526234,10518526800.309172,2330.6455455308505,0.042504303119346054,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,6,no_cash_rent,107958.64864836,7286984606.846871,134492440.80957505,152336310.37350348,286828751.1830785,2656.8390284073434,0.039361789088119305,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,6,owner,7981122.95739667,546982394783.4121,9380966977.673801,13141494993.626661,22522461971.30046,2821.9665442476744,0.04117584438932198,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,6,renter,3630667.80053183,247274484812.6564,4954583808.60429,5611014402.938169,10565598211.542458,2910.0977539158994,0.04272821847974859,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,7,no_cash_rent,117997.58214996,10193433624.797731,208692879.82015523,193374826.01022747,402067705.8303827,3407.4232582105415,0.039443794959557694,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,7,owner,8706115.463583,748529647605.4202,14743204080.635487,17381731266.965538,32124935347.601025,3689.9275551739597,0.04291738537059972,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,7,renter,2896756.82455565,246849226458.5552,5297504892.464881,5327766505.464671,10625271397.929552,3667.9887341110943,0.04304356772903837,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,8,no_cash_rent,62238.18737247,6636544528.542483,150783188.96236414,127892252.57994734,278675441.5423115,4477.563587682163,0.041991045241056214,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,8,owner,9246885.02559548,1003692459222.6896,22755110626.639904,22277840503.080368,45032951129.720276,4870.067163706326,0.04486728052594525,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,8,renter,2408756.36581163,260644823806.39993,6720709592.39241,5554677992.796811,12275387585.18922,5096.151590679047,0.047096226220502475,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,1.0,9,no_cash_rent,75498.43890449,11126207631.659338,257568707.13491133,222979297.0576756,480548004.1925869,6365.0058354254,0.04319063782570441,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
