STATE,PUMA,group,trades_employed,trades_earnings,industry_employed,industry_earnings,all_employed,all_earnings
01,00100,fb_mx_origin,0.0,0.0,0.0,0.0,73.0,2075171.0
01,00100,mx_born,1663.0,71654314.5,1663.0,71654314.5,4151.0,159995481.05
01,00100,other_foreign_born,0.0,0.0,0.0,0.0,1034.0,87418101.25
01,00100,other_us_born,4440.0,229514521.75,5867.0,366392151.15,83815.0,4905578973.31775
01,00100,us_born_mx_origin,313.0,7944331.25,313.0,7944331.25,1682.0,32732370.675
01,00200,mx_born,232.0,10355550.0,232.0,10355550.0,892.0,59569793.75
01,00200,other_foreign_born,0.0,0.0,0.0,0.0,1196.0,86766919.9
01,00200,other_us_born,3551.0,147428513.5,3505.0,169943103.6,54014.0,3505115416.13
01,00200,us_born_mx_origin,0.0,0.0,0.0,0.0,1970.0,31320360.975
01,00300,mx_born,695.0,16246436.6,695.0,16246436.6,1783.0,57515943.0
01,00300,other_foreign_born,70.0,852810.0,132.0,8028597.0,2329.0,128164550.85
01,00300,other_us_born,3944.0,205390577.655,6154.0,314280911.83,63767.0,4018423958.2225
01,00300,us_born_mx_origin,0.0,0.0,0.0,0.0,2970.0,108105444.4
01,00401,mx_born,0.0,0.0,0.0,0.0,470.0,54570702.75
01,00401,other_foreign_born,107.0,5873718.7225,107.0,5873718.7225,4712.0,254201127.5475
01,00401,other_us_born,1748.0,73850909.4,2828.0,174234971.45,55407.0,3933384892.2975
01,00401,us_born_mx_origin,0.0,0.0,0.0,0.0,329.0,33640308.75
01,00402,fb_mx_origin,0.0,0.0,0.0,0.0,149.0,9076335.0
01,00402,mx_born,234.0,30883905.0,234.0,30883905.0,1027.0,57904682.224999994
01,00402,other_foreign_born,337.0,17106962.5,503.0,19028221.6,5489.0,523791231.85
01,00402,other_us_born,1178.0,51270937.2,2151.0,127833173.25,86318.0,6196688458.5575
01,00402,us_born_mx_origin,0.0,0.0,0.0,0.0,1494.0,97721670.45
01,00403,mx_born,632.0,22617333.4,632.0,22617333.4,980.0,49013833.4
01,00403,other_foreign_born,289.0,24189346.5,289.0,24189346.5,3770.0,212199940.625
01,00403,other_us_born,1412.0,58217480.75,2550.0,183132013.3,50058.0,3739055341.5625
01,00403,us_born_mx_origin,0.0,0.0,111.0,12396202.5,2354.0,70739168.15
01,00501,fb_mx_origin,0.0,0.0,13.0,1319825.0,357.0,12775906.0
01,00501,mx_born,61.0,1724300.6,61.0,2192127.8,2551.0,163428853.5
01,00501,other_foreign_born,25.0,876363.8,25.0,876363.8,1200.0,116117340.53750001
01,00501,other_us_born,2865.0,106502324.04,3415.0,192131047.165,43326.0,2490183979.2445
01,00501,us_born_mx_origin,0.0,0.0,0.0,0.0,2299.0,87149719.9125
01,00600,mx_born,31.0,1409979.2,31.0,1409979.2,1365.0,62949764.050000004
01,00600,other_foreign_born,358.0,7269190.0,358.0,7269190.0,2341.0,85063736.5
01,00600,other_us_born,4421.0,238423543.55,3999.0,246335691.375,46838.0,2727243993.3125
01,00600,us_born_mx_origin,0.0,0.0,0.0,0.0,1453.0,36731135.85
01,00700,fb_mx_origin,158.0,4010237.5,158.0,4010237.5,158.0,4010237.5
01,00700,mx_born,120.0,4751370.0,172.0,10030670.0,326.0,17595297.75
01,00700,other_foreign_born,158.0,4317655.2,158.0,4317655.2,1779.0,84068893.025
01,00700,other_us_born,2692.0,131614207.91,3709.0,213026902.35999998,51306.0,2611876465.6625
01,00700,us_born_mx_origin,119.0,2416295.0,119.0,2416295.0,725.0,17999265.725
01,00800,fb_mx_origin,0.0,0.0,0.0,0.0,187.0,3607183.25
01,00800,mx_born,145.0,5888450.0,145.0,5888450.0,1804.0,80571661.35
01,00800,other_foreign_born,0.0,0.0,0.0,0.0,1845.0,60661593.6
01,00800,other_us_born,1892.0,70886785.5,2342.0,100386397.125,47287.0,2131871443.4375
01,00800,us_born_mx_origin,0.0,0.0,0.0,0.0,186.0,8794400.075
01,00900,mx_born,332.0,12808800.1,332.0,12808800.1,2066.0,83545937.75
01,00900,other_foreign_born,0.0,0.0,0.0,0.0,1090.0,65519970.95
01,00900,other_us_born,3255.0,170436078.5425,6417.0,441839612.2425,65882.0,3907333008.7575
01,00900,us_born_mx_origin,0.0,0.0,31.0,1573637.5,889.0,45779795.135
01,01000,fb_mx_origin,0.0,0.0,0.0,0.0,133.0,7291525.5
01,01000,mx_born,409.0,17299860.0,315.0,13329826.4,1501.0,86081017.0
01,01000,other_foreign_born,0.0,0.0,0.0,0.0,389.0,15325198.75
01,01000,other_us_born,4503.0,149009765.375,5150.0,211083673.25,58845.0,3354635802.2625
01,01000,us_born_mx_origin,93.0,472091.25,93.0,472091.25,652.0,45057810.25
01,01100,mx_born,0.0,0.0,0.0,0.0,478.0,24065587.525000002
01,01100,other_foreign_born,0.0,0.0,0.0,0.0,346.0,25564644.76
01,01100,other_us_born,1784.0,71232275.075,2571.0,123401505.475,44667.0,2222027460.735
01,01100,us_born_mx_origin,0.0,0.0,0.0,0.0,326.0,20189667.6
01,01201,fb_mx_origin,0.0,0.0,0.0,0.0,149.0,16942492.0
01,01201,mx_born,0.0,0.0,0.0,0.0,229.0,4399078.25
01,01201,other_foreign_born,0.0,0.0,214.0,17917132.0,2221.0,232636212.45
01,01201,other_us_born,2469.0,166775117.5,3041.0,170280775.75,49731.0,3215624645.2925
01,01201,us_born_mx_origin,0.0,0.0,0.0,0.0,227.0,11959949.575
01,01202,mx_born,952.0,35272221.6,952.0,35272221.6,1115.0,48384175.35
01,01202,other_foreign_born,0.0,0.0,172.0,17462300.0,4972.0,357417341.15
01,01202,other_us_born,1698.0,52500496.3225,2087.0,94940179.8725,55331.0,2583876703.1675
01,01202,us_born_mx_origin,278.0,8805872.4,278.0,8805872.4,1931.0,75237334.8
01,01301,mx_born,203.0,12365745.0,203.0,12365745.0,537.0,20909682.9
01,01301,other_foreign_born,0.0,0.0,0.0,0.0,1335.0,77705509.075
01,01301,other_us_born,3054.0,132135356.03999999,3247.0,257872241.09,49012.0,2957053495.95
01,01301,us_born_mx_origin,137.0,2100247.675,137.0,2100247.675,235.0,10756269.175
01,01401,fb_mx_origin,310.0,8182915.0,310.0,8182915.0,387.0,9547004.9
01,01401,mx_born,401.0,10235648.975,401.0,10235648.975,401.0,10235648.975
01,01401,other_foreign_born,148.0,8113878.0,148.0,8113878.0,1976.0,173402060.35
01,01401,other_us_born,1378.0,82477894.75,2519.0,155800671.1,46692.0,2755207338.79
01,01401,us_born_mx_origin,17.0,690370.0,17.0,690370.0,182.0,40958230.75
01,01402,fb_mx_origin,432.0,13157640.0,432.0,13157640.0,975.0,19938393.225
01,01402,mx_born,253.0,10020517.5,253.0,10020517.5,1087.0,26812752.5
01,01402,other_foreign_born,0.0,0.0,0.0,0.0,2235.0,117400687.605
01,01402,other_us_born,1030.0,107066234.5,2033.0,187861656.95,60729.0,3726940251.6349998
01,01402,us_born_mx_origin,0.0,0.0,65.0,6599125.0,514.0,26366042.5
01,01403,mx_born,1623.0,52239891.8,1623.0,52239891.8,3313.0,89972267.2
01,01403,other_foreign_born,990.0,45459138.575,1102.0,52281618.575,4966.0,254094577.06
01,01403,other_us_born,1231.0,51392564.15,1131.0,54926953.975,75398.0,3844403783.215
01,01403,us_born_mx_origin,42.0,1628867.1,42.0,1628867.1,604.0,9147097.925
01,01404,mx_born,208.0,6588566.399999999,208.0,6588566.399999999,1140.0,54797712.65
01,01404,other_foreign_born,68.0,3797035.0,333.0,20041035.0,5764.0,408877114.85
01,01404,other_us_born,1374.0,52813914.15,2463.0,189420877.9,87612.0,8500565171.2425
01,01404,us_born_mx_origin,227.0,5746315.0,335.0,51688408.0,954.0,81575134.45
01,01501,mx_born,1375.0,18634487.345,1375.0,18634487.345,2466.0,55412020.120000005
01,01501,other_foreign_born,169.0,1842475.7,325.0,16096585.7,4092.0,227100257.25
01,01501,other_us_born,1713.0,100372285.15,3739.0,317261665.525,69726.0,5468668440.2375
01,01501,us_born_mx_origin,0.0,0.0,0.0,0.0,1414.0,75511655.35
01,01502,fb_mx_origin,0.0,0.0,40.0,1624400.0,216.0,11315976.5
01,01502,mx_born,876.0,38156952.95,876.0,38156952.95,1889.0,78918732.825
01,01502,other_foreign_born,263.0,7015377.5,338.0,9459591.875,1327.0,85883550.875
01,01502,other_us_born,3425.0,207833045.8,5560.0,385806370.8,61767.0,4119726825.5835
01,01502,us_born_mx_origin,473.0,17920380.8,588.0,22286971.05,965.0,67136147.425
01,01600,fb_mx_origin,0.0,0.0,0.0,0.0,552.0,46514694.0
01,01600,mx_born,0.0,0.0,0.0,0.0,0.0,0.0
01,01600,other_foreign_born,0.0,0.0,0.0,0.0,675.0,21786046.700000003
01,01600,other_us_born,2447.0,130082155.05,2910.0,216131800.825,51553.0,3017602366.3425
01,01600,us_born_mx_origin,0.0,0.0,0.0,0.0,790.0,7457823.45
01,01700,mx_born,650.0,36834488.3,650.0,36834488.3,650.0,36834488.3
01,01700,other_foreign_born,0.0,0.0,203.0,43486203.25,963.0,64955593.474999994
01,01700,other_us_born,1731.0,113308194.55,2663.0,197933343.05,43546.0,2446720326.7275
01,01700,us_born_mx_origin,306.0,8636528.700000001,0.0,0.0,567.0,21352027.325000003
01,01801,mx_born,104.0,16658222.0,104.0,16658222.0,512.0,26554777.475
01,01801,other_foreign_born,0.0,0.0,0.0,0.0,158.0,9365681.25
01,01801,other_us_born,417.0,16050087.25,1153.0,53573118.1,33258.0,1893729479.475
01,01801,us_born_mx_origin,0.0,0.0,0.0,0.0,533.0,23307703.4
01,01802,mx_born,486.0,10931399.8,486.0,10931399.8,712.0,15970288.6
01,01802,other_foreign_born,0.0,0.0,420.0,68224800.0,4428.0,394718174.385
01,01802,other_us_born,733.0,50098526.5,902.0,93470006.5,51663.0,3486911394.785
01,01802,us_born_mx_origin,0.0,1461960.0,0.0,1461960.0,526.0,14353909.075
01,01901,mx_born,0.0,0.0,0.0,0.0,233.0,10846931.0
01,01901,other_foreign_born,163.0,3475200.75,163.0,3475200.75,550.0,32449420.5
01,01901,other_us_born,3604.0,158898503.425,4629.0,286558475.025,44936.0,3073760950.55
01,01901,us_born_mx_origin,0.0,0.0,0.0,0.0,172.0,4291461.75
01,02000,mx_born,226.0,7158730.8,226.0,7158730.8,408.0,12320058.75
01,02000,other_foreign_born,0.0,0.0,69.0,3782821.5,1081.0,65173973.75
01,02000,other_us_born,2810.0,148796532.4175,4172.0,247185831.2675,45594.0,2295739727.595
01,02000,us_born_mx_origin,103.0,6274245.0,103.0,6274245.0,665.0,22679974.325
01,02101,mx_born,200.0,4447810.25,506.0,43281122.75,1229.0,71166233.0625
01,02101,other_foreign_born,166.0,4718882.0,166.0,4718882.0,5552.0,370741482.15
01,02101,other_us_born,1027.0,83164203.75,2088.0,203243912.75,63975.0,3412685837.83
01,02101,us_born_mx_origin,0.0,0.0,36.0,3618351.0,1032.0,60052849.7
01,02201,mx_born,86.0,1379521.7,86.0,1379521.7,987.0,66578876.7
01,02201,other_foreign_born,97.0,1181751.0,419.0,7364623.5,2707.0,193276289.775
01,02201,other_us_born,2271.0,109716747.675,2657.0,166238253.3,44133.0,2611321722.91
01,02201,us_born_mx_origin,0.0,0.0,0.0,0.0,215.0,19153706.5
01,02300,mx_born,525.0,27511447.55,935.0,62892910.050000004,1741.0,118431856.725
01,02300,other_foreign_born,150.0,5741238.75,182.0,6390998.75,1548.0,88892020.895
01,02300,other_us_born,2921.0,157023742.775,4651.0,264049712.46,65410.0,3628400624.7175
01,02300,us_born_mx_origin,0.0,0.0,199.0,9094609.5,540.0,25243176.0
01,02400,mx_born,0.0,0.0,0.0,0.0,519.0,23993403.25
01,02400,other_foreign_born,0.0,0.0,78.0,9027603.0,1701.0,133652687.775
01,02400,other_us_born,1125.0,62478383.475,2060.0,97552022.175,36447.0,2335904225.7425
01,02400,us_born_mx_origin,237.0,4812285.0,237.0,4812285.0,698.0,38442847.35
01,02500,mx_born,0.0,3092857.5999999996,0.0,3092857.5999999996,344.0,12717224.549999999
01,02500,other_foreign_born,0.0,0.0,40.0,2639650.0,1693.0,97543291.025
01,02500,other_us_born,3107.0,127379458.025,4156.0,177020918.975,49723.0,2273018655.95
01,02500,us_born_mx_origin,0.0,0.0,0.0,0.0,81.0,789458.4
01,02600,other_foreign_born,0.0,0.0,0.0,0.0,898.0,45103496.5
01,02600,other_us_born,2796.0,142823542.55,2802.0,151306768.5,45171.0,2458035166.1475
01,02600,us_born_mx_origin,0.0,0.0,0.0,0.0,131.0,5140819.9
01,02701,mx_born,110.0,2010195.0,110.0,2010195.0,110.0,2010195.0
01,02701,other_foreign_born,0.0,0.0,0.0,0.0,2810.0,371196720.25
01,02701,other_us_born,906.0,70555306.375,3757.0,364957501.375,56690.0,4347272306.5075
01,02701,us_born_mx_origin,0.0,0.0,0.0,0.0,394.0,8716936.5
01,02702,fb_mx_origin,0.0,0.0,0.0,0.0,381.0,26689907.25
01,02702,mx_born,59.0,1197995.0,0.0,0.0,1009.0,38210355.1
01,02702,other_foreign_born,461.0,50513560.7,544.0,54726848.2,1529.0,109375471.3875
01,02702,other_us_born,1813.0,115244986.975,4872.0,375258024.825,57192.0,3687302079.3925
01,02702,us_born_mx_origin,0.0,0.0,0.0,0.0,376.0,10629667.5
01,02801,mx_born,0.0,0.0,0.0,0.0,339.0,7109795.75
01,02801,other_foreign_born,311.0,3634595.0,410.0,8157533.75,3150.0,145371210.9
01,02801,other_us_born,2451.0,144699419.975,4990.0,317672232.625,60299.0,3622327581.9625
01,02801,us_born_mx_origin,0.0,0.0,0.0,0.0,171.0,781234.875
01,02802,other_foreign_born,66.0,4674211.0,169.0,9902748.5,5350.0,627228089.735
