STATE,PUMA,group,trades_employed,trades_earnings,industry_employed,industry_earnings,all_employed,all_earnings
01,02802,other_us_born,1757.0,93745951.45,3730.0,243278672.1,54886.0,2999259042.545
01,02802,us_born_mx_origin,0.0,0.0,0.0,0.0,296.0,25197794.325
01,02803,mx_born,0.0,0.0,0.0,0.0,333.0,2269083.75
01,02803,other_foreign_born,0.0,0.0,77.0,12117008.75,2720.0,131305226.725
01,02803,other_us_born,2399.0,147676945.175,3819.0,285016411.8,57663.0,3289073840.5725
01,02803,us_born_mx_origin,0.0,0.0,0.0,0.0,854.0,67086704.75
02,00101,fb_mx_origin,0.0,0.0,0.0,0.0,0.0,5621439.25
02,00101,mx_born,0.0,0.0,57.0,3472155.0,57.0,3472155.0
02,00101,other_foreign_born,0.0,0.0,0.0,0.0,7661.0,551649712.155
02,00101,other_us_born,1007.0,59560656.5,1378.0,82113420.0,50661.0,4856398323.175
02,00101,us_born_mx_origin,587.0,29559206.8,587.0,29559206.8,3724.0,242634952.8375
02,00102,fb_mx_origin,0.0,0.0,0.0,0.0,210.0,14924175.0
02,00102,mx_born,0.0,0.0,0.0,0.0,646.0,133997771.25
02,00102,other_foreign_born,126.0,8314897.5,217.0,19827832.5,9845.0,1108334617.6
02,00102,other_us_born,1576.0,105543867.125,2314.0,187005496.625,69059.0,5870258933.245
02,00102,us_born_mx_origin,0.0,0.0,0.0,0.0,1623.0,113271848.6
02,00200,fb_mx_origin,0.0,0.0,0.0,0.0,0.0,10152.5
02,00200,mx_born,0.0,0.0,140.0,29999013.1,364.0,51148701.1
02,00200,other_foreign_born,157.0,6056981.5,277.0,13811461.0,3402.0,217247966.675
02,00200,other_us_born,6925.0,510188912.35,7492.0,576208284.775,73500.0,5113575388.0715
02,00200,us_born_mx_origin,0.0,22812667.5,0.0,0.0,1818.0,128486283.575
02,00300,mx_born,0.0,0.0,0.0,0.0,773.0,22484741.75
02,00300,other_foreign_born,258.0,15426723.75,35.0,6218406.25,6517.0,385246206.6125
02,00300,other_us_born,3892.0,430647323.65,6054.0,636525708.625,64572.0,5738636615.518
02,00300,us_born_mx_origin,0.0,0.0,0.0,0.0,2213.0,129751183.55
02,00400,fb_mx_origin,0.0,0.0,0.0,0.0,8.0,402039.0
02,00400,mx_born,0.0,0.0,0.0,0.0,1195.0,38329139.35
02,00400,other_foreign_born,0.0,0.0,0.0,0.0,5219.0,392365606.6275
02,00400,other_us_born,1536.0,82441142.7,1902.0,159726033.7,36770.0,2467565401.148
02,00400,us_born_mx_origin,75.0,761437.5,75.0,761437.5,1222.0,65251437.325
04,00101,fb_mx_origin,0.0,0.0,0.0,0.0,223.0,23137039.875
04,00101,mx_born,1092.0,65728300.25,1196.0,73951825.25,5385.0,364394037.625
04,00101,other_foreign_born,131.0,8186976.0,202.0,11430699.75,5412.0,449602122.37
04,00101,other_us_born,1951.0,116821822.5125,5757.0,590688846.2875,74439.0,6506717381.5575
04,00101,us_born_mx_origin,950.0,55608288.25,1689.0,108969828.25,12224.0,750971815.68
04,00102,fb_mx_origin,0.0,0.0,0.0,0.0,43.0,1964508.75
04,00102,mx_born,2120.0,115977591.375,2416.0,138177047.875,7318.0,348324051.475
04,00102,other_foreign_born,0.0,0.0,161.0,9286491.75,3841.0,344610165.45
04,00102,other_us_born,1165.0,90051294.25999999,3816.0,424042858.435,48680.0,3825472781.955
04,00102,us_born_mx_origin,643.0,38378988.125,1082.0,51477743.625,8848.0,417682093.83
04,00103,fb_mx_origin,0.0,0.0,366.0,4458978.0,366.0,4458978.0
04,00103,mx_born,3019.0,140081555.35,2954.0,140927055.55,8017.0,301914232.8
04,00103,other_foreign_born,519.0,14541567.885,669.0,23922477.884999998,5854.0,287670214.385
04,00103,other_us_born,875.0,63650895.699999996,1687.0,125547236.35,36530.0,2181654099.266
04,00103,us_born_mx_origin,1101.0,65201690.075,1563.0,80975020.175,13521.0,568040582.281
04,00104,mx_born,100.0,8313374.625,240.0,16605936.625,2439.0,111214647.525
04,00104,other_foreign_born,0.0,1070073.5,0.0,1070073.5,3133.0,191624173.45
04,00104,other_us_born,1256.0,71706894.2975,2781.0,168166812.0475,36891.0,2194936438.3625
04,00104,us_born_mx_origin,511.0,25365615.15,836.0,54284503.775,7742.0,349923313.885
04,00105,mx_born,398.0,51502414.2,398.0,51502414.2,4595.0,374464200.85
04,00105,other_foreign_born,0.0,0.0,167.0,19724277.0,8839.0,672458015.3175
04,00105,other_us_born,1350.0,169274866.05,3233.0,375516812.05,69891.0,5684822140.005
04,00105,us_born_mx_origin,469.0,68828873.75,761.0,107627667.75,13213.0,870101941.05
04,00106,fb_mx_origin,75.0,4340193.75,75.0,4340193.75,190.0,10528142.5
04,00106,mx_born,324.0,13480895.6,358.0,18658670.6,5063.0,390266364.05
04,00106,other_foreign_born,0.0,0.0,299.0,21249182.5,5251.0,396737161.45
04,00106,other_us_born,839.0,49807352.8,2362.0,220026299.825,47066.0,3292777716.2325
04,00106,us_born_mx_origin,377.0,19310461.1,573.0,32884353.6,9303.0,436594556.625
04,00107,fb_mx_origin,0.0,0.0,63.0,9594112.5,275.0,24014723.5
04,00107,mx_born,135.0,5610271.5,545.0,30808776.5,2033.0,162255122.975
04,00107,other_foreign_born,192.0,22416720.0,313.0,39610994.0,11468.0,1159695810.525
04,00107,other_us_born,528.0,52805386.05,1656.0,198818641.05,45404.0,4334342620.59
04,00107,us_born_mx_origin,143.0,8197128.5,880.0,92732122.8,7770.0,639899892.0
04,00108,fb_mx_origin,0.0,0.0,0.0,0.0,195.0,5939212.5
04,00108,mx_born,92.0,4203135.0,186.0,12887583.5,1265.0,84154275.55
04,00108,other_foreign_born,201.0,8085451.0,537.0,74330513.5,9490.0,1003218779.875
04,00108,other_us_born,999.0,76250554.3,1826.0,150361367.7,43921.0,3545731994.95
04,00108,us_born_mx_origin,126.0,26439749.65,166.0,32937349.65,9845.0,504080965.3
04,00109,mx_born,209.0,9548426.25,321.0,16370906.25,4080.0,157170954.025
04,00109,other_foreign_born,781.0,23787307.5,1508.0,55361379.45,13477.0,621736764.925
04,00109,other_us_born,2058.0,164578725.65,2751.0,192141747.9,47405.0,2622410384.935
04,00109,us_born_mx_origin,171.0,7927376.574999999,340.0,21405835.575,8416.0,430777204.5825
04,00110,fb_mx_origin,0.0,0.0,0.0,0.0,534.0,16264305.0
04,00110,mx_born,183.0,6131094.75,183.0,6131094.75,1866.0,77212300.625
04,00110,other_foreign_born,0.0,0.0,0.0,0.0,4850.0,559256960.1
04,00110,other_us_born,1079.0,99457951.0,3326.0,676346453.275,63339.0,7022779494.8525
04,00110,us_born_mx_origin,0.0,0.0,210.0,17056200.0,4356.0,294929515.85
04,00111,mx_born,0.0,0.0,0.0,0.0,848.0,65883024.35
04,00111,other_foreign_born,0.0,0.0,0.0,0.0,6310.0,936900741.205
04,00111,other_us_born,547.0,26988390.75,1637.0,228698666.85,39434.0,4914177591.5675
04,00111,us_born_mx_origin,0.0,0.0,314.0,30416890.0,3182.0,231960786.93
04,00112,mx_born,0.0,0.0,0.0,0.0,772.0,50188274.6
04,00112,other_foreign_born,0.0,0.0,162.0,7441782.5,6693.0,964444453.4
04,00112,other_us_born,837.0,62783060.0,5237.0,669897483.75,62008.0,7554545221.03
04,00112,us_born_mx_origin,0.0,0.0,384.0,38555134.0,3697.0,321242156.2
04,00113,mx_born,0.0,0.0,57.0,58621550.25,1888.0,255005012.65
04,00113,other_foreign_born,77.0,24411686.25,77.0,24411686.25,6204.0,647134238.62
04,00113,other_us_born,206.0,23725783.35,2670.0,326070279.1,46404.0,4968626850.1125
04,00113,us_born_mx_origin,68.0,5522960.0,68.0,5522960.0,6057.0,361430472.1125
04,00114,fb_mx_origin,0.0,0.0,0.0,0.0,342.0,7622497.0
04,00114,mx_born,1399.0,55535088.725,1567.0,50749200.225,7104.0,287501033.125
04,00114,other_foreign_born,0.0,0.0,563.0,38536859.5,7847.0,615501495.3725
04,00114,other_us_born,980.0,47362021.65,1402.0,87160836.9,39878.0,3015538850.4125
04,00114,us_born_mx_origin,530.0,34975362.5,832.0,38654628.5,10109.0,556453062.955
04,00115,fb_mx_origin,0.0,0.0,0.0,0.0,220.0,8264135.0
04,00115,mx_born,2320.0,97545626.1,2389.0,104550851.1,5843.0,211862979.15
04,00115,other_foreign_born,101.0,8203220.0,101.0,8203220.0,6499.0,399634177.325
04,00115,other_us_born,1577.0,82443173.2,3582.0,283932733.95,40888.0,2960041336.09
04,00115,us_born_mx_origin,733.0,12176867.89,1157.0,45497372.89,8705.0,447209614.6775
04,00116,mx_born,1260.0,62412595.275,1461.0,86288229.525,5176.0,276021378.02
04,00116,other_foreign_born,995.0,43857683.225,838.0,43681029.725,7634.0,517373938.125
04,00116,other_us_born,439.0,32723334.95,2135.0,163420934.55,43023.0,3443669013.975
04,00116,us_born_mx_origin,2014.0,122687886.25,2379.0,152231661.25,12637.0,699032011.475
04,00117,mx_born,1169.0,45695793.35,1558.0,62371274.6,5978.0,317003588.975
04,00117,other_foreign_born,221.0,5798295.8,279.0,6387140.8,4185.0,327225227.5
04,00117,other_us_born,791.0,57007911.9,2910.0,279843306.95,41637.0,4394559372.25
04,00117,us_born_mx_origin,1139.0,62098883.025,1034.0,60641593.175,12006.0,792734865.5625
04,00118,fb_mx_origin,0.0,0.0,0.0,0.0,169.0,5490472.0
04,00118,mx_born,2109.0,121648980.925,2564.0,193066742.17499998,10061.0,502977490.075
04,00118,other_foreign_born,0.0,0.0,0.0,0.0,5829.0,356652857.9
04,00118,other_us_born,497.0,32217943.5,473.0,41772461.25,40545.0,3227332366.1575
04,00118,us_born_mx_origin,927.0,39758205.25,1704.0,82444188.45,11878.0,530093700.8
04,00119,fb_mx_origin,0.0,0.0,0.0,0.0,206.0,9411367.5
04,00119,mx_born,2555.0,195544256.75,2876.0,212428879.5,14222.0,763974203.65
04,00119,other_foreign_born,362.0,11854059.0,808.0,42027289.0,3492.0,170738958.075
04,00119,other_us_born,594.0,36305340.0,766.0,46608097.0,21019.0,1350438290.1125
04,00119,us_born_mx_origin,470.0,20052202.75,976.0,41532862.25,21779.0,867130101.25
04,00120,mx_born,235.0,7634680.0,235.0,7634680.0,1611.0,74514578.325
04,00120,other_foreign_born,0.0,0.0,190.0,9895641.75,4328.0,366378039.175
04,00120,other_us_born,1495.0,86444882.6,2215.0,161363225.85,42454.0,3955216939.975
04,00120,us_born_mx_origin,620.0,32727599.0,641.0,30003683.25,8810.0,573304365.2
04,00121,fb_mx_origin,71.0,4324965.0,71.0,4324965.0,347.0,18028403.4
04,00121,mx_born,4342.0,276104598.0625,5435.0,366461340.4375,23216.0,1192185079.5875
04,00121,other_foreign_born,114.0,4779797.0,114.0,4779797.0,7307.0,429041269.2175
04,00121,other_us_born,479.0,24454935.900000002,830.0,49369170.9,24573.0,1654951644.1325
04,00121,us_born_mx_origin,2775.0,117388890.4,3830.0,204978975.0,32675.0,1537729833.425
04,00122,fb_mx_origin,0.0,0.0,0.0,0.0,214.0,2172635.0
04,00122,mx_born,5813.0,282787938.05,5702.0,287844898.3,17101.0,669670473.85
04,00122,other_foreign_born,1837.0,44534144.3,1837.0,44534144.3,3979.0,98674381.05
04,00122,other_us_born,598.0,26880165.1,989.0,41248998.35,12872.0,432007728.1925
04,00122,us_born_mx_origin,2854.0,136427061.45,3312.0,145594768.95,20506.0,783961795.89
04,00123,fb_mx_origin,0.0,0.0,0.0,0.0,157.0,5693522.0
04,00123,mx_born,6376.0,271886894.225,7057.0,329302327.475,19337.0,887096109.275
04,00123,other_foreign_born,147.0,5041731.5,189.0,7037306.9,2718.0,129689862.45
04,00123,other_us_born,1225.0,69103397.35,1364.0,72201331.2,13743.0,696850198.615
04,00123,us_born_mx_origin,1845.0,86045787.825,2133.0,84633575.075,18872.0,802909366.03
04,00124,fb_mx_origin,0.0,0.0,56.0,1989890.0,226.0,8981815.225
04,00124,mx_born,3845.0,170153971.025,4563.0,221480950.025,13896.0,576241788.025
04,00124,other_foreign_born,350.0,20431906.25,594.0,26944938.05,7932.0,365030700.9
04,00124,other_us_born,1338.0,98171629.25,1420.0,123706182.0,20003.0,1285649157.0275
04,00124,us_born_mx_origin,2689.0,119514417.8,3316.0,164114350.3,20011.0,904663503.894
04,00125,fb_mx_origin,0.0,0.0,0.0,0.0,278.0,6773748.0
04,00125,mx_born,3056.0,169082171.6,3056.0,169082171.6,10604.0,523202945.2375
04,00125,other_foreign_born,119.0,13770851.0,119.0,13770851.0,7113.0,328449822.05
04,00125,other_us_born,1201.0,42797457.65,1799.0,82106922.4,23976.0,1209715705.9125
04,00125,us_born_mx_origin,473.0,24612299.65,820.0,55480366.75,11662.0,457295463.515
04,00126,fb_mx_origin,0.0,0.0,0.0,0.0,150.0,1875369.7999999998
04,00126,mx_born,196.0,4915028.3,196.0,4915028.3,2720.0,152004042.2
04,00126,other_foreign_born,249.0,20473531.5,594.0,42973400.475,9862.0,585266984.8825
04,00126,other_us_born,2061.0,145796194.55,4076.0,273929150.82,50068.0,3192876578.15
04,00126,us_born_mx_origin,102.0,4452886.5,338.0,247166673.5,10342.0,731107413.875
04,00127,fb_mx_origin,0.0,0.0,0.0,0.0,143.0,8710845.0
04,00127,mx_born,843.0,33914223.2,814.0,34116257.95,5190.0,263619916.525
04,00127,other_foreign_born,289.0,18107999.0,513.0,27716325.0,7019.0,357191955.65
04,00127,other_us_born,1253.0,93717118.35,2794.0,208727988.675,40207.0,2815096550.495
04,00127,us_born_mx_origin,293.0,26772142.5,401.0,30522069.9,9972.0,478747229.0
04,00128,mx_born,87.0,4681317.75,87.0,4681317.75,768.0,61164142.35
04,00128,other_foreign_born,0.0,0.0,181.0,8812166.95,7680.0,732303886.0
04,00128,other_us_born,1157.0,92593439.65,2976.0,269719538.525,44412.0,3594278671.215
04,00128,us_born_mx_origin,0.0,11441867.5,375.0,16851119.5,4345.0,260125426.025
04,00129,mx_born,305.0,17001376.5,461.0,105841843.0,1406.0,199630536.475
04,00129,other_foreign_born,107.0,3802111.25,533.0,31258024.625,8708.0,1073115595.1
