dimension,category,education,measure,group_set,total,group_total,group_total_se,share,share_se
occupation,6200,below_ba,hours,fb_mx_origin,1318912889.0,3451648.0,1424620.3258993605,0.002617040161474986,0.0010826902198737011
occupation,6200,below_ba,hours,other_us_born,1318912889.0,926727092.0,22673108.994978976,0.7026446551012513,0.008616404808689606
occupation,6200,below_ba,hours,other_foreign_born,1318912889.0,111176834.0,7247451.344023232,0.08429429640671288,0.004930794339820229
occupation,6200,below_ba,hours,all,1318912889.0,1318912889.0,28886164.294182662,1.0,0.0
occupation,6200,ba_plus,employed,union,65007.0,5685.0,1147.947799335841,0.08745212054086483,0.01636855044924776
occupation,6200,ba_plus,employed,mx_born,65007.0,3086.0,830.0480106596244,0.047471810728075436,0.012238677409326791
occupation,6200,ba_plus,employed,us_born_mx_origin,65007.0,2599.0,706.820592512697,0.03998030981278939,0.010524151551820907
occupation,6200,ba_plus,employed,fb_mx_origin,65007.0,0.0,0.0,0.0,0.0
occupation,6200,ba_plus,employed,other_us_born,65007.0,49389.0,2987.1006260251766,0.7597489501130648,0.023222176332225612
occupation,6200,ba_plus,employed,other_foreign_born,65007.0,9933.0,1500.1108625698303,0.15279892934607042,0.02015145454034106
occupation,6200,ba_plus,employed,all,65007.0,65007.0,3788.8859840327736,1.0,0.0
occupation,6200,ba_plus,earnings,union,6708848560.002501,451823205.1,103900550.57152264,0.06734735492372354,0.014778691080826427
occupation,6200,ba_plus,earnings,mx_born,6708848560.002501,255358116.6,71376403.05571021,0.03806288282052156,0.010356444990610282
occupation,6200,ba_plus,earnings,us_born_mx_origin,6708848560.002501,196465088.5,64379133.67551477,0.02928447210320198,0.009382010921641818
occupation,6200,ba_plus,earnings,fb_mx_origin,6708848560.002501,0.0,0.0,0.0,0.0
occupation,6200,ba_plus,earnings,other_us_born,6708848560.002501,5352587557.3275,399610079.90539247,0.7978399734999392,0.02052891844283918
occupation,6200,ba_plus,earnings,other_foreign_born,6708848560.002501,904437797.575,150731881.1092609,0.13481267157633722,0.01913069340038534
occupation,6200,ba_plus,earnings,all,6708848560.002501,6708848560.002501,484798562.03596675,1.0,2.4323767777952473e-16
occupation,6200,ba_plus,hours,union,150001421.0,13563527.0,2950233.502103088,0.09042265672936525,0.018381304951005338
occupation,6200,ba_plus,hours,mx_born,150001421.0,7566703.0,2209275.46549792,0.050444208791862045,0.014108936408654108
occupation,6200,ba_plus,hours,us_born_mx_origin,150001421.0,5996824.0,1661659.4736185872,0.03997844793750321,0.010798363657112424
occupation,6200,ba_plus,hours,fb_mx_origin,150001421.0,0.0,0.0,0.0,0.0
occupation,6200,ba_plus,hours,other_us_born,150001421.0,115103742.0,7160516.20508683,0.7673510106280926,0.023048928263710928
occupation,6200,ba_plus,hours,other_foreign_born,150001421.0,21334152.0,3339654.665521332,0.14222633264254209,0.01956205990951158
occupation,6200,ba_plus,hours,all,150001421.0,150001421.0,8970380.561880358,1.0,0.0
occupation,6210,all,employed,union,13780.0,4025.0,1061.4201335946102,0.2920899854862119,0.05745121389532922
occupation,6210,all,employed,mx_born,13780.0,1454.0,564.8503341594126,0.10551523947750363,0.036433614317764595
occupation,6210,all,employed,us_born_mx_origin,13780.0,2571.0,786.2071609951159,0.18657474600870827,0.04730462593797775
occupation,6210,all,employed,fb_mx_origin,13780.0,0.0,0.0,0.0,0.0
occupation,6210,all,employed,other_us_born,13780.0,8651.0,1058.8254105375447,0.6277939042089985,0.05917046885475856
occupation,6210,all,employed,other_foreign_born,13780.0,1104.0,428.01594596463343,0.08011611030478955,0.030744299243426098
occupation,6210,all,employed,all,13780.0,13780.0,1611.9825371262557,1.0,0.0
occupation,6210,all,earnings,union,1089128453.1325,263684587.95,70293775.43946667,0.2421060502015192,0.05572680056839073
occupation,6210,all,earnings,mx_born,1089128453.1325,82292916.2,32169460.317440778,0.07555850364877806,0.028201369231168144
occupation,6210,all,earnings,us_born_mx_origin,1089128453.1325,181391671.75,58104641.14783648,0.16654754655274115,0.048152604473546405
occupation,6210,all,earnings,fb_mx_origin,1089128453.1325,0.0,0.0,0.0,0.0
occupation,6210,all,earnings,other_us_born,1089128453.1325,768844185.3074999,98421309.84873505,0.7059260852989254,0.05574812397598157
occupation,6210,all,earnings,other_foreign_born,1089128453.1325,56599679.875,24728800.602756232,0.05196786449955528,0.022872515682422243
occupation,6210,all,earnings,all,1089128453.1325,1089128453.1325,117562069.27722536,1.0,1.4895204919483638e-16
occupation,6210,all,hours,union,35513058.0,9531108.0,2549359.739421175,0.2683831958374297,0.057147994084217356
occupation,6210,all,hours,mx_born,35513058.0,3185966.0,1278915.9225709876,0.08971252208131443,0.03334759764569503
occupation,6210,all,hours,us_born_mx_origin,35513058.0,6345142.0,2042513.4109574899,0.17867067375611528,0.04968067135801342
occupation,6210,all,hours,fb_mx_origin,35513058.0,0.0,0.0,0.0,0.0
occupation,6210,all,hours,other_us_born,35513058.0,23850746.0,2998444.2284777616,0.6716049628843566,0.05761153506462394
occupation,6210,all,hours,other_foreign_born,35513058.0,2131204.0,893390.7450727258,0.060011841278213775,0.02521997072816941
occupation,6210,all,hours,all,35513058.0,35513058.0,4031531.9770773496,1.0,0.0
occupation,6210,hs_or_less,employed,union,9137.0,3093.0,915.6444997923594,0.3385137353617161,0.07248739158498294
occupation,6210,hs_or_less,employed,mx_born,9137.0,1183.0,464.973009969396,0.12947356900514392,0.04359992901405909
occupation,6210,hs_or_less,employed,us_born_mx_origin,9137.0,1910.0,739.9465859100912,0.2090401663565722,0.06942564162180159
occupation,6210,hs_or_less,employed,fb_mx_origin,9137.0,0.0,0.0,0.0,0.0
occupation,6210,hs_or_less,employed,other_us_born,9137.0,5351.0,873.4622773766479,0.5856408011382291,0.0709629341485903
occupation,6210,hs_or_less,employed,other_foreign_born,9137.0,693.0,347.1750999135739,0.07584546350005472,0.038610226627446134
occupation,6210,hs_or_less,employed,all,9137.0,9137.0,1356.6271226833112,1.0,0.0
occupation,6210,hs_or_less,earnings,union,720041117.8075,224175118.95,64249125.806433395,0.3113365520466461,0.07134493104021476
occupation,6210,hs_or_less,earnings,mx_born,720041117.8075,69216496.2,28638643.198885847,0.09612853278540788,0.03646622756439632
occupation,6210,hs_or_less,earnings,us_born_mx_origin,720041117.8075,154958622.75,54545717.39948261,0.21520801926123828,0.06668009740034672
occupation,6210,hs_or_less,earnings,fb_mx_origin,720041117.8075,0.0,0.0,0.0,0.0
occupation,6210,hs_or_less,earnings,other_us_born,720041117.8075,458264692.23249996,76831725.19776678,0.6364423932176261,0.06822060496011959
occupation,6210,hs_or_less,earnings,other_foreign_born,720041117.8075,37601306.625,21443571.097492833,0.052221054735727676,0.030543986982539385
occupation,6210,hs_or_less,earnings,all,720041117.8075,720041117.8074999,100053946.35052808,0.9999999999999999,2.708125039252544e-16
occupation,6210,hs_or_less,hours,union,22749740.0,7619526.0,2219207.6748379366,0.3349280475293344,0.07426302503952426
occupation,6210,hs_or_less,hours,mx_born,22749740.0,2718880.0,1077723.3331054868,0.11951257464920478,0.041555827813545124
occupation,6210,hs_or_less,hours,us_born_mx_origin,22749740.0,4900646.0,1865564.0220618537,0.21541547288012963,0.07219573818075962
occupation,6210,hs_or_less,hours,fb_mx_origin,22749740.0,0.0,0.0,0.0,0.0
occupation,6210,hs_or_less,hours,other_us_born,22749740.0,13806830.0,2321806.2246063408,0.6069005623800535,0.0716684822219375
occupation,6210,hs_or_less,hours,other_foreign_born,22749740.0,1323384.0,721848.7188944786,0.05817139009061202,0.03218195210991159
occupation,6210,hs_or_less,hours,all,22749740.0,22749740.0,3288535.6997415964,1.0,0.0
occupation,6210,more,employed,union,4643.0,932.0,452.03976594985534,0.2007322851604566,0.08960746210909427
occupation,6210,more,employed,mx_born,4643.0,271.0,222.08894614545767,0.05836743484815852,0.04620012892899012
occupation,6210,more,employed,us_born_mx_origin,4643.0,661.0,290.89886558733775,0.1423648503122981,0.057741871082078115
occupation,6210,more,employed,fb_mx_origin,4643.0,0.0,0.0,0.0,0.0
occupation,6210,more,employed,other_us_born,4643.0,3300.0,585.6983011756138,0.7107473616196425,0.09559831824322132
occupation,6210,more,employed,other_foreign_born,4643.0,411.0,252.50386135661373,0.08852035321990093,0.04977830253752973
occupation,6210,more,employed,all,4643.0,4643.0,688.1936137454343,1.0,0.0
occupation,6210,more,earnings,union,369087335.325,39509469.0,18361565.629907247,0.10704639584885763,0.05280503558762636
occupation,6210,more,earnings,mx_born,369087335.325,13076420.0,9765881.789631186,0.03542906718401907,0.027905629767384654
occupation,6210,more,earnings,us_born_mx_origin,369087335.325,26433049.0,12703622.252601529,0.07161732866483855,0.03573175708886032
occupation,6210,more,earnings,fb_mx_origin,369087335.325,0.0,0.0,0.0,0.0
occupation,6210,more,earnings,other_us_born,369087335.325,310579493.075,62545836.94822015,0.8414796806872799,0.06048340192616625
occupation,6210,more,earnings,other_foreign_born,369087335.325,18998373.25,11347308.438483939,0.05147392346386249,0.02894257929620359
occupation,6210,more,earnings,all,369087335.325,369087335.325,61937629.73659303,1.0,4.965068306494546e-17
occupation,6210,more,hours,union,12763318.0,1911582.0,996687.517095303,0.1497715562677354,0.0752583800220407
occupation,6210,more,hours,mx_born,12763318.0,467086.0,447175.12768668163,0.036595969794061385,0.03520750080897141
occupation,6210,more,hours,us_born_mx_origin,12763318.0,1444496.0,700898.7494764134,0.11317558647367401,0.05256621504653421
occupation,6210,more,hours,fb_mx_origin,12763318.0,0.0,0.0,0.0,0.0
occupation,6210,more,hours,other_us_born,12763318.0,10043916.0,2051233.8902627488,0.7869361242899378,0.0818361236410778
occupation,6210,more,hours,other_foreign_born,12763318.0,807820.0,492010.8507543304,0.06329231944232683,0.03685268063881649
occupation,6210,more,hours,all,12763318.0,12763318.0,2161775.7051249905,1.0,0.0
occupation,6210,below_ba,employed,union,13310.0,3754.0,983.5523880302462,0.2820435762584523,0.0556156063530835
occupation,6210,below_ba,employed,mx_born,13310.0,1183.0,464.973009969396,0.08888054094665665,0.031745460067908265
occupation,6210,below_ba,employed,us_born_mx_origin,13310.0,2571.0,786.2071609951159,0.19316303531179566,0.048814203497728734
occupation,6210,below_ba,employed,fb_mx_origin,13310.0,0.0,0.0,0.0,0.0
occupation,6210,below_ba,employed,other_us_born,13310.0,8452.0,1010.3538983940231,0.6350112697220135,0.05755456414525939
occupation,6210,below_ba,employed,other_foreign_born,13310.0,1104.0,428.01594596463343,0.08294515401953419,0.03185289542487912
occupation,6210,below_ba,employed,all,13310.0,13310.0,1524.0082184817772,1.0,0.0
occupation,6210,below_ba,earnings,union,1049955234.9325,250608167.95,68305728.5659958,0.23868462160304502,0.055886953292324744
occupation,6210,below_ba,earnings,mx_born,1049955234.9325,69216496.2,28638643.198885847,0.06592328310496955,0.02614807227145454
occupation,6210,below_ba,earnings,us_born_mx_origin,1049955234.9325,181391671.75,58104641.14783648,0.17276133849807548,0.04946849277424695
occupation,6210,below_ba,earnings,fb_mx_origin,1049955234.9325,0.0,0.0,0.0,0.0
occupation,6210,below_ba,earnings,other_us_born,1049955234.9325,742747387.1075,91032555.99334687,0.7074086231450144,0.05558224350690292
occupation,6210,below_ba,earnings,other_foreign_born,1049955234.9325,56599679.875,24728800.602756232,0.05390675525194053,0.02378959728222734
occupation,6210,below_ba,earnings,all,1049955234.9325,1049955234.9324999,109983571.89100754,0.9999999999999999,2.830524433501838e-16
occupation,6210,below_ba,hours,union,34541752.0,9064022.0,2412712.8443453857,0.26240770879253605,0.056042359947104374
occupation,6210,below_ba,hours,mx_born,34541752.0,2718880.0,1077723.3331054868,0.07871285741383355,0.029326060289974077
occupation,6210,below_ba,hours,us_born_mx_origin,34541752.0,6345142.0,2042513.4109574899,0.1836948513787025,0.051010124881491314
occupation,6210,below_ba,hours,fb_mx_origin,34541752.0,0.0,0.0,0.0,0.0
occupation,6210,below_ba,hours,other_us_born,34541752.0,23346526.0,2898488.037488399,0.675892930966559,0.05658243460546316
occupation,6210,below_ba,hours,other_foreign_born,34541752.0,2131204.0,893390.7450727258,0.06169936024090498,0.025976172258712404
occupation,6210,below_ba,hours,all,34541752.0,34541752.0,3861221.310794494,1.0,0.0
occupation,6210,ba_plus,employed,union,470.0,271.0,222.08894614545767,0.5765957446808511,0.32601969242577594
occupation,6210,ba_plus,employed,mx_born,470.0,271.0,222.08894614545767,0.5765957446808511,0.32601969242577594
occupation,6210,ba_plus,employed,us_born_mx_origin,470.0,0.0,0.0,0.0,0.0
occupation,6210,ba_plus,employed,fb_mx_origin,470.0,0.0,0.0,0.0,0.0
occupation,6210,ba_plus,employed,other_us_born,470.0,199.0,177.74912095422582,0.42340425531914894,0.3260196924257759
occupation,6210,ba_plus,employed,other_foreign_born,470.0,0.0,0.0,0.0,0.0
occupation,6210,ba_plus,employed,all,470.0,470.0,282.59202041105124,1.0,0.0
occupation,6210,ba_plus,earnings,union,39173218.2,13076420.0,9765881.789631186,0.3338102050548402,0.2883933075526698
occupation,6210,ba_plus,earnings,mx_born,39173218.2,13076420.0,9765881.789631186,0.3338102050548402,0.2883933075526698
occupation,6210,ba_plus,earnings,us_born_mx_origin,39173218.2,0.0,0.0,0.0,0.0
occupation,6210,ba_plus,earnings,fb_mx_origin,39173218.2,0.0,0.0,0.0,0.0
occupation,6210,ba_plus,earnings,other_us_born,39173218.2,26096798.2,21961988.885391224,0.6661897949451597,0.2883933075526698
occupation,6210,ba_plus,earnings,other_foreign_born,39173218.2,0.0,0.0,0.0,0.0
occupation,6210,ba_plus,earnings,all,39173218.2,39173218.2,23989818.546861693,1.0,0.0
occupation,6210,ba_plus,hours,union,971306.0,467086.0,447175.12768668163,0.48088449983836196,0.33355482545470305
occupation,6210,ba_plus,hours,mx_born,971306.0,467086.0,447175.12768668163,0.48088449983836196,0.33355482545470305
occupation,6210,ba_plus,hours,us_born_mx_origin,971306.0,0.0,0.0,0.0,0.0
occupation,6210,ba_plus,hours,fb_mx_origin,971306.0,0.0,0.0,0.0,0.0
occupation,6210,ba_plus,hours,other_us_born,971306.0,504220.0,383372.8776025372,0.519115500161638,0.33355482545470305
occupation,6210,ba_plus,hours,other_foreign_born,971306.0,0.0,0.0,0.0,0.0
occupation,6210,ba_plus,hours,all,971306.0,971306.0,587823.7013236622,1.0,0.0
occupation,6220,all,employed,union,125518.0,40948.0,2943.5563354554643,0.32623209420162846,0.01752320561284172
occupation,6220,all,employed,mx_born,125518.0,30474.0,2427.3256683024633,0.24278589525008365,0.01680387815729854
occupation,6220,all,employed,us_born_mx_origin,125518.0,9556.0,1548.1186324051528,0.07613250689144187,0.011234447212128105
occupation,6220,all,employed,fb_mx_origin,125518.0,918.0,414.4117517638707,0.007313692060102933,0.003268074293751563
occupation,6220,all,employed,other_us_born,125518.0,66717.0,3544.3330895952768,0.5315333258974808,0.018836981385505214
occupation,6220,all,employed,other_foreign_born,125518.0,17853.0,1665.8439902944094,0.1422345799008907,0.011842567581621976
occupation,6220,all,employed,all,125518.0,125518.0,5381.704195698608,1.0,0.0
occupation,6220,all,earnings,union,7137412935.837501,1913912527.645,167935036.3503882,0.26815213647442165,0.020034926940305328
occupation,6220,all,earnings,mx_born,7137412935.837501,1439343174.225,154615494.64765728,0.20166174875464285,0.01939060993588658
occupation,6220,all,earnings,us_born_mx_origin,7137412935.837501,439080680.52000004,67615870.53134528,0.06151818375469662,0.009091559526643046
occupation,6220,all,earnings,fb_mx_origin,7137412935.837501,35488672.900000006,16186648.898611894,0.004972203965082172,0.002260908314391166
occupation,6220,all,earnings,other_us_born,7137412935.837501,4350614144.0175,315380552.5745301,0.6095505728935383,0.023346261587645915
occupation,6220,all,earnings,other_foreign_born,7137412935.837501,872886264.1750001,97410514.07281575,0.12229729063203991,0.012615556941457743
occupation,6220,all,earnings,all,7137412935.837501,7137412935.837501,396168155.3549226,1.0,2.2887833992611187e-16
occupation,6220,all,hours,union,261349862.0,85007892.0,6326074.231746708,0.325264728856065,0.017312032178532496
occupation,6220,all,hours,mx_born,261349862.0,62494363.0,5381295.8183594495,0.2391214692893161,0.017191199782462994
occupation,6220,all,hours,us_born_mx_origin,261349862.0,20349049.0,3284370.3316338887,0.07786133439779662,0.011595603359829182
occupation,6220,all,hours,fb_mx_origin,261349862.0,2164480.0,971020.5082592231,0.008281925168952261,0.0036579175682695964
occupation,6220,all,hours,other_us_born,261349862.0,140286589.0,7293709.177355518,0.5367769775214192,0.019757396659744082
occupation,6220,all,hours,other_foreign_born,261349862.0,36055381.0,3262910.832982929,0.13795829362251585,0.01147258120890863
occupation,6220,all,hours,all,261349862.0,261349862.0,11031065.904262459,1.0,0.0
occupation,6220,hs_or_less,employed,union,99692.0,37141.0,2668.628111970643,0.3725574770292501,0.019971756424005914
occupation,6220,hs_or_less,employed,mx_born,99692.0,28195.0,2319.552887950607,0.28282108895397823,0.019926843234365672
occupation,6220,hs_or_less,employed,us_born_mx_origin,99692.0,8244.0,1403.4605801375399,0.082694699674999,0.01292631917228109
occupation,6220,hs_or_less,employed,fb_mx_origin,99692.0,702.0,367.6365052602911,0.00704168840027284,0.003708114189361684
occupation,6220,hs_or_less,employed,other_us_born,99692.0,47911.0,3177.41205228406,0.48059021787104284,0.02217325809746472
occupation,6220,hs_or_less,employed,other_foreign_born,99692.0,14640.0,1556.3812675562501,0.1468523050997071,0.013873525476722645
occupation,6220,hs_or_less,employed,all,99692.0,99692.0,4772.065978169204,1.0,0.0
occupation,6220,hs_or_less,earnings,union,5288518754.27,1773507838.525,162590660.01597494,0.33535058131221585,0.022266094162737577
occupation,6220,hs_or_less,earnings,mx_born,5288518754.27,1360673076.125,155434686.365458,0.25728812534254125,0.023562702270311736
occupation,6220,hs_or_less,earnings,us_born_mx_origin,5288518754.27,383348247.5,62656569.58128386,0.07248688438335989,0.011273492732314786
occupation,6220,hs_or_less,earnings,fb_mx_origin,5288518754.27,29486514.900000002,14911323.367611915,0.005575571586314657,0.00284333371592974
occupation,6220,hs_or_less,earnings,other_us_born,5288518754.27,2808365138.42,206042813.331829,0.5310305718690133,0.02577012348557954
occupation,6220,hs_or_less,earnings,other_foreign_born,5288518754.27,706645777.325,92395687.3115021,0.13361884681877084,0.016403128876670812
occupation,6220,hs_or_less,earnings,all,5288518754.27,5288518754.2699995,298872556.30258566,0.9999999999999998,5.063396036227355e-16
occupation,6220,hs_or_less,hours,union,207544348.0,77389528.0,5729598.235022357,0.3728818864294006,0.019809724059765402
occupation,6220,hs_or_less,hours,mx_born,207544348.0,57751435.0,5131760.999108679,0.2782606973233499,0.020608203179541387
occupation,6220,hs_or_less,hours,us_born_mx_origin,207544348.0,18089533.0,3002372.699393215,0.08715984402523937,0.013426320630353853
occupation,6220,hs_or_less,hours,fb_mx_origin,207544348.0,1548560.0,799085.1014504025,0.007461345080811355,0.0038466279551202503
occupation,6220,hs_or_less,hours,other_us_born,207544348.0,101712539.0,6542722.493163947,0.4900761691665051,0.022371620273793233
occupation,6220,hs_or_less,hours,other_foreign_born,207544348.0,28442281.0,3012373.7666664724,0.1370419444040943,0.012932700147846329
occupation,6220,hs_or_less,hours,all,207544348.0,207544348.0,9971494.318691954,1.0,0.0
occupation,6220,more,employed,union,25826.0,3807.0,796.4430299776626,0.14740958723766748,0.026935435103063423
occupation,6220,more,employed,mx_born,25826.0,2279.0,653.9734704099243,0.08824440486331604,0.02385137234444733
occupation,6220,more,employed,us_born_mx_origin,25826.0,1312.0,485.7814323335136,0.050801517850228455,0.01801733096034545
occupation,6220,more,employed,fb_mx_origin,25826.0,216.0,185.75979112822023,0.008363664524122977,0.0070509686410282855
occupation,6220,more,employed,other_us_born,25826.0,18806.0,1720.35827663891,0.7281809029660032,0.03378310095285688
occupation,6220,more,employed,other_foreign_born,25826.0,3213.0,747.6677403766997,0.12440950979632928,0.025818658756738142
occupation,6220,more,employed,all,25826.0,25826.0,2222.054713547801,1.0,0.0
occupation,6220,more,earnings,union,1848894181.5675,140404689.12,34425894.83633903,0.07593981879534302,0.01938993909325169
occupation,6220,more,earnings,mx_born,1848894181.5675,78670098.1,24984266.509552736,0.04254981106236332,0.0137934475096507
occupation,6220,more,earnings,us_born_mx_origin,1848894181.5675,55732433.02,22792005.791515965,0.030143657530876004,0.012503465541551649
occupation,6220,more,earnings,fb_mx_origin,1848894181.5675,6002158.0,5109914.294594845,0.003246350202103695,0.002808829619089872
occupation,6220,more,earnings,other_us_born,1848894181.5675,1542249005.5975,241766383.66874847,0.8341467137345714,0.031387014779638164
occupation,6220,more,earnings,other_foreign_born,1848894181.5675,166240486.85000002,42186869.26625489,0.08991346747008563,0.022249582341482426
occupation,6220,more,earnings,all,1848894181.5675,1848894181.5675,255746260.04579705,1.0,2.275280134513746e-16
occupation,6220,more,hours,union,53805514.0,7618364.0,1709948.969484996,0.14159076707268328,0.0276943783558476
occupation,6220,more,hours,mx_born,53805514.0,4742928.0,1354709.3011647924,0.08814947850883834,0.023271387881217333
occupation,6220,more,hours,us_born_mx_origin,53805514.0,2259516.0,899311.5344615569,0.041994134653188145,0.016212469351572657
occupation,6220,more,hours,fb_mx_origin,53805514.0,615920.0,561159.534909637,0.011447153910656815,0.010238304532314134
occupation,6220,more,hours,other_us_born,53805514.0,38574050.0,3623626.8246698435,0.7169162996937452,0.037891675880555274
occupation,6220,more,hours,other_foreign_born,53805514.0,7613100.0,1856761.9848879392,0.14149293323357157,0.030714138022804798
occupation,6220,more,hours,all,53805514.0,53805514.0,4706846.556477856,1.0,0.0
occupation,6220,below_ba,employed,union,120774.0,40408.0,2905.820434920231,0.3345753225031878,0.018607582662129283
occupation,6220,below_ba,employed,mx_born,120774.0,30282.0,2424.02601058652,0.2507327736102141,0.017550023186532843
occupation,6220,below_ba,employed,us_born_mx_origin,120774.0,9242.0,1497.7082826772375,0.07652309271863149,0.011437475458587235
occupation,6220,below_ba,employed,fb_mx_origin,120774.0,884.0,395.08518068892437,0.00731945617434216,0.0032516991094382578
occupation,6220,below_ba,employed,other_us_born,120774.0,63322.0,3590.3138094044093,0.5243015880901518,0.020170847047556992
occupation,6220,below_ba,employed,other_foreign_born,120774.0,17044.0,1718.989310612489,0.14112308940666038,0.012491434583364977
occupation,6220,below_ba,employed,all,120774.0,120774.0,5323.7633211854945,1.0,0.0
occupation,6220,below_ba,earnings,union,6819362431.215,1884135854.295,167582237.10398874,0.2762920835048366,0.020765381023067072
occupation,6220,below_ba,earnings,mx_born,6819362431.215,1423967212.975,156587700.98661667,0.20881236733465314,0.02017472717902649
occupation,6220,below_ba,earnings,us_born_mx_origin,6819362431.215,425819078.92,66371448.46724104,0.062442652552216996,0.009525518959334242
occupation,6220,below_ba,earnings,fb_mx_origin,6819362431.215,34349562.400000006,15557858.018991375,0.005037063617966404,0.002285670737369073
occupation,6220,below_ba,earnings,other_us_born,6819362431.215,4102745232.245,308710174.9787086,0.6016317908936858,0.02440738169895375
occupation,6220,below_ba,earnings,other_foreign_born,6819362431.215,832481344.6750001,99329536.62315509,0.12207612560147761,0.013426387775585353
occupation,6220,below_ba,earnings,all,6819362431.215,6819362431.215,391295792.85745466,1.0,2.220446049250313e-16
occupation,6220,below_ba,hours,union,251429845.0,83919812.0,6288902.730723389,0.33377028888515603,0.018142767430627236
occupation,6220,below_ba,hours,mx_born,251429845.0,62024699.0,5364592.915919129,0.24668789419171777,0.017714956509296224
occupation,6220,below_ba,hours,us_born_mx_origin,251429845.0,19744913.0,3222767.4734252393,0.07853050619348709,0.01194771739217787
occupation,6220,below_ba,hours,fb_mx_origin,251429845.0,2150200.0,961825.3326566108,0.008551888499951149,0.0037734703638771074
occupation,6220,below_ba,hours,other_us_born,251429845.0,133518172.0,7313019.8024152955,0.5310354942150961,0.020889922761175767
occupation,6220,below_ba,hours,other_foreign_born,251429845.0,33991861.0,3457118.8845773516,0.13519421689974792,0.01221871541893906
occupation,6220,below_ba,hours,all,251429845.0,251429845.0,11127026.581539195,1.0,0.0
occupation,6220,ba_plus,employed,union,4744.0,540.0,341.9501425646727,0.11382799325463744,0.0675384374468719
occupation,6220,ba_plus,employed,mx_born,4744.0,192.0,141.16869341323522,0.04047217537942664,0.030183810936812907
occupation,6220,ba_plus,employed,us_born_mx_origin,4744.0,314.0,289.4686511524175,0.06618887015177066,0.05758479229552658
occupation,6220,ba_plus,employed,fb_mx_origin,4744.0,34.0,47.03828228156296,0.007166947723440135,0.009841847223583056
occupation,6220,ba_plus,employed,other_us_born,4744.0,3395.0,682.9061428922719,0.7156408094435076,0.0805848444468249
occupation,6220,ba_plus,employed,other_foreign_born,4744.0,809.0,330.57139924681934,0.17053119730185498,0.06095123681152085
occupation,6220,ba_plus,employed,all,4744.0,4744.0,850.3090320583453,1.0,0.0
occupation,6220,ba_plus,earnings,union,318050504.62250006,29776673.35,18172328.257963803,0.0936224684986508,0.05570944942315446
occupation,6220,ba_plus,earnings,mx_born,318050504.62250006,15375961.25,12535146.572191726,0.04834440136559446,0.03928483500185792
occupation,6220,ba_plus,earnings,us_born_mx_origin,318050504.62250006,13261601.6,12225534.800231664,0.04169652746107237,0.037481545093926046
occupation,6220,ba_plus,earnings,fb_mx_origin,318050504.62250006,1139110.5,1575935.3308497742,0.003581539671983954,0.005082095942853519
occupation,6220,ba_plus,earnings,other_us_born,318050504.62250006,247868911.7725,59881492.75136767,0.7793382125480358,0.06652595726533901
occupation,6220,ba_plus,earnings,other_foreign_born,318050504.62250006,40404919.5,15811679.207938341,0.1270393189533132,0.045241519879230904
occupation,6220,ba_plus,earnings,all,318050504.62250006,318050504.6225,66852166.44510194,0.9999999999999998,4.716814891169819e-16
occupation,6220,ba_plus,hours,union,9920017.0,1088080.0,671877.8964698869,0.10968529590221468,0.06317409200533575
occupation,6220,ba_plus,hours,mx_born,9920017.0,469664.0,353345.2703654034,0.04734508015460054,0.03565200896811378
occupation,6220,ba_plus,hours,us_born_mx_origin,9920017.0,604136.0,556937.6848172514,0.06090070208549038,0.05317402248840663
occupation,6220,ba_plus,hours,fb_mx_origin,9920017.0,14280.0,19756.078558256442,0.0014395136621237646,0.002021603465811693
occupation,6220,ba_plus,hours,other_us_born,9920017.0,6768417.0,1347563.41909138,0.6822989315441698,0.08443592146666277
occupation,6220,ba_plus,hours,other_foreign_born,9920017.0,2063520.0,887388.6426814352,0.20801577255361559,0.07407286451348391
occupation,6220,ba_plus,hours,all,9920017.0,9920017.0,1816526.6325426803,1.0,0.0
occupation,6230,all,employed,union,1167246.0,295516.0,9054.931490629844,0.2531737097407059,0.006349939145418845
occupation,6230,all,employed,mx_born,1167246.0,199801.0,7786.173241715085,0.17117300037866912,0.005885975994618216
occupation,6230,all,employed,us_born_mx_origin,1167246.0,90679.0,4795.768410797169,0.07768628035564054,0.003914469418198394
occupation,6230,all,employed,fb_mx_origin,1167246.0,5036.0,910.1640511468249,0.004314429006396252,0.0007813892259033549
occupation,6230,all,employed,other_us_born,1167246.0,670232.0,11439.739682352916,0.574199440392171,0.007489600223245361
occupation,6230,all,employed,other_foreign_born,1167246.0,201498.0,7476.397083488811,0.17262684986712312,0.005664174041533525
occupation,6230,all,employed,all,1167246.0,1167246.0,16600.84624198417,1.0,0.0
occupation,6230,all,earnings,union,63159000291.0995,15211987095.5725,651310961.2351218,0.24085224632214777,0.008183829902942745
occupation,6230,all,earnings,mx_born,63159000291.0995,10079449980.715,527520876.7756151,0.15958849782705342,0.007278111614314925
occupation,6230,all,earnings,us_born_mx_origin,63159000291.0995,4946915667.9475,337803537.12846774,0.07832479369760749,0.004926679133510657
occupation,6230,all,earnings,fb_mx_origin,63159000291.0995,185621446.91,36223184.24462714,0.0029389547974868462,0.0005713390667401055
occupation,6230,all,earnings,other_us_born,63159000291.0995,38030629025.0645,794530559.8249962,0.6021410859858695,0.009288367261019009
