premium,cell,wage_premium_dlnw,group_cell_earnings_bn,other_cell_earnings_bn,transfer_from_other_construction_workers_bn,net_triangle_bn,net_triangle_other_residents_bn,gross_gain_to_buyers_bn,cases
monras_state,hs_or_less,-0.04318203990661332,91.0338634538725,291.5448944369528,12.589503266145865,1.965513962259155,1.729171150525108,14.55501722840502,B_state
monras_metro,hs_or_less,-0.08267516183125463,91.0338634538725,291.5448944369528,24.103521328651123,3.7631196965866227,3.3106241625631454,27.866641025237747,B_metro;B_high
br_wage,below_ba,-0.046794162480592115,116.585577825402,499.4109453545403,23.36951692150647,2.7277622358277887,2.3997630412474105,26.09727915733426,C_wage
