scheme,band,band_label,nativity,subgroup,denominator,measure,ratio,se,ci_lo,ci_hi,excludes_one,difference,se_difference,n_mexican,n_denominator,pooled_ratio,coverage_composition_part,standard_share_medicaid_ever
transport,0,0-17,foreign_born,all,all_donors,medicaid,1.513200083985608,0.5560272701155096,0.42340666013708494,2.602993507834131,False,155.8726033077022,144.37854428548886,38,173,,,
transport,0,0-17,foreign_born,all,all_donors,out_of_pocket,1.3872190558769693,0.7258705883646042,-0.0354611547545538,2.8098992665084923,False,171.90766506062926,338.9861649906749,38,173,,,
transport,0,0-17,foreign_born,all,all_donors,private,0.45534792986331774,0.3614793499312025,-0.25313857715679045,1.163834436883426,False,-398.3424122520233,342.4024575442785,38,173,,,
transport,0,0-17,foreign_born,all,all_donors,total_all_sources,0.97588643169552,0.41108402158388774,0.17017655477121385,1.781596308619826,False,-37.24205107479793,635.7781429456992,38,173,,,
transport,0,0-17,foreign_born,all,all_donors,share_medicaid_ever,1.5317160573901583,0.2824530074734731,0.9781183354171282,2.0853137793631884,False,0.20725565100729676,0.10588924315292311,38,173,,,
transport,0,0-17,both,all,nh_white,public,4.510554961002404,3.0951373095827877,-1.5558026929860596,10.576912614990867,False,2817.090091895076,2411.808132843113,729,1573,,,
transport,0,0-17,both,all,nh_white,medicare,0.02133332404161308,0.020647932666624697,-0.01913588034017941,0.06180252842340557,True,-6.75004654970208,4.78310524277553,729,1573,,,
transport,0,0-17,both,all,nh_white,medicaid,4.817777360674249,3.465774929725342,-1.9750166801092588,11.610571401457758,False,2743.4814467970104,2415.415286069836,729,1573,,,
transport,0,0-17,both,all,nh_white,out_of_pocket,0.3471007865788722,0.10121293104075878,0.14872708696924894,0.5454744861884955,True,-463.8965611036684,114.9145856161246,729,1573,,,
transport,0,0-17,both,all,nh_white,private,0.38394579932708905,0.09514936992898522,0.19745646111459958,0.5704351375395785,True,-1246.5570756471711,273.86421615112334,729,1573,,,
transport,0,0-17,both,all,nh_white,total_all_sources,1.300743820411824,0.6755782202047526,-0.023365159929160884,2.6248528007528087,False,1077.9617938369825,2409.6103699178752,729,1573,,,
transport,0,0-17,both,all,nh_white,share_medicaid_ever,2.203634083360266,0.2026621880076929,1.8064234938371024,2.6008446728834294,True,0.33799696793696454,0.040412024194323576,729,1573,,,
transport,0,0-17,both,all,all_donors,public,2.4309971964518278,0.9378678291510449,0.5928100290570151,4.269184363846641,False,2130.6360131180463,1982.0742092341372,729,3545,,,
transport,0,0-17,both,all,all_donors,medicare,0.0357230753980265,0.03144012950527762,-0.025898446101592747,0.09734459689764574,True,-3.9717639644877716,2.2855963329874336,729,3545,,,
transport,0,0-17,both,all,all_donors,medicaid,2.4589824034728283,0.9850254663369048,0.5283679655977234,4.389596841347933,False,2054.1530032863757,1985.3117158571158,729,3545,,,
transport,0,0-17,both,all,all_donors,out_of_pocket,0.499139588514397,0.12290367327637876,0.25825281532501676,0.7400263617037772,True,-247.47155933352332,69.27382641961465,729,3545,,,
transport,0,0-17,both,all,all_donors,private,0.5144010360230526,0.11039685037393122,0.29802718528349026,0.730774886762615,True,-733.3969208743605,177.19158328124877,729,3545,,,
transport,0,0-17,both,all,all_donors,total_all_sources,1.3238299544827474,0.5282308714962389,0.28851647082791376,2.359143438137581,False,1140.4683635284591,1987.6189702965091,729,3545,,,
transport,0,0-17,both,all,all_donors,share_medicaid_ever,1.4197173064057318,0.0743528626857356,1.2739883733942379,1.5654462394172257,True,0.1829417413974216,0.03132176958488378,729,3545,,,
transport,1,18-34,us_born,all,nh_white,public,0.8281915561690713,0.25029607609201304,0.3376202615570288,1.3187628507811138,False,-200.36972305491167,315.1313365604965,507,1412,,,
transport,1,18-34,us_born,all,nh_white,medicare,0.37841623688285697,0.31003661169095514,-0.22924435592024495,0.9860768296859589,True,-60.93354519001464,44.708331758798685,507,1412,,,
transport,1,18-34,us_born,all,nh_white,medicaid,0.7297277581721135,0.2592727637991717,0.22156247895357672,1.2378930373906503,False,-261.95623645599267,283.5001827433712,507,1412,,,
transport,1,18-34,us_born,all,nh_white,out_of_pocket,0.4648484666338842,0.08397487389390963,0.3002607381955285,0.6294361950722398,True,-441.40688539153274,86.76436945252652,507,1412,,,
transport,1,18-34,us_born,all,nh_white,private,0.2346015272871449,0.06218053340886411,0.11272992126628165,0.3564731333080081,True,-2990.3669068028175,554.9229620123002,507,1412,,,
transport,1,18-34,us_born,all,nh_white,total_all_sources,0.3875948507625403,0.07279475600186695,0.24491975073550012,0.5302699507895805,True,-3667.393869361309,701.7566755293884,507,1412,,,
transport,1,18-34,us_born,all,nh_white,share_medicaid_ever,1.9067097719699175,0.22256951634867456,1.4704815358700167,2.3429380080698183,True,0.1751609855446179,0.03757009251411863,507,1412,,,
transport,1,18-34,us_born,all,all_donors,public,0.8954777760666434,0.2136791745936469,0.47667428961684927,1.3142812625164375,False,-112.73849209844366,234.3837506453039,507,2674,,,
transport,1,18-34,us_born,all,all_donors,medicare,0.4773418105712518,0.3494926667023392,-0.20765122902619404,1.1623348501686976,False,-40.61765359880167,31.362844241336955,507,2674,,,
transport,1,18-34,us_born,all,all_donors,medicaid,0.7883310218468919,0.23096895561918368,0.3356401872864617,1.2410218564073219,False,-189.90515823012504,213.93521620079764,507,2674,,,
transport,1,18-34,us_born,all,all_donors,out_of_pocket,0.5563945492527714,0.08976606423498636,0.38045629631828914,0.7323328021872537,True,-305.6945802048744,67.12482642576367,507,2674,,,
transport,1,18-34,us_born,all,all_donors,private,0.31504319639835765,0.07723131298025009,0.16367260447832668,0.46641378831838864,True,-1992.7866283547914,376.19583027904497,507,2674,,,
transport,1,18-34,us_born,all,all_donors,total_all_sources,0.48822950311859,0.08099799121560258,0.32947635751591725,0.6469826487212627,True,-2433.032698101917,486.35754090613415,507,2674,,,
transport,1,18-34,us_born,all,all_donors,share_medicaid_ever,1.4154588670078943,0.1180376485497687,1.184109327030551,1.6468084069852376,True,0.10811462721259618,0.031300858225985044,507,2674,,,
