scheme,band,band_label,nativity,subgroup,group,n,population,mean_public,se_public,mean_medicare,se_medicare,mean_medicaid,se_medicaid,mean_out_of_pocket,se_out_of_pocket,mean_private,se_private,mean_total_all_sources,se_total_all_sources,mean_share_medicaid_ever,se_share_medicaid_ever
ledger,3,35-44,foreign_born,all,all_donors,587,10964518.36406,543.6490675676158,131.36828480658917,34.89065184062266,20.705711953001,448.1632905976983,123.06240003376541,494.23582677387157,69.21438645764881,1539.5724971939412,261.61610318994593,2610.4867131304986,343.74369871763895,0.15890873329440353,0.02032017858674383
ledger,3,35-44,both,all,mexican_origin,342,5595270.840322001,948.2477638071344,206.40336470227658,26.856845956492982,13.088277177367235,566.0151221825571,102.37017425114819,533.8286694080696,136.93277457803765,2339.7782675818135,573.552446378939,3866.7388312657176,678.9566199374266,0.1852456385673997,0.03430431628592299
ledger,3,35-44,both,all,nh_white,1193,24179662.984637998,1784.524923330536,374.03436464213974,659.5918357632399,257.201724345881,1005.792076998305,236.87592067574744,1288.3650600053384,154.63816459091524,5293.434095918769,556.8190841358331,8410.073970607866,717.4751293525389,0.14421131376162583,0.01218351392255961
ledger,3,35-44,both,all,all_donors,2293,45076259.394322,1685.1218638874211,317.4477127600894,448.7577412909539,147.5212714728725,1090.5802143117464,257.76342074022295,1022.7581880119893,113.72002268696077,4028.1143807065196,346.2837099985817,6779.67261185464,506.5062706113686,0.1726301417403813,0.01119597103090859
ledger,4,45-54,us_born,all,mexican_origin,114,1973688.318746,1277.1214486039332,451.6435489260497,485.1299810309674,304.5072352180817,684.2070230486552,309.3062574674417,910.5422520640839,299.40893768820405,4728.595892809436,1216.059891705738,6995.479659360583,1463.2234582552242,0.17657363617342747,0.03797370171417866
ledger,4,45-54,us_born,all,nh_white,1087,21675141.566855997,2162.351264967154,316.9204862694559,752.6342186588276,189.47836755561136,989.8159020198975,211.47133033266277,1585.3278392623247,134.0686831546312,7824.257172684404,956.6138914709736,11736.143852841045,1065.7795992419365,0.10732870143954687,0.010247509125464394
ledger,4,45-54,us_born,all,all_donors,1563,30091230.037671,2082.066394390241,254.63592352398337,719.2942915042994,149.75022616797867,998.9287510533685,162.25410172063874,1404.56869017669,110.89952818196124,6834.912048295569,736.9423127159135,10467.545181896883,818.0137772047084,0.13081599351286174,0.009854749688369408
ledger,4,45-54,foreign_born,all,mexican_origin,187,2886490.416462,878.6634083733766,391.81993811878084,25.857948658196978,13.463880839074873,817.5677224188455,389.21837265500085,536.7205452414231,98.57953811718859,997.1377423526558,273.4599316655113,2623.282246733312,544.6871393997609,0.1824372849979745,0.03719009308340713
ledger,4,45-54,foreign_born,all,nh_white,66,1305407.908264,147.22041160118113,64.39755328656126,18.244824456363236,13.82978532084605,78.66219515651592,54.608574163913715,1348.0051321927074,271.2657778084836,5626.462606462482,2182.9663441318767,7127.635865864998,2377.005905231155,0.057631111340552245,0.03844307257350817
ledger,4,45-54,foreign_born,all,all_donors,556,10099817.214736,961.3093354964208,229.19370877761824,192.70248792490398,88.9471265101157,597.3692352865803,190.0229023339901,838.0152845318145,111.66103021314628,2573.344015571301,504.3121564629479,4537.02571899317,606.4422215193695,0.1418587963084687,0.018963055784784705
ledger,4,45-54,both,all,mexican_origin,301,4860178.735208,1040.4747372071129,291.78499887445884,212.36546099602836,122.71848301496314,763.4107728770554,263.88383204288965,688.5272124951948,133.85173107776836,2512.4596604736194,564.7471493385771,4398.804389168393,696.2984321835203,0.18005609372482237,0.02809491807383526
ledger,4,45-54,both,all,nh_white,1153,22980549.47512,2047.8819501660128,296.72723248157587,710.9172995757995,178.69079740282095,938.0579031142902,197.48488754420677,1571.846745655111,127.9008173928996,7699.411663198572,917.433253164105,11474.357998764335,1017.3288619193127,0.10450563460177921,0.010312998972064596
ledger,4,45-54,both,all,all_donors,2119,40191047.252407,1800.425526316698,211.49499434962968,586.9642994657978,114.4847555717416,898.0187726541475,138.93617262446733,1262.1965393973462,88.36777793778953,5764.000461733229,587.8538699273805,8977.234113673234,651.377025140249,0.13359099683819378,0.009114204915563173
ledger,5,55-64,us_born,all,mexican_origin,101,1492414.634412,4261.9242570853885,1211.126570117738,1094.902171769436,351.12129689385546,2756.5706091496186,1120.15879777143,2776.2125182262093,1743.776147270723,6375.137530428904,2183.037010513491,13556.12638917453,3723.824630610146,0.16310754087982207,0.044542324852947374
ledger,5,55-64,us_born,all,nh_white,1462,24372347.937661998,3267.7297023849096,404.52063618163766,1676.1177136863337,251.7660747637147,1246.3385339335496,259.3983491602436,1922.5000154262011,167.34531313611143,8633.654528039768,750.1622268291766,13951.827916657376,906.1624846984886,0.11268661331729951,0.010650158941636453
ledger,5,55-64,us_born,all,all_donors,2009,32366071.022662997,3859.48585793866,402.47531697970936,1776.9175882498757,210.75655566835664,1690.9628476863124,307.2932421259779,1786.1928029455867,154.47650126817283,8400.261532009356,700.0422848829295,14268.006721173026,847.3092715283525,0.14084036309402936,0.009859027623980863
ledger,5,55-64,foreign_born,all,mexican_origin,182,2091380.8195320002,2172.334977385238,1083.6589560743753,961.2645127196284,839.1080568348616,1194.9044182874147,546.3734575358876,536.9858635450977,103.92552772749494,1655.5823669851832,509.6266510861922,4457.129429452276,1181.2548127705334,0.20034892257296466,0.04490279808518482
