fips,wave,pop,hisp,fb,mex,pop_u19,pop_65p,medhhinc
29171,2022,4698.0,123.0,17.0,17.0,1152.0,1187.0,50950.0
29173,2000,9626.0,42.0,33.0,,,,
29173,2009,9691.0,63.0,59.0,0.0,2461.0,1449.0,46875.0
29173,2012,10198.0,103.0,19.0,0.0,2552.0,1736.0,50145.0
29173,2017,10208.0,127.0,92.0,0.0,2406.0,2024.0,50161.0
29173,2022,10356.0,149.0,62.0,0.0,2468.0,2295.0,62615.0
29175,2000,24663.0,282.0,329.0,,,,
29175,2009,25528.0,399.0,396.0,60.0,6625.0,3597.0,34827.0
29175,2012,25388.0,419.0,216.0,41.0,6481.0,3640.0,38067.0
29175,2017,24987.0,491.0,289.0,27.0,6134.0,3914.0,44754.0
29175,2022,24652.0,549.0,233.0,17.0,5891.0,4168.0,51480.0
29177,2000,23354.0,253.0,91.0,,,,
29177,2009,23507.0,328.0,244.0,49.0,6658.0,3159.0,51556.0
29177,2012,23422.0,431.0,331.0,40.0,6401.0,3510.0,52656.0
29177,2017,22859.0,534.0,197.0,46.0,5798.0,3933.0,57270.0
29177,2022,23122.0,627.0,214.0,79.0,5695.0,4293.0,69779.0
29179,2000,6689.0,55.0,27.0,,,,
29179,2009,6367.0,26.0,29.0,10.0,1474.0,1209.0,33052.0
29179,2012,6682.0,66.0,12.0,3.0,1590.0,1374.0,33326.0
29179,2017,6361.0,89.0,16.0,0.0,1458.0,1377.0,40265.0
29179,2022,6102.0,104.0,13.0,0.0,1302.0,1437.0,43856.0
29181,2000,13509.0,132.0,146.0,,,,
29181,2009,13523.0,144.0,149.0,0.0,3597.0,2316.0,29289.0
29181,2012,14070.0,155.0,153.0,0.0,3582.0,2614.0,31431.0
29181,2017,13807.0,177.0,49.0,0.0,3452.0,2682.0,33849.0
29181,2022,10839.0,243.0,137.0,0.0,2767.0,2149.0,42541.0
29183,2000,283883.0,4176.0,5841.0,,,,
29183,2009,342562.0,7847.0,10875.0,1287.0,97957.0,35487.0,70077.0
29183,2012,360695.0,10060.0,13006.0,1625.0,101690.0,41022.0,71416.0
29183,2017,385115.0,12163.0,15225.0,2062.0,102254.0,52938.0,78380.0
29183,2022,406262.0,14473.0,16206.0,1588.0,102385.0,65171.0,99596.0
29185,2000,9652.0,95.0,65.0,,,,
29185,2009,9379.0,13.0,34.0,0.0,2096.0,2068.0,33041.0
29185,2012,9693.0,167.0,78.0,38.0,2104.0,2284.0,32075.0
29185,2017,9396.0,98.0,83.0,6.0,1906.0,2482.0,35066.0
29185,2022,9330.0,221.0,86.0,24.0,2044.0,2439.0,43483.0
29186,2000,17842.0,132.0,111.0,,,,
29186,2009,17758.0,183.0,145.0,52.0,4572.0,2628.0,49712.0
29186,2012,18066.0,151.0,227.0,18.0,4551.0,2903.0,47809.0
29186,2017,17882.0,194.0,100.0,50.0,4322.0,3211.0,50959.0
29186,2022,18494.0,248.0,96.0,0.0,4366.0,3810.0,61215.0
29187,2000,55641.0,447.0,493.0,,,,
29187,2009,62734.0,746.0,706.0,97.0,15344.0,8886.0,38086.0
29187,2012,65246.0,797.0,652.0,117.0,15505.0,9393.0,36716.0
29187,2017,66248.0,993.0,639.0,96.0,15398.0,10248.0,42873.0
29187,2022,66814.0,1338.0,1203.0,137.0,15470.0,11293.0,53083.0
29189,2000,1016315.0,14577.0,42702.0,,,,
29189,2009,994923.0,21763.0,59668.0,4853.0,265698.0,142497.0,57502.0
29189,2012,999147.0,25016.0,66881.0,5628.0,259702.0,150501.0,58485.0
29189,2017,999539.0,27784.0,69359.0,5622.0,247395.0,168620.0,62931.0
29189,2022,999703.0,31016.0,76647.0,4296.0,244740.0,184287.0,78067.0
29195,2000,23756.0,1050.0,824.0,,,,
29195,2009,22749.0,1686.0,1046.0,316.0,6227.0,3460.0,40556.0
29195,2012,23232.0,1935.0,1278.0,327.0,6234.0,3749.0,39090.0
29195,2017,23010.0,2231.0,1413.0,241.0,6152.0,4097.0,41567.0
29195,2022,23219.0,2577.0,1168.0,311.0,6353.0,4064.0,55396.0
29197,2000,4170.0,27.0,17.0,,,,
29197,2009,4106.0,2.0,21.0,0.0,1060.0,897.0,30683.0
29197,2012,4397.0,3.0,91.0,0.0,1256.0,864.0,30896.0
29197,2017,4450.0,32.0,27.0,0.0,1296.0,865.0,38848.0
29197,2022,4066.0,52.0,38.0,0.0,1161.0,779.0,53728.0
29199,2000,4983.0,42.0,17.0,,,,
29199,2009,4790.0,16.0,13.0,12.0,1331.0,927.0,35548.0
29199,2012,4843.0,47.0,19.0,19.0,1424.0,875.0,40017.0
29199,2017,4883.0,14.0,11.0,0.0,1453.0,906.0,42939.0
29199,2022,4720.0,0.0,35.0,0.0,1535.0,872.0,58656.0
29201,2000,40422.0,448.0,230.0,,,,
29201,2009,40753.0,612.0,241.0,74.0,11523.0,5814.0,37132.0
29201,2012,39192.0,706.0,356.0,29.0,10741.0,5913.0,38968.0
29201,2017,38858.0,838.0,510.0,148.0,10143.0,6635.0,41628.0
29201,2022,38055.0,1004.0,270.0,35.0,9924.0,6956.0,54621.0
29203,2000,8324.0,77.0,39.0,,,,
29203,2009,8310.0,72.0,101.0,0.0,2232.0,1195.0,28474.0
29203,2012,8407.0,139.0,44.0,11.0,2095.0,1480.0,33091.0
29203,2017,8273.0,150.0,17.0,9.0,2071.0,1690.0,31202.0
29203,2022,7132.0,27.0,46.0,3.0,1671.0,1615.0,46767.0
29205,2000,6799.0,43.0,54.0,,,,
29205,2009,6457.0,95.0,30.0,0.0,1718.0,1233.0,33275.0
29205,2012,6328.0,46.0,65.0,0.0,1628.0,1238.0,34219.0
29205,2017,6084.0,104.0,22.0,3.0,1596.0,1227.0,42593.0
29205,2022,6049.0,140.0,83.0,4.0,1590.0,1301.0,50387.0
29207,2000,29705.0,231.0,134.0,,,,
29207,2009,29524.0,333.0,83.0,40.0,7638.0,5153.0,33684.0
29207,2012,29902.0,366.0,147.0,85.0,7526.0,5389.0,37303.0
29207,2017,29634.0,488.0,205.0,75.0,7131.0,5722.0,40076.0
29207,2022,28656.0,553.0,34.0,13.0,6847.0,5751.0,51703.0
29209,2000,28658.0,298.0,329.0,,,,
29209,2009,31186.0,509.0,332.0,63.0,6929.0,6689.0,40830.0
29209,2012,31968.0,568.0,388.0,83.0,6642.0,7709.0,42084.0
29209,2017,31529.0,662.0,524.0,101.0,5978.0,9133.0,43292.0
29209,2022,31314.0,789.0,473.0,127.0,5678.0,9785.0,58392.0
29211,2000,7219.0,634.0,421.0,,,,
29211,2009,6842.0,1064.0,526.0,375.0,1858.0,1170.0,30613.0
29211,2012,6667.0,1212.0,521.0,324.0,1753.0,1151.0,34247.0
29211,2017,6382.0,1180.0,544.0,300.0,1602.0,1252.0,42034.0
29211,2022,5983.0,1117.0,629.0,248.0,1580.0,1205.0,53438.0
29213,2000,39703.0,962.0,802.0,,,,
29213,2009,45732.0,1693.0,1214.0,446.0,11670.0,7906.0,40103.0
29213,2012,51596.0,2481.0,2209.0,682.0,12989.0,9267.0,40112.0
29213,2017,54308.0,3019.0,1895.0,745.0,13060.0,10996.0,39661.0
29213,2022,56202.0,3563.0,1608.0,172.0,13442.0,12549.0,54467.0
29215,2000,23003.0,221.0,189.0,,,,
29215,2009,24477.0,358.0,310.0,47.0,6041.0,4315.0,30569.0
29215,2012,25840.0,441.0,262.0,58.0,6475.0,4657.0,34520.0
29215,2017,25714.0,525.0,178.0,0.0,6501.0,5042.0,35571.0
29215,2022,24828.0,591.0,243.0,16.0,5779.0,5194.0,42870.0
29217,2000,20454.0,172.0,256.0,,,,
29217,2009,20127.0,255.0,91.0,11.0,5930.0,3278.0,33161.0
29217,2012,20958.0,342.0,279.0,12.0,6000.0,3405.0,38138.0
29217,2017,20665.0,426.0,261.0,2.0,5569.0,3677.0,41479.0
29217,2022,19777.0,493.0,318.0,45.0,5271.0,3978.0,53318.0
29219,2000,24525.0,314.0,370.0,,,,
29219,2009,30249.0,702.0,376.0,193.0,8409.0,4196.0,49722.0
29219,2012,32440.0,943.0,645.0,400.0,8748.0,4894.0,47877.0
29219,2017,33554.0,1080.0,536.0,79.0,8700.0,5772.0,56193.0
29219,2022,35729.0,1310.0,404.0,63.0,9091.0,6292.0,75531.0
29221,2000,23344.0,170.0,157.0,,,,
29221,2009,24230.0,261.0,142.0,75.0,6591.0,3059.0,35510.0
29221,2012,25120.0,264.0,132.0,55.0,6622.0,3415.0,34015.0
29221,2017,24968.0,320.0,83.0,33.0,6262.0,3887.0,37810.0
29221,2022,23580.0,397.0,216.0,0.0,6015.0,3970.0,49364.0
29223,2000,13259.0,65.0,46.0,,,,
29223,2009,12593.0,70.0,47.0,0.0,3006.0,2711.0,28315.0
29223,2012,13444.0,151.0,54.0,0.0,3126.0,2866.0,30427.0
29223,2017,13369.0,217.0,49.0,5.0,3120.0,2985.0,35135.0
29223,2022,11081.0,221.0,83.0,0.0,2365.0,2724.0,42758.0
29225,2000,31045.0,400.0,263.0,,,,
29225,2009,35635.0,611.0,97.0,5.0,10969.0,4347.0,39478.0
29225,2012,36183.0,618.0,190.0,31.0,10839.0,4820.0,42384.0
29225,2017,37558.0,733.0,342.0,52.0,11169.0,5608.0,45185.0
29225,2022,39265.0,896.0,656.0,83.0,11755.0,6143.0,65103.0
29227,2000,2382.0,7.0,5.0,,,,
29227,2009,2058.0,7.0,10.0,0.0,476.0,459.0,39479.0
29227,2012,2146.0,6.0,6.0,0.0,469.0,503.0,39946.0
29227,2017,2053.0,24.0,16.0,7.0,466.0,493.0,48214.0
29227,2022,1982.0,38.0,13.0,1.0,450.0,502.0,43536.0
29229,2000,17955.0,139.0,160.0,,,,
29229,2009,18082.0,254.0,338.0,156.0,5167.0,3126.0,27598.0
29229,2012,18732.0,253.0,339.0,159.0,5296.0,3242.0,29485.0
29229,2017,18304.0,313.0,200.0,17.0,4932.0,3461.0,31290.0
29229,2022,18475.0,449.0,118.0,0.0,5289.0,3682.0,43573.0
29510,2000,348189.0,7022.0,19542.0,,,,
29510,2009,355078.0,10123.0,22408.0,3388.0,91540.0,41177.0,34227.0
29510,2012,318527.0,11005.0,21741.0,3317.0,78452.0,35390.0,34384.0
29510,2017,314867.0,12280.0,21249.0,2733.0,70669.0,38129.0,38664.0
29510,2022,298018.0,12834.0,18879.0,2082.0,62583.0,43123.0,52941.0
30001,2000,9202.0,246.0,147.0,,,,
30001,2009,8887.0,313.0,260.0,20.0,2419.0,1413.0,37038.0
30001,2012,9228.0,337.0,115.0,8.0,2291.0,1571.0,41039.0
30001,2017,9360.0,390.0,358.0,203.0,2233.0,1964.0,43880.0
30001,2022,9469.0,525.0,110.0,71.0,1963.0,2178.0,55867.0
30003,2000,12671.0,465.0,102.0,,,,
30003,2009,12809.0,688.0,94.0,2.0,4639.0,1264.0,34891.0
30003,2012,12872.0,552.0,137.0,48.0,4671.0,1340.0,36803.0
30003,2017,13290.0,743.0,112.0,48.0,4839.0,1522.0,47276.0
30003,2022,13090.0,820.0,108.0,53.0,4870.0,1703.0,52463.0
30005,2000,7009.0,70.0,97.0,,,,
30005,2009,6515.0,93.0,57.0,0.0,2133.0,856.0,37039.0
30005,2012,6514.0,119.0,50.0,0.0,2122.0,897.0,37899.0
30005,2017,6646.0,166.0,84.0,21.0,2212.0,976.0,35506.0
30005,2022,7030.0,253.0,75.0,0.0,2332.0,1111.0,58507.0
30007,2000,4385.0,58.0,62.0,,,,
30007,2009,4602.0,17.0,29.0,0.0,1419.0,793.0,42860.0
30007,2012,5575.0,58.0,78.0,0.0,1344.0,1008.0,47480.0
30007,2017,5755.0,152.0,69.0,0.0,1349.0,1274.0,55295.0
30007,2022,6977.0,153.0,103.0,0.0,1435.0,1692.0,61679.0
30009,2000,9552.0,169.0,152.0,,,,
30009,2009,9741.0,228.0,159.0,13.0,2290.0,1607.0,50676.0
30009,2012,10057.0,204.0,244.0,53.0,2181.0,1941.0,47030.0
30009,2017,10466.0,250.0,131.0,0.0,2090.0,2479.0,56988.0
30009,2022,10645.0,306.0,129.0,13.0,2052.0,2841.0,66780.0
30011,2000,1360.0,8.0,13.0,,,,
30011,2009,1260.0,4.0,8.0,0.0,219.0,316.0,35813.0
30011,2012,1276.0,5.0,1.0,0.0,233.0,326.0,38750.0
30011,2017,1320.0,4.0,1.0,1.0,307.0,346.0,45347.0
30011,2022,1332.0,15.0,4.0,0.0,272.0,411.0,46486.0
30013,2000,80357.0,1949.0,1903.0,,,,
30013,2009,81912.0,2686.0,1651.0,9.0,21490.0,12358.0,41964.0
30013,2012,81248.0,2810.0,1763.0,89.0,20817.0,12734.0,43817.0
30013,2017,81816.0,3461.0,1819.0,68.0,20100.0,14237.0,46827.0
30013,2022,84423.0,4261.0,1265.0,31.0,20547.0,16052.0,61351.0
30015,2000,5970.0,40.0,113.0,,,,
30015,2009,5223.0,41.0,79.0,2.0,1386.0,998.0,38664.0
30015,2012,5811.0,96.0,106.0,6.0,1646.0,1010.0,41232.0
30015,2017,5812.0,132.0,108.0,14.0,1525.0,1089.0,39577.0
30015,2022,5897.0,177.0,64.0,0.0,1448.0,1279.0,51791.0
30017,2000,11696.0,177.0,162.0,,,,
30017,2009,11129.0,229.0,126.0,16.0,2809.0,1941.0,38627.0
30017,2012,11706.0,268.0,227.0,29.0,2915.0,2034.0,43232.0
30017,2017,11895.0,376.0,168.0,43.0,2887.0,2213.0,53050.0
30017,2022,11957.0,430.0,225.0,5.0,2667.0,2447.0,61114.0
30019,2000,2017.0,32.0,95.0,,,,
30019,2009,1483.0,4.0,36.0,0.0,332.0,371.0,34300.0
30019,2012,1734.0,4.0,29.0,0.0,302.0,469.0,43563.0
30019,2017,1788.0,50.0,56.0,4.0,406.0,423.0,53591.0
30019,2022,1535.0,22.0,47.0,0.0,308.0,458.0,47378.0
30021,2000,9059.0,81.0,102.0,,,,
30021,2009,8547.0,155.0,46.0,0.0,1929.0,1552.0,47706.0
30021,2012,9022.0,190.0,65.0,0.0,2039.0,1606.0,49894.0
30021,2017,9324.0,280.0,147.0,0.0,2321.0,1616.0,59622.0
30021,2022,8915.0,244.0,113.0,4.0,2241.0,1824.0,68168.0
30023,2000,9417.0,155.0,134.0,,,,
30023,2009,8876.0,192.0,90.0,0.0,2044.0,1681.0,33429.0
30023,2012,9277.0,262.0,136.0,0.0,2172.0,1752.0,34716.0
30023,2017,9131.0,299.0,144.0,6.0,1817.0,1980.0,41235.0
30023,2022,9435.0,353.0,145.0,4.0,1418.0,2354.0,46436.0
30025,2000,2837.0,11.0,27.0,,,,
30025,2009,2657.0,23.0,34.0,0.0,630.0,498.0,53889.0
30025,2012,3051.0,11.0,17.0,0.0,813.0,515.0,49732.0
30025,2017,2925.0,52.0,48.0,0.0,788.0,471.0,56806.0
30025,2022,2941.0,23.0,29.0,0.0,795.0,570.0,79750.0
30027,2000,11893.0,96.0,119.0,,,,
30027,2009,11218.0,99.0,132.0,5.0,2700.0,2421.0,36568.0
30027,2012,11507.0,180.0,113.0,3.0,2508.0,2527.0,39276.0
30027,2017,11327.0,249.0,204.0,0.0,2504.0,2547.0,47110.0
30027,2022,11496.0,236.0,181.0,4.0,2407.0,2858.0,58321.0
30029,2000,74471.0,1061.0,1585.0,,,,
30029,2009,86657.0,1476.0,1648.0,103.0,22902.0,11709.0,45258.0
30029,2012,90967.0,2131.0,2129.0,56.0,23600.0,13123.0,45545.0
30029,2017,96147.0,2524.0,1994.0,157.0,23574.0,16861.0,51410.0
30029,2022,105950.0,3471.0,3033.0,238.0,25021.0,21614.0,68025.0
30031,2000,67831.0,1047.0,1838.0,,,,
30031,2009,86532.0,2149.0,2497.0,289.0,21752.0,7408.0,49343.0
30031,2012,90339.0,2508.0,2612.0,265.0,22646.0,8605.0,52211.0
30031,2017,100733.0,3339.0,3178.0,454.0,24488.0,11471.0,59397.0
30031,2022,119685.0,5093.0,4436.0,662.0,27879.0,15582.0,83434.0
30033,2000,1279.0,5.0,14.0,,,,
30033,2009,1135.0,0.0,0.0,0.0,273.0,233.0,32880.0
30033,2012,1100.0,4.0,2.0,0.0,255.0,286.0,40125.0
30033,2017,1086.0,2.0,0.0,0.0,255.0,226.0,47188.0
30033,2022,976.0,0.0,0.0,0.0,239.0,232.0,61786.0
30035,2000,13247.0,159.0,280.0,,,,
30035,2009,13411.0,492.0,193.0,16.0,4765.0,1326.0,41009.0
30035,2012,13422.0,265.0,308.0,37.0,4671.0,1419.0,36872.0
30035,2017,13677.0,387.0,238.0,51.0,4645.0,1541.0,29201.0
30035,2022,13781.0,492.0,108.0,28.0,4470.0,1715.0,41078.0
30037,2000,1042.0,13.0,27.0,,,,
30037,2009,873.0,0.0,1.0,0.0,247.0,175.0,36029.0
30037,2012,769.0,9.0,2.0,0.0,203.0,177.0,38289.0
30037,2017,747.0,65.0,5.0,0.0,156.0,168.0,43854.0
30037,2022,841.0,72.0,11.0,2.0,161.0,228.0,54792.0
30039,2000,2830.0,36.0,28.0,,,,
30039,2009,2880.0,11.0,3.0,0.0,598.0,603.0,35247.0
30039,2012,3083.0,48.0,47.0,0.0,591.0,777.0,40511.0
30039,2017,3206.0,69.0,42.0,0.0,738.0,882.0,49063.0
30039,2022,3368.0,104.0,84.0,0.0,637.0,1035.0,53917.0
30041,2000,16673.0,208.0,332.0,,,,
30041,2009,16434.0,390.0,209.0,0.0,4843.0,2061.0,44833.0
30041,2012,16157.0,382.0,243.0,9.0,4850.0,2063.0,42875.0
30041,2017,16468.0,573.0,236.0,21.0,5037.0,2276.0,45269.0
30041,2022,16238.0,649.0,126.0,0.0,5005.0,2495.0,58427.0
30043,2000,10049.0,149.0,103.0,,,,
30043,2009,11105.0,206.0,169.0,1.0,3003.0,1309.0,56294.0
30043,2012,11360.0,220.0,206.0,4.0,2828.0,1651.0,60459.0
30043,2017,11625.0,268.0,166.0,0.0,2713.0,2221.0,64911.0
30043,2022,12273.0,366.0,268.0,53.0,2705.0,2752.0,73875.0
30045,2000,2329.0,13.0,32.0,,,,
30045,2009,2077.0,0.0,23.0,0.0,338.0,561.0,39900.0
30045,2012,2052.0,16.0,10.0,1.0,413.0,491.0,41100.0
30045,2017,1965.0,46.0,18.0,0.0,336.0,451.0,43281.0
30045,2022,2039.0,113.0,29.0,4.0,539.0,516.0,58750.0
30047,2000,26507.0,668.0,427.0,,,,
30047,2009,28239.0,902.0,595.0,129.0,7945.0,4288.0,39048.0
30047,2012,28794.0,1028.0,398.0,40.0,7913.0,4927.0,37211.0
30047,2017,29518.0,1261.0,730.0,89.0,7898.0,5969.0,42582.0
30047,2022,31509.0,1405.0,787.0,165.0,7708.0,7232.0,58009.0
30049,2000,55716.0,843.0,896.0,,,,
30049,2009,60081.0,1335.0,1155.0,19.0,15524.0,7759.0,50245.0
30049,2012,63432.0,1611.0,1009.0,38.0,16008.0,8841.0,54535.0
30049,2017,66290.0,2042.0,879.0,74.0,16007.0,11034.0,60789.0
30049,2022,71487.0,2638.0,1327.0,176.0,16893.0,13917.0,71967.0
30051,2000,2158.0,4.0,30.0,,,,
30051,2009,2100.0,0.0,37.0,0.0,627.0,348.0,39310.0
30051,2012,2326.0,0.0,96.0,0.0,558.0,537.0,40734.0
30051,2017,2245.0,21.0,15.0,0.0,466.0,504.0,46641.0
30051,2022,1993.0,11.0,12.0,0.0,575.0,447.0,48047.0
30053,2000,18837.0,271.0,266.0,,,,
30053,2009,18698.0,379.0,290.0,0.0,4258.0,3504.0,32644.0
30053,2012,19594.0,467.0,422.0,7.0,4184.0,4054.0,33234.0
30053,2017,19249.0,525.0,427.0,41.0,3996.0,5003.0,36934.0
30053,2022,20157.0,702.0,729.0,202.0,3954.0,5951.0,44593.0
30055,2000,1977.0,19.0,13.0,,,,
30055,2009,1747.0,0.0,8.0,0.0,452.0,320.0,40903.0
30055,2012,1808.0,0.0,2.0,0.0,472.0,311.0,46528.0
30055,2017,1728.0,56.0,13.0,7.0,432.0,423.0,46193.0
30055,2022,1746.0,0.0,23.0,0.0,310.0,512.0,79022.0
30057,2000,6851.0,130.0,98.0,,,,
30057,2009,7314.0,155.0,260.0,37.0,1519.0,1370.0,42054.0
30057,2012,7688.0,191.0,181.0,17.0,1452.0,1624.0,48600.0
30057,2017,7902.0,265.0,246.0,98.0,1335.0,2158.0,47900.0
30057,2022,8742.0,397.0,225.0,0.0,1566.0,2640.0,61226.0
30059,2000,1932.0,29.0,34.0,,,,
30059,2009,1628.0,54.0,50.0,0.0,404.0,299.0,33365.0
30059,2012,1900.0,15.0,69.0,0.0,440.0,363.0,35000.0
30059,2017,2000.0,82.0,30.0,0.0,554.0,455.0,41343.0
30059,2022,1948.0,50.0,59.0,0.0,356.0,638.0,55753.0
30061,2000,3884.0,61.0,57.0,,,,
30061,2009,3898.0,70.0,56.0,8.0,934.0,758.0,36820.0
30061,2012,4203.0,85.0,27.0,0.0,927.0,944.0,32618.0
30061,2017,4194.0,53.0,86.0,0.0,848.0,1122.0,40117.0
30061,2022,4652.0,154.0,70.0,0.0,1052.0,1297.0,56098.0
30063,2000,95802.0,1543.0,2196.0,,,,
30063,2009,105637.0,2590.0,2460.0,176.0,25660.0,11347.0,41220.0
30063,2012,109402.0,2911.0,2782.0,122.0,25835.0,12536.0,44653.0
30063,2017,114231.0,3533.0,2793.0,11.0,26034.0,16074.0,49412.0
30063,2022,118541.0,4310.0,3929.0,194.0,25511.0,19464.0,66840.0
30065,2000,4497.0,72.0,88.0,,,,
30065,2009,4413.0,111.0,64.0,14.0,988.0,773.0,33000.0
30065,2012,4597.0,116.0,94.0,10.0,1050.0,858.0,43079.0
30065,2017,4766.0,115.0,95.0,0.0,1170.0,1091.0,38156.0
30065,2022,4924.0,168.0,92.0,0.0,1078.0,1419.0,54875.0
30067,2000,15694.0,288.0,418.0,,,,
30067,2009,15935.0,433.0,459.0,26.0,3592.0,2326.0,39730.0
30067,2012,15655.0,340.0,352.0,16.0,3296.0,2672.0,40781.0
30067,2017,16001.0,436.0,384.0,22.0,3201.0,3230.0,44920.0
30067,2022,17320.0,569.0,414.0,55.0,3081.0,4108.0,67602.0
30069,2000,493.0,6.0,3.0,,,,
30069,2009,512.0,8.0,0.0,0.0,124.0,115.0,38833.0
30069,2012,566.0,30.0,2.0,0.0,142.0,103.0,40682.0
30069,2017,453.0,0.0,7.0,0.0,77.0,100.0,46429.0
30069,2022,416.0,0.0,5.0,0.0,77.0,91.0,57981.0
30071,2000,4601.0,53.0,48.0,,,,
30071,2009,3959.0,66.0,31.0,0.0,960.0,901.0,37080.0
30071,2012,4203.0,23.0,50.0,27.0,1072.0,869.0,41214.0
30071,2017,4139.0,97.0,50.0,0.0,1079.0,876.0,42101.0
30071,2022,4233.0,96.0,93.0,0.0,1066.0,965.0,61250.0
30073,2000,6424.0,54.0,103.0,,,,
30073,2009,5909.0,77.0,150.0,0.0,1690.0,963.0,32790.0
30073,2012,6147.0,88.0,221.0,0.0,1656.0,1172.0,39223.0
30073,2017,6081.0,117.0,138.0,0.0,1657.0,1185.0,44597.0
30073,2022,5987.0,141.0,111.0,21.0,1592.0,1267.0,59861.0
30075,2000,1858.0,11.0,12.0,,,,
30075,2009,1668.0,23.0,4.0,0.0,435.0,285.0,39489.0
30075,2012,1639.0,29.0,5.0,0.0,389.0,363.0,42500.0
30075,2017,1610.0,40.0,22.0,4.0,305.0,364.0,51136.0
30075,2022,1773.0,40.0,30.0,0.0,311.0,516.0,60313.0
30077,2000,7180.0,140.0,46.0,,,,
30077,2009,7057.0,194.0,68.0,0.0,1379.0,1036.0,40329.0
30077,2012,7067.0,146.0,38.0,6.0,1338.0,1157.0,40765.0
30077,2017,6852.0,142.0,36.0,18.0,1113.0,1304.0,44352.0
30077,2022,6998.0,151.0,101.0,9.0,1237.0,1415.0,60994.0
30079,2000,1199.0,8.0,14.0,,,,
30079,2009,1004.0,8.0,31.0,0.0,150.0,292.0,36618.0
30079,2012,1193.0,6.0,20.0,0.0,212.0,348.0,34875.0
30079,2017,1325.0,17.0,8.0,0.0,321.0,350.0,50850.0
30079,2022,1283.0,12.0,104.0,7.0,307.0,411.0,44107.0
30081,2000,36070.0,678.0,603.0,,,,
30081,2009,40060.0,1056.0,667.0,56.0,10157.0,6998.0,42654.0
30081,2012,40311.0,1203.0,820.0,17.0,9640.0,7880.0,40525.0
30081,2017,41387.0,1383.0,626.0,61.0,9175.0,9699.0,44733.0
30081,2022,44876.0,1715.0,900.0,5.0,9259.0,11744.0,67424.0
30083,2000,9667.0,209.0,140.0,,,,
30083,2009,9128.0,291.0,175.0,44.0,2433.0,1432.0,49553.0
30083,2012,9961.0,323.0,166.0,30.0,2596.0,1438.0,56050.0
30083,2017,11405.0,594.0,248.0,111.0,3181.0,1541.0,66572.0
30083,2022,11366.0,658.0,374.0,158.0,3242.0,1926.0,67515.0
30085,2000,10620.0,131.0,93.0,,,,
30085,2009,10231.0,87.0,57.0,11.0,3724.0,1105.0,34731.0
30085,2012,10477.0,147.0,78.0,17.0,3696.0,1184.0,40146.0
30085,2017,11218.0,367.0,143.0,33.0,3977.0,1169.0,39219.0
30085,2022,10799.0,396.0,111.0,9.0,3941.0,1255.0,51038.0
30087,2000,9383.0,219.0,104.0,,,,
30087,2009,9152.0,326.0,51.0,0.0,3211.0,956.0,43269.0
30087,2012,9261.0,318.0,115.0,70.0,3032.0,1069.0,45977.0
30087,2017,9292.0,443.0,121.0,0.0,2852.0,1336.0,54709.0
30087,2022,8310.0,443.0,149.0,0.0,2671.0,1373.0,57656.0
30089,2000,10227.0,159.0,203.0,,,,
30089,2009,10950.0,219.0,142.0,21.0,2438.0,2223.0,31521.0
30089,2012,11421.0,243.0,138.0,22.0,2517.0,2492.0,30900.0
30089,2017,11414.0,306.0,351.0,27.0,2305.0,3133.0,36445.0
30089,2022,12615.0,429.0,121.0,4.0,2520.0,4027.0,47110.0
30091,2000,4105.0,44.0,76.0,,,,
30091,2009,3568.0,36.0,63.0,0.0,678.0,891.0,39091.0
30091,2012,3447.0,22.0,36.0,0.0,809.0,760.0,48148.0
30091,2017,3568.0,91.0,74.0,9.0,808.0,781.0,51940.0
30091,2022,3700.0,168.0,63.0,0.0,900.0,834.0,67457.0
30093,2000,34606.0,950.0,543.0,,,,
30093,2009,32740.0,1129.0,798.0,27.0,8200.0,5521.0,37324.0
30093,2012,34164.0,1265.0,667.0,20.0,8283.0,5581.0,39211.0
30093,2017,34514.0,1448.0,943.0,92.0,8061.0,6034.0,40480.0
30093,2022,35306.0,1636.0,516.0,34.0,8064.0,6879.0,56297.0
30095,2000,8195.0,165.0,122.0,,,,
30095,2009,8573.0,254.0,113.0,20.0,2190.0,1337.0,55401.0
30095,2012,9096.0,220.0,75.0,7.0,2211.0,1536.0,53533.0
30095,2017,9342.0,330.0,153.0,0.0,2215.0,1889.0,61998.0
30095,2022,8978.0,379.0,112.0,0.0,2029.0,2193.0,78380.0
30097,2000,3609.0,54.0,61.0,,,,
30097,2009,3675.0,116.0,54.0,0.0,971.0,729.0,43016.0
30097,2012,3661.0,85.0,27.0,0.0,1073.0,625.0,44179.0
30097,2017,3646.0,57.0,58.0,0.0,872.0,961.0,49761.0
30097,2022,3697.0,85.0,28.0,0.0,832.0,909.0,64872.0
30099,2000,6445.0,73.0,94.0,,,,
30099,2009,6132.0,109.0,136.0,0.0,1628.0,1179.0,39360.0
30099,2012,6082.0,82.0,131.0,0.0,1588.0,1263.0,42423.0
30099,2017,6040.0,90.0,82.0,0.0,1571.0,1331.0,51060.0
30099,2022,6238.0,112.0,64.0,0.0,1691.0,1428.0,65224.0
30101,2000,5267.0,61.0,189.0,,,,
30101,2009,5110.0,107.0,163.0,16.0,1256.0,743.0,41322.0
30101,2012,5210.0,146.0,147.0,15.0,1101.0,747.0,45057.0
30101,2017,5031.0,174.0,151.0,14.0,1026.0,794.0,46735.0
