fips,year,total_direct,interest,n_units,admin,corrections,educ_elemsec,education,fire,health_hosp,highways,housing,judicial,libraries,parks,police,sewer_waste,welfare
49025,2017,51767.0,476.0,10,6027.0,4188.0,17058.0,17058.0,745.0,9831.0,2399.0,4.0,865.0,41.0,3206.0,2453.0,1720.0,444.0
49027,2017,69649.0,3251.0,23,4221.0,2259.0,33076.0,33076.0,353.0,1419.0,6901.0,1580.0,1609.0,603.0,3560.0,4979.0,1704.0,155.0
49029,2017,29577.0,1103.0,6,2072.0,34.0,19454.0,19454.0,400.0,180.0,558.0,115.0,250.0,0.0,375.0,1209.0,1231.0,12.0
49031,2017,9186.0,378.0,7,872.0,4.0,5394.0,5394.0,20.0,126.0,926.0,9.0,103.0,0.0,200.0,401.0,110.0,0.0
49033,2017,14555.0,109.0,11,1480.0,462.0,7752.0,7752.0,428.0,106.0,826.0,87.0,109.0,40.0,181.0,495.0,819.0,188.0
49035,2017,4513522.0,99041.0,67,211397.0,79192.0,1609367.0,1609367.0,209019.0,87867.0,322947.0,164887.0,109797.0,60993.0,218096.0,294356.0,174693.0,145054.0
49037,2017,98451.0,339.0,9,5330.0,2504.0,42502.0,42502.0,547.0,18320.0,12872.0,17.0,2052.0,648.0,1571.0,2329.0,1766.0,1281.0
49039,2017,110942.0,1278.0,21,6905.0,2834.0,54509.0,54509.0,2096.0,24982.0,4043.0,885.0,971.0,504.0,1880.0,4141.0,2864.0,84.0
49041,2017,91245.0,2150.0,16,5490.0,2749.0,41977.0,41977.0,759.0,7514.0,12339.0,356.0,971.0,364.0,2874.0,5968.0,3054.0,6.0
49043,2017,236778.0,4296.0,26,22564.0,2891.0,95879.0,95879.0,1097.0,6107.0,14799.0,1789.0,4682.0,2450.0,22950.0,11751.0,13874.0,171.0
49045,2017,207611.0,5240.0,19,7862.0,3014.0,132787.0,132787.0,1908.0,8986.0,6624.0,1904.0,2232.0,1022.0,6111.0,8660.0,7654.0,2287.0
49047,2017,173644.0,3858.0,17,15944.0,4838.0,65600.0,65600.0,1333.0,19702.0,18717.0,304.0,3759.0,1811.0,7557.0,7088.0,12301.0,79.0
49049,2017,1825116.0,48851.0,54,92263.0,22105.0,1016142.0,1016142.0,45479.0,66653.0,98231.0,36952.0,23310.0,12995.0,79707.0,77839.0,99799.0,2702.0
49051,2017,161396.0,4914.0,16,9098.0,2062.0,100018.0,100018.0,3259.0,1563.0,9664.0,972.0,1448.0,0.0,4562.0,6766.0,8036.0,0.0
49053,2017,515910.0,13236.0,25,23297.0,8520.0,263467.0,263467.0,9986.0,26163.0,13520.0,5290.0,7496.0,3449.0,32884.0,42708.0,35012.0,193.0
49055,2017,12651.0,58.0,10,1155.0,0.0,6032.0,6032.0,142.0,76.0,1562.0,262.0,244.0,38.0,227.0,440.0,642.0,0.0
49057,2017,766638.0,22512.0,47,41182.0,24303.0,351386.0,351386.0,24536.0,47778.0,41038.0,18241.0,8654.0,6959.0,21289.0,47648.0,43694.0,103.0
50001,2017,132955.0,1600.0,54,5928.0,0.0,91693.0,91693.0,948.0,222.0,16368.0,32.0,93.0,1001.0,1188.0,3870.0,6000.0,237.0
50003,2017,150724.0,1181.0,49,6596.0,0.0,105031.0,105031.0,1903.0,402.0,14803.0,3139.0,130.0,926.0,2005.0,7169.0,3553.0,102.0
50005,2017,102624.0,301.0,52,4344.0,0.0,70446.0,70446.0,2418.0,231.0,12757.0,452.0,18.0,492.0,479.0,2443.0,4348.0,33.0
50007,2017,726113.0,12259.0,63,23317.0,159.0,423862.0,423862.0,23775.0,597.0,40482.0,40575.0,2350.0,6997.0,19096.0,39361.0,35391.0,242.0
50009,2017,23710.0,61.0,35,1578.0,0.0,16330.0,16330.0,109.0,77.0,3942.0,0.0,11.0,126.0,148.0,309.0,507.0,30.0
50011,2017,178964.0,1462.0,45,9277.0,0.0,129687.0,129687.0,1922.0,103.0,20301.0,472.0,240.0,592.0,1125.0,5136.0,6837.0,71.0
50013,2017,18166.0,132.0,19,942.0,0.0,12489.0,12489.0,326.0,11.0,1924.0,0.0,196.0,152.0,52.0,820.0,415.0,2.0
50015,2017,112231.0,1368.0,34,5943.0,2.0,69967.0,69967.0,1304.0,1193.0,14477.0,54.0,423.0,964.0,2200.0,6964.0,4343.0,87.0
50017,2017,117542.0,880.0,44,6516.0,0.0,79745.0,79745.0,2338.0,1098.0,18218.0,280.0,709.0,946.0,578.0,2596.0,1308.0,152.0
50019,2017,109739.0,585.0,57,5039.0,0.0,85469.0,85469.0,1016.0,70.0,9880.0,0.0,352.0,329.0,712.0,1634.0,2640.0,7.0
50021,2017,242296.0,1955.0,81,13241.0,0.0,142731.0,142731.0,7521.0,190.0,27700.0,3191.0,482.0,1618.0,4555.0,14472.0,13475.0,94.0
50023,2017,250358.0,2383.0,63,14381.0,120.0,156342.0,156342.0,8632.0,404.0,25906.0,7695.0,895.0,1436.0,2602.0,9849.0,9119.0,327.0
50025,2017,186816.0,2710.0,66,7152.0,0.0,114239.0,114239.0,10137.0,695.0,17294.0,5494.0,268.0,1869.0,2361.0,9199.0,8177.0,264.0
50027,2017,244723.0,3092.0,67,11325.0,0.0,152923.0,152923.0,7013.0,1719.0,25893.0,4225.0,380.0,1828.0,3822.0,10707.0,8763.0,398.0
51001,2017,109332.0,2225.0,16,9067.0,2193.0,61304.0,61304.0,4912.0,1188.0,932.0,2435.0,1445.0,598.0,1311.0,4163.0,8009.0,5504.0
51003,2017,374534.0,9570.0,7,11784.0,8801.0,197893.0,197893.0,13349.0,5041.0,72.0,8697.0,4601.0,0.0,3585.0,18323.0,26727.0,22613.0
51005,2017,46859.0,582.0,4,1826.0,399.0,26702.0,26702.0,1572.0,6561.0,411.0,0.0,755.0,367.0,462.0,3319.0,2274.0,233.0
51007,2017,29366.0,0.0,1,2704.0,320.0,18514.0,18514.0,842.0,474.0,221.0,0.0,913.0,321.0,281.0,2062.0,812.0,1668.0
51009,2017,52768.0,516.0,3,2761.0,0.0,46557.0,46557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,1140.0,0.0
51011,2017,39463.0,762.0,3,2660.0,1151.0,25092.0,25092.0,245.0,0.0,24.0,0.0,1049.0,243.0,808.0,1913.0,1323.0,2838.0
51013,2017,2373531.0,368802.0,3,67272.0,44118.0,578633.0,578633.0,58035.0,45739.0,184301.0,64755.0,17972.0,13649.0,46171.0,66660.0,72067.0,88787.0
51015,2017,214098.0,2812.0,4,4801.0,1878.0,139338.0,139338.0,8836.0,1202.0,3642.0,3526.0,2274.0,1383.0,1600.0,8023.0,4546.0,15934.0
51017,2017,11458.0,371.0,2,0.0,0.0,10996.0,10996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0
51019,2017,232825.0,4729.0,5,7297.0,34690.0,115392.0,115392.0,4140.0,3494.0,2010.0,1320.0,2913.0,2152.0,2038.0,12906.0,6536.0,18141.0
51021,2017,15475.0,0.0,2,1386.0,129.0,8428.0,8428.0,107.0,78.0,283.0,0.0,540.0,144.0,134.0,1132.0,689.0,1341.0
51023,2017,90229.0,2012.0,5,3805.0,3937.0,57772.0,57772.0,1449.0,3598.0,84.0,75.0,1480.0,1062.0,1945.0,6021.0,3414.0,1705.0
51025,2017,31922.0,34.0,6,2023.0,0.0,22003.0,22003.0,171.0,0.0,16.0,0.0,8.0,333.0,0.0,4004.0,2393.0,0.0
51027,2017,90941.0,829.0,4,3965.0,1633.0,41701.0,41701.0,606.0,744.0,7641.0,2503.0,2338.0,633.0,1801.0,4532.0,8830.0,10402.0
51029,2017,47239.0,1569.0,4,2241.0,11749.0,23256.0,23256.0,286.0,635.0,243.0,0.0,478.0,163.0,210.0,2135.0,3222.0,0.0
51031,2017,121219.0,1873.0,4,4762.0,3299.0,81840.0,81840.0,627.0,3354.0,726.0,877.0,1517.0,1093.0,543.0,6340.0,2001.0,9664.0
51033,2017,88090.0,2984.0,3,6229.0,40.0,47271.0,47271.0,3968.0,680.0,3221.0,0.0,1017.0,349.0,3291.0,8579.0,3034.0,5817.0
51035,2017,80657.0,2390.0,5,4268.0,2078.0,43242.0,43242.0,3029.0,7917.0,595.0,105.0,1339.0,311.0,1112.0,5347.0,2613.0,6143.0
51036,2017,17185.0,0.0,1,1771.0,303.0,10711.0,10711.0,145.0,112.0,0.0,243.0,625.0,71.0,453.0,890.0,180.0,1108.0
51037,2017,42371.0,58.0,7,1962.0,1634.0,25558.0,25558.0,497.0,234.0,75.0,143.0,680.0,556.0,84.0,2328.0,1361.0,5618.0
51041,2017,1136843.0,18155.0,2,59690.0,31639.0,618852.0,618852.0,65010.0,99556.0,25783.0,23848.0,13350.0,10057.0,19504.0,75383.0,28908.0,27292.0
51043,2017,61151.0,516.0,3,3853.0,0.0,26840.0,26840.0,1174.0,402.0,789.0,593.0,741.0,0.0,925.0,3198.0,2840.0,2543.0
51045,2017,35196.0,3364.0,3,7986.0,23.0,7255.0,7255.0,112.0,123.0,61.0,55.0,226.0,36.0,37.0,637.0,125.0,162.0
51047,2017,175942.0,4299.0,3,9205.0,4491.0,100068.0,100133.0,2156.0,1559.0,4237.0,0.0,2654.0,1056.0,1735.0,14772.0,7073.0,15704.0
51049,2017,26676.0,1240.0,1,2032.0,233.0,16038.0,16038.0,577.0,277.0,14.0,0.0,603.0,115.0,46.0,1687.0,859.0,2139.0
51051,2017,67204.0,503.0,8,3464.0,0.0,33783.0,33783.0,1927.0,6761.0,215.0,0.0,1268.0,0.0,2012.0,2197.0,5246.0,6975.0
51053,2017,82868.0,1946.0,3,9311.0,2393.0,46588.0,46588.0,1102.0,3230.0,44.0,594.0,951.0,268.0,3206.0,6114.0,2182.0,4341.0
51057,2017,37560.0,784.0,5,3077.0,1382.0,23189.0,23189.0,233.0,0.0,70.0,111.0,358.0,205.0,172.0,2048.0,1234.0,3343.0
51059,2017,5582773.0,88614.0,7,193509.0,64101.0,2998988.0,2998988.0,197623.0,324166.0,12921.0,147041.0,49937.0,33388.0,171611.0,279856.0,319663.0,250830.0
51061,2017,267321.0,4221.0,5,15408.0,2680.0,139843.0,139843.0,12515.0,1071.0,9329.0,0.0,4711.0,2359.0,6654.0,19898.0,15807.0,11206.0
51063,2017,31095.0,13.0,5,1874.0,0.0,21193.0,21193.0,219.0,962.0,0.0,0.0,691.0,318.0,212.0,1789.0,1593.0,1100.0
51065,2017,61375.0,0.0,2,5810.0,0.0,38743.0,38743.0,1623.0,924.0,0.0,7.0,1141.0,363.0,478.0,5788.0,501.0,5784.0
51067,2017,146769.0,1294.0,4,9632.0,3775.0,92797.0,92797.0,3616.0,711.0,263.0,0.0,2669.0,981.0,1325.0,5672.0,3162.0,11071.0
51069,2017,234666.0,44.0,4,9700.0,5882.0,168209.0,168209.0,11666.0,590.0,577.0,496.0,2752.0,36.0,5518.0,13837.0,4773.0,7848.0
51071,2017,60106.0,442.0,7,3882.0,1133.0,29653.0,29653.0,1093.0,181.0,1460.0,2093.0,959.0,322.0,1052.0,6634.0,3173.0,5371.0
51073,2017,106647.0,1610.0,2,8385.0,2927.0,71009.0,71009.0,2058.0,1185.0,70.0,27.0,1680.0,1081.0,1305.0,5484.0,522.0,5451.0
51075,2017,62141.0,4451.0,2,2891.0,306.0,30595.0,30595.0,2594.0,831.0,0.0,820.0,2129.0,436.0,2179.0,3551.0,3243.0,3879.0
51077,2017,42165.0,832.0,6,2299.0,1131.0,20777.0,20777.0,728.0,173.0,199.0,17.0,967.0,1024.0,976.0,2715.0,1998.0,2002.0
51079,2017,65632.0,2506.0,3,2242.0,106.0,39965.0,39965.0,1522.0,664.0,1334.0,2259.0,1022.0,380.0,393.0,3687.0,4707.0,3658.0
51081,2017,58761.0,1342.0,4,3782.0,5385.0,30188.0,30188.0,396.0,185.0,209.0,166.0,1798.0,134.0,479.0,2879.0,4916.0,3261.0
51083,2017,125950.0,2217.0,6,3852.0,0.0,56628.0,56628.0,855.0,13553.0,5323.0,1175.0,1751.0,105.0,815.0,10738.0,3603.0,7045.0
51085,2017,399732.0,7274.0,5,14164.0,18719.0,186400.0,186400.0,17707.0,1531.0,26702.0,3367.0,19273.0,7185.0,4307.0,33126.0,18216.0,21633.0
51087,2017,1227945.0,20576.0,3,110329.0,53877.0,534065.0,534502.0,58860.0,37346.0,49724.0,2053.0,14345.0,35474.0,23978.0,77942.0,75369.0,33147.0
51089,2017,159512.0,323.0,2,4302.0,3739.0,88644.0,88644.0,1392.0,22418.0,5.0,655.0,3060.0,722.0,1281.0,5959.0,6266.0,8139.0
51091,2017,9499.0,68.0,2,1141.0,60.0,4600.0,4600.0,23.0,201.0,617.0,51.0,532.0,46.0,181.0,682.0,554.0,393.0
51093,2017,149830.0,4370.0,4,9508.0,0.0,66486.0,66486.0,5344.0,24501.0,1072.0,1460.0,1517.0,709.0,5783.0,6895.0,7619.0,3852.0
51095,2017,252416.0,0.0,3,14351.0,3639.0,150804.0,150804.0,17420.0,3764.0,0.0,10067.0,6247.0,4431.0,6129.0,12368.0,10352.0,4617.0
51097,2017,21449.0,168.0,2,1276.0,6157.0,10428.0,10428.0,624.0,133.0,0.0,0.0,332.0,163.0,0.0,1533.0,411.0,0.0
51099,2017,74191.0,3811.0,1,4042.0,1667.0,43997.0,43997.0,3726.0,738.0,1115.0,857.0,1557.0,1024.0,2301.0,5089.0,3289.0,0.0
51101,2017,53099.0,1323.0,3,3833.0,1202.0,35572.0,35572.0,797.0,179.0,0.0,0.0,644.0,484.0,473.0,2973.0,1104.0,0.0
51103,2017,33750.0,417.0,4,2200.0,0.0,16741.0,16741.0,60.0,0.0,156.0,712.0,793.0,2.0,238.0,5415.0,2861.0,2760.0
51105,2017,69133.0,284.0,6,1794.0,0.0,44525.0,44525.0,356.0,2878.0,578.0,894.0,1328.0,272.0,399.0,3793.0,3846.0,7076.0
51107,2017,2166890.0,49917.0,10,129603.0,33003.0,1355339.0,1355339.0,89104.0,7230.0,108432.0,7683.0,18776.0,20243.0,74352.0,96974.0,31906.0,85258.0
51109,2017,142893.0,1967.0,5,7484.0,1921.0,97045.0,97045.0,5500.0,1432.0,379.0,153.0,2632.0,0.0,1240.0,5467.0,6802.0,7793.0
51111,2017,39971.0,885.0,3,1988.0,22.0,25148.0,25148.0,660.0,447.0,829.0,1926.0,706.0,41.0,147.0,2082.0,1794.0,2752.0
51113,2017,37910.0,0.0,2,2367.0,868.0,21119.0,21119.0,191.0,1900.0,98.0,88.0,681.0,131.0,399.0,2941.0,516.0,5778.0
51115,2017,16311.0,186.0,1,0.0,0.0,13395.0,13395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2730.0,0.0,0.0
51117,2017,98262.0,929.0,11,4771.0,3879.0,51493.0,51493.0,1146.0,5861.0,2389.0,700.0,2550.0,450.0,725.0,7180.0,4763.0,4842.0
51119,2017,27571.0,1470.0,2,2205.0,1002.0,14962.0,14962.0,445.0,540.0,0.0,0.0,841.0,119.0,210.0,1533.0,954.0,1664.0
51121,2017,326696.0,10594.0,10,18946.0,13548.0,112389.0,112389.0,4457.0,49243.0,15097.0,2591.0,3664.0,2815.0,7750.0,22952.0,36444.0,6909.0
51125,2017,46550.0,1536.0,1,2646.0,99.0,28739.0,28739.0,653.0,258.0,344.0,938.0,2084.0,296.0,223.0,2909.0,1196.0,2053.0
51127,2017,55049.0,2446.0,3,3788.0,1005.0,31025.0,31025.0,3105.0,384.0,0.0,0.0,1595.0,374.0,486.0,2661.0,923.0,2454.0
51131,2017,200282.0,9481.0,10,5712.0,6966.0,25788.0,25788.0,321.0,12392.0,124853.0,168.0,719.0,297.0,1080.0,3557.0,3097.0,921.0
51133,2017,30031.0,1851.0,1,1588.0,0.0,17323.0,17323.0,632.0,188.0,416.0,379.0,942.0,0.0,74.0,2234.0,1694.0,2184.0
51135,2017,42016.0,412.0,4,2750.0,824.0,25922.0,25922.0,760.0,1178.0,886.0,796.0,593.0,314.0,547.0,1968.0,1463.0,3352.0
51137,2017,121211.0,4196.0,4,3909.0,20685.0,56119.0,56119.0,5203.0,657.0,3311.0,1129.0,1733.0,325.0,960.0,7792.0,3535.0,6696.0
51139,2017,87463.0,2448.0,5,4312.0,3810.0,36410.0,36410.0,0.0,1557.0,1453.0,0.0,745.0,224.0,931.0,19004.0,4407.0,3501.0
51141,2017,42816.0,1484.0,3,1750.0,1803.0,28261.0,28261.0,428.0,530.0,507.0,0.0,432.0,23.0,739.0,3009.0,1351.0,2166.0
51143,2017,144378.0,154.0,5,12252.0,4719.0,90416.0,90416.0,2306.0,2509.0,33.0,2125.0,1751.0,0.0,1909.0,7385.0,3589.0,14604.0
51145,2017,67390.0,0.0,1,5664.0,583.0,45288.0,45288.0,2621.0,299.0,0.0,0.0,886.0,454.0,786.0,4948.0,2426.0,2662.0
51147,2017,63413.0,643.0,4,6248.0,153.0,31770.0,31770.0,1053.0,326.0,3426.0,51.0,1761.0,865.0,765.0,5574.0,3218.0,4494.0
51149,2017,140555.0,3184.0,3,6076.0,36563.0,68571.0,68571.0,3218.0,559.0,0.0,0.0,2584.0,580.0,1573.0,7570.0,1145.0,3632.0
51153,2017,2279678.0,71776.0,8,71869.0,92534.0,1321968.0,1321968.0,109316.0,51063.0,52939.0,42157.0,26102.0,16471.0,37327.0,109970.0,145066.0,48073.0
51155,2017,109949.0,2954.0,7,5560.0,3123.0,47330.0,47330.0,2788.0,10933.0,2004.0,0.0,2027.0,648.0,1371.0,6622.0,16657.0,4674.0
51157,2017,29062.0,117.0,2,993.0,427.0,12761.0,12761.0,756.0,0.0,0.0,0.0,407.0,142.0,0.0,1579.0,839.0,2516.0
51159,2017,29326.0,347.0,4,2412.0,677.0,15722.0,15722.0,809.0,89.0,5.0,198.0,733.0,8.0,286.0,1820.0,1237.0,2019.0
51161,2017,295419.0,9453.0,4,17305.0,8833.0,147574.0,147574.0,17892.0,1096.0,2114.0,26.0,5182.0,3768.0,9303.0,21824.0,30606.0,16018.0
51163,2017,62906.0,2770.0,4,2984.0,1077.0,32494.0,32494.0,2499.0,7598.0,0.0,1183.0,1500.0,608.0,604.0,2773.0,767.0,1203.0
51165,2017,252530.0,2247.0,10,7889.0,10333.0,142681.0,142681.0,8822.0,11828.0,3133.0,0.0,4292.0,1.0,3770.0,9741.0,22336.0,24549.0
51167,2017,79680.0,1078.0,6,4145.0,2510.0,45310.0,45310.0,607.0,600.0,4155.0,953.0,2341.0,413.0,381.0,3518.0,4093.0,7164.0
51169,2017,74501.0,279.0,8,2747.0,2110.0,36416.0,36416.0,624.0,4522.0,505.0,1681.0,1352.0,209.0,324.0,20741.0,1819.0,0.0
51171,2017,125544.0,3221.0,7,7920.0,2846.0,69853.0,69853.0,5466.0,563.0,2785.0,348.0,2010.0,720.0,1888.0,9380.0,8509.0,8037.0
51173,2017,100424.0,1811.0,10,5224.0,0.0,56645.0,56645.0,1713.0,511.0,529.0,433.0,1787.0,1101.0,1741.0,7417.0,5343.0,10129.0
51175,2017,63232.0,2591.0,9,3209.0,3758.0,33431.0,33431.0,1909.0,493.0,53.0,794.0,1974.0,2252.0,44.0,2487.0,3687.0,2190.0
51177,2017,443286.0,3474.0,2,17571.0,6095.0,287226.0,287455.0,21385.0,635.0,2204.0,0.0,5395.0,4191.0,3601.0,21440.0,13398.0,19938.0
51179,2017,456278.0,18508.0,3,18453.0,9118.0,315429.0,315429.0,12599.0,2071.0,9311.0,0.0,8452.0,5179.0,8252.0,18862.0,7614.0,13108.0
51181,2017,31566.0,764.0,4,2545.0,286.0,19699.0,19699.0,681.0,396.0,0.0,525.0,545.0,103.0,488.0,1576.0,773.0,2391.0
51183,2017,46673.0,589.0,4,2941.0,1986.0,26828.0,26828.0,1248.0,615.0,345.0,1050.0,1439.0,215.0,249.0,3197.0,476.0,3872.0
51185,2017,176310.0,744.0,8,5613.0,292.0,61971.0,61971.0,1094.0,26332.0,25092.0,0.0,2624.0,1077.0,1616.0,10005.0,10711.0,9336.0
51187,2017,162393.0,5803.0,2,6115.0,4466.0,81162.0,81162.0,4247.0,344.0,10369.0,0.0,2823.0,998.0,2483.0,9903.0,25554.0,5650.0
51191,2017,203895.0,4862.0,6,5308.0,48031.0,78106.0,78106.0,2982.0,23632.0,2389.0,197.0,2123.0,1733.0,3517.0,8445.0,3969.0,8085.0
51193,2017,64013.0,334.0,3,3675.0,268.0,38314.0,38314.0,1827.0,418.0,859.0,67.0,1840.0,463.0,760.0,4286.0,5552.0,3541.0
51195,2017,130358.0,3245.0,12,8163.0,1726.0,58650.0,58650.0,2399.0,9514.0,4224.0,4756.0,3245.0,2380.0,2146.0,9029.0,7588.0,10403.0
51197,2017,114199.0,4134.0,6,8633.0,20469.0,47175.0,47175.0,1539.0,143.0,2283.0,4340.0,1262.0,2.0,2022.0,6798.0,5548.0,7833.0
51199,2017,247897.0,4552.0,1,7816.0,3134.0,143080.0,143080.0,12691.0,807.0,0.0,1692.0,3175.0,0.0,2008.0,9572.0,16697.0,9019.0
51510,2017,910123.0,4077.0,1,73158.0,4341.0,279565.0,279565.0,52273.0,48231.0,60422.0,32858.0,15827.0,0.0,38031.0,94303.0,89290.0,48231.0
51520,2017,107688.0,4488.0,2,2720.0,4574.0,26329.0,26329.0,3547.0,661.0,7639.0,4632.0,1473.0,0.0,2449.0,6179.0,9803.0,6844.0
51530,2017,20864.0,0.0,1,1518.0,306.0,9769.0,9769.0,605.0,0.0,1682.0,0.0,845.0,148.0,474.0,1735.0,1676.0,2106.0
51540,2017,274599.0,0.0,3,29812.0,7330.0,76801.0,76801.0,12693.0,20949.0,19595.0,17610.0,3408.0,9269.0,12085.0,18096.0,14431.0,29191.0
51550,2017,1274444.0,20711.0,3,33612.0,57316.0,483232.0,483232.0,44656.0,332696.0,62890.0,24515.0,9802.0,8602.0,15723.0,62922.0,40477.0,20324.0
51570,2017,70650.0,1299.0,1,9120.0,2652.0,36849.0,36849.0,4505.0,236.0,2444.0,80.0,2054.0,659.0,1527.0,4059.0,683.0,1108.0
51580,2017,22896.0,0.0,2,2108.0,83.0,11621.0,11621.0,291.0,98.0,1393.0,124.0,0.0,451.0,1330.0,2427.0,2015.0,127.0
51590,2017,209659.0,1979.0,2,7284.0,7432.0,71193.0,71193.0,8620.0,1372.0,20993.0,18065.0,6660.0,1224.0,5051.0,13192.0,10670.0,12345.0
51595,2017,11356.0,0.0,2,2640.0,0.0,0.0,0.0,415.0,259.0,1353.0,299.0,40.0,102.0,82.0,3397.0,2184.0,363.0
51600,2017,130410.0,6400.0,1,7546.0,0.0,46364.0,46364.0,11648.0,2775.0,10723.0,0.0,3122.0,803.0,5273.0,11854.0,12897.0,3247.0
51610,2017,97621.0,1190.0,1,6956.0,923.0,51367.0,51367.0,2673.0,272.0,6000.0,1999.0,1817.0,1988.0,4672.0,7170.0,4103.0,1998.0
51620,2017,44638.0,239.0,2,4338.0,3178.0,15221.0,15221.0,3196.0,191.0,1209.0,494.0,552.0,299.0,428.0,3022.0,3608.0,1613.0
51630,2017,218728.0,12558.0,3,10886.0,35327.0,54890.0,54890.0,8018.0,36088.0,7382.0,0.0,4781.0,15334.0,4812.0,8313.0,5173.0,6853.0
51640,2017,33901.0,246.0,4,1203.0,0.0,16298.0,16298.0,141.0,220.0,2393.0,353.0,718.0,1008.0,1648.0,2964.0,1089.0,1932.0
51650,2017,588526.0,15366.0,2,47286.0,16992.0,227682.0,227682.0,23500.0,7759.0,20167.0,50030.0,5255.0,2140.0,34412.0,30829.0,35612.0,32819.0
51660,2017,212183.0,5418.0,1,3606.0,4559.0,113554.0,113554.0,8637.0,1243.0,10211.0,801.0,161.0,493.0,5703.0,10211.0,19786.0,3420.0
51670,2017,124160.0,506.0,2,3128.0,3402.0,56994.0,56994.0,2902.0,607.0,4310.0,751.0,2335.0,1669.0,1963.0,5790.0,26126.0,7534.0
51678,2017,22905.0,33.0,4,2171.0,3003.0,5239.0,5239.0,1694.0,0.0,1232.0,60.0,80.0,1599.0,702.0,1759.0,2869.0,37.0
51680,2017,332461.0,205.0,2,11622.0,2567.0,144016.0,144016.0,16036.0,2070.0,12287.0,10458.0,4491.0,1512.0,8676.0,21025.0,24646.0,27019.0
51683,2017,263168.0,4870.0,3,6987.0,47281.0,112358.0,112358.0,8037.0,4077.0,8893.0,4297.0,0.0,0.0,361.0,14785.0,19632.0,18437.0
51685,2017,71561.0,3992.0,1,2645.0,1111.0,40310.0,40310.0,2753.0,1064.0,4147.0,0.0,767.0,500.0,3175.0,4412.0,1164.0,3041.0
51690,2017,74102.0,726.0,3,4578.0,3366.0,34861.0,34861.0,2650.0,288.0,5899.0,3288.0,2378.0,2062.0,897.0,4361.0,4533.0,605.0
51700,2017,921200.0,24535.0,2,28276.0,29787.0,386941.0,386941.0,34973.0,5694.0,20872.0,76399.0,9236.0,4489.0,23970.0,50974.0,42842.0,38510.0
51710,2017,1559838.0,41076.0,5,52783.0,42246.0,412681.0,632925.0,44075.0,84335.0,36530.0,133867.0,25071.0,15733.0,56550.0,73616.0,97254.0,45618.0
51720,2017,25868.0,612.0,2,1512.0,0.0,9668.0,9668.0,261.0,122.0,1860.0,144.0,494.0,0.0,3461.0,2327.0,2160.0,1556.0
51730,2017,147813.0,1222.0,3,7933.0,10544.0,57330.0,57330.0,8209.0,1335.0,6755.0,1485.0,1998.0,961.0,1900.0,13383.0,12494.0,15403.0
51735,2017,40518.0,1496.0,1,2489.0,750.0,22671.0,22671.0,2902.0,381.0,1552.0,0.0,118.0,859.0,786.0,2731.0,1401.0,668.0
51740,2017,448184.0,18470.0,2,20336.0,48110.0,162929.0,162929.0,26520.0,11018.0,6486.0,27597.0,7489.0,2211.0,13274.0,32221.0,23262.0,22515.0
51750,2017,48242.0,1203.0,2,3399.0,714.0,19402.0,19402.0,1877.0,246.0,1967.0,441.0,1401.0,786.0,1400.0,3780.0,3182.0,2908.0
51760,2017,1269934.0,49285.0,4,49126.0,39482.0,377042.0,377042.0,45823.0,77698.0,75430.0,135069.0,21997.0,5040.0,26604.0,103295.0,137271.0,71227.0
51770,2017,439785.0,0.0,2,29913.0,21398.0,180285.0,180285.0,23823.0,2064.0,24474.0,34004.0,6662.0,4081.0,8028.0,24218.0,11455.0,43635.0
51775,2017,128126.0,2477.0,2,7970.0,17549.0,50145.0,50145.0,6551.0,860.0,6272.0,0.0,2088.0,1265.0,9519.0,6897.0,10673.0,1203.0
51790,2017,83796.0,1215.0,2,5357.0,12675.0,34549.0,34549.0,2918.0,0.0,7124.0,1574.0,2174.0,1150.0,2471.0,5970.0,5604.0,181.0
51800,2017,390875.0,51.0,2,16555.0,4365.0,171597.0,171597.0,31715.0,2584.0,41572.0,19786.0,8900.0,2867.0,10031.0,24926.0,14787.0,12496.0
51810,2017,2069091.0,47292.0,2,87425.0,52106.0,836883.0,837469.0,55117.0,66095.0,108860.0,35978.0,18213.0,17334.0,136701.0,97551.0,357781.0,58587.0
51820,2017,83118.0,2428.0,1,2987.0,2893.0,38572.0,38572.0,2789.0,681.0,7174.0,0.0,2316.0,877.0,2039.0,4645.0,6760.0,4920.0
51830,2017,65237.0,654.0,3,3425.0,15336.0,8942.0,8942.0,3804.0,228.0,1385.0,5920.0,742.0,7130.0,1314.0,4703.0,4450.0,2041.0
51840,2017,164026.0,7975.0,4,7568.0,23147.0,59235.0,59235.0,5552.0,1697.0,7721.0,2055.0,3500.0,2770.0,3351.0,8228.0,19416.0,7007.0
53001,2017,132528.0,3032.0,33,3664.0,1201.0,66420.0,66420.0,1019.0,16869.0,10075.0,208.0,2487.0,792.0,1136.0,4131.0,3947.0,66.0
53003,2017,78544.0,2430.0,14,1782.0,1726.0,40259.0,40259.0,2009.0,2672.0,4038.0,2519.0,2190.0,870.0,2314.0,3510.0,4966.0,3.0
