year,hisp_group,pobp_allocated,n,pop,fb_share,mexico_born_share
2024,hisp24,False,1057,45696.0,0.1016062675070028,0.026041666666666668
2024,hisp24,True,523,21813.0,0.22083161417503325,0.1203410810067391
2024,mexican,False,4706,225081.0,0.27265739889195445,0.2732749543497674
2024,mexican,True,520,23935.0,0.2221850846041362,0.15742636306663882
2024,non_hispanic,False,31901,1476532.0,0.028806013008861306,0.0004883063827942774
2024,non_hispanic,True,4804,216712.0,0.024124183247812764,0.0
2024,other_named_hispanic,False,2150,107909.0,0.36359339814102626,0.0019646183358199964
2024,other_named_hispanic,True,84,3804.0,0.14511041009463724,0.01971608832807571
