year,group,n,children,public_k12_share,private_share,not_attending_share,FSCHP,FSCHGP,pupil_total_all_ages_hh_and_gq
2024,all,476354,54429615.0,0.8150516038006148,0.1340963921938452,0.03429059713172691,0.16680777550971101,0.1747380171621644,47112481.0
2024,hisp02_child,63820,8752499.0,0.881700072173673,0.06681874513781721,0.03329791868585189,0.17590141969739156,0.18728765350330231,
2024,native_nh_white_child,258092,25077107.0,0.7720668895339482,0.17898914735260332,0.03376785049407813,0.15689931856972178,0.16261975514161184,
