year,group,residence,ages,n,pop,FHISP,FPOBP,FCITP,FYOEP,FRACP,FAGEP,FSEXP,FSCHLP,FSCHP,FSCHGP,FPERNP,FWAGP,FPINCP,FSSIP,FPAP,FHICOVP,FANCP,FLANXP,FESRP,FENGP,share_5plus_core_allocated
2023,mexican_origin_hisp02,household,18-64,186211,22910588.0,0.005664367933289185,0.12607074947181626,0.1224539937604395,0.10451045603892838,0.005664367933289185,0.014595740624378562,0.00019829259729169763,0.13979676121800105,0.12409506905715384,0.025138246124455643,0.29885762862131693,0.29014955879787985,0.36118252399283685,0.20990727082168298,0.21575452362898762,0.19024404786118976,0.0,0.12450876424472387,0.14067556886798366,0.08645317178240908,0.11648972082252974
2023,mexican_origin_hisp02,inst,18-64,4694,210956.0,0.0016496330988452568,0.0788505659948046,0.08053338136862663,0.07543279167219705,0.0016496330988452568,0.008191281594266103,0.0,0.13176681393276324,0.054404709986916704,0.010760537742467624,0.18804395229336923,0.18478734902064886,0.23875120878287415,0.1306338762585563,0.11535580879425093,0.09259750848518175,0.0,0.07041752782570773,0.011860293141697795,0.08536377254024535,0.035907961849864424
2023,mexican_origin_hisp02,noninst_gq,18-64,5888,301270.0,0.04953364092010489,0.11881368871776148,0.07976565871145484,0.06487536097188569,0.04953364092010489,0.00543698343678428,0.0028280280147376107,0.12090483619344773,0.07706708268330734,0.04889965811398413,0.26832077538420684,0.26669100806585455,0.3277027251302818,0.1813655524944402,0.17398015069538952,0.14180635310518805,0.0,0.09722839977428885,0.1192551531848508,0.06671424303780663,0.0853387326982441
2023,mexico_born_pobp303,household,18-64,71145,9155393.0,0.004716564324436974,0.1089520679232448,0.13293334322185843,0.2558533533186396,0.004875705499479924,0.017478659845623228,0.00016307328369191798,0.14900605577499512,0.12083632018854898,0.013022597719180379,0.3027879851798825,0.2885413001932304,0.36138197453675663,0.1999393144565176,0.20490469387824203,0.18176052082089758,0.0,0.11673130798426676,0.1364681996720403,0.10510078595206127,0.11179323487260459
2023,mexico_born_pobp303,inst,18-64,1306,64836.0,0.006447035597507558,0.08206860386205195,0.17115491393670182,0.5453760256647542,0.006447035597507558,0.008189894503053859,0.0,0.4231445493244494,0.3602473934234067,0.044327225615398855,0.46503485717811094,0.4613023628848171,0.5181072243815165,0.4360231969893269,0.43071750262200015,0.3790949472515269,0.0,0.3569467579739651,0.01198408291689802,0.3787093589980875,0.09784687519279413
2023,mexico_born_pobp303,noninst_gq,18-64,1115,59604.0,0.018136366686799545,0.07979330246292195,0.11901885779477887,0.32962552848802096,0.018136366686799545,0.011710623448090733,0.0,0.27030065096302264,0.15270787195490235,0.026340514059459096,0.32061606603583653,0.31828400778471244,0.41886450573786993,0.21928058519562446,0.2161264344674854,0.13791020736863296,0.0,0.037665257365277496,0.08876921012012616,0.10673780283202469,0.042631367022347495
2023,usborn_mexican,household,18-64,117218,13995707.0,0.006478415131154146,0.13957165579416603,0.11821610726775003,0.010397402574946733,0.006478415131154146,0.013047858175367633,0.0002542208121390366,0.13627171531956192,0.1289048134545829,0.033705478401341214,0.29843122608954303,0.29346484604171835,0.3635347610520855,0.21948837597128892,0.2259023427683932,0.1987865278974474,0.0,0.13191237856008275,0.1464320451978596,0.07406978439888746,0.12196511401674813
2023,usborn_mexican,inst,18-64,3725,167292.0,0.0011955144298591684,0.08232312364010233,0.062005355904645766,0.0011118284197690266,0.0011955144298591684,0.007071467852616981,0.0,0.11439877579322383,0.03502857279487363,0.007992013963608541,0.16984673505009207,0.1671867154436554,0.21496544963297706,0.10743490423929417,0.09022547402147144,0.07895177294789948,0.0,0.0645577792123951,0.010885158883867728,0.0665781985988571,0.02974439901489611
2023,usborn_mexican,noninst_gq,18-64,4817,243508.0,0.05508648586494078,0.12996287596300737,0.07052335036220576,0.00140036466974391,0.05508648586494078,0.005375593409662105,0.0034988583537296516,0.08555776401596663,0.05691804786701053,0.05382985363930549,0.2555439657013322,0.2540984279777256,0.3059283473232912,0.17203541567422836,0.16549764278791662,0.1450835290832334,0.0,0.11097787341688979,0.12815595380849912,0.056967327562133484,0.09578740739523958
2023,native_nh_white,household,18-64,1100168,105537550.0,0.005273544818882,0.09939925647316998,0.07034394867040214,0.0018830454184316388,0.012594730501134431,0.010440899945090634,0.00022749248963994332,0.08282659584195388,0.08132766963038274,0.013780678061978888,0.19287805146130452,0.18736860008594097,0.26736540690967336,0.16316295953430793,0.16963919477001313,0.1499399123818963,0.0,0.08834967269943257,0.09616040925717909,0.003094187803298447,0.07584477752231315
2023,native_nh_white,inst,18-64,17835,809599.0,0.0036301922309686647,0.1353941889750358,0.05484690569034794,0.0019305853885689089,0.006630442972385095,0.006432814269780472,0.00014945670634474597,0.2334810196158839,0.131267454628773,0.011272247124811173,0.2901349927556729,0.2867901269640896,0.412354758343328,0.29344774388308287,0.2674632750287488,0.20660969195861162,0.0,0.15638235719164673,0.010268046279701432,0.0038018821663564307,0.056578627196920944
2023,native_nh_white,noninst_gq,18-64,46330,2293904.0,0.07755729969519212,0.2240442494542056,0.11429597751257245,0.0025463140567347194,0.09494991943865132,0.008342982095153067,0.0005632319399591265,0.1107701106933856,0.07150081258849542,0.0610361200817471,0.34863533957829096,0.3463885149509308,0.42591276705563963,0.3192435254483187,0.2941731650496272,0.24381011585489193,0.0,0.19093519170810985,0.25400278302840923,0.004147950393739232,0.16426755435275409
2023,native_all,household,18-64,1547567,160898160.0,0.005671425950427277,0.1124265560277383,0.08411012282551895,0.005330458719975418,0.012394995691684728,0.011934878559207886,0.00027666568716509874,0.0987259829447397,0.09611931547259459,0.019163102921748762,0.2294314179851404,0.22410599350545712,0.303401984211628,0.18303594024940995,0.18927945478058916,0.16808517884853375,0.0,0.10229787587378252,0.11277106587172905,0.015211696640906273,0.0897335867607187
2023,native_all,inst,18-64,42601,1971576.0,0.0030214407154479463,0.12486153209412165,0.05658214545115177,0.006864051905683575,0.00425345003185269,0.005988102918680284,0.00015469857616444915,0.22911417059246003,0.14048558107828457,0.015095030574525152,0.29576389649701557,0.29323394076616877,0.3855636303140229,0.27570938173319215,0.25786883183808285,0.20922348415683698,0.0,0.16657942681387886,0.009976282933044428,0.023418321180618956,0.054512227781226795
2023,native_all,noninst_gq,18-64,75748,3774003.0,0.07718435835901562,0.22435461763013967,0.11614484673170636,0.00509962498704956,0.08804656488084403,0.008898509089685409,0.0007135659404616265,0.11786477117267792,0.07325272396444836,0.060649925291527323,0.3515675530729573,0.34939744351024626,0.4227124355757004,0.30913356454671603,0.28851248925875256,0.2420255097836435,0.0,0.18866890142906617,0.24583340288812702,0.02334868308265786,0.1609633060705039
2023,foreign_born_all,household,18-64,300240,35788586.0,0.0050176053337228806,0.09650845104637551,0.10588188647631958,0.21561541995540143,0.008211361018845505,0.016466618714693,0.00018433251316495153,0.11990683286565164,0.10847757438642588,0.014694489466557858,0.2641523194014986,0.25368339503550097,0.3333620948310168,0.19007931746730647,0.19666546758790637,0.1802174861001773,0.0,0.10570655124513721,0.12120526359996453,0.08927061270316743,0.09616121743396065
2023,foreign_born_all,inst,18-64,2941,147001.0,0.010272038965721321,0.10475438942592227,0.19689661975088604,0.5442479983129367,0.012013523717525731,0.006448935721525704,0.0,0.4076026693695961,0.3042564336297032,0.027251515295814314,0.4214189019122319,0.41714001945564994,0.49068373684532757,0.3945551390806865,0.3924871259379188,0.3279365446493561,0.0,0.31311351623458344,0.01085026632471888,0.3093584397385052,0.09604016299208849
