year,group,edu,n,alloc_share,mean_all,mean_reported,mean_allocated,allocated_over_reported,ratio_to_white_mean_all,ratio_to_white_mean_reported
2024,mexico_born,all,38908,0.34692616836673856,47864.12109751724,47906.10695202604,47785.08450305237,0.9974737573834821,0.5887614701709171,0.5715405207214659
2024,mexico_born,lt_hs,15057,0.34079885308496954,39993.20688129883,38779.14139207734,42341.55211685403,1.0918640948946976,0.8538235953731501,0.8418912829445155
2024,mexico_born,hs,11600,0.374733732465976,43585.26814675341,42486.98201944349,45417.826061912085,1.068982165905014,0.8228855615922757,0.8007072795521687
2024,mexico_born,some_col,6630,0.36504076354822623,52181.32883292105,52225.679607633705,52104.18420454077,0.9976736462980335,0.8425101024675464,0.8349243559384517
2024,mexico_born,ba,3872,0.28011447888258656,71381.3438133963,72142.61104907408,69424.91063346338,0.9623287766260357,0.7411987036219876,0.7459759123095299
2024,mexico_born,grad,1749,0.2654980985686713,92505.8939977952,100443.37485246483,70546.81100714374,0.7023540488435964,0.7558246644991551,0.8019838272371496
2024,usborn_mexican,all,62974,0.30589238732448787,58736.84900064659,61354.9509016479,52796.05238213666,0.8605019090760716,0.7225034697779429,0.7319910303353249
2024,usborn_mexican,lt_hs,5294,0.48098807552537703,42484.388670537075,41663.06037104743,43370.64594599648,1.04098560114743,0.9070083724361301,0.9045008756780256
2024,usborn_mexican,hs,17667,0.37417356831884596,47842.71087556695,48624.52872379599,46535.07635616419,0.9570288407420746,0.903265660185466,0.9163751404164092
2024,usborn_mexican,some_col,21279,0.2709098618330977,54388.08197882295,55657.559432920236,50971.582165398715,0.915806993420738,0.8781399313863804,0.889789320345094
2024,usborn_mexican,ba,13000,0.22466473273730264,74401.58160887533,74933.61561734093,72565.4913372934,0.9683970370235344,0.7725597878920075,0.7748357241294355
2024,usborn_mexican,grad,5734,0.19403595868495938,98822.93664189838,103241.11345302191,80471.22666983567,0.7794494264772988,0.8074384204531265,0.8243221956340655
2024,native_nh_white,all,590609,0.1966375130610875,81296.28639527365,83819.26602781077,70988.65403897162,0.8469252643588884,1.0,1.0
2024,native_nh_white,lt_hs,18248,0.3660849467022879,46840.12845044465,46061.93480997601,48187.653574100725,1.0461491418650597,1.0,1.0
2024,native_nh_white,hs,116093,0.27828640757951856,52966.378535572236,53061.81560283332,52718.87011695358,0.9935368686128895,1.0,1.0
2024,native_nh_white,some_col,164712,0.2030445082671624,61935.55267775685,62551.39071722521,59518.37079108153,0.9515115508805393,1.0,1.0
2024,native_nh_white,ba,179936,0.1592926878655883,96305.27342341507,96709.03558497175,94174.31684196592,0.9737902593312624,1.0,1.0
2024,native_nh_white,grad,111620,0.13206966691902342,122390.67913865174,125243.64138176486,103641.6921252232,0.8275205909201004,1.0,1.0
