year,n,lt_hs,no_school,grades_1_6,mean_years
2017,30165,0.622862720258121,0.08240147569938315,0.28255369828825444,8.760343992707476
2018,28567,0.6183692484565965,0.08493284405747771,0.28701707192453785,8.734939039231165
2019,26037,0.6167786969368586,0.09209503270717556,0.27816144770451257,8.743041330164436
2021,26270,0.6202840097470801,0.13546827033901854,0.2449825757842704,8.498110607252967
2022,25931,0.6212749577598762,0.13603293835193503,0.24339934451470585,8.471232301249346
2023,26551,0.61154617014835,0.13864365728125946,0.2359763851044505,8.56289161368453
2024,25647,0.6123654673291827,0.14639879607989473,0.23354399071037177,8.482370512304339
