year,group,n,children,public_k12_share,private_share,not_attending_share,FSCHP,FSCHGP,pupil_total_all_ages_hh_and_gq
2021,all,471842,54650143.0,0.814164237411053,0.12812052477154542,0.043181771729307275,0.15992311310146068,0.16527751812104133,47196910.0
2021,hisp02_child,65849,8896398.0,0.8774892939816766,0.06268143579008044,0.04437537529233741,0.16166037086020657,0.16734278300049077,
2021,native_nh_white_child,251166,26020120.0,0.777503639491286,0.1684345806245321,0.03997813999320526,0.15271789676604106,0.15690496431223222,
